particle_id,component_cell_count,h_volume_nm3,equivalent_radius_nm,centroid_x_nm,centroid_y_nm,centroid_z_nm,overlap_parent_count,step,elapsed_physical_time_s,experimental_age_h,temperature_K,checkpoint,unexpected_merge
13,6279,5734.924866547356,11.104006510719582,80.5,48.5,32.5,1,10899,10800.103513145363,9.00002875365149,653.15,step_10899.chk,0
14,6279,5734.924866547356,11.104006510719582,80.5,112.5,32.5,1,10899,10800.103513145363,9.00002875365149,653.15,step_10899.chk,0
19,6279,5734.924866547356,11.104006510719582,112.5,48.5,32.5,1,10899,10800.103513145363,9.00002875365149,653.15,step_10899.chk,0
20,6279,5734.924866547356,11.104006510719582,112.5,112.5,32.5,1,10899,10800.103513145363,9.00002875365149,653.15,step_10899.chk,0
1,6259,5724.863095868468,11.097508816122915,16.5,48.5,32.5,1,14532,14400.138017527152,10.000038338201986,653.15,step_14532.chk,0
2,6259,5724.863095868468,11.097508816122915,16.5,112.5,32.5,1,14532,14400.138017527152,10.000038338201986,653.15,step_14532.chk,0
7,6259,5724.863095868468,11.097508816122915,48.5,48.5,32.5,1,14532,14400.138017527152,10.000038338201986,653.15,step_14532.chk,0
8,6259,5724.863095868468,11.097508816122915,48.5,112.5,32.5,1,14532,14400.138017527152,10.000038338201986,653.15,step_14532.chk,0
13,6259,5724.863095868468,11.097508816122915,80.49999999999999,48.5,32.5,1,14532,14400.138017527152,10.000038338201986,653.15,step_14532.chk,0
14,6259,5724.863095868468,11.097508816122915,80.49999999999999,112.5,32.5,1,14532,14400.138017527152,10.000038338201986,653.15,step_14532.chk,0
19,6259,5724.863095868468,11.097508816122915,112.5,48.5,32.5,1,14532,14400.138017527152,10.000038338201986,653.15,step_14532.chk,0
20,6259,5724.863095868468,11.097508816122915,112.5,112.5,32.5,1,14532,14400.138017527152,10.000038338201986,653.15,step_14532.chk,0
1,6235,5712.910400494373,11.08978009772447,16.5,48.5,32.5,1,18165,18000.17252190894,11.000047922752483,653.15,step_18165.chk,0
2,6235,5712.910400494373,11.08978009772447,16.5,112.5,32.5,1,18165,18000.17252190894,11.000047922752483,653.15,step_18165.chk,0
7,6235,5712.910400494373,11.08978009772447,48.5,48.5,32.5,1,18165,18000.17252190894,11.000047922752483,653.15,step_18165.chk,0
8,6235,5712.910400494373,11.08978009772447,48.5,112.5,32.5,1,18165,18000.17252190894,11.000047922752483,653.15,step_18165.chk,0
13,6235,5712.910400494373,11.08978009772447,80.5,48.5,32.5,1,18165,18000.17252190894,11.000047922752483,653.15,step_18165.chk,0
14,6235,5712.910400494373,11.08978009772447,80.5,112.5,32.5,1,18165,18000.17252190894,11.000047922752483,653.15,step_18165.chk,0
19,6235,5712.910400494373,11.08978009772447,112.5,48.5,32.5,1,18165,18000.17252190894,11.000047922752483,653.15,step_18165.chk,0
20,6235,5712.910400494373,11.08978009772447,112.5,112.5,32.5,1,18165,18000.17252190894,11.000047922752483,653.15,step_18165.chk,0
1,6251,5720.923867160102,11.094962865520932,16.5,48.5,32.5,1,21798,21600.207026290725,12.00005750730298,653.15,step_21798.chk,0
2,6251,5720.923867160102,11.094962865520932,16.5,112.5,32.5,1,21798,21600.207026290725,12.00005750730298,653.15,step_21798.chk,0
7,6251,5720.923867160102,11.094962865520932,48.5,48.5,32.5,1,21798,21600.207026290725,12.00005750730298,653.15,step_21798.chk,0
8,6251,5720.923867160102,11.094962865520932,48.5,112.5,32.5,1,21798,21600.207026290725,12.00005750730298,653.15,step_21798.chk,0
13,6251,5720.923867160102,11.094962865520932,80.49999999999999,48.5,32.5,1,21798,21600.207026290725,12.00005750730298,653.15,step_21798.chk,0
14,6251,5720.923867160102,11.094962865520932,80.49999999999999,112.5,32.5,1,21798,21600.207026290725,12.00005750730298,653.15,step_21798.chk,0
19,6251,5720.923867160102,11.094962865520932,112.5,48.5,32.5,1,21798,21600.207026290725,12.00005750730298,653.15,step_21798.chk,0
20,6251,5720.923867160102,11.094962865520932,112.5,112.5,32.5,1,21798,21600.207026290725,12.00005750730298,653.15,step_21798.chk,0
1,6251,5720.930694562108,11.094967279128673,16.5,48.5,32.5,1,25431,25200.241530672516,13.000067091853477,653.15,step_25431.chk,0
2,6251,5720.930694562108,11.094967279128673,16.5,112.5,32.5,1,25431,25200.241530672516,13.000067091853477,653.15,step_25431.chk,0
7,6251,5720.930694562108,11.094967279128673,48.5,48.5,32.5,1,25431,25200.241530672516,13.000067091853477,653.15,step_25431.chk,0
8,6251,5720.930694562108,11.094967279128673,48.5,112.5,32.5,1,25431,25200.241530672516,13.000067091853477,653.15,step_25431.chk,0
13,6251,5720.930694562108,11.094967279128673,80.49999999999999,48.5,32.5,1,25431,25200.241530672516,13.000067091853477,653.15,step_25431.chk,0
14,6251,5720.930694562108,11.094967279128673,80.49999999999999,112.5,32.5,1,25431,25200.241530672516,13.000067091853477,653.15,step_25431.chk,0
19,6251,5720.930694562108,11.094967279128673,112.5,48.5,32.5,1,25431,25200.241530672516,13.000067091853477,653.15,step_25431.chk,0
20,6251,5720.930694562108,11.094967279128673,112.5,112.5,32.5,1,25431,25200.241530672516,13.000067091853477,653.15,step_25431.chk,0
1,6251,5720.932017623532,11.094968134427857,16.5,48.5,32.5,1,29064,28800.276035054303,14.000076676403973,653.15,step_29064.chk,0
2,6251,5720.932017623532,11.094968134427857,16.5,112.5,32.5,1,29064,28800.276035054303,14.000076676403973,653.15,step_29064.chk,0
7,6251,5720.932017623532,11.094968134427857,48.5,48.5,32.5,1,29064,28800.276035054303,14.000076676403973,653.15,step_29064.chk,0
8,6251,5720.932017623532,11.094968134427857,48.5,112.5,32.5,1,29064,28800.276035054303,14.000076676403973,653.15,step_29064.chk,0
13,6251,5720.932017623532,11.094968134427857,80.49999999999999,48.5,32.5,1,29064,28800.276035054303,14.000076676403973,653.15,step_29064.chk,0
14,6251,5720.932017623532,11.094968134427857,80.49999999999999,112.5,32.5,1,29064,28800.276035054303,14.000076676403973,653.15,step_29064.chk,0
19,6251,5720.932017623532,11.094968134427857,112.5,48.5,32.5,1,29064,28800.276035054303,14.000076676403973,653.15,step_29064.chk,0
20,6251,5720.932017623532,11.094968134427857,112.5,112.5,32.5,1,29064,28800.276035054303,14.000076676403973,653.15,step_29064.chk,0
1,6251,5720.932276112193,11.094968301529033,16.5,48.5,32.5,1,32697,32400.31053943609,15.00008626095447,653.15,step_32697.chk,0
2,6251,5720.932276112193,11.094968301529033,16.5,112.5,32.5,1,32697,32400.31053943609,15.00008626095447,653.15,step_32697.chk,0
7,6251,5720.932276112193,11.094968301529033,48.5,48.5,32.5,1,32697,32400.31053943609,15.00008626095447,653.15,step_32697.chk,0
8,6251,5720.932276112193,11.094968301529033,48.5,112.5,32.5,1,32697,32400.31053943609,15.00008626095447,653.15,step_32697.chk,0
13,6251,5720.932276112193,11.094968301529033,80.49999999999999,48.5,32.5,1,32697,32400.31053943609,15.00008626095447,653.15,step_32697.chk,0
14,6251,5720.932276112193,11.094968301529033,80.49999999999999,112.5,32.5,1,32697,32400.31053943609,15.00008626095447,653.15,step_32697.chk,0
19,6251,5720.932276112193,11.094968301529033,112.5,48.5,32.5,1,32697,32400.31053943609,15.00008626095447,653.15,step_32697.chk,0
20,6251,5720.932276112193,11.094968301529033,112.5,112.5,32.5,1,32697,32400.31053943609,15.00008626095447,653.15,step_32697.chk,0
1,6251,5720.932326710755,11.094968334238704,16.5,48.5,32.5,1,36330,36000.34504381788,16.000095845504966,653.15,step_36330.chk,0
2,6251,5720.932326710755,11.094968334238704,16.5,112.5,32.5,1,36330,36000.34504381788,16.000095845504966,653.15,step_36330.chk,0
7,6251,5720.932326710755,11.094968334238704,48.5,48.5,32.5,1,36330,36000.34504381788,16.000095845504966,653.15,step_36330.chk,0
8,6251,5720.932326710755,11.094968334238704,48.5,112.5,32.5,1,36330,36000.34504381788,16.000095845504966,653.15,step_36330.chk,0
13,6251,5720.932326710755,11.094968334238704,80.49999999999999,48.5,32.5,1,36330,36000.34504381788,16.000095845504966,653.15,step_36330.chk,0
14,6251,5720.932326710755,11.094968334238704,80.49999999999999,112.5,32.5,1,36330,36000.34504381788,16.000095845504966,653.15,step_36330.chk,0
19,6251,5720.932326710755,11.094968334238704,112.5,48.5,32.5,1,36330,36000.34504381788,16.000095845504966,653.15,step_36330.chk,0
20,6251,5720.932326710755,11.094968334238704,112.5,112.5,32.5,1,36330,36000.34504381788,16.000095845504966,653.15,step_36330.chk,0
1,6251,5720.932336623742,11.094968340647,16.5,48.5,32.5,1,39963,39600.379548199664,17.000105430055463,653.15,step_39963.chk,0
2,6251,5720.932336623742,11.094968340647,16.5,112.5,32.5,1,39963,39600.379548199664,17.000105430055463,653.15,step_39963.chk,0
7,6251,5720.932336623742,11.094968340647,48.5,48.5,32.5,1,39963,39600.379548199664,17.000105430055463,653.15,step_39963.chk,0
8,6251,5720.932336623742,11.094968340647,48.5,112.5,32.5,1,39963,39600.379548199664,17.000105430055463,653.15,step_39963.chk,0
13,6251,5720.932336623742,11.094968340647,80.49999999999999,48.5,32.5,1,39963,39600.379548199664,17.000105430055463,653.15,step_39963.chk,0
14,6251,5720.932336623742,11.094968340647,80.49999999999999,112.5,32.5,1,39963,39600.379548199664,17.000105430055463,653.15,step_39963.chk,0
19,6251,5720.932336623742,11.094968340647,112.5,48.5,32.5,1,39963,39600.379548199664,17.000105430055463,653.15,step_39963.chk,0
20,6251,5720.932336623742,11.094968340647,112.5,112.5,32.5,1,39963,39600.379548199664,17.000105430055463,653.15,step_39963.chk,0
1,6251,5720.932338565575,11.094968341902307,16.5,48.5,32.5,1,43596,43200.41405258145,18.00011501460596,653.15,step_43596.chk,0
2,6251,5720.932338565575,11.094968341902307,16.5,112.5,32.5,1,43596,43200.41405258145,18.00011501460596,653.15,step_43596.chk,0
7,6251,5720.932338565575,11.094968341902307,48.5,48.5,32.5,1,43596,43200.41405258145,18.00011501460596,653.15,step_43596.chk,0
8,6251,5720.932338565575,11.094968341902307,48.5,112.5,32.5,1,43596,43200.41405258145,18.00011501460596,653.15,step_43596.chk,0
13,6251,5720.932338565575,11.094968341902307,80.49999999999999,48.5,32.5,1,43596,43200.41405258145,18.00011501460596,653.15,step_43596.chk,0
14,6251,5720.932338565575,11.094968341902307,80.49999999999999,112.5,32.5,1,43596,43200.41405258145,18.00011501460596,653.15,step_43596.chk,0
19,6251,5720.932338565575,11.094968341902307,112.5,48.5,32.5,1,43596,43200.41405258145,18.00011501460596,653.15,step_43596.chk,0
20,6251,5720.932338565575,11.094968341902307,112.5,112.5,32.5,1,43596,43200.41405258145,18.00011501460596,653.15,step_43596.chk,0
1,6251,5720.932338945002,11.09496834214759,16.5,48.5,32.5,1,47229,46800.448556963245,19.000124599156457,653.15,step_47229.chk,0
2,6251,5720.932338945002,11.09496834214759,16.5,112.5,32.5,1,47229,46800.448556963245,19.000124599156457,653.15,step_47229.chk,0
7,6251,5720.932338945002,11.09496834214759,48.5,48.5,32.5,1,47229,46800.448556963245,19.000124599156457,653.15,step_47229.chk,0
8,6251,5720.932338945002,11.09496834214759,48.5,112.5,32.5,1,47229,46800.448556963245,19.000124599156457,653.15,step_47229.chk,0
13,6251,5720.932338945002,11.09496834214759,80.49999999999999,48.5,32.5,1,47229,46800.448556963245,19.000124599156457,653.15,step_47229.chk,0
14,6251,5720.932338945002,11.09496834214759,80.49999999999999,112.5,32.5,1,47229,46800.448556963245,19.000124599156457,653.15,step_47229.chk,0
19,6251,5720.932338945002,11.09496834214759,112.5,48.5,32.5,1,47229,46800.448556963245,19.000124599156457,653.15,step_47229.chk,0
20,6251,5720.932338945002,11.09496834214759,112.5,112.5,32.5,1,47229,46800.448556963245,19.000124599156457,653.15,step_47229.chk,0
1,6251,5720.932339019611,11.09496834219582,16.5,48.5,32.5,1,50862,50400.48306134503,20.000134183706955,653.15,step_50862.chk,0
2,6251,5720.932339019611,11.09496834219582,16.5,112.5,32.5,1,50862,50400.48306134503,20.000134183706955,653.15,step_50862.chk,0
7,6251,5720.932339019611,11.09496834219582,48.5,48.5,32.5,1,50862,50400.48306134503,20.000134183706955,653.15,step_50862.chk,0
8,6251,5720.932339019611,11.09496834219582,48.5,112.5,32.5,1,50862,50400.48306134503,20.000134183706955,653.15,step_50862.chk,0
13,6251,5720.932339019611,11.09496834219582,80.49999999999999,48.5,32.5,1,50862,50400.48306134503,20.000134183706955,653.15,step_50862.chk,0
14,6251,5720.932339019611,11.09496834219582,80.49999999999999,112.5,32.5,1,50862,50400.48306134503,20.000134183706955,653.15,step_50862.chk,0
19,6251,5720.932339019611,11.09496834219582,112.5,48.5,32.5,1,50862,50400.48306134503,20.000134183706955,653.15,step_50862.chk,0
20,6251,5720.932339019611,11.09496834219582,112.5,112.5,32.5,1,50862,50400.48306134503,20.000134183706955,653.15,step_50862.chk,0
1,6251,5720.932339035222,11.094968342205913,16.5,48.5,32.5,1,54495,54000.51756572682,21.000143768257452,653.15,step_54495.chk,0
2,6251,5720.932339035222,11.094968342205913,16.5,112.5,32.5,1,54495,54000.51756572682,21.000143768257452,653.15,step_54495.chk,0
7,6251,5720.932339035222,11.094968342205913,48.5,48.5,32.5,1,54495,54000.51756572682,21.000143768257452,653.15,step_54495.chk,0
8,6251,5720.932339035222,11.094968342205913,48.5,112.5,32.5,1,54495,54000.51756572682,21.000143768257452,653.15,step_54495.chk,0
13,6251,5720.932339035222,11.094968342205913,80.49999999999999,48.5,32.5,1,54495,54000.51756572682,21.000143768257452,653.15,step_54495.chk,0
14,6251,5720.932339035222,11.094968342205913,80.49999999999999,112.5,32.5,1,54495,54000.51756572682,21.000143768257452,653.15,step_54495.chk,0
19,6251,5720.932339035222,11.094968342205913,112.5,48.5,32.5,1,54495,54000.51756572682,21.000143768257452,653.15,step_54495.chk,0
20,6251,5720.932339035222,11.094968342205913,112.5,112.5,32.5,1,54495,54000.51756572682,21.000143768257452,653.15,step_54495.chk,0
1,6251,5720.932339037939,11.094968342207668,16.5,48.5,32.5,1,58128,57600.552070108606,22.000153352807946,653.15,step_58128.chk,0
2,6251,5720.932339037939,11.094968342207668,16.5,112.5,32.5,1,58128,57600.552070108606,22.000153352807946,653.15,step_58128.chk,0
7,6251,5720.932339037939,11.094968342207668,48.5,48.5,32.5,1,58128,57600.552070108606,22.000153352807946,653.15,step_58128.chk,0
8,6251,5720.932339037939,11.094968342207668,48.5,112.5,32.5,1,58128,57600.552070108606,22.000153352807946,653.15,step_58128.chk,0
13,6251,5720.932339037939,11.094968342207668,80.49999999999999,48.5,32.5,1,58128,57600.552070108606,22.000153352807946,653.15,step_58128.chk,0
14,6251,5720.932339037939,11.094968342207668,80.49999999999999,112.5,32.5,1,58128,57600.552070108606,22.000153352807946,653.15,step_58128.chk,0
19,6251,5720.932339037939,11.094968342207668,112.5,48.5,32.5,1,58128,57600.552070108606,22.000153352807946,653.15,step_58128.chk,0
20,6251,5720.932339037939,11.094968342207668,112.5,112.5,32.5,1,58128,57600.552070108606,22.000153352807946,653.15,step_58128.chk,0
1,6251,5720.932339037576,11.094968342207434,16.5,48.5,32.5,1,61761,61200.58657449039,23.000162937358443,653.15,step_61761.chk,0
2,6251,5720.932339037576,11.094968342207434,16.5,112.5,32.5,1,61761,61200.58657449039,23.000162937358443,653.15,step_61761.chk,0
7,6251,5720.932339037576,11.094968342207434,48.5,48.5,32.5,1,61761,61200.58657449039,23.000162937358443,653.15,step_61761.chk,0
8,6251,5720.932339037576,11.094968342207434,48.5,112.5,32.5,1,61761,61200.58657449039,23.000162937358443,653.15,step_61761.chk,0
13,6251,5720.932339037576,11.094968342207434,80.49999999999999,48.5,32.5,1,61761,61200.58657449039,23.000162937358443,653.15,step_61761.chk,0
14,6251,5720.932339037576,11.094968342207434,80.49999999999999,112.5,32.5,1,61761,61200.58657449039,23.000162937358443,653.15,step_61761.chk,0
19,6251,5720.932339037576,11.094968342207434,112.5,48.5,32.5,1,61761,61200.58657449039,23.000162937358443,653.15,step_61761.chk,0
20,6251,5720.932339037576,11.094968342207434,112.5,112.5,32.5,1,61761,61200.58657449039,23.000162937358443,653.15,step_61761.chk,0
1,6251,5720.932339037838,11.094968342207602,16.5,48.5,32.5,1,65394,64800.62107887218,24.00017252190894,653.15,step_65394.chk,0
2,6251,5720.932339037838,11.094968342207602,16.5,112.5,32.5,1,65394,64800.62107887218,24.00017252190894,653.15,step_65394.chk,0
7,6251,5720.932339037838,11.094968342207602,48.5,48.5,32.5,1,65394,64800.62107887218,24.00017252190894,653.15,step_65394.chk,0
8,6251,5720.932339037838,11.094968342207602,48.5,112.5,32.5,1,65394,64800.62107887218,24.00017252190894,653.15,step_65394.chk,0
13,6251,5720.932339037838,11.094968342207602,80.49999999999999,48.5,32.5,1,65394,64800.62107887218,24.00017252190894,653.15,step_65394.chk,0
14,6251,5720.932339037838,11.094968342207602,80.49999999999999,112.5,32.5,1,65394,64800.62107887218,24.00017252190894,653.15,step_65394.chk,0
19,6251,5720.932339037838,11.094968342207602,112.5,48.5,32.5,1,65394,64800.62107887218,24.00017252190894,653.15,step_65394.chk,0
20,6251,5720.932339037838,11.094968342207602,112.5,112.5,32.5,1,65394,64800.62107887218,24.00017252190894,653.15,step_65394.chk,0
1,6251,5720.932339038781,11.094968342208213,16.5,48.5,32.5,1,69027,68400.65558325397,25.000182106459437,653.15,step_69027.chk,0
2,6251,5720.932339038781,11.094968342208213,16.5,112.5,32.5,1,69027,68400.65558325397,25.000182106459437,653.15,step_69027.chk,0
7,6251,5720.932339038781,11.094968342208213,48.5,48.5,32.5,1,69027,68400.65558325397,25.000182106459437,653.15,step_69027.chk,0
8,6251,5720.932339038781,11.094968342208213,48.5,112.5,32.5,1,69027,68400.65558325397,25.000182106459437,653.15,step_69027.chk,0
13,6251,5720.932339038781,11.094968342208213,80.49999999999999,48.5,32.5,1,69027,68400.65558325397,25.000182106459437,653.15,step_69027.chk,0
14,6251,5720.932339038781,11.094968342208213,80.49999999999999,112.5,32.5,1,69027,68400.65558325397,25.000182106459437,653.15,step_69027.chk,0
19,6251,5720.932339038781,11.094968342208213,112.5,48.5,32.5,1,69027,68400.65558325397,25.000182106459437,653.15,step_69027.chk,0
20,6251,5720.932339038781,11.094968342208213,112.5,112.5,32.5,1,69027,68400.65558325397,25.000182106459437,653.15,step_69027.chk,0
1,6251,5720.932339038776,11.09496834220821,16.5,48.5,32.5,1,72660,72000.69008763575,26.00019169100993,653.15,step_72660.chk,0
2,6251,5720.932339038776,11.09496834220821,16.5,112.5,32.5,1,72660,72000.69008763575,26.00019169100993,653.15,step_72660.chk,0
7,6251,5720.932339038776,11.09496834220821,48.5,48.5,32.5,1,72660,72000.69008763575,26.00019169100993,653.15,step_72660.chk,0
8,6251,5720.932339038776,11.09496834220821,48.5,112.5,32.5,1,72660,72000.69008763575,26.00019169100993,653.15,step_72660.chk,0
13,6251,5720.932339038776,11.09496834220821,80.49999999999999,48.5,32.5,1,72660,72000.69008763575,26.00019169100993,653.15,step_72660.chk,0
14,6251,5720.932339038776,11.09496834220821,80.49999999999999,112.5,32.5,1,72660,72000.69008763575,26.00019169100993,653.15,step_72660.chk,0
19,6251,5720.932339038776,11.09496834220821,112.5,48.5,32.5,1,72660,72000.69008763575,26.00019169100993,653.15,step_72660.chk,0
20,6251,5720.932339038776,11.09496834220821,112.5,112.5,32.5,1,72660,72000.69008763575,26.00019169100993,653.15,step_72660.chk,0
1,6251,5720.932339038533,11.094968342208054,16.5,48.5,32.5,1,76293,75600.72459201755,27.00020127556043,653.15,step_76293.chk,0
2,6251,5720.932339038533,11.094968342208054,16.5,112.5,32.5,1,76293,75600.72459201755,27.00020127556043,653.15,step_76293.chk,0
7,6251,5720.932339038533,11.094968342208054,48.5,48.5,32.5,1,76293,75600.72459201755,27.00020127556043,653.15,step_76293.chk,0
8,6251,5720.932339038533,11.094968342208054,48.5,112.5,32.5,1,76293,75600.72459201755,27.00020127556043,653.15,step_76293.chk,0
13,6251,5720.932339038533,11.094968342208054,80.49999999999999,48.5,32.5,1,76293,75600.72459201755,27.00020127556043,653.15,step_76293.chk,0
14,6251,5720.932339038533,11.094968342208054,80.49999999999999,112.5,32.5,1,76293,75600.72459201755,27.00020127556043,653.15,step_76293.chk,0
19,6251,5720.932339038533,11.094968342208054,112.5,48.5,32.5,1,76293,75600.72459201755,27.00020127556043,653.15,step_76293.chk,0
20,6251,5720.932339038533,11.094968342208054,112.5,112.5,32.5,1,76293,75600.72459201755,27.00020127556043,653.15,step_76293.chk,0
1,6251,5720.932339037796,11.094968342207576,16.5,48.5,32.5,1,79926,79200.75909639933,28.000210860110926,653.15,step_79926.chk,0
2,6251,5720.932339037796,11.094968342207576,16.5,112.5,32.5,1,79926,79200.75909639933,28.000210860110926,653.15,step_79926.chk,0
7,6251,5720.932339037796,11.094968342207576,48.5,48.5,32.5,1,79926,79200.75909639933,28.000210860110926,653.15,step_79926.chk,0
8,6251,5720.932339037796,11.094968342207576,48.5,112.5,32.5,1,79926,79200.75909639933,28.000210860110926,653.15,step_79926.chk,0
13,6251,5720.932339037796,11.094968342207576,80.49999999999999,48.5,32.5,1,79926,79200.75909639933,28.000210860110926,653.15,step_79926.chk,0
14,6251,5720.932339037796,11.094968342207576,80.49999999999999,112.5,32.5,1,79926,79200.75909639933,28.000210860110926,653.15,step_79926.chk,0
