case,gate_id,dt_id,record_type,window_index,time_start_code,time_end_code,sum_abs_D,sum_A,eta_global,eta_interface,eta_cell_max,global_signed_D,interface_signed_D_own_mask,beta_global,beta_interface_own_mask,global_sign_coherence_diagnostic,interface_sign_coherence_diagnostic,interface_cells_own_mask,common_interface_cells,interface_signed_D_common_mask,interface_A_common_mask,beta_interface,beta_interface_excess,sign_coherence_interpretation
strict,G12,dt32,WINDOW,6,7.8125,9.375,2.681167335161435e-12,1.0935840339811855,2.4517250177845617e-12,4.03407075566227e-12,4.82756229429776e-08,3.558146565290296e-14,-3.779405687657528e-14,3.253656284955887e-14,6.907339500615966e-14,0.0031297788174943337,0.003324400399729761,16,16,-3.779405687657528e-14,0.5471579451568144,6.907339500615966e-14,0.0,SIGN_COHERENCE_NOT_MATERIALLY_INTERPRETABLE
candidate,G9,dt4,WINDOW,6,7.8125,9.375,1.1345380214505332e-08,1.0935885899112003,1.037445006209015e-08,6.488517772356623e-09,0.00032438898150763867,2.6480784038267064e-15,-1.283614397853469e-11,2.42145760138347e-15,2.3459507434439467e-11,2.3340587567449495e-07,0.003615541832124627,16,16,-1.283614397853469e-11,0.5471617004068352,2.3459507434439467e-11,2.3390595046536577e-11,SIGN_COHERENCE_NOT_MATERIALLY_INTERPRETABLE
