replicate,step,age_h,elapsed_physical_time_s,particle_count,Nv_m-3,mean_radius_nm,std_radius_nm,CV,Sv_nm-1,M6_nm3,matrix_xAg,matrix_xB,full_psd_sha256
C,256,6.0704658556688482,253.67708040785513,96,6.4486070202760325e+21,9.3415660832003038,0.86489125017929069,0.09258525203120864,0.0071321764006675075,4.8497188361466588,0.0075436668260499898,0.0075722329559412887,37abd3e63a5e664453d9efc0b52c825d6c4eb2a9750cb018c6226a8870618dd4
C,512,6.1409317113376973,507.35416081571026,96,6.4486070202760325e+21,9.3171126695859652,0.92519278885674339,0.099300375735164009,0.0071039497963705754,4.8569270076253499,0.007648782951670932,0.0076781491273176621,8435cf6bcf9cef229969659c4c09d6efd2ad12eb707bc657529381540712c23d
C,1024,6.2818634226753947,1014.7083216314205,96,6.4486070202760325e+21,9.2870103975077516,1.0630459408276209,0.11446589325590702,0.0070807783676423387,4.965106569372864,0.0076581879225322514,0.0076876267786058989,09f19baf2a92f002a7b5a8eb12724ce041e1f1d756d118a8a51d2665ff87c5e8
C,1536,6.422795134013092,1522.0624824471308,96,6.4486070202760325e+21,9.2451021141584704,1.2339271825598019,0.13346820482059321,0.0070496494061339076,5.1106897747986562,0.0076663623884275578,0.0076958649027820108,c1175c37999aef7af6165abdede5c81725060589dd5d59c1d0b3e136e8750d75
C,2048,6.5637268453507893,2029.416643262841,96,6.4486070202760325e+21,9.1813202024259439,1.4604039219946174,0.15906251931053889,0.007003858699141852,5.3072313227270227,0.007678908099685626,0.0077085085584075045,2f8f93d0c00a221a9550a5e14ee240cdbaecf47082450ca43ab04bc232e419b7
C,2560,6.7046585566884866,2536.7708040785515,95,6.3814340304814903e+21,9.1219120584414366,1.7499991696677513,0.19184565236498835,0.0069182601681262801,5.582820917630789,0.0077068886915806715,0.007736710559811834,21253f393b57864c877bd5224577e0c41f770bc45aa47f63ab9a264d2fc851cc
C,3072,6.845590268026184,3044.1249648942617,92,6.1799150610978649e+21,9.1655289401062809,1.9185956638719597,0.20932732594150885,0.0068097659954416152,5.9408567630705873,0.0076945869039129963,0.0077243117368542029,a253bb96ba2e56d8089dbdfc1bcab1d9ce0b5d3850e921801f58318b33d1d2a0
C,3584,6.9865219793638813,3551.4791257099719,89,5.9783960917142384e+21,9.123513831334332,2.351125252240978,0.25769953284513419,0.006668722419764365,6.372873086757302,0.0076811440823409778,0.00771077063661069,9a9e3548ed1c8058064077a21c7e0c80546e0709d28898eb67bc02a2190d5ae3
C,4096,7.1274536907015786,4058.8332865256821,80,5.3738391835633611e+21,9.5385282770618947,2.2413189205685282,0.23497533953517938,0.0064833217428206759,6.868918670040868,0.0076440788565012461,0.0076734207028251811,382acd75aa37b8eb4e14887c002925ddac50e4346c920b403e289d22d8317e98
C,4608,7.268385402039276,4566.1874473413927,74,4.9708012447961081e+21,9.8905540009779038,2.0794196808569225,0.21024299353214443,0.0063806080648353839,7.2956211458922366,0.0075316295120265771,0.0075601059244233592,59ecdc4cac5c2872f5b4b2346b915397014c7d9460d91ffe5959c4a591fb7000
C,5120,7.4093171133769733,5073.5416081571029,72,4.8364552652070249e+21,9.955052041497229,2.1629361852107727,0.21727020373119713,0.0063074871149946957,7.6532270751965941,0.0074970719026254823,0.0075252889980186545,9b85d482fcb9dc90f073aafe9a143d524f00c8a291067c6540a1e615a16f64e1
C,5632,7.5502488247146706,5580.8957689728131,68,4.5677633060288568e+21,10.194428550645576,2.0765334407969576,0.20369297116369101,0.0062129044884476686,8.0379752181169302,0.0074648415100622683,0.007492814066488304,4ad54662d3c5b2b12d9ab62d2783bf5cfadd3c2c7d2e3765aa4861533486c036
C,6144,7.691180536052368,6088.2499297885233,66,4.4334173264397725e+21,10.205288215808361,2.3584450758190791,0.2311002909418827,0.0061121692158752818,8.4315786781895614,0.0074767327120501574,0.0075047987721444005,e60e7f98d99da75c8d6b2db547a0f67f1cc8d6a02600526112d1a3d88018f17f
C,6656,7.8321122473900644,6595.6040906042335,61,4.0975523774670627e+21,10.495334030203244,2.390189060969409,0.22773825531335876,0.005966048700968952,9.209894842637981,0.0074280331448694052,0.0074557332034794,bd26643042a0b8dcc8401bb0ca597499fae38ef1086e972fc2e6ef986a433cea
C,7168,7.9730439587277626,7102.9582514199437,58,3.8960334080834362e+21,10.691284686475814,2.4195808390793543,0.2263133860928854,0.0058828125367802646,9.6211362608590658,0.0073756995100615211,0.0074030100181211389,66d114691b0ba17cad30d3126538211f05d5a252492d383251777933d6f7dd94
C,7266,8.0000191691009928,7200.0690087635758,58,3.8960334080834362e+21,10.635982247935672,2.5819898887465325,0.24275989077056503,0.0058648372635231368,9.6926043182110408,0.007377184423609422,0.0074045086019134034,1384a0bc93789c82d13a52a16fdc7933ff2e6971e9e8f5a853e28f104030689b
