state,T_K,kappa_full_W_mK,kernel_weighted_total_rate_s-1,dominant_omega_low_10pct_1e12_rad_s,dominant_omega_high_90pct_1e12_rad_s,dominant_mechanism,kappa_U_N_combined_only_W_mK,kappa_U_N_plus_GB_W_mK,kappa_U_N_plus_GB_PD_W_mK,kappa_U_N_plus_GB_PD_Pre_small_W_mK,kappa_U_N_plus_GB_PD_Pre_all_W_mK,kappa_without_phonon_phonon_combined_W_mK,delta_kappa_off_phonon_phonon_combined_W_mK,kappa_without_boundary_W_mK,delta_kappa_off_boundary_W_mK,kappa_without_point_defect_W_mK,delta_kappa_off_point_defect_W_mK,kappa_without_precipitate_W_mK,delta_kappa_off_precipitate_W_mK,kappa_without_dislocation_W_mK,delta_kappa_off_dislocation_W_mK,weighted_rate_phonon_phonon_s-1,weighted_rate_boundary_s-1,weighted_rate_point_defect_s-1,weighted_rate_precipitate_small_s-1,weighted_rate_precipitate_big_s-1,weighted_rate_dislocation_core_s-1,weighted_rate_dislocation_strain_s-1
AQ,303.06,1.65602381323,444495111211,3.13846745301,15.9446688194,phonon_phonon,2.71630831651,2.654945377,2.34191859676,2.08011640438,1.65602381323,4.95871836537,3.30269455213,1.68931178924,0.0332879760117,1.84549735299,0.18947353976,2.34191859676,0.685894783525,1.65602381323,0,282995665374,170192307.692,71410737070,71430276292.4,18488240166,0,0
AQ,322.42,1.59175407241,462982871195,3.13846745301,15.9446688194,phonon_phonon,2.55485926265,2.49892237478,2.21878145112,1.98099290036,1.59175407241,4.96191263426,3.37015856185,1.62296484271,0.0312107703087,1.76553100112,0.173776928714,2.21878145112,0.62702737871,1.59175407241,2.22044604925e-16,301254244776,170192307.692,71562537200.8,71518136502.7,18477760407.5,0,0
AQ,370.8,1.45115870613,508938446584,3.05580472642,15.9446688194,phonon_phonon,2.22418123698,2.17879734321,1.96127511975,1.77072706521,1.45115870613,4.96783307363,3.51667436751,1.47805909416,0.0269003880361,1.5932635792,0.142104873074,1.96127511975,0.510116413624,1.45115870613,2.22044604925e-16,346776481567,170192307.692,71859830460.1,71678752347.7,18453189901,0,0
AQ,420.95,1.32965654285,556280180876,2.97401907377,16.0108476756,phonon_phonon,1.96083763748,1.923297151,1.75084467036,1.59574035787,1.32965654285,4.97195333414,3.64229679128,1.35307507975,0.0234185368988,1.44725302225,0.117596479398,1.75084467036,0.421188127506,1.32965654285,0,393818359029,170192307.692,72078916287.5,71782789299.8,18429923951.9,0,0
AQ,473.74,1.22218280678,605860914422,2.97401907377,16.0108476756,phonon_phonon,1.74339700296,1.71193845188,1.57330360054,1.44575117494,1.22218280678,4.97496012493,3.75277731815,1.24269952081,0.0205167140294,1.32024245373,0.0980596469514,1.57330360054,0.351120793756,1.22218280678,0,443192545805,170192307.692,72243222545.8,71847400707.3,18407553056.2,0,0
AQ,523,1.13664309126,651937121098,2.89312276371,16.0108476756,phonon_phonon,1.57983851056,1.55270811334,1.43738922206,1.32939646499,1.13664309126,4.97698709003,3.84034399876,1.15496580868,0.018322717414,1.22055170279,0.0839086115246,1.43738922206,0.300746130797,1.13664309126,0,489145192818,170192307.692,72353618758.2,71879722358,18388394856.1,0,0
AQ,573.15,1.0611835623,698690281945,2.81312793147,16.0108476756,phonon_phonon,1.44205666084,1.41840037361,1.32125350157,1.22887414758,1.0611835623,4.97853862779,3.91735506548,1.07765439258,0.016470830274,1.13361430947,0.0724307471698,1.32125350157,0.260069939266,1.0611835623,0,535820802590,170192307.692,72435389615.7,71893510487.5,18370386943.7,0,0
