state,T_K,x,omega_rad_s,omega_1e12_rad_s_paper_frequency_axis,frequency_THz_cycles_s,dkappa_dx_W_mK,spectral_kappa_pW_s_mK,total_rate_s-1,phonon_phonon_rate_s-1,boundary_rate_s-1,point_defect_rate_s-1,precipitate_small_rate_s-1,precipitate_big_rate_s-1,dislocation_core_rate_s-1,dislocation_strain_rate_s-1
48h,303.94,0.416694084359,1.65810609606e+13,16.5810609606,2.63895781359,3.13062443455,0.0786748619601,1.36111231314e+12,712059145293,146280991.736,132489093557,675394.892834,255788050.432,54919953862.2,461241375992
48h,303.94,0.417253405277,1.66033174183e+13,16.6033174183,2.64250003884,3.13093953504,0.0786827806638,1.36457851714e+12,713971996400,146280991.736,133201877927,676817.149501,255788052.698,55141405022.9,461860491933
48h,303.94,0.417812726196,1.66255738759e+13,16.6255738759,2.64604226409,3.13124964842,0.0786905740379,1.3680507537e+12,715887413370,146280991.736,133917534493,678235.848044,255788054.949,55363450683,462479607874
48h,303.94,0.418372047115,1.66478303336e+13,16.6478303336,2.64958448935,3.13155478652,0.0786982423796,1.37152903132e+12,717805396204,146280991.736,134636070960,679650.982776,255788057.184,55586091639.4,463098723815
48h,303.94,0.418931368033,1.66700867913e+13,16.6700867913,2.6531267146,3.13185496115,0.0787057859858,1.3750133585e+12,719725944900,146280991.736,135357495045,681062.548185,255788059.405,55809328689.1,463717839756
48h,303.94,0.419490688952,1.66923432489e+13,16.6923432489,2.65666893985,3.13215018411,0.0787132051527,1.37850374378e+12,721649059461,146280991.736,136081814473,682470.538934,255788061.611,56033162628.9,464336955697
48h,303.94,0.42005000987,1.67145997066e+13,16.7145997066,2.66021116511,3.13244046714,0.0787205001759,1.38200019569e+12,723574739884,146280991.736,136809036980,683874.949858,255788063.803,56257594255.7,464956071638
48h,303.94,0.420609330789,1.67368561642e+13,16.7368561642,2.66375339036,3.13272582201,0.0787276713506,1.38550272276e+12,725502986171,146280991.736,137539170313,685275.775962,255788065.979,56482624366.6,465575187579
48h,303.94,0.421168651708,1.67591126219e+13,16.7591126219,2.66729561561,3.13300626042,0.0787347189712,1.38901133356e+12,727433798321,146280991.736,138272222230,686673.012424,255788068.142,56708253758.3,466194303520
48h,303.94,0.421727972626,1.67813690796e+13,16.7813690796,2.67083784086,3.13328179408,0.0787416433318,1.39252603665e+12,729367176335,146280991.736,139008200498,688066.654587,255788070.29,56934483227.9,466813419461
48h,303.94,0.422287293545,1.68036255372e+13,16.8036255372,2.67438006612,3.13355243465,0.0787484447257,1.3960468406e+12,731303120212,146280991.736,139747112893,689456.697965,255788072.424,57161313572.2,467432535402
48h,303.94,0.422846614463,1.68258819949e+13,16.8258819949,2.67792229137,3.1338181938,0.0787551234458,1.399573754e+12,733241629952,146280991.736,140488967205,690843.138236,255788074.543,57388745588.2,468051651343
48h,303.94,0.423405935382,1.68481384526e+13,16.8481384526,2.68146451662,3.13407908316,0.0787616797844,1.40310678544e+12,735182705555,146280991.736,141233771232,692225.971246,255788076.649,57616780072.7,468670767283
48h,303.94,0.423965256301,1.68703949102e+13,16.8703949102,2.68500674188,3.13433511432,0.0787681140332,1.40664594353e+12,737126347022,146280991.736,141981532782,693605.193002,255788078.741,57845417822.7,469289883224
48h,303.94,0.424524577219,1.68926513679e+13,16.8926513679,2.68854896713,3.13458629888,0.0787744264834,1.41019123688e+12,739072554352,146280991.736,142732259674,694980.799675,255788080.819,58074659635.1,469908999165
48h,303.94,0.425083898138,1.69149078256e+13,16.9149078256,2.69209119238,3.13483264841,0.0787806174256,1.41374267412e+12,741021327546,146280991.736,143485959738,696352.787599,255788082.884,58304506306.8,470528115106
48h,303.94,0.425643219056,1.69371642832e+13,16.9371642832,2.69563341764,3.13507417444,0.07878668715,1.41730026389e+12,742972666603,146280991.736,144242640813,697721.153265,255788084.935,58534958634.7,471147231047
48h,303.94,0.426202539975,1.69594207409e+13,16.9594207409,2.69917564289,3.13531088851,0.078792635946,1.42086401484e+12,744926571523,146280991.736,145002310749,699085.893326,255788086.972,58766017415.8,471766346988
48h,303.94,0.426761860894,1.69816771986e+13,16.9816771986,2.70271786814,3.13554280209,0.0787984641026,1.42443393562e+12,746883042306,146280991.736,145764977406,700447.00459,255788088.997,58997683446.9,472385462929
48h,303.94,0.427321181812,1.70039336562e+13,17.0039336562,2.7062600934,3.13576992668,0.0788041719082,1.42801003489e+12,748842078953,146280991.736,146530648655,701804.484026,255788091.008,59229957525,473004578870
48h,303.94,0.427880502731,1.70261901139e+13,17.0261901139,2.70980231865,3.13599227373,0.0788097596508,1.43159232134e+12,750803681463,146280991.736,147299332376,703158.328752,255788093.005,59462840447.1,473623694811
48h,303.94,0.428439823649,1.70484465716e+13,17.0484465716,2.7133445439,3.13620985468,0.0788152276176,1.43518080366e+12,752767849836,146280991.736,148071036462,704508.536046,255788094.99,59696333009.9,474242810752
48h,303.94,0.428999144568,1.70707030292e+13,17.0707030292,2.71688676916,3.13642268092,0.0788205760956,1.43877549053e+12,754734584073,146280991.736,148845768813,705855.103334,255788096.962,59930436010.4,474861926693
48h,303.94,0.429558465487,1.70929594869e+13,17.0929594869,2.72042899441,3.13663076387,0.0788258053708,1.44237639068e+12,756703884173,146280991.736,149623537341,707198.028197,255788098.921,60165150245.6,475481042634
48h,303.94,0.430117786405,1.71152159446e+13,17.1152159446,2.72397121966,3.13683411488,0.0788309157292,1.44598351282e+12,758675750136,146280991.736,150404349969,708537.308365,255788100.868,60400476512.4,476100158575
48h,303.94,0.430677107324,1.71374724022e+13,17.1374724022,2.72751344491,3.1370327453,0.0788359074557,1.44959686568e+12,760650181963,146280991.736,151188214629,709872.941717,255788102.802,60636415607.6,476719274516
48h,303.94,0.431236428242,1.71597288599e+13,17.1597288599,2.73105567017,3.13722666647,0.0788407808352,1.453216458e+12,762627179653,146280991.736,151975139264,711204.92628,255788104.723,60872968328.2,477338390456
48h,303.94,0.431795749161,1.71819853176e+13,17.1819853176,2.73459789542,3.13741588968,0.0788455361516,1.45684229853e+12,764606743206,146280991.736,152765131827,712533.260226,255788106.632,61110135471.1,477957506397
48h,303.94,0.43235507008,1.72042417752e+13,17.2042417752,2.73814012067,3.13760042622,0.0788501736887,1.46047439603e+12,766588872623,146280991.736,153558200281,713857.941874,255788108.528,61347917833.2,478576622338
48h,303.94,0.432914390998,1.72264982329e+13,17.2264982329,2.74168234593,3.13778028735,0.0788546937293,1.46411275928e+12,768573567903,146280991.736,154354352601,715178.969688,255788110.413,61586316211.5,479195738279
48h,303.94,0.433473711917,1.72487546905e+13,17.2487546905,2.74522457118,3.13795548431,0.0788590965562,1.46775739704e+12,770560829046,146280991.736,155153596770,716496.342272,255788112.285,61825331402.8,479814854220
48h,303.94,0.434033032835,1.72710111482e+13,17.2710111482,2.74876679643,3.13812602834,0.0788633824511,1.47140831812e+12,772550656053,146280991.736,155955940782,717810.058373,255788114.145,62064964204.1,480433970161
48h,303.94,0.434592353754,1.72932676059e+13,17.2932676059,2.75230902169,3.13829193061,0.0788675516956,1.47506553131e+12,774543048923,146280991.736,156761392644,719120.116879,255788115.993,62305215412.3,481053086102
48h,303.94,0.435151674673,1.73155240635e+13,17.3155240635,2.75585124694,3.13845320232,0.0788716045706,1.47872904543e+12,776538007656,146280991.736,157569960369,720426.516816,255788117.83,62546085824.3,481672202043
48h,303.94,0.435710995591,1.73377805212e+13,17.3377805212,2.75939347219,3.13860985463,0.0788755413566,1.4823988693e+12,778535532253,146280991.736,158381651982,721729.257347,255788119.654,62787576237,482291317984
48h,303.94,0.43627031651,1.73600369789e+13,17.3600369789,2.76293569745,3.13876189866,0.0788793623333,1.48607501175e+12,780535622713,146280991.736,159196475521,723028.337774,255788121.467,63029687447.4,482910433925
48h,303.94,0.436829637428,1.73822934365e+13,17.3822934365,2.7664779227,3.13890934553,0.0788830677802,1.48975748162e+12,782538279036,146280991.736,160014439030,724323.757533,255788123.269,63272420252.3,483529549866
48h,303.94,0.437388958347,1.74045498942e+13,17.4045498942,2.77002014795,3.13905220635,0.0788866579762,1.49344628778e+12,784543501222,146280991.736,160835550567,725615.516193,255788125.058,63515775448.6,484148665807
48h,303.94,0.437948279266,1.74268063519e+13,17.4268063519,2.77356237321,3.13919049218,0.0788901331994,1.49714143907e+12,786551289272,146280991.736,161659818197,726903.613457,255788126.837,63759753833.4,484767781748
48h,303.94,0.438507600184,1.74490628095e+13,17.4490628095,2.77710459846,3.13932421409,0.0788934937277,1.50084294438e+12,788561643186,146280991.736,162487249999,728188.049159,255788128.604,64004356203.4,485386897689
48h,303.94,0.439066921103,1.74713192672e+13,17.4713192672,2.78064682371,3.13945338309,0.0788967398385,1.5045508126e+12,790574562962,146280991.736,163317854058,729468.823265,255788130.36,64249583355.6,486006013629
48h,303.94,0.439626242021,1.74935757249e+13,17.4935757249,2.78418904896,3.13957801021,0.0788998718084,1.5082650526e+12,792590048602,146280991.736,164151638474,730745.935867,255788132.105,64495436087,486625129570
48h,303.94,0.44018556294,1.75158321825e+13,17.5158321825,2.78773127422,3.13969810644,0.0789028899138,1.51198567331e+12,794608100105,146280991.736,164988611353,732019.387188,255788133.838,64741915194.5,487244245511
48h,303.94,0.440744883859,1.75380886402e+13,17.5380886402,2.79127349947,3.13981368275,0.0789057944303,1.51571268363e+12,796628717472,146280991.736,165828780814,733289.177577,255788135.561,64989021474.9,487863361452
48h,303.94,0.441304204777,1.75603450979e+13,17.5603450979,2.79481572472,3.1399247501,0.0789085856332,1.51944609249e+12,798651900701,146280991.736,166672154986,734555.307506,255788137.273,65236755725.1,488482477393
48h,303.94,0.441863525696,1.75826015555e+13,17.5826015555,2.79835794998,3.14003131941,0.0789112637971,1.52318590883e+12,800677649794,146280991.736,167518742008,735817.777574,255788138.974,65485118742.2,489101593334
48h,303.94,0.442422846614,1.76048580132e+13,17.6048580132,2.80190017523,3.14013340159,0.0789138291965,1.52693214159e+12,802705964751,146280991.736,168368550028,737076.588502,255788140.664,65734111323,489720709275
48h,303.94,0.442982167533,1.76271144709e+13,17.6271144709,2.80544240048,3.14023100754,0.0789162821048,1.53068479972e+12,804736845571,146280991.736,169221587207,738331.741132,255788142.344,65983734264.4,490339825216
48h,303.94,0.443541488452,1.76493709285e+13,17.6493709285,2.80898462574,3.14032414813,0.0789186227953,1.53444389221e+12,806770292254,146280991.736,170077861715,739583.236428,255788144.013,66233988363.4,490958941157
48h,303.94,0.44410080937,1.76716273862e+13,17.6716273862,2.81252685099,3.14041283421,0.0789208515407,1.53820942801e+12,808806304800,146280991.736,170937381731,740831.075472,255788145.671,66484874416.8,491578057098
48h,303.94,0.444660130289,1.76938838439e+13,17.6938838439,2.81606907624,3.1404970766,0.0789229686132,1.54198141613e+12,810844883210,146280991.736,171800155447,742075.259466,255788147.319,66736393221.6,492197173039
48h,303.94,0.445219451207,1.77161403015e+13,17.7161403015,2.8196113015,3.14057688613,0.0789249742844,1.54575986556e+12,812886027483,146280991.736,172666191062,743315.789726,255788148.957,66988545574.7,492816288980
48h,303.94,0.445778772126,1.77383967592e+13,17.7383967592,2.82315352675,3.14065227357,0.0789268688255,1.5495447853e+12,814929737619,146280991.736,173535496789,744552.667686,255788150.585,67241332273,493435404921
48h,303.94,0.446338093045,1.77606532168e+13,17.7606532168,2.826695752,3.14072324971,0.0789286525073,1.55333618437e+12,816976013619,146280991.736,174408080849,745785.894894,255788152.202,67494754113.4,494054520862
48h,303.94,0.446897413963,1.77829096745e+13,17.7829096745,2.83023797726,3.14078982528,0.0789303255998,1.55713407181e+12,819024855482,146280991.736,175283951473,747015.473011,255788153.809,67748811892.8,494673636802
48h,303.94,0.447456734882,1.78051661322e+13,17.8051661322,2.83378020251,3.14085201103,0.0789318883728,1.56093845665e+12,821076263209,146280991.736,176163116904,748241.403811,255788155.406,68003506408.3,495292752743
48h,323.3,0,0,0,0,2.04847588234e-19,4.83969539711e-21,146280991.736,0,146280991.736,0,0,0,0,0
48h,323.3,0.000525827404887,22256457665.2,0.0222564576652,0.00354222525314,0.0108054901892,0.000255288732383,766762217.798,1364650.27994,146280991.736,0.430085734629,5.5830803449e-06,501.603891088,132.819348454,619115940.929
48h,323.3,0.00105165480977,44512915330.5,0.0445129153305,0.00708445050627,0.0238427535765,0.000563304970947,1389980569.58,5458601.11978,146280991.736,6.88137175407,8.93292855117e-05,8025.42618822,1062.55478763,1238231881.86
48h,323.3,0.00157748221466,66769372995.7,0.0667693729957,0.0106266757594,0.0369885062531,0.000873884359599,2015954911.54,12281852.5195,146280991.736,34.836944505,0.000452229507756,40623.5421226,3586.12240825,1857347822.79
48h,323.3,0.00210330961955,89025830660.9,0.0890258306609,0.0141689010125,0.050124026275,0.00118422199324,2644716116.89,21834404.4791,146280991.736,110.101948065,0.00142926856647,128346.415507,8500.43830103,2476463763.72
48h,323.3,0.00262913702444,111282288326,0.111282288326,0.0177111262657,0.0632208549298,0.001493645511,3276306943.88,34116256.9986,146280991.736,268.803584143,0.00348942520463,313119.277085,16602.4185567,3095579704.65
48h,323.3,0.00315496442932,133538745991,0.133538745991,0.0212533515188,0.0762682447576,0.00180190099518,3910781725.71,49127410.078,146280991.736,557.391112079,0.00723567207996,648431.944325,28688.979266,3714695645.58
48h,323.3,0.00368079183421,155795203657,0.155795203657,0.024795576772,0.0892607796551,0.00210886048581,4548205740.95,66867863.7173,146280991.736,1032.63584884,0.0134049757466,1198709.30672,45557.0365196,4333811586.5
48h,323.3,0.0042066192391,178051661322,0.178051661322,0.0283378020251,0.102195036212,0.00241444310194,5188654104.33,87337617.9165,146280991.736,1761.63116904,0.0228682966226,2038202.08597,68003.5064083,4952927527.43
48h,323.3,0.00473244664398,200308118987,0.200308118987,0.0318800272782,0.115068444695,0.00271858813152,5832210004.27,110536672.676,146280991.736,2821.7925049,0.0366305889366,3249224.36287,96825.3050227,5572043468.36
48h,323.3,0.00525827404887,222564576652,0.222564576652,0.0354222525314,0.127878857191,0.00302124482826,6478962124.46,136465027.994,146280991.736,4300.85734629,0.0558308006465,4919575.171,132819.348454,6191159409.29
48h,323.3,0.00578410145376,244821034317,0.244821034317,0.0389644777845,0.140624394043,0.00332236878374,7129001132.21,165122683.873,146280991.736,6296.88524071,0.0817418733221,7139026.86099,176782.552792,6810275350.22
48h,323.3,0.00630992885865,267077491983,0.267077491983,0.0425067030376,0.15330341944,0.00362192135051,7782415205.48,196509640.312,146280991.736,8918.25779327,0.115770741981,9994852.07451,229511.834128,7429391291.15
48h,323.3,0.00683575626353,289333949648,0.289333949648,0.0460489282908,0.165914584321,0.00391987065591,8439284706.31,230625897.311,146280991.736,12283.6786667,0.159458334868,13566497.2379,291804.108553,8048507232.08
48h,323.3,0.00736158366842,311590407313,0.311590407313,0.0495911535439,0.17845690451,0.00421619344794,9099676283.7,267471454.869,146280991.736,16522.1735815,0.214479573167,17919685.4045,364456.292157,8667623173.01
48h,323.3,0.00788741107331,333846864978,0.333846864978,0.053133378797,0.190929851926,0.00451087725028,9763636878.55,307046312.988,146280991.736,21773.0903156,0.282643370629,23100421.2162,448265.301031,9286739113.94
48h,323.3,0.00841323847819,356103322644,0.356103322644,0.0566756040502,0.203333439932,0.00480392237859,10431188268.2,349350471.666,146280991.736,28186.0987047,0.365892633105,29129535.4502,544028.051266,9905855054.87
48h,323.3,0.00893906588308,378359780309,0.378359780309,0.0602178293033,0.215668285471,0.00509534340871,11102322877,394383930.904,146280991.736,35921.190642,0.466304257971,35998495.4265,652541.458953,10524970995.8
48h,323.3,0.00946489328797,400616237974,0.400616237974,0.0637600545564,0.227935633466,0.00538516975296,11777001544.1,442146690.702,146280991.736,45148.6800784,0.586089133421,43667173.2662,774602.440181,11144086936.7
48h,323.3,0.00999072069285,422872695639,0.422872695639,0.0673022798096,0.240137333801,0.00567344511639,12455153759.9,492638751.06,146280991.736,56049.2030226,0.727592137614,52064081.647,911007.911043,11763202877.7
48h,323.3,0.0105165480977,445129153305,0.445129153305,0.0708445050627,0.252275768249,0.0059602257704,13136680561.8,545860111.978,146280991.736,68813.7175407,0.893292137669,61089270.0585,1062554.78763,12382318818.6
48h,323.3,0.0110423755026,467385610970,0.46738561097,0.0743867303159,0.264353732661,0.00624557776931,13821459890.3,601810773.456,146280991.736,83643.5037564,1.08580198846,70619681.0621,1230039.98603,13001434759.5
48h,323.3,0.0115682029075,489642068635,0.489642068635,0.077928955569,0.276374286986,0.00652957340693,14509353824,660490735.493,146280991.736,100750.163851,1.30786853121,80516384.4513,1414260.42233,13620550700.4
48h,323.3,0.0120940303124,511898526300,0.5118985263,0.0814711808221,0.288340590516,0.0068122873242,15200216831.4,721899998.091,146280991.736,120355.622064,1.5623725919,90632830.0238,1616013.01264,14239666641.4
48h,323.3,0.0126198577173,534154983965,0.534154983965,0.0850134060753,0.300255741151,0.00709379271161,15893904075.5,786038561.248,146280991.736,142692.124692,1.85232897932,100823151.528,1836094.67302,14858782582.3
48h,323.3,0.0131456851222,556411441631,0.556411441631,0.0885556313284,0.312122635241,0.00737415799782,16590278877.2,852906424.966,146280991.736,168002.24009,2.18088648299,110949630.524,2075302.31959,15477898523.2
48h,323.3,0.0136715125271,578667899296,0.578667899296,0.0920978565815,0.323943859728,0.00765344430152,17289218673,922503589.243,146280991.736,196538.858668,2.55132787068,120888653.592,2334432.86842,16097014464.2
48h,323.3,0.014197339932,600924356961,0.600924356961,0.0956400818347,0.3357216222,0.00793170377881,17990619102.2,994830054.08,146280991.736,228565.192897,2.96706988563,130534799.911,2614283.23561,16716130405.1
48h,323.3,0.0147231673368,623180814626,0.623180814626,0.0991823070878,0.347457718621,0.00820897886081,18694396167.7,1069885819.48,146280991.736,264354.777304,3.43166324343,139803001.936,2915650.33725,17335246346
48h,323.3,0.0152489947417,645437272292,0.645437272292,0.102724532341,0.359153533975,0.00848530226898,19400486660,1147670885.43,146280991.736,304191.468474,3.94879262851,148628969.331,3239331.08944,17954362286.9
48h,323.3,0.0157748221466,667693729957,0.667693729957,0.106266757594,0.370810068407,0.00876069763253,20108847191.9,1228185251.95,146280991.736,348369.44505,4.52227669019,156968223.955,3586122.40825,18573478227.9
48h,323.3,0.0163006495515,689950187622,0.689950187622,0.109808982847,0.382427980516,0.00903518051146,20819452257.9,1311428919.03,146280991.736,397193.207731,5.15606803837,164794158.722,3956821.20978,19192594168.8
48h,323.3,0.0168264769564,712206645287,0.712206645287,0.1133512081,0.394007639997,0.00930875964008,21532291718.9,1397401886.66,146280991.736,450977.579275,5.85425323864,172095522.876,4352224.41013,19811710109.7
48h,323.3,0.0173523043613,734463102952,0.734463102952,0.116893433353,0.405549183145,0.0095814382385,22247368057.5,1486104154.86,146280991.736,510047.704497,6.62105280693,178873676.992,4773128.92538,20430826050.7
48h,323.3,0.0178781317662,756719560618,0.756719560618,0.120435658607,0.417052566456,0.0098532152789,22964693664,1577535723.62,146280991.736,574739.050271,7.46082120364,185139878.86,5220331.67162,21049941991.6
48h,323.3,0.018403959171,778976018283,0.778976018283,0.12397788386,0.42851761523,0.0101240866338,23684288329.1,1671696592.93,146280991.736,645397.405528,8.37804682716,190912776.556,5694629.56495,21669057932.5
48h,323.3,0.0189297865759,801232475948,0.801232475948,0.127520109113,0.439944065506,0.010394046067,24406177046,1768586762.81,146280991.736,722378.881255,9.37735200677,196216210.242,6196819.52145,22288173873.5
48h,323.3,0.0194556139808,823488933613,0.823488933613,0.131062334366,0.451331598761,0.010663086053,25130388163.7,1868206233.24,146280991.736,806049.910498,10.4634929949,201077365.541,6727698.45722,22907289814.4
48h,323.3,0.0199814413857,845745391279,0.845745391279,0.134604559619,0.462679869554,0.0109311984306,25856951893.2,1970555004.24,146280991.736,896787.248362,11.6413599588,205525279.718,7288063.28835,23526405755.3
48h,323.3,0.0205072687906,868001848944,0.868001848944,0.138146784872,0.473988526744,0.0111983749037,26585899141.1,2075633075.8,146280991.736,994977.972006,12.915976971,209589675.511,7878710.93092,24145521696.2
48h,323.3,0.0210330961955,890258306609,0.890258306609,0.141689010125,0.485257229147,0.0114646074116,27317260632.1,2183440447.91,146280991.736,1101019.48065,14.292502,213300083.173,8500438.30103,24764637637.2
48h,323.3,0.0215589236004,912514764274,0.912514764274,0.145231235379,0.496485656572,0.0117298883895,28051066273.7,2293977120.59,146280991.736,1215319.49557,15.776226899,216685205.709,9154042.31477,25383753578.1
48h,323.3,0.0220847510053,934771221939,0.934771221939,0.148773460632,0.507673517141,0.0119942109415,28787344720.3,2407243093.82,146280991.736,1338296.0601,17.3725773943,219772482.415,9840319.88823,26002869519
48h,323.3,0.0226105784101,957027679605,0.957027679605,0.152315685885,0.518820551694,0.0122575689448,29526123093.3,2523238367.62,146280991.736,1470377.53964,19.0871130732,222587809.407,10560067.9375,26621985460
48h,323.3,0.023136405815,979284137270,0.97928413727,0.155857911138,0.529926536002,0.0125199571018,30267426822.5,2641962941.97,146280991.736,1612002.62162,20.92552737,225155381.022,11314083.3787,27241101400.9
48h,323.3,0.0236622332199,1.00154059494e+12,1.00154059494,0.159400136391,0.540991281346,0.0127813709538,31011279578.5,2763416816.89,146280991.736,1763620.31556,22.8936475521,227497621.765,12103163.1278,27860217341.8
48h,323.3,0.0241880606248,1.0237970526e+12,1.0237970526,0.162942361644,0.55201463395,0.0130418068677,31757703270,2887599992.36,146280991.736,1925689.95303,24.9974347038,229635184.077,12928104.1011,28479333282.7
48h,323.3,0.0247138880297,1.04605351027e+12,1.04605351027,0.166484586897,0.562996473613,0.0133012620038,32506718087.8,3014512468.4,146280991.736,2098681.18764,27.2429837104,231586992.313,13789703.2145,29098449223.7
48h,323.3,0.0252397154346,1.06830996793e+12,1.06830996793,0.170026812151,0.573936711846,0.0135597342712,33258342580,3144154244.99,146280991.736,2283073.99508,29.6365232399,233370317.687,14688757.3842,29717565164.6
48h,323.3,0.0257655428395,1.0905664256e+12,1.0905664256,0.173569037404,0.5848352897,0.0138172222775,34012593746.4,3276525322.15,146280991.736,2479358.67308,32.1844157245,235000872.626,15626063.5262,30336681105.5
48h,323.3,0.0262913702444,1.11282288326e+12,1.11282288326,0.177111262657,0.595692175456,0.0140737252731,34769487143.3,3411625699.86,146280991.736,2688035.84143,34.8931573401,236492915.91,16602418.5567,30955797046.5
48h,323.3,0.0268171976492,1.13507934093e+12,1.13507934093,0.18065348791,0.606507362285,0.0143292430966,35529036993.2,3549455378.14,146280991.736,2909616.442,37.7693779848,237859362.35,17618619.3917,31574912987.4
48h,323.3,0.0273430250541,1.15733579859e+12,1.15733579859,0.184195713163,0.617280865944,0.0145837761205,36291256295.1,3690014356.97,146280991.736,3144621.73869,40.8198412564,239111892.57,18675462.9474,32194028928.3
48h,323.3,0.027868852459,1.17959225626e+12,1.17959225626,0.187737938416,0.628012722575,0.0148373251986,37056156930.7,3833302636.37,146280991.736,3393583.31746,44.0514444276,240261059.859,19773746.1397,32813144869.3
48h,323.3,0.0283946798639,1.20184871392e+12,1.20184871392,0.191280163669,0.638702986624,0.0150898916172,37823749766.8,3979320216.32,146280991.736,3657043.08635,47.4712184209,241316392.121,20914265.8849,33432260810.2
48h,323.3,0.0289205072688,1.22410517159e+12,1.22410517159,0.194822388922,0.649351728905,0.0153414770493,38594044750.8,4128067096.83,146280991.736,3935553.27544,51.0863277808,242286487.693,22097819.099,34051376751.1
48h,323.3,0.0294463346737,1.24636162925e+12,1.24636162925,0.198364614176,0.659959034817,0.0155920835125,39367051000.1,4279543277.91,146280991.736,4229676.43687,54.9040706453,243179104.423,23325202.698,34670492692
48h,323.3,0.0299721620786,1.26861808692e+12,1.26861808692,0.201906839429,0.67052500271,0.0158417133306,40142776884,4433748759.54,146280991.736,4539985.44483,58.9318787152,244001241.732,24597213.5982,35289608633
48h,323.3,0.0304979894835,1.29087454458e+12,1.29087454458,0.205449064682,0.681049742401,0.0160903690979,40921230098.5,4590683541.73,146280991.736,4867063.49559,63.1773172222,244759215.729,25914648.7155,35908724573.9
48h,323.3,0.0310238168883,1.31313100225e+12,1.31313100225,0.208991289935,0.691533373834,0.0163380536483,41702417735.4,4750347624.49,146280991.736,5211504.10745,67.6480848946,245458727.58,27278304.9661,36527840514.8
48h,323.3,0.0315496442932,1.33538745991e+12,1.33538745991,0.212533515188,0.701976025863,0.0165847700261,42486346343.5,4912741007.8,146280991.736,5573911.12079,72.3520139216,246104925.481,28688979.266,37146956455.8
48h,323.3,0.0320754716981,1.35764391758e+12,1.35764391758,0.216075740441,0.712377835168,0.0168305214603,43273021985.3,5077863691.68,146280991.736,5954898.69804,77.297069916,246702460.654,30147468.5313,37766072396.7
48h,323.3,0.032601299103,1.37990037524e+12,1.37990037524,0.219617965694,0.722738945279,0.0170753113421,44062450286.7,5245715676.11,146280991.736,6355091.32369,82.4913518738,247255537.79,31654569.6783,38385188337.6
48h,323.3,0.0331271265079,1.40215683291e+12,1.40215683291,0.223160190948,0.7330595057,0.0173191432037,44854636483.2,5416296961.1,146280991.736,6775123.80427,87.9430921331,247767960.426,33211079.6228,39004304278.5
48h,323.3,0.0336529539128,1.42441329057e+12,1.42441329057,0.226702416201,0.743339671133,0.0175620206998,45649585459.7,5589607546.65,146280991.736,7215641.26839,93.6606563304,248243171.67,34817795.281,39623420219.5
48h,323.3,0.0341787813177,1.44666974824e+12,1.44666974824,0.230244641454,0.753579600779,0.0178039475919,46447301788,5765647432.77,146280991.736,7677299.16672,99.6525433541,248684290.731,36475513.5691,40242536160.4
48h,323.3,0.0347046087225,1.4689262059e+12,1.4689262059,0.233786866707,0.763779457716,0.0180449277328,47247789758.8,5944416619.44,146280991.736,8160763.27196,105.927385297,249094145.652,38185031.403,40861652101.3
48h,323.3,0.0352304361274,1.49118266357e+12,1.49118266357,0.23732909196,0.773939408352,0.018284965054,48051053411.2,6125915106.67,146280991.736,8666709.67889,112.493947404,249475302.612,39947145.699,41480768042.3
48h,323.3,0.0357562635323,1.51343912124e+12,1.51343912124,0.240871317213,0.784059621926,0.0185240635539,48857096559.1,6310142894.47,146280991.736,9195824.80434,119.361128023,249830092.175,41762653.373,42099883983.2
48h,323.3,0.0362820909372,1.5356955789e+12,1.5356955789,0.244413542466,0.794140270074,0.0187622272875,49665922814.7,6497099982.82,146280991.736,9748805.38721,126.537958546,250160632.764,43632351.3411,42718999924.1
48h,323.3,0.0368079183421,1.55795203657e+12,1.55795203657,0.24795576772,0.804181526436,0.0189994603573,50477535609.2,6686786371.73,146280991.736,10326358.4884,134.033603351,250468851.69,45557036.5196,43338115865
48h,323.3,0.037333745747,1.58020849423e+12,1.58020849423,0.251497992973,0.814183566311,0.0192357669048,51291938212.1,6879202061.2,146280991.736,10929201.491,141.857359747,250756503.966,47537505.8244,43957231806
48h,323.3,0.0378595731519,1.6024649519e+12,1.6024649519,0.255040218226,0.824146566349,0.0194711511036,52109133747.3,7074347051.23,146280991.736,11558062.1001,150.018657902,251025189.159,49574556.1716,44576347746.9
48h,323.3,0.0383854005568,1.62472140956e+12,1.62472140956,0.258582443479,0.834070704272,0.0197056171524,52929125209.2,7272221341.83,146280991.736,12213678.3427,158.527060786,251276366.488,51668984.4774,45195463687.8
48h,323.3,0.0389112279616,1.64697786723e+12,1.64697786723,0.262124668732,0.843956158635,0.0199391692698,53751915475.4,7472824932.98,146280991.736,12896798.568,167.392264095,251511368.349,53821587.6578,45814579628.8
48h,323.3,0.0394370553665,1.66923432489e+12,1.66923432489,0.265666893985,0.853803108607,0.0201718116888,54577507319.3,7676157824.69,146280991.736,13608181.4473,176.624096185,251731412.447,56033162.6289,46433695569.7
48h,323.3,0.0399628827714,1.69149078256e+12,1.69149078256,0.269209119238,0.863611733774,0.0204035486523,55405903420.5,7882220016.96,146280991.736,14348595.9738,186.232517994,251937612.676,58304506.3068,47052811510.6
