gate_id,dt_id,transport_gate,dt_code,dt_physical_s,physical_s_per_GPU_hour_1d,long_hard_gates,retry_fraction,fallback_fraction,retry_wall_overhead,max_consecutive_fallback,persistent_failed_cells,equal_time_qoi,V3_new_holdout,status,reason
G12,dt16,1e-12,0.0001953125,0.008033122153,169.662757519,FAIL,0.04678125,0.04678125,0.616142571725,3,"244;267",PASS,NOT_RUN,FAIL,retry/fallback and persistent-cell gates
G10,dt16,1e-10,0.0001953125,0.008033122153,1532.21429003,PASS,0,0,0,0,,PASS,NOT_RUN,UNQUALIFIED_NO_V3_HOLDOUT,no unseen V3 holdout
G10,dt8,1e-10,0.000390625,0.016066244306,2492.02248569,PASS,0.0000625,0.0000625,0.0000452175701,1,,PASS,NOT_RUN,UNQUALIFIED_NO_V3_HOLDOUT,no unseen V3 holdout
G10,dt4,1e-10,0.00078125,0.032132488612,3845.07499870,PASS,0.001,0.001,0.00113774515,1,246,PASS,NOT_RUN,FAIL,persistent repeated cell
G9,dt16,1e-9,0.0001953125,0.008033122153,1907.48284476,PASS,0,0,0,0,,PASS,NOT_RUN,UNQUALIFIED_NO_V3_HOLDOUT,no unseen V3 holdout
G9,dt8,1e-9,0.000390625,0.016066244306,1046.97922906,PASS,0,0.000125,0,1,,PASS,NOT_RUN,UNQUALIFIED_NO_V3_HOLDOUT,no unseen V3 holdout
G9,dt4,1e-9,0.00078125,0.032132488612,3083.02735113,PASS,0.00025,0.00025,0.000212551128,1,,PASS,PASS,PASS_SELECTED,highest-throughput candidate with complete V3 evidence
G9,dt2,1e-9,0.0015625,0.064264977226,1180.69237138,PASS,0.022,0.0205,0.0418427823,2,"241;243;244;267;268;271",PASS,NOT_RUN,FAIL,retry/fallback and persistent-cell gates
