case_dir,T_input,T_K,xB0,mode,exx,eyy,ezz,exy,Nx,Ny,Nz,dx_nm,V_box_m3,w_phys_J_m3,F_CNT_peak_hat_current,F_CNT_peak_definition_inferred,F_saddle_hat,F_reference_hat_same_strain,F_reference_source,F_reference_hat_unstrained_if_available,DeltaF_hat_current,DeltaF_hat_corrected_same_strain,DeltaF_hat_using_unstrained_reference_if_available,barrier_J_current,barrier_kBT_current,barrier_eV_current,barrier_J_corrected_same_strain,barrier_kBT_corrected_same_strain,barrier_eV_corrected_same_strain,barrier_J_unstrained_reference_if_available,barrier_kBT_unstrained_reference_if_available,background_elastic_hat_same_strain,background_elastic_J_same_strain,background_fraction_of_current_barrier,recommended_barrier,recommended_barrier_kBT,recommended_reference,confidence,warnings
/data/home/luozhiheng/CUDA_STO_PF/Results/workflows/T400_xB0p050/raw/chel_T400_cuda_400x400x400_dt0.03_steps30000_r1.495nm_xB0.050/cntcon_T400_xB0p050_strictref_exx_s0p005_r1p495370,400.0,673.15,0.05,exx,0.005,0.0,0.0,0.0,400,400,400,0.10000000000000002,6.400000000000003e-23,4000000000.0000005,0.00033101062,absolute peak of last-row F_total_CNT_hat across sibling radius cases; no same-strain reference subtraction detected in summarize_cnt_scan_from_guide.py,0.00033101062,0.000330188177,same_base_smallest_volume_sibling:/data/home/luozhiheng/CUDA_STO_PF/Results/workflows/T400_xB0p050/raw/chel_T400_cuda_400x400x400_dt0.03_steps30000_r1.495nm_xB0.050/cntcon_T400_xB0p050_strictref_exx_s0p005_r1p495370,1.15343181e-05,0.00033101062,8.224430000000052e-07,0.00031947630189999997,8.473871872000005e-17,9117.730687899582,528.8974818490584,2.1054540800000143e-19,22.65429967216231,1.3141210746180527,8.178593328640004e-17,8800.016391891902,0.000321130979,8.220953062400004e-17,0.9701530996195832,2.1054540800000143e-19,22.65429967216231,same_base_smallest_volume_sibling:/data/home/luozhiheng/CUDA_STO_PF/Results/workflows/T400_xB0p050/raw/chel_T400_cuda_400x400x400_dt0.03_steps30000_r1.495nm_xB0.050/cntcon_T400_xB0p050_strictref_exx_s0p005_r1p495370,low,"r_eff_star reconstructed from thresholded voxel_count volume; this approximates V_h with phi>0.5 geometry | same-strain reference approximated by smallest-volume sibling; explicit matrix-only reference not found | same-strain reference is approximate, not explicit matrix-only"
/data/home/luozhiheng/CUDA_STO_PF/Results/workflows/T400_xB0p050/raw/chel_T400_cuda_400x400x400_dt0.03_steps30000_r1.460nm_xB0.050/cntcon_T400_xB0p050_strictref_exx_s0p0075_r1p460371,400.0,673.15,0.05,exx,0.0075,0.0,0.0,0.0,400,400,400,0.10000000000000002,6.400000000000003e-23,4000000000.0000005,0.000743358442,absolute peak of last-row F_total_CNT_hat across sibling radius cases; no same-strain reference subtraction detected in summarize_cnt_scan_from_guide.py,0.000743358442,0.000742696702,same_base_smallest_volume_sibling:/data/home/luozhiheng/CUDA_STO_PF/Results/workflows/T400_xB0p050/raw/chel_T400_cuda_400x400x400_dt0.03_steps30000_r1.460nm_xB0.050/cntcon_T400_xB0p050_strictref_exx_s0p0075_r1p460371,1.15343181e-05,0.000743358442,6.617400000000781e-07,0.0007318241239,1.9029976115200013e-16,20475.905210330176,1187.7576860979245,1.694054400000201e-19,18.227714583330837,1.0573455910231437,1.8734697571840012e-16,20158.1909143225,0.000733776419,1.8784676326400008e-16,0.9871098215092309,1.694054400000201e-19,18.227714583330837,same_base_smallest_volume_sibling:/data/home/luozhiheng/CUDA_STO_PF/Results/workflows/T400_xB0p050/raw/chel_T400_cuda_400x400x400_dt0.03_steps30000_r1.460nm_xB0.050/cntcon_T400_xB0p050_strictref_exx_s0p0075_r1p460371,low,"r_eff_star reconstructed from thresholded voxel_count volume; this approximates V_h with phi>0.5 geometry | same-strain reference approximated by smallest-volume sibling; explicit matrix-only reference not found | same-strain reference is approximate, not explicit matrix-only"
/data/home/luozhiheng/CUDA_STO_PF/Results/workflows/T400_xB0p050/raw/chel_T400_cuda_400x400x400_dt0.03_steps30000_r1.429nm_xB0.050/cntcon_T400_xB0p050_strictref_exx_s0p01_r1p428669,400.0,673.15,0.05,exx,0.01,0.0,0.0,0.0,400,400,400,0.10000000000000002,6.400000000000003e-23,4000000000.0000005,0.00132448492,absolute peak of last-row F_total_CNT_hat across sibling radius cases; no same-strain reference subtraction detected in summarize_cnt_scan_from_guide.py,0.00132448492,0.00132398882,same_base_smallest_volume_sibling:/data/home/luozhiheng/CUDA_STO_PF/Results/workflows/T400_xB0p050/raw/chel_T400_cuda_400x400x400_dt0.03_steps30000_r1.429nm_xB0.050/cntcon_T400_xB0p050_strictref_exx_s0p01_r1p428669,1.15343181e-05,0.00132448492,4.960999999998206e-07,0.0013129506019,3.390681395200002e-16,36483.10981908745,2116.2968696746093,1.2700159999995416e-19,13.665139185761918,0.7926816388707499,3.361153540864002e-16,36165.395523079766,0.00131520656,3.366928793600002e-16,0.9929947409291757,1.2700159999995416e-19,13.665139185761918,same_base_smallest_volume_sibling:/data/home/luozhiheng/CUDA_STO_PF/Results/workflows/T400_xB0p050/raw/chel_T400_cuda_400x400x400_dt0.03_steps30000_r1.429nm_xB0.050/cntcon_T400_xB0p050_strictref_exx_s0p01_r1p428669,low,"r_eff_star reconstructed from thresholded voxel_count volume; this approximates V_h with phi>0.5 geometry | same-strain reference approximated by smallest-volume sibling; explicit matrix-only reference not found | same-strain reference is approximate, not explicit matrix-only"
/data/home/luozhiheng/CUDA_STO_PF/Results/workflows/T400_xB0p050/raw/chel_T400_cuda_400x400x400_dt0.03_steps30000_r1.623nm_xB0.050/cntcon_T400_xB0p050_strictref_exx_sm0p0025_r1p623406,400.0,673.15,0.05,exx,-0.0025,0.0,0.0,0.0,400,400,400,0.10000000000000002,6.400000000000003e-23,4000000000.0000005,0.000106619777,absolute peak of last-row F_total_CNT_hat across sibling radius cases; no same-strain reference subtraction detected in summarize_cnt_scan_from_guide.py,0.000106619777,0.000105393943,same_base_smallest_volume_sibling:/data/home/luozhiheng/CUDA_STO_PF/Results/workflows/T400_xB0p050/raw/chel_T400_cuda_400x400x400_dt0.03_steps30000_r1.623nm_xB0.050/cntcon_T400_xB0p050_strictref_exx_sm0p0025_r1p623406,1.15343181e-05,0.000106619777,1.225834000000004e-06,9.50854589e-05,2.7294662912000016e-17,2936.8556594646725,170.35988624959575,3.138135040000012e-19,33.765757364735705,1.9586698329043364,2.4341877478400014e-17,2619.1413634569926,9.59908252e-05,2.4573651251200015e-17,0.9003097539774445,3.138135040000012e-19,33.765757364735705,same_base_smallest_volume_sibling:/data/home/luozhiheng/CUDA_STO_PF/Results/workflows/T400_xB0p050/raw/chel_T400_cuda_400x400x400_dt0.03_steps30000_r1.623nm_xB0.050/cntcon_T400_xB0p050_strictref_exx_sm0p0025_r1p623406,low,"r_eff_star reconstructed from thresholded voxel_count volume; this approximates V_h with phi>0.5 geometry | same-strain reference approximated by smallest-volume sibling; explicit matrix-only reference not found | same-strain reference is approximate, not explicit matrix-only"
/data/home/luozhiheng/CUDA_STO_PF/Results/workflows/T400_xB0p050/raw/chel_T400_cuda_400x400x400_dt0.03_steps30000_r1.675nm_xB0.050/cntcon_T400_xB0p050_strictref_exx_sm0p005_r1p675128,400.0,673.15,0.05,exx,-0.005,0.0,0.0,0.0,400,400,400,0.10000000000000002,6.400000000000003e-23,4000000000.0000005,0.000369351177,absolute peak of last-row F_total_CNT_hat across sibling radius cases; no same-strain reference subtraction detected in summarize_cnt_scan_from_guide.py,0.000369351177,0.000368046409,same_base_smallest_volume_sibling:/data/home/luozhiheng/CUDA_STO_PF/Results/workflows/T400_xB0p050/raw/chel_T400_cuda_400x400x400_dt0.03_steps30000_r1.675nm_xB0.050/cntcon_T400_xB0p050_strictref_exx_sm0p005_r1p675128,1.15343181e-05,0.000369351177,1.3047680000000074e-06,0.0003578168589,9.455390131200007e-17,10173.826329634774,590.1590330645159,3.340206080000021e-19,35.940004686826754,2.0847926558889145,9.160111587840005e-17,9856.112033627092,0.000358580459,9.179659750400005e-17,0.9708388150066731,3.340206080000021e-19,35.940004686826754,same_base_smallest_volume_sibling:/data/home/luozhiheng/CUDA_STO_PF/Results/workflows/T400_xB0p050/raw/chel_T400_cuda_400x400x400_dt0.03_steps30000_r1.675nm_xB0.050/cntcon_T400_xB0p050_strictref_exx_sm0p005_r1p675128,low,"r_eff_star reconstructed from thresholded voxel_count volume; this approximates V_h with phi>0.5 geometry | same-strain reference approximated by smallest-volume sibling; explicit matrix-only reference not found | same-strain reference is approximate, not explicit matrix-only"
/data/home/luozhiheng/CUDA_STO_PF/Results/workflows/T400_xB0p050/raw/chel_T400_cuda_400x400x400_dt0.03_steps30000_r1.732nm_xB0.050/cntcon_T400_xB0p050_strictref_exx_sm0p0075_r1p732232,400.0,673.15,0.05,exx,-0.0075,0.0,0.0,0.0,400,400,400,0.10000000000000002,6.400000000000003e-23,4000000000.0000005,0.000800821865,absolute peak of last-row F_total_CNT_hat across sibling radius cases; no same-strain reference subtraction detected in summarize_cnt_scan_from_guide.py,0.000800821865,0.000799491076,same_base_smallest_volume_sibling:/data/home/luozhiheng/CUDA_STO_PF/Results/workflows/T400_xB0p050/raw/chel_T400_cuda_400x400x400_dt0.03_steps30000_r1.732nm_xB0.050/cntcon_T400_xB0p050_strictref_exx_sm0p0075_r1p732232,1.15343181e-05,0.000800821865,1.3307890000000076e-06,0.0007892875469,2.0501039744000013e-16,22058.742689438415,1279.5742559805683,3.4068198400000214e-19,36.6567565246676,2.1263696946413098,2.0205761200640013e-16,21741.028393430734,0.000790012864,2.0224329318400012e-16,0.9865026150353675,3.4068198400000214e-19,36.6567565246676,same_base_smallest_volume_sibling:/data/home/luozhiheng/CUDA_STO_PF/Results/workflows/T400_xB0p050/raw/chel_T400_cuda_400x400x400_dt0.03_steps30000_r1.732nm_xB0.050/cntcon_T400_xB0p050_strictref_exx_sm0p0075_r1p732232,low,"r_eff_star reconstructed from thresholded voxel_count volume; this approximates V_h with phi>0.5 geometry | same-strain reference approximated by smallest-volume sibling; explicit matrix-only reference not found | same-strain reference is approximate, not explicit matrix-only"
/data/home/luozhiheng/CUDA_STO_PF/Results/workflows/T400_xB0p050/raw/chel_T400_cuda_400x400x400_dt0.03_steps30000_r1.795nm_xB0.050/cntcon_T400_xB0p050_strictref_exx_sm0p01_r1p795377,400.0,673.15,0.05,exx,-0.01,0.0,0.0,0.0,400,400,400,0.10000000000000002,6.400000000000003e-23,4000000000.0000005,0.001401018,absolute peak of last-row F_total_CNT_hat across sibling radius cases; no same-strain reference subtraction detected in summarize_cnt_scan_from_guide.py,0.001401018,0.00139972464,same_base_smallest_volume_sibling:/data/home/luozhiheng/CUDA_STO_PF/Results/workflows/T400_xB0p050/raw/chel_T400_cuda_400x400x400_dt0.03_steps30000_r1.795nm_xB0.050/cntcon_T400_xB0p050_strictref_exx_sm0p01_r1p795377,1.15343181e-05,0.001401018,1.2933599999999466e-06,0.0013894836819,3.5866060800000024e-16,38591.22348672589,2238.583439483616,3.311001599999865e-19,35.62576983935234,2.0665646531953263,3.557078225664002e-16,38273.50919071821,0.00139030765,3.559187584000002e-16,0.9923553087826138,3.311001599999865e-19,35.62576983935234,same_base_smallest_volume_sibling:/data/home/luozhiheng/CUDA_STO_PF/Results/workflows/T400_xB0p050/raw/chel_T400_cuda_400x400x400_dt0.03_steps30000_r1.795nm_xB0.050/cntcon_T400_xB0p050_strictref_exx_sm0p01_r1p795377,low,"r_eff_star reconstructed from thresholded voxel_count volume; this approximates V_h with phi>0.5 geometry | same-strain reference approximated by smallest-volume sibling; explicit matrix-only reference not found | same-strain reference is approximate, not explicit matrix-only"
/data/home/luozhiheng/CUDA_STO_PF/Results/workflows/T400_xB0p050/raw/chel_T400_cuda_400x400x400_dt0.03_steps30000_r1.361nm_xB0.050/cntcon_T400_xB0p050_strictref_eyy_s0p0025_r1p361050,400.0,673.15,0.05,eyy,0.0,0.0025,0.0,0.0,400,400,400,0.10000000000000002,6.400000000000003e-23,4000000000.0000005,5.97919417e-05,absolute peak of last-row F_total_CNT_hat across sibling radius cases; no same-strain reference subtraction detected in summarize_cnt_scan_from_guide.py,5.97919417e-05,5.69292363e-05,same_base_smallest_volume_sibling:/data/home/luozhiheng/CUDA_STO_PF/Results/workflows/T400_xB0p050/raw/chel_T400_cuda_400x400x400_dt0.03_steps30000_r1.361nm_xB0.050/cntcon_T400_xB0p050_strictref_eyy_s0p0025_r1p361050,,5.97919417e-05,2.8627054000000024e-06,,1.530673707520001e-17,1646.976830311948,95.53713835524586,7.32852582400001e-19,78.8535935070478,4.57410604329161,,,4.85179313e-05,1.2420590412800007e-17,0.8114459895521339,7.32852582400001e-19,78.8535935070478,same_base_smallest_volume_sibling:/data/home/luozhiheng/CUDA_STO_PF/Results/workflows/T400_xB0p050/raw/chel_T400_cuda_400x400x400_dt0.03_steps30000_r1.361nm_xB0.050/cntcon_T400_xB0p050_strictref_eyy_s0p0025_r1p361050,low,"missing unstrained reference case for comparison | r_eff_star reconstructed from thresholded voxel_count volume; this approximates V_h with phi>0.5 geometry | same-strain reference approximated by smallest-volume sibling; explicit matrix-only reference not found | same-strain reference is approximate, not explicit matrix-only"
/data/home/luozhiheng/CUDA_STO_PF/Results/workflows/T400_xB0p050/raw/chel_T400_cuda_400x400x400_dt0.03_steps30000_r1.391nm_xB0.050/cntcon_T400_xB0p050_strictref_eyy_s0p005_r1p390869,400.0,673.15,0.05,eyy,0.0,0.005,0.0,0.0,400,400,400,0.10000000000000002,6.400000000000003e-23,4000000000.0000005,0.000217897009,absolute peak of last-row F_total_CNT_hat across sibling radius cases; no same-strain reference subtraction detected in summarize_cnt_scan_from_guide.py,0.000217897009,0.000214993598,same_base_smallest_volume_sibling:/data/home/luozhiheng/CUDA_STO_PF/Results/workflows/T400_xB0p050/raw/chel_T400_cuda_400x400x400_dt0.03_steps30000_r1.391nm_xB0.050/cntcon_T400_xB0p050_strictref_eyy_s0p005_r1p390869,,0.000217897009,2.9034110000000204e-06,,5.578163430400003e-17,6002.001524183217,348.161576696668,7.432732160000057e-19,79.97483456659307,4.63914652246767,,,0.000206424064,5.2844560384000027e-17,0.9473469367356023,7.432732160000057e-19,79.97483456659307,same_base_smallest_volume_sibling:/data/home/luozhiheng/CUDA_STO_PF/Results/workflows/T400_xB0p050/raw/chel_T400_cuda_400x400x400_dt0.03_steps30000_r1.391nm_xB0.050/cntcon_T400_xB0p050_strictref_eyy_s0p005_r1p390869,low,"missing unstrained reference case for comparison | r_eff_star reconstructed from thresholded voxel_count volume; this approximates V_h with phi>0.5 geometry | same-strain reference approximated by smallest-volume sibling; explicit matrix-only reference not found | same-strain reference is approximate, not explicit matrix-only"
/data/home/luozhiheng/CUDA_STO_PF/Results/workflows/T400_xB0p050/raw/chel_T400_cuda_400x400x400_dt0.03_steps30000_r1.425nm_xB0.050/cntcon_T400_xB0p050_strictref_eyy_s0p0075_r1p424702,400.0,673.15,0.05,eyy,0.0,0.0075,0.0,0.0,400,400,400,0.10000000000000002,6.400000000000003e-23,4000000000.0000005,0.000486967787,absolute peak of last-row F_total_CNT_hat across sibling radius cases; no same-strain reference subtraction detected in summarize_cnt_scan_from_guide.py,0.000486967787,0.000484043737,same_base_smallest_volume_sibling:/data/home/luozhiheng/CUDA_STO_PF/Results/workflows/T400_xB0p050/raw/chel_T400_cuda_400x400x400_dt0.03_steps30000_r1.425nm_xB0.050/cntcon_T400_xB0p050_strictref_eyy_s0p0075_r1p424702,,0.000486967787,2.9240499999999775e-06,,1.2466375347200007e-16,13413.591187945714,778.0899485518279,7.485567999999947e-19,80.54333851268146,4.672124059949277,,,0.000475307492,1.2167871795200006e-16,0.976055305276281,7.485567999999947e-19,80.54333851268146,same_base_smallest_volume_sibling:/data/home/luozhiheng/CUDA_STO_PF/Results/workflows/T400_xB0p050/raw/chel_T400_cuda_400x400x400_dt0.03_steps30000_r1.425nm_xB0.050/cntcon_T400_xB0p050_strictref_eyy_s0p0075_r1p424702,low,"missing unstrained reference case for comparison | r_eff_star reconstructed from thresholded voxel_count volume; this approximates V_h with phi>0.5 geometry | same-strain reference approximated by smallest-volume sibling; explicit matrix-only reference not found | same-strain reference is approximate, not explicit matrix-only"
/data/home/luozhiheng/CUDA_STO_PF/Results/workflows/T400_xB0p050/raw/chel_T400_cuda_400x400x400_dt0.03_steps30000_r1.463nm_xB0.050/cntcon_T400_xB0p050_strictref_eyy_s0p01_r1p462932,400.0,673.15,0.05,eyy,0.0,0.01,0.0,0.0,400,400,400,0.10000000000000002,6.400000000000003e-23,4000000000.0000005,0.0008670068,absolute peak of last-row F_total_CNT_hat across sibling radius cases; no same-strain reference subtraction detected in summarize_cnt_scan_from_guide.py,0.0008670068,0.000864085019,same_base_smallest_volume_sibling:/data/home/luozhiheng/CUDA_STO_PF/Results/workflows/T400_xB0p050/raw/chel_T400_cuda_400x400x400_dt0.03_steps30000_r1.463nm_xB0.050/cntcon_T400_xB0p050_strictref_eyy_s0p01_r1p462932,,0.0008670068,2.9217809999999367e-06,,2.2195374080000012e-16,23881.81535377208,1385.3262873137128,7.4797593599998425e-19,80.48083861182869,4.668498592022185,,,0.000855177925,2.1892554880000015e-16,0.9863566525660469,7.4797593599998425e-19,80.48083861182869,same_base_smallest_volume_sibling:/data/home/luozhiheng/CUDA_STO_PF/Results/workflows/T400_xB0p050/raw/chel_T400_cuda_400x400x400_dt0.03_steps30000_r1.463nm_xB0.050/cntcon_T400_xB0p050_strictref_eyy_s0p01_r1p462932,low,"missing unstrained reference case for comparison | r_eff_star reconstructed from thresholded voxel_count volume; this approximates V_h with phi>0.5 geometry | same-strain reference approximated by smallest-volume sibling; explicit matrix-only reference not found | same-strain reference is approximate, not explicit matrix-only"
/data/home/luozhiheng/CUDA_STO_PF/Results/workflows/T400_xB0p050/raw/chel_T400_cuda_400x400x400_dt0.03_steps30000_r1.312nm_xB0.050/cntcon_T400_xB0p050_strictref_eyy_sm0p0025_r1p312217,400.0,673.15,0.05,eyy,0.0,-0.0025,0.0,0.0,400,400,400,0.10000000000000002,6.400000000000003e-23,4000000000.0000005,7.64683872e-05,absolute peak of last-row F_total_CNT_hat across sibling radius cases; no same-strain reference subtraction detected in summarize_cnt_scan_from_guide.py,7.64683872e-05,7.37394817e-05,same_base_smallest_volume_sibling:/data/home/luozhiheng/CUDA_STO_PF/Results/workflows/T400_xB0p050/raw/chel_T400_cuda_400x400x400_dt0.03_steps30000_r1.312nm_xB0.050/cntcon_T400_xB0p050_strictref_eyy_sm0p0025_r1p312217,,7.64683872e-05,2.728905499999992e-06,,1.957590712320001e-17,2106.3316960272377,122.18320195025395,6.985998079999983e-19,75.16805781557063,4.360317041048536,,,6.56083101e-05,1.679572738560001e-17,0.8579795194111274,6.985998079999983e-19,75.16805781557063,same_base_smallest_volume_sibling:/data/home/luozhiheng/CUDA_STO_PF/Results/workflows/T400_xB0p050/raw/chel_T400_cuda_400x400x400_dt0.03_steps30000_r1.312nm_xB0.050/cntcon_T400_xB0p050_strictref_eyy_sm0p0025_r1p312217,low,"missing unstrained reference case for comparison | r_eff_star reconstructed from thresholded voxel_count volume; this approximates V_h with phi>0.5 geometry | same-strain reference approximated by smallest-volume sibling; explicit matrix-only reference not found | same-strain reference is approximate, not explicit matrix-only"
/data/home/luozhiheng/CUDA_STO_PF/Results/workflows/T400_xB0p050/raw/chel_T400_cuda_400x400x400_dt0.03_steps30000_r1.293nm_xB0.050/cntcon_T400_xB0p050_strictref_eyy_sm0p005_r1p292707,400.0,673.15,0.05,eyy,0.0,-0.005,0.0,0.0,400,400,400,0.10000000000000002,6.400000000000003e-23,4000000000.0000005,0.00025124456,absolute peak of last-row F_total_CNT_hat across sibling radius cases; no same-strain reference subtraction detected in summarize_cnt_scan_from_guide.py,0.00025124456,0.000248606266,same_base_smallest_volume_sibling:/data/home/luozhiheng/CUDA_STO_PF/Results/workflows/T400_xB0p050/raw/chel_T400_cuda_400x400x400_dt0.03_steps30000_r1.293nm_xB0.050/cntcon_T400_xB0p050_strictref_eyy_sm0p005_r1p292707,,0.00025124456,2.638294000000029e-06,,6.431860736000004e-17,6920.564164617522,401.44517149411905,6.754032640000077e-19,72.67215223336824,4.215535601176467,,,0.000240593664,6.159197798400003e-17,0.9576074562569633,6.754032640000077e-19,72.67215223336824,same_base_smallest_volume_sibling:/data/home/luozhiheng/CUDA_STO_PF/Results/workflows/T400_xB0p050/raw/chel_T400_cuda_400x400x400_dt0.03_steps30000_r1.293nm_xB0.050/cntcon_T400_xB0p050_strictref_eyy_sm0p005_r1p292707,low,"missing unstrained reference case for comparison | r_eff_star reconstructed from thresholded voxel_count volume; this approximates V_h with phi>0.5 geometry | same-strain reference approximated by smallest-volume sibling; explicit matrix-only reference not found | same-strain reference is approximate, not explicit matrix-only"
/data/home/luozhiheng/CUDA_STO_PF/Results/workflows/T400_xB0p050/raw/chel_T400_cuda_400x400x400_dt0.03_steps30000_r1.276nm_xB0.050/cntcon_T400_xB0p050_strictref_eyy_sm0p0075_r1p276203,400.0,673.15,0.05,eyy,0.0,-0.0075,0.0,0.0,400,400,400,0.10000000000000002,6.400000000000003e-23,4000000000.0000005,0.000536975801,absolute peak of last-row F_total_CNT_hat across sibling radius cases; no same-strain reference subtraction detected in summarize_cnt_scan_from_guide.py,0.000536975801,0.000534443027,same_base_smallest_volume_sibling:/data/home/luozhiheng/CUDA_STO_PF/Results/workflows/T400_xB0p050/raw/chel_T400_cuda_400x400x400_dt0.03_steps30000_r1.276nm_xB0.050/cntcon_T400_xB0p050_strictref_eyy_sm0p0075_r1p276203,,0.000536975801,2.5327740000000197e-06,,1.3746580505600009e-16,14791.068454048875,857.9940696850788,6.483901440000054e-19,69.76559007476665,4.0469329675669545,,,0.000526533362,1.347925406720001e-16,0.980553240983014,6.483901440000054e-19,69.76559007476665,same_base_smallest_volume_sibling:/data/home/luozhiheng/CUDA_STO_PF/Results/workflows/T400_xB0p050/raw/chel_T400_cuda_400x400x400_dt0.03_steps30000_r1.276nm_xB0.050/cntcon_T400_xB0p050_strictref_eyy_sm0p0075_r1p276203,low,"missing unstrained reference case for comparison | r_eff_star reconstructed from thresholded voxel_count volume; this approximates V_h with phi>0.5 geometry | same-strain reference approximated by smallest-volume sibling; explicit matrix-only reference not found | same-strain reference is approximate, not explicit matrix-only"
/data/home/luozhiheng/CUDA_STO_PF/Results/workflows/T400_xB0p050/raw/chel_T400_cuda_400x400x400_dt0.03_steps30000_r1.263nm_xB0.050/cntcon_T400_xB0p050_strictref_eyy_sm0p01_r1p262553,400.0,673.15,0.05,eyy,0.0,-0.01,0.0,0.0,400,400,400,0.10000000000000002,6.400000000000003e-23,4000000000.0000005,0.000933659428,absolute peak of last-row F_total_CNT_hat across sibling radius cases; no same-strain reference subtraction detected in summarize_cnt_scan_from_guide.py,0.000933659428,0.000931246929,same_base_smallest_volume_sibling:/data/home/luozhiheng/CUDA_STO_PF/Results/workflows/T400_xB0p050/raw/chel_T400_cuda_400x400x400_dt0.03_steps30000_r1.263nm_xB0.050/cntcon_T400_xB0p050_strictref_eyy_sm0p01_r1p262553,,0.000933659428,2.412498999999988e-06,,2.3901681356800014e-16,25717.770682772567,1491.8256108333694,6.1759974399999735e-19,66.45259951728119,3.8547544065606276,,,0.000923423995,2.3639654272000013e-16,0.98903729487108,6.1759974399999735e-19,66.45259951728119,same_base_smallest_volume_sibling:/data/home/luozhiheng/CUDA_STO_PF/Results/workflows/T400_xB0p050/raw/chel_T400_cuda_400x400x400_dt0.03_steps30000_r1.263nm_xB0.050/cntcon_T400_xB0p050_strictref_eyy_sm0p01_r1p262553,low,"missing unstrained reference case for comparison | r_eff_star reconstructed from thresholded voxel_count volume; this approximates V_h with phi>0.5 geometry | same-strain reference approximated by smallest-volume sibling; explicit matrix-only reference not found | same-strain reference is approximate, not explicit matrix-only"
