case_dir,base_case_tag,current_barrier_kBT,corrected_same_strain_barrier_kBT,difference_kBT,ratio_current_to_corrected,background_fraction,status
/data/home/luozhiheng/CUDA_STO_PF/Results/workflows/T400_xB0p050/raw/chel_T400_cuda_400x400x400_dt0.03_steps30000_r1.732nm_xB0.050/cntcon_T400_xB0p050_strictref_exx_sm0p0075_r1p732232,cntcon_T400_xB0p050_strictref_exx_sm0p0075,22058.742689438415,36.6567565246676,22022.08593291375,601.7647162698185,0.9865026150353675,same_strain_reference_found
/data/home/luozhiheng/CUDA_STO_PF/Results/workflows/T400_xB0p050/raw/chel_T400_cuda_400x400x400_dt0.03_steps30000_r1.795nm_xB0.050/cntcon_T400_xB0p050_strictref_exx_sm0p01_r1p795377,cntcon_T400_xB0p050_strictref_exx_sm0p01,38591.22348672589,35.62576983935234,38555.597716886536,1083.2390053813772,0.9923553087826138,same_strain_reference_found
/data/home/luozhiheng/CUDA_STO_PF/Results/workflows/T400_xB0p050/raw/chel_T400_cuda_400x400x400_dt0.03_steps30000_r1.361nm_xB0.050/cntcon_T400_xB0p050_strictref_eyy_s0p0025_r1p361050,cntcon_T400_xB0p050_strictref_eyy_s0p0025,1646.976830311948,78.8535935070478,1568.1232368049002,20.886515846164247,0.8114459895521339,same_strain_reference_found
/data/home/luozhiheng/CUDA_STO_PF/Results/workflows/T400_xB0p050/raw/chel_T400_cuda_400x400x400_dt0.03_steps30000_r1.391nm_xB0.050/cntcon_T400_xB0p050_strictref_eyy_s0p005_r1p390869,cntcon_T400_xB0p050_strictref_eyy_s0p005,6002.001524183217,79.97483456659307,5922.026689616624,75.04862694258527,0.9473469367356023,same_strain_reference_found
/data/home/luozhiheng/CUDA_STO_PF/Results/workflows/T400_xB0p050/raw/chel_T400_cuda_400x400x400_dt0.03_steps30000_r1.425nm_xB0.050/cntcon_T400_xB0p050_strictref_eyy_s0p0075_r1p424702,cntcon_T400_xB0p050_strictref_eyy_s0p0075,13413.591187945714,80.54333851268146,13333.047849433033,166.53880303004524,0.976055305276281,same_strain_reference_found
/data/home/luozhiheng/CUDA_STO_PF/Results/workflows/T400_xB0p050/raw/chel_T400_cuda_400x400x400_dt0.03_steps30000_r1.463nm_xB0.050/cntcon_T400_xB0p050_strictref_eyy_s0p01_r1p462932,cntcon_T400_xB0p050_strictref_eyy_s0p01,23881.81535377208,80.48083861182869,23801.33451516025,296.7391464315836,0.9863566525660469,same_strain_reference_found
/data/home/luozhiheng/CUDA_STO_PF/Results/workflows/T400_xB0p050/raw/chel_T400_cuda_400x400x400_dt0.03_steps30000_r1.312nm_xB0.050/cntcon_T400_xB0p050_strictref_eyy_sm0p0025_r1p312217,cntcon_T400_xB0p050_strictref_eyy_sm0p0025,2106.3316960272377,75.16805781557063,2031.1636382116671,28.02163255561624,0.8579795194111274,same_strain_reference_found
/data/home/luozhiheng/CUDA_STO_PF/Results/workflows/T400_xB0p050/raw/chel_T400_cuda_400x400x400_dt0.03_steps30000_r1.293nm_xB0.050/cntcon_T400_xB0p050_strictref_eyy_sm0p005_r1p292707,cntcon_T400_xB0p050_strictref_eyy_sm0p005,6920.564164617522,72.67215223336824,6847.8920123841535,95.22993267619046,0.9576074562569633,same_strain_reference_found
/data/home/luozhiheng/CUDA_STO_PF/Results/workflows/T400_xB0p050/raw/chel_T400_cuda_400x400x400_dt0.03_steps30000_r1.276nm_xB0.050/cntcon_T400_xB0p050_strictref_eyy_sm0p0075_r1p276203,cntcon_T400_xB0p050_strictref_eyy_sm0p0075,14791.068454048875,69.76559007476665,14721.302863974108,212.0109417579286,0.980553240983014,same_strain_reference_found
/data/home/luozhiheng/CUDA_STO_PF/Results/workflows/T400_xB0p050/raw/chel_T400_cuda_400x400x400_dt0.03_steps30000_r1.263nm_xB0.050/cntcon_T400_xB0p050_strictref_eyy_sm0p01_r1p262553,cntcon_T400_xB0p050_strictref_eyy_sm0p01,25717.770682772567,66.45259951728119,25651.318083255286,387.0092497447686,0.98903729487108,same_strain_reference_found
