case_id,gate_id,requested_transport_gate,relative_gate,dt_id,dt_code,dt_physical_s,steps,equal_time_code,equal_time_physical_s,completed,macro_steps,wall_seconds,physical_s_per_GPU_hour,macro_hard_rejects,internal_trial_rejects,retry_fraction,fallback_macros,fallback_fraction,retry_wall_overhead_fraction,max_consecutive_fallback_macros,max_accepted_subcycle_depth,accepted_iteration_p99,nonlinear_iteration_budget,persistent_interface_cells,hard_numerical_gates_pass,energy_work_pass,rollback_pass,max_mass_error,max_phase_KKT,transport_solves,phase_solves,line_search_evaluations,event_BE_solves,history_rebuild_BE_solves,retry_efficiency_gate_pass,first_runtime_failure,Ctot_field_relative_L2_error,Ctot_field_Linf_error,Ctot_increment_relative_L2_error,phi_field_relative_L2_error,phi_field_Linf_error,phi_increment_relative_L2_error,hvolume,hvolume_reference,hvolume_increment_relative_error,equimolar_hvolume_interface_error_dx,phi_half_interface_position_dx,phi_half_interface_reference_dx,phi_half_interface_error_dx,interface_direction_same,matrix_profile_capacity_weighted_relative_error,cumulative_transfer,cumulative_transfer_reference,cumulative_transfer_relative_error,far_field_matrix_composition,far_field_reference,far_field_relative_error,final_mass_difference_from_reference_abs,equal_time_accuracy_pass,defect_evidence_complete,trajectory_schema,trajectory_observed_time_code,trajectory_time_closure_error,accepted_residual_p50,accepted_residual_p95,accepted_residual_p99,accepted_residual_max,ER_L1,ER_L2,cumulative_C_increment_L1,eta_R,maximum_abs_local_cumulative_defect,signed_local_cumulative_defect_sum,matrix_cell_count,matrix_max_abs_D,matrix_mean_abs_D,matrix_signed_D,interface_cell_count,interface_max_abs_D,interface_mean_abs_D,interface_signed_D,beta_core_cell_count,beta_core_max_abs_D,beta_core_mean_abs_D,beta_core_signed_D,trajectory_transaction_closed,accumulated_defect_gate_pass,full_common_window_pass,matrix_status
G9_dt16,G9,1e-09,1e-10,dt16,0.0001953125,0.008033122153233353,8000,1.5625,64.26497722586683,True,8000,132.71356320381165,1743.2575271739513,0,0,0.0,0,0.0,0.0,0,0,20.0,500,,True,True,True,9.805489753489383e-13,1.0013434526001674e-10,8000,8000,59449,0,0,True,NONE,2.504188853476261e-07,6.552937361625766e-07,1.760674531950964e-06,2.6040204877347876e-05,7.234806997580279e-05,0.00023513012518786017,34.2623248109265,34.262324785193655,1.1374513432240018e-08,1.2866421828638797e-08,272.65954478543813,272.65954451769744,2.677406882867217e-07,True,1.4144757902838647e-06,1.9903764263813226,1.9903764146199578,5.909115825830324e-09,0.04634652440356616,0.04634652458185524,3.846870494694938e-09,1.23428378628887e-10,True,True,CTOT_TRANSPORT_GATE_TRAJECTORY_V1,1.5625000000002214,2.2137847111025621e-13,1.3712052211654356e-10,6.539003537422436e-10,9.142322189895648e-10,9.992496046023075e-10,5.112355470485364e-09,1.2755612268046828e-09,4.123221164612676,1.239893584744345e-09,3.0565091555307676e-10,6.578886865898127e-14,474,6.797722564701693e-11,1.2362430714052142e-12,1.4156530260825953e-10,8,3.0565091555307676e-10,1.8754107006556483e-10,-1.7306630598791404e-10,30,1.6157519412164455e-11,1.9475778287626067e-12,3.156679224831344e-11,True,True,True,PASS
G9_dt8,G9,1e-09,1e-10,dt8,0.000390625,0.016066244306466707,4000,1.5625,64.26497722586683,True,4000,110.110764503479,2101.1017320273972,0,0,0.0,2,0.0005,0.0,1,2,38.0,500,,True,True,True,9.947598300641403e-13,9.992462413066505e-11,4004,4004,192083,2,0,True,NONE,9.614401199218187e-07,3.6711029254288263e-06,6.759806197493219e-06,0.0001919238481880684,0.000535993176526306,0.0017329770892183726,34.26231932750052,34.262324785193655,2.4124268874416567e-06,2.7288465699637247e-06,272.65954254810373,272.65954451769744,1.969593711237394e-06,True,1.0016026301738154e-05,1.9903709801169165,1.9903764146199578,2.73038958934551e-06,0.046346534064802256,0.04634652458185524,2.0460966822151382e-07,1.794333570614981e-10,True,True,CTOT_TRANSPORT_GATE_TRAJECTORY_V1,1.5625000000000877,8.770761894538737e-14,5.023612502830898e-10,9.265303773204963e-10,9.903108116267927e-10,9.99857117501365e-10,3.155113907015831e-08,3.1847297887539783e-09,4.123227363163651,7.652049302939698e-09,2.3637124254096264e-10,5.235460846601071e-14,474,1.511914449076684e-10,1.0962638082179642e-11,1.278108422642079e-10,8,2.3637124254096264e-10,1.999165158625826e-10,-2.612813403248813e-10,30,1.3426618379326972e-10,3.250992240008387e-11,1.3352285266913942e-10,True,True,True,PASS
G9_dt4,G9,1e-09,1e-10,dt4,0.00078125,0.03213248861293341,2000,1.5625,64.26497722586683,True,2000,67.9556713104248,3404.4828570125464,0,0,0.0,0,0.0,0.0,0,0,95.0,500,,True,True,True,9.876544027065393e-13,1.0057432664467569e-10,2000,2000,105264,0,0,True,NONE,8.810850795926787e-07,3.0883358508315695e-06,6.194836535460697e-06,4.734669300879971e-05,0.00015406138899820565,0.00042751713770402904,34.262331002313104,34.262324785193655,2.74811091813978e-06,3.1085597212848026e-06,272.6595460363091,272.65954451769744,1.5186116684162698e-06,True,3.4519480903939496e-06,1.9903827865647132,1.9903764146199578,3.2013767388851944e-06,0.04634651331078831,0.04634652458185524,2.431911999591769e-07,3.3312375080640777e-10,True,True,CTOT_TRANSPORT_GATE_TRAJECTORY_V1,1.5624999999999447,5.5289106626332796e-14,8.805324627423245e-10,9.913623523973815e-10,9.97879128616911e-10,9.999333520915472e-10,1.2346313201131084e-08,2.627213170816603e-09,4.123233297312665,2.9943280699585556e-09,2.133270071391314e-10,2.494744010626228e-14,474,2.133270071391314e-10,3.7058881478755544e-12,1.7641316480055853e-10,8,1.016589182412514e-10,4.350199284119069e-11,-1.9374129878252416e-10,30,2.63841007613909e-11,4.215970668529485e-12,1.7353081422071904e-11,True,True,True,PASS
G9_dt2,G9,1e-09,1e-10,dt2,0.0015625,0.06426497722586683,1000,1.5625,64.26497722586683,True,1000,63.37064719200134,3650.80566894261,0,1,0.001,1,0.001,0.004557098941521422,1,2,179.0,500,,True,True,True,9.237055564881302e-13,1.0043521569969016e-10,1005,1002,141645,1,0,True,NONE,3.136384956114343e-06,9.712043698373307e-06,2.2051663982766047e-05,9.452309659188104e-05,0.00032694717233283654,0.0008534966464156623,34.262285143991335,34.262324785193655,1.7522330383561274e-05,1.9820601160543454e-05,272.6595283774172,272.65954451769744,1.6140280251875083e-05,True,1.8455960803781478e-05,1.9903373310734747,1.9903764146199578,1.9636258848379667e-05,0.04634660482853409,0.04634652458185524,1.7314497597064401e-06,3.4430769346727175e-10,True,True,CTOT_TRANSPORT_GATE_TRAJECTORY_V1,1.562499999999978,2.19824158875781e-14,4.722901093361066e-10,9.589920499490678e-10,9.89097277463968e-10,9.999969035078365e-10,1.028194759914352e-08,1.9892758083970507e-09,4.123389988073204,2.493566611182493e-09,1.2226400669530788e-10,3.843910626872473e-14,474,1.2226400669530788e-10,2.7461879705038356e-12,-4.4931483710245205e-10,8,6.470719655043688e-11,5.878668773843322e-11,2.292921760112875e-10,30,5.161984484296059e-11,1.071702599277555e-11,2.200611001974332e-10,True,True,True,PASS
G9_dt1,G9,1e-09,1e-10,dt1,0.003125,0.12852995445173365,500,1.5625,64.26497722586683,True,500,140.29353713989258,1649.0703900524504,0,43,0.086,33,0.066,0.2809354826418761,2,8,372.0,500,236;243;267;268;273;275,True,True,True,9.947598300641403e-13,1.0241574255331898e-10,891,694,393169,33,0,False,NONE,0.0008223689581519755,0.00292486102407874,0.005782008327667678,0.0007449996049851404,0.0018997336244628293,0.006726976658215264,34.253396454138624,34.262324785193655,0.0039465293018360326,0.004464165527518829,272.65583559596473,272.65954451769744,0.003708921732709314,True,0.004145467625836583,1.9819494733762064,1.9903764146199578,0.004233842996657729,0.04636056079190329,0.04634652458185524,0.00030285356182986796,3.369464707247971e-10,True,True,CTOT_TRANSPORT_GATE_TRAJECTORY_V2_TRANSACTIONAL,1.5625000000000073,7.327471962526033e-15,5.82874708914813e-10,9.672924146940654e-10,9.945514058943286e-10,9.997138998577742e-10,2.517463758586685e-08,2.752374448395435e-09,4.119486676069303,6.111110331321128e-09,2.102508371144722e-10,7.964273355493556e-14,474,1.5433842750375766e-10,2.0100705271366158e-11,-1.2630588361511166e-09,8,2.102508371144722e-10,1.5004180223717023e-10,1.2003344178973619e-09,30,2.0977519488399055e-11,3.6083158716552647e-12,6.280406098730968e-11,True,True,False,FAIL
G8_dt16,G8,1e-08,1e-10,dt16,0.0001953125,0.008033122153233353,8000,1.5625,64.26497722586683,True,8000,208.81490111351013,1107.937780203523,0,0,0.0,3,0.000375,0.0,1,2,32.0,500,,True,True,True,9.947598300641403e-13,1.002022909091238e-10,8006,8006,318376,3,0,True,NONE,5.2200306005958115e-06,4.06829523064145e-06,3.6701604680155434e-05,0.0001495709239864056,0.000535993176526306,0.0013505512052242076,34.26234309555112,34.262324785193655,8.093602463514984e-06,9.155178727358201e-06,272.65955344029373,272.65954451769744,8.922596293814422e-06,True,0.00025016256810407583,1.9905351374469582,1.9903764146199578,7.974513053635819e-05,0.046346510515604115,0.04634652458185524,3.0350174579692964e-07,2.708233637349622e-10,True,True,CTOT_TRANSPORT_GATE_TRAJECTORY_V1,1.5625000000002207,2.2071233729548112e-13,2.7011471116391747e-09,8.120752864381071e-09,9.384225863140621e-09,9.994528818512363e-09,3.0636093129187817e-07,2.9868664118335916e-08,4.1240152346480246,7.428705129844783e-08,2.7501706488353004e-09,8.482645563537525e-14,474,7.585956418292938e-10,1.7338050727765485e-10,-1.4791526885668713e-08,8,2.7501706488353004e-09,1.7996786321407629e-09,1.4397429057126103e-08,30,3.3664063612929745e-10,4.176393757943471e-11,3.941826549982499e-10,True,True,True,PASS
G8_dt8,G8,1e-08,1e-10,dt8,0.000390625,0.016066244306466707,4000,1.5625,64.26497722586683,True,4000,122.66661238670349,1886.0382096783028,0,0,0.0,1,0.00025,0.0,1,2,38.0,500,,True,True,True,9.947598300641403e-13,1.0011524942399319e-10,4002,4002,219479,1,0,True,NONE,3.173171185516456e-06,4.595901085036047e-06,2.2310304928096087e-05,0.00017171321844353948,0.000535993176526306,0.0015504851340152701,34.262343423517535,34.262324785193655,8.238571226327302e-06,9.319161939952804e-06,272.6595539162172,272.65954451769744,9.398519750902778e-06,True,0.00014027749757322986,1.9904646853172498,1.9903764146199578,4.434874561596818e-05,0.04634649988252368,0.04634652458185524,5.329273722685077e-07,2.6417268372824765e-10,True,True,CTOT_TRANSPORT_GATE_TRAJECTORY_V1,1.5625000000000877,8.770761894538737e-14,3.408798391621036e-09,9.39656173338398e-09,9.875740242912306e-09,9.997371152165311e-09,2.792853495258727e-07,2.838211351095246e-08,4.123563892820569,6.77291189817937e-08,3.982922705407172e-09,1.6810369143309575e-13,474,1.1664538488198523e-09,1.8933901404023743e-10,-1.3761783962045665e-08,8,3.982922705407172e-09,2.441717303567652e-09,1.212964013068799e-08,30,1.2501640866193347e-09,1.3413045529901924e-10,1.6323119350491018e-09,True,True,True,PASS
G8_dt4,G8,1e-08,1e-10,dt4,0.00078125,0.03213248861293341,2000,1.5625,64.26497722586683,True,2000,58.91860747337341,3926.66982358119,0,0,0.0,1,0.0005,0.0,1,2,72.0,500,,True,True,True,9.947598300641403e-13,9.988998517229675e-11,2002,2002,88590,1,0,True,NONE,1.4728100808227437e-06,5.5928653784897975e-06,1.0355206222188499e-05,0.00017328177095267871,0.000535993176526306,0.0015646483846338732,34.262309635389414,34.262324785193655,6.696564678318717e-06,7.574902123707244e-06,272.6595386070608,272.65954451769744,5.9106366165906365e-06,True,9.271016838488218e-06,1.9903638223933382,1.9903764146199578,6.326555382766525e-06,0.04634655311772417,0.04634652458185524,6.157067695831593e-07,1.5354117977040005e-10,True,True,CTOT_TRANSPORT_GATE_TRAJECTORY_V1,1.562499999999945,5.5067062021407764e-14,7.855703018992152e-09,9.879029905177444e-09,9.977583015641409e-09,9.999984461791082e-09,1.1941315132181638e-07,2.246510654879829e-08,4.1232372304779705,2.896101889048326e-08,5.086884934688169e-09,1.1853218361626096e-13,474,5.086884934688169e-09,3.87780560068682e-11,1.0304534774653475e-08,8,2.304917975130759e-09,1.312367944139508e-09,-1.0498943553116063e-08,30,3.022076309475683e-10,6.462559039882796e-11,1.9452731064620447e-10,True,True,True,PASS
G8_dt2,G8,1e-08,1e-10,dt2,0.0015625,0.06426497722586683,1000,1.5625,64.26497722586683,True,1000,32.36864876747131,7147.469135184239,0,0,0.0,3,0.003,0.0,1,2,93.0,500,,True,True,True,9.734435479913373e-13,1.016636774764379e-10,1006,1006,49379,3,0,True,NONE,1.6733384672510605e-05,5.84777155308025e-05,0.00011765104770484652,0.00017431964411124132,0.000535993176526306,0.0015740198641153664,34.26214876150651,34.262324785193655,7.780655028078765e-05,8.801184357533088e-05,272.65948050054567,272.65954451769744,6.40171517716226e-05,True,8.171696205020429e-05,1.9902021304767832,1.9903764146199578,8.756340855653734e-05,0.04634686525965342,0.04634652458185524,7.350665476080177e-06,1.9264234651927836e-10,True,True,CTOT_TRANSPORT_GATE_TRAJECTORY_V1,1.562499999999978,2.19824158875781e-14,5.0286688531992544e-09,9.47495128201266e-09,9.919391614178986e-09,9.978714189537167e-09,7.538882529090799e-08,1.7415503391315006e-08,4.123541561818082,1.828254284835408e-08,1.9597648021250114e-09,1.964273598429233e-13,474,1.3332143893014316e-09,2.8125330037844275e-11,8.298868073812696e-09,8,1.9597648021250114e-09,1.0643533573515673e-09,-8.514826858812538e-09,30,1.655622399873826e-10,4.284288329801877e-11,2.1615521235968538e-10,True,True,True,PASS
G8_dt1,G8,1e-08,1e-10,dt1,0.003125,0.12852995445173365,500,1.5625,64.26497722586683,True,500,54.162495613098145,4271.4781768137755,0,18,0.036,16,0.032,0.24570627847900212,3,4,277.0,500,243,True,True,True,9.450218385609332e-13,9.358036567874706e-11,657,579,132302,16,0,False,NONE,0.0003337677638310303,0.0011688669715914646,0.0023466936231576435,0.00036947898288156353,0.0008699078178983077,0.003336211827380727,34.25884544046126,34.262324785193655,0.0015379510294785887,0.0017396723662019473,272.6582446731125,272.65954451769744,0.0012998445849348172,True,0.0016264295835590238,1.986946476687947,1.9903764146199578,0.0017232609404014482,0.04635309302094103,0.04634652458185524,0.00014172452292928825,2.7922908429900417e-10,True,True,CTOT_TRANSPORT_GATE_TRAJECTORY_V2_TRANSACTIONAL,1.5625000000000102,1.021405182655144e-14,3.67075788671949e-09,9.519303508113528e-09,9.96573910958647e-09,9.997954441194903e-09,1.6432049315540926e-07,2.0509517978540938e-08,4.124403948785378,3.984102798752315e-08,2.0136378343355246e-09,2.1351856783758976e-13,474,1.8479682786674223e-09,1.3640106149956066e-10,-8.82775736401511e-09,8,2.0136378343355246e-09,1.0168263915374996e-09,8.134611132299997e-09,30,2.8935065303540413e-10,4.252005229300259e-11,6.933597502829558e-10,True,True,False,FAIL
