step,elapsed_physical_time_s,experimental_age_h,stable_particle_id,lineage_member_ids,lineage_group_size,component_label,threshold_voxel_count,h_volume_nm3,equivalent_radius_nm,centroid_x_nm,centroid_y_nm,centroid_z_nm
0,0,6,0,0,1,0,7650,2572.3821337875002,8.4999354005255974,394.99999593519766,4.0000009540745101,353.99999957365742
0,0,6,1,1,1,1,10267,3882.3421162089721,9.7499352451636589,389.00000247145312,34.000001133272612,379.99999967058056
0,0,6,2,2,1,2,11545,4510.7886970762174,10.249939250321196,3.0000007678256342,60.000000231959575,284.00000140600031
0,0,6,3,3,1,3,9745,3591.2969586834165,9.4999408846849054,2.9999951926243047,87.000003055757091,95.000002303763168
0,0,6,4,4,1,4,7649,2572.3931862706545,8.499947574100311,391.99999857476666,82.999965973151888,359.00000026279957
0,0,6,5,5,1,5,8632,3053.5845325257269,8.9999572374537564,5.9999937955024061,89.000008805158714,241.99995342447266
0,0,6,6,6,1,6,7649,2572.3813478192951,8.4999345348325921,3.9999999165267361,106.99999867602791,61.000003142761358
0,0,6,7,7,1,7,6727,2144.6064256447721,7.9999326579852701,395.99999833441962,123.99999987474268,340.00000397580027
0,0,6,8,8,1,8,6727,2144.6290040363451,7.9999607322861586,390.99997305501142,129.99999909893458,97.000044732032208
0,0,6,9,9,1,9,11545,4510.802537596308,10.249949733657521,388.00000766794784,130.00000429763352,141.9999771300765
0,0,6,10,10,1,10,11545,4510.7970783406936,10.249945598612245,8.9999960314492551,158.99999666338388,231.99999694417571
0,0,6,11,11,1,11,6727,2144.6055310519673,7.9999315456314894,10.000000868396008,171.99999972107827,388.00000156221546
0,0,6,12,12,1,12,6727,2144.6053738234491,7.9999313501305158,1.1170037711954095e-06,196.99999997438644,336.0000026420584
0,0,6,13,13,1,13,6727,2144.6082052016213,7.9999348707193256,4.0000064503995345,206.99999897432977,90.000012917233178
0,0,6,14,14,1,14,9745,3591.2932766914555,9.4999376380659868,394.00000057794102,215.00000022718439,18.000002793160743
0,0,6,15,15,1,15,8631,3053.5633194813354,8.9999363967082378,8.0000099360432646,226.9999947594288,138.99999960106845
0,0,6,16,16,1,16,10267,3882.3400425229675,9.7499335092434958,5.9999998516526851,232.000000324593,371.00000206944242
0,0,6,17,17,1,17,7649,2572.3815623298415,8.4999347711020654,396.00000153740046,257.00000304836601,53.000000416968675
0,0,6,18,18,1,18,8631,3053.5822540664403,8.9999549989871248,1.999986282934002,258.99997362664499,199.00005654738422
0,0,6,19,19,1,19,8631,3053.5653297669792,8.9999383717165635,398.00000766204914,260.99999747539687,251.99998071435192
0,0,6,20,20,1,20,8631,3053.5581863335133,8.9999313536350627,393.00000010684619,259.00000003960844,321.00000274855421
0,0,6,21,21,1,21,9745,3591.2964136959645,9.4999404041390285,394.00000580106894,292.99999810542704,155.00000131513056
0,0,6,22,22,1,22,7650,2572.3905118164462,8.4999446283701676,1.9999774744916086,313.0000189058137,17.000001694153688
0,0,6,23,23,1,23,6727,2144.6306607405759,7.9999627922485637,395.99999667508433,321.99993941592413,275.00000253791421
