step,time_code,dt,phi_min_before,phi_max_before,phi_mean_before,phi_min_after,phi_max_after,phi_mean_after,dphi_min,dphi_max,dphi_mean,dphi_abs_mean,dphi_abs_max,dphi_l2,dphi_nonzero_fraction_abs_gt_1e-12,dphi_nonzero_fraction_abs_gt_1e-8,dphi_nonzero_fraction_abs_gt_1e-5,eta_min_before,eta_max_before,eta_mean_before,eta_min_after,eta_max_after,eta_mean_after,deta_min,deta_max,deta_mean,deta_abs_mean,deta_abs_max,deta_l2,deta_nonzero_fraction_abs_gt_1e-12,deta_nonzero_fraction_abs_gt_1e-8,deta_nonzero_fraction_abs_gt_1e-5,deta_abs_mean_over_dphi_abs_mean,deta_abs_max_over_dphi_abs_max,deta_l2_over_dphi_l2,xB_min_before,xB_max_before,xB_mean_before,xB_min_after,xB_max_after,xB_mean_after,dxB_min,dxB_max,dxB_abs_mean,dxB_abs_max,Y_min_before,Y_max_before,Y_mean_before,Y_min_after,Y_max_after,Y_mean_after,dY_abs_mean,dY_abs_max,xBtot_mean_before,xBtot_mean_after,xBtot_delta,xBtot_rel_delta,xB_clip_low_count,xB_clip_high_count,phi_out_of_bounds_count,eta_out_of_bounds_count,nan_inf_flag,eta_far_field_mean,eta_far_field_max,phi_far_field_mean,phi_far_field_max,eta_max_minus_far,phi_max_minus_far,S_phi_W,S_phi_grad,S_phi_total,S_eta_W,S_eta_grad,S_eta_total,gp_L_eta,L_phi
238,2.3800000000e-02,1.0000000000e-04,-1.0000000000e-06,9.9783538155e-01,5.8134295262e-03,-1.0000000000e-06,9.9783363016e-01,5.8135250287e-03,-5.1756175538e-06,2.3098918432e-05,9.5502475467e-08,1.2733748070e-07,2.3098918432e-05,1.3552565823e-06,9.8367196542e-01,6.7834924769e-02,4.9461082176e-03,0.0000000000e+00,1.0000000000e+00,5.2060014916e-03,0.0000000000e+00,1.0000000000e+00,5.2064828721e-03,-5.6197225204e-06,1.2346015241e-04,4.8138053203e-07,4.9978332172e-07,1.2346015241e-04,6.2898262547e-06,9.0268396448e-01,2.1757902922e-01,6.5149377894e-03,3.9248720719e+00,5.3448455940e+00,4.6410593659e+00,1.6392228499e-02,3.3627814196e-02,2.9658028018e-02,1.6369573868e-02,3.3603404178e-02,2.9657656263e-02,-6.2391501625e-05,4.0178009508e-05,4.4496377225e-07,6.2391501625e-05,-4.0944198609e+00,-3.3581955175e+00,-3.4886332555e+00,-4.0958258835e+00,-3.3589469280e+00,-3.4886487644e+00,1.8085622832e-05,2.8225785821e-03,3.4852570842e-02,3.4852536140e-02,-3.4702463465e-08,-9.9569307591e-07,0,0,317352,0,0,2.7194836356e-06,2.6846927335e-04,1.4357201875e-07,1.6834281401e-05,9.9999728052e-01,9.9783348659e-01,1.4325577825e-04,1.9087351104e-02,1.9230606882e-02,3.1307195074e-08,9.6003323390e-06,9.6316395340e-06,4.7495061735e-04,1.4325577825e+00
239,2.3900000000e-02,1.0000000000e-04,-1.0000000000e-06,9.9783363016e-01,5.8135250287e-03,-1.0000000000e-06,9.9783187954e-01,5.8136204387e-03,-5.1700955043e-06,2.3084412151e-05,9.5410004821e-08,1.2723467573e-07,2.3084412151e-05,1.3542078346e-06,9.8508481626e-01,6.7862051505e-02,4.9461082176e-03,0.0000000000e+00,1.0000000000e+00,5.2064828721e-03,0.0000000000e+00,1.0000000000e+00,5.2069642772e-03,-5.6178221569e-06,1.2345084562e-04,4.8140504587e-07,4.9976301688e-07,1.2345084562e-04,6.2895900639e-06,9.0220246492e-01,2.1721281829e-01,6.5149377894e-03,3.9278837627e+00,5.3478011404e+00,4.6444791585e+00,1.6369573868e-02,3.3603404178e-02,2.9657656263e-02,1.6347395385e-02,3.3578617494e-02,2.9657285189e-02,-6.2208143043e-05,4.0324865074e-05,4.4370021306e-07,6.2208143043e-05,-4.0958258835e+00,-3.3589469280e+00,-3.4886487644e+00,-4.0972042096e+00,-3.3597104726e+00,-3.4886642385e+00,1.8029740541e-05,2.8194566457e-03,3.4852536140e-02,3.4852501413e-02,-3.4726574172e-08,-9.9638585934e-07,0,0,316938,0,0,2.7300132814e-06,2.6933053061e-04,1.4386861343e-07,1.6843448744e-05,9.9999726999e-01,9.9783173567e-01,1.4325577825e-04,1.9087351104e-02,1.9230606882e-02,3.1307195074e-08,9.6003323390e-06,9.6316395340e-06,4.7495061735e-04,1.4325577825e+00
240,2.4000000000e-02,1.0000000000e-04,-1.0000000000e-06,9.9783187954e-01,5.8136204387e-03,-1.0000000000e-06,9.9783012968e-01,5.8137157572e-03,-5.1645054631e-06,2.3069949011e-05,9.5318531513e-08,1.2713296548e-07,2.3069949011e-05,1.3531717119e-06,9.8557309751e-01,6.7889178241e-02,4.9461082176e-03,0.0000000000e+00,1.0000000000e+00,5.2069642772e-03,0.0000000000e+00,1.0000000000e+00,5.2074457384e-03,-5.6152874651e-06,1.2344225108e-04,4.8146122992e-07,4.9971976797e-07,1.2344225108e-04,6.2893713307e-06,9.0231097186e-01,2.1705005787e-01,6.5149377894e-03,3.9306860033e+00,5.3507812707e+00,4.6478737881e+00,1.6347395385e-02,3.3578617494e-02,2.9657285189e-02,1.6325691224e-02,3.3553470144e-02,2.9656914793e-02,-6.2019274197e-05,4.0466473131e-05,4.4242820498e-07,6.2019274197e-05,-4.0972042096e+00,-3.3597104726e+00,-3.4886642385e+00,-4.0985548396e+00,-3.3604856835e+00,-3.4886796779e+00,1.7973541788e-05,2.8160496908e-03,3.4852501413e-02,3.4852466667e-02,-3.4745872263e-08,-9.9694055961e-07,0,0,316524,0,0,2.7405575592e-06,2.7018576162e-04,1.4416553422e-07,1.6853003216e-05,9.9999725944e-01,9.9782998552e-01,1.4325577825e-04,1.9087351104e-02,1.9230606882e-02,3.1307195074e-08,9.6003323390e-06,9.6316395340e-06,4.7495061735e-04,1.4325577825e+00
241,2.4100000000e-02,1.0000000000e-04,-1.0000000000e-06,9.9783012968e-01,5.8137157572e-03,-1.0000000000e-06,9.9782838060e-01,5.8138109852e-03,-5.1588486589e-06,2.3055524694e-05,9.5228043896e-08,1.2703237575e-07,2.3055524694e-05,1.3521481095e-06,9.8627613209e-01,6.7780671296e-02,4.9461082176e-03,0.0000000000e+00,1.0000000000e+00,5.2074457384e-03,0.0000000000e+00,1.0000000000e+00,5.2079272485e-03,-5.6118634891e-06,1.2343403294e-04,4.8151015581e-07,4.9969706712e-07,1.2343403294e-04,6.2891737289e-06,9.0203970450e-01,2.1608705874e-01,6.5420645255e-03,3.9336197892e+00,5.3537724504e+00,4.6512461798e+00,1.6325691224e-02,3.3553470144e-02,2.9656914793e-02,1.6304459491e-02,3.3527977794e-02,2.9656545077e-02,-6.1825002219e-05,4.0602878624e-05,4.4115296766e-07,6.1825002219e-05,-4.0985548396e+00,-3.3604856835e+00,-3.4886796779e+00,-4.0998777803e+00,-3.3612721024e+00,-3.4886950824e+00,1.7917218043e-05,2.8123612455e-03,3.4852466667e-02,3.4852431907e-02,-3.4760458539e-08,-9.9736006841e-07,0,0,316434,0,0,2.7511184475e-06,2.7101711836e-04,1.4446273072e-07,1.6862943171e-05,9.9999724888e-01,9.9782823613e-01,1.4325577825e-04,1.9087351104e-02,1.9230606882e-02,3.1307195074e-08,9.6003323390e-06,9.6316395340e-06,4.7495061735e-04,1.4325577825e+00
242,2.4200000000e-02,1.0000000000e-04,-1.0000000000e-06,9.9782838060e-01,5.8138109852e-03,-1.0000000000e-06,9.9782663229e-01,5.8139061238e-03,-5.1531257645e-06,2.3041137546e-05,9.5138544665e-08,1.2693359339e-07,2.3041137546e-05,1.3511369219e-06,9.8539903429e-01,6.7787452980e-02,4.9461082176e-03,0.0000000000e+00,1.0000000000e+00,5.2079272485e-03,0.0000000000e+00,1.0000000000e+00,5.2084087938e-03,-5.6079154274e-06,1.2342599426e-04,4.8154527997e-07,4.9968063537e-07,1.2342599426e-04,6.2889964734e-06,9.0179556387e-01,2.1627694589e-01,6.5149377894e-03,3.9365515624e+00,5.3567665229e+00,4.6545959713e+00,1.6304459491e-02,3.3527977794e-02,2.9656545077e-02,1.6278398958e-02,3.3502155746e-02,2.9656176040e-02,-6.1625434213e-05,4.0903283178e-05,4.3987389855e-07,6.1625434213e-05,-4.0998777803e+00,-3.3612721024e+00,-3.4886950824e+00,-4.1015039196e+00,-3.3620692808e+00,-3.4887104522e+00,1.7860749697e-05,2.8083948427e-03,3.4852431907e-02,3.4852397137e-02,-3.4770217122e-08,-9.9764106032e-07,0,0,316422,0,0,2.7616919861e-06,2.7184146108e-04,1.4476016231e-07,1.6873267091e-05,9.9999723831e-01,9.9782648753e-01,1.4325577825e-04,1.9087351104e-02,1.9230606882e-02,3.1307195074e-08,9.6003323390e-06,9.6316395340e-06,4.7495061735e-04,1.4325577825e+00
243,2.4300000000e-02,1.0000000000e-04,-1.0000000000e-06,9.9782663229e-01,5.8139061238e-03,-1.0000000000e-06,9.9782488476e-01,5.8140011738e-03,-5.1473379946e-06,2.3026784111e-05,9.5050033188e-08,1.2683594816e-07,2.3026784111e-05,1.3501380435e-06,9.8386637370e-01,6.7760326244e-02,4.8918547454e-03,0.0000000000e+00,1.0000000000e+00,5.2084087938e-03,0.0000000000e+00,1.0000000000e+00,5.2088903810e-03,-5.6040305468e-06,1.2341804238e-04,4.8158716134e-07,4.9965111387e-07,1.2341804238e-04,6.2888398356e-06,9.0191763419e-01,2.1688729745e-01,6.5149377894e-03,3.9393493811e+00,5.3597602593e+00,4.6579235850e+00,1.6278398958e-02,3.3502155746e-02,2.9656176040e-02,1.6251556815e-02,3.3476018918e-02,2.9655807682e-02,-6.1420676918e-05,4.1254363990e-05,4.3860530051e-07,6.1420676918e-05,-4.1015039196e+00,-3.3620692808e+00,-3.4887104522e+00,-4.1031815090e+00,-3.3628767813e+00,-3.4887257871e+00,1.7804653998e-05,2.8041540228e-03,3.4852397137e-02,3.4852362361e-02,-3.4775241887e-08,-9.9778622834e-07,0,0,317130,0,0,2.7722797891e-06,2.7266087353e-04,1.4505779423e-07,1.6883973545e-05,9.9999722772e-01,9.9782473970e-01,1.4325577825e-04,1.9087351104e-02,1.9230606882e-02,3.1307195074e-08,9.6003323390e-06,9.6316395340e-06,4.7495061735e-04,1.4325577825e+00
244,2.4400000000e-02,1.0000000000e-04,-1.0000000000e-06,9.9782488476e-01,5.8140011738e-03,-1.0000000000e-06,9.9782313804e-01,5.8140961363e-03,-5.1414865482e-06,2.3012461056e-05,9.4962528188e-08,1.2673935613e-07,2.3012461056e-05,1.3491513681e-06,9.8348433883e-01,6.7814579716e-02,4.8918547454e-03,0.0000000000e+00,1.0000000000e+00,5.2088903810e-03,0.0000000000e+00,1.0000000000e+00,5.2093720044e-03,-5.6004463963e-06,1.2341019773e-04,4.8162338784e-07,4.9963104670e-07,1.2341019773e-04,6.2887033902e-06,9.0164636683e-01,2.1693476924e-01,6.5149377894e-03,3.9421933483e+00,5.3627553102e+00,4.6612289317e+00,1.6251556815e-02,3.3476018918e-02,2.9655807682e-02,1.6225125179e-02,3.3449581828e-02,2.9655440003e-02,-6.1210836549e-05,4.1598314974e-05,4.3733169024e-07,6.1210836549e-05,-4.1031815090e+00,-3.3628767813e+00,-3.4887257871e+00,-4.1048361074e+00,-3.3636941779e+00,-3.4887410872e+00,1.7748372010e-05,2.7996423462e-03,3.4852362361e-02,3.4852327586e-02,-3.4775621917e-08,-9.9779812789e-07,0,0,317226,0,0,2.7828847988e-06,2.7344103929e-04,1.4535561953e-07,1.6895061168e-05,9.9999721712e-01,9.9782299268e-01,1.4325577825e-04,1.9087351104e-02,1.9230606882e-02,3.1307195074e-08,9.6003323390e-06,9.6316395340e-06,4.7495061735e-04,1.4325577825e+00
245,2.4500000000e-02,1.0000000000e-04,-1.0000000000e-06,9.9782313804e-01,5.8140961363e-03,-1.0000000000e-06,9.9782139212e-01,5.8141910124e-03,-5.1355732594e-06,2.2998162168e-05,9.4876007082e-08,1.2664393729e-07,2.2998162168e-05,1.3481767893e-06,9.8434787326e-01,6.7828143084e-02,4.8918547454e-03,0.0000000000e+00,1.0000000000e+00,5.2093720044e-03,0.0000000000e+00,1.0000000000e+00,5.2098536553e-03,-5.5977711846e-06,1.2340256221e-04,4.8165090371e-07,4.9962289443e-07,1.2340256221e-04,6.2885881133e-06,9.0149038809e-01,2.1709752966e-01,6.5420645255e-03,3.9450991902e+00,5.3657575465e+00,4.6645129652e+00,1.6225125179e-02,3.3449581828e-02,2.9655440003e-02,1.6199105760e-02,3.3422858572e-02,2.9655073001e-02,-6.0996019335e-05,4.1935112572e-05,4.3605476615e-07,6.0996019335e-05,-4.1048361074e+00,-3.3636941779e+00,-3.4887410872e+00,-4.1064674926e+00,-3.3645210564e+00,-3.4887563524e+00,1.7691969098e-05,2.7948633690e-03,3.4852327586e-02,3.4852292814e-02,-3.4771441185e-08,-9.9767916789e-07,0,0,316386,0,0,2.7935075185e-06,2.7414965223e-04,1.4565361213e-07,1.6906528791e-05,9.9999720649e-01,9.9782124647e-01,1.4325577825e-04,1.9087351104e-02,1.9230606882e-02,3.1307195074e-08,9.6003323390e-06,9.6316395340e-06,4.7495061735e-04,1.4325577825e+00
246,2.4600000000e-02,1.0000000000e-04,-1.0000000000e-06,9.9782139212e-01,5.8141910124e-03,-1.0000000000e-06,9.9781964703e-01,5.8142858051e-03,-5.1295986704e-06,2.2983886412e-05,9.4792716711e-08,1.2654736328e-07,2.2983886412e-05,1.3472141308e-06,9.8405852141e-01,6.7746762876e-02,4.8918547454e-03,0.0000000000e+00,1.0000000000e+00,5.2098536553e-03,0.0000000000e+00,1.0000000000e+00,5.2103353371e-03,-5.5950498246e-06,1.2339523021e-04,4.8168183840e-07,4.9961615301e-07,1.2339523021e-04,6.2884933217e-06,9.0064945927e-01,2.1688051577e-01,6.5420645255e-03,3.9480566015e+00,5.3687713207e+00,4.6677756548e+00,1.6199105760e-02,3.3422858572e-02,2.9655073001e-02,1.6173500212e-02,3.3395862810e-02,2.9654706677e-02,-6.0776331152e-05,4.2264736070e-05,4.3477950225e-07,6.0776331152e-05,-4.1064674926e+00,-3.3645210564e+00,-3.4887563524e+00,-4.1080754467e+00,-3.3653570152e+00,-3.4887715829e+00,1.7635625560e-05,2.7898206577e-03,3.4852292814e-02,3.4852258052e-02,-3.4762698213e-08,-9.9742930539e-07,0,0,316060,0,0,2.8041487065e-06,2.7481305925e-04,1.4595176079e-07,1.6918375335e-05,9.9999719585e-01,9.9781950108e-01,1.4325577825e-04,1.9087351104e-02,1.9230606882e-02,3.1307195074e-08,9.6003323390e-06,9.6316395340e-06,4.7495061735e-04,1.4325577825e+00
247,2.4700000000e-02,1.0000000000e-04,-1.0000000000e-06,9.9781964703e-01,5.8142858051e-03,-1.0000000000e-06,9.9781790278e-01,5.8143805152e-03,-5.1240635331e-06,2.2969626649e-05,9.4710120182e-08,1.2645669469e-07,2.2969626649e-05,1.3462633370e-06,9.8405400029e-01,6.7773889612e-02,4.8918547454e-03,0.0000000000e+00,1.0000000000e+00,5.2103353371e-03,0.0000000000e+00,1.0000000000e+00,5.2108170893e-03,-5.5932094091e-06,1.2338807144e-04,4.8175221706e-07,4.9957864727e-07,1.2338807144e-04,6.2884168941e-06,9.0113774052e-01,2.1664993851e-01,6.5420645255e-03,3.9505907416e+00,5.3717926428e+00,4.6710154849e+00,1.6173500212e-02,3.3395862810e-02,2.9654706677e-02,1.6148310127e-02,3.3368607750e-02,2.9654341030e-02,-6.0551877101e-05,4.2587167809e-05,4.3349943815e-07,6.0551877101e-05,-4.1080754467e+00,-3.3653570152e+00,-3.4887715829e+00,-4.1096597560e+00,-3.3662016656e+00,-3.4887867785e+00,1.7579110031e-05,2.7845178982e-03,3.4852258052e-02,3.4852223302e-02,-3.4749536047e-08,-9.9705264422e-07,0,0,315832,0,0,2.8148102799e-06,2.7544719609e-04,1.4625032450e-07,1.6930595327e-05,9.9999718519e-01,9.9781775653e-01,1.4325577825e-04,1.9087351104e-02,1.9230606882e-02,3.1307195074e-08,9.6003323390e-06,9.6316395340e-06,4.7495061735e-04,1.4325577825e+00
248,2.4800000000e-02,1.0000000000e-04,-1.0000000000e-06,9.9781790278e-01,5.8143805152e-03,-1.0000000000e-06,9.9781615941e-01,5.8144751433e-03,-5.1184060529e-06,2.2955381706e-05,9.4628135493e-08,1.2636935097e-07,2.2955381706e-05,1.3453243584e-06,9.8527470341e-01,6.7692509404e-02,4.8918547454e-03,0.0000000000e+00,1.0000000000e+00,5.2108170893e-03,0.0000000000e+00,1.0000000000e+00,5.2112989346e-03,-5.5974916403e-06,1.2338037708e-04,4.8184528684e-07,4.9955618645e-07,1.2338037708e-04,6.2883569069e-06,9.0041888202e-01,2.1678557219e-01,6.5420645255e-03,3.9531435638e+00,5.3747909164e+00,4.6742310637e+00,1.6148310127e-02,3.3368607750e-02,2.9654341030e-02,1.6123537034e-02,3.3341106133e-02,2.9653976059e-02,-6.0322764136e-05,4.2902392768e-05,4.3221576466e-07,6.0322764136e-05,-4.1096597560e+00,-3.3662016656e+00,-3.4887867785e+00,-4.1112202114e+00,-3.3670546323e+00,-3.4888019394e+00,1.7522580981e-05,2.7789586366e-03,3.4852223302e-02,3.4852188570e-02,-3.4732138665e-08,-9.9655446266e-07,0,0,315892,0,0,2.8254955801e-06,2.7606229383e-04,1.4654940071e-07,1.6943175121e-05,9.9999717450e-01,9.9781601286e-01,1.4325577825e-04,1.9087351104e-02,1.9230606882e-02,3.1307195074e-08,9.6003323390e-06,9.6316395340e-06,4.7495061735e-04,1.4325577825e+00
249,2.4900000000e-02,1.0000000000e-04,-1.0000000000e-06,9.9781615941e-01,5.8144751433e-03,-1.0000000000e-06,9.9781441693e-01,5.8145696902e-03,-5.1126101714e-06,2.2941152163e-05,9.4546875485e-08,1.2628299969e-07,2.2941152163e-05,1.3443970695e-06,9.8556405527e-01,6.7617910880e-02,4.8918547454e-03,0.0000000000e+00,1.0000000000e+00,5.2112989346e-03,0.0000000000e+00,1.0000000000e+00,5.2117809189e-03,-5.5983019676e-06,1.2337287172e-04,4.8198428746e-07,4.9950977010e-07,1.2337287172e-04,6.2883128013e-06,9.0097498011e-01,2.1688051577e-01,6.5420645255e-03,3.9554791330e+00,5.3777975425e+00,4.6774222766e+00,1.6123537034e-02,3.3341106133e-02,2.9653976059e-02,1.6099182399e-02,3.3313370220e-02,2.9653611764e-02,-6.0089098084e-05,4.3210392459e-05,4.3093519550e-07,6.0089098084e-05,-4.1112202114e+00,-3.3670546323e+00,-3.4888019394e+00,-4.1127566088e+00,-3.3679155541e+00,-3.4888170655e+00,1.7466338583e-05,2.7731463459e-03,3.4852188570e-02,3.4852153859e-02,-3.4710496942e-08,-9.9593449841e-07,0,0,316126,0,0,2.8362099940e-06,2.7667013867e-04,1.4684907455e-07,1.6956111116e-05,9.9999716379e-01,9.9781427008e-01,1.4325577825e-04,1.9087351104e-02,1.9230606882e-02,3.1307195074e-08,9.6003323390e-06,9.6316395340e-06,4.7495061735e-04,1.4325577825e+00
250,2.5000000000e-02,1.0000000000e-04,-1.0000000000e-06,9.9781441693e-01,5.8145696902e-03,-1.0000000000e-06,9.9781267538e-01,5.8146641565e-03,-5.1066810667e-06,2.2926933006e-05,9.4466254077e-08,1.2619715004e-07,2.2926933006e-05,1.3434813525e-06,9.8705602575e-01,6.7699291088e-02,4.8918547454e-03,0.0000000000e+00,1.0000000000e+00,5.2117809189e-03,0.0000000000e+00,1.0000000000e+00,5.2122630257e-03,-5.5963602662e-06,1.2336555854e-04,4.8210678245e-07,4.9955826435e-07,1.2336555854e-04,6.2882891907e-06,9.0113774052e-01,2.1823685258e-01,6.5420645255e-03,3.9585542479e+00,5.3808138451e+00,4.6805928337e+00,1.6099182399e-02,3.3313370220e-02,2.9653611764e-02,1.6075247621e-02,3.3285411778e-02,2.9653248144e-02,-5.9850984911e-05,4.3511149160e-05,4.2965246086e-07,5.9850984911e-05,-4.1127566088e+00,-3.3679155541e+00,-3.4888170655e+00,-4.1142687489e+00,-3.3687840839e+00,-3.4888321568e+00,1.7410014944e-05,2.7670845534e-03,3.4852153859e-02,3.4852119175e-02,-3.4684726237e-08,-9.9519606096e-07,0,0,316678,0,0,2.8469694232e-06,2.7728932923e-04,1.4714923543e-07,1.6969405122e-05,9.9999715303e-01,9.9781252823e-01,1.4325577825e-04,1.9087351104e-02,1.9230606882e-02,3.1307195074e-08,9.6003323390e-06,9.6316395340e-06,4.7495061735e-04,1.4325577825e+00
251,2.5100000000e-02,1.0000000000e-04,-1.0000000000e-06,9.9781267538e-01,5.8146641565e-03,-1.0000000000e-06,9.9781093477e-01,5.8147585427e-03,-5.1006305142e-06,2.2912724537e-05,9.4386292673e-08,1.2611134732e-07,2.2912724537e-05,1.3425770943e-06,9.8658808955e-01,6.7780671296e-02,4.8918547454e-03,0.0000000000e+00,1.0000000000e+00,5.2122630257e-03,0.0000000000e+00,1.0000000000e+00,5.2127452296e-03,-5.5947798308e-06,1.2335879757e-04,4.8220388062e-07,4.9960819451e-07,1.2335879757e-04,6.2882897698e-06,9.0154464157e-01,2.1910490813e-01,6.5420645255e-03,3.9616434613e+00,5.3838554804e+00,4.6837457578e+00,1.6075247621e-02,3.3285411778e-02,2.9653248144e-02,1.6051734029e-02,3.3257242067e-02,2.9652885198e-02,-5.9608529374e-05,4.3804657891e-05,4.2837034598e-07,5.9608529374e-05,-4.1142687489e+00,-3.3687840839e+00,-3.4888321568e+00,-4.1157564375e+00,-3.3696598894e+00,-3.4888472134e+00,1.7353710864e-05,2.7607768287e-03,3.4852119175e-02,3.4852084520e-02,-3.4654656020e-08,-9.9433425687e-07,0,0,317287,0,0,2.8577753642e-06,2.7791860050e-04,1.4744973049e-07,1.6983059715e-05,9.9999714222e-01,9.9781078732e-01,1.4325577825e-04,1.9087351104e-02,1.9230606882e-02,3.1307195074e-08,9.6003323390e-06,9.6316395340e-06,4.7495061735e-04,1.4325577825e+00
252,2.5200000000e-02,1.0000000000e-04,-1.0000000000e-06,9.9781093477e-01,5.8147585427e-03,-1.0000000000e-06,9.9780919514e-01,5.8148528498e-03,-5.0944719755e-06,2.2898526332e-05,9.4307069371e-08,1.2602564716e-07,2.2898526332e-05,1.3416841837e-06,9.8601842810e-01,6.7807798032e-02,4.8918547454e-03,0.0000000000e+00,1.0000000000e+00,5.2127452296e-03,0.0000000000e+00,1.0000000000e+00,5.2132275104e-03,-5.5937646456e-06,1.2335245256e-04,4.8228082042e-07,4.9964819672e-07,1.2335245256e-04,6.2883114262e-06,9.0187694408e-01,2.1983733001e-01,6.5420645255e-03,3.9646548777e+00,5.3869166412e+00,4.6868790007e+00,1.6051734029e-02,3.3257242067e-02,2.9652885198e-02,1.6028642884e-02,3.3228871838e-02,2.9652522924e-02,-5.9361836622e-05,4.4090914036e-05,4.2708988741e-07,5.9361836622e-05,-4.1157564375e+00,-3.3696598894e+00,-3.4888472134e+00,-4.1172194860e+00,-3.3705426534e+00,-3.4888622353e+00,1.7297467034e-05,2.7542267390e-03,3.4852084520e-02,3.4852049900e-02,-3.4620393732e-08,-9.9335216843e-07,0,0,317851,0,0,2.8686228372e-06,2.7855206010e-04,1.4775044883e-07,1.6997077352e-05,9.9999713138e-01,9.9780904739e-01,1.4325577825e-04,1.9087351104e-02,1.9230606882e-02,3.1307195074e-08,9.6003323390e-06,9.6316395340e-06,4.7495061735e-04,1.4325577825e+00
253,2.5300000000e-02,1.0000000000e-04,-1.0000000000e-06,9.9780919514e-01,5.8148528498e-03,-1.0000000000e-06,9.9780745651e-01,5.8149470784e-03,-5.0882181150e-06,2.2884336423e-05,9.4228632511e-08,1.2594027233e-07,2.2884336423e-05,1.3408025109e-06,9.8580819589e-01,6.7807798032e-02,4.8918547454e-03,0.0000000000e+00,1.0000000000e+00,5.2132275104e-03,0.0000000000e+00,1.0000000000e+00,5.2137098623e-03,-5.5932270242e-06,1.2334650208e-04,4.8235186487e-07,4.9968686838e-07,1.2334650208e-04,6.2883528509e-06,9.0208039460e-01,2.2052906178e-01,6.5420645255e-03,3.9676495782e+00,5.3899968870e+00,4.6899918516e+00,1.6028642884e-02,3.3228871838e-02,2.9652522924e-02,1.6005975372e-02,3.3200311318e-02,2.9652161323e-02,-5.9111011795e-05,4.4369913742e-05,4.2580752572e-07,5.9111011795e-05,-4.1172194860e+00,-3.3705426534e+00,-3.4888622353e+00,-4.1186577112e+00,-3.3714320739e+00,-3.4888772225e+00,1.7241154444e-05,2.7474378468e-03,3.4852049900e-02,3.4852015318e-02,-3.4582016070e-08,-9.9225199579e-07,0,0,318415,0,0,2.8795077023e-06,2.7918381314e-04,1.4805130245e-07,1.7011460276e-05,9.9999712049e-01,9.9780730846e-01,1.4325577825e-04,1.9087351104e-02,1.9230606882e-02,3.1307195074e-08,9.6003323390e-06,9.6316395340e-06,4.7495061735e-04,1.4325577825e+00
254,2.5400000000e-02,1.0000000000e-04,-1.0000000000e-06,9.9780745651e-01,5.8149470784e-03,-1.0000000000e-06,9.9780571891e-01,5.8150412295e-03,-5.0818798550e-06,2.2870152888e-05,9.4151014208e-08,1.2585538903e-07,2.2870152888e-05,1.3399319664e-06,9.8647280093e-01,6.7834924769e-02,4.8918547454e-03,0.0000000000e+00,1.0000000000e+00,5.2137098623e-03,0.0000000000e+00,1.0000000000e+00,5.2141923249e-03,-5.5928005317e-06,1.2334096365e-04,4.8246264066e-07,4.9963559786e-07,1.2334096365e-04,6.2883969775e-06,9.0258223922e-01,2.2088170935e-01,6.5420645255e-03,3.9699181872e+00,5.3930974686e+00,4.6930718388e+00,1.6005975372e-02,3.3200311318e-02,2.9652161323e-02,1.5983732607e-02,3.3171570210e-02,2.9651800392e-02,-5.8856160339e-05,4.4641654818e-05,4.2452538814e-07,5.8856160339e-05,-4.1186577112e+00,-3.3714320739e+00,-3.4888772225e+00,-4.1200709358e+00,-3.3723278644e+00,-3.4888921752e+00,1.7184853059e-05,2.7404137137e-03,3.4852015318e-02,3.4851980778e-02,-3.4539632751e-08,-9.9103688657e-07,0,0,318709,0,0,2.9125766308e-06,2.9536728955e-04,1.4835221883e-07,1.7026210253e-05,9.9999708742e-01,9.9780557056e-01,1.4325577825e-04,1.9087351104e-02,1.9230606882e-02,3.1307195074e-08,9.6003323390e-06,9.6316395340e-06,4.7495061735e-04,1.4325577825e+00
255,2.5500000000e-02,1.0000000000e-04,-1.0000000000e-06,9.9780571891e-01,5.8150412295e-03,-1.0000000000e-06,9.9780398238e-01,5.8151353039e-03,-5.0754662388e-06,2.2855973944e-05,9.4074444155e-08,1.2577094613e-07,2.2855973944e-05,1.3390724406e-06,9.8593026620e-01,6.7916304977e-02,4.8918547454e-03,0.0000000000e+00,1.0000000000e+00,5.2141923249e-03,0.0000000000e+00,1.0000000000e+00,5.2146749395e-03,-5.5452710057e-06,1.2333600326e-04,4.8261462196e-07,4.9962220849e-07,1.2333600326e-04,6.2884547693e-06,9.0341638636e-01,2.2133608218e-01,6.5420645255e-03,3.9724771409e+00,5.3962261056e+00,4.6961273929e+00,1.5983732607e-02,3.3171570210e-02,2.9651800392e-02,1.5961915618e-02,3.3142657471e-02,2.9651440131e-02,-5.8597387587e-05,4.4906160532e-05,4.2324449208e-07,5.8597387587e-05,-4.1200709358e+00,-3.3723278644e+00,-3.4888921752e+00,-4.1214589890e+00,-3.3732297607e+00,-3.4889070932e+00,1.7128583502e-05,2.7331576169e-03,3.4851980778e-02,3.4851946284e-02,-3.4493693450e-08,-9.8971974276e-07,0,0,319897,0,0,2.9236598890e-06,2.9655981945e-04,1.4865337159e-07,1.7041328525e-05,9.9999707634e-01,9.9780383372e-01,1.4325577825e-04,1.9087351104e-02,1.9230606882e-02,3.1307195074e-08,9.6003323390e-06,9.6316395340e-06,4.7495061735e-04,1.4325577825e+00
