step,time_code,dt,phi_min_before,phi_max_before,phi_mean_before,phi_min_after,phi_max_after,phi_mean_after,dphi_min,dphi_max,dphi_mean,dphi_abs_mean,dphi_abs_max,dphi_l2,dphi_nonzero_fraction_abs_gt_1e-12,dphi_nonzero_fraction_abs_gt_1e-8,dphi_nonzero_fraction_abs_gt_1e-5,eta_min_before,eta_max_before,eta_mean_before,eta_min_after,eta_max_after,eta_mean_after,deta_min,deta_max,deta_mean,deta_abs_mean,deta_abs_max,deta_l2,deta_nonzero_fraction_abs_gt_1e-12,deta_nonzero_fraction_abs_gt_1e-8,deta_nonzero_fraction_abs_gt_1e-5,deta_abs_mean_over_dphi_abs_mean,deta_abs_max_over_dphi_abs_max,deta_l2_over_dphi_l2,xB_min_before,xB_max_before,xB_mean_before,xB_min_after,xB_max_after,xB_mean_after,dxB_min,dxB_max,dxB_abs_mean,dxB_abs_max,Y_min_before,Y_max_before,Y_mean_before,Y_min_after,Y_max_after,Y_mean_after,dY_abs_mean,dY_abs_max,xBtot_mean_before,xBtot_mean_after,xBtot_delta,xBtot_rel_delta,xB_clip_low_count,xB_clip_high_count,phi_out_of_bounds_count,eta_out_of_bounds_count,nan_inf_flag,eta_far_field_mean,eta_far_field_max,phi_far_field_mean,phi_far_field_max,eta_max_minus_far,phi_max_minus_far,S_phi_W,S_phi_grad,S_phi_total,S_eta_W,S_eta_grad,S_eta_total,gp_L_eta,L_phi
75,7.5000000000e-03,1.0000000000e-04,-1.0000000000e-06,9.9817517591e-01,5.7958142516e-03,-1.0000000000e-06,9.9817270728e-01,5.7959391868e-03,-5.2717231966e-06,2.9024159961e-05,1.2493521205e-07,1.5951947426e-07,2.9024159961e-05,1.7403365504e-06,8.9776837384e-01,5.9690122251e-02,5.7915581597e-03,0.0000000000e+00,9.9980444487e-01,5.1263940715e-03,0.0000000000e+00,9.9980159136e-01,5.1268972311e-03,-5.9320206308e-06,1.3230917926e-04,5.0315959416e-07,5.2686219250e-07,1.3230917926e-04,6.7119598307e-06,9.3655508536e-01,1.4704499421e-01,6.7681206597e-03,3.3028079798e+00,4.5585877228e+00,3.8567022161e+00,2.3748260623e-02,3.0246386228e-02,2.9723704394e-02,2.3682919465e-02,3.0267941655e-02,2.9723335779e-02,-7.9896406941e-05,2.9913283344e-05,5.6421684638e-07,7.9896406941e-05,-3.7162111920e+00,-3.4676653190e+00,-3.4858891412e+00,-3.7190333206e+00,-3.4669306836e+00,-3.4859038327e+00,2.1891366405e-05,3.3354463082e-03,3.4851726197e-02,3.4851826783e-02,1.0058602227e-07,2.8861130637e-06,0,0,316627,0,0,1.4094636645e-06,2.3179797103e-04,1.2228000716e-07,1.7899497719e-05,9.9980018189e-01,9.9817258500e-01,1.4325577825e-04,1.9087351104e-02,1.9230606882e-02,3.1307195074e-08,9.6003323390e-06,9.6316395340e-06,4.7495061735e-04,1.4325577825e+00
76,7.6000000000e-03,1.0000000000e-04,-1.0000000000e-06,9.9817270728e-01,5.7959391868e-03,-1.0000000000e-06,9.9817023800e-01,5.7960638836e-03,-5.2737504389e-06,2.8957413446e-05,1.2469680298e-07,1.5925844772e-07,2.8957413446e-05,1.7368316878e-06,9.0450484664e-01,5.9581615307e-02,5.7915581597e-03,0.0000000000e+00,9.9980159136e-01,5.1268972311e-03,0.0000000000e+00,9.9979874797e-01,5.1274001356e-03,-5.9216463886e-06,1.3219532846e-04,5.0290456185e-07,5.2657018126e-07,1.3219532846e-04,6.7068329258e-06,9.3897840712e-01,1.4909306279e-01,6.7681206597e-03,3.3063877539e+00,4.5651635533e+00,3.8615330277e+00,2.3682919465e-02,3.0267941655e-02,2.9723335779e-02,2.3617333412e-02,3.0288733495e-02,2.9722965122e-02,-8.0245304149e-05,3.0080663352e-05,5.6609931871e-07,8.0245304149e-05,-3.7190333206e+00,-3.4669306836e+00,-3.4859038327e+00,-3.7218736769e+00,-3.4662225523e+00,-3.4859186246e+00,2.1983500184e-05,3.3362386786e-03,3.4851826783e-02,3.4851925278e-02,9.8495094018e-08,2.8261099377e-06,0,0,316771,0,0,1.4136113283e-06,2.3061541632e-04,1.2229774749e-07,1.7883520236e-05,9.9979733436e-01,9.9817011570e-01,1.4325577825e-04,1.9087351104e-02,1.9230606882e-02,3.1307195074e-08,9.6003323390e-06,9.6316395340e-06,4.7495061735e-04,1.4325577825e+00
77,7.7000000000e-03,1.0000000000e-04,-1.0000000000e-06,9.9817023800e-01,5.7960638836e-03,-1.0000000000e-06,9.9816776819e-01,5.7961883415e-03,-5.2758382665e-06,2.8890898482e-05,1.2445787383e-07,1.5899708567e-07,2.8890898482e-05,1.7333279314e-06,9.0946225767e-01,5.9717248987e-02,5.7915581597e-03,0.0000000000e+00,9.9979874797e-01,5.1274001356e-03,0.0000000000e+00,9.9979591452e-01,5.1279027662e-03,-5.9119024295e-06,1.3208227967e-04,5.0263059092e-07,5.2631434551e-07,1.3208227967e-04,6.7017242444e-06,9.4061957465e-01,1.5116147642e-01,6.7681206597e-03,3.3102137897e+00,4.5717608871e+00,3.8663914214e+00,2.3617333412e-02,3.0288733495e-02,2.9722965122e-02,2.3551617353e-02,3.0308714309e-02,2.9722592476e-02,-8.0559235108e-05,3.0208035660e-05,5.6785821500e-07,8.0559235108e-05,-3.7218736769e+00,-3.4662225523e+00,-3.4859186246e+00,-3.7247273939e+00,-3.4655424865e+00,-3.4859335147e+00,2.2070922350e-05,3.3528785718e-03,3.4851925278e-02,3.4852021701e-02,9.6423066906e-08,2.7666496510e-06,0,0,316987,0,0,1.4178410700e-06,2.2943693457e-04,1.2231355830e-07,1.7867564123e-05,9.9979449667e-01,9.9816764587e-01,1.4325577825e-04,1.9087351104e-02,1.9230606882e-02,3.1307195074e-08,9.6003323390e-06,9.6316395340e-06,4.7495061735e-04,1.4325577825e+00
78,7.8000000000e-03,1.0000000000e-04,-1.0000000000e-06,9.9816776819e-01,5.7961883415e-03,-1.0000000000e-06,9.9816529798e-01,5.7963125600e-03,-5.2779788692e-06,2.8824622224e-05,1.2421845043e-07,1.5873535549e-07,2.8824622224e-05,1.7298259236e-06,9.1105143229e-01,5.9825755932e-02,5.7915581597e-03,0.0000000000e+00,9.9979591452e-01,5.1279027662e-03,0.0000000000e+00,9.9979309111e-01,5.1284051296e-03,-5.9026303219e-06,1.3196985321e-04,5.0236338153e-07,5.2604865183e-07,1.3196985321e-04,6.6966336269e-06,9.4178150318e-01,1.5318241826e-01,6.7681206597e-03,3.3139980076e+00,4.5783723437e+00,3.8712760257e+00,2.3551617353e-02,3.0308714309e-02,2.9722592476e-02,2.3486400018e-02,3.0327838300e-02,2.9722217894e-02,-8.0838380683e-05,3.0295365755e-05,5.6953347386e-07,8.0838380683e-05,-3.7247273939e+00,-3.4655424865e+00,-3.4859335147e+00,-3.7275671465e+00,-3.4648919902e+00,-3.4859485010e+00,2.2155083346e-05,3.3752755429e-03,3.4852021701e-02,3.4852116071e-02,9.4370092477e-08,2.7077365349e-06,0,0,317227,0,0,1.4221635490e-06,2.2826184873e-04,1.2232746201e-07,1.7851677317e-05,9.9979166894e-01,9.9816517565e-01,1.4325577825e-04,1.9087351104e-02,1.9230606882e-02,3.1307195074e-08,9.6003323390e-06,9.6316395340e-06,4.7495061735e-04,1.4325577825e+00
79,7.9000000000e-03,1.0000000000e-04,-1.0000000000e-06,9.9816529798e-01,5.7963125600e-03,-1.0000000000e-06,9.9816282752e-01,5.7964365386e-03,-5.2801661159e-06,2.8758591147e-05,1.2397862127e-07,1.5847336082e-07,2.8758591147e-05,1.7263262893e-06,9.1351996528e-01,6.0286910446e-02,5.7915581597e-03,0.0000000000e+00,9.9979309111e-01,5.1284051296e-03,0.0000000000e+00,9.9979027757e-01,5.1289072409e-03,-5.8939330232e-06,1.3185804029e-04,5.0211126533e-07,5.2577949248e-07,1.3185804029e-04,6.6915620723e-06,9.4347692419e-01,1.5547462746e-01,6.7681206597e-03,3.3177783934e+00,4.5849965184e+00,3.8761861612e+00,2.3486400018e-02,3.0327838300e-02,2.9722217894e-02,2.3421694566e-02,3.0346061394e-02,2.9721841428e-02,-8.1082976181e-05,3.0997806970e-05,5.7113073968e-07,8.1082976181e-05,-3.7275671465e+00,-3.4648919902e+00,-3.4859485010e+00,-3.7303922259e+00,-3.4642725073e+00,-3.4859635815e+00,2.2236162599e-05,3.3964065466e-03,3.4852116071e-02,3.4852208407e-02,9.2336239738e-08,2.6493725531e-06,0,0,317755,0,0,1.4265862411e-06,2.2708975755e-04,1.2233952552e-07,1.7835900589e-05,9.9978885099e-01,9.9816270518e-01,1.4325577825e-04,1.9087351104e-02,1.9230606882e-02,3.1307195074e-08,9.6003323390e-06,9.6316395340e-06,4.7495061735e-04,1.4325577825e+00
80,8.0000000000e-03,1.0000000000e-04,-1.0000000000e-06,9.9816282752e-01,5.7964365386e-03,-1.0000000000e-06,9.9816035697e-01,5.7965602770e-03,-5.2823945339e-06,2.8692810939e-05,1.2373844346e-07,1.5821121434e-07,2.8692810939e-05,1.7228296359e-06,9.1684299045e-01,6.0558177807e-02,5.7915581597e-03,0.0000000000e+00,9.9979027757e-01,5.1289072409e-03,0.0000000000e+00,9.9978747399e-01,5.1294091159e-03,-5.8869763568e-06,1.3174410531e-04,5.0187505167e-07,5.2549750009e-07,1.3174410531e-04,6.6865103732e-06,9.4418221933e-01,1.5662073206e-01,6.7681206597e-03,3.3214933738e+00,4.5915370785e+00,3.8811210545e+00,2.3421694566e-02,3.0346061394e-02,2.9721841428e-02,2.3357513459e-02,3.0363341307e-02,2.9721463128e-02,-8.1293306927e-05,3.1676122139e-05,5.7261640921e-07,8.1293306927e-05,-3.7303922259e+00,-3.4642725073e+00,-3.4859635815e+00,-3.7332019473e+00,-3.4636854199e+00,-3.4859787540e+00,2.2312997416e-05,3.4162673030e-03,3.4852208407e-02,3.4852298729e-02,9.0321568787e-08,2.5915594137e-06,0,0,317995,0,0,1.4311171934e-06,2.2592052377e-04,1.2234982902e-07,1.7820293686e-05,9.9978604287e-01,9.9816023462e-01,1.4325577825e-04,1.9087351104e-02,1.9230606882e-02,3.1307195074e-08,9.6003323390e-06,9.6316395340e-06,4.7495061735e-04,1.4325577825e+00
81,8.1000000000e-03,1.0000000000e-04,-1.0000000000e-06,9.9816035697e-01,5.7965602770e-03,-1.0000000000e-06,9.9815788644e-01,5.7966837749e-03,-5.2846578905e-06,2.8627287091e-05,1.2349790960e-07,1.5794889291e-07,2.8627287091e-05,1.7193365538e-06,9.1757654261e-01,6.0693811487e-02,5.7915581597e-03,0.0000000000e+00,9.9978747399e-01,5.1294091159e-03,0.0000000000e+00,9.9978467976e-01,5.1299107575e-03,-5.8785376679e-06,1.3162793259e-04,5.0164163038e-07,5.2520263797e-07,1.3162793259e-04,6.6814788437e-06,9.4467502170e-01,1.5748878762e-01,6.7681206597e-03,3.3251428882e+00,4.5979883520e+00,3.8860796793e+00,2.3357513459e-02,3.0363341307e-02,2.9721463128e-02,2.3293868474e-02,3.0379637611e-02,2.9721083046e-02,-8.1469712644e-05,3.2326501410e-05,5.7403589191e-07,8.1469712644e-05,-3.7332019473e+00,-3.4636854199e+00,-3.4859787540e+00,-3.7359956499e+00,-3.4631320473e+00,-3.4859940166e+00,2.2387274855e-05,3.4348556232e-03,3.4852298729e-02,3.4852387055e-02,8.8326192832e-08,2.5343003490e-06,0,0,318067,0,0,1.4357529637e-06,2.2475646783e-04,1.2235839355e-07,1.7804935136e-05,9.9978324401e-01,9.9815776409e-01,1.4325577825e-04,1.9087351104e-02,1.9230606882e-02,3.1307195074e-08,9.6003323390e-06,9.6316395340e-06,4.7495061735e-04,1.4325577825e+00
82,8.2000000000e-03,1.0000000000e-04,-1.0000000000e-06,9.9815788644e-01,5.7966837749e-03,-1.0000000000e-06,9.9815541614e-01,5.7968070321e-03,-5.2869492192e-06,2.8562025034e-05,1.2325721440e-07,1.5768659668e-07,2.8562025034e-05,1.7158476168e-06,9.1914424190e-01,6.0856571904e-02,5.7915581597e-03,0.0000000000e+00,9.9978467976e-01,5.1299107575e-03,0.0000000000e+00,9.9978189450e-01,5.1304121553e-03,-5.8689304248e-06,1.3151398141e-04,5.0139771004e-07,5.2491227319e-07,1.3151398141e-04,6.6764698649e-06,9.4551595052e-01,1.5860098380e-01,6.7681206597e-03,3.3288325340e+00,4.6045048014e+00,3.8910622363e+00,2.3293868474e-02,3.0379637611e-02,2.9721083046e-02,2.3230770721e-02,3.0394911784e-02,2.9720701229e-02,-8.1612583401e-05,3.2948187482e-05,5.7542084096e-07,8.1612583401e-05,-3.7359956499e+00,-3.4631320473e+00,-3.4859940166e+00,-3.7387726967e+00,-3.4626136442e+00,-3.4860093672e+00,2.2460173597e-05,3.4521712983e-03,3.4852387055e-02,3.4852473405e-02,8.6350163332e-08,2.4775968199e-06,0,0,318091,0,0,1.4404733751e-06,2.2359222993e-04,1.2236540209e-07,1.7789858676e-05,9.9978045402e-01,9.9815529377e-01,1.4325577825e-04,1.9087351104e-02,1.9230606882e-02,3.1307195074e-08,9.6003323390e-06,9.6316395340e-06,4.7495061735e-04,1.4325577825e+00
83,8.3000000000e-03,1.0000000000e-04,-1.0000000000e-06,9.9815541614e-01,5.7968070321e-03,-1.0000000000e-06,9.9815294620e-01,5.7969300487e-03,-5.2892450026e-06,2.8497027405e-05,1.2301652267e-07,1.5742479177e-07,2.8497027405e-05,1.7123633826e-06,9.1810664424e-01,6.1060022425e-02,5.7915581597e-03,0.0000000000e+00,9.9978189450e-01,5.1304121553e-03,0.0000000000e+00,9.9977911812e-01,5.1309133236e-03,-5.8584845790e-06,1.3140140197e-04,5.0116833492e-07,5.2461202533e-07,1.3140140197e-04,6.6714837069e-06,9.4556116175e-01,1.6014720775e-01,6.7681206597e-03,3.3324612941e+00,4.6110564484e+00,3.8960677241e+00,2.3230770721e-02,3.0394911784e-02,2.9720701229e-02,2.3168230660e-02,3.0409127258e-02,2.9720317726e-02,-8.1722354087e-05,3.3540493177e-05,5.7672784631e-07,8.1722354087e-05,-3.7387726967e+00,-3.4626136442e+00,-3.4860093672e+00,-3.7415324740e+00,-3.4621313997e+00,-3.4860248040e+00,2.2530058960e-05,3.4682159222e-03,3.4852473405e-02,3.4852557799e-02,8.4393616442e-08,2.4214527176e-06,0,0,318235,0,0,1.4453047166e-06,2.2242266788e-04,1.2237117665e-07,1.7775103879e-05,9.9977767281e-01,9.9815282383e-01,1.4325577825e-04,1.9087351104e-02,1.9230606882e-02,3.1307195074e-08,9.6003323390e-06,9.6316395340e-06,4.7495061735e-04,1.4325577825e+00
84,8.4000000000e-03,1.0000000000e-04,-1.0000000000e-06,9.9815294620e-01,5.7969300487e-03,-1.0000000000e-06,9.9815047688e-01,5.7970528243e-03,-5.2915439633e-06,2.8432299752e-05,1.2277564555e-07,1.5716296469e-07,2.8432299752e-05,1.7088843933e-06,9.1202121311e-01,6.1195656105e-02,5.7915581597e-03,0.0000000000e+00,9.9977911812e-01,5.1309133236e-03,0.0000000000e+00,9.9977635085e-01,5.1314142754e-03,-5.8504040203e-06,1.3128998140e-04,5.0095179017e-07,5.2431419763e-07,1.3128998140e-04,6.6665213618e-06,9.4587311921e-01,1.6109664352e-01,6.7681206597e-03,3.3361180139e+00,4.6176349627e+00,3.9010955849e+00,2.3168230660e-02,3.0409127258e-02,2.9720317726e-02,2.3106258112e-02,3.0422249461e-02,2.9719932586e-02,-8.1799501956e-05,3.4102799606e-05,5.7799543265e-07,8.1799501956e-05,-3.7415324740e+00,-3.4621313997e+00,-3.4860248040e+00,-3.7442743918e+00,-3.4616864371e+00,-3.4860403249e+00,2.2598348170e-05,3.4829928417e-03,3.4852557799e-02,3.4852640255e-02,8.2456550476e-08,2.3658679788e-06,0,0,318115,0,0,1.4502500525e-06,2.2124908334e-04,1.2237578485e-07,1.7760505064e-05,9.9977490060e-01,9.9815035451e-01,1.4325577825e-04,1.9087351104e-02,1.9230606882e-02,3.1307195074e-08,9.6003323390e-06,9.6316395340e-06,4.7495061735e-04,1.4325577825e+00
85,8.5000000000e-03,1.0000000000e-04,-1.0000000000e-06,9.9815047688e-01,5.7970528243e-03,-1.0000000000e-06,9.9814800843e-01,5.7971753591e-03,-5.2938633058e-06,2.8367847260e-05,1.2253474522e-07,1.5690083812e-07,2.8367847260e-05,1.7054111746e-06,9.0509259259e-01,6.1358416522e-02,5.7915581597e-03,0.0000000000e+00,9.9977635085e-01,5.1314142754e-03,0.0000000000e+00,9.9977359265e-01,5.1319149971e-03,-5.8431259271e-06,1.3117941121e-04,5.0072173421e-07,5.2402835881e-07,1.3117941121e-04,6.6615845817e-06,9.4705313223e-01,1.6326678241e-01,6.7681206597e-03,3.3398697233e+00,4.6242286210e+00,3.9061457323e+00,2.3106258112e-02,3.0422249461e-02,2.9719932586e-02,2.3044862278e-02,3.0449718041e-02,2.9719545856e-02,-8.1844552906e-05,3.4634555737e-05,5.7922508147e-07,8.1844552906e-05,-3.7442743918e+00,-3.4616864371e+00,-3.4860403249e+00,-3.7469978827e+00,-3.4607556028e+00,-3.4860559280e+00,2.2665054305e-05,3.4965074788e-03,3.4852640255e-02,3.4852720794e-02,8.0539027204e-08,2.3108443611e-06,0,0,317971,0,0,1.4552878066e-06,2.2007261601e-04,1.2237942156e-07,1.7746032773e-05,9.9977213736e-01,9.9814788605e-01,1.4325577825e-04,1.9087351104e-02,1.9230606882e-02,3.1307195074e-08,9.6003323390e-06,9.6316395340e-06,4.7495061735e-04,1.4325577825e+00
86,8.6000000000e-03,1.0000000000e-04,-1.0000000000e-06,9.9814800843e-01,5.7971753591e-03,-1.0000000000e-06,9.9814554109e-01,5.7972976529e-03,-5.2961881059e-06,2.8303672871e-05,1.2229383370e-07,1.5663859000e-07,2.8303672871e-05,1.7019442370e-06,9.0022786458e-01,6.1507613571e-02,5.7915581597e-03,0.0000000000e+00,9.9977359265e-01,5.1319149971e-03,0.0000000000e+00,9.9977084367e-01,5.1324154637e-03,-5.8364950867e-06,1.3106975626e-04,5.0046657919e-07,5.2374785355e-07,1.3106975626e-04,6.6566739786e-06,9.4783076534e-01,1.6462311921e-01,6.7681206597e-03,3.3436706341e+00,4.6308391444e+00,3.9112174381e+00,2.3044862278e-02,3.0449718041e-02,2.9719545856e-02,2.2979559341e-02,3.0479293467e-02,2.9719157581e-02,-8.1858069797e-05,3.5135276178e-05,5.8032957679e-07,8.1858069797e-05,-3.7469978827e+00,-3.4607556028e+00,-3.4860559280e+00,-3.7499024772e+00,-3.4597542821e+00,-3.4860716114e+00,2.2726952271e-05,3.5087668894e-03,3.4852720794e-02,3.4852799436e-02,7.8641117923e-08,2.2563838957e-06,0,0,318079,0,0,1.4604017627e-06,2.1889363904e-04,1.2238225083e-07,1.7731675278e-05,9.9976938326e-01,9.9814541871e-01,1.4325577825e-04,1.9087351104e-02,1.9230606882e-02,3.1307195074e-08,9.6003323390e-06,9.6316395340e-06,4.7495061735e-04,1.4325577825e+00
87,8.7000000000e-03,1.0000000000e-04,-1.0000000000e-06,9.9814554109e-01,5.7972976529e-03,-1.0000000000e-06,9.9814307503e-01,5.7974197057e-03,-5.2985054099e-06,2.8239780673e-05,1.2205284792e-07,1.5637634416e-07,2.8239780673e-05,1.6984840760e-06,8.9248318142e-01,6.1995894821e-02,5.7915581597e-03,0.0000000000e+00,9.9977084367e-01,5.1324154637e-03,0.0000000000e+00,9.9976810408e-01,5.1329156704e-03,-5.8297867070e-06,1.3096095224e-04,5.0020665023e-07,5.2345931970e-07,1.3096095224e-04,6.6517904325e-06,9.4739673756e-01,1.6597945602e-01,6.7681206597e-03,3.3474329030e+00,4.6374635041e+00,3.9163101536e+00,2.2979559341e-02,3.0479293467e-02,2.9719157581e-02,2.2912641547e-02,3.0508607456e-02,2.9718767808e-02,-8.1840649552e-05,3.5604540453e-05,5.8133639036e-07,8.1840649552e-05,-3.7499024772e+00,-3.4597542821e+00,-3.4860716114e+00,-3.7528872722e+00,-3.4587627409e+00,-3.4860873732e+00,2.2785036874e-05,3.5197796887e-03,3.4852799436e-02,3.4852876198e-02,7.6762857966e-08,2.2024875823e-06,0,0,317755,0,0,1.4655917593e-06,2.1771293100e-04,1.2238432711e-07,1.7717593002e-05,9.9976663849e-01,9.9814295265e-01,1.4325577825e-04,1.9087351104e-02,1.9230606882e-02,3.1307195074e-08,9.6003323390e-06,9.6316395340e-06,4.7495061735e-04,1.4325577825e+00
88,8.8000000000e-03,1.0000000000e-04,-1.0000000000e-06,9.9814307503e-01,5.7974197057e-03,-1.0000000000e-06,9.9814061042e-01,5.7975415174e-03,-5.3008175044e-06,2.8176175916e-05,1.2181168814e-07,1.5611434416e-07,2.8176175916e-05,1.6950311725e-06,8.7913004557e-01,6.2077275029e-02,5.7915581597e-03,0.0000000000e+00,9.9976810408e-01,5.1329156704e-03,0.0000000000e+00,9.9976537389e-01,5.1334156152e-03,-5.8230823454e-06,1.3085288255e-04,4.9994481480e-07,5.2316318583e-07,1.3085288255e-04,6.6469336464e-06,9.4767704716e-01,1.6736291956e-01,6.7681206597e-03,3.3511538524e+00,4.6440965923e+00,3.9214226582e+00,2.2912641547e-02,3.0508607456e-02,2.9718767808e-02,2.2846214737e-02,3.0537623797e-02,2.9718376582e-02,-8.1792924003e-05,3.6041990928e-05,5.8228451360e-07,8.1792924003e-05,-3.7528872722e+00,-3.4587627409e+00,-3.4860873732e+00,-3.7558585987e+00,-3.4577821760e+00,-3.4861032116e+00,2.2840741355e-05,3.5295561369e-03,3.4852876198e-02,3.4852951103e-02,7.4904329295e-08,2.1491577587e-06,0,0,317851,0,0,1.4708416107e-06,2.1653125500e-04,1.2238555052e-07,1.7704087878e-05,9.9976390305e-01,9.9814048804e-01,1.4325577825e-04,1.9087351104e-02,1.9230606882e-02,3.1307195074e-08,9.6003323390e-06,9.6316395340e-06,4.7495061735e-04,1.4325577825e+00
89,8.9000000000e-03,1.0000000000e-04,-1.0000000000e-06,9.9814061042e-01,5.7975415174e-03,-1.0000000000e-06,9.9813814751e-01,5.7976630878e-03,-5.3031451797e-06,2.8112858859e-05,1.2157036972e-07,1.5585261381e-07,2.8112858859e-05,1.6915859936e-06,8.6437310113e-01,6.2321415654e-02,5.7915581597e-03,0.0000000000e+00,9.9976537389e-01,5.1334156152e-03,0.0000000000e+00,9.9976265275e-01,5.1339153467e-03,-5.8152512454e-06,1.3074562307e-04,4.9973151083e-07,5.2280838623e-07,1.3074562307e-04,6.6421010433e-06,9.4755497685e-01,1.6865822121e-01,6.7681206597e-03,3.3545050894e+00,4.6507409198e+00,3.9265524003e+00,2.2846214737e-02,3.0537623797e-02,2.9718376582e-02,2.2780287983e-02,3.0566306996e-02,2.9717983945e-02,-8.1715557070e-05,3.6447331421e-05,5.8314255963e-07,8.1715557070e-05,-3.7558585987e+00,-3.4577821760e+00,-3.4861032116e+00,-3.7588159112e+00,-3.4568137556e+00,-3.4861191245e+00,2.2892911476e-05,3.5381080666e-03,3.4852951103e-02,3.4853024168e-02,7.3065418472e-08,2.0963911566e-06,0,0,318043,0,0,1.4761828392e-06,2.1534528200e-04,1.2238576970e-07,1.7691042627e-05,9.9976117657e-01,9.9813802512e-01,1.4325577825e-04,1.9087351104e-02,1.9230606882e-02,3.1307195074e-08,9.6003323390e-06,9.6316395340e-06,4.7495061735e-04,1.4325577825e+00
90,9.0000000000e-03,1.0000000000e-04,-1.0000000000e-06,9.9813814751e-01,5.7976630878e-03,-1.0000000000e-06,9.9813568650e-01,5.7977844169e-03,-5.3054777589e-06,2.8049831531e-05,1.2132907495e-07,1.5559108680e-07,2.8049831531e-05,1.6881489911e-06,8.4997106481e-01,6.2402795862e-02,5.7915581597e-03,0.0000000000e+00,9.9976265275e-01,5.1339153467e-03,0.0000000000e+00,9.9975993960e-01,5.1344148709e-03,-5.8062684666e-06,1.3063930763e-04,4.9952419219e-07,5.2247488334e-07,1.3063930763e-04,6.6372957490e-06,9.4783302590e-01,1.6823775680e-01,6.7681206597e-03,3.3580000890e+00,4.6574007934e+00,3.9317002137e+00,2.2780287983e-02,3.0566306996e-02,2.9717983945e-02,2.2714869866e-02,3.0594622325e-02,2.9717589943e-02,-8.1609240859e-05,3.6820327085e-05,5.8392375809e-07,8.1609240859e-05,-3.7588159112e+00,-3.4568137556e+00,-3.4861191245e+00,-3.7617586818e+00,-3.4558586183e+00,-3.4861351103e+00,2.2942044355e-05,3.5454487608e-03,3.4853024168e-02,3.4853095414e-02,7.1246129545e-08,2.0441878788e-06,0,0,317947,0,0,1.4816135855e-06,2.1415187085e-04,1.2238499754e-07,1.7678386827e-05,9.9975845799e-01,9.9813556412e-01,1.4325577825e-04,1.9087351104e-02,1.9230606882e-02,3.1307195074e-08,9.6003323390e-06,9.6316395340e-06,4.7495061735e-04,1.4325577825e+00
91,9.1000000000e-03,1.0000000000e-04,-1.0000000000e-06,9.9813568650e-01,5.7977844169e-03,-1.0000000000e-06,9.9813322760e-01,5.7979055048e-03,-5.3077926089e-06,2.7987094535e-05,1.2108788283e-07,1.5532987181e-07,2.7987094535e-05,1.6847206039e-06,8.3716724537e-01,6.2511302807e-02,5.7915581597e-03,0.0000000000e+00,9.9975993960e-01,5.1344148709e-03,0.0000000000e+00,9.9975723425e-01,5.1349141767e-03,-5.7970369968e-06,1.3053344088e-04,4.9930583258e-07,5.2217360087e-07,1.3053344088e-04,6.6325193874e-06,9.4775164569e-01,1.6958053024e-01,6.7681206597e-03,3.3617075375e+00,4.6640583115e+00,3.9368660725e+00,2.2714869866e-02,3.0594622325e-02,2.9717589943e-02,2.2649968487e-02,3.0622535853e-02,2.9717194618e-02,-8.1474694555e-05,3.7160796098e-05,5.8466921616e-07,8.1474694555e-05,-3.7617586818e+00,-3.4558586183e+00,-3.4861351103e+00,-3.7646863990e+00,-3.4549178722e+00,-3.4861511671e+00,2.2989680957e-05,3.5515929491e-03,3.4853095414e-02,3.4853164861e-02,6.9446494909e-08,1.9925488420e-06,0,0,317719,0,0,1.4871213381e-06,2.1295211561e-04,1.2238329950e-07,1.7666088339e-05,9.9975574712e-01,9.9813310522e-01,1.4325577825e-04,1.9087351104e-02,1.9230606882e-02,3.1307195074e-08,9.6003323390e-06,9.6316395340e-06,4.7495061735e-04,1.4325577825e+00
92,9.2000000000e-03,1.0000000000e-04,-1.0000000000e-06,9.9813322760e-01,5.7979055048e-03,-1.0000000000e-06,9.9813077104e-01,5.7980263515e-03,-5.3100920008e-06,2.7924650646e-05,1.2084675908e-07,1.5506895212e-07,2.7924650646e-05,1.6813012575e-06,8.3307110822e-01,6.2782570168e-02,5.7915581597e-03,0.0000000000e+00,9.9975723425e-01,5.1349141767e-03,0.0000000000e+00,9.9975453704e-01,5.1354132534e-03,-5.7886267767e-06,1.3042789838e-04,4.9907668354e-07,5.2190104116e-07,1.3042789838e-04,6.6277743423e-06,9.4832808883e-01,1.7023157190e-01,6.7681206597e-03,3.3656062934e+00,4.6707083300e+00,3.9420504283e+00,2.2649968487e-02,3.0622535853e-02,2.9717194618e-02,2.2585591478e-02,3.0650014490e-02,2.9716798012e-02,-8.1312661726e-05,3.7468609813e-05,5.8539722262e-07,8.1312661726e-05,-3.7646863990e+00,-3.4549178722e+00,-3.4861511671e+00,-3.7675985687e+00,-3.4539925937e+00,-3.4861672931e+00,2.3036452513e-05,3.5565567333e-03,3.4853164861e-02,3.4853232527e-02,6.7666612369e-08,1.9414768397e-06,0,0,318079,0,0,1.4926998333e-06,2.1174819942e-04,1.2238066886e-07,1.7654060634e-05,9.9975304434e-01,9.9813064866e-01,1.4325577825e-04,1.9087351104e-02,1.9230606882e-02,3.1307195074e-08,9.6003323390e-06,9.6316395340e-06,4.7495061735e-04,1.4325577825e+00
