step,time_code,dt,phi_min_before,phi_max_before,phi_mean_before,phi_min_after,phi_max_after,phi_mean_after,dphi_min,dphi_max,dphi_mean,dphi_abs_mean,dphi_abs_max,dphi_l2,dphi_nonzero_fraction_abs_gt_1e-12,dphi_nonzero_fraction_abs_gt_1e-8,dphi_nonzero_fraction_abs_gt_1e-5,eta_min_before,eta_max_before,eta_mean_before,eta_min_after,eta_max_after,eta_mean_after,deta_min,deta_max,deta_mean,deta_abs_mean,deta_abs_max,deta_l2,deta_nonzero_fraction_abs_gt_1e-12,deta_nonzero_fraction_abs_gt_1e-8,deta_nonzero_fraction_abs_gt_1e-5,deta_abs_mean_over_dphi_abs_mean,deta_abs_max_over_dphi_abs_max,deta_l2_over_dphi_l2,xB_min_before,xB_max_before,xB_mean_before,xB_min_after,xB_max_after,xB_mean_after,dxB_min,dxB_max,dxB_abs_mean,dxB_abs_max,Y_min_before,Y_max_before,Y_mean_before,Y_min_after,Y_max_after,Y_mean_after,dY_abs_mean,dY_abs_max,xBtot_mean_before,xBtot_mean_after,xBtot_delta,xBtot_rel_delta,xB_clip_low_count,xB_clip_high_count,phi_out_of_bounds_count,eta_out_of_bounds_count,nan_inf_flag,eta_far_field_mean,eta_far_field_max,phi_far_field_mean,phi_far_field_max,eta_max_minus_far,phi_max_minus_far,S_phi_W,S_phi_grad,S_phi_total,S_eta_W,S_eta_grad,S_eta_total,gp_L_eta,L_phi
216,2.1600000000e-02,1.0000000000e-04,-1.0000000000e-06,9.9746070359e-01,5.7908808955e-03,-1.0000000000e-06,9.9745715178e-01,5.7907783709e-03,-3.2793475958e-05,3.7760114372e-06,-1.0252461180e-07,1.1242714517e-07,3.2793475958e-05,1.4267703429e-06,9.9053276910e-01,1.0778582538e-01,3.4292715567e-03,0.0000000000e+00,1.0000000000e+00,5.9490015959e-03,0.0000000000e+00,1.0000000000e+00,5.9512013276e-03,-2.5454615895e-04,6.4172262858e-04,2.1997316821e-06,3.0544241600e-06,6.4172262858e-04,3.1992579051e-05,8.8680917245e-01,7.4093401874e-01,2.3587827329e-02,2.7168030953e+01,1.9568606554e+01,2.2423075451e+01,2.8923565173e-03,5.0331162221e-02,2.9492944276e-02,2.8812447767e-03,5.0466847648e-02,2.9491858438e-02,-1.7243081746e-04,2.8559964917e-04,1.2303756169e-06,2.8559964917e-04,-5.8427871578e+00,-2.9374889195e+00,-3.4998922449e+00,-5.8466474605e+00,-2.9346538067e+00,-3.4999546951e+00,6.7478169901e-05,1.0280575024e-02,3.4898912330e-02,3.4898456363e-02,-4.5596757355e-07,-1.3065380641e-05,0,0,347084,0,0,3.1262214110e-05,2.8452869977e-03,3.0308491827e-07,5.3098141239e-05,9.9996873779e-01,9.9745684869e-01,1.4325577825e-04,1.9087351104e-02,1.9230606882e-02,3.1307195074e-07,9.6003323390e-05,9.6316395340e-05,4.7495061735e-03,1.4325577825e+00
217,2.1700000000e-02,1.0000000000e-04,-1.0000000000e-06,9.9745715178e-01,5.7907783709e-03,-1.0000000000e-06,9.9745364079e-01,5.7906753123e-03,-3.2900383495e-05,3.7261890916e-06,-1.0305860826e-07,1.1276626458e-07,3.2900383495e-05,1.4316506975e-06,9.9076786748e-01,1.0778130425e-01,3.4563982928e-03,0.0000000000e+00,1.0000000000e+00,5.9512013276e-03,0.0000000000e+00,1.0000000000e+00,5.9533976029e-03,-2.5488113579e-04,6.4125679679e-04,2.1962752943e-06,3.0548116348e-06,6.4125679679e-04,3.1994040804e-05,8.8672779225e-01,7.3840219003e-01,2.3669207538e-02,2.7089765243e+01,1.9490860855e+01,2.2347658448e+01,2.8812447767e-03,5.0466847648e-02,2.9491858438e-02,2.8706065610e-03,5.0600191794e-02,2.9490775574e-02,-1.7394467557e-04,2.8675468022e-04,1.2271673378e-06,2.8675468022e-04,-5.8466474605e+00,-2.9346538067e+00,-3.4999546951e+00,-5.8503571916e+00,-2.9318746374e+00,-3.5000166898e+00,6.7097854766e-05,1.0233741800e-02,3.4898456363e-02,3.4898001450e-02,-4.5491237482e-07,-1.3035315089e-05,0,0,347024,0,0,3.1474666400e-05,2.8704831403e-03,3.0481014734e-07,5.3517736583e-05,9.9996852533e-01,9.9745333598e-01,1.4325577825e-04,1.9087351104e-02,1.9230606882e-02,3.1307195074e-07,9.6003323390e-05,9.6316395340e-05,4.7495061735e-03,1.4325577825e+00
218,2.1800000000e-02,1.0000000000e-04,-1.0000000000e-06,9.9745364079e-01,5.7906753123e-03,-1.0000000000e-06,9.9745017103e-01,5.7905717323e-03,-3.3002733277e-05,3.6753741676e-06,-1.0358005479e-07,1.1310303413e-07,3.3002733277e-05,1.4363613163e-06,9.9018012153e-01,1.0803900825e-01,3.4563982928e-03,0.0000000000e+00,1.0000000000e+00,5.9533976029e-03,0.0000000000e+00,1.0000000000e+00,5.9555911177e-03,-2.5512381444e-04,6.4077687323e-04,2.1935148446e-06,3.0549901902e-06,6.4077687323e-04,3.1996834702e-05,8.8661928530e-01,7.3524192527e-01,2.3723461010e-02,2.7010682902e+01,1.9415872857e+01,2.2276313306e+01,2.8706065610e-03,5.0600191794e-02,2.9490775574e-02,2.8604363209e-03,5.0731134974e-02,2.9489695672e-02,-1.7541953022e-04,2.8785160633e-04,1.2240961317e-06,2.8785160633e-04,-5.8503571916e+00,-2.9318746374e+00,-3.5000166898e+00,-5.8539165709e+00,-2.9291522484e+00,-3.5000782301e+00,6.6744275668e-05,1.0185748420e-02,3.4898001450e-02,3.4897547727e-02,-4.5372389809e-07,-1.3001429286e-05,0,0,346936,0,0,3.1687602298e-05,2.8958299435e-03,3.0652891342e-07,5.3934855818e-05,9.9996831240e-01,9.9744986450e-01,1.4325577825e-04,1.9087351104e-02,1.9230606882e-02,3.1307195074e-07,9.6003323390e-05,9.6316395340e-05,4.7495061735e-03,1.4325577825e+00
219,2.1900000000e-02,1.0000000000e-04,-1.0000000000e-06,9.9745017103e-01,5.7905717323e-03,-1.0000000000e-06,9.9744674300e-01,5.7904676418e-03,-3.3100538199e-05,3.6235697863e-06,-1.0409045341e-07,1.1343540515e-07,3.3100538199e-05,1.4409030498e-06,9.9020046658e-01,1.0806613498e-01,3.4563982928e-03,0.0000000000e+00,1.0000000000e+00,5.9555911177e-03,0.0000000000e+00,1.0000000000e+00,5.9577820646e-03,-2.5527128720e-04,6.4030800931e-04,2.1909468165e-06,3.0557894740e-06,6.4030800931e-04,3.2000895208e-05,8.8633445457e-01,7.3143513997e-01,2.3777714482e-02,2.6938586502e+01,1.9344338315e+01,2.2208916284e+01,2.8604363209e-03,5.0731134974e-02,2.9489695672e-02,2.8507286582e-03,5.0859616874e-02,2.9488618722e-02,-1.7685539513e-04,2.8888761037e-04,1.2211900084e-06,2.8888761037e-04,-5.8539165709e+00,-2.9291522484e+00,-3.5000782301e+00,-5.8573258481e+00,-2.9264874881e+00,-3.5001393173e+00,6.6428106064e-05,1.0136597264e-02,3.4897547727e-02,3.4897095320e-02,-4.5240661589e-07,-1.2963851198e-05,0,0,346984,0,0,3.1900965021e-05,2.9212670646e-03,3.0823945803e-07,5.4349573518e-05,9.9996809903e-01,9.9744643476e-01,1.4325577825e-04,1.9087351104e-02,1.9230606882e-02,3.1307195074e-07,9.6003323390e-05,9.6316395340e-05,4.7495061735e-03,1.4325577825e+00
220,2.2000000000e-02,1.0000000000e-04,-1.0000000000e-06,9.9744674300e-01,5.7904676418e-03,-1.0000000000e-06,9.9744335708e-01,5.7903630551e-03,-3.3193767609e-05,3.5707757777e-06,-1.0458670069e-07,1.1375893592e-07,3.3193767609e-05,1.4452767631e-06,9.9087863498e-01,1.0845269097e-01,3.4563982928e-03,0.0000000000e+00,1.0000000000e+00,5.9577820646e-03,0.0000000000e+00,1.0000000000e+00,5.9599703946e-03,-2.5533004335e-04,6.3987070151e-04,2.1883300227e-06,3.0565760468e-06,6.3987070151e-04,3.2006159102e-05,8.8584617332e-01,7.2864108615e-01,2.3669207538e-02,2.6868887460e+01,1.9276832598e+01,2.2145349540e+01,2.8507286582e-03,5.0859616874e-02,2.9488618722e-02,2.8414783309e-03,5.0985576663e-02,2.9487544711e-02,-1.7825206105e-04,2.8985992752e-04,1.2183472125e-06,2.8985992752e-04,-5.8573258481e+00,-2.9264874881e+00,-3.5001393173e+00,-5.8605853002e+00,-2.9238812147e+00,-3.5001999528e+00,6.6126637482e-05,1.0086290899e-02,3.4897095320e-02,3.4896644359e-02,-4.5096058015e-07,-1.2922582124e-05,0,0,347104,0,0,3.2114600432e-05,2.9467522042e-03,3.0994347887e-07,5.4761924876e-05,9.9996788540e-01,9.9744304713e-01,1.4325577825e-04,1.9087351104e-02,1.9230606882e-02,3.1307195074e-07,9.6003323390e-05,9.6316395340e-05,4.7495061735e-03,1.4325577825e+00
221,2.2100000000e-02,1.0000000000e-04,-1.0000000000e-06,9.9744335708e-01,5.7903630551e-03,-1.0000000000e-06,9.9744001356e-01,5.7902579855e-03,-3.3282327196e-05,3.5169803755e-06,-1.0506956822e-07,1.1409393427e-07,3.3282327196e-05,1.4494833927e-06,9.9140082465e-01,1.0818142361e-01,3.4563982928e-03,0.0000000000e+00,1.0000000000e+00,5.9599703946e-03,0.0000000000e+00,1.0000000000e+00,5.9621561295e-03,-2.5530805032e-04,6.3945622465e-04,2.1857349071e-06,3.0571420013e-06,6.3945622465e-04,3.2012567575e-05,8.8557490596e-01,7.2729379159e-01,2.3526792173e-02,2.6794956461e+01,1.9213086299e+01,2.2085501452e+01,2.8414783309e-03,5.0985576663e-02,2.9487544711e-02,2.8326802494e-03,5.1108953156e-02,2.9486473628e-02,-1.7960923510e-04,2.9076597204e-04,1.2155370109e-06,2.9076597204e-04,-5.8605853002e+00,-2.9238812147e+00,-3.5001999528e+00,-5.8636952311e+00,-2.9213342932e+00,-3.5002601382e+00,6.5833640807e-05,1.0034831138e-02,3.4896644359e-02,3.4896194972e-02,-4.4938710059e-07,-1.2877659410e-05,0,0,346888,0,0,3.2328348530e-05,2.9722594236e-03,3.1164030279e-07,5.5172136516e-05,9.9996767165e-01,9.9743970192e-01,1.4325577825e-04,1.9087351104e-02,1.9230606882e-02,3.1307195074e-07,9.6003323390e-05,9.6316395340e-05,4.7495061735e-03,1.4325577825e+00
222,2.2200000000e-02,1.0000000000e-04,-1.0000000000e-06,9.9744001356e-01,5.7902579855e-03,-1.0000000000e-06,9.9743671282e-01,5.7901524467e-03,-3.3366220344e-05,3.4622913013e-06,-1.0553888532e-07,1.1443484735e-07,3.3366220344e-05,1.4535239448e-06,9.9074978299e-01,1.0812717014e-01,3.4563982928e-03,0.0000000000e+00,1.0000000000e+00,5.9621561295e-03,0.0000000000e+00,1.0000000000e+00,5.9643393069e-03,-2.5520066906e-04,6.3906848513e-04,2.1831774522e-06,3.0575506129e-06,6.3906848513e-04,3.2020063121e-05,8.8498716001e-01,7.2585155346e-01,2.3526792173e-02,2.6718702246e+01,1.9153157850e+01,2.2029264283e+01,2.8326802494e-03,5.1108953156e-02,2.9486473628e-02,2.8243294703e-03,5.1229684879e-02,2.9485405461e-02,-1.8092660388e-04,2.9160316957e-04,1.2127468242e-06,2.9160316957e-04,-5.8636952311e+00,-2.9213342932e+00,-3.5002601382e+00,-5.8666559728e+00,-2.9188475942e+00,-3.5003198751e+00,6.5549531476e-05,9.9822187927e-03,3.4896194972e-02,3.4895747284e-02,-4.4768864439e-07,-1.2829153572e-05,0,0,347080,0,0,3.2542042780e-05,2.9977701289e-03,3.1332859458e-07,5.5580114190e-05,9.9996745796e-01,9.9743639949e-01,1.4325577825e-04,1.9087351104e-02,1.9230606882e-02,3.1307195074e-07,9.6003323390e-05,9.6316395340e-05,4.7495061735e-03,1.4325577825e+00
223,2.2300000000e-02,1.0000000000e-04,-1.0000000000e-06,9.9743671282e-01,5.7901524467e-03,-1.0000000000e-06,9.9743345504e-01,5.7900464500e-03,-3.3445587907e-05,3.4067153551e-06,-1.0599669888e-07,1.1477293084e-07,3.3445587907e-05,1.4573994872e-06,9.9144151476e-01,1.0807969835e-01,3.4563982928e-03,0.0000000000e+00,1.0000000000e+00,5.9643393069e-03,0.0000000000e+00,1.0000000000e+00,5.9665203109e-03,-2.5500850404e-04,6.3870918126e-04,2.1810039984e-06,3.0576935602e-06,6.3870918126e-04,3.2028576820e-05,8.8517704716e-01,7.2484786422e-01,2.3452193649e-02,2.6641243173e+01,1.9096963792e+01,2.1976525380e+01,2.8243294703e-03,5.1229684879e-02,2.9485405461e-02,2.8164211929e-03,5.1347710115e-02,2.9484340197e-02,-1.8220384037e-04,2.9236891447e-04,1.2099595537e-06,2.9236891447e-04,-5.8666559728e+00,-2.9188475942e+00,-3.5003198751e+00,-5.8694678858e+00,-2.9164219934e+00,-3.5003791655e+00,6.5267179828e-05,9.9284538563e-03,3.4895747284e-02,3.4895301416e-02,-4.4586743465e-07,-1.2777128142e-05,0,0,347128,0,0,3.2755692727e-05,3.0232710670e-03,3.1500834781e-07,5.5985671308e-05,9.9996724431e-01,9.9743314003e-01,1.4325577825e-04,1.9087351104e-02,1.9230606882e-02,3.1307195074e-07,9.6003323390e-05,9.6316395340e-05,4.7495061735e-03,1.4325577825e+00
224,2.2400000000e-02,1.0000000000e-04,-1.0000000000e-06,9.9743345504e-01,5.7900464500e-03,-1.0000000000e-06,9.9743024053e-01,5.7899400130e-03,-3.3520520736e-05,3.3500213436e-06,-1.0643698952e-07,1.1509515346e-07,3.3520520736e-05,1.4611108487e-06,9.9110243056e-01,1.0799831814e-01,3.4563982928e-03,0.0000000000e+00,1.0000000000e+00,5.9665203109e-03,0.0000000000e+00,1.0000000000e+00,5.9686993159e-03,-2.5473054269e-04,6.3837869308e-04,2.1790049093e-06,3.0578885162e-06,6.3837869308e-04,3.2038088977e-05,8.8487865307e-01,7.2225273980e-01,2.3479320385e-02,2.6568351701e+01,1.9044414558e+01,2.1927213124e+01,2.8164211929e-03,5.1347710115e-02,2.9484340197e-02,2.8089507576e-03,5.1462966973e-02,2.9483277822e-02,-1.8344060302e-04,2.9306074830e-04,1.2072147110e-06,2.9306074830e-04,-5.8694678858e+00,-2.9164219934e+00,-3.5003791655e+00,-5.8721313580e+00,-2.9140583713e+00,-3.5004380111e+00,6.4991391699e-05,9.8735359205e-03,3.4895301416e-02,3.4894857490e-02,-4.4392566785e-07,-1.2721645890e-05,0,0,347488,0,0,3.2969198924e-05,3.0486069664e-03,3.1668297413e-07,5.6388715963e-05,9.9996703080e-01,9.9742992385e-01,1.4325577825e-04,1.9087351104e-02,1.9230606882e-02,3.1307195074e-07,9.6003323390e-05,9.6316395340e-05,4.7495061735e-03,1.4325577825e+00
225,2.2500000000e-02,1.0000000000e-04,-1.0000000000e-06,9.9743024053e-01,5.7899400130e-03,-1.0000000000e-06,9.9742706711e-01,5.7898331562e-03,-3.3590909272e-05,3.2922131286e-06,-1.0685673241e-07,1.1539731003e-07,3.3590909272e-05,1.4646574778e-06,9.9058702257e-01,1.0767279731e-01,3.4563982928e-03,0.0000000000e+00,1.0000000000e+00,5.9686993159e-03,0.0000000000e+00,1.0000000000e+00,5.9708763750e-03,-2.5482602947e-04,6.3807470317e-04,2.1770591093e-06,3.0581910006e-06,6.3807470317e-04,3.2048571421e-05,8.8508210359e-01,7.2121062102e-01,2.3506447121e-02,2.6501406315e+01,1.8995457908e+01,2.1881273886e+01,2.8089507576e-03,5.1462966973e-02,2.9483277822e-02,2.8019136424e-03,5.1575393423e-02,2.9482218325e-02,-1.8463655006e-04,2.9367606890e-04,1.2045341409e-06,2.9367606890e-04,-5.8721313580e+00,-2.9140583713e+00,-3.5004380111e+00,-5.8746468052e+00,-2.9117576121e+00,-3.5004964141e+00,6.4729878716e-05,9.8174643666e-03,3.4894857490e-02,3.4894415625e-02,-4.4186511378e-07,-1.2662757368e-05,0,0,347224,0,0,3.3182404915e-05,3.0737484756e-03,3.1835203958e-07,5.6789427276e-05,9.9996681760e-01,9.9742674876e-01,1.4325577825e-04,1.9087351104e-02,1.9230606882e-02,3.1307195074e-07,9.6003323390e-05,9.6316395340e-05,4.7495061735e-03,1.4325577825e+00
226,2.2600000000e-02,1.0000000000e-04,-1.0000000000e-06,9.9742706711e-01,5.7898331562e-03,-1.0000000000e-06,9.9742393275e-01,5.7897258917e-03,-3.3657749655e-05,3.2337943587e-06,-1.0726456338e-07,1.1566973067e-07,3.3657749655e-05,1.4680421546e-06,9.9050564236e-01,1.0681830512e-01,3.5377785012e-03,0.0000000000e+00,1.0000000000e+00,5.9708763750e-03,0.0000000000e+00,1.0000000000e+00,5.9730515895e-03,-2.5622308325e-04,6.3779716246e-04,2.1752145680e-06,3.0583554687e-06,6.3779716246e-04,3.2059988292e-05,8.8521773727e-01,7.1938860858e-01,2.3506447121e-02,2.6440413156e+01,1.8949489167e+01,2.1838601972e+01,2.8019136424e-03,5.1575393423e-02,2.9482218325e-02,2.7953054611e-03,5.1684927328e-02,2.9481161690e-02,-1.8579134422e-04,2.9421219985e-04,1.2019696779e-06,2.9421219985e-04,-5.8746468052e+00,-2.9117576121e+00,-3.5004964141e+00,-5.8770146703e+00,-2.9095206042e+00,-3.5005543766e+00,6.4490264471e-05,9.7602384239e-03,3.4894415625e-02,3.4893975938e-02,-4.3968761088e-07,-1.2600515097e-05,0,0,347380,0,0,3.3395227340e-05,3.0987234064e-03,3.2001648902e-07,5.7188246293e-05,9.9996660477e-01,9.9742361274e-01,1.4325577825e-04,1.9087351104e-02,1.9230606882e-02,3.1307195074e-07,9.6003323390e-05,9.6316395340e-05,4.7495061735e-03,1.4325577825e+00
227,2.2700000000e-02,1.0000000000e-04,-1.0000000000e-06,9.9742393275e-01,5.7897258917e-03,-1.0000000000e-06,9.9742083497e-01,5.7896182296e-03,-3.3720375753e-05,3.1744960668e-06,-1.0766211507e-07,1.1595108622e-07,3.3720375753e-05,1.4712663799e-06,9.9044234664e-01,1.0647922092e-01,3.5377785012e-03,0.0000000000e+00,1.0000000000e+00,5.9730515895e-03,0.0000000000e+00,1.0000000000e+00,5.9752251673e-03,-2.5754090771e-04,6.3754776332e-04,2.1735777975e-06,3.0583206271e-06,6.3754776332e-04,3.2072300727e-05,8.8481083623e-01,7.1979550962e-01,2.3533573857e-02,2.6375954955e+01,1.8906899733e+01,2.1799112089e+01,2.7953054611e-03,5.1684927328e-02,2.9481161690e-02,2.7891219601e-03,5.1791506485e-02,2.9480107904e-02,-1.8690465050e-04,2.9466646209e-04,1.1994431459e-06,2.9466646209e-04,-5.8770146703e+00,-2.9095206042e+00,-3.5005543766e+00,-5.8792354235e+00,-2.9073482396e+00,-3.5006119010e+00,6.4260845611e-05,9.7018573584e-03,3.4893975938e-02,3.4893538543e-02,-4.3739508475e-07,-1.2534974104e-05,0,0,347380,0,0,3.3607638055e-05,3.1235584923e-03,3.2167475878e-07,5.7583980651e-05,9.9996639236e-01,9.9742051330e-01,1.4325577825e-04,1.9087351104e-02,1.9230606882e-02,3.1307195074e-07,9.6003323390e-05,9.6316395340e-05,4.7495061735e-03,1.4325577825e+00
228,2.2800000000e-02,1.0000000000e-04,-1.0000000000e-06,9.9742083497e-01,5.7896182296e-03,-1.0000000000e-06,9.9741777187e-01,5.7895101799e-03,-3.3777965440e-05,3.1140957391e-06,-1.0804960531e-07,1.1624176426e-07,3.3777965440e-05,1.4743322934e-06,9.9023211444e-01,1.0651312934e-01,3.5377785012e-03,0.0000000000e+00,1.0000000000e+00,5.9752251673e-03,0.0000000000e+00,1.0000000000e+00,5.9773972345e-03,-2.5878035547e-04,6.3732452135e-04,2.1720671632e-06,3.0582429818e-06,6.3732452135e-04,3.2085477990e-05,8.8489221644e-01,7.1906760887e-01,2.3452193649e-02,2.6309330397e+01,1.8868055345e+01,2.1762718034e+01,2.7891219601e-03,5.1791506485e-02,2.9480107904e-02,2.7833590143e-03,5.1895068677e-02,2.9479056952e-02,-1.8797613461e-04,2.9503617332e-04,1.1969152586e-06,2.9503617332e-04,-5.8792354235e+00,-2.9073482396e+00,-3.5006119010e+00,-5.8813095624e+00,-2.9052414134e+00,-3.5006689895e+00,6.4037266636e-05,9.6423193347e-03,3.4893538543e-02,3.4893103553e-02,-4.3498961746e-07,-1.2466193904e-05,0,0,347542,0,0,3.3819537226e-05,3.1482767171e-03,3.2333098421e-07,5.7978473598e-05,9.9996618046e-01,9.9741744854e-01,1.4325577825e-04,1.9087351104e-02,1.9230606882e-02,3.1307195074e-07,9.6003323390e-05,9.6316395340e-05,4.7495061735e-03,1.4325577825e+00
229,2.2900000000e-02,1.0000000000e-04,-1.0000000000e-06,9.9741777187e-01,5.7895101799e-03,-1.0000000000e-06,9.9741474685e-01,5.7894017502e-03,-3.3830420489e-05,3.0527625475e-06,-1.0842975802e-07,1.1653449805e-07,3.3830420489e-05,1.4772409754e-06,9.8979130498e-01,1.0681830512e-01,3.5377785012e-03,0.0000000000e+00,1.0000000000e+00,5.9773972345e-03,0.0000000000e+00,1.0000000000e+00,5.9795679940e-03,-2.5994233142e-04,6.3713006151e-04,2.1707595134e-06,3.0580117371e-06,6.3713006151e-04,3.2099488891e-05,8.8483796296e-01,7.1588473850e-01,2.3452193649e-02,2.6241257210e+01,1.8833051801e+01,2.1729351830e+01,2.7833590143e-03,5.1895068677e-02,2.9479056952e-02,2.7760146891e-03,5.1995551710e-02,2.9478008821e-02,-1.8900547236e-04,2.9531864739e-04,1.1944319980e-06,2.9531864739e-04,-5.8813095624e+00,-2.9052414134e+00,-3.5006689895e+00,-5.8839590699e+00,-2.9032010237e+00,-3.5007256448e+00,6.3824265938e-05,9.5816231612e-03,3.4893103553e-02,3.4892671080e-02,-4.3247313172e-07,-1.2394229452e-05,0,0,348262,0,0,3.4030824143e-05,3.1728947926e-03,3.2498204081e-07,5.8370805032e-05,9.9996596918e-01,9.9741442187e-01,1.4325577825e-04,1.9087351104e-02,1.9230606882e-02,3.1307195074e-07,9.6003323390e-05,9.6316395340e-05,4.7495061735e-03,1.4325577825e+00
230,2.3000000000e-02,1.0000000000e-04,-1.0000000000e-06,9.9741474685e-01,5.7894017502e-03,-1.0000000000e-06,9.9741176216e-01,5.7892929528e-03,-3.3878282034e-05,2.9901153763e-06,-1.0879734825e-07,1.1682645210e-07,3.3878282034e-05,1.4799934156e-06,9.9011908637e-01,1.0694715712e-01,3.5377785012e-03,0.0000000000e+00,1.0000000000e+00,5.9795679940e-03,0.0000000000e+00,1.0000000000e+00,5.9817376267e-03,-2.6102656842e-04,6.3695023865e-04,2.1696327191e-06,3.0576900120e-06,6.3695023865e-04,3.2114306805e-05,8.8456669560e-01,7.1602489330e-01,2.3452193649e-02,2.6172925369e+01,1.8801137496e+01,2.1698952486e+01,2.7760146891e-03,5.1995551710e-02,2.9478008821e-02,2.7665272844e-03,5.2092893463e-02,2.9476963494e-02,-1.8999234910e-04,2.9551119013e-04,1.1921117363e-06,2.9551119013e-04,-5.8839590699e+00,-2.9032010237e+00,-3.5007256448e+00,-5.8873920720e+00,-2.9012279710e+00,-3.5007818693e+00,6.3650907555e-05,9.5197692456e-03,3.4892671080e-02,3.4892241232e-02,-4.2984759341e-07,-1.2319136945e-05,0,0,348622,0,0,3.4241415414e-05,3.1974243639e-03,3.2662983287e-07,5.8760437023e-05,9.9996575858e-01,9.9741143553e-01,1.4325577825e-04,1.9087351104e-02,1.9230606882e-02,3.1307195074e-07,9.6003323390e-05,9.6316395340e-05,4.7495061735e-03,1.4325577825e+00
231,2.3100000000e-02,1.0000000000e-04,-1.0000000000e-06,9.9741176216e-01,5.7892929528e-03,-1.0000000000e-06,9.9740881864e-01,5.7891838083e-03,-3.3921661570e-05,2.9263438772e-06,-1.0914457783e-07,1.1709848104e-07,3.3921661570e-05,1.4825905542e-06,9.8937988281e-01,1.0683865017e-01,3.5920319734e-03,0.0000000000e+00,1.0000000000e+00,5.9817376267e-03,0.0000000000e+00,1.0000000000e+00,5.9839063781e-03,-2.6203432997e-04,6.3679426232e-04,2.1687513755e-06,3.0572607743e-06,6.3679426232e-04,3.2129903021e-05,8.8413266782e-01,7.1370555736e-01,2.3425066913e-02,2.6108458001e+01,1.8772496182e+01,2.1671460762e+01,2.7665272844e-03,5.2092893463e-02,2.9476963494e-02,2.7574556042e-03,5.2187031936e-02,2.9475920957e-02,-1.9093646474e-04,2.9561110257e-04,1.1898336524e-06,2.9561110257e-04,-5.8873920720e+00,-2.9012279710e+00,-3.5007818693e+00,-5.8906856426e+00,-2.8993231580e+00,-3.5008376660e+00,6.3494070293e-05,9.4567578881e-03,3.4892241232e-02,3.4891814117e-02,-4.2711499050e-07,-1.2240973220e-05,0,0,348326,0,0,3.4451281996e-05,3.2218721828e-03,3.2828269029e-07,5.9147182014e-05,9.9996554872e-01,9.9740849036e-01,1.4325577825e-04,1.9087351104e-02,1.9230606882e-02,3.1307195074e-07,9.6003323390e-05,9.6316395340e-05,4.7495061735e-03,1.4325577825e+00
232,2.3200000000e-02,1.0000000000e-04,-1.0000000000e-06,9.9740881864e-01,5.7891838083e-03,-1.0000000000e-06,9.9740591421e-01,5.7890743248e-03,-3.3960589792e-05,2.8616141529e-06,-1.0948349053e-07,1.1736655106e-07,3.3960589792e-05,1.4850341523e-06,9.8857964410e-01,1.0728624132e-01,3.5852502894e-03,0.0000000000e+00,1.0000000000e+00,5.9839063781e-03,0.0000000000e+00,1.0000000000e+00,5.9860737457e-03,-2.6296590292e-04,6.3666370816e-04,2.1673676027e-06,3.0560539324e-06,6.3666370816e-04,3.2145866919e-05,8.8410554109e-01,7.1262048792e-01,2.3235179760e-02,2.6038542540e+01,1.8747133429e+01,2.1646550600e+01,2.7574556042e-03,5.2187031936e-02,2.9475920957e-02,2.7487950089e-03,5.2277905300e-02,2.9474881194e-02,-1.9183753533e-04,2.9561568829e-04,1.1875660000e-06,2.9561568829e-04,-5.8906856426e+00,-2.8993231580e+00,-3.5008376660e+00,-5.8938400620e+00,-2.8974874892e+00,-3.5008930375e+00,6.3337631422e-05,9.3925894956e-03,3.4891814117e-02,3.4891389840e-02,-4.2427743412e-07,-1.2159798648e-05,0,0,348446,0,0,3.4660394113e-05,3.2462414426e-03,3.2993411743e-07,5.9530368894e-05,9.9996533961e-01,9.9740558428e-01,1.4325577825e-04,1.9087351104e-02,1.9230606882e-02,3.1307195074e-07,9.6003323390e-05,9.6316395340e-05,4.7495061735e-03,1.4325577825e+00
233,2.3300000000e-02,1.0000000000e-04,-1.0000000000e-06,9.9740591421e-01,5.7890743248e-03,-1.0000000000e-06,9.9740304992e-01,5.7889645078e-03,-3.3995029998e-05,2.7954994838e-06,-1.0981700868e-07,1.1763545346e-07,3.3995029998e-05,1.4873256582e-06,9.8930754485e-01,1.0702175564e-01,3.5852502894e-03,0.0000000000e+00,1.0000000000e+00,5.9860737457e-03,0.0000000000e+00,1.0000000000e+00,5.9882400938e-03,-2.6376571293e-04,6.3655189498e-04,2.1663480910e-06,3.0552436298e-06,6.3655189498e-04,3.2162564849e-05,8.8426830150e-01,7.1302738896e-01,2.3206922743e-02,2.5972132889e+01,1.8724851692e+01,2.1624426816e+01,2.7487950089e-03,5.2277905300e-02,2.9474881194e-02,2.7405409490e-03,5.2365450456e-02,2.9473844188e-02,-1.9269463963e-04,2.9552218410e-04,1.1853428804e-06,2.9552218410e-04,-5.8938400620e+00,-2.8974874892e+00,-3.5008930375e+00,-5.8968556483e+00,-2.8957219003e+00,-3.5009479868e+00,6.3189109675e-05,9.3272736895e-03,3.4891389840e-02,3.4890968499e-02,-4.2134109067e-07,-1.2075789832e-05,0,0,348426,0,0,3.4868791267e-05,3.2703655794e-03,3.3158182956e-07,5.9909342341e-05,9.9996513121e-01,9.9740271834e-01,1.4325577825e-04,1.9087351104e-02,1.9230606882e-02,3.1307195074e-07,9.6003323390e-05,9.6316395340e-05,4.7495061735e-03,1.4325577825e+00
