step,time_code,dt,phi_min_before,phi_max_before,phi_mean_before,phi_min_after,phi_max_after,phi_mean_after,dphi_min,dphi_max,dphi_mean,dphi_abs_mean,dphi_abs_max,dphi_l2,dphi_nonzero_fraction_abs_gt_1e-12,dphi_nonzero_fraction_abs_gt_1e-8,dphi_nonzero_fraction_abs_gt_1e-5,eta_min_before,eta_max_before,eta_mean_before,eta_min_after,eta_max_after,eta_mean_after,deta_min,deta_max,deta_mean,deta_abs_mean,deta_abs_max,deta_l2,deta_nonzero_fraction_abs_gt_1e-12,deta_nonzero_fraction_abs_gt_1e-8,deta_nonzero_fraction_abs_gt_1e-5,deta_abs_mean_over_dphi_abs_mean,deta_abs_max_over_dphi_abs_max,deta_l2_over_dphi_l2,xB_min_before,xB_max_before,xB_mean_before,xB_min_after,xB_max_after,xB_mean_after,dxB_min,dxB_max,dxB_abs_mean,dxB_abs_max,Y_min_before,Y_max_before,Y_mean_before,Y_min_after,Y_max_after,Y_mean_after,dY_abs_mean,dY_abs_max,xBtot_mean_before,xBtot_mean_after,xBtot_delta,xBtot_rel_delta,xB_clip_low_count,xB_clip_high_count,phi_out_of_bounds_count,eta_out_of_bounds_count,nan_inf_flag,eta_far_field_mean,eta_far_field_max,phi_far_field_mean,phi_far_field_max,eta_max_minus_far,phi_max_minus_far,S_phi_W,S_phi_grad,S_phi_total,S_eta_W,S_eta_grad,S_eta_total,gp_L_eta,L_phi
130,1.3000000000e-02,1.0000000000e-04,-1.0000000000e-06,9.9786628856e-01,5.7963012791e-03,-1.0000000000e-06,9.9786108787e-01,5.7962911008e-03,-1.0782811590e-05,8.8964760164e-06,-1.0178281448e-08,6.1447828930e-08,1.0782811590e-05,5.1860272059e-07,9.9067179362e-01,9.1662371600e-02,2.0345052083e-04,0.0000000000e+00,1.0000000000e+00,5.7149025279e-03,0.0000000000e+00,1.0000000000e+00,5.7184470257e-03,-1.0630133743e-04,8.3125887912e-04,3.5444978704e-06,3.8414451107e-06,8.3125887912e-04,4.2690029535e-05,9.1370307075e-01,6.8135918511e-01,2.2853144893e-02,6.2515554701e+01,7.7091106726e+01,8.2317403747e+01,6.0919236054e-03,4.1196586012e-02,2.9597817736e-02,6.0166957156e-03,4.1255205320e-02,2.9596474316e-02,-1.6602257131e-04,1.6788367076e-04,1.5656183902e-06,1.6788367076e-04,-5.0946808291e+00,-3.1473306741e+00,-3.4930380345e+00,-5.1071821858e+00,-3.1458476290e+00,-3.4931283197e+00,9.7994516672e-05,1.4408067944e-02,3.4926381391e-02,3.4926362309e-02,-1.9082002103e-08,-5.4634924500e-07,0,0,335010,0,0,1.5271848925e-05,1.4050750038e-03,1.6158403212e-07,2.5039353725e-05,9.9998472815e-01,9.9786092629e-01,1.4325577825e-04,1.9087351104e-02,1.9230606882e-02,3.1307195074e-07,9.6003323390e-05,9.6316395340e-05,4.7495061735e-03,1.4325577825e+00
131,1.3100000000e-02,1.0000000000e-04,-1.0000000000e-06,9.9786108787e-01,5.7962911008e-03,-1.0000000000e-06,9.9785588359e-01,5.7962794129e-03,-1.1159761978e-05,8.8370746726e-06,-1.1687904479e-08,6.1939746131e-08,1.1159761978e-05,5.2692161553e-07,9.9053615994e-01,9.1825132017e-02,3.1195746528e-04,0.0000000000e+00,1.0000000000e+00,5.7184470257e-03,0.0000000000e+00,1.0000000000e+00,5.7219687240e-03,-1.0656352603e-04,8.2617303241e-04,3.5216982757e-06,3.8173208148e-06,8.2617303241e-04,4.2394554963e-05,9.1318766276e-01,6.8123033312e-01,2.3124412254e-02,6.1629584447e+01,7.4031420568e+01,8.0457042781e+01,6.0166957156e-03,4.1255205320e-02,2.9596474316e-02,5.9430235509e-03,4.1310472532e-02,2.9595133321e-02,-1.6514545541e-04,1.6895906859e-04,1.5621084210e-06,1.6895906859e-04,-5.1071821858e+00,-3.1458476290e+00,-3.4931283197e+00,-5.1195765062e+00,-3.1444512363e+00,-3.4932185787e+00,9.7925439851e-05,1.4350418448e-02,3.4926362309e-02,3.4926332965e-02,-2.9343225308e-08,-8.4014547661e-07,0,0,335711,0,0,1.5424150581e-05,1.4054757107e-03,1.6287894996e-07,2.5215901109e-05,9.9998457585e-01,9.9785572071e-01,1.4325577825e-04,1.9087351104e-02,1.9230606882e-02,3.1307195074e-07,9.6003323390e-05,9.6316395340e-05,4.7495061735e-03,1.4325577825e+00
132,1.3200000000e-02,1.0000000000e-04,-1.0000000000e-06,9.9785588359e-01,5.7962794129e-03,-1.0000000000e-06,9.9785067598e-01,5.7962662209e-03,-1.1533827034e-05,8.7761466840e-06,-1.3191991914e-08,6.2454799683e-08,1.1533827034e-05,5.3580152685e-07,9.9075317383e-01,9.2069272642e-02,4.7471788194e-04,0.0000000000e+00,1.0000000000e+00,5.7219687240e-03,0.0000000000e+00,1.0000000000e+00,5.7254667244e-03,-1.0673695722e-04,8.2215465560e-04,3.4980003769e-06,3.7941897253e-06,8.2215465560e-04,4.2102914689e-05,9.1233317057e-01,6.7816727250e-01,2.3205792462e-02,6.0750971015e+01,7.1282034420e+01,7.8579310768e+01,5.9430235509e-03,4.1310472532e-02,2.9595133321e-02,5.8708823281e-03,4.1362383608e-02,2.9593794785e-02,-1.6424123663e-04,1.7000535440e-04,1.5585403561e-06,1.7000535440e-04,-5.1195765062e+00,-3.1444512363e+00,-3.4932185787e+00,-5.1318621613e+00,-3.1431412676e+00,-3.4933088012e+00,9.7845434197e-05,1.4290352902e-02,3.4926332965e-02,3.4926293439e-02,-3.9526656961e-08,-1.1317150587e-06,0,0,336503,0,0,1.5577633439e-05,1.4060213309e-03,1.6418205249e-07,2.5392118614e-05,9.9998442237e-01,9.9785051180e-01,1.4325577825e-04,1.9087351104e-02,1.9230606882e-02,3.1307195074e-07,9.6003323390e-05,9.6316395340e-05,4.7495061735e-03,1.4325577825e+00
133,1.3300000000e-02,1.0000000000e-04,-1.0000000000e-06,9.9785067598e-01,5.7962662209e-03,-1.0000000000e-06,9.9784546560e-01,5.7962515310e-03,-1.1908382284e-05,8.7136876642e-06,-1.4689946590e-08,6.2964726111e-08,1.1908382284e-05,5.4520278818e-07,9.9088880751e-01,9.2150652850e-02,5.5609809028e-04,0.0000000000e+00,1.0000000000e+00,5.7254667244e-03,0.0000000000e+00,1.0000000000e+00,5.7289408673e-03,-1.0719160763e-04,8.1814520337e-04,3.4741429065e-06,3.7708454837e-06,8.1814520337e-04,4.1815178738e-05,9.1184488932e-01,6.7841819481e-01,2.3124412254e-02,5.9888221813e+01,6.8703303595e+01,7.6696560701e+01,5.8708823281e-03,4.1362383608e-02,2.9593794785e-02,5.8002476027e-03,4.1410936291e-02,2.9592458745e-02,-1.6331122192e-04,1.7102272855e-04,1.5549502025e-06,1.7102272855e-04,-5.1318621613e+00,-3.1431412676e+00,-3.4933088012e+00,-5.1440375378e+00,-3.1419174705e+00,-3.4933989771e+00,9.7755874121e-05,1.4227895071e-02,3.4926293439e-02,3.4926243813e-02,-4.9625657264e-08,-1.4208681305e-06,0,0,337079,0,0,1.5732296216e-05,1.4065817421e-03,1.6549352539e-07,2.5568158741e-05,9.9998426770e-01,9.9784530011e-01,1.4325577825e-04,1.9087351104e-02,1.9230606882e-02,3.1307195074e-07,9.6003323390e-05,9.6316395340e-05,4.7495061735e-03,1.4325577825e+00
134,1.3400000000e-02,1.0000000000e-04,-1.0000000000e-06,9.9784546560e-01,5.7962515310e-03,-1.0000000000e-06,9.9784025305e-01,5.7962353486e-03,-1.2290033941e-05,8.6497056467e-06,-1.6182380537e-08,6.3488040138e-08,1.2290033941e-05,5.5508652473e-07,9.9080516674e-01,9.1899730541e-02,7.1885850694e-04,0.0000000000e+00,1.0000000000e+00,5.7289408673e-03,0.0000000000e+00,1.0000000000e+00,5.7323910318e-03,-1.0770881114e-04,8.1413604848e-04,3.4501645062e-06,3.7472490319e-06,8.1413604848e-04,4.1531343829e-05,9.1191044560e-01,6.8030576353e-01,2.3341426143e-02,5.9022912406e+01,6.6243596428e+01,7.4819585739e+01,5.8002476027e-03,4.1410936291e-02,2.9592458745e-02,5.7310952519e-03,4.1456129989e-02,2.9591125233e-02,-1.6235667999e-04,1.7201130567e-04,1.5513265813e-06,1.7201130567e-04,-5.1440375378e+00,-3.1419174705e+00,-3.4933989771e+00,-5.1561010421e+00,-3.1407795715e+00,-3.4934890963e+00,9.7656421362e-05,1.4163075235e-02,3.4926243813e-02,3.4926184172e-02,-5.9640650890e-08,-1.7076170919e-06,0,0,337793,0,0,1.5888228536e-05,1.4071401593e-03,1.6681261692e-07,2.5743528698e-05,9.9998411177e-01,9.9784008623e-01,1.4325577825e-04,1.9087351104e-02,1.9230606882e-02,3.1307195074e-07,9.6003323390e-05,9.6316395340e-05,4.7495061735e-03,1.4325577825e+00
135,1.3500000000e-02,1.0000000000e-04,-1.0000000000e-06,9.9784025305e-01,5.7962353486e-03,-1.0000000000e-06,9.9783503895e-01,5.7962176841e-03,-1.2668563499e-05,8.5841992420e-06,-1.7664536707e-08,6.4012315767e-08,1.2668563499e-05,5.6541400310e-07,9.9079838505e-01,9.2306631583e-02,9.1552734375e-04,0.0000000000e+00,1.0000000000e+00,5.7323910318e-03,0.0000000000e+00,1.0000000000e+00,5.7358169460e-03,-1.0824913410e-04,8.1012068070e-04,3.4259141789e-06,3.7238108635e-06,8.1012068070e-04,4.1251409856e-05,9.1081181279e-01,6.8165305809e-01,2.3429588035e-02,5.8173350220e+01,6.3947319740e+01,7.2957885072e+01,5.7310952519e-03,4.1456129989e-02,2.9591125233e-02,5.6634014588e-03,4.1497965640e-02,2.9589794280e-02,-1.6137883805e-04,1.7297113700e-04,1.5477636368e-06,1.7297113700e-04,-5.1561010421e+00,-3.1407795715e+00,-3.4934890963e+00,-5.1680511035e+00,-3.1397272796e+00,-3.4935791487e+00,9.7550232801e-05,1.4095919733e-02,3.4926184172e-02,3.4926114604e-02,-6.9568683661e-08,-1.9918775930e-06,0,0,337853,0,0,1.6045135284e-05,1.4076674006e-03,1.6813866792e-07,2.5918025068e-05,9.9998395486e-01,9.9783487081e-01,1.4325577825e-04,1.9087351104e-02,1.9230606882e-02,3.1307195074e-07,9.6003323390e-05,9.6316395340e-05,4.7495061735e-03,1.4325577825e+00
136,1.3600000000e-02,1.0000000000e-04,-1.0000000000e-06,9.9783503895e-01,5.7962176841e-03,-1.0000000000e-06,9.9782982411e-01,5.7961985472e-03,-1.3043916774e-05,8.5186379446e-06,-1.9136872571e-08,6.4543645956e-08,1.3043916774e-05,5.7614960272e-07,9.9051355433e-01,9.2537208840e-02,9.4265407986e-04,0.0000000000e+00,1.0000000000e+00,5.7358169460e-03,0.0000000000e+00,1.0000000000e+00,5.7392191594e-03,-1.0864015549e-04,8.0610606036e-04,3.4022134109e-06,3.6995620876e-06,8.0610606036e-04,4.0975447772e-05,9.0931306062e-01,6.8187233254e-01,2.3483841508e-02,5.7318765199e+01,6.1799386975e+01,7.1119458520e+01,5.6634014588e-03,4.1497965640e-02,2.9589794280e-02,5.5971426961e-03,4.1536445526e-02,2.9588465919e-02,-1.6037882045e-04,1.7390225303e-04,1.5441647387e-06,1.7390225303e-04,-5.1680511035e+00,-3.1397272796e+00,-3.4935791487e+00,-5.1798861789e+00,-3.1387602910e+00,-3.4936691245e+00,9.7434073548e-05,1.4032386402e-02,3.4926114604e-02,3.4926035194e-02,-7.9409584297e-08,-2.2736449559e-06,0,0,338345,0,0,1.6203143039e-05,1.4081033667e-03,1.6947153076e-07,2.6091545272e-05,9.9998379686e-01,9.9782965464e-01,1.4325577825e-04,1.9087351104e-02,1.9230606882e-02,3.1307195074e-07,9.6003323390e-05,9.6316395340e-05,4.7495061735e-03,1.4325577825e+00
137,1.3700000000e-02,1.0000000000e-04,-1.0000000000e-06,9.9782982411e-01,5.7961985472e-03,-1.0000000000e-06,9.9782460925e-01,5.7961779429e-03,-1.3416021777e-05,8.4526039871e-06,-2.0604312433e-08,6.5105091770e-08,1.3416021777e-05,5.8725856716e-07,9.9082551179e-01,9.2279504847e-02,1.0511610243e-03,0.0000000000e+00,1.0000000000e+00,5.7392191594e-03,0.0000000000e+00,1.0000000000e+00,5.7425974872e-03,-1.0894167932e-04,8.0207709361e-04,3.3783278529e-06,3.6754214279e-06,8.0207709361e-04,4.0703485086e-05,9.0809235749e-01,6.7974514431e-01,2.3402461299e-02,5.6453670949e+01,5.9785017269e+01,6.9311011132e+01,5.5971426961e-03,4.1536445526e-02,2.9588465919e-02,5.5322957353e-03,4.1571573144e-02,2.9587140177e-02,-1.5935772500e-04,1.7480468864e-04,1.5404932812e-06,1.7480468864e-04,-5.1798861789e+00,-3.1387602910e+00,-3.4936691245e+00,-5.1916047520e+00,-3.1378782919e+00,-3.4937590138e+00,9.7306648358e-05,1.3985196029e-02,3.4926035194e-02,3.4925946032e-02,-8.9162635761e-08,-2.5528988694e-06,0,0,338065,0,0,1.6361868961e-05,1.4086336728e-03,1.7081133427e-07,2.6264007510e-05,9.9998363813e-01,9.9782443843e-01,1.4325577825e-04,1.9087351104e-02,1.9230606882e-02,3.1307195074e-07,9.6003323390e-05,9.6316395340e-05,4.7495061735e-03,1.4325577825e+00
138,1.3800000000e-02,1.0000000000e-04,-1.0000000000e-06,9.9782460925e-01,5.7961779429e-03,-1.0000000000e-06,9.9781939491e-01,5.7961558780e-03,-1.3784803300e-05,8.3844030646e-06,-2.2064917679e-08,6.5703624492e-08,1.3784803300e-05,5.9870787718e-07,9.9172069408e-01,9.2143871166e-02,1.1596679688e-03,0.0000000000e+00,1.0000000000e+00,5.7425974872e-03,0.0000000000e+00,1.0000000000e+00,5.7459514499e-03,-1.0926296086e-04,7.9805525826e-04,3.3539626486e-06,3.6514804038e-06,7.9805525826e-04,4.0435668131e-05,9.0788890697e-01,6.7695561162e-01,2.3429588035e-02,5.5575022414e+01,5.7893844468e+01,6.7538226357e+01,5.5322957353e-03,4.1571573144e-02,2.9587140177e-02,5.4688376694e-03,4.1603353306e-02,2.9585817085e-02,-1.5831668876e-04,1.7567860228e-04,1.5367419015e-06,1.7567860228e-04,-5.1916047520e+00,-3.1378782919e+00,-3.4937590138e+00,-5.2032053305e+00,-3.1370809562e+00,-3.4938488069e+00,9.7167732014e-05,1.3935778638e-02,3.4925946032e-02,3.4925847208e-02,-9.8823380160e-08,-2.8295119070e-06,0,0,338197,0,0,1.6521064240e-05,1.4098887009e-03,1.7215989357e-07,2.6435535187e-05,9.9998347894e-01,9.9781922275e-01,1.4325577825e-04,1.9087351104e-02,1.9230606882e-02,3.1307195074e-07,9.6003323390e-05,9.6316395340e-05,4.7495061735e-03,1.4325577825e+00
139,1.3900000000e-02,1.0000000000e-04,-1.0000000000e-06,9.9781939491e-01,5.7961558780e-03,-1.0000000000e-06,9.9781418129e-01,5.7961323586e-03,-1.4150184025e-05,8.3141978746e-06,-2.3519341022e-08,6.6299222229e-08,1.4150184025e-05,6.1046548508e-07,9.9147655346e-01,9.2035364222e-02,1.2410481771e-03,0.0000000000e+00,1.0000000000e+00,5.7459514499e-03,0.0000000000e+00,1.0000000000e+00,5.7492811087e-03,-1.0952269197e-04,7.9404949864e-04,3.3296588175e-06,3.6272804250e-06,7.9404949864e-04,4.0171856606e-05,9.0775327329e-01,6.7596322519e-01,2.3483841508e-02,5.4710753807e+01,5.6115842540e+01,6.5805287256e+01,5.4688376694e-03,4.1603353306e-02,2.9585817085e-02,5.4067459423e-03,4.1631791995e-02,2.9584496667e-02,-1.5725677272e-04,1.7652394649e-04,1.5328738626e-06,1.7652394649e-04,-5.2032053305e+00,-3.1370809562e+00,-3.4938488069e+00,-5.2146864412e+00,-3.1363679488e+00,-3.4939384942e+00,9.7016025829e-05,1.3884158206e-02,3.4925847208e-02,3.4925738818e-02,-1.0839034580e-07,-3.1034421341e-06,0,0,339073,0,0,1.6680754231e-05,1.4110323081e-03,1.7351740653e-07,2.6605767909e-05,9.9998331925e-01,9.9781400777e-01,1.4325577825e-04,1.9087351104e-02,1.9230606882e-02,3.1307195074e-07,9.6003323390e-05,9.6316395340e-05,4.7495061735e-03,1.4325577825e+00
140,1.4000000000e-02,1.0000000000e-04,-1.0000000000e-06,9.9781418129e-01,5.7961323586e-03,-1.0000000000e-06,9.9780896890e-01,5.7961073906e-03,-1.4512123581e-05,8.2421091094e-06,-2.4967992338e-08,6.6941000444e-08,1.4512123581e-05,6.2250116266e-07,9.9172069408e-01,9.2062490958e-02,1.3585973669e-03,0.0000000000e+00,1.0000000000e+00,5.7492811087e-03,0.0000000000e+00,1.0000000000e+00,5.7525877696e-03,-1.1317891691e-04,7.9006055641e-04,3.3066608941e-06,3.6016328821e-06,7.9006055641e-04,3.9911746353e-05,9.0846761068e-01,6.7168398257e-01,2.3352728950e-02,5.3803093144e+01,5.4441415964e+01,6.4115135435e+01,5.4067459423e-03,4.1631791995e-02,2.9584496667e-02,5.3459983194e-03,4.1656896338e-02,2.9583178952e-02,-1.5617898907e-04,1.7734047416e-04,1.5289518218e-06,1.7734047416e-04,-5.2146864412e+00,-3.1363679488e+00,-3.4939384942e+00,-5.2260466363e+00,-3.1357389264e+00,-3.4940280661e+00,9.6853897936e-05,1.3830362500e-02,3.4925738818e-02,3.4925620954e-02,-1.1786396290e-07,-3.3747020648e-06,0,0,338875,0,0,1.6840664171e-05,1.4119686325e-03,1.7488291076e-07,2.6774675921e-05,9.9998315934e-01,9.9780879402e-01,1.4325577825e-04,1.9087351104e-02,1.9230606882e-02,3.1307195074e-07,9.6003323390e-05,9.6316395340e-05,4.7495061735e-03,1.4325577825e+00
141,1.4100000000e-02,1.0000000000e-04,-1.0000000000e-06,9.9780896890e-01,5.7961073906e-03,-1.0000000000e-06,9.9780375840e-01,5.7960809889e-03,-1.4870568331e-05,8.1682376126e-06,-2.6401757380e-08,6.7594722087e-08,1.4870568331e-05,6.3478515258e-07,9.9201908818e-01,9.2089617694e-02,1.3857241030e-03,0.0000000000e+00,1.0000000000e+00,5.7525877696e-03,0.0000000000e+00,1.0000000000e+00,5.7558707492e-03,-1.1998676856e-04,7.8612221756e-04,3.2829795706e-06,3.5781714785e-06,7.8612221756e-04,3.9655824808e-05,9.0853542752e-01,6.6510122794e-01,2.3461235894e-02,5.2935663733e+01,5.2864302160e+01,6.2471254482e+01,5.3459983194e-03,4.1656896338e-02,2.9583178952e-02,5.2865726982e-03,4.1678674499e-02,2.9581863964e-02,-1.5508424553e-04,1.7812787682e-04,1.5250272370e-06,1.7812787682e-04,-5.2260466363e+00,-3.1357389264e+00,-3.4940280661e+00,-5.2372845302e+00,-3.1351935395e+00,-3.4941175132e+00,9.6683278698e-05,1.3774429664e-02,3.4925620954e-02,3.4925493705e-02,-1.2724870104e-07,-3.6434198610e-06,0,0,339187,0,0,1.7000631143e-05,1.4127025653e-03,1.7625607296e-07,2.6942286267e-05,9.9998299937e-01,9.9780358214e-01,1.4325577825e-04,1.9087351104e-02,1.9230606882e-02,3.1307195074e-07,9.6003323390e-05,9.6316395340e-05,4.7495061735e-03,1.4325577825e+00
142,1.4200000000e-02,1.0000000000e-04,-1.0000000000e-06,9.9780375840e-01,5.7960809889e-03,-1.0000000000e-06,9.9779855016e-01,5.7960531622e-03,-1.5225384089e-05,8.0932785862e-06,-2.7826722526e-08,6.8237323867e-08,1.5225384089e-05,6.4729162954e-07,9.9191962348e-01,9.1614899812e-02,1.4942310475e-03,0.0000000000e+00,1.0000000000e+00,5.7558707492e-03,0.0000000000e+00,1.0000000000e+00,5.7591293148e-03,-1.2581979152e-04,7.8218297134e-04,3.2585656207e-06,3.5550829730e-06,7.8218297134e-04,3.9404499509e-05,9.1004096137e-01,6.6196808992e-01,2.3562961155e-02,5.2098804167e+01,5.1373611778e+01,6.0875960249e+01,5.2865726982e-03,4.1678674499e-02,2.9581863964e-02,5.2246645304e-03,4.1697135568e-02,2.9580551726e-02,-1.5397350853e-04,1.7888603767e-04,1.5210620721e-06,1.7888603767e-04,-5.2372845302e+00,-3.1351935395e+00,-3.4941175132e+00,-5.2491263271e+00,-3.1347314354e+00,-3.4942068261e+00,9.6502816780e-05,1.3716383915e-02,3.4925493705e-02,3.4925357174e-02,-1.3653159237e-07,-3.9092244057e-06,0,0,338407,0,0,1.7160418245e-05,1.4132638699e-03,1.7763909141e-07,2.7108507251e-05,9.9998283958e-01,9.9779837252e-01,1.4325577825e-04,1.9087351104e-02,1.9230606882e-02,3.1307195074e-07,9.6003323390e-05,9.6316395340e-05,4.7495061735e-03,1.4325577825e+00
143,1.4300000000e-02,1.0000000000e-04,-1.0000000000e-06,9.9779855016e-01,5.7960531622e-03,-1.0000000000e-06,9.9779334486e-01,5.7960239199e-03,-1.5576603878e-05,8.0163589530e-06,-2.9242292828e-08,6.8897105010e-08,1.5576603878e-05,6.5999595906e-07,9.9153984918e-01,9.1574209708e-02,1.5756112558e-03,0.0000000000e+00,1.0000000000e+00,5.7591293148e-03,0.0000000000e+00,1.0000000000e+00,5.7623633218e-03,-1.3079620726e-04,7.7824324759e-04,3.2340070280e-06,3.5320515371e-06,7.7824324759e-04,3.9157743261e-05,9.1179967810e-01,6.5755547418e-01,2.3861355252e-02,5.1265601604e+01,4.9962318725e+01,5.9330277290e+01,5.2246645304e-03,4.1697135568e-02,2.9580551726e-02,5.1628243067e-03,4.1712289522e-02,2.9579242263e-02,-1.5284773338e-04,1.7961482734e-04,1.5170154465e-06,1.7961482734e-04,-5.2491263271e+00,-3.1347314354e+00,-3.4942068261e+00,-5.2610953052e+00,-3.1343522588e+00,-3.4942959955e+00,9.6311103827e-05,1.3656246030e-02,3.4925357174e-02,3.4925211464e-02,-1.4570998634e-07,-4.1720399770e-06,0,0,338029,0,0,1.7320069764e-05,1.4136795897e-03,1.7903684492e-07,2.7273683971e-05,9.9998267993e-01,9.9779316582e-01,1.4325577825e-04,1.9087351104e-02,1.9230606882e-02,3.1307195074e-07,9.6003323390e-05,9.6316395340e-05,4.7495061735e-03,1.4325577825e+00
144,1.4400000000e-02,1.0000000000e-04,-1.0000000000e-06,9.9779334486e-01,5.7960239199e-03,-1.0000000000e-06,9.9778814324e-01,5.7959932647e-03,-1.5924179572e-05,7.9374787487e-06,-3.0655192564e-08,6.9574822994e-08,1.5924179572e-05,6.7287456199e-07,9.9202134874e-01,9.1506392867e-02,1.6569914641e-03,0.0000000000e+00,1.0000000000e+00,5.7623633218e-03,0.0000000000e+00,1.0000000000e+00,5.7655730059e-03,-1.3508419666e-04,7.7430999670e-04,3.2096841041e-06,3.5090859160e-06,7.7430999670e-04,3.8915465043e-05,9.1331877532e-01,6.5545993381e-01,2.3942735460e-02,5.0436145792e+01,4.8624796850e+01,5.7834650380e+01,5.1628243067e-03,4.1712289522e-02,2.9579242263e-02,5.1023184988e-03,4.1724147147e-02,2.9577935597e-02,-1.5170782848e-04,1.8031414493e-04,1.5129292876e-06,1.8031414493e-04,-5.2610953052e+00,-3.1343522588e+00,-3.4942959955e+00,-5.2729448552e+00,-3.1340556536e+00,-3.4943850124e+00,9.6109752521e-05,1.3594040228e-02,3.4925211464e-02,3.4925056679e-02,-1.5478406438e-07,-4.4318719312e-06,0,0,338029,0,0,1.7479380551e-05,1.4139725800e-03,1.8044515053e-07,2.7438657319e-05,9.9998252062e-01,9.9778796280e-01,1.4325577825e-04,1.9087351104e-02,1.9230606882e-02,3.1307195074e-07,9.6003323390e-05,9.6316395340e-05,4.7495061735e-03,1.4325577825e+00
145,1.4500000000e-02,1.0000000000e-04,-1.0000000000e-06,9.9778814324e-01,5.7959932647e-03,-1.0000000000e-06,9.9778294597e-01,5.7959612038e-03,-1.6268079727e-05,7.8568793938e-06,-3.2060852331e-08,7.0267606381e-08,1.6268079727e-05,6.8590514381e-07,9.9246893989e-01,9.1262252242e-02,1.7383716725e-03,0.0000000000e+00,1.0000000000e+00,5.7655730059e-03,0.0000000000e+00,1.0000000000e+00,5.7687585147e-03,-1.3889034049e-04,7.7038423027e-04,3.1855087630e-06,3.4866963297e-06,7.7038423027e-04,3.8677707277e-05,9.1533971716e-01,6.5496939200e-01,2.3969862196e-02,4.9620251910e+01,4.7355572580e+01,5.6389294681e+01,5.1023184988e-03,4.1724147147e-02,2.9577935597e-02,5.0431245499e-03,4.1732719998e-02,2.9576631748e-02,-1.5055466287e-04,1.8098389161e-04,1.5087597170e-06,1.8098389161e-04,-5.2729448552e+00,-3.1340556536e+00,-3.4943850124e+00,-5.2846735546e+00,-3.1338412636e+00,-3.4944738677e+00,9.5897210612e-05,1.3529795030e-02,3.4925056679e-02,3.4924892926e-02,-1.6375390360e-07,-4.6887226299e-06,0,0,337813,0,0,1.7638381925e-05,1.4141321092e-03,1.8186405570e-07,2.7603948251e-05,9.9998236162e-01,9.9778276410e-01,1.4325577825e-04,1.9087351104e-02,1.9230606882e-02,3.1307195074e-07,9.6003323390e-05,9.6316395340e-05,4.7495061735e-03,1.4325577825e+00
146,1.4600000000e-02,1.0000000000e-04,-1.0000000000e-06,9.9778294597e-01,5.7959612038e-03,-1.0000000000e-06,9.9777775350e-01,5.7959277539e-03,-1.6608235261e-05,7.7746426743e-06,-3.3449971646e-08,7.0964782788e-08,1.6608235261e-05,6.9906585821e-07,9.9211629232e-01,9.1241907190e-02,1.7654984086e-03,0.0000000000e+00,1.0000000000e+00,5.7687585147e-03,0.0000000000e+00,1.0000000000e+00,5.7719208385e-03,-1.4234172686e-04,7.6645848420e-04,3.1623238083e-06,3.4638146214e-06,7.6645848420e-04,3.8444293580e-05,9.1958505136e-01,6.5920794452e-01,2.3963080512e-02,4.8810332186e+01,4.6149303172e+01,5.4993807991e+01,5.0431245499e-03,4.1732719998e-02,2.9576631748e-02,4.9852202325e-03,4.1767662166e-02,2.9575330736e-02,-1.4971029608e-04,1.8162386362e-04,1.5045877931e-06,1.8162386362e-04,-5.2846735546e+00,-3.1338412636e+00,-3.4944738677e+00,-5.2962800096e+00,-3.1329678647e+00,-3.4945625524e+00,9.5676398474e-05,1.3463532620e-02,3.4924892926e-02,3.4924720310e-02,-1.7261607187e-07,-4.9424939467e-06,0,0,338407,0,0,1.7797128557e-05,1.4142104839e-03,1.8329660404e-07,2.7769409242e-05,9.9998220287e-01,9.9777757020e-01,1.4325577825e-04,1.9087351104e-02,1.9230606882e-02,3.1307195074e-07,9.6003323390e-05,9.6316395340e-05,4.7495061735e-03,1.4325577825e+00
147,1.4700000000e-02,1.0000000000e-04,-1.0000000000e-06,9.9777775350e-01,5.7959277539e-03,-1.0000000000e-06,9.9777256638e-01,5.7958929208e-03,-1.6944552324e-05,7.6906754515e-06,-3.4833038429e-08,7.1666260906e-08,1.6944552324e-05,7.1233820759e-07,9.9150594076e-01,9.1431794343e-02,1.8468786169e-03,0.0000000000e+00,1.0000000000e+00,5.7719208385e-03,0.0000000000e+00,1.0000000000e+00,5.7750607934e-03,-1.4573131704e-04,7.6255077347e-04,3.1399548925e-06,3.4408923652e-06,7.6255077347e-04,3.8215386971e-05,9.2303918909e-01,6.6364542643e-01,2.3827446832e-02,4.8012723444e+01,4.5002709951e+01,5.3647813024e+01,4.9852202325e-03,4.1767662166e-02,2.9575330736e-02,4.9285836553e-03,4.1901903236e-02,2.9574032582e-02,-1.4906293117e-04,1.8223365972e-04,1.5004018290e-06,1.8223365972e-04,-5.2962800096e+00,-3.1329678647e+00,-3.4945625524e+00,-5.3077628540e+00,-3.1296189210e+00,-3.4946510578e+00,9.5447175969e-05,1.3395278693e-02,3.4924720310e-02,3.4924538938e-02,-1.8137175755e-07,-5.1932200442e-06,0,0,337771,0,0,1.7955959173e-05,1.4142837050e-03,1.8473933982e-07,2.7934873198e-05,9.9998204404e-01,9.9777238164e-01,1.4325577825e-04,1.9087351104e-02,1.9230606882e-02,3.1307195074e-07,9.6003323390e-05,9.6316395340e-05,4.7495061735e-03,1.4325577825e+00
