host_id,host_family,host_status,host_direction,TA1_m_s,TA2_m_s,LA_m_s,case_id,source_status,total_Nv_m-3,morphology,background_model,parameter,parameter_unit,chi2,AICc,degrees_of_freedom,chi2_survival_probability,RMSE_W_mK,MAPE_percent,max_abs_residual_W_mK,parameter_physicality,fit_data_identity
H-P2_PBTE_303K_100,H-P2,PROVISIONAL_HOST_ENVELOPE,[100],1266.1929796897386,1266.1929796897386,3588.4887599907215,central__zero_particle_scattering_limit,SOURCE_LITERAL_BOUND,3.61e+21,zero_particle_scattering_limit,B0_none,0.0,none,115191.17044782726,115191.17044782726,7,0.0,1.9242071966976473,181.0765644194058,2.492213280593963,PASS_ZERO_BACKGROUND_CONTROL,AQ_MEASURED_TOTAL_ONLY_NO_6H_NO_48H
H-P2_PBTE_303K_100,H-P2,PROVISIONAL_HOST_ENVELOPE,[100],1266.1929796897386,1266.1929796897386,3588.4887599907215,central__zero_particle_scattering_limit,SOURCE_LITERAL_BOUND,3.61e+21,zero_particle_scattering_limit,B1_constant,118152207334.91052,s^-1,66.6735813391972,69.4735813391972,6,1.9627878969225173e-12,0.046293405579936345,3.7808457682197503,0.07487320697681943,PASS_NONNEGATIVE_ONE_PARAMETER,AQ_MEASURED_TOTAL_ONLY_NO_6H_NO_48H
H-P2_PBTE_303K_100,H-P2,PROVISIONAL_HOST_ENVELOPE,[100],1266.1929796897386,1266.1929796897386,3588.4887599907215,central__zero_particle_scattering_limit,SOURCE_LITERAL_BOUND,3.61e+21,zero_particle_scattering_limit,B2_omega2,1.7487849708970718e-15,s,62.7590723794159,65.5590723794159,6,1.2358503177789836e-11,0.04491387199863531,3.6571713951438345,0.07359267906836586,PASS_NONNEGATIVE_ONE_PARAMETER,AQ_MEASURED_TOTAL_ONLY_NO_6H_NO_48H
H-P2_PBTE_303K_100,H-P2,PROVISIONAL_HOST_ENVELOPE,[100],1266.1929796897386,1266.1929796897386,3588.4887599907215,central__zero_particle_scattering_limit,SOURCE_LITERAL_BOUND,3.61e+21,zero_particle_scattering_limit,B4_omega4,3.9714854985342265e-41,s^3,70.88598081850206,73.68598081850206,6,2.690479853240685e-13,0.04773340502080722,4.015519707361286,0.08394751697157254,PASS_NONNEGATIVE_ONE_PARAMETER,AQ_MEASURED_TOTAL_ONLY_NO_6H_NO_48H
H-P2_PBTE_303K_100,H-P2,PROVISIONAL_HOST_ENVELOPE,[100],1266.1929796897386,1266.1929796897386,3588.4887599907215,central__zero_particle_scattering_limit,SOURCE_LITERAL_BOUND,3.61e+21,zero_particle_scattering_limit,BU_host_scale,3.2067495265845976,dimensionless,372.30738505465206,375.10738505465207,6,2.499526542617868e-77,0.10939388964216597,9.614999659457247,0.2041340218156209,PASS_NONNEGATIVE_ONE_PARAMETER,AQ_MEASURED_TOTAL_ONLY_NO_6H_NO_48H
H-P2_PBTE_303K_100,H-P2,PROVISIONAL_HOST_ENVELOPE,[100],1266.1929796897386,1266.1929796897386,3588.4887599907215,central__all_small_at_reported_max,SOURCE_LITERAL_BOUND,3.61e+21,all_small_at_reported_max,B0_none,0.0,none,112422.5187132497,112422.5187132497,7,0.0,1.9009421239585829,178.9830893599955,2.4570965232346493,PASS_ZERO_BACKGROUND_CONTROL,AQ_MEASURED_TOTAL_ONLY_NO_6H_NO_48H
H-P2_PBTE_303K_100,H-P2,PROVISIONAL_HOST_ENVELOPE,[100],1266.1929796897386,1266.1929796897386,3588.4887599907215,central__all_small_at_reported_max,SOURCE_LITERAL_BOUND,3.61e+21,all_small_at_reported_max,B1_constant,117316210732.88867,s^-1,66.6598760925003,69.4598760925003,6,1.975496262816766e-12,0.04628864735982025,3.780545075748936,0.0748861460509882,PASS_NONNEGATIVE_ONE_PARAMETER,AQ_MEASURED_TOTAL_ONLY_NO_6H_NO_48H
H-P2_PBTE_303K_100,H-P2,PROVISIONAL_HOST_ENVELOPE,[100],1266.1929796897386,1266.1929796897386,3588.4887599907215,central__all_small_at_reported_max,SOURCE_LITERAL_BOUND,3.61e+21,all_small_at_reported_max,B2_omega2,1.743548283362463e-15,s,62.77348819335359,65.57348819335358,6,1.2275202563783596e-11,0.04491903008033226,3.6576309790837134,0.07361100695369727,PASS_NONNEGATIVE_ONE_PARAMETER,AQ_MEASURED_TOTAL_ONLY_NO_6H_NO_48H
H-P2_PBTE_303K_100,H-P2,PROVISIONAL_HOST_ENVELOPE,[100],1266.1929796897386,1266.1929796897386,3588.4887599907215,central__all_small_at_reported_max,SOURCE_LITERAL_BOUND,3.61e+21,all_small_at_reported_max,B4_omega4,3.9610328965528944e-41,s^3,70.83712890338279,73.63712890338279,6,2.753314826297916e-13,0.047716954164652936,4.014526141193577,0.08385044821145682,PASS_NONNEGATIVE_ONE_PARAMETER,AQ_MEASURED_TOTAL_ONLY_NO_6H_NO_48H
H-P2_PBTE_303K_100,H-P2,PROVISIONAL_HOST_ENVELOPE,[100],1266.1929796897386,1266.1929796897386,3588.4887599907215,central__all_small_at_reported_max,SOURCE_LITERAL_BOUND,3.61e+21,all_small_at_reported_max,BU_host_scale,3.196939390807198,dimensionless,368.96819158889764,371.76819158889765,6,1.3036805298438207e-76,0.10890221243161353,9.577044977052719,0.2033472621246344,PASS_NONNEGATIVE_ONE_PARAMETER,AQ_MEASURED_TOTAL_ONLY_NO_6H_NO_48H
H-P2_PBTE_303K_100,H-P2,PROVISIONAL_HOST_ENVELOPE,[100],1266.1929796897386,1266.1929796897386,3588.4887599907215,central__single_APT_37to6_prolate_AR10,SINGLE_APT_COUNT_FRACTION_DIAGNOSTIC,3.61e+21,single_APT_37to6_prolate_AR10,B0_none,0.0,none,105830.87162029301,105830.87162029301,7,0.0,1.8443715969931689,173.90891442350747,2.3707449836929597,PASS_ZERO_BACKGROUND_CONTROL,AQ_MEASURED_TOTAL_ONLY_NO_6H_NO_48H
H-P2_PBTE_303K_100,H-P2,PROVISIONAL_HOST_ENVELOPE,[100],1266.1929796897386,1266.1929796897386,3588.4887599907215,central__single_APT_37to6_prolate_AR10,SINGLE_APT_COUNT_FRACTION_DIAGNOSTIC,3.61e+21,single_APT_37to6_prolate_AR10,B1_constant,116422121296.53308,s^-1,66.64474461513377,69.44474461513377,6,1.989622528906702e-12,0.04628339340936922,3.78002252099643,0.07487368812653883,PASS_NONNEGATIVE_ONE_PARAMETER,AQ_MEASURED_TOTAL_ONLY_NO_6H_NO_48H
H-P2_PBTE_303K_100,H-P2,PROVISIONAL_HOST_ENVELOPE,[100],1266.1929796897386,1266.1929796897386,3588.4887599907215,central__single_APT_37to6_prolate_AR10,SINGLE_APT_COUNT_FRACTION_DIAGNOSTIC,3.61e+21,single_APT_37to6_prolate_AR10,B2_omega2,1.732496757503953e-15,s,62.791402829852586,65.59140282985258,6,1.2172464607713814e-11,0.04492543924058559,3.6581964982703754,0.0736313871455494,PASS_NONNEGATIVE_ONE_PARAMETER,AQ_MEASURED_TOTAL_ONLY_NO_6H_NO_48H
H-P2_PBTE_303K_100,H-P2,PROVISIONAL_HOST_ENVELOPE,[100],1266.1929796897386,1266.1929796897386,3588.4887599907215,central__single_APT_37to6_prolate_AR10,SINGLE_APT_COUNT_FRACTION_DIAGNOSTIC,3.61e+21,single_APT_37to6_prolate_AR10,B4_omega4,3.904869022012852e-41,s^3,70.5892331526091,73.3892331526091,6,3.09547121895933e-13,0.047633387839289255,4.009012573533282,0.08342384624916743,PASS_NONNEGATIVE_ONE_PARAMETER,AQ_MEASURED_TOTAL_ONLY_NO_6H_NO_48H
H-P2_PBTE_303K_100,H-P2,PROVISIONAL_HOST_ENVELOPE,[100],1266.1929796897386,1266.1929796897386,3588.4887599907215,central__single_APT_37to6_prolate_AR10,SINGLE_APT_COUNT_FRACTION_DIAGNOSTIC,3.61e+21,single_APT_37to6_prolate_AR10,BU_host_scale,3.1738285254142036,dimensionless,360.94697923152296,363.74697923152297,6,6.886029875011868e-75,0.10771196400393351,9.484992169667015,0.2014390251159447,PASS_NONNEGATIVE_ONE_PARAMETER,AQ_MEASURED_TOTAL_ONLY_NO_6H_NO_48H
H-P2_PBTE_303K_100,H-P2,PROVISIONAL_HOST_ENVELOPE,[100],1266.1929796897386,1266.1929796897386,3588.4887599907215,central__single_APT_37to6_prolate_AR5,SINGLE_APT_COUNT_FRACTION_DIAGNOSTIC,3.61e+21,single_APT_37to6_prolate_AR5,B0_none,0.0,none,86182.62992356112,86182.62992356112,7,0.0,1.6643785512402969,157.60186353182218,2.10295807997635,PASS_ZERO_BACKGROUND_CONTROL,AQ_MEASURED_TOTAL_ONLY_NO_6H_NO_48H
H-P2_PBTE_303K_100,H-P2,PROVISIONAL_HOST_ENVELOPE,[100],1266.1929796897386,1266.1929796897386,3588.4887599907215,central__single_APT_37to6_prolate_AR5,SINGLE_APT_COUNT_FRACTION_DIAGNOSTIC,3.61e+21,single_APT_37to6_prolate_AR5,B1_constant,114622920656.19856,s^-1,66.62175592708353,69.42175592708352,6,2.0112772132018885e-12,0.046275410137248285,3.7790868051864246,0.07483508685583073,PASS_NONNEGATIVE_ONE_PARAMETER,AQ_MEASURED_TOTAL_ONLY_NO_6H_NO_48H
H-P2_PBTE_303K_100,H-P2,PROVISIONAL_HOST_ENVELOPE,[100],1266.1929796897386,1266.1929796897386,3588.4887599907215,central__single_APT_37to6_prolate_AR5,SINGLE_APT_COUNT_FRACTION_DIAGNOSTIC,3.61e+21,single_APT_37to6_prolate_AR5,B2_omega2,1.6917676002885327e-15,s,62.84828779034325,65.64828779034325,6,1.1851890884253469e-11,0.0449457844087538,3.6599692085935054,0.07369176401512467,PASS_NONNEGATIVE_ONE_PARAMETER,AQ_MEASURED_TOTAL_ONLY_NO_6H_NO_48H
H-P2_PBTE_303K_100,H-P2,PROVISIONAL_HOST_ENVELOPE,[100],1266.1929796897386,1266.1929796897386,3588.4887599907215,central__single_APT_37to6_prolate_AR5,SINGLE_APT_COUNT_FRACTION_DIAGNOSTIC,3.61e+21,single_APT_37to6_prolate_AR5,B4_omega4,3.522075345830456e-41,s^3,68.4465165084855,71.2465165084855,6,8.511512687984796e-13,0.04690486757318969,3.953492390488621,0.07963051223467399,PASS_NONNEGATIVE_ONE_PARAMETER,AQ_MEASURED_TOTAL_ONLY_NO_6H_NO_48H
H-P2_PBTE_303K_100,H-P2,PROVISIONAL_HOST_ENVELOPE,[100],1266.1929796897386,1266.1929796897386,3588.4887599907215,central__single_APT_37to6_prolate_AR5,SINGLE_APT_COUNT_FRACTION_DIAGNOSTIC,3.61e+21,single_APT_37to6_prolate_AR5,BU_host_scale,3.0893468999842435,dimensionless,332.9331900816017,335.7331900816017,6,7.100978909087312e-69,0.10344768710275075,9.14945263773975,0.19456528802597384,PASS_NONNEGATIVE_ONE_PARAMETER,AQ_MEASURED_TOTAL_ONLY_NO_6H_NO_48H
H-P2_PBTE_303K_100,H-P2,PROVISIONAL_HOST_ENVELOPE,[100],1266.1929796897386,1266.1929796897386,3588.4887599907215,central__single_APT_37to6_prolate_AR2,SINGLE_APT_COUNT_FRACTION_DIAGNOSTIC,3.61e+21,single_APT_37to6_prolate_AR2,B0_none,0.0,none,40619.84594579785,40619.84594579785,7,0.0,1.142645135376966,108.90892304120496,1.3913272725430677,PASS_ZERO_BACKGROUND_CONTROL,AQ_MEASURED_TOTAL_ONLY_NO_6H_NO_48H
H-P2_PBTE_303K_100,H-P2,PROVISIONAL_HOST_ENVELOPE,[100],1266.1929796897386,1266.1929796897386,3588.4887599907215,central__single_APT_37to6_prolate_AR2,SINGLE_APT_COUNT_FRACTION_DIAGNOSTIC,3.61e+21,single_APT_37to6_prolate_AR2,B1_constant,107552164365.76079,s^-1,66.54396907773761,69.34396907773761,6,2.0863098777733497e-12,0.046248386910079604,3.7755527397973214,0.07467489163763807,PASS_NONNEGATIVE_ONE_PARAMETER,AQ_MEASURED_TOTAL_ONLY_NO_6H_NO_48H
H-P2_PBTE_303K_100,H-P2,PROVISIONAL_HOST_ENVELOPE,[100],1266.1929796897386,1266.1929796897386,3588.4887599907215,central__single_APT_37to6_prolate_AR2,SINGLE_APT_COUNT_FRACTION_DIAGNOSTIC,3.61e+21,single_APT_37to6_prolate_AR2,B2_omega2,1.4508692431737856e-15,s,63.069624759225874,65.86962475922587,6,1.0682716582044757e-11,0.04502485911904004,3.6670964484655144,0.07382196685653364,PASS_NONNEGATIVE_ONE_PARAMETER,AQ_MEASURED_TOTAL_ONLY_NO_6H_NO_48H
H-P2_PBTE_303K_100,H-P2,PROVISIONAL_HOST_ENVELOPE,[100],1266.1929796897386,1266.1929796897386,3588.4887599907215,central__single_APT_37to6_prolate_AR2,SINGLE_APT_COUNT_FRACTION_DIAGNOSTIC,3.61e+21,single_APT_37to6_prolate_AR2,B4_omega4,1.8195630002650115e-41,s^3,62.867346798386684,65.66734679838667,6,1.1746379640368027e-11,0.04495259889139893,3.7049565194127436,0.07226007027272807,PASS_NONNEGATIVE_ONE_PARAMETER,AQ_MEASURED_TOTAL_ONLY_NO_6H_NO_48H
H-P2_PBTE_303K_100,H-P2,PROVISIONAL_HOST_ENVELOPE,[100],1266.1929796897386,1266.1929796897386,3588.4887599907215,central__single_APT_37to6_prolate_AR2,SINGLE_APT_COUNT_FRACTION_DIAGNOSTIC,3.61e+21,single_APT_37to6_prolate_AR2,BU_host_scale,2.67517325078171,dimensionless,235.17624228982748,237.9762422898275,6,6.014660398368254e-48,0.08694386901510584,7.757381147509856,0.16728838686307457,PASS_NONNEGATIVE_ONE_PARAMETER,AQ_MEASURED_TOTAL_ONLY_NO_6H_NO_48H
H-P2_PBTE_303K_100,H-P2,PROVISIONAL_HOST_ENVELOPE,[100],1266.1929796897386,1266.1929796897386,3588.4887599907215,central__single_APT_37to6_large_Lover2_sphere_bound,SINGLE_APT_COUNT_FRACTION_DIAGNOSTIC,3.61e+21,single_APT_37to6_large_Lover2_sphere_bound,B0_none,0.0,none,15476.82869635992,15476.82869635992,7,0.0,0.705315173388159,67.36758797512185,0.8401845826010559,PASS_ZERO_BACKGROUND_CONTROL,AQ_MEASURED_TOTAL_ONLY_NO_6H_NO_48H
H-P2_PBTE_303K_100,H-P2,PROVISIONAL_HOST_ENVELOPE,[100],1266.1929796897386,1266.1929796897386,3588.4887599907215,central__single_APT_37to6_large_Lover2_sphere_bound,SINGLE_APT_COUNT_FRACTION_DIAGNOSTIC,3.61e+21,single_APT_37to6_large_Lover2_sphere_bound,B1_constant,92474499822.0742,s^-1,66.40193981568638,69.20193981568637,6,2.230591026836367e-12,0.04619900502721032,3.780674831718008,0.07431538045962593,PASS_NONNEGATIVE_ONE_PARAMETER,AQ_MEASURED_TOTAL_ONLY_NO_6H_NO_48H
H-P2_PBTE_303K_100,H-P2,PROVISIONAL_HOST_ENVELOPE,[100],1266.1929796897386,1266.1929796897386,3588.4887599907215,central__single_APT_37to6_large_Lover2_sphere_bound,SINGLE_APT_COUNT_FRACTION_DIAGNOSTIC,3.61e+21,single_APT_37to6_large_Lover2_sphere_bound,B2_omega2,1.0567495831245628e-15,s,63.34681248117157,66.14681248117157,6,9.37950456818456e-12,0.045123691604717554,3.674633446991802,0.07336351159372745,PASS_NONNEGATIVE_ONE_PARAMETER,AQ_MEASURED_TOTAL_ONLY_NO_6H_NO_48H
H-P2_PBTE_303K_100,H-P2,PROVISIONAL_HOST_ENVELOPE,[100],1266.1929796897386,1266.1929796897386,3588.4887599907215,central__single_APT_37to6_large_Lover2_sphere_bound,SINGLE_APT_COUNT_FRACTION_DIAGNOSTIC,3.61e+21,single_APT_37to6_large_Lover2_sphere_bound,B4_omega4,9.185833952747399e-42,s^3,62.746511071313435,65.54651107131343,6,1.2431547426604482e-11,0.04490937698942095,3.709641453670308,0.07195488971756281,PASS_NONNEGATIVE_ONE_PARAMETER,AQ_MEASURED_TOTAL_ONLY_NO_6H_NO_48H
H-P2_PBTE_303K_100,H-P2,PROVISIONAL_HOST_ENVELOPE,[100],1266.1929796897386,1266.1929796897386,3588.4887599907215,central__single_APT_37to6_large_Lover2_sphere_bound,SINGLE_APT_COUNT_FRACTION_DIAGNOSTIC,3.61e+21,single_APT_37to6_large_Lover2_sphere_bound,BU_host_scale,2.1441225498977157,dimensionless,161.16753206990313,163.96753206990314,6,3.350871912849158e-32,0.07197489117317055,6.350687923249514,0.14076909915212,PASS_NONNEGATIVE_ONE_PARAMETER,AQ_MEASURED_TOTAL_ONLY_NO_6H_NO_48H
H-P2_PBTE_303K_100,H-P2,PROVISIONAL_HOST_ENVELOPE,[100],1266.1929796897386,1266.1929796897386,3588.4887599907215,upper_1sigma__zero_particle_scattering_limit,SOURCE_LITERAL_BOUND,5.12e+21,zero_particle_scattering_limit,B0_none,0.0,none,115191.17044782726,115191.17044782726,7,0.0,1.9242071966976473,181.0765644194058,2.492213280593963,PASS_ZERO_BACKGROUND_CONTROL,AQ_MEASURED_TOTAL_ONLY_NO_6H_NO_48H
H-P2_PBTE_303K_100,H-P2,PROVISIONAL_HOST_ENVELOPE,[100],1266.1929796897386,1266.1929796897386,3588.4887599907215,upper_1sigma__zero_particle_scattering_limit,SOURCE_LITERAL_BOUND,5.12e+21,zero_particle_scattering_limit,B1_constant,118152207334.91052,s^-1,66.6735813391972,69.4735813391972,6,1.9627878969225173e-12,0.046293405579936345,3.7808457682197503,0.07487320697681943,PASS_NONNEGATIVE_ONE_PARAMETER,AQ_MEASURED_TOTAL_ONLY_NO_6H_NO_48H
H-P2_PBTE_303K_100,H-P2,PROVISIONAL_HOST_ENVELOPE,[100],1266.1929796897386,1266.1929796897386,3588.4887599907215,upper_1sigma__zero_particle_scattering_limit,SOURCE_LITERAL_BOUND,5.12e+21,zero_particle_scattering_limit,B2_omega2,1.7487849708970718e-15,s,62.7590723794159,65.5590723794159,6,1.2358503177789836e-11,0.04491387199863531,3.6571713951438345,0.07359267906836586,PASS_NONNEGATIVE_ONE_PARAMETER,AQ_MEASURED_TOTAL_ONLY_NO_6H_NO_48H
H-P2_PBTE_303K_100,H-P2,PROVISIONAL_HOST_ENVELOPE,[100],1266.1929796897386,1266.1929796897386,3588.4887599907215,upper_1sigma__zero_particle_scattering_limit,SOURCE_LITERAL_BOUND,5.12e+21,zero_particle_scattering_limit,B4_omega4,3.9714854985342265e-41,s^3,70.88598081850206,73.68598081850206,6,2.690479853240685e-13,0.04773340502080722,4.015519707361286,0.08394751697157254,PASS_NONNEGATIVE_ONE_PARAMETER,AQ_MEASURED_TOTAL_ONLY_NO_6H_NO_48H
H-P2_PBTE_303K_100,H-P2,PROVISIONAL_HOST_ENVELOPE,[100],1266.1929796897386,1266.1929796897386,3588.4887599907215,upper_1sigma__zero_particle_scattering_limit,SOURCE_LITERAL_BOUND,5.12e+21,zero_particle_scattering_limit,BU_host_scale,3.2067495265845976,dimensionless,372.30738505465206,375.10738505465207,6,2.499526542617868e-77,0.10939388964216597,9.614999659457247,0.2041340218156209,PASS_NONNEGATIVE_ONE_PARAMETER,AQ_MEASURED_TOTAL_ONLY_NO_6H_NO_48H
H-P2_PBTE_303K_100,H-P2,PROVISIONAL_HOST_ENVELOPE,[100],1266.1929796897386,1266.1929796897386,3588.4887599907215,upper_1sigma__all_small_at_reported_max,SOURCE_LITERAL_BOUND,5.12e+21,all_small_at_reported_max,B0_none,0.0,none,111294.60733602282,111294.60733602282,7,0.0,1.891382210017891,178.12192991389364,2.4427039859013617,PASS_ZERO_BACKGROUND_CONTROL,AQ_MEASURED_TOTAL_ONLY_NO_6H_NO_48H
H-P2_PBTE_303K_100,H-P2,PROVISIONAL_HOST_ENVELOPE,[100],1266.1929796897386,1266.1929796897386,3588.4887599907215,upper_1sigma__all_small_at_reported_max,SOURCE_LITERAL_BOUND,5.12e+21,all_small_at_reported_max,B1_constant,116967412314.1313,s^-1,66.65419923780237,69.45419923780237,6,1.9807842223553416e-12,0.046286676312651986,3.780419163976105,0.07489153511093782,PASS_NONNEGATIVE_ONE_PARAMETER,AQ_MEASURED_TOTAL_ONLY_NO_6H_NO_48H
H-P2_PBTE_303K_100,H-P2,PROVISIONAL_HOST_ENVELOPE,[100],1266.1929796897386,1266.1929796897386,3588.4887599907215,upper_1sigma__all_small_at_reported_max,SOURCE_LITERAL_BOUND,5.12e+21,all_small_at_reported_max,B2_omega2,1.741359707365517e-15,s,62.779540823238804,65.5795408232388,6,1.2240395149990681e-11,0.0449211955782071,3.6578226999401657,0.07361865270611312,PASS_NONNEGATIVE_ONE_PARAMETER,AQ_MEASURED_TOTAL_ONLY_NO_6H_NO_48H
H-P2_PBTE_303K_100,H-P2,PROVISIONAL_HOST_ENVELOPE,[100],1266.1929796897386,1266.1929796897386,3588.4887599907215,upper_1sigma__all_small_at_reported_max,SOURCE_LITERAL_BOUND,5.12e+21,all_small_at_reported_max,B4_omega4,3.9566652559801733e-41,s^3,70.81683792868343,73.61683792868342,6,2.7798424310756376e-13,0.04771011952249269,4.014110960396837,0.0838099573979817,PASS_NONNEGATIVE_ONE_PARAMETER,AQ_MEASURED_TOTAL_ONLY_NO_6H_NO_48H
H-P2_PBTE_303K_100,H-P2,PROVISIONAL_HOST_ENVELOPE,[100],1266.1929796897386,1266.1929796897386,3588.4887599907215,upper_1sigma__all_small_at_reported_max,SOURCE_LITERAL_BOUND,5.12e+21,all_small_at_reported_max,BU_host_scale,3.192847505882888,dimensionless,367.58186743550965,370.38186743550966,6,2.5879489464949367e-76,0.10869743075751256,9.56120500575788,0.20301935291837636,PASS_NONNEGATIVE_ONE_PARAMETER,AQ_MEASURED_TOTAL_ONLY_NO_6H_NO_48H
H-P2_PBTE_303K_100,H-P2,PROVISIONAL_HOST_ENVELOPE,[100],1266.1929796897386,1266.1929796897386,3588.4887599907215,upper_1sigma__single_APT_37to6_prolate_AR10,SINGLE_APT_COUNT_FRACTION_DIAGNOSTIC,5.12e+21,single_APT_37to6_prolate_AR10,B0_none,0.0,none,102247.62414601295,102247.62414601295,7,0.0,1.8128791399654431,171.07069183452813,2.323270084203677,PASS_ZERO_BACKGROUND_CONTROL,AQ_MEASURED_TOTAL_ONLY_NO_6H_NO_48H
H-P2_PBTE_303K_100,H-P2,PROVISIONAL_HOST_ENVELOPE,[100],1266.1929796897386,1266.1929796897386,3588.4887599907215,upper_1sigma__single_APT_37to6_prolate_AR10,SINGLE_APT_COUNT_FRACTION_DIAGNOSTIC,5.12e+21,single_APT_37to6_prolate_AR10,B1_constant,115700320790.87375,s^-1,66.6326636469089,69.43266364690889,6,2.0009732822182527e-12,0.04627919822826065,3.779676683271873,0.07487383902063716,PASS_NONNEGATIVE_ONE_PARAMETER,AQ_MEASURED_TOTAL_ONLY_NO_6H_NO_48H
H-P2_PBTE_303K_100,H-P2,PROVISIONAL_HOST_ENVELOPE,[100],1266.1929796897386,1266.1929796897386,3588.4887599907215,upper_1sigma__single_APT_37to6_prolate_AR10,SINGLE_APT_COUNT_FRACTION_DIAGNOSTIC,5.12e+21,single_APT_37to6_prolate_AR10,B2_omega2,1.7256956865853781e-15,s,62.80492830043285,65.60492830043285,6,1.209546674843252e-11,0.04493027752226998,3.6586202056359873,0.07364739918803265,PASS_NONNEGATIVE_ONE_PARAMETER,AQ_MEASURED_TOTAL_ONLY_NO_6H_NO_48H
H-P2_PBTE_303K_100,H-P2,PROVISIONAL_HOST_ENVELOPE,[100],1266.1929796897386,1266.1929796897386,3588.4887599907215,upper_1sigma__single_APT_37to6_prolate_AR10,SINGLE_APT_COUNT_FRACTION_DIAGNOSTIC,5.12e+21,single_APT_37to6_prolate_AR10,B4_omega4,3.87724483821886e-41,s^3,70.4684945139123,73.2684945139123,6,3.2771777141062156e-13,0.04759263338199406,4.006298766502776,0.08320690774596173,PASS_NONNEGATIVE_ONE_PARAMETER,AQ_MEASURED_TOTAL_ONLY_NO_6H_NO_48H
H-P2_PBTE_303K_100,H-P2,PROVISIONAL_HOST_ENVELOPE,[100],1266.1929796897386,1266.1929796897386,3588.4887599907215,upper_1sigma__single_APT_37to6_prolate_AR10,SINGLE_APT_COUNT_FRACTION_DIAGNOSTIC,5.12e+21,single_APT_37to6_prolate_AR10,BU_host_scale,3.160163027026253,dimensionless,356.30113265839714,359.10113265839715,6,6.848760854681113e-74,0.10701652398988228,9.430860515271238,0.20032195295193655,PASS_NONNEGATIVE_ONE_PARAMETER,AQ_MEASURED_TOTAL_ONLY_NO_6H_NO_48H
H-P2_PBTE_303K_100,H-P2,PROVISIONAL_HOST_ENVELOPE,[100],1266.1929796897386,1266.1929796897386,3588.4887599907215,upper_1sigma__single_APT_37to6_prolate_AR5,SINGLE_APT_COUNT_FRACTION_DIAGNOSTIC,5.12e+21,single_APT_37to6_prolate_AR5,B0_none,0.0,none,77490.3036074999,77490.3036074999,7,0.0,1.5782141042369686,149.71697528503844,1.978171154591534,PASS_ZERO_BACKGROUND_CONTROL,AQ_MEASURED_TOTAL_ONLY_NO_6H_NO_48H
H-P2_PBTE_303K_100,H-P2,PROVISIONAL_HOST_ENVELOPE,[100],1266.1929796897386,1266.1929796897386,3588.4887599907215,upper_1sigma__single_APT_37to6_prolate_AR5,SINGLE_APT_COUNT_FRACTION_DIAGNOSTIC,5.12e+21,single_APT_37to6_prolate_AR5,B1_constant,113150316085.43146,s^-1,66.59992591023286,69.39992591023285,6,2.0320581680582913e-12,0.04626782796131113,3.778341714347661,0.07481900871114422,PASS_NONNEGATIVE_ONE_PARAMETER,AQ_MEASURED_TOTAL_ONLY_NO_6H_NO_48H
H-P2_PBTE_303K_100,H-P2,PROVISIONAL_HOST_ENVELOPE,[100],1266.1929796897386,1266.1929796897386,3588.4887599907215,upper_1sigma__single_APT_37to6_prolate_AR5,SINGLE_APT_COUNT_FRACTION_DIAGNOSTIC,5.12e+21,single_APT_37to6_prolate_AR5,B2_omega2,1.6683123878102865e-15,s,62.8837994157202,65.6837994157202,6,1.1656051561179503e-11,0.044958480637356704,3.66105650874864,0.07372978458695045,PASS_NONNEGATIVE_ONE_PARAMETER,AQ_MEASURED_TOTAL_ONLY_NO_6H_NO_48H
H-P2_PBTE_303K_100,H-P2,PROVISIONAL_HOST_ENVELOPE,[100],1266.1929796897386,1266.1929796897386,3588.4887599907215,upper_1sigma__single_APT_37to6_prolate_AR5,SINGLE_APT_COUNT_FRACTION_DIAGNOSTIC,5.12e+21,single_APT_37to6_prolate_AR5,B4_omega4,3.3554774244427036e-41,s^3,67.68245849831393,70.48245849831393,6,1.2202686002524161e-12,0.04664233693318402,3.930169266713033,0.07808351740175967,PASS_NONNEGATIVE_ONE_PARAMETER,AQ_MEASURED_TOTAL_ONLY_NO_6H_NO_48H
H-P2_PBTE_303K_100,H-P2,PROVISIONAL_HOST_ENVELOPE,[100],1266.1929796897386,1266.1929796897386,3588.4887599907215,upper_1sigma__single_APT_37to6_prolate_AR5,SINGLE_APT_COUNT_FRACTION_DIAGNOSTIC,5.12e+21,single_APT_37to6_prolate_AR5,BU_host_scale,3.0425300401123447,dimensionless,318.2584276027533,321.0584276027533,6,9.976739220616278e-66,0.1011421532939933,8.964271874518857,0.19082114366341763,PASS_NONNEGATIVE_ONE_PARAMETER,AQ_MEASURED_TOTAL_ONLY_NO_6H_NO_48H
H-P2_PBTE_303K_100,H-P2,PROVISIONAL_HOST_ENVELOPE,[100],1266.1929796897386,1266.1929796897386,3588.4887599907215,upper_1sigma__single_APT_37to6_prolate_AR2,SINGLE_APT_COUNT_FRACTION_DIAGNOSTIC,5.12e+21,single_APT_37to6_prolate_AR2,B0_none,0.0,none,30705.33729342031,30705.33729342031,7,0.0,0.9934572311607847,94.84583389231447,1.1936520157479382,PASS_ZERO_BACKGROUND_CONTROL,AQ_MEASURED_TOTAL_ONLY_NO_6H_NO_48H
