run_dir,selected_nucleus_id,continuous_shape,continuous_rc_nm,mapped_template_id,mapped_profile_dir,mapped_source_dyn_dir,cuda_config_profile_dir,cuda_config_source_dyn_dir,profile_csv_exists,summary_exists,ready_to_launch,manual_override_in_cuda_command,selector_json_cuda_ready_via_mapper,selector_json_cuda_now_uses_predicted_nucleus,selector_json_fallback_triggered,mapping_decision_reason,mapping_fallback_used,geometry_loss_total,cuda_actually_uses_template,runtime_selector_selected_id,runtime_selector_profile_dir,runtime_selector_source_dyn_dir,runtime_selector_cuda_now_uses_predicted_nucleus,runtime_selector_fallback_triggered,runtime_selector_shape_validation,runtime_selector_rc_match
Results/orchestrator/T400_xB0p050,cntcon_T400_xB0p050_strictref_eyy_sm0p01,spherical,1.8245556046158986,generated_cntcon_T400_xB0p050_strictref_eyy_sm0p01_rc1p825,Results/orchestrator/T400_xB0p050/cuda_templates/generated/generated_cntcon_T400_xB0p050_strictref_eyy_sm0p01_rc1p825/profile,Results/orchestrator/T400_xB0p050/cuda_templates/generated/generated_cntcon_T400_xB0p050_strictref_eyy_sm0p01_rc1p825/source,Results/orchestrator/T400_xB0p050/cuda_templates/generated/generated_cntcon_T400_xB0p050_strictref_eyy_sm0p01_rc1p825/profile,Results/orchestrator/T400_xB0p050/cuda_templates/generated/generated_cntcon_T400_xB0p050_strictref_eyy_sm0p01_rc1p825/source,true,true,true,false,true,true,false,generated_intermediate_template,true,0.036904244230126504,true,mapped_cntcon_T400_xB0p050_strictref_eyy_sm0p01,Results/orchestrator/T400_xB0p050/cuda_templates/generated/generated_cntcon_T400_xB0p050_strictref_eyy_sm0p01_rc1p825/profile,Results/orchestrator/T400_xB0p050/cuda_templates/generated/generated_cntcon_T400_xB0p050_strictref_eyy_sm0p01_rc1p825/source,true,false,false,true
