case_id,T,xB,strain,actual_inserted_shape,template_used,effective_rc_simulation_nm,observed_nucleation_barrier,observed_barrier_units,nucleation_rate_proxy,rate_proxy_source,profile_dir,source_dyn_dir,launch_status,source
cntcon_T400_xB0p050_strictref_eyy_sm0p01,400.0,0.05,-0.01,spherical,generated_cntcon_T400_xB0p050_strictref_eyy_sm0p01_rc1p825,1.8540789999999998,,not_available_no_cuda_dynamics_output,,not_available_no_scheduled_cuda_observation,Results/orchestrator/T400_xB0p050/cuda_templates/generated/generated_cntcon_T400_xB0p050_strictref_eyy_sm0p01_rc1p825/profile,Results/orchestrator/T400_xB0p050/cuda_templates/generated/generated_cntcon_T400_xB0p050_strictref_eyy_sm0p01_rc1p825/source,not_requested,Results/orchestrator/T400_xB0p050/cuda_launch_config.json
