case_id,T,xB,strain,rc_continuous_nm,rc_discrete_nm,rc_error_nm,rc_relative_error,shape_continuous,shape_discrete,shape_mismatch_score,barrier_continuous_kBT,barrier_discrete_observed_kBT,barrier_deviation_kBT,nucleation_rate_distortion_factor,continuous_barrier_rank,discrete_observed_rank,ordering_flip,mapping_loss_total,mapping_decision_reason,confidence
cntcon_T400_xB0p050_strictref_eyy_sm0p01,400.0,0.05,-0.01,1.8245556046158986,1.8540789999999998,0.029523395384101203,0.016181143128447654,spherical,spherical,0.0,291.9433447129304,,not_available_no_observed_cuda_barrier,not_available_no_observed_cuda_rate,1,,not_available_single_discrete_case_no_cuda_observed_ordering,0.036904244230126504,generated_intermediate_template,geometry_consistency_only_not_barrier_validated
