step,iteration,line_search_lambda,res_inf,res_l2_rel,mass_error,sum_divJ,min_C_margin,min_q_margin,min_x,max_x,min_M,max_M,nonfinite_count,Y_cap_count,bound_violation_count,mobility_failure_count,zero_face_count,max_residual_active,max_residual_inactive,W_finite_interface_sum,max_finite_interface_face_flux,lower_active,upper_active,inactive_support,accepted
2958,2,3.12500000000000000e-02,7.24825508724190933e-05,2.43713919737416397e-05,0.00000000000000000e+00,5.55111512312578270e-17,-1.33226762955018785e-15,-1.33226762955018785e-15,6.58675565140328825e-11,4.99999999587539337e-02,0.00000000000000000e+00,1.38473425206646255e+02,0,1,0,0,49,7.24825508724190933e-05,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0,0,0,0
2958,2,1.56250000000000000e-02,7.37273357170584897e-05,2.47884362458933256e-05,0.00000000000000000e+00,4.85722573273505986e-17,-1.33226762955018785e-15,-1.33226762955018785e-15,5.52263246727949171e-10,4.99999999638317816e-02,0.00000000000000000e+00,1.38473425232939491e+02,0,1,0,0,49,7.37273357170584897e-05,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0,0,0,0
2958,2,7.81250000000000000e-03,7.43496748282923971e-05,2.49969450162074919e-05,0.00000000000000000e+00,-2.77555756156289135e-17,-1.33226762955018785e-15,-1.33226762955018785e-15,1.59912876691113858e-09,4.99999999649664018e-02,0.00000000000000000e+00,1.38473425238814599e+02,0,1,0,0,49,7.43496748282923971e-05,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0,0,0,0
2958,2,3.90625000000000000e-03,7.46608310558420835e-05,2.51011958752541428e-05,-7.10542735760100186e-15,3.46944695195361419e-17,-1.33226762955018785e-15,-1.33226762955018785e-15,2.72114749594312276e-09,4.99999999651827287e-02,0.00000000000000000e+00,1.38473425239934755e+02,0,0,0,0,49,7.46608310558420835e-05,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0,0,0,1
2958,3,1.00000000000000000e+00,9.19879785940105050e-06,3.07466663804808762e-06,2.55795384873636067e-13,4.85722573273505986e-17,-1.33226762955018785e-15,-1.33226762955018785e-15,7.28418132649173385e-110,4.99999923290740181e-02,0.00000000000000000e+00,1.38473385699946675e+02,0,1,0,0,49,9.19879785940105050e-06,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0,0,0,0
2958,3,5.00000000000000000e-01,3.49295897485531919e-05,1.18305043315781409e-05,2.84217094304040074e-14,3.46944695195361419e-17,-1.33226762955018785e-15,-1.33226762955018785e-15,1.40788257458586941e-59,4.99999980734933749e-02,0.00000000000000000e+00,1.38473415444712487e+02,0,1,0,0,49,3.49295897485531919e-05,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0,0,0,0
2958,3,2.50000000000000000e-01,5.48132446414213229e-05,1.84553248537927496e-05,0.00000000000000000e+00,-6.93889390390722838e-17,-1.33226762955018785e-15,-1.33226762955018785e-15,1.95730841463384874e-34,4.99999994976493764e-02,0.00000000000000000e+00,1.38473422819033459e+02,0,1,0,0,49,5.48132446414213229e-05,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0,0,0,0
2958,3,1.25000000000000000e-01,6.47415482461830260e-05,2.17783482535770996e-05,0.00000000000000000e+00,1.38777878078144568e-17,-1.33226762955018785e-15,-1.33226762955018785e-15,7.29803050999890166e-22,4.99999998505869861e-02,0.00000000000000000e+00,1.38473424646554662e+02,0,1,0,0,49,6.47415482461830260e-05,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0,0,0,0
2958,3,6.25000000000000000e-02,6.97023174779026278e-05,2.34399645139066805e-05,0.00000000000000000e+00,1.38777878078144568e-17,-1.33226762955018785e-15,-1.33226762955018785e-15,1.40922026406480283e-15,4.99999999376269239e-02,0.00000000000000000e+00,1.38473425097249958e+02,0,1,0,0,49,6.97023174779026278e-05,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0,0,0,0
2958,3,3.12500000000000000e-02,7.21818562518897910e-05,2.42706444559803205e-05,0.00000000000000000e+00,7.63278329429795122e-17,-1.33226762955018785e-15,-1.33226762955018785e-15,1.95823803568706125e-12,4.99999999588340363e-02,0.00000000000000000e+00,1.38473425207061013e+02,0,1,0,0,49,7.21818562518897910e-05,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0,0,0,0
2958,3,1.56250000000000000e-02,7.34214141536170006e-05,2.46859380085568395e-05,0.00000000000000000e+00,-2.77555756156289135e-17,-1.33226762955018785e-15,-1.33226762955018785e-15,7.29976338069906237e-11,4.99999999638648801e-02,0.00000000000000000e+00,1.38473425233110930e+02,0,1,0,0,49,7.34214141536170006e-05,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0,0,0,0
2958,3,7.81250000000000000e-03,7.40411402300967722e-05,2.48935716116689752e-05,0.00000000000000000e+00,4.85722573273505986e-17,-1.33226762955018785e-15,-1.33226762955018785e-15,4.45687478874501023e-10,4.99999999649878568e-02,0.00000000000000000e+00,1.38473425238925699e+02,0,1,0,0,49,7.40411402300967722e-05,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0,0,0,0
2958,3,3.90625000000000000e-03,7.43509900493669837e-05,2.49973849362469755e-05,0.00000000000000000e+00,9.71445146547011973e-17,-1.33226762955018785e-15,-1.33226762955018785e-15,1.10126353262421559e-09,4.99999999652012833e-02,0.00000000000000000e+00,1.38473425240030792e+02,0,1,0,0,49,7.43509900493669837e-05,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0,0,0,0
2958,3,1.95312500000000000e-03,7.45059116541862298e-05,2.50492907070722895e-05,0.00000000000000000e+00,-3.46944695195361419e-17,-1.33226762955018785e-15,-1.33226762955018785e-15,1.73109806344324972e-09,4.99999999652210175e-02,0.00000000000000000e+00,1.38473425240133025e+02,0,1,0,0,49,7.45059116541862298e-05,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0,0,0,0
2958,3,9.76562500000000000e-04,7.45833716303784624e-05,2.50752433668789865e-05,0.00000000000000000e+00,-3.46944695195361419e-17,-1.33226762955018785e-15,-1.33226762955018785e-15,2.17038548675048420e-09,4.99999999652091104e-02,0.00000000000000000e+00,1.38473425240071322e+02,0,0,0,0,49,7.45833716303784624e-05,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0,0,0,1
2958,4,1.00000000000000000e+00,9.18674559040560941e-06,3.07075995717246333e-06,2.48689957516035065e-13,2.08166817117216851e-17,-1.33226762955018785e-15,-1.33226762955018785e-15,1.69289389689806118e-135,4.99999923453078726e-02,0.00000000000000000e+00,1.38473385784006069e+02,0,1,0,0,49,9.18674559040560941e-06,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0,0,0,0
2958,4,5.00000000000000000e-01,3.48939013245909240e-05,1.18185071468723396e-05,1.42108547152020037e-14,0.00000000000000000e+00,-1.33226762955018785e-15,-1.33226762955018785e-15,1.91682880033547721e-72,4.99999980775372027e-02,0.00000000000000000e+00,1.38473415465651556e+02,0,1,0,0,49,3.48939013245909240e-05,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0,0,0,0
2958,4,2.50000000000000000e-01,5.47566337609199598e-05,1.84363550163597286e-05,7.10542735760100186e-15,-4.85722573273505986e-17,-1.33226762955018785e-15,-1.33226762955018785e-15,6.45000581509114821e-41,4.99999994986733906e-02,0.00000000000000000e+00,1.38473422824335813e+02,0,1,0,0,49,5.47566337609199598e-05,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0,0,0,0
2958,4,1.25000000000000000e-01,6.46745038470556820e-05,2.17558844508284470e-05,0.00000000000000000e+00,2.77555756156289135e-17,-1.33226762955018785e-15,-1.33226762955018785e-15,3.74152363496587393e-25,4.99999998508607116e-02,0.00000000000000000e+00,1.38473424647972024e+02,0,1,0,0,49,6.46745038470556820e-05,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0,0,0,0
2958,4,6.25000000000000000e-02,6.96300632532364524e-05,2.34157554624338671e-05,0.00000000000000000e+00,-4.85722573273505986e-17,-1.33226762955018785e-15,-1.33226762955018785e-15,2.84965763267035414e-17,4.99999999377142498e-02,0.00000000000000000e+00,1.38473425097702147e+02,0,1,0,0,49,6.96300632532364524e-05,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0,0,0,0
2958,4,3.12500000000000000e-02,7.21069988486256136e-05,2.42455634296733215e-05,0.00000000000000000e+00,7.63278329429795122e-17,-1.33226762955018785e-15,-1.33226762955018785e-15,2.48693698824609155e-13,4.99999999588752325e-02,0.00000000000000000e+00,1.38473425207274317e+02,0,1,0,0,49,7.21069988486256136e-05,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0,0,0,0
2958,4,1.56250000000000000e-02,7.33452555947105000e-05,2.46604211771666473e-05,0.00000000000000000e+00,-2.77555756156289135e-17,-1.33226762955018785e-15,-1.33226762955018785e-15,2.32327612599938859e-11,4.99999999638947729e-02,0.00000000000000000e+00,1.38473425233265630e+02,0,1,0,0,49,7.33452555947105000e-05,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0,0,0,0
2958,4,7.81250000000000000e-03,7.39643312017881753e-05,2.48678369254728953e-05,0.00000000000000000e+00,2.77555756156289135e-17,-1.33226762955018785e-15,-1.33226762955018785e-15,2.24552995849038104e-10,4.99999999650149879e-02,0.00000000000000000e+00,1.38473425239066160e+02,0,1,0,0,49,7.39643312017881753e-05,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0,0,0,0
2958,4,3.90625000000000000e-03,7.42738558134525741e-05,2.49715413348821686e-05,7.10542735760100186e-15,7.63278329429795122e-17,-1.33226762955018785e-15,-1.33226762955018785e-15,6.98116439919734040e-10,4.99999999652278315e-02,0.00000000000000000e+00,1.38473425240168268e+02,0,1,0,0,49,7.42738558134525741e-05,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0,0,0,0
2958,4,1.95312500000000000e-03,7.44286148212488027e-05,2.50233926511631679e-05,0.00000000000000000e+00,-2.08166817117216851e-17,-1.33226762955018785e-15,-1.33226762955018785e-15,1.23092720738543448e-09,4.99999999652473784e-02,0.00000000000000000e+00,1.38473425240269478e+02,0,1,0,0,49,7.44286148212488027e-05,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0,0,0,0
2958,4,9.76562500000000000e-04,7.45059935006718869e-05,2.50493180844736337e-05,-7.10542735760100186e-15,2.77555756156289135e-17,-1.33226762955018785e-15,-1.33226762955018785e-15,1.63449886708738562e-09,4.99999999652354643e-02,0.00000000000000000e+00,1.38473425240207803e+02,0,1,0,0,49,7.45059935006718869e-05,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0,0,0,0
2958,4,4.88281250000000000e-04,7.45446826339671580e-05,2.50622807450739287e-05,7.95807864051312208e-13,-1.38777878078144568e-17,-1.33226762955018785e-15,-1.33226762955018785e-15,1.88347886087730164e-09,4.99999999652259233e-02,0.00000000000000000e+00,1.38473425240158377e+02,0,1,0,0,49,7.45446826339671580e-05,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0,0,0,0
2958,4,2.44140625000000000e-04,7.45640271494498022e-05,2.50687620606061415e-05,1.98951966012828052e-13,9.02056207507939689e-17,-1.33226762955018785e-15,-1.33226762955018785e-15,2.02184944649471528e-09,4.99999999652175134e-02,0.00000000000000000e+00,1.38473425240114864e+02,0,1,0,0,49,7.45640271494498022e-05,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0,0,0,0
2958,4,1.22070312500000000e-04,7.45736993941913302e-05,2.50720027148932853e-05,4.26325641456060112e-14,0.00000000000000000e+00,-1.33226762955018785e-15,-1.33226762955018785e-15,2.09480134978909031e-09,4.99999999652133084e-02,0.00000000000000000e+00,1.38473425240093064e+02,0,0,0,0,49,7.45736993941913302e-05,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0,0,0,1
2958,5,1.00000000000000000e+00,9.18524105657412700e-06,3.07027225163535718e-06,2.41584530158434063e-13,6.24500451351650554e-17,-1.33226762955018785e-15,-1.33226762955018785e-15,4.57485743590978336e-140,4.99999923473336341e-02,0.00000000000000000e+00,1.38473385794495471e+02,0,1,0,0,49,9.18524105657412700e-06,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0,0,0,0
2958,5,5.00000000000000000e-01,3.48894448797818689e-05,1.18170090381211957e-05,1.42108547152020037e-14,2.08166817117216851e-17,-1.33226762955018785e-15,-1.33226762955018785e-15,9.78949351466615955e-75,4.99999980780422015e-02,0.00000000000000000e+00,1.38473415468266467e+02,0,1,0,0,49,3.48894448797818689e-05,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0,0,0,0
2958,5,2.50000000000000000e-01,5.47495648083563285e-05,1.84339862622378684e-05,1.42108547152020037e-14,3.46944695195361419e-17,-1.33226762955018785e-15,-1.33226762955018785e-15,4.52847045736755063e-42,4.99999994988017740e-02,0.00000000000000000e+00,1.38473422825000569e+02,0,1,0,0,49,5.47495648083563285e-05,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0,0,0,0
2958,5,1.25000000000000000e-01,6.46661320988595818e-05,2.17530794197654621e-05,0.00000000000000000e+00,-3.46944695195361419e-17,-1.33226762955018785e-15,-1.33226762955018785e-15,9.73973618427708458e-26,4.99999998508955448e-02,0.00000000000000000e+00,1.38473424648152388e+02,0,1,0,0,49,6.46661320988595818e-05,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0,0,0,0
2958,5,6.25000000000000000e-02,6.96210409724665386e-05,2.34127325091191119e-05,-7.10542735760100186e-15,-6.24500451351650554e-17,-1.33226762955018785e-15,-1.33226762955018785e-15,1.42838414208654568e-17,4.99999999377258933e-02,0.00000000000000000e+00,1.38473425097762430e+02,0,1,0,0,49,6.96210409724665386e-05,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0,0,0,0
2958,5,3.12500000000000000e-02,7.20976515179975357e-05,2.42424315962637017e-05,-7.10542735760100186e-15,2.77555756156289135e-17,-1.33226762955018785e-15,-1.33226762955018785e-15,1.72979219447336167e-13,4.99999999588811236e-02,0.00000000000000000e+00,1.38473425207304871e+02,0,1,0,0,49,7.20976515179975357e-05,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0,0,0,0
2958,5,1.56250000000000000e-02,7.33357457932924401e-05,2.46572349264537020e-05,-7.10542735760100186e-15,4.85722573273505986e-17,-1.33226762955018785e-15,-1.33226762955018785e-15,1.90356797398289017e-11,4.99999999638992415e-02,0.00000000000000000e+00,1.38473425233288793e+02,0,1,0,0,49,7.33357457932924401e-05,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0,0,0,0
2958,5,7.81250000000000000e-03,7.39547401784708598e-05,2.48646234720797985e-05,0.00000000000000000e+00,-2.77555756156289135e-17,-1.33226762955018785e-15,-1.33226762955018785e-15,1.99689678457072495e-10,4.99999999650191582e-02,0.00000000000000000e+00,1.38473425239087788e+02,0,1,0,0,49,7.39547401784708598e-05,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0,0,0,0
2958,5,3.90625000000000000e-03,7.42642241826246184e-05,2.49683142816401400e-05,0.00000000000000000e+00,1.38777878078144568e-17,-1.33226762955018785e-15,-1.33226762955018785e-15,6.46769053365706962e-10,4.99999999652318908e-02,0.00000000000000000e+00,1.38473425240189329e+02,0,1,0,0,49,7.42642241826246184e-05,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0,0,0,0
2958,5,1.95312500000000000e-03,7.44189628874828595e-05,2.50201587984060223e-05,0.00000000000000000e+00,1.31838984174237339e-16,-1.33226762955018785e-15,-1.33226762955018785e-15,1.16398139441931100e-09,4.99999999652514723e-02,0.00000000000000000e+00,1.38473425240290680e+02,0,1,0,0,49,7.44189628874828595e-05,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0,0,0,0
2958,5,9.76562500000000000e-04,7.44963314156204919e-05,2.50460808320617476e-05,0.00000000000000000e+00,2.08166817117216851e-17,-1.33226762955018785e-15,-1.33226762955018785e-15,1.56150882049725387e-09,4.99999999652395721e-02,0.00000000000000000e+00,1.38473425240229034e+02,0,1,0,0,49,7.44963314156204919e-05,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0,0,0,0
2958,5,4.88281250000000000e-04,7.45350154733201523e-05,2.50590417928768461e-05,8.52651282912120223e-13,4.85722573273505986e-17,-1.33226762955018785e-15,-1.33226762955018785e-15,1.80860465138559760e-09,4.99999999652301214e-02,0.00000000000000000e+00,1.38473425240180148e+02,0,1,0,0,49,7.45350154733201523e-05,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0,0,0,0
2958,5,2.44140625000000000e-04,7.45543574510279831e-05,2.50655222584975480e-05,2.48689957516035065e-13,4.16333634234433703e-17,-1.33226762955018785e-15,-1.33226762955018785e-15,1.94644996467856401e-09,4.99999999652217045e-02,0.00000000000000000e+00,1.38473425240136550e+02,0,1,0,0,49,7.45543574510279831e-05,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0,0,0,0
2958,5,1.22070312500000000e-04,7.45640284269063634e-05,2.50687624878442204e-05,9.94759830064140260e-14,-2.08166817117216851e-17,-1.33226762955018785e-15,-1.33226762955018785e-15,2.01926373050096889e-09,4.99999999652175134e-02,0.00000000000000000e+00,1.38473425240114864e+02,0,1,0,0,49,7.45640284269063634e-05,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0,0,0,0
2958,5,6.10351562500000000e-05,7.45688639116644637e-05,2.50703826016612147e-05,5.68434188608080149e-14,6.93889390390722838e-18,-1.33226762955018785e-15,-1.33226762955018785e-15,2.05668577771046920e-09,4.99999999652154248e-02,0.00000000000000000e+00,1.38473425240104035e+02,0,1,0,0,49,7.45688639116644637e-05,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0,0,0,0
2958,5,3.05175781250000000e-05,7.45712816531900300e-05,2.50711926583519227e-05,5.68434188608080149e-14,2.08166817117216851e-17,-1.33226762955018785e-15,-1.33226762955018785e-15,2.07565607537488842e-09,4.99999999652143701e-02,0.00000000000000000e+00,1.38473425240098550e+02,0,0,0,0,49,7.45712816531900300e-05,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0,0,0,1
2958,6,1.00000000000000000e+00,9.18486498547195858e-06,3.07015034499307130e-06,2.41584530158434063e-13,-3.46944695195361419e-17,-1.33226762955018785e-15,-1.33226762955018785e-15,2.82164851493483543e-141,4.99999923478398056e-02,0.00000000000000000e+00,1.38473385797116407e+02,0,1,0,0,49,9.18486498547195858e-06,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0,0,0,0
2958,6,5.00000000000000000e-01,3.48883309122914806e-05,1.18166345589356265e-05,1.42108547152020037e-14,0.00000000000000000e+00,-1.33226762955018785e-15,-1.33226762955018785e-15,2.42007693444491819e-75,4.99999980781683853e-02,0.00000000000000000e+00,1.38473415468919825e+02,0,1,0,0,49,3.48883309122914806e-05,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0,0,0,0
2958,6,2.50000000000000000e-01,5.47477978014026891e-05,1.84333941509475043e-05,-7.10542735760100186e-15,4.85722573273505986e-17,-1.33226762955018785e-15,-1.33226762955018785e-15,2.24126024887780089e-42,4.99999994988337901e-02,0.00000000000000000e+00,1.38473422825166381e+02,0,1,0,0,49,5.47477978014026891e-05,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0,0,0,0
2958,6,1.25000000000000000e-01,6.46640394364260786e-05,2.17523782538679666e-05,7.10542735760100186e-15,6.24500451351650554e-17,-1.33226762955018785e-15,-1.33226762955018785e-15,6.82061982888758670e-26,4.99999998509042740e-02,0.00000000000000000e+00,1.38473424648197579e+02,0,1,0,0,49,6.46640394364260786e-05,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0,0,0,0
2958,6,6.25000000000000000e-02,6.96187856985667103e-05,2.34119768699708805e-05,0.00000000000000000e+00,-6.93889390390722838e-18,-1.33226762955018785e-15,-1.33226762955018785e-15,1.18984289016342554e-17,4.99999999377288284e-02,0.00000000000000000e+00,1.38473425097777636e+02,0,1,0,0,49,6.96187856985667103e-05,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0,0,0,0
2958,6,3.12500000000000000e-02,7.20953149925300589e-05,2.42416487407312506e-05,-7.10542735760100186e-15,0.00000000000000000e+00,-1.33226762955018785e-15,-1.33226762955018785e-15,1.57152939189996429e-13,4.99999999588826155e-02,0.00000000000000000e+00,1.38473425207312545e+02,0,1,0,0,49,7.20953149925300589e-05,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0,0,0,0
2958,6,1.56250000000000000e-02,7.33333686555286005e-05,2.46564384684285057e-05,-7.10542735760100186e-15,-3.46944695195361419e-17,-1.33226762955018785e-15,-1.33226762955018785e-15,1.80608818633949464e-11,4.99999999639004281e-02,0.00000000000000000e+00,1.38473425233294961e+02,0,1,0,0,49,7.33333686555286005e-05,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0,0,0,0
2958,6,7.81250000000000000e-03,7.39523427380003743e-05,2.48638202142835355e-05,0.00000000000000000e+00,2.77555756156289135e-17,-1.33226762955018785e-15,-1.33226762955018785e-15,1.93618643810681252e-10,4.99999999650202406e-02,0.00000000000000000e+00,1.38473425239093359e+02,0,1,0,0,49,7.39523427380003743e-05,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0,0,0,0
2958,6,3.90625000000000000e-03,7.42618165915841867e-05,2.49675076243437166e-05,0.00000000000000000e+00,-5.55111512312578270e-17,-1.33226762955018785e-15,-1.33226762955018785e-15,6.33944567557673527e-10,4.99999999652329455e-02,0.00000000000000000e+00,1.38473425240194757e+02,0,1,0,0,49,7.42618165915841867e-05,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0,0,0,0
2958,6,1.95312500000000000e-03,7.44165502214178936e-05,2.50193504414591552e-05,0.00000000000000000e+00,0.00000000000000000e+00,-1.33226762955018785e-15,-1.33226762955018785e-15,1.14710544138286849e-09,4.99999999652525201e-02,0.00000000000000000e+00,1.38473425240296109e+02,0,1,0,0,49,7.44165502214178936e-05,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0,0,0,0
2958,6,9.76562500000000000e-04,7.44939162120681074e-05,2.50452716253023743e-05,0.00000000000000000e+00,1.38777878078144568e-17,-1.33226762955018785e-15,-1.33226762955018785e-15,1.54304775649622992e-09,4.99999999652406060e-02,0.00000000000000000e+00,1.38473425240234405e+02,0,1,0,0,49,7.44939162120681074e-05,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0,0,0,0
