step,iteration,line_search_lambda,res_inf,res_l2_rel,mass_error,sum_divJ,min_C_margin,min_q_margin,min_x,max_x,min_M,max_M,nonfinite_count,Y_cap_count,bound_violation_count,mobility_failure_count,zero_face_count,max_residual_active,max_residual_inactive,W_finite_interface_sum,max_finite_interface_face_flux,lower_active,upper_active,inactive_support,accepted
2958,26,6.25000000000000000e-02,2.39743770169577478e-05,nan,5.68434188608080149e-14,nan,-1.33226762955018785e-15,-1.33226762955018785e-15,3.23257068078975105e-08,1.71377719550687285e-01,0.00000000000000000e+00,1.38473677081553745e+02,6,0,6,22,47,2.39743770169577478e-05,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,1,0,16,0
2958,26,3.12500000000000000e-02,3.24025021147994924e-05,nan,5.68434188608080149e-14,nan,-1.33226762955018785e-15,-1.33226762955018785e-15,3.23257068078975105e-08,5.02108661714366300e-01,0.00000000000000000e+00,1.38473490614156219e+02,4,0,4,14,47,3.24025021147994924e-05,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,1,0,16,0
2958,26,1.56250000000000000e-02,3.70397853165017513e-05,nan,5.68434188608080149e-14,nan,-1.33226762955018785e-15,-1.33226762955018785e-15,3.23257068078975105e-08,6.67474132789154129e-01,0.00000000000000000e+00,1.38473572543627995e+02,4,0,4,14,47,3.70397853165017513e-05,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,1,0,16,0
2958,26,7.81250000000000000e-03,4.09266784991994050e-05,nan,5.68434188608080149e-14,nan,-1.33226762955018785e-15,-1.33226762955018785e-15,3.23257068078975105e-08,7.50156868333599736e-01,0.00000000000000000e+00,1.38473613508380424e+02,4,0,4,14,47,4.09266784991994050e-05,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,1,0,16,0
2958,26,3.90625000000000000e-03,4.28701361829784492e-05,nan,5.68434188608080149e-14,nan,-1.33226762955018785e-15,-1.33226762955018785e-15,3.23257068078975105e-08,7.91498236105822484e-01,0.00000000000000000e+00,1.38473634127332787e+02,4,0,4,14,47,4.28701361829784492e-05,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,1,0,16,0
2958,26,1.95312500000000000e-03,4.38418677943834401e-05,nan,5.68434188608080149e-14,nan,-1.33226762955018785e-15,-1.33226762955018785e-15,3.23257068078975105e-08,8.12168919998985439e-01,0.00000000000000000e+00,1.38473644445482080e+02,4,0,4,14,47,4.38418677943834401e-05,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,1,0,16,0
2958,26,9.76562500000000000e-04,4.43277342920704641e-05,nan,5.68434188608080149e-14,nan,-1.33226762955018785e-15,-1.33226762955018785e-15,3.23257068078975105e-08,8.22504261931463754e-01,0.00000000000000000e+00,1.38473649604556982e+02,4,0,4,14,47,4.43277342920704641e-05,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,1,0,16,0
2958,26,4.88281250000000000e-04,4.45706677138585442e-05,nan,4.97379915032070130e-14,nan,-1.33226762955018785e-15,-1.33226762955018785e-15,3.23257068078975105e-08,8.27671932911806074e-01,0.00000000000000000e+00,1.38473652184094817e+02,2,0,2,8,47,4.45706677138585442e-05,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,1,0,16,0
2958,26,2.44140625000000000e-04,4.46921344679355098e-05,nan,5.68434188608080149e-14,nan,-1.33226762955018785e-15,-1.33226762955018785e-15,3.23257068078975105e-08,8.30255768387874071e-01,0.00000000000000000e+00,1.38473653473863152e+02,2,0,2,8,47,4.46921344679355098e-05,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,1,0,16,0
2958,26,1.22070312500000000e-04,4.47528678557486379e-05,2.34306273031006803e-05,5.68434188608080149e-14,-5.55111512312578270e-17,-1.33226762955018785e-15,-1.33226762955018785e-15,3.23257068078975105e-08,8.53416180229824461e-01,0.00000000000000000e+00,1.38473654118747589e+02,0,0,0,0,49,4.47528678557486379e-05,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,1,0,16,1
2958,27,1.00000000000000000e+00,4.51816756413302286e-04,nan,5.68434188608080149e-14,nan,-1.33226762955018785e-15,-1.33226762955018785e-15,3.23257068078975105e-08,5.00021907905610075e-02,0.00000000000000000e+00,1.38484769828399493e+02,12,0,12,40,47,4.51816756413302286e-04,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,1,0,16,0
2958,27,5.00000000000000000e-01,2.03600572249247515e-04,nan,4.97379915032070130e-14,nan,-1.33226762955018785e-15,-1.33226762955018785e-15,3.23257068078975105e-08,5.00010285134019350e-02,0.00000000000000000e+00,1.38478751187532026e+02,12,0,12,40,47,2.03600572249247515e-04,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,1,0,16,0
2958,27,2.50000000000000000e-01,7.94399379529101880e-05,nan,5.68434188608080149e-14,nan,-1.33226762955018785e-15,-1.33226762955018785e-15,3.23257068078975105e-08,5.00004609999354921e-02,0.00000000000000000e+00,1.38475812510391393e+02,10,0,10,34,47,7.94399379529101880e-05,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,1,0,16,0
2958,27,1.25000000000000000e-01,1.73474224074490848e-05,nan,5.68434188608080149e-14,nan,-1.33226762955018785e-15,-1.33226762955018785e-15,3.23257068078975105e-08,5.00001837668511140e-02,0.00000000000000000e+00,1.38474376973359227e+02,8,0,8,28,47,1.73474224074490848e-05,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,1,0,16,0
2958,27,6.25000000000000000e-02,2.39522379735097474e-05,nan,4.97379915032070130e-14,nan,-1.33226762955018785e-15,-1.33226762955018785e-15,3.23257068078975105e-08,1.71079752454457362e-01,0.00000000000000000e+00,1.38473677134259646e+02,6,0,6,22,47,2.39522379735097474e-05,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,1,0,16,0
2958,27,3.12500000000000000e-02,3.23753143864437251e-05,nan,5.68434188608080149e-14,nan,-1.33226762955018785e-15,-1.33226762955018785e-15,3.23257068078975105e-08,5.01313719293708493e-01,0.00000000000000000e+00,1.38473490308669511e+02,4,0,4,14,47,3.23753143864437251e-05,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,1,0,16,0
2958,27,1.56250000000000000e-02,3.69899155431220293e-05,nan,5.68434188608080149e-14,nan,-1.33226762955018785e-15,-1.33226762955018785e-15,3.23257068078975105e-08,6.66430702720385737e-01,0.00000000000000000e+00,1.38473572070847183e+02,4,0,4,14,47,3.69899155431220293e-05,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,1,0,16,0
2958,27,7.81250000000000000e-03,4.08713770043581134e-05,nan,5.68434188608080149e-14,nan,-1.33226762955018785e-15,-1.33226762955018785e-15,3.23257068078975105e-08,7.48989194426672666e-01,0.00000000000000000e+00,1.38473612951953072e+02,4,0,4,14,47,4.08713770043581134e-05,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,1,0,16,0
2958,27,3.90625000000000000e-03,4.28121187603868898e-05,nan,5.68434188608080149e-14,nan,-1.33226762955018785e-15,-1.33226762955018785e-15,3.23257068078975105e-08,7.90268440279816131e-01,0.00000000000000000e+00,1.38473633524521404e+02,4,0,4,14,47,4.28121187603868898e-05,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,1,0,16,0
2958,27,1.95312500000000000e-03,4.37824923911378340e-05,nan,5.68434188608080149e-14,nan,-1.33226762955018785e-15,-1.33226762955018785e-15,3.23257068078975105e-08,8.10908063199336282e-01,0.00000000000000000e+00,1.38473643821634170e+02,4,0,4,14,47,4.37824923911378340e-05,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,1,0,16,0
2958,27,9.76562500000000000e-04,4.42676798943003526e-05,nan,5.68434188608080149e-14,nan,-1.33226762955018785e-15,-1.33226762955018785e-15,3.23257068078975105e-08,8.21227874666147994e-01,0.00000000000000000e+00,1.38473648970191050e+02,4,0,4,14,47,4.42676798943003526e-05,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,1,0,16,0
2958,27,4.88281250000000000e-04,4.45102738177743142e-05,nan,5.68434188608080149e-14,nan,-1.33226762955018785e-15,-1.33226762955018785e-15,3.23257068078975105e-08,8.26387780406605432e-01,0.00000000000000000e+00,1.38473651544469305e+02,2,0,2,8,47,4.45102738177743142e-05,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,1,0,16,0
2958,27,2.44140625000000000e-04,4.46315708224434649e-05,nan,5.68434188608080149e-14,nan,-1.33226762955018785e-15,-1.33226762955018785e-15,3.23257068078975105e-08,8.28967733269782570e-01,0.00000000000000000e+00,1.38473652831608746e+02,2,0,2,8,47,4.46315708224434649e-05,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,1,0,16,0
2958,27,1.22070312500000000e-04,4.46922193355424500e-05,nan,5.68434188608080149e-14,nan,-1.33226762955018785e-15,-1.33226762955018785e-15,3.23257068078975105e-08,8.30257709701371138e-01,0.00000000000000000e+00,1.38473653475177883e+02,2,0,2,8,47,4.46922193355424500e-05,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,1,0,16,0
2958,27,6.10351562500000000e-05,4.47225435947265945e-05,2.34170850631506689e-05,5.68434188608080149e-14,6.93889390390722838e-18,-1.33226762955018785e-15,-1.33226762955018785e-15,3.23257068078975105e-08,8.30902697917165423e-01,0.00000000000000000e+00,1.38473653796962708e+02,0,0,0,0,49,4.47225435947265945e-05,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,1,0,16,1
2958,28,1.00000000000000000e+00,4.51500782588600501e-04,nan,5.68434188608080149e-14,nan,-1.33226762955018785e-15,-1.33226762955018785e-15,3.23257068078975105e-08,5.00021887273058852e-02,0.00000000000000000e+00,1.38484759143993244e+02,12,0,12,40,47,4.51500782588600501e-04,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,1,0,16,0
2958,28,5.00000000000000000e-01,2.03457529953134504e-04,nan,4.97379915032070130e-14,nan,-1.33226762955018785e-15,-1.33226762955018785e-15,3.23257068078975105e-08,5.00010275792397429e-02,0.00000000000000000e+00,1.38478746350240556e+02,12,0,12,40,47,2.03457529953134504e-04,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,1,0,16,0
2958,28,2.50000000000000000e-01,7.93835291010390595e-05,nan,5.68434188608080149e-14,nan,-1.33226762955018785e-15,-1.33226762955018785e-15,3.23257068078975105e-08,5.00004606123304329e-02,0.00000000000000000e+00,1.38475810503329058e+02,10,0,10,34,47,7.93835291010390595e-05,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,1,0,16,0
2958,28,1.25000000000000000e-01,1.73343682011985316e-05,nan,5.68434188608080149e-14,nan,-1.33226762955018785e-15,-1.33226762955018785e-15,3.23257068078975105e-08,5.00001836439527558e-02,0.00000000000000000e+00,1.38474376336983937e+02,8,0,8,28,47,1.73343682011985316e-05,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,1,0,16,0
2958,28,6.25000000000000000e-02,2.39411818703239529e-05,nan,5.68434188608080149e-14,nan,-1.33226762955018785e-15,-1.33226762955018785e-15,3.23257068078975105e-08,1.70931205035500272e-01,0.00000000000000000e+00,1.38473677160375814e+02,6,0,6,22,47,2.39411818703239529e-05,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,1,0,16,0
2958,28,3.12500000000000000e-02,3.23617319229650027e-05,nan,5.68434188608080149e-14,nan,-1.33226762955018785e-15,-1.33226762955018785e-15,3.23257068078975105e-08,5.00916951483384443e-01,0.00000000000000000e+00,1.38473490156277080e+02,4,0,4,14,47,3.23617319229650027e-05,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,1,0,16,0
2958,28,1.56250000000000000e-02,3.69650148565422754e-05,nan,5.68434188608080149e-14,nan,-1.33226762955018785e-15,-1.33226762955018785e-15,3.23257068078975105e-08,6.65909824700274933e-01,0.00000000000000000e+00,1.38473571834959500e+02,4,0,4,14,47,3.69650148565422754e-05,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,1,0,16,0
2958,28,7.81250000000000000e-03,4.08437645751669537e-05,nan,5.68434188608080149e-14,nan,-1.33226762955018785e-15,-1.33226762955018785e-15,3.23257068078975105e-08,7.48406261308720122e-01,0.00000000000000000e+00,1.38473612674317195e+02,4,0,4,14,47,4.08437645751669537e-05,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,1,0,16,0
2958,28,3.90625000000000000e-03,4.27831504264385040e-05,nan,5.68434188608080149e-14,nan,-1.33226762955018785e-15,-1.33226762955018785e-15,3.23257068078975105e-08,7.89654479612942772e-01,0.00000000000000000e+00,1.38473633223735106e+02,4,0,4,14,47,4.27831504264385040e-05,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,1,0,16,0
2958,28,1.95312500000000000e-03,4.37528460964070113e-05,nan,5.68434188608080149e-14,nan,-1.33226762955018785e-15,-1.33226762955018785e-15,3.23257068078975105e-08,8.10278588765054097e-01,0.00000000000000000e+00,1.38473643510348865e+02,4,0,4,14,47,4.37528460964070113e-05,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,1,0,16,0
2958,28,9.76562500000000000e-04,4.42376946170969178e-05,nan,5.68434188608080149e-14,nan,-1.33226762955018785e-15,-1.33226762955018785e-15,3.23257068078975105e-08,8.20590643341109760e-01,0.00000000000000000e+00,1.38473648653655403e+02,4,0,4,14,47,4.42376946170969178e-05,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,1,0,16,0
2958,28,4.88281250000000000e-04,4.44801190487536713e-05,nan,4.97379915032070130e-14,nan,-1.33226762955018785e-15,-1.33226762955018785e-15,3.23257068078975105e-08,8.25746670629137536e-01,0.00000000000000000e+00,1.38473651225309339e+02,2,0,2,8,47,4.44801190487536713e-05,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,1,0,16,0
2958,28,2.44140625000000000e-04,4.46013313074642532e-05,nan,5.68434188608080149e-14,nan,-1.33226762955018785e-15,-1.33226762955018785e-15,3.23257068078975105e-08,8.28324684266099842e-01,0.00000000000000000e+00,1.38473652511136322e+02,2,0,2,8,47,4.46013313074642532e-05,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,1,0,16,0
2958,28,1.22070312500000000e-04,4.46619374475372655e-05,nan,5.68434188608080149e-14,nan,-1.33226762955018785e-15,-1.33226762955018785e-15,3.23257068078975105e-08,8.29613691098684214e-01,0.00000000000000000e+00,1.38473653154049515e+02,2,0,2,8,47,4.46619374475372655e-05,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,1,0,16,0
2958,28,6.10351562500000000e-05,4.46922405202331298e-05,nan,5.68434188608080149e-14,nan,-1.33226762955018785e-15,-1.33226762955018785e-15,3.23257068078975105e-08,8.30258194500873237e-01,0.00000000000000000e+00,1.38473653475506154e+02,2,0,2,8,47,4.46922405202331298e-05,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,1,0,16,0
2958,28,3.05175781250000000e-05,4.47073920572200670e-05,nan,5.68434188608080149e-14,nan,-1.33226762955018785e-15,-1.33226762955018785e-15,3.23257068078975105e-08,8.30580446209019274e-01,0.00000000000000000e+00,1.38473653636234417e+02,2,0,2,8,47,4.47073920572200670e-05,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,1,0,16,0
2958,28,1.52587890625000000e-05,4.47149678259017565e-05,2.34137017256782881e-05,5.68434188608080149e-14,-1.38777878078144568e-17,-1.33226762955018785e-15,-1.33226762955018785e-15,3.23257068078975105e-08,8.30741572070143985e-01,0.00000000000000000e+00,1.38473653716598875e+02,0,0,0,0,49,4.47149678259017565e-05,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,1,0,16,1
2958,29,1.00000000000000000e+00,4.51421853036642652e-04,nan,5.68434188608080149e-14,nan,-1.33226762955018785e-15,-1.33226762955018785e-15,3.23257068078975105e-08,5.00021882119682237e-02,0.00000000000000000e+00,1.38484756475357329e+02,12,0,12,40,47,4.51421853036642652e-04,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,1,0,16,0
2958,29,5.00000000000000000e-01,2.03421798787932761e-04,nan,5.68434188608080149e-14,nan,-1.33226762955018785e-15,-1.33226762955018785e-15,3.23257068078975105e-08,5.00010273459158272e-02,0.00000000000000000e+00,1.38478745142039486e+02,12,0,12,40,47,2.03421798787932761e-04,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,1,0,16,0
2958,29,2.50000000000000000e-01,7.93694389676444386e-05,nan,5.68434188608080149e-14,nan,-1.33226762955018785e-15,-1.33226762955018785e-15,3.23257068078975105e-08,5.00004605155195403e-02,0.00000000000000000e+00,1.38475810002031437e+02,10,0,10,34,47,7.93694389676444386e-05,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,1,0,16,0
2958,29,1.25000000000000000e-01,1.73311080467123451e-05,nan,5.68434188608080149e-14,nan,-1.33226762955018785e-15,-1.33226762955018785e-15,3.23257068078975105e-08,5.00001836132570876e-02,0.00000000000000000e+00,1.38474376178039847e+02,8,0,8,28,47,1.73311080467123451e-05,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,1,0,16,0
2958,29,6.25000000000000000e-02,2.39384193205401402e-05,nan,4.97379915032070130e-14,nan,-1.33226762955018785e-15,-1.33226762955018785e-15,3.23257068078975105e-08,1.70893964239747759e-01,0.00000000000000000e+00,1.38473677166898938e+02,6,0,6,22,47,2.39384193205401402e-05,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,1,0,16,0
2958,29,3.12500000000000000e-02,3.23583376439238988e-05,nan,5.68434188608080149e-14,nan,-1.33226762955018785e-15,-1.33226762955018785e-15,3.23257068078975105e-08,5.00817768147894249e-01,0.00000000000000000e+00,1.38473490118238004e+02,4,0,4,14,47,3.23583376439238988e-05,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,1,0,16,0
2958,29,1.56250000000000000e-02,3.69587938941538070e-05,nan,4.97379915032070130e-14,nan,-1.33226762955018785e-15,-1.33226762955018785e-15,3.23257068078975105e-08,6.65779670116070754e-01,0.00000000000000000e+00,1.38473571776057554e+02,4,0,4,14,47,3.69587938941538070e-05,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,1,0,16,0
2958,29,7.81250000000000000e-03,4.08368662206899305e-05,nan,4.97379915032070130e-14,nan,-1.33226762955018785e-15,-1.33226762955018785e-15,3.23257068078975105e-08,7.48260621093107314e-01,0.00000000000000000e+00,1.38473612604984112e+02,4,0,4,14,47,4.08368662206899305e-05,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,1,0,16,0
2958,29,3.90625000000000000e-03,4.27759133675038658e-05,nan,5.68434188608080149e-14,nan,-1.33226762955018785e-15,-1.33226762955018785e-15,3.23257068078975105e-08,7.89501096581625705e-01,0.00000000000000000e+00,1.38473633148617637e+02,4,0,4,14,47,4.27759133675038658e-05,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,1,0,16,0
2958,29,1.95312500000000000e-03,4.37454396832896231e-05,nan,5.68434188608080149e-14,nan,-1.33226762955018785e-15,-1.33226762955018785e-15,3.23257068078975105e-08,8.10121334318833153e-01,0.00000000000000000e+00,1.38473643432607588e+02,4,0,4,14,47,4.37454396832896231e-05,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,1,0,16,0
2958,29,9.76562500000000000e-04,4.42302035262926972e-05,nan,5.68434188608080149e-14,nan,-1.33226762955018785e-15,-1.33226762955018785e-15,3.23257068078975105e-08,8.20431453194488514e-01,0.00000000000000000e+00,1.38473648574603430e+02,4,0,4,14,47,4.42302035262926972e-05,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,1,0,16,0
2958,29,4.88281250000000000e-04,4.44725856190113635e-05,nan,5.68434188608080149e-14,nan,-1.33226762955018785e-15,-1.33226762955018785e-15,3.23257068078975105e-08,8.25586512632316305e-01,0.00000000000000000e+00,1.38473651145600826e+02,2,0,2,8,47,4.44725856190113635e-05,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,1,0,16,0
2958,29,2.44140625000000000e-04,4.45937767081884187e-05,nan,5.68434188608080149e-14,nan,-1.33226762955018785e-15,-1.33226762955018785e-15,3.23257068078975105e-08,8.28164042358281782e-01,0.00000000000000000e+00,1.38473652431099538e+02,2,0,2,8,47,4.45937767081884187e-05,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,1,0,16,0
2958,29,1.22070312500000000e-04,4.46543722634668748e-05,nan,5.68434188608080149e-14,nan,-1.33226762955018785e-15,-1.33226762955018785e-15,3.23257068078975105e-08,8.29452807207161191e-01,0.00000000000000000e+00,1.38473653073849505e+02,2,0,2,8,47,4.46543722634668748e-05,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,1,0,16,0
2958,29,6.10351562500000000e-05,4.46846700437941518e-05,nan,5.68434188608080149e-14,nan,-1.33226762955018785e-15,-1.33226762955018785e-15,3.23257068078975105e-08,8.30097189645704225e-01,0.00000000000000000e+00,1.38473653395223891e+02,2,0,2,8,47,4.46846700437941518e-05,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,1,0,16,0
2958,29,3.05175781250000000e-05,4.46998189346260315e-05,nan,5.68434188608080149e-14,nan,-1.33226762955018785e-15,-1.33226762955018785e-15,3.23257068078975105e-08,8.30419380850872413e-01,0.00000000000000000e+00,1.38473653555911397e+02,2,0,2,8,47,4.46998189346260315e-05,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,1,0,16,0
2958,29,1.52587890625000000e-05,4.47073933802235888e-05,nan,5.68434188608080149e-14,nan,-1.33226762955018785e-15,-1.33226762955018785e-15,3.23257068078975105e-08,8.30580476460508255e-01,0.00000000000000000e+00,1.38473653636255136e+02,2,0,2,8,47,4.47073933802235888e-05,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,1,0,16,0
2958,29,7.62939453125000000e-06,4.47111806030633604e-05,2.34120103199119668e-05,5.68434188608080149e-14,5.55111512312578270e-17,-1.33226762955018785e-15,-1.33226762955018785e-15,3.23257068078975105e-08,8.30661024272377757e-01,0.00000000000000000e+00,1.38473653676427006e+02,0,0,0,0,49,4.47111806030633604e-05,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,1,0,16,1
2958,30,1.00000000000000000e+00,4.51382293246993104e-04,nan,5.68434188608080149e-14,nan,-1.33226762955018785e-15,-1.33226762955018785e-15,3.23257068078975105e-08,5.00021879528372848e-02,0.00000000000000000e+00,1.38484755133467957e+02,12,0,12,40,47,4.51382293246993104e-04,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,1,0,16,0
2958,30,5.00000000000000000e-01,2.03403885110596717e-04,nan,5.68434188608080149e-14,nan,-1.33226762955018785e-15,-1.33226762955018785e-15,3.23257068078975105e-08,5.00010272285027479e-02,0.00000000000000000e+00,1.38478744534049468e+02,12,0,12,40,47,2.03403885110596717e-04,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,1,0,16,0
2958,30,2.50000000000000000e-01,7.93623694637988326e-05,nan,5.68434188608080149e-14,nan,-1.33226762955018785e-15,-1.33226762955018785e-15,3.23257068078975105e-08,5.00004604667283470e-02,0.00000000000000000e+00,1.38475809749385178e+02,10,0,10,34,47,7.93623694637988326e-05,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,1,0,16,0
2958,30,1.25000000000000000e-01,1.73294654060403153e-05,nan,4.97379915032070130e-14,nan,-1.33226762955018785e-15,-1.33226762955018785e-15,3.23257068078975105e-08,5.00001835977111897e-02,0.00000000000000000e+00,1.38474376097542233e+02,8,0,8,28,47,1.73294654060403153e-05,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,1,0,16,0
2958,30,6.25000000000000000e-02,2.39370426333918337e-05,nan,4.97379915032070130e-14,nan,-1.33226762955018785e-15,-1.33226762955018785e-15,3.23257068078975105e-08,1.70879247644907833e-01,0.00000000000000000e+00,1.38473677169627280e+02,6,0,6,22,47,2.39370426333918337e-05,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,1,0,16,0
2958,30,3.12500000000000000e-02,3.23566427793566303e-05,nan,5.68434188608080149e-14,nan,-1.33226762955018785e-15,-1.33226762955018785e-15,3.23257068078975105e-08,5.00770135958642726e-01,0.00000000000000000e+00,1.38473490098787664e+02,4,0,4,14,47,3.23566427793566303e-05,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,1,0,16,0
2958,30,1.56250000000000000e-02,3.69556855636718050e-05,nan,5.68434188608080149e-14,nan,-1.33226762955018785e-15,-1.33226762955018785e-15,3.23257068078975105e-08,6.65715580115510241e-01,0.00000000000000000e+00,1.38473571746396203e+02,4,0,4,14,47,3.69556855636718050e-05,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,1,0,16,0
2958,30,7.81250000000000000e-03,4.08334184496932242e-05,nan,5.68434188608080149e-14,nan,-1.33226762955018785e-15,-1.33226762955018785e-15,3.23257068078975105e-08,7.48188302193943944e-01,0.00000000000000000e+00,1.38473612570217227e+02,4,0,4,14,47,4.08334184496932242e-05,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,1,0,16,0
2958,30,3.90625000000000000e-03,4.27722958719972546e-05,nan,5.68434188608080149e-14,nan,-1.33226762955018785e-15,-1.33226762955018785e-15,3.23257068078975105e-08,7.89424663240212432e-01,0.00000000000000000e+00,1.38473633111013726e+02,4,0,4,14,47,4.27722958719972546e-05,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,1,0,16,0
2958,30,1.95312500000000000e-03,4.37417373244323581e-05,nan,5.68434188608080149e-14,nan,-1.33226762955018785e-15,-1.33226762955018785e-15,3.23257068078975105e-08,8.10042843749243513e-01,0.00000000000000000e+00,1.38473643393720010e+02,4,0,4,14,47,4.37417373244323581e-05,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,1,0,16,0
2958,30,9.76562500000000000e-04,4.42264587355099595e-05,nan,5.68434188608080149e-14,nan,-1.33226762955018785e-15,-1.33226762955018785e-15,3.23257068078975105e-08,8.20351934017862217e-01,0.00000000000000000e+00,1.38473648535073124e+02,4,0,4,14,47,4.42264587355099595e-05,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,1,0,16,0
2958,30,4.88281250000000000e-04,4.44688196122776258e-05,nan,5.68434188608080149e-14,nan,-1.33226762955018785e-15,-1.33226762955018785e-15,3.23257068078975105e-08,8.25506479138068294e-01,0.00000000000000000e+00,1.38473651105750321e+02,2,0,2,8,47,4.44688196122776258e-05,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,1,0,16,0
2958,30,2.44140625000000000e-04,4.45900000933896227e-05,nan,5.68434188608080149e-14,nan,-1.33226762955018785e-15,-1.33226762955018785e-15,3.23257068078975105e-08,8.28083751705223081e-01,0.00000000000000000e+00,1.38473652391088677e+02,2,0,2,8,47,4.45900000933896227e-05,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,1,0,16,0
