status,authority_status,numeric_status,crosscheck_status,no_cuda_rerun
BLOCKED_PREREQUISITE_GATE,PASS_EULERIAN_SMOOTH_POPULATION_AUTHORITY,PASS_DISCRETE_COHORT_NUMERICS,FAIL_COHORT_EULERIAN_PHYSICS_MISMATCH,True
