step,elapsed_physical_time_s,experimental_age_h,particle_count,beta_volume_fraction,mean_radius_nm,Sv_nm_inv,M6_nm3,far_field_matrix_xB,far_field_matrix_xAg,far4_matrix_xB,far4_matrix_xAg,far3_fraction,far4_fraction,far3_far4_xAg_delta,broad_matrix_xB,broad_matrix_xAg,canonical_inventory_code,mass_relative_error,phi_normalized_l1_from_initial,xB_mean_absolute_from_initial,phi_min,phi_max,xB_min,xB_max,finite,bounds
79926,79200.759096399328,28.000210860110926,10,0.02360984238875297,20.076886489673619,0.0034460691456265065,51.382851899032893,0.0065451737636421647,0.0065238233575199136,0.0065453074681221888,0.0065239562878360328,0.90276447752579847,0.86097152563831802,1.3293031611918971e-07,0.00654472443193479,0.0065233766129221549,446608.0800000545,1.2225212301764096e-13,1.7454669322948442,0.00032627353615586745,-9.9999999999999995e-07,1.0000009999999999,0.006205528746572566,0.007114538888084691,1,1
83559,82800.793600781122,29.000220444661423,10,0.023609883986413501,20.016036177728814,0.0034369424490557909,52.150565189564617,0.0065451946212985194,0.0065238439613204118,0.0065453466590177835,0.006523995123508302,0.90302087682784427,0.86132996071186174,1.51162187890172e-07,0.0065447004684625696,0.0065233526367579854,446608.08000005997,1.345034018701551e-13,1.7479772088575898,0.00032611006818055995,-9.9999999999999995e-07,1.0000009999999999,0.0061988478857778438,0.0072137149570017586,1,1
87192,86400.828105162902,30.000230029211917,10,0.023609001216959014,19.926276610517355,0.0034240291346952952,53.116091473597429,0.0065461755654695215,0.0065248183456903851,0.0065463517893834264,0.0065249935628670782,0.90330206296312421,0.86170801029842536,1.7521717669312376e-07,0.0065456274927884958,0.0065242733763190884,446608.08000001893,4.2618810476299143e-14,1.7524641220909098,0.00032683696135681935,-9.9999999999999995e-07,1.0000009999999999,0.0061919842154135735,0.0073805772053193094,1,1
90825,90000.862609544696,31.000239613762414,10,0.023606216491060622,19.773075577847607,0.003403688126626208,54.357437039934474,0.0065491696710584394,0.0065277926502404059,0.0065493826544296896,0.0065280044331865409,0.90376233228919634,0.8623622752190242,2.1178294613496962e-07,0.006548512782564144,0.0065271394391626571,446608.07999998739,2.8021542056282313e-14,1.7601811658524742,0.00032939719672486794,-9.9999999999999995e-07,1.0000009999999999,0.0061809140950059901,0.0077382942216397306,1,1
94458,93600.89711392649,32.000249198312915,11,0.023593242298313867,18.424809565315485,0.0034207033871278647,54.609922054735648,0.0065629534728415912,0.006541485225637275,0.0065631960888759373,0.0065417266757048596,0.90510827748570966,0.86422948281634315,2.4145006758454629e-07,0.0065619100033029393,0.0065404473098064709,446608.08000001835,4.131548293879764e-14,1.7762896922706013,0.00034185549860804327,-9.9999999999999995e-07,1.0000009999999999,0.0061727051674300678,0.011513275422127468,1,1
98091,97200.93161830827,33.000258782863412,10,0.02363576553122947,19.581891114703058,0.003380776044068372,56.459328645749466,0.0065193149999876491,0.006498132274334106,0.006519668309847809,0.0064984834426272346,0.90656028883310846,0.86677056984728085,3.5116829312856201e-07,0.0065184557981088388,0.0064972781280750614,446608.08000005974,1.339820708551545e-13,1.7893903809394029,0.00029939920200004023,-9.9999999999999995e-07,1.0000009999999999,0.0061604876811310674,0.0079531987440392415,1,1
101724,100800.96612269006,34.000268367413909,9,0.023664704978234342,20.809998982700286,0.0033308535336749718,58.172393606051244,0.0064898498403763811,0.0064688583498058857,0.0064901978397558756,0.0064692041868698444,0.90810137156497484,0.8691748926709969,3.4583706395863167e-07,0.0064889645666099506,0.006467978498523091,446608.07999998942,2.3459895675027051e-14,1.8053757989095434,0.00027039895896181136,-9.9999999999999995e-07,1.0000009999999999,0.0061510917455172044,0.0069500748179992687,1,1
105357,104401.00062707184,35.000277951964399,9,0.023665981022862725,20.760700204574547,0.0033234815295747041,59.111390060618291,0.006488553479381101,0.0064675702916561191,0.006488900260483362,0.0064679149282428836,0.90826184783759401,0.86941611087734916,3.4463658676441716e-07,0.0064876680509227923,0.0064666902607977772,446608.08000004338,9.7358567051362267e-14,1.8049777236707447,0.00026906526573210795,-9.9999999999999995e-07,1.0000009999999999,0.0061445322699736704,0.0069769760186019405,1,1
108989,108000.0442053583,36.000012279266194,9,0.023665039522111804,20.698668111447912,0.0033142431953391365,60.200735237460016,0.0064896214891450726,0.0064686313132379433,0.0064900079492928369,0.0064690153846635422,0.90839686554708099,0.86964604402141588,3.8407142559891694e-07,0.0064886491707960734,0.0064676649221447969,446608.08000009047,2.0279776483523384e-13,1.8044387916479181,0.00026992089014321851,-9.9999999999999995e-07,1.0000009999999999,0.006137880028171722,0.0070160149797709112,1,1
108990,108001.03513145364,36.000287536514904,9,0.02366503917947874,20.698648939018614,0.0033142403668243265,60.201059871786079,0.00648962182880242,0.0064686316506744456,0.006490008296526675,0.0064690157296308044,0.90839666402811159,0.8696457081564668,3.840789563587868e-07,0.0064886495044633062,0.0064676652536214485,446608.08000004297,9.6446237775111209e-14,1.8044386331020481,0.00026992120605166337,-9.9999999999999995e-07,1.0000009999999999,0.0061378779522039172,0.0070160294920888124,1,1
112623,111601.06963583542,37.000297121065394,9,0.02366341512808641,20.619154421072047,0.0033026712023175578,61.483202335665105,0.0064914089000499345,0.0064704070578960717,0.0064918454904336802,0.0064708409511202644,0.90862135767897434,0.86999386576257198,4.3389322419273152e-07,0.0064903303474468021,0.0064693350779848561,446608.08000001876,4.2227812215048692e-14,1.8040314673312823,0.00027144424237426646,-9.9999999999999995e-07,1.0000009999999999,0.0061313061220306308,0.0070752292923255151,1,1
116256,115201.10414021721,38.000306705615891,9,0.02366075478809505,20.512282211334028,0.0032876639603992026,63.004563866345833,0.0064943123423150837,0.006473291566611976,0.006494818039770498,0.006473794141379937,0.9089066413666318,0.87044882842245042,5.0257476796097128e-07,0.0064930760884903144,0.0064720628484627738,446608.08000012755,2.8581972897407958e-13,1.804777911771686,0.00027397938731106976,-9.9999999999999995e-07,1.0000009999999999,0.0061263179721849264,0.0071758194883853807,1,1
119889,118801.13864459899,39.000316290166388,9,0.023656194775039399,20.354395018736454,0.0032668124017785276,64.836289127810915,0.0064992310934496858,0.0064781782349033774,0.0064998392388086962,0.0064787826274726465,0.90931774006417443,0.87109644321705959,6.0439256926916179e-07,0.0064977765881808688,0.0064767325873502325,446608.0800000513,1.1508382156138272e-13,1.8082601584894269,0.00027836944489497269,-9.9999999999999995e-07,1.0000009999999999,0.0061171769847322057,0.0074247007254240448,1,1
123522,122401.17314898079,40.000325874716886,9,0.023646233781110367,20.050550084959266,0.0032318943978822232,67.114525526419769,0.0065099379089160834,0.0064888150741194018,0.0065107500199938374,0.0064896221838638482,0.91001882455866001,0.87221124615568979,8.071097444464076e-07,0.006508034147667755,0.0064869228785818019,446608.08000010916,2.4463457878903212e-13,1.8184206779904764,0.00028803907492525429,-9.9999999999999995e-07,1.0000009999999999,0.0061089781792220505,0.0082093764926617439,1,1
127155,126001.20765336258,41.000335459267383,8,0.023699591126123919,21.494792367686308,0.0031824102561039459,69.607983983138155,0.0064546581441248304,0.0064338932189322729,0.0064551312553008493,0.006434363388984835,0.91191928278592715,0.87577181765273926,4.7017005256212024e-07,0.0064535193464092038,0.0064327614023296986,446608.08000008797,1.971934564239774e-13,1.8348627038092256,0.00023472402407904021,-9.9999999999999995e-07,1.0000009999999999,0.0060994043854272076,0.0069259757249797837,1,1
130788,129601.24215774436,42.00034504381788,8,0.023701246579308242,21.423968436486003,0.003172558883700828,71.119760401014702,0.0064529440761885949,0.0064321900882425712,0.0064533952439691823,0.006432638466291116,0.9121013215882704,0.87607281982000862,4.4837804854484103e-07,0.0064518312028353821,0.0064310840004580426,446608.0799999875,2.7760876548782013e-14,1.8343032990545867,0.00023305519688087456,-9.9999999999999995e-07,1.0000009999999999,0.0060930630901909104,0.0069563826405452302,1,1
134421,133201.27666212615,43.000354628368378,8,0.023699512417364926,21.3373656022634,0.00316050507609816,72.84228325144889,0.006454828007120183,0.0064340618200795013,0.0064553191026590871,0.0064345498816091931,0.91231022958653141,0.87641661118177705,4.8806152969180921e-07,0.0064536200149138126,0.0064328611905890088,446608.08000008826,1.9784512019272814e-13,1.8335574646972523,0.00023470613154127107,-9.9999999999999995e-07,1.0000009999999999,0.0060885512839469079,0.0069901435433771817,1,1
138054,136801.31116650795,44.000364212918875,8,0.023697024811948273,21.23089642231901,0.0031459402805967276,74.833183540476355,0.0064575111658643301,0.0064367276120059335,0.0064580500778706994,0.0064372631978956525,0.91263427208930026,0.87691684843677709,5.3558588971897719e-07,0.0064561850302640011,0.0064354095565299189,446608.08000010857,2.4333125125153058e-13,1.8328740432949955,0.0002371002612119493,-9.9999999999999995e-07,1.0000009999999999,0.0060840902958614572,0.0070361545327034206,1,1
141687,140401.34567088971,45.000373797469365,8,0.023693520855916118,21.096377791299982,0.0031279854620089058,77.147172723229048,0.0064612635817676437,0.006440455736850397,0.006461865877922004,0.0064410543186638747,0.91293702075430427,0.87741433159919546,5.9858181347769573e-07,0.0064597914107852386,0.0064389925299173957,446608.08000005025,1.1273783199388e-13,1.8329065092165231,0.00024049252985183339,-9.9999999999999995e-07,1.0000009999999999,0.0060799580087797234,0.0070980971590054757,1,1
145320,144001.38017527151,46.000383382019862,8,0.023688405160128708,20.918116617164873,0.0031050681504071424,79.860072653729461,0.006466733634132504,0.0064458903550569033,0.0064674232603486063,0.0064465757318240896,0.91337062240342803,0.87810883314068122,6.8537676718629509e-07,0.0064650543357990574,0.0064442212775360974,446608.08000005502,1.2342511780139233e-13,1.8352093765580331,0.00024546457610761201,-9.9999999999999995e-07,1.0000009999999999,0.0060733336470367239,0.0072278110748089514,1,1
148953,147601.4146796533,47.000392966570359,8,0.023680278062046659,20.657172255942715,0.0030736934351701457,83.088333592765892,0.0064754159869098837,0.0064545163781388982,0.0064762392913336993,0.0064553346149499036,0.91396550640104857,0.8790602041951413,8.1823681100535312e-07,0.0064734079233937578,0.0064525205331937112,446608.08000004798,1.0765485459762414e-13,1.8406672903987535,0.0002533841742044427,-9.9999999999999995e-07,1.0000009999999999,0.006065143951365131,0.0075415101847330296,1,1
152585,151200.45825793975,48.000127293872154,8,0.023661711537232476,20.10153948446456,0.0030187911340435322,87.067374202557133,0.0064952417817363611,0.0064742129751848279,0.006496379322070576,0.0064753435409450229,0.91515661785608537,0.88096314782303087,1.1305657601949973e-06,0.0064925036332470825,0.0064714914108666005,446608.08000010013,2.2443300195775879e-13,1.8533655344076674,0.00027153016731076086,-9.9999999999999995e-07,1.0000009999999999,0.006059063633732255,0.0091137520315994029,1,1
