step,time_code,dt,phi_rhs_total_explicit_signed_mean,phi_rhs_total_explicit_abs_mean,phi_rhs_total_explicit_abs_max,phi_rhs_total_explicit_rms,phi_rhs_chem_signed_mean,phi_rhs_chem_abs_mean,phi_rhs_chem_abs_max,phi_rhs_chem_rms,phi_rhs_double_well_signed_mean,phi_rhs_double_well_abs_mean,phi_rhs_double_well_abs_max,phi_rhs_double_well_rms,phi_rhs_elastic_signed_mean,phi_rhs_elastic_abs_mean,phi_rhs_elastic_abs_max,phi_rhs_elastic_rms,phi_update_explicit_est_signed_mean,phi_update_explicit_est_abs_mean,phi_update_explicit_est_abs_max,phi_update_explicit_est_rms,dphi_actual_signed_mean,dphi_actual_abs_mean,dphi_actual_abs_max,dphi_actual_rms,eta_rhs_total_explicit_signed_mean,eta_rhs_total_explicit_abs_mean,eta_rhs_total_explicit_abs_max,eta_rhs_total_explicit_rms,eta_rhs_bulk_signed_mean,eta_rhs_bulk_abs_mean,eta_rhs_bulk_abs_max,eta_rhs_bulk_rms,eta_rhs_double_well_signed_mean,eta_rhs_double_well_abs_mean,eta_rhs_double_well_abs_max,eta_rhs_double_well_rms,eta_rhs_elastic_signed_mean,eta_rhs_elastic_abs_mean,eta_rhs_elastic_abs_max,eta_rhs_elastic_rms,eta_update_explicit_est_signed_mean,eta_update_explicit_est_abs_mean,eta_update_explicit_est_abs_max,eta_update_explicit_est_rms,deta_actual_signed_mean,deta_actual_abs_mean,deta_actual_abs_max,deta_actual_rms,phi_grad_denom_min,phi_grad_denom_max,phi_grad_denom_mean,phi_grad_denom_at_kmax,eta_grad_denom_min,eta_grad_denom_max,eta_grad_denom_mean,eta_grad_denom_at_kmax,eta_rhs_total_absmax_over_phi_rhs_total_absmax,eta_rhs_bulk_absmax_over_phi_chem_absmax,eta_rhs_dw_absmax_over_phi_dw_absmax,eta_rhs_elastic_absmax_over_phi_elastic_absmax,eta_Ldt_rhs_absmax_over_phi_Ldt_rhs_absmax,eta_Ldt_bulk_absmax_over_phi_Ldt_chem_absmax,eta_Ldt_dw_absmax_over_phi_Ldt_dw_absmax,eta_Ldt_elastic_absmax_over_phi_Ldt_elastic_absmax,deta_absmax_over_dphi_absmax,deta_absmean_over_dphi_absmean,deta_rms_over_dphi_rms,phi_damping_stronger_than_eta,phi_actual_over_explicit_est_absmax,eta_actual_over_explicit_est_absmax,corr_abs_deta_abs_dxB,corr_abs_deta_abs_dY,corr_abs_deta_local_xB,corr_abs_deta_eta_before,corr_abs_deta_phi_before,max_abs_deta_idx,max_abs_deta_i,max_abs_deta_j,max_abs_deta_k,max_abs_deta_value,max_abs_deta_eta_before,max_abs_deta_phi_before,max_abs_deta_xB_before,max_abs_deta_Y_before,max_abs_deta_eta_rhs_bulk,max_abs_deta_eta_rhs_dw,max_abs_deta_eta_rhs_total,max_abs_deta_dxB,max_abs_dphi_idx,max_abs_dphi_i,max_abs_dphi_j,max_abs_dphi_k,max_abs_dphi_value,max_abs_dphi_eta_before,max_abs_dphi_phi_before,max_abs_dphi_xB_before,max_abs_dphi_Y_before,max_abs_dphi_phi_rhs_chem,max_abs_dphi_phi_rhs_dw,max_abs_dphi_phi_rhs_total,max_abs_dphi_dxB,xB_min_after,xB_max_after,xBtot_rel_delta,eta_far_field_max,xB_clip_low_count,xB_clip_high_count,nan_inf_flag,S_phi_W,S_phi_grad,S_phi_total,S_eta_W,S_eta_grad,S_eta_total,gp_L_eta,L_phi
25,2.5000000000e-03,1.0000000000e-04,-9.0813179989e-02,1.3226835604e-01,1.2356139106e+00,2.6479863836e-01,-2.0800992870e-01,2.0800992870e-01,1.1924637709e+00,3.3818571310e-01,1.1719674871e-01,1.1752539901e-01,1.9245006470e-01,1.2711038187e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,2.1757247322e-05,3.1689181412e-05,2.9603145105e-04,6.3441115771e-05,2.1757247322e-05,2.4740197945e-05,9.1298850079e-04,4.0424751614e-05,3.3474508159e-04,2.8456487261e-03,4.7441020063e-01,2.7279845733e-02,-7.7853054181e-04,7.7853054181e-04,2.0366295036e-01,1.0382519585e-02,1.1132756234e-03,2.9023073946e-03,3.7754891419e-01,2.7216342661e-02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,-1.5898738315e-11,1.3515426192e-10,2.2532141767e-08,1.2956579572e-09,9.5422541383e-10,1.8724911533e-09,8.8474100046e-07,8.8389881911e-09,1.0000000000e+00,4.1921888688e+00,2.0679115636e+00,4.1921888688e+00,1.0000000000e+00,1.0000285724e+00,1.0000095586e+00,1.0000285724e+00,3.8394695671e-01,1.7079172997e-01,1.9618019603e+00,nan,7.6114013178e-05,3.3857916461e-05,3.8890950339e-04,nan,9.6906039856e-04,7.5686183169e-05,2.1865287573e-04,4.1920690912e+00,3.0840929149e+00,3.9265730245e+01,5.5511933764e-01,5.4593579765e-01,1.6393104930e-01,5.7095043187e-01,4.0766396044e-01,447024,48,48,48,-8.8474100046e-07,9.9902768404e-01,6.1140038697e-01,3.4978105716e-02,-3.3174284747e+00,-1.9164623063e-06,-3.8038728625e-03,-3.8057893248e-03,6.4940020710e-04,447024,48,48,48,-9.1298850079e-04,9.9902768404e-01,6.1140038697e-01,3.4978105716e-02,-3.3174284747e+00,-1.1297434594e+00,-1.0587045117e-01,-1.2356139106e+00,6.4940020710e-04,2.8265708632e-02,3.5627505923e-02,3.1284229707e-05,3.3200151195e-04,0,0,0,2.3958248488e-04,3.1921888688e+00,3.1924284512e+00,9.3176175816e-08,2.8572417675e-05,2.8665593851e-05,4.7495061735e-04,2.3958248488e+00
26,2.6000000000e-03,1.0000000000e-04,-9.1191107135e-02,1.3269598505e-01,1.2445232592e+00,2.6594200745e-01,-2.0840516643e-01,2.0840516643e-01,1.2013016320e+00,3.3921500417e-01,1.1721405929e-01,1.1754075826e-01,1.9245008329e-01,1.2712056528e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,2.1847792047e-05,3.1791633833e-05,2.9816597493e-04,6.3715046979e-05,2.1847792047e-05,2.4764137506e-05,8.8794033599e-04,4.0145520146e-05,3.2901320470e-04,2.8469897897e-03,4.7543185149e-01,2.7304887156e-02,-7.8426662659e-04,7.8426662659e-04,2.0519284587e-01,1.0460264195e-02,1.1132798313e-03,2.9023119666e-03,3.7754891481e-01,2.7216345395e-02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,-1.5626502469e-11,1.3521795582e-10,2.2580665137e-08,1.2968473012e-09,8.2199563303e-10,1.6923917922e-09,7.7534560250e-07,8.2490934333e-09,1.0000000000e+00,4.1921888688e+00,2.0679115636e+00,4.1921888688e+00,1.0000000000e+00,1.0000285724e+00,1.0000095586e+00,1.0000285724e+00,3.8201925756e-01,1.7080876310e-01,1.9618017741e+00,nan,7.5731864249e-05,3.3861293126e-05,3.8890946648e-04,nan,8.7319560906e-04,6.8340429451e-05,2.0547979957e-04,4.1920690912e+00,2.9780069178e+00,3.4336703449e+01,5.7408598556e-01,5.6183314053e-01,2.5781146614e-01,5.9783255222e-01,4.1462623040e-01,447024,48,48,48,-7.7534560250e-07,9.9902679930e-01,6.1048739847e-01,3.5627505923e-02,-3.2983596468e+00,-1.9423501779e-06,-3.8073240046e-03,-3.8092663548e-03,7.0519748333e-04,447024,48,48,48,-8.8794033599e-04,9.9902679930e-01,6.1048739847e-01,3.5627505923e-02,-3.2983596468e+00,-1.1394309450e+00,-1.0509231417e-01,-1.2445232592e+00,7.0519748333e-04,2.8202499811e-02,3.6332703407e-02,4.1215428588e-05,3.3208194742e-04,0,0,0,2.3958248488e-04,3.1921888688e+00,3.1924284512e+00,9.3176175816e-08,2.8572417675e-05,2.8665593851e-05,4.7495061735e-04,2.3958248488e+00
27,2.7000000000e-03,1.0000000000e-04,-9.1553169413e-02,1.3310573712e-01,1.2538303709e+00,2.6701009338e-01,-2.0878446609e-01,2.0878446609e-01,1.2092611185e+00,3.4018284867e-01,1.1723129668e-01,1.1755607470e-01,1.9245008973e-01,1.2713073731e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,2.1934535827e-05,3.1889803252e-05,3.0039579588e-04,6.3970941660e-05,2.1934535827e-05,2.4788134858e-05,8.6410335261e-04,3.9880098083e-05,3.2390401274e-04,2.8482406438e-03,4.7636701022e-01,2.7328102756e-02,-7.8937950642e-04,7.8937950642e-04,2.0653936887e-01,1.0529245752e-02,1.1132835192e-03,2.9023159944e-03,3.7754891543e-01,2.7216348168e-02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,-1.5383841081e-11,1.3527736521e-10,2.2625080559e-08,1.2979499275e-09,7.0891531929e-10,1.5390998876e-09,6.7981977148e-07,7.7627449212e-09,1.0000000000e+00,4.1921888688e+00,2.0679115636e+00,4.1921888688e+00,1.0000000000e+00,1.0000285724e+00,1.0000095586e+00,1.0000285724e+00,3.7992939179e-01,1.7079799036e-01,1.9618017117e+00,nan,7.5317567254e-05,3.3859157527e-05,3.8890945410e-04,nan,7.8673432920e-04,6.2090185340e-05,1.9465210204e-04,4.1920690912e+00,2.8765494207e+00,3.0047175731e+01,5.8459195509e-01,5.6932374862e-01,3.3910985956e-01,6.2261213853e-01,4.2063976040e-01,447024,48,48,48,-6.7981977148e-07,9.9902602395e-01,6.0959945813e-01,3.6332703407e-02,-3.2780278510e+00,-1.9684332784e-06,-3.8103484089e-03,-3.8123168422e-03,7.5855232337e-04,447024,48,48,48,-8.6410335261e-04,9.9902602395e-01,6.0959945813e-01,3.6332703407e-02,-3.2780278510e+00,-1.1494969656e+00,-1.0433340530e-01,-1.2538303709e+00,7.5855232337e-04,2.8143732229e-02,3.7091255730e-02,5.1080729143e-05,3.3215212546e-04,0,0,0,2.3958248488e-04,3.1921888688e+00,3.1924284512e+00,9.3176175816e-08,2.8572417675e-05,2.8665593851e-05,4.7495061735e-04,2.3958248488e+00
28,2.8000000000e-03,1.0000000000e-04,-9.1898234157e-02,1.3349585969e-01,1.2634614903e+00,2.6800046973e-01,-2.0914670049e-01,2.0914670049e-01,1.2164212524e+00,3.4108677833e-01,1.1724846633e-01,1.1757135272e-01,1.9245008406e-01,1.2714090114e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,2.2017207296e-05,3.1983269786e-05,3.0270324340e-04,6.4208218487e-05,2.2017207296e-05,2.4812483962e-05,8.4137487887e-04,3.9627742813e-05,3.1942755333e-04,2.8493858632e-03,4.7720870433e-01,2.7349219838e-02,-7.9385920894e-04,7.9385920894e-04,2.0770209202e-01,1.0589363288e-02,1.1132867623e-03,2.9023195563e-03,3.7754891605e-01,2.7216350973e-02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,-1.5171231365e-11,1.3533175748e-10,2.2665056873e-08,1.2989528846e-09,6.1211305552e-10,1.4083685144e-09,5.9633780558e-07,7.3639691192e-09,1.0000000000e+00,4.1921888688e+00,2.0679115636e+00,4.1921888688e+00,1.0000000000e+00,1.0000285724e+00,1.0000095586e+00,1.0000285724e+00,3.7769944553e-01,1.7074848997e-01,1.9618017726e+00,nan,7.4875500567e-05,3.3849344523e-05,3.8890946619e-04,nan,7.0876587899e-04,5.6760480596e-05,1.8582862905e-04,4.1920690912e+00,2.7795370457e+00,2.6310889442e+01,5.8427810118e-01,5.6618883283e-01,4.0580262807e-01,6.4487369144e-01,4.2557275140e-01,447024,48,48,48,-5.9633780558e-07,9.9902534413e-01,6.0873535478e-01,3.7091255730e-02,-3.2565773982e+00,-1.9946389748e-06,-3.8130001823e-03,-3.8149948213e-03,8.0833974699e-04,447024,48,48,48,-8.4137487887e-04,9.9902534413e-01,6.0873535478e-01,3.7091255730e-02,-3.2565773982e+00,-1.1598686120e+00,-1.0359287824e-01,-1.2634614903e+00,8.0833974699e-04,2.8095360513e-02,3.7899595477e-02,6.0770001119e-05,3.3221344476e-04,0,0,0,2.3958248488e-04,3.1921888688e+00,3.1924284512e+00,9.3176175816e-08,2.8572417675e-05,2.8665593851e-05,4.7495061735e-04,2.3958248488e+00
29,2.9000000000e-03,1.0000000000e-04,-9.2225309779e-02,1.3386478905e-01,1.2733334665e+00,2.6891139603e-01,-2.0949088355e-01,2.0949088355e-01,1.2229271958e+00,3.4192487962e-01,1.1726557377e-01,1.1758659652e-01,1.9245006598e-01,1.2715105981e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,2.2095568886e-05,3.2071658799e-05,3.0506839599e-04,6.4426460474e-05,2.2095568886e-05,2.4836995020e-05,8.1967065801e-04,3.9387730466e-05,3.1558067113e-04,2.8504307956e-03,4.7795284080e-01,2.7368058300e-02,-7.9770895346e-04,7.9770895346e-04,2.0868443716e-01,1.0640702069e-02,1.1132896246e-03,2.9023227192e-03,3.7754891666e-01,2.7216353808e-02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,-1.4988523458e-11,1.3538138661e-10,2.2700399680e-08,1.2998476185e-09,5.2872219388e-10,1.2962096765e-09,5.2332415335e-07,7.0387113334e-09,1.0000000000e+00,4.1921888688e+00,2.0679115636e+00,4.1921888688e+00,1.0000000000e+00,1.0000285724e+00,1.0000095586e+00,1.0000285724e+00,3.7535559487e-01,1.7064338570e-01,1.9618019602e+00,nan,7.4410853363e-05,3.3828508552e-05,3.8890950336e-04,nan,6.3845661453e-04,5.2188667571e-05,1.7870314563e-04,4.1920690912e+00,2.6868422582e+00,2.3053521556e+01,5.7067982011e-01,5.4998461040e-01,4.5833706409e-01,6.6436242776e-01,4.2936037074e-01,447024,48,48,48,-5.2332415335e-07,9.9902474780e-01,6.0789397990e-01,3.7899595477e-02,-3.2341783772e+00,-2.0208714999e-06,-3.8153263086e-03,-3.8173471801e-03,8.5345242170e-04,447024,48,48,48,-8.1967065801e-04,9.9902474780e-01,6.0789397990e-01,3.7899595477e-02,-3.2341783772e+00,-1.1704635098e+00,-1.0286995676e-01,-1.2733334665e+00,8.5345242170e-04,2.8058287471e-02,3.8753047899e-02,7.0181305589e-05,3.3226708190e-04,0,0,0,2.3958248488e-04,3.1921888688e+00,3.1924284512e+00,9.3176175816e-08,2.8572417675e-05,2.8665593851e-05,4.7495061735e-04,2.3958248488e+00
30,3.0000000000e-03,1.0000000000e-04,-9.2533539920e-02,1.3421115890e-01,1.2833567605e+00,2.6974176924e-01,-2.0981616442e-01,2.0981616442e-01,1.2285220041e+00,3.4269575892e-01,1.1728262450e-01,1.1760181015e-01,1.9245003531e-01,1.2716121626e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,2.2169415429e-05,3.2154642949e-05,3.0746980167e-04,6.4625403350e-05,2.2169415429e-05,2.4861523483e-05,7.9892140197e-04,3.9159335084e-05,3.1234919621e-04,2.8514314183e-03,4.7859790461e-01,2.7384522196e-02,-8.0094296270e-04,8.0094296270e-04,2.0950627864e-01,1.0683500396e-02,1.1132921589e-03,2.9023255380e-03,3.7754891728e-01,2.7216356668e-02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,-1.4835044357e-11,1.3542891125e-10,2.2731037025e-08,1.3006295723e-09,4.5686866017e-10,1.1999566953e-09,4.5941806648e-07,6.7747682674e-09,1.0000000000e+00,4.1921888688e+00,2.0679115636e+00,4.1921888688e+00,1.0000000000e+00,1.0000285724e+00,1.0000095586e+00,1.0000285724e+00,3.7292662441e-01,1.7053522684e-01,1.9618022759e+00,nan,7.3929331927e-05,3.3807067034e-05,3.8890956595e-04,nan,5.7504789000e-04,4.8265613977e-05,1.7300519155e-04,4.1920690912e+00,2.5983735561e+00,2.0211047387e+01,5.4103970098e-01,5.1780371197e-01,4.9792304849e-01,6.8087111333e-01,4.3188340320e-01,447024,48,48,48,-4.5941806648e-07,9.9902422447e-01,6.0707430924e-01,3.8753047899e-02,-3.2110219419e+00,-2.0470179259e-06,-3.8173676248e-03,-3.8194146427e-03,8.9283474338e-04,447024,48,48,48,-7.9892140197e-04,9.9902422447e-01,6.0707430924e-01,3.8753047899e-02,-3.2110219419e+00,-1.1811928396e+00,-1.0216392095e-01,-1.2833567605e+00,8.9283474338e-04,2.8033228445e-02,3.9645882642e-02,7.9222980442e-05,3.3231405007e-04,0,0,0,2.3958248488e-04,3.1921888688e+00,3.1924284512e+00,9.3176175816e-08,2.8572417675e-05,2.8665593851e-05,4.7495061735e-04,2.3958248488e+00
31,3.1000000000e-03,1.0000000000e-04,-9.2822198398e-02,1.3453379773e-01,1.2934386173e+00,2.7049107663e-01,-2.1012182237e-01,2.1012182237e-01,1.2336389699e+00,3.4339850905e-01,1.1729962397e-01,1.1761699748e-01,1.9244999193e-01,1.2717137328e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,2.2238572945e-05,3.2231941562e-05,3.0988523797e-04,6.4804924278e-05,2.2238572945e-05,2.4885591104e-05,7.7906978391e-04,3.8941816209e-05,3.0971011928e-04,2.8523073760e-03,4.7914459660e-01,2.7398588572e-02,-8.0358429135e-04,8.0358429135e-04,2.1016726369e-01,1.0718117181e-02,1.1132944106e-03,2.9023280603e-03,3.7754891789e-01,2.7216359552e-02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,-1.4709701235e-11,1.3547051491e-10,2.2757002196e-08,1.3012976557e-09,3.9491369254e-10,1.1173595803e-09,4.0344223562e-07,6.5616071032e-09,1.0000000000e+00,4.1921888688e+00,2.0679115636e+00,4.1921888688e+00,1.0000000000e+00,1.0000285724e+00,1.0000095586e+00,1.0000285724e+00,3.7044247033e-01,1.7036367107e-01,1.9618027213e+00,nan,7.3436870840e-05,3.3773057655e-05,3.8890965426e-04,nan,5.1785121687e-04,4.4899860951e-05,1.6849771639e-04,4.1920690912e+00,2.5140590401e+00,1.7728268080e+01,4.9343596223e-01,4.6742949981e-01,5.2655670532e-01,6.9462630653e-01,4.3336921930e-01,447024,48,48,48,-4.0344223562e-07,9.9902376505e-01,6.0627538784e-01,3.9645882642e-02,-3.1873149886e+00,-2.0729543852e-06,-3.8191596589e-03,-3.8212326132e-03,9.2552048133e-04,447024,48,48,48,-7.7906978391e-04,9.9902376505e-01,6.0627538784e-01,3.9645882642e-02,-3.1873149886e+00,-1.1919645211e+00,-1.0147409620e-01,-1.2934386173e+00,9.2552048133e-04,2.8020683330e-02,4.0571403123e-02,8.7815265763e-05,3.3235521622e-04,0,0,0,2.3958248488e-04,3.1921888688e+00,3.1924284512e+00,9.3176175816e-08,2.8572417675e-05,2.8665593851e-05,4.7495061735e-04,2.3958248488e+00
32,3.2000000000e-03,1.0000000000e-04,-9.3090685138e-02,1.3483173677e-01,1.3034862377e+00,2.7115935119e-01,-2.1040726272e-01,2.1040726272e-01,1.2399547983e+00,3.4403267820e-01,1.1731657758e-01,1.1763216225e-01,1.9244999957e-01,1.2718153359e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,2.2302897665e-05,3.2303322537e-05,3.1229247183e-04,6.4965031157e-05,2.2302897665e-05,2.4908760299e-05,7.6006783018e-04,3.8734413457e-05,3.0763363567e-04,2.8530411354e-03,4.7959544678e-01,2.7410295028e-02,-8.0566278303e-04,8.0566278303e-04,2.1067034964e-01,1.0745001911e-02,1.1132964187e-03,2.9023303267e-03,3.7754891850e-01,2.7216362455e-02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,-1.4611078518e-11,1.3550536486e-10,2.2778415353e-08,1.3018536546e-09,3.4147374272e-10,1.0462816370e-09,3.5437896739e-07,6.3901951952e-09,1.0000000000e+00,4.1921888688e+00,2.0679115636e+00,4.1921888688e+00,1.0000000000e+00,1.0000285724e+00,1.0000095586e+00,1.0000285724e+00,3.6793288101e-01,1.6990163668e-01,1.9618026466e+00,nan,7.2939367444e-05,3.3681463512e-05,3.8890963944e-04,nan,4.6624650238e-04,4.2004564837e-05,1.6497462140e-04,4.1920690912e+00,2.4338333413e+00,1.5557665531e+01,4.2677659833e-01,3.9749836809e-01,5.4595870132e-01,7.0581752784e-01,4.3388759780e-01,447024,48,48,48,-3.5437896739e-07,9.9902336161e-01,6.0549631806e-01,4.0571403123e-02,-3.1632744338e+00,-2.0985522380e-06,-3.8207333461e-03,-3.8228318984e-03,9.5067113837e-04,447024,48,48,48,-7.6006783018e-04,9.9902336161e-01,6.0549631806e-01,4.0571403123e-02,-3.1632744338e+00,-1.2026863933e+00,-1.0079984431e-01,-1.3034862377e+00,9.5067113837e-04,2.8020913540e-02,4.1522074262e-02,9.5891360659e-05,3.3239132483e-04,0,0,0,2.3958248488e-04,3.1921888688e+00,3.1924284512e+00,9.3176175816e-08,2.8572417675e-05,2.8665593851e-05,4.7495061735e-04,2.3958248488e+00
33,3.3000000000e-03,1.0000000000e-04,-9.3338523101e-02,1.3510422650e-01,1.3134097794e+00,2.7174712996e-01,-2.1067201372e-01,2.1067201372e-01,1.2474112918e+00,3.4459824127e-01,1.1733349062e-01,1.1764730804e-01,1.9245004136e-01,1.2719169979e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,2.2362275300e-05,3.2368606303e-05,3.1466997862e-04,6.5105852656e-05,2.2362275300e-05,2.4930696120e-05,7.4187468916e-04,3.8536346745e-05,3.0608498922e-04,2.8536389404e-03,4.7995443244e-01,2.7419727172e-02,-8.0721322744e-04,8.0721322744e-04,2.1102702453e-01,1.0764667988e-02,1.1132982167e-03,2.9023323723e-03,3.7754891911e-01,2.7216365376e-02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,-1.4537525459e-11,1.3553375764e-10,2.2795465399e-08,1.3023016348e-09,2.9525578739e-10,9.8490979162e-10,3.1134974054e-07,6.2528695074e-09,1.0000000000e+00,4.1921888688e+00,2.0679115636e+00,4.1921888688e+00,1.0000000000e+00,1.0000285724e+00,1.0000095586e+00,1.0000285724e+00,3.6542626678e-01,1.6917196912e-01,1.9618022238e+00,nan,7.2442453833e-05,3.3536813515e-05,3.8890955563e-04,nan,4.1967969132e-04,3.9505908174e-05,1.6225901092e-04,4.1920690912e+00,2.3576277992e+00,1.3658406841e+01,3.4257037889e-01,3.0982452024e-01,5.5775125442e-01,7.1470354096e-01,4.3359544218e-01,447024,48,48,48,-3.1134974054e-07,9.9902300723e-01,6.0473625023e-01,4.1522074262e-02,-3.1391213365e+00,-2.1236838951e-06,-3.8221156516e-03,-3.8242393355e-03,9.6761188072e-04,447024,48,48,48,-7.4187468916e-04,9.9902300723e-01,6.0473625023e-01,4.1522074262e-02,-3.1391213365e+00,-1.2132692226e+00,-1.0014055675e-01,-1.3134097794e+00,9.6761188072e-04,2.8033925903e-02,4.2489686143e-02,1.0339787290e-04,3.3242301588e-04,0,0,0,2.3958248488e-04,3.1921888688e+00,3.1924284512e+00,9.3176175816e-08,2.8572417675e-05,2.8665593851e-05,4.7495061735e-04,2.3958248488e+00
34,3.4000000000e-03,1.0000000000e-04,-9.3565356068e-02,1.3535074311e-01,1.3231250300e+00,2.7225541552e-01,-2.1091572432e-01,2.1091572432e-01,1.2541054273e+00,3.4509557381e-01,1.1735036825e-01,1.1766243835e-01,1.9245007032e-01,1.2720187442e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,2.2416620506e-05,3.2427667365e-05,3.1699758249e-04,6.5227628973e-05,2.2416620506e-05,2.4951145838e-05,7.2445476082e-04,3.8346820850e-05,3.0502607793e-04,2.8541089685e-03,4.8022662242e-01,2.7427006805e-02,-8.0827375504e-04,8.0827375504e-04,2.1124951321e-01,1.0777669872e-02,1.1132998330e-03,2.9023342269e-03,3.7754891972e-01,2.7216368313e-02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,-1.4487232402e-11,1.3555608166e-10,2.2808393079e-08,1.3026473814e-09,2.5522663040e-10,9.3179993888e-10,2.7358795596e-07,6.1431948244e-09,1.0000000000e+00,4.1921888688e+00,2.0679115636e+00,4.1921888688e+00,1.0000000000e+00,1.0000285724e+00,1.0000095586e+00,1.0000285724e+00,3.6294878530e-01,1.6844637509e-01,1.9618019317e+00,nan,7.1951315527e-05,3.3392971058e-05,3.8890949772e-04,nan,3.7764670860e-04,3.7344975855e-05,1.6020088988e-04,4.1920690912e+00,2.2853636773e+00,1.1995056163e+01,2.3980797726e-01,2.0304959792e-01,5.6336741475e-01,7.2159167003e-01,4.3268331250e-01,447024,48,48,48,-2.7358795596e-07,9.9902269588e-01,6.0399437554e-01,4.2489686143e-02,-3.1150751252e+00,-2.1482280162e-06,-3.8233301130e-03,-3.8254783410e-03,9.7586199125e-04,447024,48,48,48,-7.2445476082e-04,9.9902269588e-01,6.0399437554e-01,4.2489686143e-02,-3.1150751252e+00,-1.2236293804e+00,-9.9495649509e-02,-1.3231250300e+00,9.7586199125e-04,2.8059465421e-02,4.3465548134e-02,1.1029467750e-04,3.3245084179e-04,0,0,0,2.3958248488e-04,3.1921888688e+00,3.1924284512e+00,9.3176175816e-08,2.8572417675e-05,2.8665593851e-05,4.7495061735e-04,2.3958248488e+00
35,3.5000000000e-03,1.0000000000e-04,-9.3770947036e-02,1.3557099795e-01,1.3325556242e+00,2.7268564004e-01,-2.1113816254e-01,2.1113816254e-01,1.2600318320e+00,3.4552542810e-01,1.1736721550e-01,1.1767755735e-01,1.9245008632e-01,1.2721205993e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,2.2465876501e-05,3.2480436566e-05,3.1925698770e-04,6.5330703233e-05,2.2465876501e-05,2.4969849999e-05,7.0777617048e-04,3.8165033114e-05,3.0441681253e-04,2.8544606922e-03,4.8041786032e-01,2.7432281378e-02,-8.0888447947e-04,8.0888447947e-04,2.1135036968e-01,1.0784584094e-02,1.1133012920e-03,2.9023359161e-03,3.7754892033e-01,2.7216371263e-02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,-1.4458295304e-11,1.3557278680e-10,2.2817475935e-08,1.3028978976e-09,2.2051594400e-10,8.8584131567e-10,2.4042934199e-07,6.0558387781e-09,1.0000000000e+00,4.1921888688e+00,2.0679115636e+00,4.1921888688e+00,1.0000000000e+00,1.0000285724e+00,1.0000095586e+00,1.0000285724e+00,3.6052368215e-01,1.6773415109e-01,1.9618017718e+00,nan,7.1470560751e-05,3.3251779090e-05,3.8890946602e-04,nan,3.3969685900e-04,3.5476437212e-05,1.5867505630e-04,4.1920690912e+00,2.2169480944e+00,1.0537070037e+01,1.4787715736e-01,1.0779256668e-01,5.6407233203e-01,7.2691700980e-01,4.3134482787e-01,447024,48,48,48,-2.4042934199e-07,9.9902242230e-01,6.0326992078e-01,4.3465548134e-02,-3.0913481795e+00,-2.1720738146e-06,-3.8243972776e-03,-3.8265693514e-03,9.7515724496e-04,447024,48,48,48,-7.0777617048e-04,9.9902242230e-01,6.0326992078e-01,4.3465548134e-02,-3.0913481795e+00,-1.2336910647e+00,-9.8864559573e-02,-1.3325556242e+00,9.7515724496e-04,2.8097018475e-02,4.4440705379e-02,1.1655424204e-04,3.3247528088e-04,0,0,0,2.3958248488e-04,3.1921888688e+00,3.1924284512e+00,9.3176175816e-08,2.8572417675e-05,2.8665593851e-05,4.7495061735e-04,2.3958248488e+00
