step,time_code,dt,max_abs_dgbulk_idx,max_abs_dgbulk_i,max_abs_dgbulk_j,max_abs_dgbulk_k,max_abs_dgbulk_value,eta_before,phi_before,xB_before,Y_before,h_eta,hp_eta,mu_PbTe_raw,mu_Ag2Te_raw,gp_mu_reference_raw,drive_raw_formula_value,dgbulk_deta_raw_formula_value,energy_scale,mu_PbTe_dimless,mu_Ag2Te_dimless,gp_mu_reference_dimless,drive_dimless_formula_value,dgbulk_deta_dimless_formula_value,dgbulk_deta_kernel_used,eta_rhs_bulk,eta_rhs_double_well,eta_rhs_elastic,eta_rhs_total,dxB,deta,eta_rhs_bulk_absmax,eta_rhs_double_well_absmax,eta_rhs_elastic_absmax,eta_rhs_total_absmax,phi_rhs_chem_at_loc,phi_rhs_total_at_loc,phi_rhs_dw_at_loc,phi_rhs_elastic_at_loc,phi_chem_rhs_absmax,phi_double_well_absmax,phi_elastic_absmax,phi_rhs_total_absmax,eta_bulk_rhs_absmax_over_phi_chem_rhs_absmax,eta_Ldt_bulk_absmax_over_phi_Ldt_chem_absmax,gp_W_eta_kernel_used,gp_kappa_eta_kernel_used,gp_L_eta,S_eta_W,S_eta_grad,S_eta_total,W_phi,kappa_phi,L_phi,S_phi_W,S_phi_grad,S_phi_total,region_class,is_eta_interface,is_far_field_like,is_phi_nonzero,eta_peak_idx,eta_peak_i,eta_peak_j,eta_peak_k,eta_peak_value
43,4.3000000000e-03,1.0000000000e-04,493591,53,53,55,-2.0920843191e-01,4.9271117385e-01,4.9710225403e-01,3.2829696586e-02,-3.3830411057e+00,4.8633538702e-01,1.8742031799e+00,-1.5282053398e+05,-1.4615301787e+05,-1.5352923284e+05,3.0423295040e+03,-2.8819513420e+03,1.3779024000e+04,-1.1090809768e+01,-1.0606920916e+01,-1.1142242937e+01,2.2079426700e-01,-2.0915496932e-01,-2.0920843191e-01,-2.0920843191e-01,1.4296236238e-02,0.0000000000e+00,-1.9491219567e-01,-2.1578133260e-04,-3.5287984979e-08,2.0920843191e-01,3.7754892517e-01,0.0000000000e+00,4.7981460275e-01,-1.2205413716e+00,-1.2176437230e+00,2.8976486427e-03,0.0000000000e+00,1.2994133468e+00,1.9245003285e-01,0.0000000000e+00,1.3919963877e+00,1.6100221875e-01,3.1917234362e-05,1.9618076577e+00,2.0317839881e-01,4.7495061735e-04,9.3176175816e-08,2.8572417675e-05,2.8665593851e-05,1.0000000000e+00,4.5000000000e+00,2.3958248488e+00,2.3958248488e-04,3.1921888688e+00,3.1924284512e+00,interface,1,0,1,437711,47,47,47,1.0000000000e+00
44,4.4000000000e-03,1.0000000000e-04,493591,53,53,55,-2.0873155873e-01,4.9271113857e-01,4.9703334532e-01,3.2613915254e-02,-3.3898586305e+00,4.8633532088e-01,1.8742031722e+00,-1.5281973802e+05,-1.4617654700e+05,-1.5352923284e+05,3.0346116796e+03,-2.8753751488e+03,1.3779024000e+04,-1.1090752003e+01,-1.0608628521e+01,-1.1142242937e+01,2.2023415298e-01,-2.0867770815e-01,-2.0873155873e-01,-2.0873155873e-01,1.4296305422e-02,0.0000000000e+00,-1.9443525331e-01,-2.2219724550e-04,-3.5322486103e-08,2.0873155873e-01,3.7754892578e-01,0.0000000000e+00,4.7956628279e-01,-1.2173358914e+00,-1.2143693412e+00,2.9665502418e-03,0.0000000000e+00,1.3035033690e+00,1.9244998713e-01,0.0000000000e+00,1.3971296232e+00,1.6013120004e-01,3.1744562776e-05,1.9618076577e+00,2.0317839881e-01,4.7495061735e-04,9.3176175816e-08,2.8572417675e-05,2.8665593851e-05,1.0000000000e+00,4.5000000000e+00,2.3958248488e+00,2.3958248488e-04,3.1921888688e+00,3.1924284512e+00,interface,1,0,1,437711,47,47,47,1.0000000000e+00
45,4.5000000000e-03,1.0000000000e-04,492437,53,41,53,-2.0823336674e-01,4.9271110324e-01,4.9696375976e-01,3.2391718008e-02,-3.3969245649e+00,4.8633525468e-01,1.8742031644e+00,-1.5281891582e+05,-1.4620102134e+05,-1.5352923284e+05,3.0265800943e+03,-2.8685050413e+03,1.3779024000e+04,-1.1090692332e+01,-1.0610404724e+01,-1.1142242937e+01,2.1965126806e-01,-2.0817911641e-01,-2.0823336674e-01,-2.0823336674e-01,1.4296374674e-02,0.0000000000e+00,-1.9393699207e-01,-2.2599309566e-04,-3.5356278405e-08,2.0823336674e-01,3.7754892638e-01,0.0000000000e+00,4.7929775356e-01,-1.2140016892e+00,-1.2109655609e+00,3.0361282748e-03,0.0000000000e+00,1.3085618319e+00,1.9245000829e-01,0.0000000000e+00,1.4017639126e+00,1.5913146911e-01,3.1546375159e-05,1.9618076577e+00,2.0317839881e-01,4.7495061735e-04,9.3176175816e-08,2.8572417675e-05,2.8665593851e-05,1.0000000000e+00,4.5000000000e+00,2.3958248488e+00,2.3958248488e-04,3.1921888688e+00,3.1924284512e+00,interface,1,0,1,437711,47,47,47,1.0000000000e+00
46,4.6000000000e-03,1.0000000000e-04,492437,53,41,53,-2.0771987644e-01,4.9271106789e-01,4.9689347138e-01,3.2165724913e-02,-3.4041594273e+00,4.8633518842e-01,1.8742031567e+00,-1.5281807688e+05,-1.4622617295e+05,-1.5352923284e+05,3.0183223400e+03,-2.8614240460e+03,1.3779024000e+04,-1.1090631447e+01,-1.0612230079e+01,-1.1142242937e+01,2.1905196914e-01,-2.0766521968e-01,-2.0771987644e-01,-2.0771987644e-01,1.4296443992e-02,0.0000000000e+00,-1.9342343245e-01,-2.2753088197e-04,-3.5389398745e-08,2.0771987644e-01,3.7754892699e-01,0.0000000000e+00,4.7901344727e-01,-1.2105752195e+00,-1.2074688108e+00,3.1064086982e-03,0.0000000000e+00,1.3132278930e+00,1.9245004847e-01,0.0000000000e+00,1.4059186107e+00,1.5817504148e-01,3.1356772026e-05,1.9618076577e+00,2.0317839881e-01,4.7495061735e-04,9.3176175816e-08,2.8572417675e-05,2.8665593851e-05,1.0000000000e+00,4.5000000000e+00,2.3958248488e+00,2.3958248488e-04,3.1921888688e+00,3.1924284512e+00,interface,1,0,1,437711,47,47,47,1.0000000000e+00
47,4.7000000000e-03,1.0000000000e-04,512021,55,53,53,-2.0719645039e-01,4.9271103250e-01,4.9682246244e-01,3.1938194031e-02,-3.4114933357e+00,4.8633512209e-01,1.8742031490e+00,-1.5281722950e+05,-1.4625176350e+05,-1.5352923284e+05,3.0099164467e+03,-2.8542061151e+03,1.3779024000e+04,-1.1090569949e+01,-1.0614087289e+01,-1.1142242937e+01,2.1844191916e-01,-2.0714138498e-01,-2.0719645039e-01,-2.0719645039e-01,1.4296513375e-02,0.0000000000e+00,-1.9289993702e-01,-2.2714677970e-04,-3.5421684530e-08,2.0719645039e-01,3.7754892759e-01,0.0000000000e+00,4.7871739481e-01,-1.2070889095e+00,-1.2039115002e+00,3.1774092334e-03,0.0000000000e+00,1.3174284409e+00,1.9245007512e-01,0.0000000000e+00,1.4096161875e+00,1.5727340018e-01,3.1178029791e-05,1.9618076577e+00,2.0317839881e-01,4.7495061735e-04,9.3176175816e-08,2.8572417675e-05,2.8665593851e-05,1.0000000000e+00,4.5000000000e+00,2.3958248488e+00,2.3958248488e-04,3.1921888688e+00,3.1924284512e+00,interface,1,0,1,437711,47,47,47,1.0000000000e+00
48,4.8000000000e-03,1.0000000000e-04,493591,53,53,55,-2.0666782637e-01,4.9271099708e-01,4.9675072252e-01,3.1711047251e-02,-3.4188654337e+00,4.8633505570e-01,1.8742031412e+00,-1.5281638081e+05,-1.4627758273e+05,-1.5352923284e+05,3.0014313643e+03,-2.8469165836e+03,1.3779024000e+04,-1.1090508356e+01,-1.0615961096e+01,-1.1142242937e+01,2.1782612210e-01,-2.0661235394e-01,-2.0666782637e-01,-2.0666782637e-01,1.4296582821e-02,0.0000000000e+00,-1.9237124355e-01,-2.2514870257e-04,-3.5453250447e-08,2.0666782637e-01,3.7754892820e-01,0.0000000000e+00,4.7841323192e-01,-1.2035713653e+00,-1.2003222251e+00,3.2491402550e-03,0.0000000000e+00,1.3211884937e+00,1.9245008824e-01,0.0000000000e+00,1.4128813206e+00,1.5642569351e-01,3.1009979605e-05,1.9618076577e+00,2.0317839881e-01,4.7495061735e-04,9.3176175816e-08,2.8572417675e-05,2.8665593851e-05,1.0000000000e+00,4.5000000000e+00,2.3958248488e+00,2.3958248488e-04,3.1921888688e+00,3.1924284512e+00,interface,1,0,1,437711,47,47,47,1.0000000000e+00
49,4.9000000000e-03,1.0000000000e-04,493781,53,55,53,-2.0613815345e-01,4.9271096162e-01,4.9667824775e-01,3.1485898548e-02,-3.4262232624e+00,4.8633498926e-01,1.8742031335e+00,-1.5281553688e+05,-1.4630344682e+05,-1.5352923284e+05,2.9929274864e+03,-2.8396126671e+03,1.3779024000e+04,-1.1090447109e+01,-1.0617838159e+01,-1.1142242937e+01,2.1720896098e-01,-2.0608227891e-01,-2.0613815345e-01,-2.0613815345e-01,1.4296652329e-02,0.0000000000e+00,-1.9184150112e-01,-2.2181513628e-04,-3.5483929517e-08,2.0613815345e-01,3.7754892880e-01,0.0000000000e+00,4.7810421004e-01,-1.2000475984e+00,-1.1967259927e+00,3.3216056370e-03,0.0000000000e+00,1.3245344896e+00,1.9245008782e-01,0.0000000000e+00,1.4157401242e+00,1.5563064236e-01,3.0852367904e-05,1.9618076577e+00,2.0317839881e-01,4.7495061735e-04,9.3176175816e-08,2.8572417675e-05,2.8665593851e-05,1.0000000000e+00,4.5000000000e+00,2.3958248488e+00,2.3958248488e-04,3.1921888688e+00,3.1924284512e+00,interface,1,0,1,437711,47,47,47,1.0000000000e+00
50,5.0000000000e-03,1.0000000000e-04,493781,53,55,53,-2.0561103050e-01,4.9271092614e-01,4.9660503993e-01,3.1264083412e-02,-3.4335220990e+00,4.8633492275e-01,1.8742031257e+00,-1.5281470282e+05,-1.4632919658e+05,-1.5352923284e+05,2.9844572101e+03,-2.8323439928e+03,1.3779024000e+04,-1.1090386577e+01,-1.0619706924e+01,-1.1142242937e+01,2.1659423847e-01,-2.0555476155e-01,-2.0561103050e-01,-2.0561103050e-01,1.4296721897e-02,0.0000000000e+00,-1.9131430860e-01,-2.1739488242e-04,-3.5513616103e-08,2.0561103050e-01,3.7754892941e-01,0.0000000000e+00,4.7779321114e-01,-1.1965392656e+00,-1.1931444621e+00,3.3948035515e-03,0.0000000000e+00,1.3274936507e+00,1.9245007389e-01,0.0000000000e+00,1.4182195129e+00,1.5488663949e-01,3.0704876060e-05,1.9618076577e+00,2.0317839881e-01,4.7495061735e-04,9.3176175816e-08,2.8572417675e-05,2.8665593851e-05,1.0000000000e+00,4.5000000000e+00,2.3958248488e+00,2.3958248488e-04,3.1921888688e+00,3.1924284512e+00,interface,1,0,1,437711,47,47,47,1.0000000000e+00
51,5.1000000000e-03,1.0000000000e-04,511061,55,43,53,-2.0508954684e-01,4.9271089063e-01,4.9653110582e-01,3.1046688530e-02,-3.4407242755e+00,4.8633485619e-01,1.8742031180e+00,-1.5281388284e+05,-1.4635469563e+05,-1.5352923284e+05,2.9760655271e+03,-2.8251531604e+03,1.3779024000e+04,-1.1090327068e+01,-1.0621557494e+01,-1.1142242937e+01,2.1598521979e-01,-2.0503289350e-01,-2.0508954684e-01,-2.0508954684e-01,1.4296791524e-02,0.0000000000e+00,-1.9079275531e-01,-2.1210744930e-04,-3.5542229493e-08,2.0508954684e-01,3.7754893001e-01,0.0000000000e+00,4.7748276581e-01,-1.1930649232e+00,-1.1895961960e+00,3.4687272166e-03,0.0000000000e+00,1.3300934704e+00,1.9245006956e-01,0.0000000000e+00,1.4203466883e+00,1.5419183043e-01,3.0567136445e-05,1.9618076577e+00,2.0317839881e-01,4.7495061735e-04,9.3176175816e-08,2.8572417675e-05,2.8665593851e-05,1.0000000000e+00,4.5000000000e+00,2.3958248488e+00,2.3958248488e-04,3.1921888688e+00,3.1924284512e+00,interface,1,0,1,437711,47,47,47,1.0000000000e+00
52,5.2000000000e-03,1.0000000000e-04,511061,55,43,53,-2.0457632477e-01,4.9271085508e-01,4.9645645643e-01,3.0834581080e-02,-3.4477984858e+00,4.8633478958e-01,1.8742031102e+00,-1.5281308039e+05,-1.4637982842e+05,-1.5352923284e+05,2.9677906415e+03,-2.8180763288e+03,1.3779024000e+04,-1.1090268831e+01,-1.0623381483e+01,-1.1142242937e+01,2.1538467757e-01,-2.0451929896e-01,-2.0457632477e-01,-2.0457632477e-01,1.4296861206e-02,0.0000000000e+00,-1.9027946357e-01,-2.0614390730e-04,-3.5569811208e-08,2.0457632477e-01,3.7754893061e-01,0.0000000000e+00,4.7717507392e-01,-1.1896402904e+00,-1.1860969248e+00,3.5433655900e-03,0.0000000000e+00,1.3323613113e+00,1.9245008611e-01,0.0000000000e+00,1.4221487363e+00,1.5354417982e-01,3.0438745567e-05,1.9618076577e+00,2.0317839881e-01,4.7495061735e-04,9.3176175816e-08,2.8572417675e-05,2.8665593851e-05,1.0000000000e+00,4.5000000000e+00,2.3958248488e+00,2.3958248488e-04,3.1921888688e+00,3.1924284512e+00,interface,1,0,1,437711,47,47,47,1.0000000000e+00
53,5.3000000000e-03,1.0000000000e-04,493781,53,55,53,-2.0407356371e-01,4.9271081951e-01,4.9638110642e-01,3.0628437173e-02,-3.4547190914e+00,4.8633472291e-01,1.8742031024e+00,-1.5281229822e+05,-1.4640449826e+05,-1.5352923284e+05,2.9596646118e+03,-2.8111438248e+03,1.3779024000e+04,-1.1090212066e+01,-1.0625171874e+01,-1.1142242937e+01,2.1479493844e-01,-2.0401617886e-01,-2.0407356371e-01,-2.0407356371e-01,1.4296930943e-02,0.0000000000e+00,-1.8977663277e-01,-1.9966808882e-04,-3.5596247061e-08,2.0407356371e-01,3.7754893122e-01,0.0000000000e+00,4.7687202736e-01,-1.1862785228e+00,-1.1826598188e+00,3.6187040044e-03,0.0000000000e+00,1.3343240968e+00,1.9245008948e-01,0.0000000000e+00,1.4236523182e+00,1.5294152612e-01,3.0319274919e-05,1.9618076577e+00,2.0317839881e-01,4.7495061735e-04,9.3176175816e-08,2.8572417675e-05,2.8665593851e-05,1.0000000000e+00,4.5000000000e+00,2.3958248488e+00,2.3958248488e-04,3.1921888688e+00,3.1924284512e+00,interface,1,0,1,437711,47,47,47,1.0000000000e+00
54,5.4000000000e-03,1.0000000000e-04,493781,53,55,53,-2.0358308549e-01,4.9271078392e-01,4.9630507348e-01,3.0428769084e-02,-3.4614654314e+00,4.8633465620e-01,1.8742030946e+00,-1.5281153847e+05,-1.4642862523e+05,-1.5352923284e+05,2.9517140094e+03,-2.8043807682e+03,1.3779024000e+04,-1.1090156927e+01,-1.0626922867e+01,-1.1142242937e+01,2.1421793078e-01,-2.0352535624e-01,-2.0358308549e-01,-2.0358308549e-01,1.4297000731e-02,0.0000000000e+00,-1.8928608476e-01,-1.9281805624e-04,-3.5621680383e-08,2.0358308549e-01,3.7754893182e-01,0.0000000000e+00,4.7657523445e-01,-1.1829904915e+00,-1.1792957667e+00,3.6947247420e-03,0.0000000000e+00,1.3360080799e+00,1.9245008020e-01,0.0000000000e+00,1.4248834388e+00,1.5238162744e-01,3.0208280068e-05,1.9618076577e+00,2.0317839881e-01,4.7495061735e-04,9.3176175816e-08,2.8572417675e-05,2.8665593851e-05,1.0000000000e+00,4.5000000000e+00,2.3958248488e+00,2.3958248488e-04,3.1921888688e+00,3.1924284512e+00,interface,1,0,1,437711,47,47,47,1.0000000000e+00
55,5.5000000000e-03,1.0000000000e-04,492631,53,43,55,-2.0310638038e-01,4.9271074830e-01,4.9622837785e-01,3.0235951028e-02,-3.4680211457e+00,4.8633458944e-01,1.8742030868e+00,-1.5281080277e+05,-1.4645214416e+05,-1.5352923284e+05,2.9439605876e+03,-2.7978077060e+03,1.3779024000e+04,-1.1090103535e+01,-1.0628629732e+01,-1.1142242937e+01,2.1365523331e-01,-2.0304832229e-01,-2.0310638038e-01,-2.0310638038e-01,1.4297070570e-02,0.0000000000e+00,-1.8880930981e-01,-1.8570778812e-04,-3.5646185004e-08,2.0310638038e-01,3.7754893242e-01,0.0000000000e+00,4.7628604543e-01,-1.1797850649e+00,-1.1760136573e+00,3.7714075471e-03,0.0000000000e+00,1.3374386740e+00,1.9245006417e-01,0.0000000000e+00,1.4258672769e+00,1.5186220073e-01,3.0105308418e-05,1.9618076577e+00,2.0317839881e-01,4.7495061735e-04,9.3176175816e-08,2.8572417675e-05,2.8665593851e-05,1.0000000000e+00,4.5000000000e+00,2.3958248488e+00,2.3958248488e-04,3.1921888688e+00,3.1924284512e+00,interface,1,0,1,437711,47,47,47,1.0000000000e+00
56,5.6000000000e-03,1.0000000000e-04,493781,53,55,53,-2.0264465305e-01,4.9271071265e-01,4.9615104184e-01,3.0050243240e-02,-3.4743735175e+00,4.8633452263e-01,1.8742030790e+00,-1.5281009234e+05,-1.4647500250e+05,-1.5352923284e+05,2.9364219495e+03,-2.7914412472e+03,1.3779024000e+04,-1.1090051976e+01,-1.0630288655e+01,-1.1142242937e+01,2.1310812359e-01,-2.0258628239e-01,-2.0264465305e-01,-2.0264465305e-01,1.4297140456e-02,0.0000000000e+00,-1.8834751260e-01,-1.7842904772e-04,-3.5669534548e-08,2.0264465305e-01,3.7754893303e-01,0.0000000000e+00,4.7600557873e-01,-1.1766693900e+00,-1.1728206600e+00,3.8487300755e-03,0.0000000000e+00,1.3386403328e+00,1.9245008355e-01,0.0000000000e+00,1.4266280642e+00,1.5138095580e-01,3.0009905960e-05,1.9618076577e+00,2.0317839881e-01,4.7495061735e-04,9.3176175816e-08,2.8572417675e-05,2.8665593851e-05,1.0000000000e+00,4.5000000000e+00,2.3958248488e+00,2.3958248488e-04,3.1921888688e+00,3.1924284512e+00,interface,1,0,1,437711,47,47,47,1.0000000000e+00
57,5.7000000000e-03,1.0000000000e-04,493781,53,55,53,-2.0219886789e-01,4.9271067698e-01,4.9607308950e-01,2.9871814192e-02,-3.4805128464e+00,4.8633445578e-01,1.8742030712e+00,-1.5280940803e+05,-1.4649715835e+05,-1.5352923284e+05,2.9291122065e+03,-2.7852946869e+03,1.3779024000e+04,-1.1090002313e+01,-1.0631896595e+01,-1.1142242937e+01,2.1257762571e-01,-2.0214020143e-01,-2.0219886789e-01,-2.0219886789e-01,1.4297210388e-02,0.0000000000e+00,-1.8790165750e-01,-1.7105340269e-04,-3.5691782918e-08,2.0219886789e-01,3.7754893363e-01,0.0000000000e+00,4.7573474746e-01,-1.1736491681e+00,-1.1697224998e+00,3.9266682801e-03,0.0000000000e+00,1.3396364671e+00,1.9245008973e-01,0.0000000000e+00,1.4271890016e+00,1.5093562534e-01,2.9921623223e-05,1.9618076577e+00,2.0317839881e-01,4.7495061735e-04,9.3176175816e-08,2.8572417675e-05,2.8665593851e-05,1.0000000000e+00,4.5000000000e+00,2.3958248488e+00,2.3958248488e-04,3.1921888688e+00,3.1924284512e+00,interface,1,0,1,437711,47,47,47,1.0000000000e+00
58,5.8000000000e-03,1.0000000000e-04,493781,53,55,53,-2.0176979261e-01,4.9271064129e-01,4.9599454622e-01,2.9700760790e-02,-3.4864318567e+00,4.8633438888e-01,1.8742030634e+00,-1.5280875041e+05,-1.4651857847e+05,-1.5352923284e+05,2.9220426117e+03,-2.7793786085e+03,1.3779024000e+04,-1.1089954587e+01,-1.0633451140e+01,-1.1142242937e+01,2.1206455637e-01,-2.0171084748e-01,-2.0176979261e-01,-2.0176979261e-01,1.4297280364e-02,0.0000000000e+00,-1.8747251224e-01,-1.6363436435e-04,-3.5713064894e-08,2.0176979261e-01,3.7754893423e-01,0.0000000000e+00,4.7547428565e-01,-1.1707289192e+00,-1.1667237225e+00,4.0051967347e-03,0.0000000000e+00,1.3404493892e+00,1.9245008383e-01,0.0000000000e+00,1.4275722033e+00,1.5052399160e-01,2.9840020556e-05,1.9618076577e+00,2.0317839881e-01,4.7495061735e-04,9.3176175816e-08,2.8572417675e-05,2.8665593851e-05,1.0000000000e+00,4.5000000000e+00,2.3958248488e+00,2.3958248488e-04,3.1921888688e+00,3.1924284512e+00,interface,1,0,1,437711,47,47,47,1.0000000000e+00
59,5.9000000000e-03,1.0000000000e-04,511061,55,43,53,-2.0135803957e-01,4.9271060558e-01,4.9591543852e-01,2.9537126425e-02,-3.4921251520e+00,4.8633432195e-01,1.8742030556e+00,-1.5280811987e+05,-1.4653923648e+05,-1.5352923284e+05,2.9152221599e+03,-2.7737014532e+03,1.3779024000e+04,-1.1089908826e+01,-1.0634950377e+01,-1.1142242937e+01,2.1156956835e-01,-2.0129883315e-01,-2.0135803957e-01,-2.0135803957e-01,1.4297350381e-02,0.0000000000e+00,-1.8706068919e-01,-1.5620961200e-04,-3.5733230486e-08,2.0135803957e-01,3.7754893484e-01,0.0000000000e+00,4.7522477398e-01,-1.1679122321e+00,-1.1638279432e+00,4.0842888977e-03,0.0000000000e+00,1.3411002799e+00,1.9245006483e-01,0.0000000000e+00,1.4277986628e+00,1.5014390988e-01,2.9764672791e-05,1.9618076577e+00,2.0317839881e-01,4.7495061735e-04,9.3176175816e-08,2.8572417675e-05,2.8665593851e-05,1.0000000000e+00,4.5000000000e+00,2.3958248488e+00,2.3958248488e-04,3.1921888688e+00,3.1924284512e+00,interface,1,0,1,437711,47,47,47,1.0000000000e+00
60,6.0000000000e-03,1.0000000000e-04,511061,55,43,53,-2.0096410383e-01,4.9271056984e-01,4.9583579384e-01,2.9380916813e-02,-3.4975887224e+00,4.8633425498e-01,1.8742030478e+00,-1.5280751661e+05,-1.4655911116e+05,-1.5352923284e+05,2.9086581398e+03,-2.7682700445e+03,1.3779024000e+04,-1.1089865045e+01,-1.0636392763e+01,-1.1142242937e+01,2.1109319062e-01,-2.0090465366e-01,-2.0096410383e-01,-2.0096410383e-01,1.4297420439e-02,0.0000000000e+00,-1.8666668339e-01,-1.4880326491e-04,-3.5752347360e-08,2.0096410383e-01,3.7754893544e-01,0.0000000000e+00,4.7498666438e-01,-1.1652019938e+00,-1.1610380764e+00,4.1639173205e-03,0.0000000000e+00,1.3416091702e+00,1.9245007920e-01,0.0000000000e+00,1.4278882346e+00,1.4979332901e-01,2.9695173303e-05,1.9618076577e+00,2.0317839881e-01,4.7495061735e-04,9.3176175816e-08,2.8572417675e-05,2.8665593851e-05,1.0000000000e+00,4.5000000000e+00,2.3958248488e+00,2.3958248488e-04,3.1921888688e+00,3.1924284512e+00,interface,1,0,1,437711,47,47,47,1.0000000000e+00
61,6.1000000000e-03,1.0000000000e-04,493781,53,55,53,-2.0058839731e-01,4.9271053409e-01,4.9575564035e-01,2.9232113548e-02,-3.5028195098e+00,4.8633418797e-01,1.8742030400e+00,-1.5280694075e+05,-1.4657818493e+05,-1.5352923284e+05,2.9023566297e+03,-2.7630900596e+03,1.3779024000e+04,-1.1089823253e+01,-1.0637777024e+01,-1.1142242937e+01,2.1063586432e-01,-2.0052872102e-01,-2.0058839731e-01,-2.0058839731e-01,1.4297490533e-02,0.0000000000e+00,-1.8629090677e-01,-1.4142816281e-04,-3.5770595874e-08,2.0058839731e-01,3.7754893604e-01,0.0000000000e+00,4.7476030324e-01,-1.1626005949e+00,-1.1583565411e+00,4.2440538043e-03,0.0000000000e+00,1.3419949363e+00,1.9245008922e-01,0.0000000000e+00,1.4278596284e+00,1.4947030862e-01,2.9631137431e-05,1.9618076577e+00,2.0317839881e-01,4.7495061735e-04,9.3176175816e-08,2.8572417675e-05,2.8665593851e-05,1.0000000000e+00,4.5000000000e+00,2.3958248488e+00,2.3958248488e-04,3.1921888688e+00,3.1924284512e+00,interface,1,0,1,437711,47,47,47,1.0000000000e+00
62,6.2000000000e-03,1.0000000000e-04,447034,48,48,58,-2.0023163523e-01,4.8065208489e-01,4.9494147609e-01,2.9082397691e-02,-3.5081085053e+00,4.6375885657e-01,1.8693890767e+00,-1.5280636018e+05,-1.4659751638e+05,-1.5352923284e+05,2.8959679974e+03,-2.7581893761e+03,1.3779024000e+04,-1.1089781118e+01,-1.0639179987e+01,-1.1142242937e+01,2.1017221520e-01,-2.0017305842e-01,-2.0023163523e-01,-2.0023163523e-01,3.7900052619e-02,0.0000000000e+00,-1.6233158261e-01,-1.3169346391e-04,-3.2499476943e-08,2.0023163523e-01,3.7754893664e-01,0.0000000000e+00,4.7454595285e-01,-1.1599001299e+00,-1.1548421237e+00,5.0580061432e-03,0.0000000000e+00,1.3422753051e+00,1.9245008742e-01,0.0000000000e+00,1.4277304137e+00,1.4917329886e-01,2.9572257930e-05,1.9618076577e+00,2.0317839881e-01,4.7495061735e-04,9.3176175816e-08,2.8572417675e-05,2.8665593851e-05,1.0000000000e+00,4.5000000000e+00,2.3958248488e+00,2.3958248488e-04,3.1921888688e+00,3.1924284512e+00,interface,1,0,1,437711,47,47,47,1.0000000000e+00
63,6.3000000000e-03,1.0000000000e-04,447034,48,48,58,-1.9989904964e-01,4.8065205239e-01,4.9486194449e-01,2.8950704227e-02,-3.5127827057e+00,4.6375879582e-01,1.8693890578e+00,-1.5280584850e+05,-1.4661463860e+05,-1.5352923284e+05,2.8903078076e+03,-2.7536040016e+03,1.3779024000e+04,-1.1089743983e+01,-1.0640422616e+01,-1.1142242937e+01,2.0976143213e-01,-1.9984027908e-01,-1.9989904964e-01,-1.9989904964e-01,3.7900116091e-02,0.0000000000e+00,-1.6199893355e-01,-1.2436055563e-04,-3.2535796501e-08,1.9989904964e-01,3.7754893725e-01,0.0000000000e+00,4.7434381075e-01,-1.1575631659e+00,-1.1524256529e+00,5.1375129415e-03,0.0000000000e+00,1.3424668668e+00,1.9245007317e-01,0.0000000000e+00,1.4275170329e+00,1.4890427062e-01,2.9518925514e-05,1.9618076577e+00,2.0317839881e-01,4.7495061735e-04,9.3176175816e-08,2.8572417675e-05,2.8665593851e-05,1.0000000000e+00,4.5000000000e+00,2.3958248488e+00,2.3958248488e-04,3.1921888688e+00,3.1924284512e+00,interface,1,0,1,437711,47,47,47,1.0000000000e+00
64,6.4000000000e-03,1.0000000000e-04,447034,48,48,58,-1.9958588609e-01,4.8065201986e-01,4.9478199303e-01,2.8826343671e-02,-3.5172156152e+00,4.6375873500e-01,1.8693890390e+00,-1.5280536447e+05,-1.4663090964e+05,-1.5352923284e+05,2.8849275634e+03,-2.7492864943e+03,1.3779024000e+04,-1.1089708856e+01,-1.0641603472e+01,-1.1142242937e+01,2.0937096585e-01,-1.9952693996e-01,-1.9958588609e-01,-1.9958588609e-01,3.7900179633e-02,0.0000000000e+00,-1.6168570646e-01,-1.1708869114e-04,-3.2573251874e-08,1.9958588609e-01,3.7754893785e-01,0.0000000000e+00,4.7415402675e-01,-1.1553418758e+00,-1.1501244372e+00,5.2174386750e-03,0.0000000000e+00,1.3425850970e+00,1.9245007208e-01,0.0000000000e+00,1.4272348217e+00,1.4865790372e-01,2.9470085503e-05,1.9618076577e+00,2.0317839881e-01,4.7495061735e-04,9.3176175816e-08,2.8572417675e-05,2.8665593851e-05,1.0000000000e+00,4.5000000000e+00,2.3958248488e+00,2.3958248488e-04,3.1921888688e+00,3.1924284512e+00,interface,1,0,1,437711,47,47,47,1.0000000000e+00
