step,time_code,dt,max_abs_dgbulk_idx,max_abs_dgbulk_i,max_abs_dgbulk_j,max_abs_dgbulk_k,max_abs_dgbulk_value,eta_before,phi_before,xB_before,Y_before,h_eta,hp_eta,mu_PbTe_raw,mu_Ag2Te_raw,gp_mu_reference_raw,drive_raw_formula_value,dgbulk_deta_raw_formula_value,energy_scale,mu_PbTe_dimless,mu_Ag2Te_dimless,gp_mu_reference_dimless,drive_dimless_formula_value,dgbulk_deta_dimless_formula_value,dgbulk_deta_kernel_used,eta_rhs_bulk,eta_rhs_double_well,eta_rhs_elastic,eta_rhs_total,dxB,deta,eta_rhs_bulk_absmax,eta_rhs_double_well_absmax,eta_rhs_elastic_absmax,eta_rhs_total_absmax,phi_rhs_chem_at_loc,phi_rhs_total_at_loc,phi_rhs_dw_at_loc,phi_rhs_elastic_at_loc,phi_chem_rhs_absmax,phi_double_well_absmax,phi_elastic_absmax,phi_rhs_total_absmax,eta_bulk_rhs_absmax_over_phi_chem_rhs_absmax,eta_Ldt_bulk_absmax_over_phi_Ldt_chem_absmax,gp_W_eta_kernel_used,gp_kappa_eta_kernel_used,gp_L_eta,S_eta_W,S_eta_grad,S_eta_total,W_phi,kappa_phi,L_phi,S_phi_W,S_phi_grad,S_phi_total,region_class,is_eta_interface,is_far_field_like,is_phi_nonzero,eta_peak_idx,eta_peak_i,eta_peak_j,eta_peak_k,eta_peak_value
21,2.1000000000e-03,1.0000000000e-04,539184,58,48,48,-1.9589309072e-01,4.8065308844e-01,4.9785509387e-01,2.8347093564e-02,-3.5344741434e+00,4.6376073260e-01,1.8693896583e+00,-1.5280349149e+05,-1.4669455819e+05,-1.5352923284e+05,2.8638680091e+03,-2.6983732658e+03,1.3779024000e+04,-1.1089572925e+01,-1.0646222707e+01,-1.1142242937e+01,2.0784258806e-01,-1.9583195920e-01,-1.9589309072e-01,-1.9589309072e-01,3.7898092691e-02,0.0000000000e+00,-1.5799499803e-01,7.0191340013e-04,7.8312524243e-09,1.9589309072e-01,3.7754891167e-01,0.0000000000e+00,4.6970603971e-01,-1.1468902956e+00,-1.1447454289e+00,2.1448666567e-03,0.0000000000e+00,1.1501868249e+00,1.9245007571e-01,0.0000000000e+00,1.2049617505e+00,1.7031414939e-01,3.3763240429e-05,1.9618076577e+00,2.0317839881e-01,4.7495061735e-04,9.3176175816e-08,2.8572417675e-05,2.8665593851e-05,1.0000000000e+00,4.5000000000e+00,2.3958248488e+00,2.3958248488e-04,3.1921888688e+00,3.1924284512e+00,interface,1,0,1,437711,47,47,47,1.0000000000e+00
22,2.2000000000e-03,1.0000000000e-04,447034,48,48,58,-1.9805054937e-01,4.8065309627e-01,4.9777117761e-01,2.9049006964e-02,-3.5092916974e+00,4.6376074724e-01,1.8693896628e+00,-1.5280623053e+05,-1.4660184722e+05,-1.5352923284e+05,2.8945364745e+03,-2.7281208479e+03,1.3779024000e+04,-1.1089771709e+01,-1.0639494293e+01,-1.1142242937e+01,2.1006832374e-01,-1.9799086263e-01,-1.9805054937e-01,-1.9805054937e-01,3.7898077397e-02,0.0000000000e+00,-1.6015247197e-01,6.8264087021e-04,2.9197680940e-09,1.9805054937e-01,3.7754891231e-01,0.0000000000e+00,4.7094242915e-01,-1.1595022024e+00,-1.1572734243e+00,2.2287781034e-03,0.0000000000e+00,1.1616515036e+00,1.9245008796e-01,0.0000000000e+00,1.2118154403e+00,1.7049050318e-01,3.3798200973e-05,1.9618076577e+00,2.0317839881e-01,4.7495061735e-04,9.3176175816e-08,2.8572417675e-05,2.8665593851e-05,1.0000000000e+00,4.5000000000e+00,2.3958248488e+00,2.3958248488e-04,3.1921888688e+00,3.1924284512e+00,interface,1,0,1,437711,47,47,47,1.0000000000e+00
23,2.3000000000e-03,1.0000000000e-04,539184,58,48,48,-2.0007853216e-01,4.8065309919e-01,4.9769011247e-01,2.9731647835e-02,-3.4853606228e+00,4.6376075270e-01,1.8693896645e+00,-1.5280886927e+05,-1.4651469750e+05,-1.5352923284e+05,2.9233236895e+03,-2.7560836060e+03,1.3779024000e+04,-1.1089963213e+01,-1.0633169483e+01,-1.1142242937e+01,2.1215752941e-01,-2.0002023409e-01,-2.0007853216e-01,-2.0007853216e-01,3.7898071694e-02,0.0000000000e+00,-1.6218046047e-01,6.5194048575e-04,-1.4084788891e-09,2.0007853216e-01,3.7754891294e-01,0.0000000000e+00,4.7215077649e-01,-1.1713573026e+00,-1.1690474643e+00,2.3098382268e-03,0.0000000000e+00,1.1725767836e+00,1.9245008855e-01,0.0000000000e+00,1.2192207805e+00,1.7063149719e-01,3.3826151762e-05,1.9618076577e+00,2.0317839881e-01,4.7495061735e-04,9.3176175816e-08,2.8572417675e-05,2.8665593851e-05,1.0000000000e+00,4.5000000000e+00,2.3958248488e+00,2.3958248488e-04,3.1921888688e+00,3.1924284512e+00,interface,1,0,1,437711,47,47,47,1.0000000000e+00
24,2.4000000000e-03,1.0000000000e-04,539184,58,48,48,-2.0195472827e-01,4.8065309778e-01,4.9761171288e-01,3.0383588320e-02,-3.4629979367e+00,4.6376075006e-01,1.8693896637e+00,-1.5281136626e+05,-1.4643411668e+05,-1.5352923284e+05,2.9499039408e+03,-2.7819538241e+03,1.3779024000e+04,-1.1090144429e+01,-1.0627321404e+01,-1.1142242937e+01,2.1408656671e-01,-2.0189774139e-01,-2.0195472827e-01,-2.0195472827e-01,3.7898074445e-02,0.0000000000e+00,-1.6405665383e-01,6.1099750447e-04,-5.2159691011e-09,2.0195472827e-01,3.7754891357e-01,0.0000000000e+00,4.7331211050e-01,-1.1823184997e+00,-1.1799302670e+00,2.3882326327e-03,0.0000000000e+00,1.1828903527e+00,1.9245007733e-01,0.0000000000e+00,1.2271639869e+00,1.7072988026e-01,3.3845655316e-05,1.9618076577e+00,2.0317839881e-01,4.7495061735e-04,9.3176175816e-08,2.8572417675e-05,2.8665593851e-05,1.0000000000e+00,4.5000000000e+00,2.3958248488e+00,2.3958248488e-04,3.1921888688e+00,3.1924284512e+00,interface,1,0,1,437711,47,47,47,1.0000000000e+00
25,2.5000000000e-03,1.0000000000e-04,447014,48,48,38,-2.0366295036e-01,4.8065309257e-01,4.9753576688e-01,3.0994585825e-02,-3.4424576608e+00,4.6376074031e-01,1.8693896607e+00,-1.5281368595e+05,-1.4636084595e+05,-1.5352923284e+05,2.9740408964e+03,-2.8055082080e+03,1.3779024000e+04,-1.1090312779e+01,-1.0622003848e+01,-1.1142242937e+01,2.1583828408e-01,-2.0360717914e-01,-2.0366295036e-01,-2.0366295036e-01,3.7898084632e-02,0.0000000000e+00,-1.6576486573e-01,5.6136288984e-04,-8.5614424439e-09,2.0366295036e-01,3.7754891419e-01,0.0000000000e+00,4.7441020063e-01,-1.1922849466e+00,-1.1898207733e+00,2.4641732610e-03,0.0000000000e+00,1.1924637709e+00,1.9245006470e-01,0.0000000000e+00,1.2356139106e+00,1.7079172997e-01,3.3857916461e-05,1.9618076577e+00,2.0317839881e-01,4.7495061735e-04,9.3176175816e-08,2.8572417675e-05,2.8665593851e-05,1.0000000000e+00,4.5000000000e+00,2.3958248488e+00,2.3958248488e-04,3.1921888688e+00,3.1924284512e+00,interface,1,0,1,437711,47,47,47,1.0000000000e+00
26,2.6000000000e-03,1.0000000000e-04,447034,48,48,58,-2.0519284587e-01,4.8065308401e-01,4.9746204401e-01,3.1555948715e-02,-3.4239285927e+00,4.6376072431e-01,1.8693896557e+00,-1.5281579974e+05,-1.4629537051e+05,-1.5352923284e+05,2.9955833360e+03,-2.8266039144e+03,1.3779024000e+04,-1.1090466185e+01,-1.0617252028e+01,-1.1142242937e+01,2.1740170683e-01,-2.0513818064e-01,-2.0519284587e-01,-2.0519284587e-01,3.7898101352e-02,0.0000000000e+00,-1.6729474452e-01,5.0484758738e-04,-1.1499658281e-08,2.0519284587e-01,3.7754891481e-01,0.0000000000e+00,4.7543185149e-01,-1.2011906316e+00,-1.1986527410e+00,2.5378906002e-03,0.0000000000e+00,1.2013016320e+00,1.9245008329e-01,0.0000000000e+00,1.2445232592e+00,1.7080876310e-01,3.3861293126e-05,1.9618076577e+00,2.0317839881e-01,4.7495061735e-04,9.3176175816e-08,2.8572417675e-05,2.8665593851e-05,1.0000000000e+00,4.5000000000e+00,2.3958248488e+00,2.3958248488e-04,3.1921888688e+00,3.1924284512e+00,interface,1,0,1,437711,47,47,47,1.0000000000e+00
27,2.7000000000e-03,1.0000000000e-04,447034,48,48,58,-2.0653936887e-01,4.8065307251e-01,4.9739030256e-01,3.2060796302e-02,-3.4075352945e+00,4.6376070281e-01,1.8693896490e+00,-1.5281768644e+05,-1.4623794072e+05,-1.5352923284e+05,3.0144574051e+03,-2.8451712755e+03,1.3779024000e+04,-1.1090603111e+01,-1.0613084114e+01,-1.1142242937e+01,2.1877147504e-01,-2.0648568981e-01,-2.0653936887e-01,-2.0653936887e-01,3.7898123811e-02,0.0000000000e+00,-1.6864124506e-01,4.4340097254e-04,-1.4072584875e-08,2.0653936887e-01,3.7754891543e-01,0.0000000000e+00,4.7636701022e-01,-1.2090014961e+00,-1.2063918698e+00,2.6096263495e-03,0.0000000000e+00,1.2092611185e+00,1.9245008973e-01,0.0000000000e+00,1.2538303709e+00,1.7079799036e-01,3.3859157527e-05,1.9618076577e+00,2.0317839881e-01,4.7495061735e-04,9.3176175816e-08,2.8572417675e-05,2.8665593851e-05,1.0000000000e+00,4.5000000000e+00,2.3958248488e+00,2.3958248488e-04,3.1921888688e+00,3.1924284512e+00,interface,1,0,1,437711,47,47,47,1.0000000000e+00
28,2.8000000000e-03,1.0000000000e-04,447034,48,48,58,-2.0770209202e-01,4.8065305843e-01,4.9732029621e-01,3.2504197274e-02,-3.3933418587e+00,4.6376067650e-01,1.8693896409e+00,-1.5281933235e+05,-1.4618860074e+05,-1.5352923284e+05,3.0306565536e+03,-2.8612043184e+03,1.3779024000e+04,-1.1090722562e+01,-1.0609503310e+01,-1.1142242937e+01,2.1994711335e-01,-2.0764927316e-01,-2.0770209202e-01,-2.0770209202e-01,3.7898151295e-02,0.0000000000e+00,-1.6980394072e-01,3.7898854344e-04,-1.6324140206e-08,2.0770209202e-01,3.7754891605e-01,0.0000000000e+00,4.7720870433e-01,-1.2157115357e+00,-1.2130319089e+00,2.6796268226e-03,0.0000000000e+00,1.2164212524e+00,1.9245008406e-01,0.0000000000e+00,1.2634614903e+00,1.7074848997e-01,3.3849344523e-05,1.9618076577e+00,2.0317839881e-01,4.7495061735e-04,9.3176175816e-08,2.8572417675e-05,2.8665593851e-05,1.0000000000e+00,4.5000000000e+00,2.3958248488e+00,2.3958248488e-04,3.1921888688e+00,3.1924284512e+00,interface,1,0,1,437711,47,47,47,1.0000000000e+00
29,2.9000000000e-03,1.0000000000e-04,447034,48,48,58,-2.0868443716e-01,4.8065304211e-01,4.9725177970e-01,3.2883185818e-02,-3.3813578310e+00,4.6376064599e-01,1.8693896314e+00,-1.5282073090e+05,-1.4614722130e+05,-1.5352923284e+05,3.0442303012e+03,-2.8747501583e+03,1.3779024000e+04,-1.1090824060e+01,-1.0606500236e+01,-1.1142242937e+01,2.2093221561e-01,-2.0863235004e-01,-2.0868443716e-01,-2.0868443716e-01,3.7898183176e-02,0.0000000000e+00,-1.7078625398e-01,3.1348224031e-04,-1.8297414084e-08,2.0868443716e-01,3.7754891666e-01,0.0000000000e+00,4.7795284080e-01,-1.2213383434e+00,-1.2185902061e+00,2.7481372787e-03,0.0000000000e+00,1.2229271958e+00,1.9245006598e-01,0.0000000000e+00,1.2733334665e+00,1.7064338570e-01,3.3828508552e-05,1.9618076577e+00,2.0317839881e-01,4.7495061735e-04,9.3176175816e-08,2.8572417675e-05,2.8665593851e-05,1.0000000000e+00,4.5000000000e+00,2.3958248488e+00,2.3958248488e-04,3.1921888688e+00,3.1924284512e+00,interface,1,0,1,437711,47,47,47,1.0000000000e+00
30,3.0000000000e-03,1.0000000000e-04,473805,51,39,45,-2.0950627864e-01,4.9266267229e-01,4.9796908616e-01,3.3232246243e-02,-3.3704376178e+00,4.8624448548e-01,1.8741925413e+00,-1.5282201227e+05,-1.4610974064e+05,-1.5352923284e+05,3.0565156439e+03,-2.8860630853e+03,1.3779024000e+04,-1.1090917054e+01,-1.0603780111e+01,-1.1142242937e+01,2.2182381306e-01,-2.0945337531e-01,-2.0950627864e-01,-2.0950627864e-01,1.4391325922e-02,0.0000000000e+00,-1.9511495272e-01,2.5593226831e-04,-3.8183847528e-08,2.0950627864e-01,3.7754891728e-01,0.0000000000e+00,4.7859790461e-01,-1.2264719046e+00,-1.2244410242e+00,2.0308803366e-03,0.0000000000e+00,1.2285220041e+00,1.9245003531e-01,0.0000000000e+00,1.2833567605e+00,1.7053522684e-01,3.3807067034e-05,1.9618076577e+00,2.0317839881e-01,4.7495061735e-04,9.3176175816e-08,2.8572417675e-05,2.8665593851e-05,1.0000000000e+00,4.5000000000e+00,2.3958248488e+00,2.3958248488e-04,3.1921888688e+00,3.1924284512e+00,interface,1,0,1,437711,47,47,47,1.0000000000e+00
31,3.1000000000e-03,1.0000000000e-04,530259,57,51,51,-2.1016726369e-01,4.9266263410e-01,4.9790121673e-01,3.3488178511e-02,-3.3625010335e+00,4.8624441392e-01,1.8741925329e+00,-1.5282294766e+05,-1.4608263656e+05,-1.5352923284e+05,3.0653940648e+03,-2.8951774444e+03,1.3779024000e+04,-1.1090984939e+01,-1.0601813058e+01,-1.1142242937e+01,2.2246815629e-01,-2.1011484155e-01,-2.1016726369e-01,-2.1016726369e-01,1.4391400783e-02,0.0000000000e+00,-1.9577586290e-01,1.9166236297e-04,-3.7850130807e-08,2.1016726369e-01,3.7754891789e-01,0.0000000000e+00,4.7914459660e-01,-1.2301572503e+00,-1.2280585040e+00,2.0987462933e-03,0.0000000000e+00,1.2336389699e+00,1.9244999193e-01,0.0000000000e+00,1.2934386173e+00,1.7036367107e-01,3.3773057655e-05,1.9618076577e+00,2.0317839881e-01,4.7495061735e-04,9.3176175816e-08,2.8572417675e-05,2.8665593851e-05,1.0000000000e+00,4.5000000000e+00,2.3958248488e+00,2.3958248488e-04,3.1921888688e+00,3.1924284512e+00,interface,1,0,1,437711,47,47,47,1.0000000000e+00
32,3.2000000000e-03,1.0000000000e-04,474969,51,51,57,-2.1067034964e-01,4.9266259625e-01,4.9783415925e-01,3.3679840874e-02,-3.3565957422e+00,4.8624434298e-01,1.8741925245e+00,-1.5282364589e+05,-1.4606254434e+05,-1.5352923284e+05,3.0719724990e+03,-2.9021144515e+03,1.3779024000e+04,-1.1091035612e+01,-1.0600354883e+01,-1.1142242937e+01,2.2294558011e-01,-2.1061828845e-01,-2.1067034964e-01,-2.1067034964e-01,1.4391474989e-02,0.0000000000e+00,-1.9627887465e-01,1.3051263200e-04,-3.7560261401e-08,2.1067034964e-01,3.7754891850e-01,0.0000000000e+00,4.7959544678e-01,-1.2328884114e+00,-1.2307226113e+00,2.1658001099e-03,0.0000000000e+00,1.2399547983e+00,1.9244999957e-01,0.0000000000e+00,1.3034862377e+00,1.6990163668e-01,3.3681463512e-05,1.9618076577e+00,2.0317839881e-01,4.7495061735e-04,9.3176175816e-08,2.8572417675e-05,2.8665593851e-05,1.0000000000e+00,4.5000000000e+00,2.3958248488e+00,2.3958248488e-04,3.1921888688e+00,3.1924284512e+00,interface,1,0,1,437711,47,47,47,1.0000000000e+00
33,3.3000000000e-03,1.0000000000e-04,420237,45,57,45,-2.1102702453e-01,4.9266255869e-01,4.9776770596e-01,3.3810353506e-02,-3.3525930640e+00,4.8624427259e-01,1.8741925163e+00,-1.5282412023e+05,-1.4604896206e+05,-1.5352923284e+05,3.0764179753e+03,-2.9070325024e+03,1.3779024000e+04,-1.1091070037e+01,-1.0599369161e+01,-1.1142242937e+01,2.2326820646e-01,-2.1097521148e-01,-2.1102702453e-01,-2.1102702453e-01,1.4391548628e-02,0.0000000000e+00,-1.9663547590e-01,7.3464864521e-05,-3.7308014900e-08,2.1102702453e-01,3.7754891911e-01,0.0000000000e+00,4.7995443244e-01,-1.2347336828e+00,-1.2325014332e+00,2.2322495495e-03,0.0000000000e+00,1.2474112918e+00,1.9245004136e-01,0.0000000000e+00,1.3134097794e+00,1.6917196912e-01,3.3536813515e-05,1.9618076577e+00,2.0317839881e-01,4.7495061735e-04,9.3176175816e-08,2.8572417675e-05,2.8665593851e-05,1.0000000000e+00,4.5000000000e+00,2.3958248488e+00,2.3958248488e-04,3.1921888688e+00,3.1924284512e+00,interface,1,0,1,437711,47,47,47,1.0000000000e+00
34,3.4000000000e-03,1.0000000000e-04,420237,45,57,45,-2.1124951321e-01,4.9266252138e-01,4.9770166481e-01,3.3883818371e-02,-3.3503465316e+00,4.8624420266e-01,1.8741925081e+00,-1.5282438684e+05,-1.4604135186e+05,-1.5352923284e+05,3.0789082507e+03,-2.9101001634e+03,1.3779024000e+04,-1.1091089386e+01,-1.0598816858e+01,-1.1142242937e+01,2.2344893591e-01,-2.1119784416e-01,-2.1124951321e-01,-2.1124951321e-01,1.4391621772e-02,0.0000000000e+00,-1.9685789144e-01,2.1217950336e-05,-3.7088397353e-08,2.1124951321e-01,3.7754891972e-01,0.0000000000e+00,4.8022662242e-01,-1.2357662520e+00,-1.2334679654e+00,2.2982866306e-03,0.0000000000e+00,1.2541054273e+00,1.9245007032e-01,0.0000000000e+00,1.3231250300e+00,1.6844637509e-01,3.3392971058e-05,1.9618076577e+00,2.0317839881e-01,4.7495061735e-04,9.3176175816e-08,2.8572417675e-05,2.8665593851e-05,1.0000000000e+00,4.5000000000e+00,2.3958248488e+00,2.3958248488e-04,3.1921888688e+00,3.1924284512e+00,interface,1,0,1,437711,47,47,47,1.0000000000e+00
35,3.5000000000e-03,1.0000000000e-04,420237,45,57,45,-2.1135036968e-01,4.9266248430e-01,4.9763586030e-01,3.3905036321e-02,-3.3496985681e+00,4.8624413315e-01,1.8741924999e+00,-1.5282446378e+05,-1.4603915859e+05,-1.5352923284e+05,3.0796258769e+03,-2.9114905465e+03,1.3779024000e+04,-1.1091094970e+01,-1.0598657684e+01,-1.1142242937e+01,2.2350101697e-01,-2.1129874993e-01,-2.1135036968e-01,-2.1135036968e-01,1.4391694485e-02,0.0000000000e+00,-1.9695867520e-01,-2.5790864802e-05,-3.6897524758e-08,2.1135036968e-01,3.7754892033e-01,0.0000000000e+00,4.8041786032e-01,-1.2360616567e+00,-1.2336975699e+00,2.3640868448e-03,0.0000000000e+00,1.2600318320e+00,1.9245008632e-01,0.0000000000e+00,1.3325556242e+00,1.6773415109e-01,3.3251779090e-05,1.9618076577e+00,2.0317839881e-01,4.7495061735e-04,9.3176175816e-08,2.8572417675e-05,2.8665593851e-05,1.0000000000e+00,4.5000000000e+00,2.3958248488e+00,2.3958248488e-04,3.1921888688e+00,3.1924284512e+00,interface,1,0,1,437711,47,47,47,1.0000000000e+00
36,3.6000000000e-03,1.0000000000e-04,420237,45,57,45,-2.1134215355e-01,4.9266244740e-01,4.9757013374e-01,3.3879245456e-02,-3.3504862326e+00,4.8624406400e-01,1.8741924918e+00,-1.5282437025e+05,-1.4604182483e+05,-1.5352923284e+05,3.0787534928e+03,-2.9113768468e+03,1.3779024000e+04,-1.1091088182e+01,-1.0598851183e+01,-1.1142242937e+01,2.2343770450e-01,-2.1129049828e-01,-2.1134215355e-01,-2.1134215355e-01,1.4391766824e-02,0.0000000000e+00,-1.9695038672e-01,-6.7354016881e-05,-3.6733826037e-08,2.1134215355e-01,3.7754892093e-01,0.0000000000e+00,4.8053449269e-01,-1.2356957467e+00,-1.2332659378e+00,2.4298088696e-03,0.0000000000e+00,1.2661783894e+00,1.9245008942e-01,0.0000000000e+00,1.3416347214e+00,1.6691341072e-01,3.3089074731e-05,1.9618076577e+00,2.0317839881e-01,4.7495061735e-04,9.3176175816e-08,2.8572417675e-05,2.8665593851e-05,1.0000000000e+00,4.5000000000e+00,2.3958248488e+00,2.3958248488e-04,3.1921888688e+00,3.1924284512e+00,interface,1,0,1,437711,47,47,47,1.0000000000e+00
37,3.7000000000e-03,1.0000000000e-04,363795,39,45,51,-2.1123718055e-01,4.9266241066e-01,4.9750434316e-01,3.3811891439e-02,-3.3525459863e+00,4.8624399515e-01,1.8741924837e+00,-1.5282412581e+05,-1.4604880248e+05,-1.5352923284e+05,3.0764701962e+03,-2.9099289004e+03,1.3779024000e+04,-1.1091070443e+01,-1.0599357580e+01,-1.1142242937e+01,2.2327199634e-01,-2.1118541491e-01,-2.1123718055e-01,-2.1123718055e-01,1.4391838842e-02,0.0000000000e+00,-1.9684534171e-01,-1.0345606232e-04,-3.6592001984e-08,2.1123718055e-01,3.7754892154e-01,0.0000000000e+00,4.8058314310e-01,-1.2347430960e+00,-1.2322475013e+00,2.4955946681e-03,0.0000000000e+00,1.2717375243e+00,1.9245008005e-01,0.0000000000e+00,1.3503061036e+00,1.6610124063e-01,3.2928069354e-05,1.9618076577e+00,2.0317839881e-01,4.7495061735e-04,9.3176175816e-08,2.8572417675e-05,2.8665593851e-05,1.0000000000e+00,4.5000000000e+00,2.3958248488e+00,2.3958248488e-04,3.1921888688e+00,3.1924284512e+00,interface,1,0,1,437711,47,47,47,1.0000000000e+00
38,3.8000000000e-03,1.0000000000e-04,419673,45,51,57,-2.1104733594e-01,4.9266237407e-01,4.9743836288e-01,3.3708435377e-02,-3.3557175014e+00,4.8624392657e-01,1.8741924757e+00,-1.5282374989e+05,-1.4605956167e+05,-1.5352923284e+05,3.0729488288e+03,-2.9073106096e+03,1.3779024000e+04,-1.1091043160e+01,-1.0600138419e+01,-1.1142242937e+01,2.2301643635e-01,-2.1099539485e-01,-2.1104733594e-01,-2.1104733594e-01,1.4391910582e-02,0.0000000000e+00,-1.9665542535e-01,-1.3423467803e-04,-3.6471642928e-08,2.1104733594e-01,3.7754892215e-01,0.0000000000e+00,4.8057052931e-01,-1.2332758046e+00,-1.2307142347e+00,2.5615698851e-03,0.0000000000e+00,1.2767017836e+00,1.9245006331e-01,0.0000000000e+00,1.3585247040e+00,1.6530668215e-01,3.2770555317e-05,1.9618076577e+00,2.0317839881e-01,4.7495061735e-04,9.3176175816e-08,2.8572417675e-05,2.8665593851e-05,1.0000000000e+00,4.5000000000e+00,2.3958248488e+00,2.3958248488e-04,3.1921888688e+00,3.1924284512e+00,interface,1,0,1,437711,47,47,47,1.0000000000e+00
39,3.9000000000e-03,1.0000000000e-04,363795,39,45,51,-2.1078393955e-01,4.9266233760e-01,4.9737208295e-01,3.3574200699e-02,-3.3598465874e+00,4.8624385822e-01,1.8741924676e+00,-1.5282326128e+05,-1.4607359713e+05,-1.5352923284e+05,3.0683540158e+03,-2.9036780812e+03,1.3779024000e+04,-1.1091007700e+01,-1.0601157029e+01,-1.1142242937e+01,2.2268297201e-01,-2.1073176744e-01,-2.1078393955e-01,-2.1078393955e-01,1.4391982086e-02,0.0000000000e+00,-1.9639195746e-01,-1.5994327405e-04,-3.6369651124e-08,2.1078393955e-01,3.7754892275e-01,0.0000000000e+00,4.8050331883e-01,-1.2313626227e+00,-1.2287347782e+00,2.6278444615e-03,0.0000000000e+00,1.2817373863e+00,1.9245008320e-01,0.0000000000e+00,1.3662566140e+00,1.6445173699e-01,3.2601070168e-05,1.9618076577e+00,2.0317839881e-01,4.7495061735e-04,9.3176175816e-08,2.8572417675e-05,2.8665593851e-05,1.0000000000e+00,4.5000000000e+00,2.3958248488e+00,2.3958248488e-04,3.1921888688e+00,3.1924284512e+00,interface,1,0,1,437711,47,47,47,1.0000000000e+00
40,4.0000000000e-03,1.0000000000e-04,474969,51,51,57,-2.1045765275e-01,4.9266230123e-01,4.9730540833e-01,3.3414257425e-02,-3.3647873313e+00,4.8624379006e-01,1.8741924596e+00,-1.5282267785e+05,-1.4609043266e+05,-1.5352923284e+05,3.0628408111e+03,-2.8991783421e+03,1.3779024000e+04,-1.1090965358e+01,-1.0602378852e+01,-1.1142242937e+01,2.2228285625e-01,-2.1040520302e-01,-2.1045765275e-01,-2.1045765275e-01,1.4392053391e-02,0.0000000000e+00,-1.9606559936e-01,-1.8091719982e-04,-3.6283787030e-08,2.1045765275e-01,3.7754892336e-01,0.0000000000e+00,4.8038801768e-01,-1.2290683412e+00,-1.2263738278e+00,2.6945134055e-03,0.0000000000e+00,1.2864510389e+00,1.9245008973e-01,0.0000000000e+00,1.3734786470e+00,1.6359554028e-01,3.2431336910e-05,1.9618076577e+00,2.0317839881e-01,4.7495061735e-04,9.3176175816e-08,2.8572417675e-05,2.8665593851e-05,1.0000000000e+00,4.5000000000e+00,2.3958248488e+00,2.3958248488e-04,3.1921888688e+00,3.1924284512e+00,interface,1,0,1,437711,47,47,47,1.0000000000e+00
41,4.1000000000e-03,1.0000000000e-04,474969,51,51,57,-2.1007841842e-01,4.9266226495e-01,4.9723825807e-01,3.3233340225e-02,-3.3704035674e+00,4.8624372205e-01,1.8741924516e+00,-1.5282201627e+05,-1.4610962411e+05,-1.5352923284e+05,3.0565538257e+03,-2.8939485112e+03,1.3779024000e+04,-1.1090917345e+01,-1.0603771654e+01,-1.1142242937e+01,2.2182658406e-01,-2.1002565285e-01,-2.1007841842e-01,-2.1007841842e-01,1.4392124526e-02,0.0000000000e+00,-1.9568629389e-01,-1.9754461336e-04,-3.6212811361e-08,2.1007841842e-01,3.7754892396e-01,0.0000000000e+00,4.8023088658e-01,-1.2264533935e+00,-1.2236917358e+00,2.7616576706e-03,0.0000000000e+00,1.2907415359e+00,1.9245008407e-01,0.0000000000e+00,1.3801775552e+00,1.6275792835e-01,3.2265287918e-05,1.9618076577e+00,2.0317839881e-01,4.7495061735e-04,9.3176175816e-08,2.8572417675e-05,2.8665593851e-05,1.0000000000e+00,4.5000000000e+00,2.3958248488e+00,2.3958248488e-04,3.1921888688e+00,3.1924284512e+00,interface,1,0,1,437711,47,47,47,1.0000000000e+00
42,4.2000000000e-03,1.0000000000e-04,401621,43,55,53,-2.0965727841e-01,4.9271120911e-01,4.9717052103e-01,3.3036058296e-02,-3.3765615653e+00,4.8633545309e-01,1.8742031876e+00,-1.5282129288e+05,-1.4613073282e+05,-1.5352923284e+05,3.0496359865e+03,-2.8881411138e+03,1.3779024000e+04,-1.1090864845e+01,-1.0605303599e+01,-1.1142242937e+01,2.2132452825e-01,-2.0960418632e-01,-2.0965727841e-01,-2.0965727841e-01,1.4296167123e-02,0.0000000000e+00,-1.9536111128e-01,-2.0636170997e-04,-3.5252793906e-08,2.0965727841e-01,3.7754892457e-01,0.0000000000e+00,4.8003787989e-01,-1.2235774646e+00,-1.2207480762e+00,2.8293883617e-03,0.0000000000e+00,1.2952413930e+00,1.9245006515e-01,0.0000000000e+00,1.3863490016e+00,1.6186733959e-01,3.2088736747e-05,1.9618076577e+00,2.0317839881e-01,4.7495061735e-04,9.3176175816e-08,2.8572417675e-05,2.8665593851e-05,1.0000000000e+00,4.5000000000e+00,2.3958248488e+00,2.3958248488e-04,3.1921888688e+00,3.1924284512e+00,interface,1,0,1,437711,47,47,47,1.0000000000e+00
