dissolution_group_id,member_particle_ids,member_count,interval_start_step,interval_end_step,interval_start_age_h,interval_end_age_h,interval_width_s,strong_first_absent_step,medium_first_absent_step,low_first_absent_step,last_medium_h_volume_nm3,last_medium_equivalent_radius_nm,legacy_temporal_qualified,qualification_class,exact_event_time_claimed
DG_P025,P025,1,3633,7266,7.000009584550496,8.000019169100993,3600.034504381788,7266,7266,7266,2255.668572972289,8.135711877183727,0,NESTED_SAME_INTERVAL_FULL_SUPPORT_EXTINCTION,0
DG_P026,P026,1,3633,7266,7.000009584550496,8.000019169100993,3600.034504381788,7266,7266,7266,1541.308574836469,7.165838154294732,0,NESTED_SAME_INTERVAL_FULL_SUPPORT_EXTINCTION,0
DG_P027,P027,1,3633,7266,7.000009584550496,8.000019169100993,3600.034504381788,7266,7266,7266,1825.024884119106,7.581004021806749,0,NESTED_SAME_INTERVAL_FULL_SUPPORT_EXTINCTION,0
DG_P029,P029,1,3633,7266,7.000009584550496,8.000019169100993,3600.034504381788,7266,7266,7266,2113.004401560232,7.960443497995679,0,NESTED_SAME_INTERVAL_FULL_SUPPORT_EXTINCTION,0
DG_P030,P030,1,3633,7266,7.000009584550496,8.000019169100993,3600.034504381788,7266,7266,7266,1533.9947029374557,7.154485649092465,0,NESTED_SAME_INTERVAL_FULL_SUPPORT_EXTINCTION,0
DG_P032,P032,1,3633,7266,7.000009584550496,8.000019169100993,3600.034504381788,7266,7266,7266,1401.6408941485502,6.942502586359657,0,NESTED_SAME_INTERVAL_FULL_SUPPORT_EXTINCTION,0
DG_P033,P033,1,3633,7266,7.000009584550496,8.000019169100993,3600.034504381788,7266,7266,7266,2105.3765747155753,7.950853030858216,0,NESTED_SAME_INTERVAL_FULL_SUPPORT_EXTINCTION,0
DG_P038,P038,1,3633,7266,7.000009584550496,8.000019169100993,3600.034504381788,7266,7266,7266,1367.8079720427831,6.886187448573636,0,NESTED_SAME_INTERVAL_FULL_SUPPORT_EXTINCTION,0
DG_P041,P041,1,3633,7266,7.000009584550496,8.000019169100993,3600.034504381788,7266,7266,7266,1863.9908763790474,7.634578372009946,0,NESTED_SAME_INTERVAL_FULL_SUPPORT_EXTINCTION,0
DG_P051,P051,1,3633,7266,7.000009584550496,8.000019169100993,3600.034504381788,7266,7266,7266,2605.2885345741665,8.536026204385054,0,NESTED_SAME_INTERVAL_FULL_SUPPORT_EXTINCTION,0
DG_P028,P028,1,7266,10899,8.000019169100993,9.00002875365149,3600.034504381788,10899,10899,10899,589.8797101016548,5.20265406351719,1,TEMPORAL_DECAY_AND_FULL_SUPPORT_EXTINCTION,0
DG_P031,P031,1,7266,10899,8.000019169100993,9.00002875365149,3600.034504381788,10899,10899,10899,1471.401492822967,7.05582056265697,1,TEMPORAL_DECAY_AND_FULL_SUPPORT_EXTINCTION,0
DG_P034,P034,1,7266,10899,8.000019169100993,9.00002875365149,3600.034504381788,10899,10899,10899,1335.6510756906969,6.831794636207626,1,TEMPORAL_DECAY_AND_FULL_SUPPORT_EXTINCTION,0
DG_P036,P036,1,7266,10899,8.000019169100993,9.00002875365149,3600.034504381788,10899,10899,10899,1314.7922216124184,6.796043847976303,1,TEMPORAL_DECAY_AND_FULL_SUPPORT_EXTINCTION,0
DG_P037,P037,1,7266,10899,8.000019169100993,9.00002875365149,3600.034504381788,10899,10899,10899,2097.516076795183,7.940945760542729,0,NESTED_SAME_INTERVAL_FULL_SUPPORT_EXTINCTION,0
DG_P039,P039,1,7266,10899,8.000019169100993,9.00002875365149,3600.034504381788,10899,10899,10899,1206.874816120804,6.604772634712103,1,TEMPORAL_DECAY_AND_FULL_SUPPORT_EXTINCTION,0
DG_P042,P042,1,7266,10899,8.000019169100993,9.00002875365149,3600.034504381788,10899,10899,10899,2625.4432775531172,8.557981503681384,0,NESTED_SAME_INTERVAL_FULL_SUPPORT_EXTINCTION,0
DG_P045,P045,1,7266,10899,8.000019169100993,9.00002875365149,3600.034504381788,10899,10899,10899,2217.7577012805586,8.089875329872893,0,NESTED_SAME_INTERVAL_FULL_SUPPORT_EXTINCTION,0
DG_P046,P046,1,7266,10899,8.000019169100993,9.00002875365149,3600.034504381788,10899,10899,10899,1950.3915750363383,7.7507619934653995,0,NESTED_SAME_INTERVAL_FULL_SUPPORT_EXTINCTION,0
DG_P049,P049,1,7266,10899,8.000019169100993,9.00002875365149,3600.034504381788,10899,10899,10899,2072.306784669128,7.909004327819802,0,NESTED_SAME_INTERVAL_FULL_SUPPORT_EXTINCTION,0
DG_P050,P050,1,7266,10899,8.000019169100993,9.00002875365149,3600.034504381788,10899,10899,10899,784.5202528657264,5.721437833349375,1,TEMPORAL_DECAY_AND_FULL_SUPPORT_EXTINCTION,0
DG_P067,P067,1,7266,10899,8.000019169100993,9.00002875365149,3600.034504381788,10899,10899,10899,2740.19225343757,8.680887772406162,0,NESTED_SAME_INTERVAL_FULL_SUPPORT_EXTINCTION,0
DG_P035,P035,1,10899,14532,9.00002875365149,10.000038338201986,3600.034504381788,14532,14532,14532,186.24858759351716,3.5427033899635396,1,TEMPORAL_DECAY_AND_FULL_SUPPORT_EXTINCTION,0
DG_P040,P040,1,10899,14532,9.00002875365149,10.000038338201986,3600.034504381788,14532,14532,14532,706.7218251837762,5.5256914600794795,1,TEMPORAL_DECAY_AND_FULL_SUPPORT_EXTINCTION,0
DG_P043,P043,1,10899,14532,9.00002875365149,10.000038338201986,3600.034504381788,14532,14532,14532,2612.7903681208686,8.544211412031743,0,NESTED_SAME_INTERVAL_FULL_SUPPORT_EXTINCTION,0
DG_P044,P044,1,10899,14532,9.00002875365149,10.000038338201986,3600.034504381788,14532,14532,14532,538.8411474843,5.0480546471769605,1,TEMPORAL_DECAY_AND_FULL_SUPPORT_EXTINCTION,0
DG_P047,P047,1,10899,14532,9.00002875365149,10.000038338201986,3600.034504381788,14532,14532,14532,2347.899966986137,8.245120241027147,0,NESTED_SAME_INTERVAL_FULL_SUPPORT_EXTINCTION,0
DG_P048,P048,1,10899,14532,9.00002875365149,10.000038338201986,3600.034504381788,14532,14532,14532,731.5740368630462,5.589717913219827,1,TEMPORAL_DECAY_AND_FULL_SUPPORT_EXTINCTION,0
DG_P055,P055,1,10899,14532,9.00002875365149,10.000038338201986,3600.034504381788,14532,14532,14532,2170.3884158024916,8.031862859657346,0,NESTED_SAME_INTERVAL_FULL_SUPPORT_EXTINCTION,0
DG_P058,P058,1,10899,14532,9.00002875365149,10.000038338201986,3600.034504381788,14532,14532,14532,1817.0146044663747,7.569896406257103,1,TEMPORAL_DECAY_AND_FULL_SUPPORT_EXTINCTION,0
DG_P061,P061,1,10899,14532,9.00002875365149,10.000038338201986,3600.034504381788,14532,14532,14532,1940.2482326143765,7.7373022487771355,1,TEMPORAL_DECAY_AND_FULL_SUPPORT_EXTINCTION,0
DG_P064,P064,1,10899,14532,9.00002875365149,10.000038338201986,3600.034504381788,14532,14532,14532,662.4286825525695,5.40775291153871,1,TEMPORAL_DECAY_AND_FULL_SUPPORT_EXTINCTION,0
DG_P065,P065,1,10899,14532,9.00002875365149,10.000038338201986,3600.034504381788,14532,14532,14532,2869.1314541723827,8.814965409694336,0,NESTED_SAME_INTERVAL_FULL_SUPPORT_EXTINCTION,0
DG_P066,P066,1,10899,14532,9.00002875365149,10.000038338201986,3600.034504381788,14532,14532,14532,2798.0336183145946,8.741543162744561,0,NESTED_SAME_INTERVAL_FULL_SUPPORT_EXTINCTION,0
DG_P052,P052,1,14532,18165,10.000038338201986,11.000047922752483,3600.034504381788,18165,18165,18165,1971.4090218822435,7.778503356859002,0,NESTED_SAME_INTERVAL_FULL_SUPPORT_EXTINCTION,0
DG_P056,P056,1,14532,18165,10.000038338201986,11.000047922752483,3600.034504381788,18165,18165,18165,3101.4883414477977,9.046776222115566,0,NESTED_SAME_INTERVAL_FULL_SUPPORT_EXTINCTION,0
DG_P059,P059,1,14532,18165,10.000038338201986,11.000047922752483,3600.034504381788,18165,18165,18165,1657.5935382240355,7.341697369634229,1,TEMPORAL_DECAY_AND_FULL_SUPPORT_EXTINCTION,0
DG_P072,P072,1,14532,18165,10.000038338201986,11.000047922752483,3600.034504381788,18165,18165,18165,2235.826947173096,8.111786761313544,1,TEMPORAL_DECAY_AND_FULL_SUPPORT_EXTINCTION,0
DG_P062,P062,1,18165,21798,11.000047922752483,12.00005750730298,3600.034504381788,21798,21798,21798,1102.7272777800054,6.409042764952098,1,TEMPORAL_DECAY_AND_FULL_SUPPORT_EXTINCTION,0
DG_P080,P080,1,18165,21798,11.000047922752483,12.00005750730298,3600.034504381788,21798,21798,21798,3571.1837546843335,9.482172738378992,0,NESTED_SAME_INTERVAL_FULL_SUPPORT_EXTINCTION,0
DG_P060,P060,1,21798,25431,12.00005750730298,13.000067091853477,3600.034504381788,25431,25431,25431,164.87824584265826,3.4016653246519044,1,TEMPORAL_DECAY_AND_FULL_SUPPORT_EXTINCTION,0
DG_P068,P068,1,21798,25431,12.00005750730298,13.000067091853477,3600.034504381788,25431,25431,25431,2661.417255891725,8.59689164688986,0,NESTED_SAME_INTERVAL_FULL_SUPPORT_EXTINCTION,0
DG_P071,P071,1,21798,25431,12.00005750730298,13.000067091853477,3600.034504381788,25431,25431,25431,1068.1480982065898,6.341338758340302,1,TEMPORAL_DECAY_AND_FULL_SUPPORT_EXTINCTION,0
DG_P079,P079,1,21798,25431,12.00005750730298,13.000067091853477,3600.034504381788,25431,25431,25431,3198.333377053842,9.139975683806073,0,NESTED_SAME_INTERVAL_FULL_SUPPORT_EXTINCTION,0
DG_P053,P053,1,25431,29064,13.000067091853477,14.000076676403973,3600.034504381788,29064,29064,29064,894.4676438412495,5.97712046192355,1,TEMPORAL_DECAY_AND_FULL_SUPPORT_EXTINCTION,0
DG_P069,P069,1,25431,29064,13.000067091853477,14.000076676403973,3600.034504381788,29064,29064,29064,2083.6563318383633,7.923416647394865,1,TEMPORAL_DECAY_AND_FULL_SUPPORT_EXTINCTION,0
DG_P073,P073,1,25431,29064,13.000067091853477,14.000076676403973,3600.034504381788,29064,29064,29064,528.5217276659548,5.015621386751279,1,TEMPORAL_DECAY_AND_FULL_SUPPORT_EXTINCTION,0
DG_P083,P083,1,25431,29064,13.000067091853477,14.000076676403973,3600.034504381788,29064,29064,29064,3386.5399366792617,9.31585093626435,0,NESTED_SAME_INTERVAL_FULL_SUPPORT_EXTINCTION,0
DG_P095,P095,1,25431,29064,13.000067091853477,14.000076676403973,3600.034504381788,29064,29064,29064,793.9637032439447,5.74430308606764,1,TEMPORAL_DECAY_AND_FULL_SUPPORT_EXTINCTION,0
DG_P057,P057,1,29064,32697,14.000076676403973,15.00008626095447,3600.034504381788,32697,32697,32697,1689.959026202648,7.38917335056448,1,TEMPORAL_DECAY_AND_FULL_SUPPORT_EXTINCTION,0
DG_P084,P084,1,29064,32697,14.000076676403973,15.00008626095447,3600.034504381788,32697,32697,32697,1825.6434335783374,7.581860393010389,1,TEMPORAL_DECAY_AND_FULL_SUPPORT_EXTINCTION,0
DG_P086,P086,1,29064,32697,14.000076676403973,15.00008626095447,3600.034504381788,32697,32697,32697,3195.944828591901,9.137699841031036,0,NESTED_SAME_INTERVAL_FULL_SUPPORT_EXTINCTION,0
DG_P054,P054,1,32697,36330,15.00008626095447,16.000095845504966,3600.034504381788,36330,36330,36330,3008.3065326179667,8.95525229822871,0,NESTED_SAME_INTERVAL_FULL_SUPPORT_EXTINCTION,0
DG_P063,P063,1,32697,36330,15.00008626095447,16.000095845504966,3600.034504381788,36330,36330,36330,2200.5204388041834,8.068861589763156,0,NESTED_SAME_INTERVAL_FULL_SUPPORT_EXTINCTION,0
DG_P070,P070,1,36330,39963,16.000095845504966,17.000105430055463,3600.034504381788,39963,39963,39963,308.09289658359546,4.189842444547076,1,TEMPORAL_DECAY_AND_FULL_SUPPORT_EXTINCTION,0
DG_P075,P075,1,43596,47229,18.00011501460596,19.000124599156457,3600.034504381788,47229,47229,47229,2105.4636346547536,7.950962621900614,1,TEMPORAL_DECAY_AND_FULL_SUPPORT_EXTINCTION,0
DG_P092,P092,1,43596,47229,18.00011501460596,19.000124599156457,3600.034504381788,47229,47229,47229,4242.950804235198,10.042915200711791,0,NESTED_SAME_INTERVAL_FULL_SUPPORT_EXTINCTION,0
DG_P088,P088,1,47229,50862,19.000124599156457,20.000134183706955,3600.034504381788,50862,50862,50862,3211.7875330257493,9.152773873335796,0,NESTED_SAME_INTERVAL_FULL_SUPPORT_EXTINCTION,0
DG_P085,P085,1,50862,54495,20.000134183706955,21.000143768257452,3600.034504381788,54495,54495,54495,4403.38125183062,10.167930285549348,0,NESTED_SAME_INTERVAL_FULL_SUPPORT_EXTINCTION,0
DG_P076,P076,1,58128,61761,22.000153352807946,23.000162937358443,3600.034504381788,61761,61761,61761,3476.1073259295576,9.397266050624646,0,NESTED_SAME_INTERVAL_FULL_SUPPORT_EXTINCTION,0
DG_P089,P089,1,65394,69027,24.00017252190894,25.000182106459437,3600.034504381788,69027,69027,69027,738.2319678937858,5.606623755124383,1,TEMPORAL_DECAY_AND_FULL_SUPPORT_EXTINCTION,0
DG_P078,P078,1,69027,72660,25.000182106459437,26.00019169100993,3600.034504381788,72660,72660,,2951.5401049026227,8.898566011206235,0,CORE_EXTINCTION_WITH_ATTACHED_LOW_H_TAIL,0
DG_P077,P077,1,72660,76293,26.00019169100993,27.00020127556043,3600.034504381788,76293,76293,76293,979.5689773430029,6.160965891729731,1,TEMPORAL_DECAY_AND_FULL_SUPPORT_EXTINCTION,0
DG_P081,P081,1,76293,79926,27.00020127556043,28.000210860110926,3600.034504381788,79926,79926,79926,790.2141727526949,5.735246234497917,1,TEMPORAL_DECAY_AND_FULL_SUPPORT_EXTINCTION,0
DG_P093,P093,1,87192,90825,30.000230029211917,31.000239613762414,3600.034504381788,90825,90825,90825,2860.603208562875,8.806222833829883,0,NESTED_SAME_INTERVAL_FULL_SUPPORT_EXTINCTION,0
DG_P082,P082,1,119889,123522,39.00031629016639,40.000325874716886,3600.034504381788,123522,123522,123522,2162.6238855782117,8.022273461134567,1,TEMPORAL_DECAY_AND_FULL_SUPPORT_EXTINCTION,0
