threshold_name,h_threshold,step,stable_particle_id,overlap_detail,classification
strong,0.005,69027,23,parent_id:overlap_voxels:parent_fraction:child_fraction=23:6:0.0005305039787798408:8.2571837498623802e-05+23:68402:1:0.94134647143014427,INCIDENTAL_WEAK_OVERLAP_EDGE_PRUNED
