step,elapsed_physical_time_s,experimental_age_h,particle_count,number_density_m3,mean_radius_nm,Sv_nm_inv,M6_nm3,beta_volume_fraction,far_field_matrix_xAg,far_field_matrix_xB
0,0,6,96,6.4486070202760325e+21,9.5416089872370247,0.0074261683025794983,5.3578245501188855,0.023929606320328221,0.0062029173192369941,0.0062222153407838487
21798,21600.207026290725,12.00005750730298,26,1.7464977346580922e+21,14.19240189115728,0.0045979364559959315,21.651352051959499,0.023254970345766349,0.006883481433063882,0.0069072566873866134
43596,43200.414052581451,18.00011501460596,17,1.1419408265072142e+21,15.743068578142307,0.0038635467660335875,41.617059310053492,0.023393972480637175,0.0067463227264851029,0.0067691611259135523
65393,64799.630152776837,23.999897264660234,10,6.7172989794542014e+20,19.194503715544034,0.0033103240519220694,66.408129985715902,0.023645560376428353,0.0064885665825683116,0.0065096875313324035
108989,108000.0442053583,36.000012279266194,5,3.3586494897271007e+20,23.921490143685286,0.0026042301292034716,147.27534071743497,0.023801845196882731,0.0063306171236704109,0.0063507203564358095
152585,151200.45825793975,48.000127293872154,3,2.0151896938362601e+20,29.810073433230375,0.0023016737371837417,194.63757967917365,0.023915760044518092,0.0062146510551833603,0.0062340225542625392
