step,time,y_rhs_prev_time_level_enabled,mean_xBtot_old,mean_xBtot_before_step,mean_xBtot_after_phi_update,mean_xBtot_after_Y_update,mean_xBtot_after_Y_to_xB,mean_xBtot_before_clipping,mean_xBtot_after_clipping,mean_xBtot_end_step,mean_elastic_energy,max_elastic_energy,stress_hydro_min,stress_hydro_max,delta_mass_phi_update,delta_mass_Y_update,delta_mass_Y_to_xB,delta_mass_clipping,total_delta_mass_step,delta_M_phi,delta_M_Y_actual,delta_M_Y_required,Y_compensation_ratio,mean_h_before_phi_update,mean_h_after_phi_update,delta_mean_h_phi_update,mean_xB_before_phi_update,mean_xB_after_Y_update,mean_xB_after_clipping,mean_h_old_for_Y_rhs,mean_h_new_for_Y_rhs,mean_h_alpha_q_for_Y_rhs,min_h_alpha_for_Y_rhs,min_h_alpha_q_for_Y_rhs,max_h_alpha_q_for_Y_rhs,mean_gamma_local,mean_term_h,mean_term_lap,mean_term_gamma,mean_divJ,mean_divJ_effective,mean_lapY,mean_Y_rhs_total,k0_divJ_re,k0_divJ_im,k0_term_h_re,k0_term_h_im,k0_term_lap_re,k0_term_lap_im,k0_term_gamma_re,k0_term_gamma_im,k0_Y_rhs_total_re,k0_Y_rhs_total_im,l1_divJ,l1_term_h,l1_term_lap,l1_term_gamma,l1_Y_rhs_total,l2_divJ,l2_term_h,l2_term_lap,l2_term_gamma,l2_Y_rhs_total,maxabs_divJ,maxabs_term_h,maxabs_term_lap,maxabs_term_gamma,maxabs_Y_rhs_total,max_abs_fY,max_abs_lagged_dYdt,divJ_k0_real_before_update,divJ_k0_imag_before_update,Y_rhs_picard_enabled,Y_rhs_picard_iters,Y_rhs_picard_omega,picard_rms_dYdt_change_final,picard_maxabs_dYdt_change_final,picard_mean_xBtot_after_iter_0,picard_mean_xBtot_after_final,picard_Y_compensation_ratio_final,conservative_residual_plus,conservative_residual_minus,conservative_balance_residual,predicted_delta_M_from_plus_divJ,predicted_delta_M_from_minus_divJ,predicted_delta_xBtot_from_phi_change,mean_phi_before,mean_phi_after,Y_k0_before_re,Y_k0_before_im,Y_rhs_k0_re,Y_rhs_k0_im,Y_k0_after_re,Y_k0_after_im,delta_Y_k0_re,delta_Y_k0_im,phi_clip_count_low,phi_clip_count_high,Y_clip_count_low,Y_clip_count_high,xB_clip_count_low,xB_clip_count_high,mean_xBtot_before_phi_clip,mean_xBtot_after_phi_clip,mean_xBtot_before_Y_clip,mean_xBtot_after_Y_clip,mean_xBtot_before_xB_clip,mean_xBtot_after_xB_clip,delta_mass_phi_clip,delta_mass_Y_clip,delta_mass_xB_clip
64,1.2800000000e+00,0.0000000000e+00,3.0000000000e-02,3.0000000000e-02,2.9993961000e-02,3.0000000000e-02,3.0000000000e-02,3.0000000000e-02,3.0000000000e-02,3.0000000000e-02,1.1895588276e-03,4.3648654499e-02,-3.0424863994e+00,2.5510731041e+00,-6.0390004853e-06,6.0390004823e-06,-6.9388939039e-18,5.3082538365e-15,2.3592239273e-15,-6.0390004853e-06,6.0390004823e-06,6.0390004853e-06,9.9999999951e-01,2.3240493008e-02,2.3234403461e-02,-6.0895467007e-06,6.9441685102e-03,6.9503025956e-03,6.9503025956e-03,2.3240493008e-02,2.3234403461e-02,0.0000000000e+00,1.0000000000e+300,1.0000000000e+300,-1.0000000000e+300,-9.9328733435e-01,-3.0200289710e-04,7.3112477180e-19,-4.4443120446e-02,1.5318725646e-18,1.5318725646e-18,8.3228746417e-19,4.4745123343e-02,2.2804888830e-11,0.0000000000e+00,-4.4958978010e+03,0.0000000000e+00,1.0884207686e-11,0.0000000000e+00,-6.6162188971e+05,0.0000000000e+00,6.6611778751e+05,0.0000000000e+00,3.9902590850e-03,4.6996575147e-04,5.9280749448e-03,4.6414719079e-02,4.7547811915e-02,7.2201711661e-03,3.6329479349e-03,1.9281843722e-02,6.8699507355e-02,7.0333690532e-02,8.0756726453e-02,8.1478754057e-02,4.7210656869e-01,4.6528796530e-01,4.6759660622e-01,4.6759660622e-01,0.0000000000e+00,-7.7580106441e+03,-3.8774317090e-11,0.0000000000e+00,1.0000000000e+00,1.0000000000e+00,0.0000000000e+00,0.0000000000e+00,3.0000000000e-02,3.0000000000e-02,9.9999999951e-01,-2.9421216527e-15,-2.9420603778e-15,-2.9420603778e-15,3.0637451293e-20,-3.0637451293e-20,-6.0390004852e-06,2.5049452901e-02,2.5043312931e-02,-7.3896020295e+07,0.0000000000e+00,6.6611778751e+05,0.0000000000e+00,-7.3763380866e+07,2.6204816095e-11,1.3263942898e+05,2.6204816095e-11,2.7040800000e+06,3.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,2.9993960999e-02,2.9993961000e-02,3.0000000000e-02,3.0000000000e-02,3.0000000000e-02,3.0000000000e-02,5.1209037011e-14,-6.9388939039e-18,-7.2858385991e-17
128,2.5600000000e+00,0.0000000000e+00,3.0000000000e-02,3.0000000000e-02,2.9995689156e-02,3.0000000000e-02,3.0000000000e-02,3.0000000000e-02,3.0000000000e-02,3.0000000000e-02,1.1608504966e-03,4.3268867380e-02,-3.0178307891e+00,2.5902827829e+00,-4.3108444528e-06,4.3108444496e-06,-1.0061396161e-16,3.2127078775e-15,-3.4694469520e-18,-4.3108444528e-06,4.3108444496e-06,4.3108444528e-06,9.9999999928e-01,2.2892187540e-02,2.2887840089e-02,-4.3474514894e-06,7.2922181623e-03,7.2965247144e-03,7.2965247144e-03,2.2892187540e-02,2.2887840089e-02,0.0000000000e+00,1.0000000000e+300,1.0000000000e+300,-1.0000000000e+300,-9.9294393562e-01,-2.1558964578e-04,-1.9297964136e-18,-3.0049641553e-02,-1.8471976669e-18,-1.8471976669e-18,3.0991196959e-20,3.0265231199e-02,-2.7499113446e-11,0.0000000000e+00,-3.2094692590e+03,0.0000000000e+00,-2.8728755702e-11,0.0000000000e+00,-4.4734709062e+05,0.0000000000e+00,4.5055655988e+05,0.0000000000e+00,2.3580199715e-03,4.0522215206e-04,3.4616892844e-03,3.3118851027e-02,3.4106919980e-02,4.1155246400e-03,3.2061620440e-03,1.0466261655e-02,4.4810432237e-02,4.5794026428e-02,8.0236965332e-02,8.7410435010e-02,2.2246850291e-01,2.5391071467e-01,2.5387156386e-01,2.5387156386e-01,0.0000000000e+00,-7.0282647157e+03,-1.0054179711e-11,0.0000000000e+00,1.0000000000e+00,1.0000000000e+00,0.0000000000e+00,0.0000000000e+00,3.0000000000e-02,3.0000000000e-02,9.9999999928e-01,-3.1155264189e-15,-3.1156003068e-15,-3.1156003068e-15,-3.6943953338e-20,3.6943953338e-20,-4.3108444527e-06,2.4693566490e-02,2.4689125607e-02,-7.3157787434e+07,0.0000000000e+00,4.5055655988e+05,0.0000000000e+00,-7.2986807229e+07,9.7833685597e-12,1.7098020515e+05,9.7833685597e-12,2.6644860000e+06,4.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,2.9995689156e-02,2.9995689156e-02,3.0000000000e-02,3.0000000000e-02,3.0000000000e-02,3.0000000000e-02,4.3801767768e-14,-1.0061396161e-16,2.7755575616e-17
192,3.8400000000e+00,0.0000000000e+00,3.0000000000e-02,3.0000000000e-02,2.9997520131e-02,3.0000000000e-02,3.0000000000e-02,3.0000000000e-02,3.0000000000e-02,3.0000000000e-02,1.1408759430e-03,4.2571709170e-02,-3.0325670838e+00,2.6255734563e+00,-2.4798689984e-06,2.4798689990e-06,1.0755285551e-16,-1.5681900223e-15,-8.1878948066e-16,-2.4798689984e-06,2.4798689990e-06,2.4798689984e-06,1.0000000003e+00,2.2675766670e-02,2.2673264995e-02,-2.5016744006e-06,7.5049918674e-03,7.5074274270e-03,7.5074274270e-03,2.2675766670e-02,2.2673264995e-02,0.0000000000e+00,1.0000000000e+300,1.0000000000e+300,-1.0000000000e+300,-9.9273067768e-01,-1.2402681357e-04,-1.5052777842e-18,-1.6538910568e-02,-2.7098133490e-18,-2.7098133490e-18,-3.8314716613e-21,1.6662937381e-02,-4.0340817899e-11,0.0000000000e+00,-1.8463792359e+03,0.0000000000e+00,-2.2408974036e-11,0.0000000000e+00,-2.4621370313e+05,0.0000000000e+00,2.4806008237e+05,0.0000000000e+00,1.4520128388e-03,3.3294618728e-04,2.4555753008e-03,2.2057754788e-02,2.2768627786e-02,3.0013674989e-03,2.6428988699e-03,8.4194284762e-03,2.8594726143e-02,2.9383827887e-02,6.9295150744e-02,7.5406185102e-02,1.8561736214e-01,1.4361778853e-01,1.8600727354e-01,1.8600727354e-01,0.0000000000e+00,3.0783179095e+03,4.3840486796e-12,0.0000000000e+00,1.0000000000e+00,1.0000000000e+00,0.0000000000e+00,0.0000000000e+00,3.0000000000e-02,3.0000000000e-02,1.0000000003e+00,6.4190188238e-16,6.4179348984e-16,6.4179348984e-16,-5.4196266980e-20,5.4196266980e-20,-2.4798689984e-06,2.4472391934e-02,2.4469833806e-02,-7.2721935091e+07,0.0000000000e+00,2.4806008237e+05,0.0000000000e+00,-7.2722022253e+07,-3.3599789617e-11,-8.7162093297e+01,-3.3599789617e-11,2.6377620000e+06,4.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,2.9997520131e-02,2.9997520131e-02,3.0000000000e-02,3.0000000000e-02,3.0000000000e-02,3.0000000000e-02,3.9319242306e-14,1.0755285551e-16,-1.4918621893e-16
256,5.1200000000e+00,0.0000000000e+00,3.0000000000e-02,3.0000000000e-02,2.9998581756e-02,3.0000000000e-02,3.0000000000e-02,3.0000000000e-02,3.0000000000e-02,3.0000000000e-02,1.1269276633e-03,4.1830743211e-02,-3.0371256173e+00,2.6512566209e+00,-1.4182444341e-06,1.4182444322e-06,-1.9775847626e-16,1.9845236565e-15,-1.2143064332e-16,-1.4182444341e-06,1.4182444322e-06,1.4182444341e-06,9.9999999865e-01,2.2550690100e-02,2.2549258784e-02,-1.4313162382e-06,7.6260317408e-03,7.6274064532e-03,7.6274064532e-03,2.2550690100e-02,2.2549258784e-02,0.0000000000e+00,1.0000000000e+300,1.0000000000e+300,-1.0000000000e+300,-9.9260747494e-01,-7.0937116377e-05,-6.5203529670e-19,-9.1772956634e-03,3.1416090495e-19,3.1416090495e-19,5.2436383169e-20,9.2482327797e-03,4.6768932856e-12,0.0000000000e+00,-1.0560363115e+03,0.0000000000e+00,-9.7068077317e-12,0.0000000000e+00,-1.3662181319e+05,0.0000000000e+00,1.3767784951e+05,0.0000000000e+00,9.7569717234e-04,2.8752399365e-04,1.8743620627e-03,1.4627818669e-02,1.5261396776e-02,2.4367068082e-03,2.2753952189e-03,7.0382491799e-03,1.8845953379e-02,1.9681150715e-02,5.7159177749e-02,6.1274311410e-02,1.4604419112e-01,9.9383223482e-02,1.4278010427e-01,1.4278010427e-01,0.0000000000e+00,-1.0516182129e+03,9.1091578724e-12,0.0000000000e+00,1.0000000000e+00,1.0000000000e+00,0.0000000000e+00,0.0000000000e+00,3.0000000000e-02,3.0000000000e-02,9.9999999865e-01,-1.9082021068e-15,-1.9081895404e-15,-1.9081895404e-15,6.2832180989e-21,-6.2832180989e-21,-1.4182444341e-06,2.4344443350e-02,2.4342983290e-02,-7.2479781968e+07,0.0000000000e+00,1.3767784951e+05,0.0000000000e+00,-7.2506918940e+07,1.2779111103e-11,-2.7136972332e+04,1.2779111103e-11,2.6222280000e+06,4.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,2.9998581756e-02,2.9998581756e-02,3.0000000000e-02,3.0000000000e-02,3.0000000000e-02,3.0000000000e-02,3.6391029079e-14,-1.9775847626e-16,-4.5102810375e-17
