replicate,snapshot_id,step,age_h,temperature_K,fixed_6h_matrix_xAg,pf_time_varying_matrix_xAg,kappa_L_no_dis_fixed_matrix_W_mK,kappa_L_no_dis_time_varying_matrix_W_mK,delta_kappa_PSD_W_mK,delta_kappa_PSD_plus_matrix_W_mK,delta_kappa_matrix_given_PSD_W_mK,reference_6h_full_psd_fixed_matrix_W_mK
C,C_step_000000,0,6,300,0.006202917319236994,0.006202917319236994,2.286475423204215,2.286475423204215,0,0,0,2.286475423204215
C,C_step_000000,0,6,350,0.006202917319236994,0.006202917319236994,2.006850712518228,2.006850712518228,0,0,0,2.006850712518228
C,C_step_000000,0,6,400,0.006202917319236994,0.006202917319236994,1.788096474658656,1.788096474658656,0,0,0,1.788096474658656
C,C_step_000000,0,6,450,0.006202917319236994,0.006202917319236994,1.612331219600403,1.612331219600403,0,0,0,1.612331219600403
C,C_step_000000,0,6,500,0.006202917319236994,0.006202917319236994,1.468033606077259,1.468033606077259,0,0,0,1.468033606077259
C,C_step_000000,0,6,550,0.006202917319236994,0.006202917319236994,1.347454244258552,1.347454244258552,0,0,0,1.347454244258552
C,C_step_000000,0,6,600,0.006202917319236994,0.006202917319236994,1.245192097822118,1.245192097822118,0,0,0,1.245192097822118
C,C_step_021798,21798,12,300,0.006202917319236994,0.006883481433063882,2.283738032120395,2.25854451834559,-0.002737391083820206,-0.02793090485862582,-0.02519351377480561,2.286475423204215
C,C_step_021798,21798,12,350,0.006202917319236994,0.006883481433063882,2.004706774672822,1.985073131945,-0.002143937845406452,-0.02177758057322854,-0.01963364272782209,2.006850712518228
C,C_step_021798,21798,12,400,0.006202917319236994,0.006883481433063882,1.786372546338579,1.770641678305937,-0.001723928320077173,-0.01745479635271918,-0.01573086803264201,1.788096474658656
C,C_step_021798,21798,12,450,0.006202917319236994,0.006883481433063882,1.610915268333754,1.598028695257852,-0.001415951266649174,-0.01430252434255141,-0.01288657307590224,1.612331219600403
C,C_step_021798,21798,12,500,0.006202917319236994,0.006883481433063882,1.466850087946194,1.456100255227651,-0.001183518131065098,-0.01193335084960823,-0.01074983271854313,1.468033606077259
C,C_step_021798,21798,12,550,0.006202917319236994,0.006883481433063882,1.346450396788579,1.337346443765976,-0.001003847469973396,-0.01010780049257654,-0.00910395302260314,1.347454244258552
