replicate,snapshot_id,step,age_h,temperature_K,fixed_6h_matrix_xAg,pf_time_varying_matrix_xAg,kappa_L_no_dis_fixed_matrix_W_mK,kappa_L_no_dis_time_varying_matrix_W_mK,delta_kappa_PSD_W_mK,delta_kappa_PSD_plus_matrix_W_mK,delta_kappa_matrix_given_PSD_W_mK,reference_6h_full_psd_fixed_matrix_W_mK
historical_elastic_72848,historical_elastic_72848_step_018165,18165,11,550,0.006200715773943168,0.006988272426397716,1.346754615410924,1.336244123321936,-0.0007285916842658668,-0.01123908377325389,-0.01051049208898802,1.34748320709519
historical_elastic_72848,historical_elastic_72848_step_018165,18165,11,600,0.006200715773943168,0.006988272426397716,1.244592851850367,1.23557553306715,-0.0006240944805884219,-0.00964141326380541,-0.009017318783216988,1.245216946330955
historical_elastic_72848,historical_elastic_72848_step_021798,21798,12,300,0.006200715773943168,0.00688552262461747,2.283916985085304,2.25857880484668,-0.002638359152264069,-0.02797653939088818,-0.02533818023862411,2.286555344237568
historical_elastic_72848,historical_elastic_72848_step_021798,21798,12,350,0.006200715773943168,0.00688552262461747,2.004857455788824,1.985109735726146,-0.002055607587795549,-0.02180332765047388,-0.01974772006267833,2.006913063376619
historical_elastic_72848,historical_elastic_72848_step_021798,21798,12,400,0.006200715773943168,0.00688552262461747,1.786500050697921,1.770676972146656,-0.001646416003307838,-0.01746949455457347,-0.01582307855126563,1.788146466701229
historical_elastic_72848,historical_elastic_72848_step_021798,21798,12,450,0.006200715773943168,0.00688552262461747,1.611024048532019,1.5980614185366,-0.001348143782794242,-0.01431077377821399,-0.01296262999541975,1.612372192314814
historical_elastic_72848,historical_elastic_72848_step_021798,21798,12,500,0.006200715773943168,0.00688552262461747,1.466943726314899,1.456130099655112,-0.001124070330503324,-0.01193769699029046,-0.01081362665978713,1.468067796645403
historical_elastic_72848,historical_elastic_72848_step_021798,21798,12,550,0.006200715773943168,0.00688552262461747,1.346531707319102,1.337373485410135,-0.0009514997760875499,-0.0101097216850552,-0.009158221908967645,1.34748320709519
historical_elastic_72848,historical_elastic_72848_step_021798,21798,12,600,0.006200715773943168,0.00688552262461747,1.244401156210863,1.236545156267251,-0.0008157901200922524,-0.008671790063704332,-0.00785599994361208,1.245216946330955
historical_elastic_72848,historical_elastic_72848_step_025431,25431,13,300,0.006200715773943168,0.006866402933843319,2.283776145975354,2.259124193803784,-0.002779198262214511,-0.02743115043378408,-0.02465195217156957,2.286555344237568
historical_elastic_72848,historical_elastic_72848_step_025431,25431,13,350,0.006200715773943168,0.006866402933843319,2.004740846890936,1.985529914332955,-0.002172216485683442,-0.02138314904366423,-0.01921093255798079,2.006913063376619
historical_elastic_72848,historical_elastic_72848_step_025431,25431,13,400,0.006200715773943168,0.006866402933843319,1.786402491236296,1.771010753736175,-0.001743975464932879,-0.01713571296505467,-0.01539173750012179,1.788146466701229
historical_elastic_72848,historical_elastic_72848_step_025431,25431,13,450,0.006200715773943168,0.006866402933843319,1.610941493725529,1.598333043282974,-0.001430698589284685,-0.01403914903183967,-0.01260845044255499,1.612372192314814
historical_elastic_72848,historical_elastic_72848_step_025431,25431,13,500,0.006200715773943168,0.006866402933843319,1.466873100649774,1.456355496301357,-0.001194695995628381,-0.01171230034404536,-0.01051760434841698,1.468067796645403
historical_elastic_72848,historical_elastic_72848_step_025431,25431,13,550,0.006200715773943168,0.006866402933843319,1.346470675717506,1.33756355747805,-0.001012531377684089,-0.009919649617139426,-0.008907118239455336,1.34748320709519
historical_elastic_72848,historical_elastic_72848_step_025431,25431,13,600,0.006200715773943168,0.006866402933843319,1.244347932393825,1.236707621832766,-0.0008690139371296812,-0.008509324498189086,-0.007640310561059405,1.245216946330955
historical_elastic_72848,historical_elastic_72848_step_029064,29064,14,300,0.006200715773943168,0.006831918565607966,2.283518296680974,2.260105368827737,-0.00303704755659373,-0.02644997540983107,-0.02341292785323734,2.286555344237568
historical_elastic_72848,historical_elastic_72848_step_029064,29064,14,350,0.006200715773943168,0.006831918565607966,2.004524150686386,1.986282322597588,-0.002388912690233891,-0.02063074077903182,-0.01824182808879793,2.006913063376619
historical_elastic_72848,historical_elastic_72848_step_029064,29064,14,400,0.006200715773943168,0.006831918565607966,1.786219371140167,1.771606302011431,-0.001927095561061964,-0.01654016468979846,-0.0146130691287365,1.788146466701229
historical_elastic_72848,historical_elastic_72848_step_029064,29064,14,450,0.006200715773943168,0.006831918565607966,1.61078542196222,1.598816300234291,-0.001586770352593136,-0.01355589208052232,-0.01196912172792919,1.612372192314814
historical_elastic_72848,historical_elastic_72848_step_029064,29064,14,500,0.006200715773943168,0.006831918565607966,1.466738859979329,1.456755572086084,-0.001328936666073366,-0.01131222455931891,-0.00998328789324554,1.468067796645403
historical_elastic_72848,historical_elastic_72848_step_029064,29064,14,550,0.006200715773943168,0.006831918565607966,1.346354183733244,1.337900280321984,-0.001129023361946091,-0.009582926773205935,-0.008453903411259844,1.34748320709519
historical_elastic_72848,historical_elastic_72848_step_029064,29064,14,600,0.006200715773943168,0.006831918565607966,1.244246002437995,1.236994969721959,-0.0009709438929599301,-0.008221976608995929,-0.007251032716035999,1.245216946330955
historical_elastic_72848,historical_elastic_72848_step_032697,32697,15,300,0.006200715773943168,0.006794695236944262,2.283267332793649,2.261196585497026,-0.003288011443919103,-0.02535875874054216,-0.02207074729662306,2.286555344237568
historical_elastic_72848,historical_elastic_72848_step_032697,32697,15,350,0.006200715773943168,0.006794695236944262,2.004309086714041,1.987116597829827,-0.0026039766625785,-0.0197964655467926,-0.0171924888842141,2.006913063376619
historical_elastic_72848,historical_elastic_72848_step_032697,32697,15,400,0.006200715773943168,0.006794695236944262,1.786035276755198,1.772265062401396,-0.0021111899460311,-0.0158814042998332,-0.0137702143538021,1.788146466701229
historical_elastic_72848,historical_elastic_72848_step_032697,32697,15,450,0.006200715773943168,0.006794695236944262,1.61062707922282,1.599349800959121,-0.001745113091993877,-0.01302239135569239,-0.01127727826369851,1.612372192314814
historical_elastic_72848,historical_elastic_72848_step_032697,32697,15,500,0.006200715773943168,0.006794695236944262,1.466601732038374,1.4571965220431,-0.001466064607028139,-0.01087127460230253,-0.009405209995274388,1.468067796645403
historical_elastic_72848,historical_elastic_72848_step_032697,32697,15,550,0.006200715773943168,0.006794695236944262,1.346234553003532,1.338270892969258,-0.001248654091658308,-0.009212314125932153,-0.007963660034273845,1.34748320709519
historical_elastic_72848,historical_elastic_72848_step_032697,32697,15,600,0.006200715773943168,0.006794695236944262,1.244140881042505,1.237310864891017,-0.001076065288449612,-0.007906081439938317,-0.006830016151488705,1.245216946330955
historical_elastic_72848,historical_elastic_72848_step_036330,36330,16,300,0.006200715773943168,0.006730189491730449,2.282941281103878,2.263216706335987,-0.00361406313369006,-0.02333863790158075,-0.01972457476789069,2.286555344237568
historical_elastic_72848,historical_elastic_72848_step_036330,36330,16,350,0.006200715773943168,0.006730189491730449,2.004029806584715,1.988669528005015,-0.002883256791904376,-0.01824353537160484,-0.01536027857970046,2.006913063376619
historical_elastic_72848,historical_elastic_72848_step_036330,36330,16,400,0.006200715773943168,0.006730189491730449,1.785796207956572,1.773496398393906,-0.002350258744657108,-0.01465006830732296,-0.01229980956266585,1.788146466701229
historical_elastic_72848,historical_elastic_72848_step_036330,36330,16,450,0.006200715773943168,0.006730189491730449,1.610421406032817,1.600350259741571,-0.001950786281996519,-0.01202193257324247,-0.01007114629124595,1.612372192314814
historical_elastic_72848,historical_elastic_72848_step_036330,36330,16,500,0.006200715773943168,0.006730189491730449,1.466423560671141,1.458025588432067,-0.001644235974261887,-0.01004220821333535,-0.008397972239073459,1.468067796645403
historical_elastic_72848,historical_elastic_72848_step_036330,36330,16,550,0.006200715773943168,0.006730189491730449,1.346079064244214,1.33896920654173,-0.001404142850975898,-0.008514000553459855,-0.007109857702483957,1.34748320709519
historical_elastic_72848,historical_elastic_72848_step_036330,36330,16,600,0.006200715773943168,0.006730189491730449,1.244004204967541,1.23790714199572,-0.001212741363413539,-0.007309804335235315,-0.006097062971821776,1.245216946330955
historical_elastic_72848,historical_elastic_72848_step_039963,39963,17,300,0.006200715773943168,0.006730702573439874,2.282944956467319,2.263192073247561,-0.003610387770248913,-0.02336327099000712,-0.01975288321975821,2.286555344237568
historical_elastic_72848,historical_elastic_72848_step_039963,39963,17,350,0.006200715773943168,0.006730702573439874,2.004013358505966,1.988632037706154,-0.002899704870653164,-0.0182810256704653,-0.01538132079981214,2.006913063376619
historical_elastic_72848,historical_elastic_72848_step_039963,39963,17,400,0.006200715773943168,0.006730702573439874,1.785771252687281,1.773455198573594,-0.002375214013947913,-0.01469126812763522,-0.0123160541136873,1.788146466701229
historical_elastic_72848,historical_elastic_72848_step_039963,39963,17,450,0.006200715773943168,0.006730702573439874,1.610393374975003,1.600309314443457,-0.001978817339810757,-0.01206287787135629,-0.01008406053154554,1.612372192314814
historical_elastic_72848,historical_elastic_72848_step_039963,39963,17,500,0.006200715773943168,0.006730702573439874,1.46639506854687,1.457986586510854,-0.00167272809853225,-0.01008121013454821,-0.008408482036015963,1.468067796645403
historical_elastic_72848,historical_elastic_72848_step_039963,39963,17,550,0.006200715773943168,0.006730702573439874,1.346051368637804,1.338932793026704,-0.001431838457386148,-0.008550414068486223,-0.007118575611100075,1.34748320709519
historical_elastic_72848,historical_elastic_72848_step_039963,39963,17,600,0.006200715773943168,0.006730702573439874,1.243977883418655,1.237873473231128,-0.001239062912300026,-0.007343473099826969,-0.006104410187526943,1.245216946330955
historical_elastic_72848,historical_elastic_72848_step_043596,43596,18,300,0.006200715773943168,0.006695177704069287,2.282825632872417,2.26437094227443,-0.003729711365151545,-0.02218440196313853,-0.01845469059798699,2.286555344237568
historical_elastic_72848,historical_elastic_72848_step_043596,43596,18,350,0.006200715773943168,0.006695177704069287,2.00390211616122,1.98953403158289,-0.003010947215399629,-0.0173790317937299,-0.01436808457833028,2.006913063376619
historical_elastic_72848,historical_elastic_72848_step_043596,43596,18,400,0.006200715773943168,0.006695177704069287,1.785670974799713,1.774167716119961,-0.002475491901516635,-0.01397875058126807,-0.01150325867975144,1.788146466701229
historical_elastic_72848,historical_elastic_72848_step_043596,43596,18,450,0.006200715773943168,0.006695177704069287,1.610304036408777,1.600886453003455,-0.002068155906036928,-0.01148573931135854,-0.009417583405321617,1.612372192314814
historical_elastic_72848,historical_elastic_72848_step_043596,43596,18,500,0.006200715773943168,0.006695177704069287,1.466315696337907,1.458463625213728,-0.001752100307495397,-0.009604171431674358,-0.007852071124178961,1.468067796645403
historical_elastic_72848,historical_elastic_72848_step_043596,43596,18,550,0.006200715773943168,0.006695177704069287,1.345980763209787,1.339333723419311,-0.001502443885402549,-0.008149483675879088,-0.006647039790476539,1.34748320709519
historical_elastic_72848,historical_elastic_72848_step_043596,43596,18,600,0.006200715773943168,0.006695177704069287,1.243914882217971,1.238215181304118,-0.001302064112984169,-0.007001765026837026,-0.005699700913852856,1.245216946330955
historical_elastic_72848,historical_elastic_72848_step_047229,47229,19,300,0.006200715773943168,0.006712969649519892,2.282993177562156,2.263872970775451,-0.00356216667541176,-0.02268237346211688,-0.01912020678670512,2.286555344237568
historical_elastic_72848,historical_elastic_72848_step_047229,47229,19,350,0.006200715773943168,0.006712969649519892,2.004001991387741,1.989116169130021,-0.002911071988878522,-0.01779689424659825,-0.01488582225771973,2.006913063376619
historical_elastic_72848,historical_elastic_72848_step_047229,47229,19,400,0.006200715773943168,0.006712969649519892,1.785732212333646,1.773814658274106,-0.002414254367583135,-0.01433180842712289,-0.01191755405953976,1.788146466701229
historical_elastic_72848,historical_elastic_72848_step_047229,47229,19,450,0.006200715773943168,0.006712969649519892,1.610342061519162,1.600585416520989,-0.002030130795651175,-0.01178677579382481,-0.009756644998173636,1.612372192314814
historical_elastic_72848,historical_elastic_72848_step_047229,47229,19,500,0.006200715773943168,0.006712969649519892,1.466339221317228,1.458204519996383,-0.001728575328174609,-0.009863276649019648,-0.008134701320845039,1.468067796645403
historical_elastic_72848,historical_elastic_72848_step_047229,47229,19,550,0.006200715773943168,0.006712969649519892,1.345994953716273,1.339108699328735,-0.001488253378916449,-0.008374507766454764,-0.006886254387538315,1.34748320709519
historical_elastic_72848,historical_elastic_72848_step_047229,47229,19,600,0.006200715773943168,0.006712969649519892,1.243922923891895,1.238018127132336,-0.001294022439060294,-0.007198819198619422,-0.005904796759559128,1.245216946330955
historical_elastic_72848,historical_elastic_72848_step_050862,50862,20,300,0.006200715773943168,0.006661060833199357,2.282826825810236,2.265604769165829,-0.003728518427331906,-0.0209505750717387,-0.01722205664440679,2.286555344237568
historical_elastic_72848,historical_elastic_72848_step_050862,50862,20,350,0.006200715773943168,0.006661060833199357,2.003833626288734,1.990429240681461,-0.003079437087885051,-0.01648382269515891,-0.01340438560727386,2.006913063376619
historical_elastic_72848,historical_elastic_72848_step_050862,50862,20,400,0.006200715773943168,0.006661060833199357,1.785573607638508,1.774844379921156,-0.0025728590627212,-0.01330208678007372,-0.01072922771735252,1.788146466701229
historical_elastic_72848,historical_elastic_72848_step_050862,50862,20,450,0.006200715773943168,0.006661060833199357,1.610196812377176,1.60141453630819,-0.002175379937637167,-0.01095765600662335,-0.008782276068986183,1.612372192314814
historical_elastic_72848,historical_elastic_72848_step_050862,50862,20,500,0.006200715773943168,0.006661060833199357,1.466207714897497,1.458886441686356,-0.001860081747905973,-0.009181354959046928,-0.007321273211140955,1.468067796645403
historical_elastic_72848,historical_elastic_72848_step_050862,50862,20,550,0.006200715773943168,0.006661060833199357,1.345876349869396,1.339679422209892,-0.001606857225793901,-0.007803784885297871,-0.00619692765950397,1.34748320709519
historical_elastic_72848,historical_elastic_72848_step_050862,50862,20,600,0.006200715773943168,0.006661060833199357,1.2438159770563,1.238502798924674,-0.001400969274654607,-0.006714147406281512,-0.005313178131626906,1.245216946330955
historical_elastic_72848,historical_elastic_72848_step_054495,54495,21,300,0.006200715773943168,0.006566313284453837,2.282487046747655,2.268768790799974,-0.004068297489913331,-0.01778655343759405,-0.01371825594768072,2.286555344237568
historical_elastic_72848,historical_elastic_72848_step_054495,54495,21,350,0.006200715773943168,0.006566313284453837,2.003551695126806,1.992877945886335,-0.003361368249813701,-0.01403511749028419,-0.01067374924047049,2.006913063376619
historical_elastic_72848,historical_elastic_72848_step_054495,54495,21,400,0.006200715773943168,0.006566313284453837,1.785337177728746,1.776795881951597,-0.002809288972482893,-0.0113505847496318,-0.008541295777148905,1.788146466701229
historical_elastic_72848,historical_elastic_72848_step_054495,54495,21,450,0.006200715773943168,0.006566313284453837,1.609996293862398,1.603006432275285,-0.002375898452415148,-0.009365760039528714,-0.006989861587113566,1.612372192314814
historical_elastic_72848,historical_elastic_72848_step_054495,54495,21,500,0.006200715773943168,0.006566313284453837,1.466035816269625,1.460209823097052,-0.002031980375777342,-0.007857973548350827,-0.005825993172573485,1.468067796645403
historical_elastic_72848,historical_elastic_72848_step_054495,54495,21,550,0.006200715773943168,0.006566313284453837,1.345727525575402,1.340796994738331,-0.00175568151978811,-0.006686212356859178,-0.004930530837071068,1.34748320709519
historical_elastic_72848,historical_elastic_72848_step_054495,54495,21,600,0.006200715773943168,0.006566313284453837,1.243685975035297,1.239459143263687,-0.001530971295657713,-0.005757803067268474,-0.004226831771610762,1.245216946330955
historical_elastic_72848,historical_elastic_72848_step_058128,58128,22,300,0.006200715773943168,0.006569722166963967,2.282568018202932,2.26872051270584,-0.003987326034636141,-0.01783483153172805,-0.01384750549709191,2.286555344237568
historical_elastic_72848,historical_elastic_72848_step_058128,58128,22,350,0.006200715773943168,0.006569722166963967,2.003601508387991,1.9928273750225,-0.003311554988628451,-0.01408568835411983,-0.01077413336549138,2.006913063376619
historical_elastic_72848,historical_elastic_72848_step_058128,58128,22,400,0.006200715773943168,0.006569722166963967,1.785368901425682,1.7767473810134,-0.002777565275547067,-0.01139908568782899,-0.008621520412281924,1.788146466701229
historical_elastic_72848,historical_elastic_72848_step_058128,58128,22,450,0.006200715773943168,0.006569722166963967,1.610016960109209,1.602961509868712,-0.002355232205604185,-0.00941068244610177,-0.007055450240497585,1.612372192314814
historical_elastic_72848,historical_elastic_72848_step_058128,58128,22,500,0.006200715773943168,0.006569722166963967,1.466049446354647,1.460168826953107,-0.002018350290755144,-0.00789896969229531,-0.005880619401540166,1.468067796645403
historical_elastic_72848,historical_elastic_72848_step_058128,58128,22,550,0.006200715773943168,0.006569722166963967,1.345736533561963,1.340759800482084,-0.00174667353322655,-0.006723406613106331,-0.00497673307987978,1.34748320709519
historical_elastic_72848,historical_elastic_72848_step_058128,58128,22,600,0.006200715773943168,0.006569722166963967,1.243691868673025,1.239425448189356,-0.001525077657929863,-0.005791498141598739,-0.004266420483668876,1.245216946330955
historical_elastic_72848,historical_elastic_72848_step_061761,61761,23,300,0.006200715773943168,0.006547164259947403,2.282546800037021,2.269533004247923,-0.004008544200547526,-0.0170223399896452,-0.01301379578909767,2.286555344237568
historical_elastic_72848,historical_elastic_72848_step_061761,61761,23,350,0.006200715773943168,0.006547164259947403,2.003564510324966,1.993440239230361,-0.003348553051653269,-0.01347282414625806,-0.01012427109460479,2.006913063376619
historical_elastic_72848,historical_elastic_72848_step_061761,61761,23,400,0.006200715773943168,0.006547164259947403,1.785326663001316,1.777225911517363,-0.002819803699913637,-0.01092055518386581,-0.008100751483952173,1.788146466701229
historical_elastic_72848,historical_elastic_72848_step_061761,61761,23,450,0.006200715773943168,0.006547164259947403,1.609974181492548,1.603345395763015,-0.002398010822265206,-0.009026796551798721,-0.006628785729533515,1.612372192314814
historical_elastic_72848,historical_elastic_72848_step_061761,61761,23,500,0.006200715773943168,0.006547164259947403,1.466008220041175,1.460483556908001,-0.002059576604227731,-0.007584239737401743,-0.005524663133174013,1.468067796645403
historical_elastic_72848,historical_elastic_72848_step_061761,61761,23,550,0.006200715773943168,0.006547164259947403,1.345697731208275,1.341022481114547,-0.001785475886915355,-0.006460725980643289,-0.004675250093727934,1.34748320709519
historical_elastic_72848,historical_elastic_72848_step_061761,61761,23,600,0.006200715773943168,0.006547164259947403,1.243655775311662,1.239647982683246,-0.001561171019292873,-0.005568963647709202,-0.004007792628416329,1.245216946330955
historical_elastic_72848,historical_elastic_72848_step_065394,65394,24,300,0.006200715773943168,0.006533480869022269,2.282542756710503,2.270034355885589,-0.004012587527065126,-0.01652098835197924,-0.01250840082491411,2.286555344237568
historical_elastic_72848,historical_elastic_72848_step_065394,65394,24,350,0.006200715773943168,0.006533480869022269,2.003544314546901,1.993814038491921,-0.003368748829718715,-0.01309902488469827,-0.009730276054979559,2.006913063376619
historical_elastic_72848,historical_elastic_72848_step_065394,65394,24,400,0.006200715773943168,0.006533480869022269,1.785299985047428,1.777514990011523,-0.002846481653800748,-0.01063147668970577,-0.007784995035905018,1.788146466701229
historical_elastic_72848,historical_elastic_72848_step_065394,65394,24,450,0.006200715773943168,0.006533480869022269,1.60994550894439,1.603575438169498,-0.002426683370423621,-0.008796754145315333,-0.006370070774891712,1.612372192314814
historical_elastic_72848,historical_elastic_72848_step_065394,65394,24,500,0.006200715773943168,0.006533480869022269,1.465979679870209,1.460670867166312,-0.002088116775193605,-0.007396929479090097,-0.005308812703896493,1.468067796645403
historical_elastic_72848,historical_elastic_72848_step_065394,65394,24,550,0.006200715773943168,0.006533480869022269,1.345670316377605,1.341177891356804,-0.001812890717584725,-0.00630531573838633,-0.004492425020801605,1.34748320709519
