family,region,u_nm,phi_mean,phi_std,xB_mean,xB_std,sample_count
-1-1-1,face,-2.950966,9.9994654160e-01,0.0,1.2000000000e-02,0.0,1
-1-1-1,face,-2.900966,9.9993684698e-01,0.0,1.2000000000e-02,0.0,1
-1-1-1,face,-2.850966,9.9992539437e-01,0.0,1.2000000000e-02,0.0,1
-1-1-1,face,-2.800966,9.9991186506e-01,0.0,1.2000000000e-02,0.0,1
-1-1-1,face,-2.750966,9.9989588253e-01,0.0,1.2000000000e-02,0.0,1
-1-1-1,face,-2.700966,9.9987700207e-01,0.0,1.2000000000e-02,0.0,1
-1-1-1,face,-2.650966,9.9985469835e-01,0.0,1.2000000001e-02,0.0,1
-1-1-1,face,-2.600966,9.9982835091e-01,0.0,1.2000000001e-02,0.0,1
-1-1-1,face,-2.550966,9.9979722687e-01,0.0,1.2000000002e-02,0.0,1
-1-1-1,face,-2.500966,9.9976046066e-01,0.0,1.2000000002e-02,0.0,1
-1-1-1,face,-2.450966,9.9971703000e-01,0.0,1.2000000004e-02,0.0,1
-1-1-1,face,-2.400966,9.9966572760e-01,0.0,1.2000000007e-02,0.0,1
-1-1-1,face,-2.350966,9.9960512776e-01,0.0,1.2000000011e-02,0.0,1
-1-1-1,face,-2.300966,9.9953354697e-01,0.0,1.2000000018e-02,0.0,1
-1-1-1,face,-2.250966,9.9944899747e-01,0.0,1.2000000030e-02,0.0,1
-1-1-1,face,-2.200966,9.9934913246e-01,0.0,1.2000000050e-02,0.0,1
-1-1-1,face,-2.150966,9.9923118161e-01,0.0,1.2000000082e-02,0.0,1
-1-1-1,face,-2.100966,9.9909187501e-01,0.0,1.2000000135e-02,0.0,1
-1-1-1,face,-2.050966,9.9892735375e-01,0.0,1.2000000222e-02,0.0,1
-1-1-1,face,-2.000966,9.9873306465e-01,0.0,1.2000000365e-02,0.0,1
-1-1-1,face,-1.950966,9.9850363655e-01,0.0,1.2000000602e-02,0.0,1
-1-1-1,face,-1.900966,9.9823273506e-01,0.0,1.2000000991e-02,0.0,1
-1-1-1,face,-1.850966,9.9791289211e-01,0.0,1.2000001631e-02,0.0,1
-1-1-1,face,-1.800966,9.9753530629e-01,0.0,1.2000002685e-02,0.0,1
-1-1-1,face,-1.750966,9.9708960936e-01,0.0,1.2000004418e-02,0.0,1
-1-1-1,face,-1.700966,9.9656359355e-01,0.0,1.2000007267e-02,0.0,1
-1-1-1,face,-1.650966,9.9594289396e-01,0.0,1.2000011947e-02,0.0,1
-1-1-1,face,-1.600966,9.9521061956e-01,0.0,1.2000019633e-02,0.0,1
-1-1-1,face,-1.550966,9.9434692582e-01,0.0,1.2000032243e-02,0.0,1
-1-1-1,face,-1.500966,9.9332852185e-01,0.0,1.2000052915e-02,0.0,1
-1-1-1,face,-1.450966,9.9212810436e-01,0.0,1.2000086770e-02,0.0,1
-1-1-1,face,-1.400966,9.9071371168e-01,0.0,1.2000142144e-02,0.0,1
-1-1-1,face,-1.350966,9.8904799159e-01,0.0,1.2000232590e-02,0.0,1
-1-1-1,face,-1.300966,9.8708737866e-01,0.0,1.2000380072e-02,0.0,1
-1-1-1,face,-1.250966,9.8478118033e-01,0.0,1.2000620081e-02,0.0,1
-1-1-1,face,-1.200966,9.8207057577e-01,0.0,1.2001009759e-02,0.0,1
-1-1-1,face,-1.150966,9.7888753912e-01,0.0,1.2001640714e-02,0.0,1
-1-1-1,face,-1.100966,9.7515371006e-01,0.0,1.2002659065e-02,0.0,1
-1-1-1,face,-1.050966,9.7077924926e-01,0.0,1.2004296490e-02,0.0,1
-1-1-1,face,-1.000966,9.6566173703e-01,0.0,1.2006917756e-02,0.0,1
-1-1-1,face,-0.950966,9.5968519999e-01,0.0,1.2011092417e-02,0.0,1
-1-1-1,face,-0.900966,9.5271938386e-01,0.0,1.2017701134e-02,0.0,1
-1-1-1,face,-0.850966,9.4461943088e-01,0.0,1.2028089968e-02,0.0,1
-1-1-1,face,-0.800966,9.3522616620e-01,0.0,1.2044288503e-02,0.0,1
-1-1-1,face,-0.750966,9.2436724588e-01,0.0,1.2069308099e-02,0.0,1
-1-1-1,face,-0.700966,9.1185946338e-01,0.0,1.2107532649e-02,0.0,1
-1-1-1,face,-0.650966,8.9751254220e-01,0.0,1.2165201974e-02,0.0,1
-1-1-1,face,-0.600966,8.8113474300e-01,0.0,1.2250962772e-02,0.0,1
-1-1-1,face,-0.550966,8.6254056607e-01,0.0,1.2376419251e-02,0.0,1
-1-1-1,face,-0.500966,8.4156071029e-01,0.0,1.2556553996e-02,0.0,1
-1-1-1,face,-0.450966,8.1805423676e-01,0.0,1.2809815972e-02,0.0,1
-1-1-1,face,-0.400966,7.9192256695e-01,0.0,1.3157607840e-02,0.0,1
-1-1-1,face,-0.350966,7.6312452958e-01,0.0,1.3622887400e-02,0.0,1
-1-1-1,face,-0.300966,7.3169119783e-01,0.0,1.4227679498e-02,0.0,1
-1-1-1,face,-0.250966,6.9773881199e-01,0.0,1.4989519312e-02,0.0,1
-1-1-1,face,-0.200966,6.6147778151e-01,0.0,1.5917216582e-02,0.0,1
-1-1-1,face,-0.150966,6.2321574423e-01,0.0,1.7006762198e-02,0.0,1
-1-1-1,face,-0.100966,5.8335304421e-01,0.0,1.8238520517e-02,0.0,1
-1-1-1,face,-0.050966,5.4236981103e-01,0.0,1.9576849740e-02,0.0,1
-1-1-1,face,-0.000966,5.0080499930e-01,0.0,2.0972831320e-02,0.0,1
-1-1-1,face,0.049034,4.5922905862e-01,0.0,2.2369931932e-02,0.0,1
-1-1-1,face,0.099034,4.1821304767e-01,0.0,2.3711467525e-02,0.0,1
-1-1-1,face,0.149034,3.7829767860e-01,0.0,2.4948103873e-02,0.0,1
-1-1-1,face,0.199034,3.3996579122e-01,0.0,2.6043614777e-02,0.0,1
-1-1-1,face,0.249034,3.0362110697e-01,0.0,2.6977734420e-02,0.0,1
-1-1-1,face,0.299034,2.6957498262e-01,0.0,2.7745889732e-02,0.0,1
-1-1-1,face,0.349034,2.3804157208e-01,0.0,2.8356466763e-02,0.0,1
-1-1-1,face,0.399034,2.0914061917e-01,0.0,2.8826744426e-02,0.0,1
-1-1-1,face,0.449034,1.8290626657e-01,0.0,2.9178646296e-02,0.0,1
-1-1-1,face,0.499034,1.5929986535e-01,0.0,2.9435147663e-02,0.0,1
-1-1-1,face,0.549034,1.3822477250e-01,0.0,2.9617743809e-02,0.0,1
-1-1-1,face,0.599034,1.1954141612e-01,0.0,2.9745012177e-02,0.0,1
-1-1-1,face,0.649034,1.0308135164e-01,0.0,2.9832070610e-02,0.0,1
-1-1-1,face,0.699034,8.8659505608e-02,0.0,2.9890647443e-02,0.0,1
-1-1-1,face,0.749034,7.6084222508e-02,0.0,2.9929493761e-02,0.0,1
-1-1-1,face,0.799034,6.5165052480e-02,0.0,2.9954931875e-02,0.0,1
-1-1-1,face,0.849034,5.5718434721e-02,0.0,2.9971407854e-02,0.0,1
-1-1-1,face,0.899034,4.7571554195e-02,0.0,2.9981978219e-02,0.0,1
-1-1-1,face,0.949034,4.0564699427e-02,0.0,2.9988704384e-02,0.0,1
-1-1-1,face,0.999034,3.4552449448e-02,0.0,2.9992954305e-02,0.0,1
-1-1-1,face,1.049034,2.9403988478e-02,0.0,2.9995623403e-02,0.0,1
-1-1-1,face,1.099034,2.5002802777e-02,0.0,2.9997291015e-02,0.0,1
-1-1-1,face,1.149034,2.1245965865e-02,0.0,2.9998328303e-02,0.0,1
-1-1-1,face,1.199034,1.8043172237e-02,0.0,2.9998971078e-02,0.0,1
-1-1-1,face,1.249034,1.5315639215e-02,0.0,2.9999368102e-02,0.0,1
-1-1-1,face,1.299034,1.2994962854e-02,0.0,2.9999612659e-02,0.0,1
-1-1-1,face,1.349034,1.1021987042e-02,0.0,2.9999762948e-02,0.0,1
-1-1-1,face,1.399034,9.3457242827e-03,0.0,2.9999855122e-02,0.0,1
-1-1-1,face,1.449034,7.9223513213e-03,0.0,2.9999911558e-02,0.0,1
-1-1-1,face,1.499034,6.7142917058e-03,0.0,2.9999946063e-02,0.0,1
-1-1-1,face,1.549034,5.6893896567e-03,0.0,2.9999967133e-02,0.0,1
-1-1-1,face,1.599034,4.8201744324e-03,0.0,2.9999979987e-02,0.0,1
-1-1-1,face,1.649034,4.0832110822e-03,0.0,2.9999987821e-02,0.0,1
-1-1-1,face,1.699034,3.4585315319e-03,0.0,2.9999992592e-02,0.0,1
-1-1-1,face,1.749034,2.9291389566e-03,0.0,2.9999995496e-02,0.0,1
-1-1-1,face,1.799034,2.4805780537e-03,0.0,2.9999997263e-02,0.0,1
-1-1-1,face,1.849034,2.1005639139e-03,0.0,2.9999998337e-02,0.0,1
-1-1-1,face,1.899034,1.7786625392e-03,0.0,2.9999998990e-02,0.0,1
-1-1-1,face,1.949034,1.5060165629e-03,0.0,2.9999999387e-02,0.0,1
-1-1-1,face,1.999034,1.2751103047e-03,0.0,2.9999999628e-02,0.0,1
-1-1-1,face,2.049034,1.0795688987e-03,0.0,2.9999999774e-02,0.0,1
-1-1-1,face,2.099034,9.1398682181e-04,0.0,2.9999999863e-02,0.0,1
-1-1-1,face,2.149034,7.7378171362e-04,0.0,2.9999999917e-02,0.0,1
-1-1-1,face,2.199034,6.5506989514e-04,0.0,2.9999999949e-02,0.0,1
-1-1-1,face,2.249034,5.5456046425e-04,0.0,2.9999999969e-02,0.0,1
-1-1-1,face,2.299034,4.6946526634e-04,0.0,2.9999999981e-02,0.0,1
-1-1-1,face,2.349034,3.9742241125e-04,0.0,2.9999999989e-02,0.0,1
-1-1-1,face,2.399034,3.3643133440e-04,0.0,2.9999999993e-02,0.0,1
-1-1-1,face,2.449034,2.8479768559e-04,0.0,2.9999999996e-02,0.0,1
-1-1-1,face,2.499034,2.4108657684e-04,0.0,2.9999999997e-02,0.0,1
-1-1-1,face,2.549034,2.0408293477e-04,0.0,2.9999999998e-02,0.0,1
-1-1-1,face,2.599034,1.7275788723e-04,0.0,2.9999999999e-02,0.0,1
-1-1-1,face,2.649034,1.4624027288e-04,0.0,2.9999999999e-02,0.0,1
-1-1-1,face,2.699034,1.2379249764e-04,0.0,3.0000000000e-02,0.0,1
-1-1-1,face,2.749034,1.0479007841e-04,0.0,3.0000000000e-02,0.0,1
-1-1-1,face,2.799034,8.8704313326e-05,0.0,3.0000000000e-02,0.0,1
-1-1-1,face,2.849034,7.5087602672e-05,0.0,3.0000000000e-02,0.0,1
-1-1-1,face,2.899034,6.3561016116e-05,0.0,3.0000000000e-02,0.0,1
-1-1-1,face,2.949034,5.3803763563e-05,0.0,3.0000000000e-02,0.0,1
-1-1-1,face,2.999034,4.5544278776e-05,0.0,3.0000000000e-02,0.0,1
-1-1-1,face,3.049034,3.8552669213e-05,0.0,3.0000000000e-02,0.0,1
-1-1-1,face,3.099034,3.2634323082e-05,0.0,3.0000000000e-02,0.0,1
-1-1-1,face,3.149034,2.7624496491e-05,0.0,3.0000000000e-02,0.0,1
-1-1-1,face,3.199034,2.3383730606e-05,0.0,3.0000000000e-02,0.0,1
-1-1-1,face,3.249034,1.9793971675e-05,0.0,3.0000000000e-02,0.0,1
-1-1-1,face,3.299034,1.6755286200e-05,0.0,3.0000000000e-02,0.0,1
-1-1-1,face,3.349034,1.4183080046e-05,0.0,3.0000000000e-02,0.0,1
-1-1-1,face,3.399034,1.2005744203e-05,0.0,3.0000000000e-02,0.0,1
-1-1-1,face,3.449034,1.0162661792e-05,0.0,3.0000000000e-02,0.0,1
-1-1-1,face,3.499034,8.6025209045e-06,0.0,3.0000000000e-02,0.0,1
-1-1-1,face,3.549034,7.2818863505e-06,0.0,3.0000000000e-02,0.0,1
-1-1-1,face,3.599034,6.1639906092e-06,0.0,3.0000000000e-02,0.0,1
-1-1-1,face,3.649034,5.2177103405e-06,0.0,3.0000000000e-02,0.0,1
-1-1-1,face,3.699034,4.4166999868e-06,0.0,3.0000000000e-02,0.0,1
-1-1-1,face,3.749034,3.7386583581e-06,0.0,3.0000000000e-02,0.0,1
-1-1-1,face,3.799034,3.1647077922e-06,0.0,3.0000000000e-02,0.0,1
-1-1-1,face,3.849034,2.6788686122e-06,0.0,3.0000000000e-02,0.0,1
-1-1-1,face,3.899034,2.2676142561e-06,0.0,3.0000000000e-02,0.0,1
-1-1-1,face,3.949034,1.9194946952e-06,0.0,3.0000000000e-02,0.0,1
-1-1-1,face,3.999034,1.6248176593e-06,0.0,3.0000000000e-02,0.0,1
-1-1+1,face,-5.500966,9.9999998912e-01,0.0,1.2000000000e-02,0.0,1
-1-1+1,face,-5.450966,9.9999998715e-01,0.0,1.2000000000e-02,0.0,1
-1-1+1,face,-5.400966,9.9999998482e-01,0.0,1.2000000000e-02,0.0,1
-1-1+1,face,-5.350966,9.9999998207e-01,0.0,1.2000000000e-02,0.0,1
-1-1+1,face,-5.300966,9.9999997881e-01,0.0,1.2000000000e-02,0.0,1
-1-1+1,face,-5.250966,9.9999997497e-01,0.0,1.2000000000e-02,0.0,1
-1-1+1,face,-5.200966,9.9999997043e-01,0.0,1.2000000000e-02,0.0,1
-1-1+1,face,-5.150966,9.9999996507e-01,0.0,1.2000000000e-02,0.0,1
-1-1+1,face,-5.100966,9.9999995873e-01,0.0,1.2000000000e-02,0.0,1
-1-1+1,face,-5.050966,9.9999995125e-01,0.0,1.2000000000e-02,0.0,1
-1-1+1,face,-5.000966,9.9999994241e-01,0.0,1.2000000000e-02,0.0,1
-1-1+1,face,-4.950966,9.9999993196e-01,0.0,1.2000000000e-02,0.0,1
-1-1+1,face,-4.900966,9.9999991962e-01,0.0,1.2000000000e-02,0.0,1
-1-1+1,face,-4.850966,9.9999990505e-01,0.0,1.2000000000e-02,0.0,1
-1-1+1,face,-4.800966,9.9999988783e-01,0.0,1.2000000000e-02,0.0,1
-1-1+1,face,-4.750966,9.9999986748e-01,0.0,1.2000000000e-02,0.0,1
-1-1+1,face,-4.700966,9.9999984345e-01,0.0,1.2000000000e-02,0.0,1
-1-1+1,face,-4.650966,9.9999981506e-01,0.0,1.2000000000e-02,0.0,1
-1-1+1,face,-4.600966,9.9999978152e-01,0.0,1.2000000000e-02,0.0,1
-1-1+1,face,-4.550966,9.9999974189e-01,0.0,1.2000000000e-02,0.0,1
-1-1+1,face,-4.500966,9.9999969508e-01,0.0,1.2000000000e-02,0.0,1
-1-1+1,face,-4.450966,9.9999963978e-01,0.0,1.2000000000e-02,0.0,1
-1-1+1,face,-4.400966,9.9999957445e-01,0.0,1.2000000000e-02,0.0,1
-1-1+1,face,-4.350966,9.9999949727e-01,0.0,1.2000000000e-02,0.0,1
-1-1+1,face,-4.300966,9.9999940610e-01,0.0,1.2000000000e-02,0.0,1
-1-1+1,face,-4.250966,9.9999929839e-01,0.0,1.2000000000e-02,0.0,1
-1-1+1,face,-4.200966,9.9999917115e-01,0.0,1.2000000000e-02,0.0,1
-1-1+1,face,-4.150966,9.9999902082e-01,0.0,1.2000000000e-02,0.0,1
-1-1+1,face,-4.100966,9.9999884324e-01,0.0,1.2000000000e-02,0.0,1
-1-1+1,face,-4.050966,9.9999863345e-01,0.0,1.2000000000e-02,0.0,1
-1-1+1,face,-4.000966,9.9999838561e-01,0.0,1.2000000000e-02,0.0,1
-1-1+1,face,-3.950966,9.9999809283e-01,0.0,1.2000000000e-02,0.0,1
-1-1+1,face,-3.900966,9.9999774694e-01,0.0,1.2000000000e-02,0.0,1
-1-1+1,face,-3.850966,9.9999733833e-01,0.0,1.2000000000e-02,0.0,1
-1-1+1,face,-3.800966,9.9999685561e-01,0.0,1.2000000000e-02,0.0,1
-1-1+1,face,-3.750966,9.9999628534e-01,0.0,1.2000000000e-02,0.0,1
-1-1+1,face,-3.700966,9.9999561165e-01,0.0,1.2000000000e-02,0.0,1
-1-1+1,face,-3.650966,9.9999481578e-01,0.0,1.2000000000e-02,0.0,1
-1-1+1,face,-3.600966,9.9999387558e-01,0.0,1.2000000000e-02,0.0,1
-1-1+1,face,-3.550966,9.9999276486e-01,0.0,1.2000000000e-02,0.0,1
-1-1+1,face,-3.500966,9.9999145270e-01,0.0,1.2000000000e-02,0.0,1
-1-1+1,face,-3.450966,9.9998990257e-01,0.0,1.2000000000e-02,0.0,1
-1-1+1,face,-3.400966,9.9998807132e-01,0.0,1.2000000000e-02,0.0,1
-1-1+1,face,-3.350966,9.9998590796e-01,0.0,1.2000000000e-02,0.0,1
-1-1+1,face,-3.300966,9.9998335227e-01,0.0,1.2000000000e-02,0.0,1
-1-1+1,face,-3.250966,9.9998033309e-01,0.0,1.2000000000e-02,0.0,1
-1-1+1,face,-3.200966,9.9997676637e-01,0.0,1.2000000000e-02,0.0,1
-1-1+1,face,-3.150966,9.9997255283e-01,0.0,1.2000000000e-02,0.0,1
-1-1+1,face,-3.100966,9.9996757516e-01,0.0,1.2000000000e-02,0.0,1
-1-1+1,face,-3.050966,9.9996169480e-01,0.0,1.2000000000e-02,0.0,1
-1-1+1,face,-3.000966,9.9995474807e-01,0.0,1.2000000000e-02,0.0,1
-1-1+1,face,-2.950966,9.9994654160e-01,0.0,1.2000000000e-02,0.0,1
-1-1+1,face,-2.900966,9.9993684698e-01,0.0,1.2000000000e-02,0.0,1
-1-1+1,face,-2.850966,9.9992539437e-01,0.0,1.2000000000e-02,0.0,1
-1-1+1,face,-2.800966,9.9991186506e-01,0.0,1.2000000000e-02,0.0,1
-1-1+1,face,-2.750966,9.9989588253e-01,0.0,1.2000000000e-02,0.0,1
-1-1+1,face,-2.700966,9.9987700207e-01,0.0,1.2000000000e-02,0.0,1
-1-1+1,face,-2.650966,9.9985469835e-01,0.0,1.2000000001e-02,0.0,1
-1-1+1,face,-2.600966,9.9982835091e-01,0.0,1.2000000001e-02,0.0,1
-1-1+1,face,-2.550966,9.9979722687e-01,0.0,1.2000000002e-02,0.0,1
-1-1+1,face,-2.500966,9.9976046066e-01,0.0,1.2000000002e-02,0.0,1
-1-1+1,face,-2.450966,9.9971703000e-01,0.0,1.2000000004e-02,0.0,1
-1-1+1,face,-2.400966,9.9966572760e-01,0.0,1.2000000007e-02,0.0,1
-1-1+1,face,-2.350966,9.9960512776e-01,0.0,1.2000000011e-02,0.0,1
-1-1+1,face,-2.300966,9.9953354697e-01,0.0,1.2000000018e-02,0.0,1
-1-1+1,face,-2.250966,9.9944899747e-01,0.0,1.2000000030e-02,0.0,1
-1-1+1,face,-2.200966,9.9934913246e-01,0.0,1.2000000050e-02,0.0,1
-1-1+1,face,-2.150966,9.9923118161e-01,0.0,1.2000000082e-02,0.0,1
-1-1+1,face,-2.100966,9.9909187501e-01,0.0,1.2000000135e-02,0.0,1
-1-1+1,face,-2.050966,9.9892735375e-01,0.0,1.2000000222e-02,0.0,1
-1-1+1,face,-2.000966,9.9873306465e-01,0.0,1.2000000365e-02,0.0,1
-1-1+1,face,-1.950966,9.9850363655e-01,0.0,1.2000000602e-02,0.0,1
-1-1+1,face,-1.900966,9.9823273506e-01,0.0,1.2000000991e-02,0.0,1
-1-1+1,face,-1.850966,9.9791289211e-01,0.0,1.2000001631e-02,0.0,1
-1-1+1,face,-1.800966,9.9753530629e-01,0.0,1.2000002685e-02,0.0,1
-1-1+1,face,-1.750966,9.9708960936e-01,0.0,1.2000004418e-02,0.0,1
-1-1+1,face,-1.700966,9.9656359355e-01,0.0,1.2000007267e-02,0.0,1
-1-1+1,face,-1.650966,9.9594289396e-01,0.0,1.2000011947e-02,0.0,1
-1-1+1,face,-1.600966,9.9521061956e-01,0.0,1.2000019633e-02,0.0,1
-1-1+1,face,-1.550966,9.9434692582e-01,0.0,1.2000032243e-02,0.0,1
-1-1+1,face,-1.500966,9.9332852185e-01,0.0,1.2000052915e-02,0.0,1
-1-1+1,face,-1.450966,9.9212810436e-01,0.0,1.2000086770e-02,0.0,1
-1-1+1,face,-1.400966,9.9071371168e-01,0.0,1.2000142144e-02,0.0,1
-1-1+1,face,-1.350966,9.8904799159e-01,0.0,1.2000232590e-02,0.0,1
-1-1+1,face,-1.300966,9.8708737866e-01,0.0,1.2000380072e-02,0.0,1
-1-1+1,face,-1.250966,9.8478118033e-01,0.0,1.2000620081e-02,0.0,1
-1-1+1,face,-1.200966,9.8207057577e-01,0.0,1.2001009759e-02,0.0,1
-1-1+1,face,-1.150966,9.7888753912e-01,0.0,1.2001640714e-02,0.0,1
-1-1+1,face,-1.100966,9.7515371006e-01,0.0,1.2002659065e-02,0.0,1
-1-1+1,face,-1.050966,9.7077924926e-01,0.0,1.2004296490e-02,0.0,1
-1-1+1,face,-1.000966,9.6566173703e-01,0.0,1.2006917756e-02,0.0,1
-1-1+1,face,-0.950966,9.5968519999e-01,0.0,1.2011092417e-02,0.0,1
-1-1+1,face,-0.900966,9.5271938386e-01,0.0,1.2017701134e-02,0.0,1
-1-1+1,face,-0.850966,9.4461943088e-01,0.0,1.2028089968e-02,0.0,1
-1-1+1,face,-0.800966,9.3522616620e-01,0.0,1.2044288503e-02,0.0,1
-1-1+1,face,-0.750966,9.2436724588e-01,0.0,1.2069308099e-02,0.0,1
-1-1+1,face,-0.700966,9.1185946338e-01,0.0,1.2107532649e-02,0.0,1
-1-1+1,face,-0.650966,8.9751254220e-01,0.0,1.2165201974e-02,0.0,1
-1-1+1,face,-0.600966,8.8113474300e-01,0.0,1.2250962772e-02,0.0,1
-1-1+1,face,-0.550966,8.6254056607e-01,0.0,1.2376419251e-02,0.0,1
-1-1+1,face,-0.500966,8.4156071029e-01,0.0,1.2556553996e-02,0.0,1
-1-1+1,face,-0.450966,8.1805423676e-01,0.0,1.2809815972e-02,0.0,1
-1-1+1,face,-0.400966,7.9192256695e-01,0.0,1.3157607840e-02,0.0,1
-1-1+1,face,-0.350966,7.6312452958e-01,0.0,1.3622887400e-02,0.0,1
-1-1+1,face,-0.300966,7.3169119783e-01,0.0,1.4227679498e-02,0.0,1
-1-1+1,face,-0.250966,6.9773881199e-01,0.0,1.4989519312e-02,0.0,1
-1-1+1,face,-0.200966,6.6147778151e-01,0.0,1.5917216582e-02,0.0,1
-1-1+1,face,-0.150966,6.2321574423e-01,0.0,1.7006762198e-02,0.0,1
-1-1+1,face,-0.100966,5.8335304421e-01,0.0,1.8238520517e-02,0.0,1
-1-1+1,face,-0.050966,5.4236981103e-01,0.0,1.9576849740e-02,0.0,1
-1-1+1,face,-0.000966,5.0080499930e-01,0.0,2.0972831320e-02,0.0,1
-1-1+1,face,0.049034,4.5922905862e-01,0.0,2.2369931932e-02,0.0,1
-1-1+1,face,0.099034,4.1821304767e-01,0.0,2.3711467525e-02,0.0,1
-1-1+1,face,0.149034,3.7829767860e-01,0.0,2.4948103873e-02,0.0,1
-1-1+1,face,0.199034,3.3996579122e-01,0.0,2.6043614777e-02,0.0,1
-1-1+1,face,0.249034,3.0362110697e-01,0.0,2.6977734420e-02,0.0,1
-1-1+1,face,0.299034,2.6957498262e-01,0.0,2.7745889732e-02,0.0,1
-1-1+1,face,0.349034,2.3804157208e-01,0.0,2.8356466763e-02,0.0,1
-1-1+1,face,0.399034,2.0914061917e-01,0.0,2.8826744426e-02,0.0,1
-1-1+1,face,0.449034,1.8290626657e-01,0.0,2.9178646296e-02,0.0,1
