step,elapsed_physical_time_s,experimental_age_h,stable_particle_id,lineage_member_ids,lineage_group_size,component_label,threshold_voxel_count,h_volume_nm3,equivalent_radius_nm,centroid_x_nm,centroid_y_nm,centroid_z_nm
0,0,6,0,0,1,0,11545,4510.7880382875492,10.249938751329069,235.00000023531305,31.000000659804769,57.000000963973079
0,0,6,1,1,1,1,11545,4510.7883160704841,10.249938961732658,3.7528311521056443e-07,61.000000711393277,194.00000133778488
0,0,6,2,2,1,2,8104,2806.0957913382067,8.749930988174107,235.0000016260723,138.00000244345279,90.000000258678654
0,0,6,3,3,1,3,11545,4510.8126098137791,10.249957362724642,10.999987883309919,154.00002318432405,237.99995806194769
0,0,6,4,4,1,4,8631,3053.5741982207132,8.9999470845326961,242.00002134930733,178.00003065091028,41.000008341403912
0,0,6,5,5,1,5,12845,5203.6666231444133,10.74996256821613,0.99997566983386621,188.99999819512269,81.000010546792296
0,0,6,6,6,1,6,12177,4848.9753943142059,10.49994740534235,8.0000064876414125,196.99998862181292,226.00001867473418
0,0,6,7,7,1,7,10911,4188.7123214826379,9.9999380220519924,235.00000045426719,203.00000252932719,148.00000170566921
0,0,6,8,8,1,8,9175,3315.1594756933491,9.2499333875575029,236.00000023943798,224.00000070721137,207.00000260681045
0,0,6,9,9,1,9,11546,4510.8200153895132,10.249962971972208,13.000023279523992,74.000057223113032,48.999992117009249
0,0,6,10,10,1,10,7649,2572.3797204346247,8.4999327423733639,11.000000329962218,105.99999974880812,138.00000108081133
0,0,6,11,11,1,11,9745,3591.2948195591612,9.4999389984992852,11.99999978818753,218.00000299510742,102.00000342506489
0,0,6,12,12,1,12,9745,3591.2973453265399,9.499941225609712,12.000007524313856,238.00000148775348,146.00000143730108
0,0,6,13,13,1,13,10911,4188.7109874586286,9.999936960456143,15.000000561200917,14.000000522191373,240.9999999748789
0,0,6,14,14,1,14,7652,2572.4006801638857,8.4999558281051897,13.00001953601156,125.00000239482588,203.00005817860011
0,0,6,15,15,1,15,10912,4188.7478480998998,9.9999662935062474,16.999992595495804,83.999996498523956,8.9999988087829657
0,0,6,16,16,1,16,8105,2806.1264806256272,8.7499628863686159,19.999963184355426,93.999952590630713,213.99999095565411
0,0,6,17,17,1,17,8631,3053.558717708172,8.9999318756856077,25.000001189865703,2.0000000635825321,77.000002308550322
0,0,6,18,18,1,18,11545,4510.7875016910511,10.249938344889999,26.000000439943761,175.00000056443611,180.00000161885438
0,0,6,19,19,1,19,10268,3882.3426400287899,9.7499356836626312,32.000002870042117,82.000001559174123,172.00000093180856
0,0,6,20,20,1,20,9745,3591.2924455968355,9.4999369052429188,32.999999711650375,214.00000055514272,43.000001941717684
0,0,6,21,21,1,21,9175,3315.1684625677012,9.24994174592001,35.00001366088776,118.00001767055197,73.000006135745778
0,0,6,22,22,1,22,10911,4188.7115753693852,9.9999374283065343,38.000000189903581,54.000000244159978,235.00000120566375
0,0,6,23,23,1,23,9176,3315.175001747692,9.2499478277621954,38.000008866016266,178.99997778034162,110.99999716120638
0,0,6,24,24,1,24,8104,2806.115986202462,8.7499519785771191,40.999978279095792,129.00000671020879,114.99998933398001
0,0,6,25,25,1,25,10911,4188.7159103916601,9.9999408780496317,45.999995862988982,83.000000655742554,133.99999607280415
0,0,6,26,26,1,26,12177,4848.9653541041307,10.499940158330221,48.000000690066088,238.00000050125487,228.00000209878644
0,0,6,27,27,1,27,10267,3882.3417541386011,9.7499349420680286,48.00000032452381,243.0000011725603,103.00000123490724
0,0,6,28,28,1,28,7650,2572.3823387128718,8.4999356262375745,48.000001650070921,53.00000207776678,78.999996949796781
0,0,6,29,29,1,29,7143,2352.0217681365525,8.2499422633878368,53.000003157284091,125.99998994108662,214.99996097039042
0,0,6,30,30,1,30,9175,3315.183980842839,9.2499561788634779,59.00000426724467,40.000010460215073,32.000021037557531
0,0,6,31,31,1,31,8632,3053.5661063939442,8.9999391347147295,58.999996212122504,87.999983389827364,50.999996051973241
