step,time_code,eta_max,eta_integral,V_h_nm3,R_eff_h_nm,dV_h_dt,dR_eff_h_dt,xB_min,xB_max,xB_clip_count_high,xB_clip_count_low,total_relative_drift,gp_closure_error,max_abs_dt_divJ,gp_minus_delta_mu_r_mean,gp_minus_delta_mu_r_min,gp_minus_delta_mu_r_max,eta_evolution_drive_interface_mean,eta_rhs_chem_interface_mean,eta_rhs_elastic_interface_mean,eta_rhs_grad_interface_mean,eta_rhs_net_interface_mean,depletion_depth,center_shell_contrast,NaN_or_Inf
1000,10.0,0.99995,7.102191519999998,7.244546144996713,1.200348971226052,0.0030557551842603967,0.00020034891106947183,0.00214,0.01211,0,0,-3.1065430930913446e-05,-1.1145235805e-06,0.00077791762551,-0.10718672656023946,-0.11572,0.09945,nan,nan,nan,0.0,nan,0.021855248743460867,-0.005941331256539133,0
5000,50.0,1.0,7.667994570000001,7.393739189805296,1.2085329783549212,3.729826120214574e-05,2.0460017822173104e-06,0.0018,0.00745,0,0,-0.029196954428887256,7.1840585965e-09,0.00046669237828,-0.05495997991491245,-0.0581,0.12226,nan,nan,nan,0.0,nan,0.02293754128628577,-0.005193058713714227,0
10000,100.0,1.0,51.58419334000002,45.59593567720144,2.216218152082544,0.0076404392974792285,0.00020153703474552452,0.00254,0.03327,0,0,-0.028074287171009578,-3.8941728747e-08,0.00050380999878,-0.013348107277199069,-0.21988,0.07772,nan,nan,nan,0.0,nan,0.022192290491332443,-0.005004949508667556,0
