step,V_h_nm3,R_eff_h_nm,eta_integral_nm3,xB_center_mean,xB_shell_mean,depletion_depth,center_shell_contrast
1000,4.188775097386663,0.9999987977898827,4.5019586400000025,0.05274276,0.048570328238793724,0.001429671761206279,0.004172431761206276
1020,4.188775097386663,0.9999987977898827,4.5019586400000025,0.052727739999999995,0.048570328238793724,0.001429671761206279,0.004157411761206271
1040,4.188775097386663,0.9999987977898827,4.5019586400000025,0.05271344000000001,0.048570328238793724,0.001429671761206279,0.0041431117612062834
1060,4.188775097386663,0.9999987977898827,4.5019586400000025,0.05270014,0.048570328238793724,0.001429671761206279,0.004129811761206276
1080,4.188775097386663,0.9999987977898827,4.5019586400000025,0.05268596,0.048570328238793724,0.001429671761206279,0.004115631761206273
1100,4.188775097386663,0.9999987977898827,4.5019586400000025,0.05267290000000001,0.048570328238793724,0.001429671761206279,0.004102571761206285
1120,4.188775097386663,0.9999987977898827,4.5019586400000025,0.05265805999999999,0.048570328238793724,0.001429671761206279,0.004087731761206269
1140,4.188775097386663,0.9999987977898827,4.5019586400000025,0.05264656,0.048570328238793724,0.001429671761206279,0.004076231761206278
1160,4.188775097386663,0.9999987977898827,4.5019586400000025,0.052633700000000005,0.048570328238793724,0.001429671761206279,0.004063371761206282
1180,4.188775097386663,0.9999987977898827,4.5019586400000025,0.05262104000000001,0.048570328238793724,0.001429671761206279,0.004050711761206284
1200,4.188775097386663,0.9999987977898827,4.5019586400000025,0.05260956,0.048570328238793724,0.001429671761206279,0.004039231761206276
1220,4.188775097386663,0.9999987977898827,4.5019586400000025,0.05259566,0.048570328238793724,0.001429671761206279,0.004025331761206279
1240,4.188775097386663,0.9999987977898827,4.5019586400000025,0.05258504,0.048570322768147156,0.0014296772318528467,0.0040147172318528435
1260,4.188775097386663,0.9999987977898827,4.5019586400000025,0.052574060000000006,0.048570322768147156,0.0014296772318528467,0.00400373723185285
1280,4.188775097386663,0.9999987977898827,4.5019586400000025,0.05256286,0.048570322768147156,0.0014296772318528467,0.003992537231852847
1300,4.188775097386663,0.9999987977898827,4.5019586400000025,0.05255103999999999,0.048570322768147156,0.0014296772318528467,0.003980717231852837
1320,4.188775097386663,0.9999987977898827,4.5019586400000025,0.05254188,0.048570322768147156,0.0014296772318528467,0.003971557231852843
1340,4.188775097386663,0.9999987977898827,4.5019586400000025,0.05253056,0.048570322768147156,0.0014296772318528467,0.003960237231852841
1360,4.188775097386663,0.9999987977898827,4.5019586400000025,0.05251967999999999,0.048570322768147156,0.0014296772318528467,0.003949357231852836
1380,4.188775097386663,0.9999987977898827,4.5019586400000025,0.05250972,0.048570322768147156,0.0014296772318528467,0.003939397231852847
1400,4.188775097386663,0.9999987977898827,4.5019586400000025,0.05249894,0.048570322768147156,0.0014296772318528467,0.003928617231852845
1420,4.188775097386663,0.9999987977898827,4.5019586400000025,0.05248888,0.048570322768147156,0.0014296772318528467,0.0039185572318528455
1440,4.188775097386663,0.9999987977898827,4.5019586400000025,0.0524784,0.048570322768147156,0.0014296772318528467,0.003908077231852845
1460,4.188775097386663,0.9999987977898827,4.5019586400000025,0.0524708,0.048570322768147156,0.0014296772318528467,0.003900477231852842
1480,4.188775097386663,0.9999987977898827,4.5019586400000025,0.052461680000000004,0.048570322768147156,0.0014296772318528467,0.0038913572318528475
1500,4.188775097386663,0.9999987977898827,4.5019586400000025,0.052451679999999994,0.048570322768147156,0.0014296772318528467,0.0038813572318528375
1520,4.188775097386663,0.9999987977898827,4.5019586400000025,0.052442319999999994,0.048570322768147156,0.0014296772318528467,0.0038719972318528376
1540,4.188775097386663,0.9999987977898827,4.5019586400000025,0.052433060000000004,0.048570322768147156,0.0014296772318528467,0.0038627372318528475
1560,4.188775097386663,0.9999987977898827,4.5019586400000025,0.0524251,0.048570322768147156,0.0014296772318528467,0.003854777231852846
1580,4.188775097386663,0.9999987977898827,4.5019586400000025,0.05241614,0.048570322768147156,0.0014296772318528467,0.003845817231852844
1600,4.188775097386663,0.9999987977898827,4.5019586400000025,0.05240728,0.048570322768147156,0.0014296772318528467,0.0038369572318528444
1620,4.188775097386663,0.9999987977898827,4.5019586400000025,0.05239823999999999,0.048570322768147156,0.0014296772318528467,0.0038279172318528357
1640,4.188775097386663,0.9999987977898827,4.5019586400000025,0.05238984,0.048570322768147156,0.0014296772318528467,0.003819517231852844
1660,4.188775097386663,0.9999987977898827,4.5019586400000025,0.05238254,0.048570322768147156,0.0014296772318528467,0.003812217231852842
1680,4.188775097386663,0.9999987977898827,4.5019586400000025,0.052373420000000004,0.048570322768147156,0.0014296772318528467,0.0038030972318528478
1700,4.188775097386663,0.9999987977898827,4.5019586400000025,0.052365039999999995,0.048570322768147156,0.0014296772318528467,0.0037947172318528385
1720,4.188775097386663,0.9999987977898827,4.5019586400000025,0.05235688,0.048570322768147156,0.0014296772318528467,0.0037865572318528454
1740,4.188775097386663,0.9999987977898827,4.5019586400000025,0.05234908,0.048570322768147156,0.0014296772318528467,0.003778757231852843
1760,4.188775097386663,0.9999987977898827,4.5019586400000025,0.052343539999999994,0.048570322768147156,0.0014296772318528467,0.003773217231852838
1780,4.188775097386663,0.9999987977898827,4.5019586400000025,0.05233369999999999,0.048570322768147156,0.0014296772318528467,0.003763377231852834
1800,4.188775097386663,0.9999987977898827,4.5019586400000025,0.052326439999999995,0.048570322768147156,0.0014296772318528467,0.003756117231852839
1820,4.188775097386663,0.9999987977898827,4.5019586400000025,0.05231852000000001,0.048570322768147156,0.0014296772318528467,0.003748197231852851
1840,4.188775097386663,0.9999987977898827,4.5019586400000025,0.052311479999999994,0.048570322768147156,0.0014296772318528467,0.0037411572318528374
1860,4.188775097386663,0.9999987977898827,4.5019586400000025,0.052305,0.048570322768147156,0.0014296772318528467,0.0037346772318528412
1880,4.188775097386663,0.9999987977898827,4.5019586400000025,0.05229798,0.048570322768147156,0.0014296772318528467,0.0037276572318528448
1900,4.188775097386663,0.9999987977898827,4.5019586400000025,0.05228934,0.048570322768147156,0.0014296772318528467,0.0037190172318528406
1920,4.188775097386663,0.9999987977898827,4.5019586400000025,0.052282499999999996,0.048570322768147156,0.0014296772318528467,0.0037121772318528395
1940,4.188775097386663,0.9999987977898827,4.5019586400000025,0.05227498,0.048570322768147156,0.0014296772318528467,0.0037046572318528426
1960,4.188775097386663,0.9999987977898827,4.5019586400000025,0.05226938,0.048570322768147156,0.0014296772318528467,0.003699057231852841
1980,4.188775097386663,0.9999987977898827,4.5019586400000025,0.052262560000000007,0.048570322768147156,0.0014296772318528467,0.0036922372318528504
2000,4.188775097386663,0.9999987977898827,4.5019586400000025,0.05225476,0.048570322768147156,0.0014296772318528467,0.0036844372318528412
2020,4.188775097386663,0.9999987977898827,4.5019586400000025,0.052248640000000006,0.048570322768147156,0.0014296772318528467,0.00367831723185285
2040,4.188775097386663,0.9999987977898827,4.5019586400000025,0.052242040000000003,0.048570322768147156,0.0014296772318528467,0.0036717172318528474
2060,4.188775097386663,0.9999987977898827,4.5019586400000025,0.05223542,0.048570322768147156,0.0014296772318528467,0.0036650972318528416
2080,4.188775097386663,0.9999987977898827,4.5019586400000025,0.05222964,0.048570322768147156,0.0014296772318528467,0.0036593172318528447
2100,4.188775097386663,0.9999987977898827,4.5019586400000025,0.0522221,0.048570322768147156,0.0014296772318528467,0.0036517772318528444
2120,4.188775097386663,0.9999987977898827,4.5019586400000025,0.052215019999999994,0.048570322768147156,0.0014296772318528467,0.003644697231852838
2140,4.188775097386663,0.9999987977898827,4.5019586400000025,0.05221094,0.048570322768147156,0.0014296772318528467,0.0036406172318528413
2160,4.188775097386663,0.9999987977898827,4.5019586400000025,0.05220330000000001,0.048570322768147156,0.0014296772318528467,0.003632977231852852
2180,4.188775097386663,0.9999987977898827,4.5019586400000025,0.05219636,0.048570322768147156,0.0014296772318528467,0.003626037231852841
2200,4.188775097386663,0.9999987977898827,4.5019586400000025,0.05219086,0.048570322768147156,0.0014296772318528467,0.0036205372318528425
2220,4.188775097386663,0.9999987977898827,4.5019586400000025,0.052185,0.048570322768147156,0.0014296772318528467,0.003614677231852846
2240,4.188775097386663,0.9999987977898827,4.5019586400000025,0.05217897999999999,0.048570322768147156,0.0014296772318528467,0.0036086572318528368
2260,4.188775097386663,0.9999987977898827,4.5019586400000025,0.05217156,0.048570322768147156,0.0014296772318528467,0.0036012372318528427
2280,4.188775097386663,0.9999987977898827,4.5019586400000025,0.052167279999999996,0.048570322768147156,0.0014296772318528467,0.0035969572318528403
2300,4.188775097386663,0.9999987977898827,4.5019586400000025,0.05215992,0.048570322768147156,0.0014296772318528467,0.0035895972318528424
2320,4.188775097386663,0.9999987977898827,4.5019586400000025,0.05215428,0.048570322768147156,0.0014296772318528467,0.003583957231852841
2340,4.188775097386663,0.9999987977898827,4.5019586400000025,0.05215031999999999,0.048570322768147156,0.0014296772318528467,0.003579997231852837
2360,4.188775097386663,0.9999987977898827,4.5019586400000025,0.05214236,0.048570322768147156,0.0014296772318528467,0.0035720372318528426
2380,4.188775097386663,0.9999987977898827,4.5019586400000025,0.05213732,0.048570322768147156,0.0014296772318528467,0.003566997231852845
2400,4.188775097386663,0.9999987977898827,4.5019586400000025,0.052133,0.048570322768147156,0.0014296772318528467,0.0035626772318528427
2420,4.188775097386663,0.9999987977898827,4.5019586400000025,0.052126399999999996,0.048570322768147156,0.0014296772318528467,0.0035560772318528402
2440,4.188775097386663,0.9999987977898827,4.5019586400000025,0.05212232,0.048570322768147156,0.0014296772318528467,0.0035519972318528437
2460,4.188775097386663,0.9999987977898827,4.5019586400000025,0.052115,0.048570322768147156,0.0014296772318528467,0.0035446772318528455
2480,4.188775097386663,0.9999987977898827,4.5019586400000025,0.05210962,0.048570322768147156,0.0014296772318528467,0.0035392972318528462
2500,4.188775097386663,0.9999987977898827,4.5019586400000025,0.05210432,0.048570322768147156,0.0014296772318528467,0.0035339972318528465
2520,4.188775097386663,0.9999987977898827,4.5019586400000025,0.0520993,0.048570322768147156,0.0014296772318528467,0.003528977231852845
2540,4.188775097386663,0.9999987977898827,4.5019586400000025,0.052093879999999995,0.048570322768147156,0.0014296772318528467,0.003523557231852839
2560,4.188775097386663,0.9999987977898827,4.5019586400000025,0.05208882,0.048570322768147156,0.0014296772318528467,0.003518497231852845
2580,4.188775097386663,0.9999987977898827,4.5019586400000025,0.05208268,0.048570322768147156,0.0014296772318528467,0.003512357231852843
2600,4.188775097386663,0.9999987977898827,4.5019586400000025,0.052079099999999996,0.048570322768147156,0.0014296772318528467,0.00350877723185284
2620,4.188775097386663,0.9999987977898827,4.5019586400000025,0.05207320000000001,0.048570322768147156,0.0014296772318528467,0.003502877231852851
2640,4.188775097386663,0.9999987977898827,4.5019586400000025,0.05206829999999999,0.048570322768147156,0.0014296772318528467,0.003497977231852835
2660,4.188775097386663,0.9999987977898827,4.5019586400000025,0.0520624,0.048570322768147156,0.0014296772318528467,0.0034920772318528456
2680,4.188775097386663,0.9999987977898827,4.5019586400000025,0.052057479999999996,0.048570322768147156,0.0014296772318528467,0.00348715723185284
2700,4.188775097386663,0.9999987977898827,4.5019586400000025,0.05205258000000001,0.048570322768147156,0.0014296772318528467,0.003482257231852852
2720,4.188775097386663,0.9999987977898827,4.5019586400000025,0.05204748,0.048570322768147156,0.0014296772318528467,0.003477157231852844
2740,4.188775097386663,0.9999987977898827,4.5019586400000025,0.05204226,0.048570322768147156,0.0014296772318528467,0.003471937231852844
2760,4.188775097386663,0.9999987977898827,4.5019586400000025,0.05203772,0.048570322768147156,0.0014296772318528467,0.0034673972318528465
2780,4.188775097386663,0.9999987977898827,4.5019586400000025,0.05203166,0.048570322768147156,0.0014296772318528467,0.0034613372318528443
2800,4.188775097386663,0.9999987977898827,4.5019586400000025,0.05202812,0.048570322768147156,0.0014296772318528467,0.003457797231852841
2820,4.188775097386663,0.9999987977898827,4.5019586400000025,0.05202176,0.048570322768147156,0.0014296772318528467,0.003451437231852844
2840,4.188775097386663,0.9999987977898827,4.5019586400000025,0.05201876,0.048570322768147156,0.0014296772318528467,0.003448437231852841
2860,4.188775097386663,0.9999987977898827,4.5019586400000025,0.05201328,0.048570322768147156,0.0014296772318528467,0.003442957231852846
2880,4.188775097386663,0.9999987977898827,4.5019586400000025,0.05200812,0.048570322768147156,0.0014296772318528467,0.003437797231852842
2900,4.188775097386663,0.9999987977898827,4.5019586400000025,0.05200376,0.048570322768147156,0.0014296772318528467,0.003433437231852847
2920,4.188775097386663,0.9999987977898827,4.5019586400000025,0.05199907999999999,0.048570322768147156,0.0014296772318528467,0.003428757231852833
2940,4.188775097386663,0.9999987977898827,4.5019586400000025,0.051994399999999996,0.048570322768147156,0.0014296772318528467,0.00342407723185284
2960,4.188775097386663,0.9999987977898827,4.5019586400000025,0.05198923999999999,0.048570322768147156,0.0014296772318528467,0.003418917231852836
2980,4.188775097386663,0.9999987977898827,4.5019586400000025,0.05198446,0.048570322768147156,0.0014296772318528467,0.003414137231852847
3000,4.188775097386663,0.9999987977898827,4.5019586400000025,0.051981160000000005,0.048570322768147156,0.0014296772318528467,0.0034108372318528493
3020,4.188775097386663,0.9999987977898827,4.5019586400000025,0.05197636,0.048570322768147156,0.0014296772318528467,0.003406037231852843
3040,4.188775097386663,0.9999987977898827,4.5019586400000025,0.0519721,0.048570322768147156,0.0014296772318528467,0.003401777231852844
3060,4.188775097386663,0.9999987977898827,4.5019586400000025,0.051965920000000006,0.048570322768147156,0.0014296772318528467,0.0033955972318528496
3080,4.188775097386663,0.9999987977898827,4.5019586400000025,0.051963340000000004,0.048570322768147156,0.0014296772318528467,0.0033930172318528476
3100,4.188775097386663,0.9999987977898827,4.5019586400000025,0.0519571,0.048570322768147156,0.0014296772318528467,0.003386777231852843
3120,4.188775097386663,0.9999987977898827,4.5019586400000025,0.05195386,0.048570322768147156,0.0014296772318528467,0.0033835372318528414
3140,4.188775097386663,0.9999987977898827,4.5019586400000025,0.05194942,0.048570322768147156,0.0014296772318528467,0.003379097231852847
3160,4.188775097386663,0.9999987977898827,4.5019586400000025,0.05194474,0.048570322768147156,0.0014296772318528467,0.003374417231852847
3180,4.188775097386663,0.9999987977898827,4.5019586400000025,0.0519406,0.048570322768147156,0.0014296772318528467,0.0033702772318528473
3200,4.188775097386663,0.9999987977898827,4.5019586400000025,0.0519369,0.048570322768147156,0.0014296772318528467,0.003366577231852845
3220,4.188775097386663,0.9999987977898827,4.5019586400000025,0.051930960000000005,0.048570322768147156,0.0014296772318528467,0.003360637231852849
3240,4.188775097386663,0.9999987977898827,4.5019586400000025,0.051928400000000006,0.048570322768147156,0.0014296772318528467,0.0033580772318528504
3260,4.188775097386663,0.9999987977898827,4.5019586400000025,0.0519237,0.048570322768147156,0.0014296772318528467,0.003353377231852847
3280,4.188775097386663,0.9999987977898827,4.5019586400000025,0.051919200000000006,0.048570322768147156,0.0014296772318528467,0.0033488772318528495
3300,4.188775097386663,0.9999987977898827,4.5019586400000025,0.051914760000000004,0.048570322768147156,0.0014296772318528467,0.003344437231852848
3320,4.188775097386663,0.9999987977898827,4.5019586400000025,0.05191127999999999,0.048570322768147156,0.0014296772318528467,0.003340957231852834
3340,4.188775097386663,0.9999987977898827,4.5019586400000025,0.05190632,0.048570322768147156,0.0014296772318528467,0.0033359972318528427
3360,4.188775097386663,0.9999987977898827,4.5019586400000025,0.051903000000000005,0.048570322768147156,0.0014296772318528467,0.0033326772318528486
3380,4.188775097386663,0.9999987977898827,4.5019586400000025,0.051898139999999995,0.048570322768147156,0.0014296772318528467,0.0033278172318528393
3400,4.188775097386663,0.9999987977898827,4.5019586400000025,0.051894119999999995,0.048570322768147156,0.0014296772318528467,0.003323797231852839
3420,4.188775097386663,0.9999987977898827,4.5019586400000025,0.05189086,0.048570322768147156,0.0014296772318528467,0.003320537231852841
3440,4.188775097386663,0.9999987977898827,4.5019586400000025,0.05188562,0.048570322768147156,0.0014296772318528467,0.0033152972318528443
3460,4.188775097386663,0.9999987977898827,4.5019586400000025,0.051882019999999994,0.048570322768147156,0.0014296772318528467,0.003311697231852838
3480,4.188775097386663,0.9999987977898827,4.5019586400000025,0.051878820000000006,0.048570322768147156,0.0014296772318528467,0.00330849723185285
3500,4.188775097386663,0.9999987977898827,4.5019586400000025,0.05187314,0.048570322768147156,0.0014296772318528467,0.003302817231852842
3520,4.188775097386663,0.9999987977898827,4.5019586400000025,0.051871440000000005,0.048570322768147156,0.0014296772318528467,0.0033011172318528487
3540,4.188775097386663,0.9999987977898827,4.5019586400000025,0.051865760000000004,0.048570322768147156,0.0014296772318528467,0.0032954372318528477
3560,4.188775097386663,0.9999987977898827,4.5019586400000025,0.05186258,0.048570322768147156,0.0014296772318528467,0.0032922572318528423
3580,4.188775097386663,0.9999987977898827,4.5019586400000025,0.051858959999999996,0.048570322768147156,0.0014296772318528467,0.0032886372318528395
3600,4.188775097386663,0.9999987977898827,4.5019586400000025,0.05185544,0.048570322768147156,0.0014296772318528467,0.0032851172318528465
3620,4.188775097386663,0.9999987977898827,4.5019586400000025,0.05185026000000001,0.048570322768147156,0.0014296772318528467,0.003279937231852853
3640,4.188775097386663,0.9999987977898827,4.5019586400000025,0.05184696000000001,0.048570322768147156,0.0014296772318528467,0.0032766372318528553
3660,4.188775097386663,0.9999987977898827,4.5019586400000025,0.051844360000000006,0.048570322768147156,0.0014296772318528467,0.00327403723185285
3680,4.188775097386663,0.9999987977898827,4.5019586400000025,0.05183802,0.048570322768147156,0.0014296772318528467,0.0032676972318528424
3700,4.188775097386663,0.9999987977898827,4.5019586400000025,0.051837020000000004,0.048570322768147156,0.0014296772318528467,0.0032666972318528484
3720,4.188775097386663,0.9999987977898827,4.5019586400000025,0.05183258,0.048570322768147156,0.0014296772318528467,0.003262257231852847
3740,4.188775097386663,0.9999987977898827,4.5019586400000025,0.05182826,0.048570322768147156,0.0014296772318528467,0.003257937231852845
3760,4.188775097386663,0.9999987977898827,4.5019586400000025,0.05182418,0.048570322768147156,0.0014296772318528467,0.0032538572318528414
3780,4.188775097386663,0.9999987977898827,4.5019586400000025,0.05182112,0.048570322768147156,0.0014296772318528467,0.003250797231852842
3800,4.188775097386663,0.9999987977898827,4.5019586400000025,0.0518168,0.048570322768147156,0.0014296772318528467,0.003246477231852847
3820,4.188775097386663,0.9999987977898827,4.5019586400000025,0.05181398,0.048570322768147156,0.0014296772318528467,0.0032436572318528464
3840,4.188775097386663,0.9999987977898827,4.5019586400000025,0.05181032000000001,0.048570322768147156,0.0014296772318528467,0.003239997231852851
3860,4.188775097386663,0.9999987977898827,4.5019586400000025,0.05180588,0.048570322768147156,0.0014296772318528467,0.0032355572318528425
3880,4.188775097386663,0.9999987977898827,4.5019586400000025,0.05180293999999999,0.048570322768147156,0.0014296772318528467,0.0032326172318528357
3900,4.188775097386663,0.9999987977898827,4.5019586400000025,0.05179942,0.048570322768147156,0.0014296772318528467,0.0032290972318528427
3920,4.188775097386663,0.9999987977898827,4.5019586400000025,0.051794799999999995,0.048570322768147156,0.0014296772318528467,0.003224477231852839
3940,4.188775097386663,0.9999987977898827,4.5019586400000025,0.051791540000000004,0.048570322768147156,0.0014296772318528467,0.003221217231852848
3960,4.188775097386663,0.9999987977898827,4.5019586400000025,0.05178946,0.048570322768147156,0.0014296772318528467,0.0032191372318528463
3980,4.188775097386663,0.9999987977898827,4.5019586400000025,0.05178406,0.048570322768147156,0.0014296772318528467,0.0032137372318528437
4000,4.188775097386663,0.9999987977898827,4.5019586400000025,0.05178086,0.048570322768147156,0.0014296772318528467,0.003210537231852842
4020,4.188775097386663,0.9999987977898827,4.5019586400000025,0.05177746,0.048570322768147156,0.0014296772318528467,0.0032071372318528413
4040,4.188775097386663,0.9999987977898827,4.5019586400000025,0.0517741,0.048570322768147156,0.0014296772318528467,0.0032037772318528474
4060,4.188775097386663,0.9999987977898827,4.5019586400000025,0.051771679999999994,0.048570322768147156,0.0014296772318528467,0.0032013572318528374
4080,4.188775097386663,0.9999987977898827,4.5019586400000025,0.051767480000000005,0.048570322768147156,0.0014296772318528467,0.0031971572318528485
4100,4.188775097386663,0.9999987977898827,4.5019586400000025,0.05176410000000001,0.048570322768147156,0.0014296772318528467,0.0031937772318528512
4120,4.188775097386663,0.9999987977898827,4.5019586400000025,0.05176012,0.048570322768147156,0.0014296772318528467,0.0031897972318528436
4140,4.188775097386663,0.9999987977898827,4.5019586400000025,0.051757239999999996,0.048570322768147156,0.0014296772318528467,0.00318691723185284
4160,4.188775097386663,0.9999987977898827,4.5019586400000025,0.051753820000000006,0.048570322768147156,0.0014296772318528467,0.00318349723185285
4180,4.188775097386663,0.9999987977898827,4.5019586400000025,0.051749859999999995,0.048570322768147156,0.0014296772318528467,0.0031795372318528387
4200,4.188775097386663,0.9999987977898827,4.5019586400000025,0.0517477,0.048570322768147156,0.0014296772318528467,0.0031773772318528445
4220,4.188775097386663,0.9999987977898827,4.5019586400000025,0.05174398,0.048570322768147156,0.0014296772318528467,0.003173657231852846
4240,4.188775097386663,0.9999987977898827,4.5019586400000025,0.05173978,0.048570322768147156,0.0014296772318528467,0.003169457231852843
4260,4.188775097386663,0.9999987977898827,4.5019586400000025,0.051736779999999996,0.048570322768147156,0.0014296772318528467,0.00316645723185284
4280,4.188775097386663,0.9999987977898827,4.5019586400000025,0.0517346,0.048570322768147156,0.0014296772318528467,0.0031642772318528425
