xB,mu_A_raw,mu_B_raw,mu_GP0_raw,minus_Delta_mu_r_GP_raw,mu_B_minus_mu_A_raw
0.0919119119119119,-152945.9897462328,-143822.20397642945,-150351.39498393127,598.7302571296459,9123.785769803362
0.09240240240240238,-152946.2637748368,-143819.50444513315,-150351.39498393127,599.4969744907285,9126.759329703666
0.09289289289289289,-152946.52523202245,-143816.9437762436,-150351.39498393127,600.2232614314125,9129.581455778854
0.09338338338338338,-152946.7741195055,-143814.52035806174,-150351.39498393127,600.9096809310722,9132.253761443775
0.09387387387387386,-152947.01043900437,-143812.23260421824,-150351.39498393127,601.5567871020467,9134.777834786131
0.09436436436436436,-152947.23419224034,-143810.07895314554,-150351.39498393127,602.1651253741002,9137.155239094805
0.09485485485485484,-152947.44538093748,-143808.0578675635,-150351.39498393127,602.7352326746914,9139.387513373978
0.09534534534534535,-152947.64400682275,-143806.1678339783,-150351.39498393127,603.2676376040909,9141.476172844443
0.09583583583583583,-152947.83007162574,-143804.40736219432,-150351.39498393127,603.7628606065409,9143.422709431412
0.09632632632632632,-152948.00357707895,-143802.7749848383,-150351.39498393127,604.2214141365257,9145.228592240659
0.09681681681681682,-152948.16452491778,-143801.2692568956,-150351.39498393127,604.6438028212579,9146.89526802217
0.0973073073073073,-152948.31291688033,-143799.88875525852,-150351.39498393127,605.0305236185668,9148.424161621806
0.09779779779779779,-152948.4487547076,-143798.63207828536,-150351.39498393127,605.3820659714402,9149.816676422255
0.09828828828828828,-152948.57204014345,-143797.4978453712,-150351.39498393127,605.6989119581121,9151.074194772256
0.09877877877877878,-152948.68277493448,-143796.4846965287,-150351.39498393127,605.981536438805,9152.198078405781
0.09926926926926925,-152948.7809608303,-143795.59129197986,-150351.39498393127,606.2304071986291,9153.18966885045
0.09975975975975976,-152948.8665995832,-143794.8163117574,-150351.39498393127,606.4459850870771,9154.050287825812
0.10025025025025024,-152948.9396929485,-143794.15845531618,-150351.39498393127,606.6287241540849,9154.781237632327
0.10074074074074073,-152949.00024268433,-143793.61644115404,-150351.39498393127,606.779071782541,9155.38380153029
0.10123123123123123,-152949.04825055163,-143793.18900644177,-150351.39498393127,606.8974688180897,9155.859244109859
0.10172172172172171,-152949.0837183143,-143792.87490666204,-150351.39498393127,606.9843496952672,9156.208811652265
0.10221221221221222,-152949.10664773916,-143792.67291525728,-150351.39498393127,607.0401425607852,9156.433732481877
0.1027027027027027,-152949.1170405958,-143792.58182328547,-150351.39498393127,607.0652693940792,9156.535217310331
0.10319319319319319,-152949.11489865687,-143792.6004390846,-150351.39498393127,607.0601461246843,9156.514459572267
0.10368368368368368,-152949.1002236978,-143792.72758794486,-150351.39498393127,607.025182746991,9156.372635752952
0.10417417417417417,-152949.07301749705,-143792.96211178869,-150351.39498393127,606.9607834321505,9156.110905708367
0.10466466466466465,-152949.03328183584,-143793.30286885804,-150351.39498393127,606.8673466376495,9155.730412977806
0.10515515515515515,-152948.98101849848,-143793.7487334095,-150351.39498393127,606.7452652139473,9155.232285088976
0.10564564564564564,-152948.91622927217,-143794.29859541598,-150351.39498393127,606.5949265087547,9154.617633856193
