eta_rhs_chem_interface_mean,eta_rhs_chem_core_mean,eta_rhs_chem_global_mean,eta_rhs_dw_interface_mean,eta_rhs_dw_core_mean,eta_rhs_dw_global_mean,eta_rhs_elastic_interface_mean,eta_rhs_elastic_core_mean,eta_rhs_elastic_global_mean,eta_rhs_grad_interface_mean,eta_rhs_grad_core_mean,eta_rhs_grad_global_mean,eta_rhs_net_explicit_interface_mean,eta_rhs_net_explicit_core_mean,eta_rhs_net_explicit_global_mean,eta_rhs_full_variational_interface_mean,eta_rhs_full_variational_core_mean,eta_rhs_full_variational_global_mean,eta_evolution_drive_interface_mean,eta_evolution_drive_core_mean,interface_voxel_count,core_voxel_count,step,gp_W_eta,gp_kappa_eta,gp_L_eta
-283.0293209680349,-3.014102835164835,-1.8749592903871894,0.0,0.0,0.0,-3.708681438430803e-06,0.0,-2.308033130787038e-08,0.0,0.0,0.0,-283.029324954595,-3.014102835164835,-1.8749593165531868,-283.029324954595,-3.014102835164835,-1.8749593165531868,283.029324954595,3.014102835164835,5506,1365,5000,0.0,0.0,0.0
