xB,mu_A_raw,mu_B_raw,mu_GP0_raw,minus_Delta_mu_r_raw,mu_B_minus_mu_A_raw,mu_A_code,mu_B_code,mu_GP0_code,minus_Delta_mu_r_code,mu_B_minus_mu_A_code,branch_label
0.08246059927256169,-152938.25211248916,-143903.78692048386,-150351.39498393127,575.2056886439677,9034.4651920053,-152938.25211248916,-143903.78692048386,-148913.72033267867,-862.4689626086329,9034.4651920053,shared_regular_solution_region
0.08281269092149368,-152938.62422287013,-143899.65602557396,-150351.39498393127,576.4096301147947,9038.96819729617,-152938.62422287013,-143899.65602557396,-148913.72033267867,-861.2650211378059,9038.96819729617,shared_regular_solution_region
0.08316628593724974,-152938.99138553228,-143895.59894668145,-150351.39498393127,577.5909519967681,9043.392438850831,-152938.99138553228,-143895.59894668145,-148913.72033267867,-860.0836992558325,9043.392438850831,shared_regular_solution_region
0.08352139073893095,-152939.35352403743,-143891.6159361556,-150351.39498393127,578.7496156524867,9047.737587881827,-152939.35352403743,-143891.6159361556,-148913.72033267867,-858.9250356001139,9047.737587881827,shared_regular_solution_region
0.08387801177304634,-152939.7105611565,-143887.70724688537,-150351.39498393127,579.885582769668,9052.003314271133,-152939.7105611565,-143887.70724688537,-148913.72033267867,-857.7890684829326,9052.003314271133,shared_regular_solution_region
0.08423615551363076,-152940.0624188622,-143883.87313229727,-150351.39498393127,580.9988153668237,9056.189286564913,-152940.0624188622,-143883.87313229727,-148913.72033267867,-856.6758358857769,9056.189286564913,shared_regular_solution_region
0.08459582846236173,-152940.40901832178,-143880.1138463529,-150351.39498393127,582.0892757985857,9060.295171968872,-152940.40901832178,-143880.1138463529,-148913.72033267867,-855.5853754540149,9060.295171968872,shared_regular_solution_region
0.08495703714867774,-152940.75027988976,-143876.4296435467,-150351.39498393127,583.156926761585,9064.320636343065,-152940.75027988976,-143876.4296435467,-148913.72033267867,-854.5177244910155,9064.320636343065,shared_regular_solution_region
0.08531978812989705,-152941.08612310042,-143872.82077890323,-150351.39498393127,584.2017312998651,9068.265344197192,-152941.08612310042,-143872.82077890323,-148913.72033267867,-853.4729199527355,9068.265344197192,shared_regular_solution_region
0.0856840879913361,-152941.41646666033,-143869.287507975,-150351.39498393127,585.2236528107896,9072.128958685324,-152941.41646666033,-143869.287507975,-148913.72033267867,-852.450998441811,9072.128958685324,shared_regular_solution_region
0.0860499433464298,-152941.74122844086,-143865.83008683976,-150351.39498393127,586.2226550508058,9075.9111416011,-152941.74122844086,-143865.83008683976,-148913.72033267867,-851.4519962017948,9075.9111416011,shared_regular_solution_region
0.08641736083685087,-152942.06032547055,-143862.44877209782,-150351.39498393127,587.1987021411769,9079.611553372728,-152942.06032547055,-143862.44877209782,-148913.72033267867,-850.4759491114237,9079.611553372728,shared_regular_solution_region
0.08678634713263106,-152942.37367392742,-143859.14382086953,-150351.39498393127,588.151758574124,9083.229853057885,-152942.37367392742,-143859.14382086953,-148913.72033267867,-849.5228926784766,9083.229853057885,shared_regular_solution_region
0.08715690893228172,-152942.68118913125,-143855.91549079257,-150351.39498393127,589.0817892185587,9086.765698338684,-152942.68118913125,-143855.91549079257,-148913.72033267867,-848.5928620340419,9086.765698338684,shared_regular_solution_region
0.08752905296291556,-152942.98278553577,-143852.7640400191,-150351.39498393127,589.9887593263411,9090.218745516671,-152942.98278553577,-143852.7640400191,-148913.72033267867,-847.6858919262595,9090.218745516671,shared_regular_solution_region
0.08790278598036919,-152943.27837672087,-143849.68972721306,-150351.39498393127,590.8726345381292,9093.588649507816,-152943.27837672087,-143849.68972721306,-148913.72033267867,-846.8020167144714,9093.588649507816,shared_regular_solution_region
0.08827811476932494,-152943.56787538456,-143846.69281154714,-150351.39498393127,591.7333808898111,9096.875063837419,-152943.56787538456,-143846.69281154714,-148913.72033267867,-845.9412703627895,9096.875063837419,shared_regular_solution_region
0.08865504614343492,-152943.85119333497,-143843.7735527,-150351.39498393127,592.5709648185293,9100.077640634961,-152943.85119333497,-143843.7735527,-148913.72033267867,-845.1036864340713,9100.077640634961,shared_regular_solution_region
0.08903358694544389,-152944.12824148237,-143840.93221085338,-150351.39498393127,593.3853531690547,9103.196030628984,-152944.12824148237,-143840.93221085338,-148913.72033267867,-844.2892980835459,9103.196030628984,shared_regular_solution_region
0.08941374404731425,-152944.398929831,-143838.16904668868,-150351.39498393127,594.1765132001019,9106.22988314231,-152944.398929831,-143838.16904668868,-148913.72033267867,-843.4981380524987,9106.22988314231,shared_regular_solution_region
0.08979552435035015,-152944.66316747075,-143835.48432138425,-150351.39498393127,594.9444125907903,9109.178846086492,-152944.66316747075,-143835.48432138425,-148913.72033267867,-842.7302386618103,9109.178846086492,shared_regular_solution_region
0.09017893478532306,-152944.92086256904,-143832.8782966121,-150351.39498393127,595.6890194471634,9112.042565956945,-152944.92153955568,-143832.86835978852,-148913.72033267867,-841.982593958528,9112.053179767157,code_convex_extrapolated
0.09056398231259782,-152945.1719223624,-143830.3512345347,-150351.39498393127,596.4103023085627,9114.820687827712,-152945.1786475208,-143830.25282045288,-148913.72033267867,-841.2342753683624,9114.925827067927,code_convex_extrapolated
0.09095067392225839,-152945.41625314803,-143827.90339780165,-150351.39498393127,597.1082301544666,9117.512855346373,-152945.4353611646,-143827.6246211183,-148913.72033267867,-840.4812694697466,9117.81074004629,code_convex_extrapolated
0.09133901663423548,-152945.65376027537,-143825.5350495464,-150351.39498393127,597.7827724110393,9120.118710728973,-152945.69166603393,-143824.98369495946,-148913.72033267867,-839.7235434791946,9120.707971074473,code_convex_extrapolated
0.09172901749843326,-152945.88434813742,-143823.24645338292,-150351.39498393127,598.4338989579119,9122.637894754502,-152945.9475475047,-143822.32997475652,-148913.72033267867,-838.961064364179,9123.61757274819,code_convex_extrapolated
0.09212068359485807,-152946.10792016232,-143821.03787340212,-150351.39498393127,599.0615801350214,9125.0700467602,-152946.20299078032,-143819.66339289237,-148913.72033267867,-838.1937988408899,9126.539597887953,code_convex_extrapolated
0.09251402203374627,-152946.32437880436,-143818.9095741684,-150351.39498393127,599.6657867494796,9127.414804635948,-152946.45798088957,-143816.98388134994,-148913.72033267867,-837.4217133720231,9129.474099539628,code_convex_extrapolated
0.09290903995569368,-152946.53362553543,-143816.86182071615,-150351.39498393127,600.2464900825871,9129.671804819285,-152946.71250268543,-143814.29137170975,-148913.72033267867,-836.6447741652664,9132.42113097568,code_convex_extrapolated
0.09330574453178535,-152946.73556083607,-143814.89487854595,-150351.39498393127,600.8036618967308,9131.840682290116,-152946.96654084302,-143811.5857951471,-148913.72033267867,-835.8629471707682,9135.380745695904,code_convex_extrapolated
0.09370414296372528,-152946.93008418652,-143813.00901362102,-150351.39498393127,601.3372744426888,9133.921070565499,-152947.22007985803,-143808.86708242935,-148913.72033267867,-835.0761980793322,9138.35299742868,code_convex_extrapolated
0.09410424248396772,-152947.11709405776,-143811.20449236335,-150351.39498393127,601.8473004665575,9135.912601694406,-152947.47310404497,-143806.13516391325,-148913.72033267867,-834.2844923202065,9141.337940131722,code_convex_extrapolated
0.09450605035584785,-152947.29648790238,-143809.4815816499,-150351.39498393127,602.3337132172601,9137.81490625249,-152947.72559753526,-143803.38996954213,-148913.72033267867,-833.4877950590162,9144.335627993132,code_convex_extrapolated
0.09490957387371429,-152947.4681621455,-143807.8405488087,-150351.39498393127,602.796486453648,9139.627613336808,-152947.97754427575,-143800.6314288433,-148913.72033267867,-832.686071195727,9147.346115432447,code_convex_extrapolated
