interface_parameterization,T,xB0,D_alpha_ref,L_ref,t0_diff,dt_code,dt_phys,gp_gamma_alpha_gp,gp_l_eta_nm,phi_gamma_alpha_beta,phi_lambda_nm,W_phi_phys_expected_doc,kappa_phi_phys_expected_doc,W_phi_code_expected_doc,kappa_phi_code_expected_doc,W_phi_kernel_used,kappa_phi_kernel_used,W_phi_kernel_vs_doc_ratio,kappa_phi_kernel_vs_doc_ratio,W_phi_phys,kappa_phi_phys,L_phi_phys,W_phi_code,kappa_phi_code,L_phi_code,gp_W_eta_input_source,gp_kappa_eta_input_source,W_eta_phys_doc,kappa_eta_phys_doc,gp_W_eta_phys_input,gp_kappa_eta_phys_input,gp_W_eta_code_input,gp_kappa_eta_code_input,gp_W_eta_kernel_used,gp_kappa_eta_kernel_used,gp_W_eta_code_doc,gp_kappa_eta_code_doc,gp_W_eta_kernel_vs_doc_ratio,gp_kappa_eta_kernel_vs_doc_ratio,W_doc_over_W_ln9,kappa_doc_over_kappa_ln9,zeta_eta,zeta0_eta,D_eff,L_eta_reaction_ref_phys,L_eta_reaction_ref_code,L_eta_diff_ref_phys,L_eta_diff_ref_code,gp_L_eta_current,ratio_current_to_reaction_ref,ratio_current_to_diff_ref,S_eta_W,S_eta_grad,S_eta_total,S_phi_W,S_phi_grad,S_phi_total
document_w_12gamma_over_lambda_kappa_1p5gamma_lambda,6.5315000000e+02,3.0000000000e-02,9.7253593945e-18,6.0000000000e-08,3.7016626882e+02,1.0000000000e-04,3.7016626882e-02,5.0000000000e-02,1.0000000000e+00,1.6800000000e-01,6.0000000000e+00,3.3600000000e+08,1.5120000000e-09,1.0000000000e+00,4.5000000000e+00,1.0000000000e+00,4.5000000000e+00,1.0000000000e+00,1.0000000000e+00,3.3600000000e+08,1.5120000000e-09,1.9262779184e-11,1.0000000000e+00,4.5000000000e+00,2.3958248488e+00,derived_physical_converted,derived_physical_converted,6.0000000000e+08,7.5000000000e-11,6.0000000000e+08,7.5000000000e-11,1.7857142857e+00,2.2321428571e-01,1.7857142857e+00,2.2321428571e-01,1.7857142857e+00,2.2321428571e-01,1.0000000000e+00,1.0000000000e+00,9.1023922663e-01,1.0986122887e+00,-4.8190356027e+04,2.2939559798e-01,9.7253593945e-18,nan,nan,4.8103686517e-08,5.9829376839e+03,0.0000000000e+00,nan,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,2.3958248488e-04,3.1921888688e+00,3.1924284512e+00
