status,reason
NOT_RUN_BLOCKED_BY_PRECONDITIONS,FAIL_V2_MATERIAL_TRANSPORT_DEFECT;NO_ZERO_FALLBACK_LOW_MEMORY_SOLVER_CANDIDATE;400CUBE_SOURCE_ALLOCATION_EXCEEDS_85_PERCENT_VRAM
