replicate,seed_unsigned64,minimum_periodic_pair_distance_nm,minimum_registered_separation_margin_nm,minimum_actual_support_margin_nm,nearest_neighbor_mean_nm,nearest_neighbor_std_nm,nearest_neighbor_cv
replicate_A,18278234711707939752,33.63034344160047,0.07135583350036256,5.466660334201023,40.63377948020908,4.735738079089652,0.11654682728679523
replicate_B,6256128897973916905,34.20526275297414,0.08089374931439153,5.247952449153054,40.375273434600615,4.148770309529529,0.1027552250822439
replicate_C,4209997954605651191,33.2264954516723,0.22649545167229945,5.2275815966669015,39.689862386732486,3.8992828899133554,0.09824379968666272
