replicate,particle_id,lineage_member_particle_ids,step,elapsed_physical_time_s,experimental_age_h,stable_particle_id,lineage_member_ids,lineage_group_size,component_label,threshold_voxel_count,h_volume_nm3,equivalent_radius_nm,centroid_x_nm,centroid_y_nm,centroid_z_nm
replicate_C,P055,P055,0,0,6,43,43,1,43,9745,3591.2951908870723,9.4999393259199501,102.00000276989917,47.000000270463524,50.999996164644593
replicate_C,P024,P024,0,0,6,44,44,1,44,8631,3053.5735701646759,8.9999464674993312,102.99997185266919,149.99999552942904,100.00000314173725
replicate_C,P006,P006,0,0,6,45,45,1,45,7649,2572.3942158729546,8.4999487081369516,103.00001785182849,92.99996683656947,117.00000508536456
replicate_C,P034,P034,0,0,6,46,46,1,46,8631,3053.572918990164,8.9999458277531428,106.99998477166399,82.000030073749699,151.99999880762732
replicate_C,P083,P083,0,0,6,47,47,1,47,12177,4848.9647942179972,10.499939754204759,114.0000001699069,25.999999942453456,136.00000160204601
replicate_C,P074,P074,0,0,6,48,48,1,48,10911,4188.7126967868289,9.9999383207132713,113.99999644044428,44.000000941801133,2.0000038476375388
replicate_C,P050,P050,0,0,6,49,49,1,49,9745,3591.2923014167218,9.4999367781111559,125.0000002661548,87.000000692317343,80.000001519786835
replicate_C,P062,P062,0,0,6,50,50,1,50,10911,4188.7183944858971,9.9999428548520015,130.00001218927923,123.99999611913435,191.99999907554442
replicate_C,P066,P066,0,0,6,51,51,1,51,10911,4188.7102434891649,9.9999363684165541,130.00000041506141,176.00000037589245,242.00000129587812
replicate_C,P065,P065,0,0,6,52,52,1,52,10912,4188.7153785583751,9.9999404548251309,130.00000347939539,221.99999303530322,151.00000097105416
replicate_C,P095,P095,0,0,6,53,53,1,53,13521,5575.2043379484858,10.999950395638072,135.00001355799338,204.99999955620223,105.00001471662198
replicate_C,P030,P030,0,0,6,54,54,1,54,8631,3053.5583890098828,8.9999315527550472,136.00000032549647,7.0000005114386443,13.000001126756626
replicate_C,P041,P041,0,0,6,55,55,1,55,8631,3053.558554407779,8.9999317152506819,135.99999995295087,100.00000027781911,237.00000015710421
replicate_C,P071,P071,0,0,6,56,56,1,56,10911,4188.7191741090537,9.99994347526345,140.99998852241129,80.000003706952086,187.00000565078878
replicate_C,P049,P049,0,0,6,57,57,1,57,9745,3591.3372925693457,9.4999764491900525,140.00006714921935,116.00003584134357,112.00003380097722
replicate_C,P087,P087,0,0,6,58,58,1,58,12178,4849.0001178761049,10.499965250738359,143.9999625384969,161.99997912704652,113.99997360071596
replicate_C,P061,P061,0,0,6,59,59,1,59,10912,4188.7408767854113,9.9999607458699682,146.99997319836461,118.00002159956271,155.99998831663751
replicate_C,P075,P075,0,0,6,60,60,1,60,10912,4188.714538479283,9.9999397863034236,151.00000379748792,192.00000605167992,68.000004953850862
replicate_C,P040,P040,0,0,6,61,61,1,61,8631,3053.5587991691177,8.9999319557171411,154.00000068761793,21.000001843886061,100.00000226016542
replicate_C,P043,P043,0,0,6,62,62,1,62,9745,3591.3003650901119,9.49994388830285,154.00001476494859,30.000011525086258,209.00000175234587
replicate_C,P080,P080,0,0,6,63,63,1,63,12177,4848.966046587394,10.499940658164169,156.00000121808336,63.999999877768154,131.00000326958039
replicate_C,P023,P023,0,0,6,64,64,1,64,8631,3053.5611000611248,8.9999342162343154,157.00000137306176,194.9999952065422,160.00000029156308
replicate_C,P072,P072,0,0,6,65,65,1,65,10911,4188.7129619165971,9.9999385316994331,158.99999929725359,176.00000338515099,199.00000094811469
replicate_C,P046,P046,0,0,6,66,66,1,66,9745,3591.294470992254,9.4999386911482571,157.9999969212686,208.99999812791725,31.000001747322191
replicate_C,P021,P021,0,0,6,67,67,1,67,7649,2572.3802485296069,8.499933324036002,158.00000027391096,121.00000161878845,218.00000108629922
replicate_C,P029,P029,0,0,6,68,68,1,68,8631,3053.565662669469,8.9999386987770613,162.99998587498533,38.999990406128454,174.0000024820859
replicate_C,P078,P078,0,0,6,69,69,1,69,12177,4848.9697186441363,10.499943308651426,171.00000725845786,39.000004809276099,67.999990820538557
replicate_C,P079,P079,0,0,6,70,70,1,70,12177,4848.9644563877218,10.499939510359058,177.99999982705219,28.000000980748723,142.00000030262012
replicate_C,P045,P045,0,0,6,71,71,1,71,9745,3591.3002589264229,9.4999437946924594,176.99999324912648,45.999995251832289,15.000015237739833
replicate_C,P069,P069,0,0,6,72,72,1,72,10911,4188.7124111311341,9.9999380933928812,178.99999967866592,79.000000797220068,44.000001898950451
replicate_C,P053,P053,0,0,6,73,73,1,73,9745,3591.2973673100532,9.499941244993801,178.00000644839031,98.000001822831365,134.9999979179814
replicate_C,P037,P037,0,0,6,74,74,1,74,8631,3053.558415533892,8.9999315788136354,180.00000000978144,219.00000011166739,5.000002673515672
replicate_C,P007,P007,0,0,6,75,75,1,75,7650,2572.3904477966425,8.4999445578566668,182.99999819091516,130.99997459267109,157.99999786829792
replicate_C,P090,P090,0,0,6,76,76,1,76,12177,4848.9707529745619,10.499944055229957,188.99999850697372,100.00000313449914,85.00000468043784
replicate_C,P084,P084,0,0,6,77,77,1,77,12177,4848.9639670432052,10.499939157150449,195.00000067317092,72.000000310481852,221.00000113974681
replicate_C,P059,P059,0,0,6,78,78,1,78,10911,4188.7133796289818,9.999938864108465,196.0000014366899,126.99999945270683,54.000000682174765
replicate_C,P020,P020,0,0,6,79,79,1,79,7649,2572.3832348025471,8.4999366132219691,194.0000026207581,185.00000616903128,143.00000085448664
replicate_C,P032,P032,0,0,6,80,80,1,80,8631,3053.5705998947997,8.9999435493579103,197.00000502817969,213.99998058962549,122.000002080576
replicate_C,P014,P014,0,0,6,81,81,1,81,7650,2572.3852324845084,8.4999388135376677,198.00000710499168,224.99998393559676,193.00000567566605
replicate_C,P089,P089,0,0,6,82,82,1,82,12177,4848.9889028326943,10.499957155759736,201.00000871557518,152.00001574613114,84.000006898926188
replicate_C,P011,P011,0,0,6,83,83,1,83,7649,2572.4264248653299,8.4999841839903834,199.00001394497062,199.99999490376581,84.000049296043628
replicate_C,P016,P016,0,0,6,84,84,1,84,7649,2572.4061408070302,8.4999618426156847,199.99999073230552,232.99998656907559,90.999955402042204
replicate_C,P091,P091,0,0,6,85,85,1,85,12177,4848.963934547729,10.49993913369523,206.00000018963138,18.00000055819773,11.000001626967594
replicate_C,P064,P064,0,0,6,86,86,1,86,10911,4188.7109586266461,9.999936937512091,205.9999996358506,97.000000635923257,19.000001619920802
replicate_C,P051,P051,0,0,6,87,87,1,87,9745,3591.3244965391327,9.4999651662871347,211.00002292407225,148.9999940672831,129.00000502451556
replicate_C,P012,P012,0,0,6,88,88,1,88,7650,2572.3872338774581,8.4999410179396371,211.00000113726878,62.999982132502801,109.00002191380251
replicate_C,P076,P076,0,0,6,89,89,1,89,12177,4848.9633161453921,10.499938687332717,213.00000047257453,198.00000064240152,221.00000131395836
replicate_C,P070,P070,0,0,6,90,90,1,90,10911,4188.7288300429809,9.9999511592924843,214.00001767129797,100.0000236169432,166.00001354284325
replicate_C,P018,P018,0,0,6,91,91,1,91,7652,2572.4103334381589,8.4999664604952514,217.9999436384692,146.99998201897915,168.99998291932087
replicate_C,P088,P088,0,0,6,92,92,1,92,12178,4848.9662356316885,10.499940794616203,224.99999710826469,60.000001531411755,180.99999741513543
replicate_C,P002,P002,0,0,6,93,93,1,93,6727,2144.6058005361278,7.9999318807132749,226.00000039877929,104.9999992339786,229.00000282669441
replicate_C,P015,P015,0,0,6,94,94,1,94,7650,2572.3833829406317,8.4999367763863951,228.00000486354688,141.99999889070395,33.000007022537872
replicate_C,P038,P038,0,0,6,95,95,1,95,8631,3053.5621017704711,8.9999352003658384,233.00000168833458,217.00000129596333,92.00000265011208
replicate_C,P033,P033,256,253.67708040785513,6.0704658556688482,0,0,1,0,8356,2930.6427451958261,8.8775151778990899,242.01622900803062,244.99063018805859,67.996215041881754
replicate_C,P085,P085,256,253.67708040785513,6.0704658556688482,1,1,1,1,12051,4792.4849845229583,10.45901334631111,4.9956114859631695,236.96747662847741,136.03474933459157
replicate_C,P060,P060,256,253.67708040785513,6.0704658556688482,2,2,1,2,10686,4090.4710291306151,9.9211398280483909,7.0107167714631755,38.001329216549159,222.01256262661474
replicate_C,P039,P039,256,253.67708040785513,6.0704658556688482,3,3,1,3,8250,2895.2302598724082,8.8416129629475808,245.00536589625273,53.957735272939374,119.03290521186398
replicate_C,P022,P022,256,253.67708040785513,6.0704658556688482,4,4,1,4,7268,2406.4082382236597,8.3130469277533798,243.97907767035954,114.04750864029631,40.942288746083157
replicate_C,P008,P008,256,253.67708040785513,6.0704658556688482,5,5,1,5,7215,2392.1411865426967,8.2965856262392599,3.9858573251849987,118.05048242826055,162.01608069803578
replicate_C,P001,P001,256,253.67708040785513,6.0704658556688482,6,6,1,6,6292,1962.9156050739678,7.7673165735996124,244.9982815670476,143.0056694314124,243.00956693502525
replicate_C,P044,P044,256,253.67708040785513,6.0704658556688482,7,7,1,7,9541,3492.7085723226041,9.4122021672727598,244.00744724881133,178.96389689642393,25.957027668826644
replicate_C,P026,P026,256,253.67708040785513,6.0704658556688482,8,8,1,8,8389,2944.3551383583113,8.8913395184782527,236.99240885024656,201.01583976003178,142.98468189784498
replicate_C,P067,P067,256,253.67708040785513,6.0704658556688482,9,9,1,9,10728,4108.5752850663102,9.9357551387456606,245.99605865614555,212.98097475470911,196.01935731870802
replicate_C,P013,P013,256,253.67708040785513,6.0704658556688482,10,10,1,10,7190,2378.8867283162203,8.2812339017039385,12.004622903722797,40.991131205057592,67.033412406842785
replicate_C,P009,P009,256,253.67708040785513,6.0704658556688482,11,11,1,11,7310,2423.523588205649,8.332708971869156,11.991693457687019,173.94764781341297,237.0309377843129
replicate_C,P092,P092,256,253.67708040785513,6.0704658556688482,12,12,1,12,13480,5550.5998843514735,10.983744897628556,15.995142845646495,77.994926175724316,240.00071462171204
replicate_C,P003,P003,256,253.67708040785513,6.0704658556688482,13,13,1,13,6224,1932.9573553021116,7.7275985885513121,14.959028495450358,169.036108050368,138.01749566415344
replicate_C,P077,P077,256,253.67708040785513,6.0704658556688482,14,14,1,14,12078,4793.1232139404619,10.459477611629149,16.998346449813468,234.01699609977308,36.022451635732793
replicate_C,P094,P094,256,253.67708040785513,6.0704658556688482,15,15,1,15,13490,5557.741166358539,10.98845336197336,23.98320018867576,164.98079290703242,192.0248540832516
replicate_C,P081,P081,256,253.67708040785513,6.0704658556688482,16,16,1,16,12122,4823.379824725771,10.481439962823393,25.990291781673555,197.00349042032121,112.02198993482084
replicate_C,P056,P056,256,253.67708040785513,6.0704658556688482,17,17,1,17,9579,3504.4813461019662,9.4227654553705253,26.005035926953855,231.01778776120307,224.97646599818188
replicate_C,P028,P028,256,253.67708040785513,6.0704658556688482,18,18,1,18,8256,2895.821046463594,8.8422143142115566,28.983554094580349,70.015861094265446,103.97306986981434
replicate_C,P082,P082,256,253.67708040785513,6.0704658556688482,19,19,1,19,12083,4809.1602293786118,10.471129866173534,32.003129496772416,140.01231984851037,48.980459697756999
replicate_C,P054,P054,256,253.67708040785513,6.0704658556688482,20,20,1,20,9414,3439.8333414153008,9.3644641373622779,32.992284046966539,74.030930733297481,169.0032585058982
replicate_C,P027,P027,256,253.67708040785513,6.0704658556688482,22,22,1,21,8296,2907.4975534848636,8.8540828788796642,33.991063908195656,128.99261406234118,187.00132787998578
replicate_C,P068,P068,256,253.67708040785513,6.0704658556688482,21,21,1,22,10696,4098.3373720002692,9.9274955030156296,34.996233443609363,46.004229614299646,2.9672447798274004
replicate_C,P047,P047,256,253.67708040785513,6.0704658556688482,23,23,1,23,9566,3499.7618288511958,9.4185336468376679,37.01321055075995,0.008794337199187709,187.04527967936892
replicate_C,P036,P036,256,253.67708040785513,6.0704658556688482,24,24,1,24,8122,2843.3589184226953,8.7884919313885792,42.010872634454252,235.98861264763943,126.88758077674895
replicate_C,P057,P057,256,253.67708040785513,6.0704658556688482,25,25,1,25,9524,3483.953468322055,9.4043311260870155,44.978422973810751,16.988868926422228,87.001273210052688
replicate_C,P052,P052,256,253.67708040785513,6.0704658556688482,26,26,1,26,9438,3448.2548219950118,9.3721000094763216,48.000619134671382,104.98820569701304,100.98221737064974
replicate_C,P031,P031,256,253.67708040785513,6.0704658556688482,27,27,1,27,8249,2885.636332031479,8.8318360013253603,53.008053098082236,97.012577560078952,44.019658235195159
replicate_C,P000,P000,256,253.67708040785513,6.0704658556688482,28,28,1,28,6331,1973.4060743438943,7.7811290316384651,56.004273969840575,16.962673073785879,214.01804189883984
replicate_C,P058,P058,256,253.67708040785513,6.0704658556688482,29,29,1,29,9476,3460.0199076519161,9.3827467858561189,57.981933198799084,98.009582939262529,199.9806088666268
replicate_C,P005,P005,256,253.67708040785513,6.0704658556688482,30,30,1,30,7302,2417.9074171491484,8.3262673710306263,56.994102664045265,169.98335863326997,37.03256244440464
replicate_C,P019,P019,256,253.67708040785513,6.0704658556688482,31,31,1,31,7276,2403.5662219141468,8.3097730136081118,60.001303495760304,173.99311143387678,79.968948339400114
replicate_C,P004,P004,256,253.67708040785513,6.0704658556688482,33,33,1,32,7188,2377.407497421786,8.279517076656143,62.988305185988516,192.01728752583324,2.0299724769487053
replicate_C,P063,P063,256,253.67708040785513,6.0704658556688482,32,32,1,33,10702,4101.4113179608958,9.9299769123843511,63.988909294055148,218.99442693635581,79.967510156740374
replicate_C,P010,P010,256,253.67708040785513,6.0704658556688482,34,34,1,34,7266,2401.0787943445521,8.3069054561171658,68.981097551324027,17.004210255378304,245.93066172306033
replicate_C,P086,P086,256,253.67708040785513,6.0704658556688482,35,35,1,35,12081,4799.3482096573834,10.464003681847331,72.989117335137919,211.96652771608535,45.032242874835852
replicate_C,P073,P073,256,253.67708040785513,6.0704658556688482,36,36,1,36,10701,4098.9274120848786,9.9279719026438205,83.994663579089831,134.00789187573815,13.023367207914919
replicate_C,P048,P048,256,253.67708040785513,6.0704658556688482,37,37,1,37,9510,3480.9220921556193,9.4016027756892644,89.977647362119512,36.972343004767225,194.97262279077185
replicate_C,P093,P093,256,253.67708040785513,6.0704658556688482,38,38,1,38,13357,5498.3930784597396,10.949200072917693,91.006850398943442,161.99647644599284,175.97628092873407
replicate_C,P025,P025,256,253.67708040785513,6.0704658556688482,39,39,1,39,8299,2907.0438582181132,8.8536223150692042,93.984013480048034,146.02571372057093,63.048157841888312
replicate_C,P017,P017,256,253.67708040785513,6.0704658556688482,40,40,1,40,7283,2409.0506791764724,8.3160886255763149,97.022934663969181,18.013410535854426,165.99201710853899
replicate_C,P042,P042,256,253.67708040785513,6.0704658556688482,41,41,1,41,9419,3439.6607120020922,9.3643074816145244,100.02040682049649,212.99782364853814,170.03357697218584
replicate_C,P035,P035,256,253.67708040785513,6.0704658556688482,42,42,1,42,8228,2880.1084927560237,8.8261928580711597,100.99070262737202,79.977880165812522,28.99074911007876
replicate_C,P055,P055,256,253.67708040785513,6.0704658556688482,43,43,1,43,9451,3455.37771864976,9.378548738923449,102.0009702379699,47.021146042589066,50.95121874389416
replicate_C,P024,P024,256,253.67708040785513,6.0704658556688482,44,44,1,44,8288,2901.7240393089969,8.848218380194611,103.00275669167948,149.95735004410952,99.935742104513324
replicate_C,P006,P006,256,253.67708040785513,6.0704658556688482,45,45,1,45,7221,2391.97208136372,8.2963901209646558,103.02777093638727,92.975351755361203,117.02559696915826
replicate_C,P034,P034,256,253.67708040785513,6.0704658556688482,46,46,1,46,8299,2906.3932507830618,8.8529617743778868,107.02099530152724,82.019807938615699,151.97669512108249
replicate_C,P083,P083,256,253.67708040785513,6.0704658556688482,47,47,1,47,12052,4789.06500497056,10.456524858339748,113.99065304265783,25.994290616337921,136.0355248068141
replicate_C,P074,P074,256,253.67708040785513,6.0704658556688482,48,48,1,48,10661,4090.1441637120993,9.9208755582466068,114.0040336850888,43.993532278500417,1.9982832011182341
replicate_C,P050,P050,256,253.67708040785513,6.0704658556688482,49,49,1,49,9490,3467.2536729640265,9.3892809817220044,124.98793007877612,86.984149118614553,80.011832657235018
replicate_C,P065,P065,256,253.67708040785513,6.0704658556688482,52,52,1,50,10712,4105.9781856868185,9.9336611782928355,129.99035499370208,222.00437193844186,150.98199281058913
replicate_C,P062,P062,256,253.67708040785513,6.0704658556688482,50,50,1,51,10753,4121.2388642393671,9.9459527671175785,130.02865417532007,123.98523073537049,191.99463804167362
replicate_C,P066,P066,256,253.67708040785513,6.0704658556688482,51,51,1,52,10614,4062.8365203639805,9.8987474958164068,130.00500898116815,175.98889454965493,241.99825934658509
replicate_C,P095,P095,256,253.67708040785513,6.0704658556688482,53,53,1,53,13421,5530.4509111494535,10.970438257022858,135.01485433442161,204.98105963751468,105.00769277717413
replicate_C,P030,P030,256,253.67708040785513,6.0704658556688482,54,54,1,54,8222,2878.9940260254448,8.825054270485559,136.00001658953022,6.994548668022694,13.005135865649235
replicate_C,P041,P041,256,253.67708040785513,6.0704658556688482,55,55,1,55,8292,2905.7646233523697,8.8523234556304491,136.01254088859562,100.02021278545405,236.97967953662945
replicate_C,P049,P049,256,253.67708040785513,6.0704658556688482,57,57,1,56,9586,3509.3976223308869,9.4271696517641548,139.99521572630277,116.00369453803268,112.0303488008684
replicate_C,P071,P071,256,253.67708040785513,6.0704658556688482,56,56,1,57,10718,4107.0903113435643,9.9345579586855344,140.99318092499598,80.006164854259595,186.99645107148015
replicate_C,P087,P087,256,253.67708040785513,6.0704658556688482,58,58,1,58,12028,4781.9357981366511,10.451333604920192,144.00364184243904,162.02731894699002,114.01738451768425
replicate_C,P061,P061,256,253.67708040785513,6.0704658556688482,59,59,1,59,10719,4116.3610682417502,9.9420272904253881,147.01670584255626,117.9552859356193,155.97683665319289
replicate_C,P075,P075,256,253.67708040785513,6.0704658556688482,60,60,1,60,10669,4092.6553398361561,9.9229054760236544,151.01255847056794,191.99739549313523,67.994013729577532
replicate_C,P040,P040,256,253.67708040785513,6.0704658556688482,61,61,1,61,8272,2895.4673469296013,8.8418542995130505,154.01161876832253,21.004823031191616,100.00491001104162
replicate_C,P043,P043,256,253.67708040785513,6.0704658556688482,62,62,1,62,9477,3463.5112976913683,9.385901663294776,154.0052611936286,30.008243221754697,208.98898499304491
replicate_C,P080,P080,256,253.67708040785513,6.0704658556688482,63,63,1,63,12133,4821.9131243846969,10.480377451291476,155.99996646424285,64.00413336721104,131.01654351353386
replicate_C,P023,P023,256,253.67708040785513,6.0704658556688482,64,64,1,64,8286,2905.4949629703819,8.8520496097779375,157.01457891247563,194.99190865637181,160.0097739959769
replicate_C,P046,P046,256,253.67708040785513,6.0704658556688482,66,66,1,65,9486,3466.4947587099286,9.3885958881967504,158.02358955120988,208.99562989241539,30.975490407899343
replicate_C,P021,P021,256,253.67708040785513,6.0704658556688482,67,67,1,66,7268,2404.4837328592394,8.3108302395595075,157.97533728537647,120.97842868629583,217.98605400247186
replicate_C,P072,P072,256,253.67708040785513,6.0704658556688482,65,65,1,67,10665,4090.3583814055069,9.9210487542589707,159.00396012803549,176.01414307266643,198.99226421671614
replicate_C,P029,P029,256,253.67708040785513,6.0704658556688482,68,68,1,68,8322,2915.9690750165305,8.8626738659966371,162.99958241816654,38.998360144940399,173.98937523213783
replicate_C,P078,P078,256,253.67708040785513,6.0704658556688482,69,69,1,69,12058,4789.408800873206,10.456775068932597,170.98795585105722,38.997377845220562,68.024302920204988
replicate_C,P079,P079,256,253.67708040785513,6.0704658556688482,70,70,1,70,12090,4800.2439775839903,10.464654654672271,177.99362775707934,28.030065785425023,142.02296907588888
replicate_C,P045,P045,256,253.67708040785513,6.0704658556688482,71,71,1,71,9448,3452.7905674960552,9.3762074819649754,177.00287526356323,45.998270540987569,15.019296891755966
replicate_C,P053,P053,256,253.67708040785513,6.0704658556688482,73,73,1,72,9603,3519.5931041976478,9.4362900783420187,177.98889243634244,98.006745144036557,135.01690266946932
replicate_C,P069,P069,256,253.67708040785513,6.0704658556688482,72,72,1,73,10676,4093.4681713724844,9.9235623532770294,179.01896912547397,79.009556604260581,44.008106165170247
replicate_C,P037,P037,256,253.67708040785513,6.0704658556688482,74,74,1,74,8303,2909.271214000114,8.8558829314062546,179.98704192726026,219.00492127236282,5.0075801448146278
replicate_C,P007,P007,256,253.67708040785513,6.0704658556688482,75,75,1,75,7220,2393.3444156653532,8.297976433246216,183.02629966206479,131.08292323805949,157.97177050419444
replicate_C,P090,P090,256,253.67708040785513,6.0704658556688482,76,76,1,76,12067,4794.6459040361342,10.460585091103759,188.9902962569135,100.01068446413002,85.006579871651795
replicate_C,P084,P084,256,253.67708040785513,6.0704658556688482,77,77,1,77,12080,4801.307923636251,10.465427740761138,194.9965129168192,72.012006113763618,220.98636195521391
replicate_C,P020,P020,256,253.67708040785513,6.0704658556688482,79,79,1,78,7253,2406.5683165851619,8.3132312563312105,193.98106000108567,184.94280746121964,142.95821722267723
replicate_C,P059,P059,256,253.67708040785513,6.0704658556688482,78,78,1,79,10632,4079.1453557488412,9.9119748319575613,196.01962733786331,126.98654224171436,54.001410349047781
replicate_C,P032,P032,256,253.67708040785513,6.0704658556688482,80,80,1,80,8327,2931.2727576554739,8.8781512777728864,197.01848936363803,214.00261642335443,121.99324807624899
