replicate,particle_id,lineage_member_particle_ids,step,elapsed_physical_time_s,experimental_age_h,stable_particle_id,component_label,threshold_voxel_count,h_volume_nm3,equivalent_radius_nm,centroid_x_nm,centroid_y_nm,centroid_z_nm
replicate_A,P057,P057,0,0,6,82,82,9745,3591.2928367095374,9.4999372501090935,187.99999950056116,148.99999993857404,138.00000143013384
replicate_A,P090,P090,0,0,6,83,83,12177,4848.9644067078634,10.499939474500165,197.00000031851076,223.99999906265106,148.00000143179992
replicate_A,P006,P006,0,0,6,84,84,7649,2572.3802212436158,8.4999332939822398,197.00000008495402,242.00000031539213,221.00000202103934
replicate_A,P026,P026,0,0,6,85,85,8631,3053.5608131934537,8.9999339344005058,197.9999973915231,55.000000607480757,37.999997751487911
replicate_A,P008,P008,0,0,6,86,86,7649,2572.3938378913749,8.4999482918160822,201.00001212902535,196.99996885367159,86.999977585882505
replicate_A,P085,P085,0,0,6,87,87,12177,4848.9703012349246,10.49994372916481,205.00000389864937,82.000009000817982,13.999998689569543
replicate_A,P009,P009,0,0,6,88,88,7649,2572.381926487808,8.4999351721984482,209.00000140261517,137.99999871964155,6.0000027699871286
replicate_A,P087,P087,0,0,6,89,89,12177,4848.9773223146667,10.499948796969729,212.99997990246672,151.0000063319207,63.00000184919746
replicate_A,P025,P025,0,0,6,90,90,8631,3053.5978468222233,8.9999703180288062,212.00004053488746,161.99994796024512,226.00000647408794
replicate_A,P065,P065,0,0,6,91,91,10911,4188.7110655247498,9.9999370225799726,214.00000007339662,44.000000148844862,223.0000005840283
replicate_A,P055,P055,0,0,6,92,92,9745,3591.2952975243643,9.4999394199480314,216.00000131237678,68.999992210515131,168.00000459841763
replicate_A,P031,P031,0,0,6,93,93,8631,3053.5897555792862,8.9999623688254715,215.99996238458669,157.00004087868646,192.0000166854895
replicate_A,P033,P033,0,0,6,94,94,8631,3053.5621046911742,8.9999352032352906,218.99999713851312,13.000012590148273,174.99999876492515
replicate_A,P051,P051,0,0,6,95,95,9745,3591.2926754115929,9.4999371078835804,223.00000018565206,235.00000104193299,16.000002106821331
replicate_A,P063,P063,256,253.67708040785513,6.0704658556688482,0,0,10706,4099.6119232442215,9.9285245211392095,235.00275888550181,31.00498992641694,56.990099479301833
replicate_A,P064,P064,256,253.67708040785513,6.0704658556688482,1,1,10773,4128.634050769052,9.9518982467767696,245.99309835856022,61.020490206094408,194.00423866084122
replicate_A,P041,P041,256,253.67708040785513,6.0704658556688482,2,2,8297,2904.9206949961722,8.8514663719692006,234.99490647408138,138.01100934207494,89.975344354748046
replicate_A,P059,P059,256,253.67708040785513,6.0704658556688482,3,3,10643,4086.0404115682054,9.9175564871336306,10.98612020575726,153.97389061759242,237.99114084455184
replicate_A,P036,P036,256,253.67708040785513,6.0704658556688482,4,4,8330,2918.4015382087687,8.8651375565323622,241.98701711867733,177.99877375302765,41.002660155278242
replicate_A,P079,P079,256,253.67708040785513,6.0704658556688482,5,5,12102,4810.4602645033583,10.472073316417637,0.99304657600622814,188.98350008416739,80.978740409869403
replicate_A,P082,P082,256,253.67708040785513,6.0704658556688482,6,6,12114,4809.4257425721162,10.471322565926648,7.9851788804180783,197.01643185306668,225.990359330903
replicate_A,P073,P073,256,253.67708040785513,6.0704658556688482,7,7,10728,4109.317813445934,9.9363536540666573,235.00372575594514,202.99960688272154,147.99824651202047
replicate_A,P027,P027,256,253.67708040785513,6.0704658556688482,8,8,8352,2924.7968959892214,8.8716084918360121,235.98484021107384,223.97605743428372,206.99557302201623
replicate_A,P016,P016,256,253.67708040785513,6.0704658556688482,10,9,7240,2397.4356777269099,8.3027020199846273,11.029580443530584,106.01229721615849,138.00281165240395
replicate_A,P053,P053,256,253.67708040785513,6.0704658556688482,11,10,9563,3502.9375526140038,9.4213816138367399,12.026849711909849,217.98656192798714,101.99399415594169
replicate_A,P056,P056,256,253.67708040785513,6.0704658556688482,12,11,9405,3437.4249527837364,9.3622781269452826,11.989566018626391,237.97031048248789,145.97742659995703
replicate_A,P061,P061,256,253.67708040785513,6.0704658556688482,9,12,10642,4082.5906333831367,9.9147646234800284,13.013066348006211,73.971808845456437,48.964523708515138
replicate_A,P013,P013,256,253.67708040785513,6.0704658556688482,14,13,7232,2397.7385876491276,8.3030516803785499,13.003645331128761,124.97542381902237,202.96965581444604
replicate_A,P071,P071,256,253.67708040785513,6.0704658556688482,13,14,10652,4081.4905385887487,9.9138739993837905,14.999056255481181,13.99385173674311,241.02225843303634
replicate_A,P068,P068,256,253.67708040785513,6.0704658556688482,15,15,10686,4097.1633075324135,9.9265474248201215,17.023380693489429,83.996352227523289,8.9740711211306134
replicate_A,P007,P007,256,253.67708040785513,6.0704658556688482,16,16,7391,2451.4735007527288,8.3646196521363922,20.034113625914983,94.019260997235435,213.97665714842293
replicate_A,P034,P034,256,253.67708040785513,6.0704658556688482,17,17,8306,2911.731244207499,8.8583783561197684,25.019427776416187,1.9831669682441491,77.019036499544967
replicate_A,P091,P091,256,253.67708040785513,6.0704658556688482,18,18,12058,4786.6561632385819,10.454771395836458,26.005283153424791,175.00694864956236,179.98928993610798
replicate_A,P047,P047,256,253.67708040785513,6.0704658556688482,19,19,9589,3513.1288741585063,9.4305095112749502,32.005085382039276,82.047730323833989,172.02778872401097
replicate_A,P052,P052,256,253.67708040785513,6.0704658556688482,20,20,9500,3475.2364442535795,9.3964812081189937,33.011363456146995,214.00267244772118,43.005869508816389
replicate_A,P023,P023,256,253.67708040785513,6.0704658556688482,21,21,8313,2913.0282977381439,8.8596935055742403,35.008486061678738,117.96787454160946,73.016305486172982
replicate_A,P066,P066,256,253.67708040785513,6.0704658556688482,22,22,10834,4149.0630315640556,9.9682856463378471,38.014091242185607,54.027125033479827,234.99536904663432
replicate_A,P024,P024,256,253.67708040785513,6.0704658556688482,23,23,8308,2910.0862790596989,8.856709879261798,38.009718645315118,179.01956784652234,111.07780771367536
replicate_A,P004,P004,256,253.67708040785513,6.0704658556688482,24,24,7268,2403.2316070608586,8.3093873779505838,40.987314282038149,128.99053919150742,115.00307031158117
replicate_A,P072,P072,256,253.67708040785513,6.0704658556688482,25,25,10724,4110.9188382419634,9.9376439155117158,46.002812043408277,83.039171302549775,134.04713615036607
replicate_A,P083,P083,256,253.67708040785513,6.0704658556688482,26,26,12101,4803.8596936328322,10.467281446408503,48.00306206469849,238.00793451447029,228.01530174458679
replicate_A,P075,P075,256,253.67708040785513,6.0704658556688482,27,27,10803,4138.0129387025654,9.9594283522815061,47.981444737214225,242.98351177013029,102.98918638791697
replicate_A,P014,P014,256,253.67708040785513,6.0704658556688482,28,28,7284,2415.1215667127558,8.3230683720890593,48.021191844915819,52.981725075345587,79.030021614738516
replicate_A,P001,P001,256,253.67708040785513,6.0704658556688482,29,29,6313,1969.1024936018837,7.7754685833570463,53.003928123620796,125.96958622583752,215.03628970774545
replicate_A,P058,P058,256,253.67708040785513,6.0704658556688482,30,30,9552,3500.930721183171,9.4195821016427601,59.006195110712319,40.011372053774117,31.995605590664983
replicate_A,P039,P039,256,253.67708040785513,6.0704658556688482,31,31,8299,2913.9400001777308,8.8606176940625581,59.006073227768447,88.046788675440581,51.021379092627079
replicate_A,P000,P000,256,253.67708040785513,6.0704658556688482,32,32,6248,1940.7387294171269,7.7379541932366891,59.958144210081791,74.020661250159478,208.00979088314983
replicate_A,P002,P002,256,253.67708040785513,6.0704658556688482,33,33,6231,1922.2812864329733,7.7133453459085493,61.993634990099793,190.98837294950965,149.99504972294045
replicate_A,P050,P050,256,253.67708040785513,6.0704658556688482,34,34,9455,3457.4492733136876,9.3804225615803354,67.014026496580769,245.00876069433673,148.02402598279093
replicate_A,P078,P078,256,253.67708040785513,6.0704658556688482,35,35,12134,4820.4672546461616,10.479329819016687,67.987607091548952,113.99373121660904,245.95030045062572
replicate_A,P046,P046,256,253.67708040785513,6.0704658556688482,36,36,9416,3441.7139799981387,9.3661704180944181,69.976163513064805,176.98351366916737,93.96085241046184
replicate_A,P095,P095,256,253.67708040785513,6.0704658556688482,37,37,13580,5597.5333650107805,11.014615987406733,72.009177129289185,24.007976337420747,227.98645334136296
replicate_A,P044,P044,256,253.67708040785513,6.0704658556688482,38,38,9538,3491.7437203133363,9.411335388348478,74.9831720097675,119.01870515044322,168.02745654808163
replicate_A,P030,P030,256,253.67708040785513,6.0704658556688482,39,39,8451,2975.2282932761573,8.9223083611040863,76.981978510270139,60.016354880109326,62.946960657864025
replicate_A,P089,P089,256,253.67708040785513,6.0704658556688482,40,40,12114,4818.9393231071572,10.478222499627677,77.991773870803613,75.988502454170174,111.97775218689692
replicate_A,P035,P035,256,253.67708040785513,6.0704658556688482,41,41,8350,2930.3628829284835,8.8772325822557878,78.003852132433749,232.01510324967091,59.97832418565001
replicate_A,P005,P005,256,253.67708040785513,6.0704658556688482,42,42,7262,2410.0456897617514,8.3172333997846977,78.016200465277436,144.97378124647619,192.03286958947814
replicate_A,P021,P021,256,253.67708040785513,6.0704658556688482,43,43,7143,2364.724073761472,8.2647671266719502,80.00331265767403,196.02361695477944,2.0219484129156409
replicate_A,P048,P048,256,253.67708040785513,6.0704658556688482,44,44,9492,3472.0333928088257,9.3935934751887125,85.986330574349893,230.02844470889232,176.01766611721158
replicate_A,P017,P017,256,253.67708040785513,6.0704658556688482,45,45,7236,2395.8879739163099,8.3009149870214998,87.00914147520551,234.9827688283907,18.989712969480209
replicate_A,P012,P012,256,253.67708040785513,6.0704658556688482,46,46,7144,2364.90055213306,8.2649727202657264,89.0081204371333,138.99181054147542,51.967883033749033
replicate_A,P086,P086,256,253.67708040785513,6.0704658556688482,47,47,12114,4814.1686275807024,10.47476358395371,92.999130459606093,19.042169209935135,87.971972521024057
replicate_A,P077,P077,256,253.67708040785513,6.0704658556688482,48,48,12120,4813.3453943734385,10.474166480870329,92.99448038133751,44.992886968942805,183.01299697958586
replicate_A,P080,P080,256,253.67708040785513,6.0704658556688482,49,49,12086,4806.140398567476,10.468937684307322,97.992663350991293,70.979764850132838,6.0485197470135672
replicate_A,P062,P062,256,253.67708040785513,6.0704658556688482,50,50,10876,4165.3239798517552,9.9812911914059939,97.991391143762058,86.970013063757506,77.983560470891788
replicate_A,P003,P003,256,253.67708040785513,6.0704658556688482,51,51,6126,1896.827487817947,7.6791486591472999,98.012462034839473,41.014899561092264,34.070984203113468
replicate_A,P019,P019,256,253.67708040785513,6.0704658556688482,52,52,7206,2382.3425233515281,8.2852419950671496,99.012298970099167,12.974386842178383,203.96015215263066
replicate_A,P011,P011,256,253.67708040785513,6.0704658556688482,53,53,7173,2373.6295641169381,8.2751290970749114,98.989616244297352,59.940679080545998,136.91394281149371
replicate_A,P040,P040,256,253.67708040785513,6.0704658556688482,54,54,8286,2902.3744597680052,8.8488794391877477,105.99003223437553,136.03656299132467,233.97545934510731
replicate_A,P038,P038,256,253.67708040785513,6.0704658556688482,55,55,8295,2903.8615399766359,8.8503904717226778,107.97193630445588,151.00007103784986,169.007394732915
replicate_A,P022,P022,256,253.67708040785513,6.0704658556688482,56,56,7141,2365.0717144684795,8.2651721110186944,111.00248771942233,184.99285766899081,206.01589285912664
replicate_A,P018,P018,256,253.67708040785513,6.0704658556688482,57,57,7235,2392.8052258512198,8.2973532438749427,111.99155900622731,215.03449405212135,78.990873362468747
replicate_A,P070,P070,256,253.67708040785513,6.0704658556688482,58,58,10722,4108.5780814823702,9.9357573929333043,117.96761028971042,76.984584354945113,47.987311398943739
replicate_A,P049,P049,256,253.67708040785513,6.0704658556688482,59,59,9483,3467.2940937718222,9.3893174679329832,128.97535473790487,1.0100051079593975,30.051081710680162
replicate_A,P020,P020,256,253.67708040785513,6.0704658556688482,60,60,7227,2388.1725190796647,8.2919949530811028,131.00021967817958,124.98356249991011,64.004435388889505
replicate_A,P084,P084,256,253.67708040785513,6.0704658556688482,61,61,12037,4778.2429971019346,10.44864260025661,135.99115975324699,67.976261664816505,103.99401551371852
replicate_A,P029,P029,256,253.67708040785513,6.0704658556688482,63,62,8153,2850.125335862585,8.7954578119568421,137.99475541836958,226.98442161309748,167.01845792534994
replicate_A,P042,P042,256,253.67708040785513,6.0704658556688482,64,63,9441,3454.2253224670267,9.3775060159212664,138.98443750754601,0.95863314748242223,77.968526893141714
replicate_A,P074,P074,256,253.67708040785513,6.0704658556688482,62,64,10701,4105.8620900088363,9.9335675533434973,139.00529578435629,167.96648310419613,5.9405560175302687
replicate_A,P088,P088,256,253.67708040785513,6.0704658556688482,65,65,11982,4761.9692460648348,10.43676710447054,140.98359236670888,67.019835307923174,146.0171635165747
replicate_A,P032,P032,256,253.67708040785513,6.0704658556688482,66,66,8242,2882.5979987972205,8.8287351850440281,144.01476767816405,186.99084042686027,123.99600287474443
replicate_A,P093,P093,256,253.67708040785513,6.0704658556688482,67,67,13303,5481.9826928490493,10.938296302386195,145.99457334302744,66.002464525881237,220.00060854199214
replicate_A,P076,P076,256,253.67708040785513,6.0704658556688482,68,68,11996,4763.8206643473368,10.438119508401211,146.99176397869101,23.98580055231125,166.97296291052379
replicate_A,P094,P094,256,253.67708040785513,6.0704658556688482,69,69,13379,5516.687835613031,10.961330356361545,146.99691715011284,115.01200130932403,2.0174258667028115
replicate_A,P010,P010,256,253.67708040785513,6.0704658556688482,70,70,7311,2420.4225385173063,8.3291533811737537,155.01272045282298,196.01501290507397,221.04627590322877
replicate_A,P069,P069,256,253.67708040785513,6.0704658556688482,71,71,10668,4090.8820533577532,9.9214721200366185,161.98269039553855,154.01340752490577,64.017673126662615
replicate_A,P045,P045,256,253.67708040785513,6.0704658556688482,72,72,9434,3440.5489060473933,9.3651134338133986,168.00580519429425,112.99999175272455,172.99351035645699
replicate_A,P028,P028,256,253.67708040785513,6.0704658556688482,73,73,8352,2926.1201378809333,8.8729461931643598,169.00466121560564,148.01491114264743,102.00036934124044
replicate_A,P043,P043,256,253.67708040785513,6.0704658556688482,74,74,9549,3500.4636648371152,9.4191631967280216,171.00525332188244,218.96163726996735,241.98179590555037
replicate_A,P015,P015,256,253.67708040785513,6.0704658556688482,76,75,7164,2370.9556159979643,8.2720205552901422,174.02561154781341,174.08116126952845,12.06477152338171
replicate_A,P067,P067,256,253.67708040785513,6.0704658556688482,75,76,10735,4113.5972735748519,9.9398017103145158,175.00942497263799,200.97856224602953,54.002824501490977
replicate_A,P092,P092,256,253.67708040785513,6.0704658556688482,77,77,13514,5568.6424742704921,10.995633154083729,179.001602505172,181.01481963747017,196.03793443571141
replicate_A,P054,P054,256,253.67708040785513,6.0704658556688482,78,78,9472,3461.3184220107837,9.3839203925533923,182.98888888609437,102.01485234112295,102.98451517873038
replicate_A,P037,P037,256,253.67708040785513,6.0704658556688482,79,79,8207,2868.5309838534145,8.8143504158679811,184.99069123391769,2.9808636102621189,107.01737264906573
replicate_A,P081,P081,256,253.67708040785513,6.0704658556688482,80,80,12045,4787.6503000987968,10.455495126822546,189.01147759723688,20.010954122158118,20.9989109460479
replicate_A,P057,P057,256,253.67708040785513,6.0704658556688482,82,81,9501,3473.5867168222526,9.3949941067733782,187.9938019039121,149.00515836718668,137.97517410983983
replicate_A,P060,P060,256,253.67708040785513,6.0704658556688482,81,82,10606,4064.0217330692362,9.8997099580921102,188.99528101293956,85.019358457596667,64.007534363015708
replicate_A,P090,P090,256,253.67708040785513,6.0704658556688482,83,83,12000,4767.4099829398865,10.440740397069641,197.01074788979739,224.01338811858972,147.98063332101736
replicate_A,P006,P006,256,253.67708040785513,6.0704658556688482,84,84,7249,2398.2192015077985,8.3036064107299161,197.01402180925263,241.9978471752184,221.01104387729441
replicate_A,P026,P026,256,253.67708040785513,6.0704658556688482,85,85,8223,2878.5583730341859,8.8246091085992848,198.01853307774817,55.008238370052339,37.975039889050556
replicate_A,P008,P008,256,253.67708040785513,6.0704658556688482,86,86,7126,2358.8665124005897,8.2579373787065649,200.98156585830245,197.03431350502234,87.009687803393362
replicate_A,P085,P085,256,253.67708040785513,6.0704658556688482,87,87,11955,4754.6816955324666,10.431440365620395,204.99800638960033,81.96668315617184,14.042039137460442
replicate_A,P009,P009,256,253.67708040785513,6.0704658556688482,88,88,7206,2386.1080312133881,8.2896048887064602,208.98951984529506,138.04178347541117,6.0233387606852533
replicate_A,P087,P087,256,253.67708040785513,6.0704658556688482,89,89,12092,4805.200783458441,10.468255403425145,213.02621156151113,151.00910821834043,63.022080504596502
replicate_A,P025,P025,256,253.67708040785513,6.0704658556688482,90,90,8349,2933.066553141869,8.8799619065281341,212.00421333757055,162.00256430003984,225.9285260781011
replicate_A,P065,P065,256,253.67708040785513,6.0704658556688482,91,91,10657,4085.605108359026,9.9172042881791285,214.01276307787248,43.969319223613404,222.99446621099091
