T,xB0,gp_L_eta_mode,lambda_eta,gp_gamma_alpha_gp,D_alpha,c,v_A,v_B,zeta_eta,zeta0_eta,Mcrit_eta,gp_M_eta_phys_input,gp_M_eta_ratio_to_crit_input,M_eta_used,M_eta_over_Mcrit,L_eta_reaction_approx_phys,L_eta_reaction_approx_code,L_eta_full_phys,L_eta_full_code,L_eta_diff_phys,L_eta_diff_code,L_eta_full_over_L_diff,L_eta_full_over_L_reaction_approx,gp_L_eta_kernel_used,S_eta_W,S_eta_grad,S_eta_total,eta_regime_classification
6.5315000000e+02,3.0000000000e-02,sto_S218b,1.0000000000e-09,5.0000000000e-02,9.7253593945e-18,2.4384891121e+04,6.5000000000e-01,3.5000000000e-01,-4.8190356027e+04,2.2939559798e-01,1.7595047374e-12,nan,1.0000000000e+00,1.7595047374e-12,1.0000000000e+00,4.8103686517e-08,5.9829376839e+03,2.4051843258e-08,2.9914688420e+03,4.8103686517e-08,5.9829376839e+03,5.0000000000e-01,5.0000000000e-01,2.9914688420e+03,5.3419086463e-01,1.9770946907e+02,1.9824365994e+02,mixed-control
