case_name,picard_enabled,picard_iters,picard_omega,nsteps,dt,total_walltime_s,avg_walltime_per_step_s,median_walltime_per_step_s,min_walltime_per_step_s,max_walltime_per_step_s,warmup_excluded_avg_walltime_per_step_s,estimated_steps_per_hour,relative_slowdown_vs_baseline
gp_eta_S218b_Mratio_1,0.00000000000000000e+00,1.00000000000000000e+00,1.00000000000000000e+00,5.00000000000000000e+02,1.00000000000000005e-04,2.29819878786802292e+01,4.59639757573604563e-02,1.88295301049947739e-02,1.88151728361845016e-02,1.37287982180714607e+00,4.52539337038689732e-02,7.95510954596245138e+04,1.00000000000000000e+00
