step,time_code,dt,max_abs_dgbulk_idx,max_abs_dgbulk_i,max_abs_dgbulk_j,max_abs_dgbulk_k,max_abs_dgbulk_value,eta_before,phi_before,xB_before,Y_before,h_eta,hp_eta,mu_PbTe_raw,mu_Ag2Te_raw,gp_mu_reference_raw,drive_raw_formula_value,dgbulk_deta_raw_formula_value,energy_scale,mu_PbTe_dimless,mu_Ag2Te_dimless,gp_mu_reference_dimless,drive_dimless_formula_value,dgbulk_deta_dimless_formula_value,dgbulk_deta_kernel_used,eta_rhs_bulk,eta_rhs_double_well,eta_rhs_elastic,eta_rhs_total,dxB,deta,eta_rhs_bulk_absmax,eta_rhs_double_well_absmax,eta_rhs_elastic_absmax,eta_rhs_total_absmax,phi_rhs_chem_at_loc,phi_rhs_total_at_loc,phi_rhs_dw_at_loc,phi_rhs_elastic_at_loc,phi_chem_rhs_absmax,phi_double_well_absmax,phi_elastic_absmax,phi_rhs_total_absmax,eta_bulk_rhs_absmax_over_phi_chem_rhs_absmax,eta_Ldt_bulk_absmax_over_phi_Ldt_chem_absmax,gp_W_eta_kernel_used,gp_kappa_eta_kernel_used,gp_L_eta,S_eta_W,S_eta_grad,S_eta_total,W_phi,kappa_phi,L_phi,S_phi_W,S_phi_grad,S_phi_total,region_class,is_eta_interface,is_far_field_like,is_phi_nonzero,eta_peak_idx,eta_peak_i,eta_peak_j,eta_peak_k,eta_peak_value
21,2.1000000000e-03,1.0000000000e-04,447024,48,48,48,-5.4025171997e-99,5.2491306818e-50,6.1587208695e-01,3.4005164433e-02,-3.3466460798e+00,1.4463125515e-147,8.2660118744e-98,-1.5282482658e+05,-1.4602883682e+05,-1.5352923284e+05,3.0830026807e+03,-7.4004200314e-95,1.3779024000e+04,-1.1091121300e+01,-1.0597908591e+01,-1.1142242937e+01,2.2374608540e-01,-5.3707868071e-99,-5.4025171997e-99,-5.4025171997e-99,1.8746895292e-49,0.0000000000e+00,1.8746895292e-49,-1.0566927544e-03,-5.2491306818e-50,5.4025171997e-99,1.8746895292e-49,0.0000000000e+00,1.8746895292e-49,-1.1081677396e+00,-1.2178168742e+00,-1.0964913455e-01,0.0000000000e+00,1.2695209334e+00,1.9245007608e-01,0.0000000000e+00,1.2899501393e+00,4.2555558225e-99,5.3135614878e-96,1.7857142857e+00,2.2321428571e-01,2.9914688420e+03,5.3419086463e-01,1.9770946907e+02,1.9824365994e+02,1.0000000000e+00,4.5000000000e+00,2.3958248488e+00,2.3958248488e-04,3.1921888688e+00,3.1924284512e+00,far_field,0,1,1,834096,90,48,48,7.2486654091e-54
22,2.2000000000e-03,1.0000000000e-04,861744,93,48,48,-3.2511283496e-106,7.2299261336e-54,8.9131522181e-02,2.8586707157e-02,-3.5258101890e+00,3.7792148349e-159,1.5681549569e-105,-1.5280442946e+05,-1.4666254633e+05,-1.5352923284e+05,2.8744624790e+03,-4.4797995418e-102,1.3779024000e+04,-1.1089640998e+01,-1.0643899476e+01,-1.1142242937e+01,2.0861147197e-01,-3.2511733355e-106,-3.2511283496e-106,-3.2511283496e-106,2.5821164763e-53,0.0000000000e+00,2.5821164763e-53,-8.6118157136e-05,-7.2299261336e-54,3.2511283496e-106,2.5888090747e-53,0.0000000000e+00,2.5888090747e-53,-1.2141662789e-01,1.2012242921e-02,1.3342887081e-01,0.0000000000e+00,1.2679677395e+00,1.9245008816e-01,0.0000000000e+00,1.2858204826e+00,2.5640465829e-106,3.2015134436e-103,1.7857142857e+00,2.2321428571e-01,2.9914688420e+03,5.3419086463e-01,1.9770946907e+02,1.9824365994e+02,1.0000000000e+00,4.5000000000e+00,2.3958248488e+00,2.3958248488e-04,3.1921888688e+00,3.1924284512e+00,far_field,0,1,1,447024,48,48,48,4.8277990177e-57
23,2.3000000000e-03,1.0000000000e-04,447024,48,48,48,-4.5297791705e-113,4.8277990177e-57,6.1385780422e-01,3.2256711900e-02,-3.4012407113e+00,1.1252461770e-168,6.9922930066e-112,-1.5281841497e+05,-1.4621601500e+05,-1.5352923284e+05,3.0216578622e+03,-6.2071160079e-109,1.3779024000e+04,-1.1090655983e+01,-1.0611492875e+01,-1.1142242937e+01,2.1929404160e-01,-4.5047573819e-113,-4.5297791705e-113,-4.5297791705e-113,1.7242139349e-56,0.0000000000e+00,1.7242139349e-56,-3.7629283438e-04,-4.8277990177e-57,4.5297791705e-113,1.7242139349e-56,0.0000000000e+00,1.7242139349e-56,-1.0896096560e+00,-1.1975634323e+00,-1.0795377629e-01,0.0000000000e+00,1.2657369087e+00,1.9245008830e-01,0.0000000000e+00,1.2819718396e+00,3.5787683361e-113,4.4685127860e-110,1.7857142857e+00,2.2321428571e-01,2.9914688420e+03,5.3419086463e-01,1.9770946907e+02,1.9824365994e+02,1.0000000000e+00,4.5000000000e+00,2.3958248488e+00,2.3958248488e-04,3.1921888688e+00,3.1924284512e+00,far_field,0,1,1,443280,48,9,48,6.4156637488e-61
24,2.4000000000e-03,1.0000000000e-04,442992,48,6,48,-2.5353089620e-120,6.4075947597e-61,1.0610201615e-01,2.8377629721e-02,-3.5333660721e+00,2.6307835197e-180,1.2317181181e-119,-1.5280361119e+05,-1.4669045738e+05,-1.5352923284e+05,2.8652254867e+03,-3.4934201629e-116,1.3779024000e+04,-1.1089581613e+01,-1.0645925094e+01,-1.1142242937e+01,2.0794110575e-01,-2.5353175689e-120,-2.5353089620e-120,-2.5353089620e-120,2.2884266999e-60,0.0000000000e+00,2.2884266999e-60,-5.0889995627e-05,-6.4075947597e-61,2.5353089620e-120,2.2913084817e-60,0.0000000000e+00,2.2913084817e-60,-1.6515521128e-01,-1.5719173682e-02,1.4943603760e-01,0.0000000000e+00,1.2629264857e+00,1.9245007621e-01,0.0000000000e+00,1.2783500349e+00,2.0074873642e-120,2.5065838613e-117,1.7857142857e+00,2.2321428571e-01,2.9914688420e+03,5.3419086463e-01,1.9770946907e+02,1.9824365994e+02,1.0000000000e+00,4.5000000000e+00,2.3958248488e+00,2.3958248488e-04,3.1921888688e+00,3.1924284512e+00,far_field,0,1,1,447024,48,48,48,4.3978123457e-64
25,2.5000000000e-03,1.0000000000e-04,447024,48,48,48,-3.7762033529e-127,4.3978123457e-64,6.1194882754e-01,3.1770322777e-02,-3.4169367210e+00,8.5057004198e-190,5.8022260283e-126,-1.5281660254e+05,-1.4627081861e+05,-1.5352923284e+05,3.0036546791e+03,-5.1761766007e-123,1.3779024000e+04,-1.1090524448e+01,-1.0615470196e+01,-1.1142242937e+01,2.1798747713e-01,-3.7565625843e-127,-3.7762033529e-127,-3.7762033529e-127,1.5706472663e-63,0.0000000000e+00,1.5706472663e-63,1.0750388223e-04,-4.3978123457e-64,3.7762033529e-127,1.5706472663e-63,0.0000000000e+00,1.5706472663e-63,-1.0868477227e+00,-1.1931845376e+00,-1.0633681491e-01,0.0000000000e+00,1.2596552952e+00,1.9245006681e-01,0.0000000000e+00,1.2749970053e+00,2.9978069137e-127,3.7431141851e-124,1.7857142857e+00,2.2321428571e-01,2.9914688420e+03,5.3419086463e-01,1.9770946907e+02,1.9824365994e+02,1.0000000000e+00,4.5000000000e+00,2.3958248488e+00,2.3958248488e-04,3.1921888688e+00,3.1924284512e+00,far_field,0,1,1,450768,48,87,48,5.6779973129e-68
26,2.6000000000e-03,1.0000000000e-04,451056,48,90,48,-1.9774998986e-134,5.6630404777e-68,1.0612751779e-01,2.8285753235e-02,-3.5367035178e+00,1.8161386358e-201,9.6210082357e-134,-1.5280325088e+05,-1.4670281471e+05,-1.5352923284e+05,2.8611346245e+03,-2.7248120210e-130,1.3779024000e+04,-1.1089555463e+01,-1.0646821916e+01,-1.1142242937e+01,2.0764421519e-01,-1.9775072755e-134,-1.9774998986e-134,-1.9774998986e-134,2.0225144563e-67,0.0000000000e+00,2.0225144563e-67,-2.9776666453e-05,-5.6630404777e-68,1.9774998986e-134,2.0278561832e-67,0.0000000000e+00,2.0278561832e-67,-1.6498306116e-01,-1.5525047605e-02,1.4945801356e-01,0.0000000000e+00,1.2560598432e+00,1.9245008467e-01,0.0000000000e+00,1.2719518322e+00,1.5743675823e-134,1.9657829205e-131,1.7857142857e+00,2.2321428571e-01,2.9914688420e+03,5.3419086463e-01,1.9770946907e+02,1.9824365994e+02,1.0000000000e+00,4.5000000000e+00,2.3958248488e+00,2.3958248488e-04,3.1921888688e+00,3.1924284512e+00,far_field,0,1,1,447024,48,48,48,4.1231096712e-71
27,2.7000000000e-03,1.0000000000e-04,447024,48,48,48,-3.3683859105e-141,4.1231096712e-71,6.1013844952e-01,3.2154751899e-02,-3.4045119631e+00,7.0093001959e-211,5.1000100082e-140,-1.5281803608e+05,-1.4622740089e+05,-1.5352923284e+05,3.0179190814e+03,-4.6185538643e-137,1.3779024000e+04,-1.1090628486e+01,-1.0612319196e+01,-1.1142242937e+01,2.1902270302e-01,-3.3518730095e-141,-3.3683859105e-141,-3.3683859105e-141,1.4725391683e-70,0.0000000000e+00,1.4725391683e-70,3.9840220918e-04,-4.1231096712e-71,3.3683859105e-141,1.4725391683e-70,0.0000000000e+00,1.4725391683e-70,-1.0958798639e+00,-1.2006741852e+00,-1.0479432134e-01,0.0000000000e+00,1.2522742888e+00,1.9245008965e-01,0.0000000000e+00,1.2692943410e+00,2.6898147958e-141,3.3585498357e-138,1.7857142857e+00,2.2321428571e-01,2.9914688420e+03,5.3419086463e-01,1.9770946907e+02,1.9824365994e+02,1.0000000000e+00,4.5000000000e+00,2.3958248488e+00,2.3958248488e-04,3.1921888688e+00,3.1924284512e+00,far_field,0,1,1,443280,48,9,48,5.1538703969e-75
28,2.8000000000e-03,1.0000000000e-04,443280,48,9,48,-1.6295573400e-148,5.1538703969e-75,1.2675023019e-01,2.8385340418e-02,-3.5330864557e+00,1.3689906430e-222,7.9687140203e-148,-1.5280364141e+05,-1.4668942287e+05,-1.5352923284e+05,2.8655679238e+03,-2.2453824054e-144,1.3779024000e+04,-1.1089583806e+01,-1.0645850016e+01,-1.1142242937e+01,2.0796595780e-01,-1.6295656393e-148,-1.6295573400e-148,-1.6295573400e-148,1.8406679989e-74,0.0000000000e+00,1.8406679989e-74,4.8343693855e-05,-5.1538703969e-75,1.6295573400e-148,1.8406679989e-74,0.0000000000e+00,1.8406679989e-74,-2.2495561719e-01,-5.9703597367e-02,1.6525201983e-01,0.0000000000e+00,1.2484145352e+00,1.9245008148e-01,0.0000000000e+00,1.2670917674e+00,1.3053014797e-148,1.6298222751e-145,1.7857142857e+00,2.2321428571e-01,2.9914688420e+03,5.3419086463e-01,1.9770946907e+02,1.9824365994e+02,1.0000000000e+00,4.5000000000e+00,2.3958248488e+00,2.3958248488e-04,3.1921888688e+00,3.1924284512e+00,far_field,0,1,1,447024,48,48,48,3.9069862250e-78
29,2.9000000000e-03,1.0000000000e-04,447024,48,48,48,-3.0848343658e-155,3.9069862250e-78,6.0842025757e-01,3.3025669732e-02,-3.3768868196e+00,5.9638352835e-232,4.5793624088e-154,-1.5282125473e+05,-1.4613184966e+05,-1.5352923284e+05,3.0492698916e+03,-4.2309279583e-151,1.3779024000e+04,-1.1090862076e+01,-1.0605384653e+01,-1.1142242937e+01,2.2129795924e-01,-3.0705570716e-155,-3.0848343658e-155,-3.0848343658e-155,1.3953522232e-77,0.0000000000e+00,1.3953522232e-77,5.0090230989e-04,-3.9069862250e-78,3.0848343658e-155,1.3953522232e-77,0.0000000000e+00,1.3953522232e-77,-1.1111510236e+00,-1.2144733813e+00,-1.0332235777e-01,0.0000000000e+00,1.2445852318e+00,1.9245005959e-01,0.0000000000e+00,1.2653823753e+00,2.4786043470e-155,3.0948287723e-152,1.7857142857e+00,2.2321428571e-01,2.9914688420e+03,5.3419086463e-01,1.9770946907e+02,1.9824365994e+02,1.0000000000e+00,4.5000000000e+00,2.3958248488e+00,2.3958248488e-04,3.1921888688e+00,3.1924284512e+00,far_field,0,1,1,443280,48,9,48,4.7637850695e-82
30,3.0000000000e-03,1.0000000000e-04,443280,48,9,48,-1.3946253284e-162,4.7637850695e-82,1.2677758996e-01,2.8497968858e-02,-3.5290105429e+00,1.0810766241e-243,6.8080944564e-162,-1.5280408245e+05,-1.4667435714e+05,-1.5352923284e+05,2.8705542529e+03,-1.9216675507e-158,1.3779024000e+04,-1.1089615814e+01,-1.0644756635e+01,-1.1142242937e+01,2.0832783605e-01,-1.3946325594e-162,-1.3946253284e-162,-1.3946253284e-162,1.7013518105e-81,0.0000000000e+00,1.7013518105e-81,8.0182803552e-05,-4.7637850695e-82,1.3946253284e-162,1.7013518105e-81,0.0000000000e+00,1.7013518105e-81,-2.2544064296e-01,-6.0170246610e-02,1.6527039635e-01,0.0000000000e+00,1.2408715468e+00,1.9245002353e-01,0.0000000000e+00,1.2641600594e+00,1.1239078952e-162,1.4033310705e-159,1.7857142857e+00,2.2321428571e-01,2.9914688420e+03,5.3419086463e-01,1.9770946907e+02,1.9824365994e+02,1.0000000000e+00,4.5000000000e+00,2.3958248488e+00,2.3958248488e-04,3.1921888688e+00,3.1924284512e+00,far_field,0,1,1,447024,48,48,48,3.6944232574e-85
31,3.1000000000e-03,1.0000000000e-04,447024,48,48,48,-2.8140039682e-169,3.6944232574e-85,6.0678704542e-01,3.4013468782e-02,-3.3463933045e+00,5.0424308218e-253,4.0946289614e-168,-1.5282485664e+05,-1.4602798285e+05,-1.5352923284e+05,3.0832820269e+03,-3.8604367092e-165,1.3779024000e+04,-1.1091123482e+01,-1.0597846615e+01,-1.1142242937e+01,2.2376635870e-01,-2.8016764534e-169,-2.8140039682e-169,-2.8140039682e-169,1.3194368776e-84,0.0000000000e+00,1.3194368776e-84,4.3588899101e-04,-3.6944232574e-85,2.8140039682e-169,1.3194368776e-84,0.0000000000e+00,1.3194368776e-84,-1.1273058003e+00,-1.2292218730e+00,-1.0191607263e-01,0.0000000000e+00,1.2373262056e+00,1.9244997293e-01,0.0000000000e+00,1.2633674902e+00,2.2742619978e-169,2.8396833383e-166,1.7857142857e+00,2.2321428571e-01,2.9914688420e+03,5.3419086463e-01,1.9770946907e+02,1.9824365994e+02,1.0000000000e+00,4.5000000000e+00,2.3958248488e+00,2.3958248488e-04,3.1921888688e+00,3.1924284512e+00,far_field,0,1,1,450768,48,87,48,4.4296019727e-89
32,3.2000000000e-03,1.0000000000e-04,450768,48,87,48,-1.2090519022e-176,4.4296019727e-89,1.2680547069e-01,2.8673721057e-02,-3.5226813748e+00,8.6914875370e-265,5.8864120911e-176,-1.5280476932e+05,-1.4665101540e+05,-1.5352923284e+05,2.8782773947e+03,-1.6659643582e-172,1.3779024000e+04,-1.1089665663e+01,-1.0643062629e+01,-1.1142242937e+01,2.0888833597e-01,-1.2090583180e-176,-1.2090519022e-176,-1.2090519022e-176,1.5820007046e-88,0.0000000000e+00,1.5820007046e-88,1.0990585637e-04,-4.4296019727e-89,1.2090519022e-176,1.5820007046e-88,0.0000000000e+00,1.5820007046e-88,-2.2614847497e-01,-6.0859359087e-02,1.6528911588e-01,0.0000000000e+00,1.2339801436e+00,1.9245001889e-01,0.0000000000e+00,1.2628881225e+00,9.7979850688e-177,1.2233935658e-173,1.7857142857e+00,2.2321428571e-01,2.9914688420e+03,5.3419086463e-01,1.9770946907e+02,1.9824365994e+02,1.0000000000e+00,4.5000000000e+00,2.3958248488e+00,2.3958248488e-04,3.1921888688e+00,3.1924284512e+00,far_field,0,1,1,447024,48,48,48,3.4736855366e-92
33,3.3000000000e-03,1.0000000000e-04,447024,48,48,48,-2.5301361576e-183,3.4736855366e-92,6.0523070598e-01,3.4804614242e-02,-3.3225805820e+00,4.1915195982e-274,3.6199473621e-182,-1.5282770417e+05,-1.4594806982e+05,-1.5352923284e+05,3.1094006999e+03,-3.4717749535e-179,1.3779024000e+04,-1.1091330138e+01,-1.0592047000e+01,-1.1142242937e+01,2.2566189738e-01,-2.5196087571e-183,-2.5301361576e-183,-2.5301361576e-183,1.2406019773e-91,0.0000000000e+00,1.2406019773e-91,2.5384627868e-04,-3.4736855366e-92,2.5301361576e-183,1.2406019773e-91,0.0000000000e+00,1.2406019773e-91,-1.1403582968e+00,-1.2409279133e+00,-1.0056961647e-01,0.0000000000e+00,1.2308244861e+00,1.9245005731e-01,0.0000000000e+00,1.2625544319e+00,2.0556433400e-183,2.5667122557e-180,1.7857142857e+00,2.2321428571e-01,2.9914688420e+03,5.3419086463e-01,1.9770946907e+02,1.9824365994e+02,1.0000000000e+00,4.5000000000e+00,2.3958248488e+00,2.3958248488e-04,3.1921888688e+00,3.1924284512e+00,far_field,0,1,1,450768,48,87,48,4.1225112156e-96
34,3.4000000000e-03,1.0000000000e-04,450768,48,87,48,-1.0508904070e-190,4.1225112156e-96,1.2683402872e-01,2.8906240925e-02,-3.5143655022e+00,7.0062485097e-286,5.0985296169e-190,-1.5280567554e+05,-1.4662044462e+05,-1.5352923284e+05,2.8883881257e+03,-1.4480323139e-186,1.3779024000e+04,-1.1089731431e+01,-1.0640843983e+01,-1.1142242937e+01,2.0962211298e-01,-1.0508961403e-190,-1.0508904070e-190,-1.0508904070e-190,1.4723254342e-95,0.0000000000e+00,1.4723254342e-95,1.3312097813e-04,-4.1225112156e-96,1.0508904070e-190,1.4723254342e-95,0.0000000000e+00,1.4723254342e-95,-2.2705189620e-01,-6.1743613252e-02,1.6530828295e-01,0.0000000000e+00,1.2278616045e+00,1.9245008101e-01,0.0000000000e+00,1.2621632104e+00,8.5587040356e-191,1.0686547668e-187,1.7857142857e+00,2.2321428571e-01,2.9914688420e+03,5.3419086463e-01,1.9770946907e+02,1.9824365994e+02,1.0000000000e+00,4.5000000000e+00,2.3958248488e+00,2.3958248488e-04,3.1921888688e+00,3.1924284512e+00,far_field,0,1,1,447024,48,48,48,3.2521926994e-99
35,3.5000000000e-03,1.0000000000e-04,447024,48,48,48,-2.2447953499e-197,3.2521926994e-99,6.0374270845e-01,3.5199580074e-02,-3.3108871084e+00,3.4397653050e-295,3.1730272062e-196,-1.5282911332e+05,-1.4590921909e+05,-1.5352923284e+05,3.1220825027e+03,-3.0808374632e-193,1.3779024000e+04,-1.1091432407e+01,-1.0589227444e+01,-1.1142242937e+01,2.2658226756e-01,-2.2358894673e-197,-2.2447953499e-197,-2.2447953499e-197,1.1614973926e-98,0.0000000000e+00,1.1614973926e-98,2.6167807708e-05,-3.2521926994e-99,2.2447953499e-197,1.1614973926e-98,0.0000000000e+00,1.1614973926e-98,-1.1481697580e+00,-1.2474463223e+00,-9.9276564287e-02,0.0000000000e+00,1.2250249068e+00,1.9245008969e-01,0.0000000000e+00,1.2615204148e+00,1.8324487425e-197,2.2880275744e-194,1.7857142857e+00,2.2321428571e-01,2.9914688420e+03,5.3419086463e-01,1.9770946907e+02,1.9824365994e+02,1.0000000000e+00,4.5000000000e+00,2.3958248488e+00,2.3958248488e-04,3.1921888688e+00,3.1924284512e+00,far_field,0,1,1,450768,48,87,48,3.8311143765e-103
36,3.6000000000e-03,1.0000000000e-04,450768,48,87,48,-9.1126367654e-205,3.8311143765e-103,1.2686340431e-01,2.9180276467e-02,-3.5046477728e+00,5.6230941303e-307,4.4032312098e-204,-1.5280673987e+05,-1.4658486213e+05,-1.5352923284e+05,2.9001501816e+03,-1.2556394725e-200,1.3779024000e+04,-1.1089808674e+01,-1.0638261617e+01,-1.1142242937e+01,2.1047573338e-01,-9.1126880429e-205,-9.1126367654e-205,-9.1126367654e-205,1.3682551345e-102,0.0000000000e+00,1.3682551345e-102,1.4560245377e-04,-3.8311143765e-103,9.1126367654e-205,1.3682551345e-102,0.0000000000e+00,1.3682551345e-102,-2.2809235054e-01,-6.2764359433e-02,1.6532799111e-01,0.0000000000e+00,1.2222773985e+00,1.9245008393e-01,0.0000000000e+00,1.2604400820e+00,7.4554571464e-205,9.3090142908e-202,1.7857142857e+00,2.2321428571e-01,2.9914688420e+03,5.3419086463e-01,1.9770946907e+02,1.9824365994e+02,1.0000000000e+00,4.5000000000e+00,2.3958248488e+00,2.3958248488e-04,3.1921888688e+00,3.1924284512e+00,far_field,0,1,1,447024,48,48,48,3.0332187887e-106
37,3.7000000000e-03,1.0000000000e-04,447024,48,48,48,-1.9666170810e-211,3.0332187887e-106,6.0231476941e-01,3.5142582490e-02,-3.3125667650e+00,2.7906873109e-316,2.7601248660e-210,-1.5282891048e+05,-1.4591478363e+05,-1.5352923284e+05,3.1202667625e+03,-2.6995150191e-207,1.3779024000e+04,-1.1091417685e+01,-1.0589631285e+01,-1.1142242937e+01,2.2645049188e-01,-1.9591482090e-211,-1.9666170810e-211,-1.9666170810e-211,1.0832924245e-105,0.0000000000e+00,1.0832924245e-105,-1.8088032794e-04,-3.0332187887e-106,1.9666170810e-211,1.0832924245e-105,0.0000000000e+00,1.0832924245e-105,-1.1503006394e+00,-1.2483311571e+00,-9.8030517683e-02,0.0000000000e+00,1.2195446333e+00,1.9245006307e-01,0.0000000000e+00,1.2588116025e+00,1.6125831129e-211,2.0134995009e-208,1.7857142857e+00,2.2321428571e-01,2.9914688420e+03,5.3419086463e-01,1.9770946907e+02,1.9824365994e+02,1.0000000000e+00,4.5000000000e+00,2.3958248488e+00,2.3958248488e-04,3.1921888688e+00,3.1924284512e+00,far_field,0,1,1,450768,48,87,48,3.5559883942e-110
38,3.8000000000e-03,1.0000000000e-04,450768,48,87,48,-7.8842248842e-219,3.5559883942e-110,1.2689370534e-01,2.9472844646e-02,-3.4943700641e+00,0.0000000000e+00,3.7935160380e-218,-1.5280787178e+05,-1.4654739679e+05,-1.5352923284e+05,2.9125273080e+03,-1.0863755540e-214,1.3779024000e+04,-1.1089890821e+01,-1.0635542604e+01,-1.1142242937e+01,2.1137399195e-01,-7.8842707145e-219,-7.8842248842e-219,-7.8842248842e-219,1.2699958551e-109,0.0000000000e+00,1.2699958551e-109,1.4499632327e-04,-3.5559883942e-110,7.8842248842e-219,1.2699958551e-109,0.0000000000e+00,1.2699958551e-109,-2.2918674363e-01,-6.3838431588e-02,1.6534831205e-01,0.0000000000e+00,1.2168125321e+00,1.9245008128e-01,0.0000000000e+00,1.2565821222e+00,6.4794080238e-219,8.0903022719e-216,1.7857142857e+00,2.2321428571e-01,2.9914688420e+03,5.3419086463e-01,1.9770946907e+02,1.9824365994e+02,1.0000000000e+00,4.5000000000e+00,2.3958248488e+00,2.3958248488e-04,3.1921888688e+00,3.1924284512e+00,far_field,0,1,1,447024,48,48,48,2.8207087081e-113
39,3.9000000000e-03,1.0000000000e-04,447024,48,48,48,-1.7054507914e-225,2.8207087081e-113,6.0093942266e-01,3.4698641414e-02,-3.3257398074e+00,0.0000000000e+00,2.3869192848e-224,-1.5282732467e+05,-1.4595861059e+05,-1.5352923284e+05,3.1059581020e+03,-2.3413704849e-221,1.3779024000e+04,-1.1091302597e+01,-1.0592811986e+01,-1.1142242937e+01,2.2541205401e-01,-1.6992281057e-225,-1.7054507914e-225,-1.7054507914e-225,1.0073959672e-112,0.0000000000e+00,1.0073959672e-112,-3.2778656098e-04,-2.8207087081e-113,1.7054507914e-225,1.0073959672e-112,0.0000000000e+00,1.0073959672e-112,-1.1474995088e+00,-1.2443251384e+00,-9.6825629606e-02,0.0000000000e+00,1.2140239936e+00,1.9245008971e-01,0.0000000000e+00,1.2537752344e+00,1.4047916684e-225,1.7540474661e-222,1.7857142857e+00,2.2321428571e-01,2.9914688420e+03,5.3419086463e-01,1.9770946907e+02,1.9824365994e+02,1.0000000000e+00,4.5000000000e+00,2.3958248488e+00,2.3958248488e-04,3.1921888688e+00,3.1924284512e+00,far_field,0,1,1,450768,48,87,48,3.2994086293e-117
40,4.0000000000e-03,1.0000000000e-04,450768,48,87,48,-6.8151096924e-233,3.2994086293e-117,1.2692499624e-01,2.9757750683e-02,-3.4844561567e+00,0.0000000000e+00,3.2658291910e-232,-1.5280896968e+05,-1.4651142220e+05,-1.5352923284e+05,2.9244047783e+03,-9.3906123884e-229,1.3779024000e+04,-1.1089970500e+01,-1.0632931781e+01,-1.1142242937e+01,2.1223598844e-01,-6.8151506147e-233,-6.8151096924e-233,-6.8151096924e-233,1.1783602248e-116,0.0000000000e+00,1.1783602248e-116,1.3212812331e-04,-3.2994086293e-117,6.8151096924e-233,1.1783602248e-116,0.0000000000e+00,1.1783602248e-116,-2.3024517828e-01,-6.4875890079e-02,1.6536928820e-01,0.0000000000e+00,1.2111613559e+00,1.9245008389e-01,0.0000000000e+00,1.2504500686e+00,5.6269213507e-233,7.0258724902e-230,1.7857142857e+00,2.2321428571e-01,2.9914688420e+03,5.3419086463e-01,1.9770946907e+02,1.9824365994e+02,1.0000000000e+00,4.5000000000e+00,2.3958248488e+00,2.3958248488e-04,3.1921888688e+00,3.1924284512e+00,far_field,0,1,1,447024,48,48,48,2.6201165181e-120
41,4.1000000000e-03,1.0000000000e-04,447024,48,48,48,-1.4709114921e-239,2.6201165181e-120,5.9961034918e-01,3.3996038422e-02,-3.3469239344e+00,0.0000000000e+00,2.0595031705e-238,-1.5282479353e+05,-1.4602977565e+05,-1.5352923284e+05,3.0826955686e+03,-2.0196459859e-235,1.3779024000e+04,-1.1091118902e+01,-1.0597976725e+01,-1.1142242937e+01,2.2372379703e-01,-1.4657395080e-239,-1.4709114921e-239,-1.4709114921e-239,9.3575589932e-120,0.0000000000e+00,9.3575589932e-120,-4.0515777103e-04,-2.6201165181e-120,1.4709114921e-239,9.3575589932e-120,0.0000000000e+00,9.3575589932e-120,-1.1411213176e+00,-1.2367782429e+00,-9.5656925324e-02,0.0000000000e+00,1.2082155434e+00,1.9245006308e-01,0.0000000000e+00,1.2467012380e+00,1.2174247386e-239,1.5200978380e-236,1.7857142857e+00,2.2321428571e-01,2.9914688420e+03,5.3419086463e-01,1.9770946907e+02,1.9824365994e+02,1.0000000000e+00,4.5000000000e+00,2.3958248488e+00,2.3958248488e-04,3.1921888688e+00,3.1924284512e+00,far_field,0,1,1,450480,48,84,48,3.0615048854e-124
42,4.2000000000e-03,1.0000000000e-04,450768,48,87,48,-5.8883881054e-247,3.0614361787e-124,1.2695729697e-01,3.0012114459e-02,-3.4756824668e+00,0.0000000000e+00,2.8117174429e-246,-1.5280994625e+05,-1.4647972101e+05,-1.5352923284e+05,2.9348654289e+03,-8.1136743675e-243,1.3779024000e+04,-1.1090041374e+01,-1.0630631096e+01,-1.1142242937e+01,2.1299516054e-01,-5.8884245847e-247,-5.8883881054e-247,-5.8883881054e-247,1.0933700638e-123,0.0000000000e+00,1.0933700638e-123,1.1091243847e-04,-3.0614361787e-124,5.8883881054e-247,1.0933946019e-123,0.0000000000e+00,1.0933946019e-123,-2.3119327616e-01,-6.5802344052e-02,1.6539093211e-01,0.0000000000e+00,1.2051910967e+00,1.9245002729e-01,0.0000000000e+00,1.2426328991e+00,4.8858543029e-247,6.1005632029e-244,1.7857142857e+00,2.2321428571e-01,2.9914688420e+03,5.3419086463e-01,1.9770946907e+02,1.9824365994e+02,1.0000000000e+00,4.5000000000e+00,2.3958248488e+00,2.3958248488e-04,3.1921888688e+00,3.1924284512e+00,far_field,0,1,1,447024,48,48,48,2.4328732120e-127
