step,time_code,dt,max_abs_dgbulk_idx,max_abs_dgbulk_i,max_abs_dgbulk_j,max_abs_dgbulk_k,max_abs_dgbulk_value,eta_before,phi_before,xB_before,Y_before,h_eta,hp_eta,mu_PbTe_raw,mu_Ag2Te_raw,gp_mu_reference_raw,drive_raw_formula_value,dgbulk_deta_raw_formula_value,energy_scale,mu_PbTe_dimless,mu_Ag2Te_dimless,gp_mu_reference_dimless,drive_dimless_formula_value,dgbulk_deta_dimless_formula_value,dgbulk_deta_kernel_used,eta_rhs_bulk,eta_rhs_double_well,eta_rhs_elastic,eta_rhs_total,dxB,deta,eta_rhs_bulk_absmax,eta_rhs_double_well_absmax,eta_rhs_elastic_absmax,eta_rhs_total_absmax,phi_rhs_chem_at_loc,phi_rhs_total_at_loc,phi_rhs_dw_at_loc,phi_rhs_elastic_at_loc,phi_chem_rhs_absmax,phi_double_well_absmax,phi_elastic_absmax,phi_rhs_total_absmax,eta_bulk_rhs_absmax_over_phi_chem_rhs_absmax,eta_Ldt_bulk_absmax_over_phi_Ldt_chem_absmax,gp_W_eta_kernel_used,gp_kappa_eta_kernel_used,gp_L_eta,S_eta_W,S_eta_grad,S_eta_total,W_phi,kappa_phi,L_phi,S_phi_W,S_phi_grad,S_phi_total,region_class,is_eta_interface,is_far_field_like,is_phi_nonzero,eta_peak_idx,eta_peak_i,eta_peak_j,eta_peak_k,eta_peak_value
65,6.5000000000e-03,1.0000000000e-04,0,0,0,0,-0.0000000000e+00,0.0000000000e+00,1.0389005463e-02,2.7583791369e-02,-3.5625555800e+00,0.0000000000e+00,0.0000000000e+00,-1.5280048320e+05,-1.4679913060e+05,-1.5352923284e+05,2.8292230504e+03,-0.0000000000e+00,1.3779024000e+04,-1.1089354602e+01,-1.0653811954e+01,-1.1142242937e+01,2.0532826203e-01,-0.0000000000e+00,-0.0000000000e+00,-0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,4.1625845455e-06,0.0000000000e+00,0.0000000000e+00,3.8550593048e-204,0.0000000000e+00,3.8550593048e-204,-1.9156355136e-03,1.8219272007e-02,2.0134907520e-02,0.0000000000e+00,1.1499485558e+00,1.9245008588e-01,0.0000000000e+00,1.1795607585e+00,0.0000000000e+00,0.0000000000e+00,1.7857142857e+00,2.2321428571e-01,2.9914688420e+03,5.3419086463e-01,1.9770946907e+02,1.9824365994e+02,1.0000000000e+00,4.5000000000e+00,2.3958248488e+00,2.3958248488e-04,3.1921888688e+00,3.1924284512e+00,far_field,0,1,1,450480,48,84,48,1.2594041188e-208
66,6.6000000000e-03,1.0000000000e-04,0,0,0,0,-0.0000000000e+00,0.0000000000e+00,1.0413377939e-02,2.7587953953e-02,-3.5624004038e+00,0.0000000000e+00,0.0000000000e+00,-1.5280049969e+05,-1.4679854935e+05,-1.5352923284e+05,2.8294157710e+03,-0.0000000000e+00,1.3779024000e+04,-1.1089355799e+01,-1.0653769770e+01,-1.1142242937e+01,2.0534224855e-01,-0.0000000000e+00,-0.0000000000e+00,-0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,2.2748283358e-05,0.0000000000e+00,0.0000000000e+00,4.4978718529e-208,0.0000000000e+00,4.4978718529e-208,-1.9246737578e-03,1.8255968322e-02,2.0180642080e-02,0.0000000000e+00,1.1490117088e+00,1.9245006986e-01,0.0000000000e+00,1.1790082156e+00,0.0000000000e+00,0.0000000000e+00,1.7857142857e+00,2.2321428571e-01,2.9914688420e+03,5.3419086463e-01,1.9770946907e+02,1.9824365994e+02,1.0000000000e+00,4.5000000000e+00,2.3958248488e+00,2.3958248488e-04,3.1921888688e+00,3.1924284512e+00,far_field,0,1,1,447024,48,48,48,1.0028539599e-211
67,6.7000000000e-03,1.0000000000e-04,0,0,0,0,-0.0000000000e+00,0.0000000000e+00,1.0437592367e-02,2.7610702237e-02,-3.5615527766e+00,0.0000000000e+00,0.0000000000e+00,-1.5280058979e+05,-1.4679537500e+05,-1.5352923284e+05,2.8304682309e+03,-0.0000000000e+00,1.3779024000e+04,-1.1089362337e+01,-1.0653539394e+01,-1.1142242937e+01,2.0541862986e-01,-0.0000000000e+00,-0.0000000000e+00,-0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,4.2346624113e-05,0.0000000000e+00,0.0000000000e+00,3.5816212853e-211,0.0000000000e+00,3.5816212853e-211,-1.9342777991e-03,1.8291795352e-02,2.0226073151e-02,0.0000000000e+00,1.1481844970e+00,1.9245007465e-01,0.0000000000e+00,1.1785321806e+00,0.0000000000e+00,0.0000000000e+00,1.7857142857e+00,2.2321428571e-01,2.9914688420e+03,5.3419086463e-01,1.9770946907e+02,1.9824365994e+02,1.0000000000e+00,4.5000000000e+00,2.3958248488e+00,2.3958248488e-04,3.1921888688e+00,3.1924284512e+00,far_field,0,1,1,450480,48,84,48,1.1700459353e-215
68,6.8000000000e-03,1.0000000000e-04,0,0,0,0,-0.0000000000e+00,0.0000000000e+00,1.0461652514e-02,2.7653048861e-02,-3.5599766983e+00,0.0000000000e+00,0.0000000000e+00,-1.5280075743e+05,-1.4678947558e+05,-1.5352923284e+05,2.8324240583e+03,-0.0000000000e+00,1.3779024000e+04,-1.1089374504e+01,-1.0653111249e+01,-1.1142242937e+01,2.0556057223e-01,-0.0000000000e+00,-0.0000000000e+00,-0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,6.2750172064e-05,0.0000000000e+00,0.0000000000e+00,4.1787354833e-215,0.0000000000e+00,4.1787354833e-215,-1.9444876650e-03,1.8326720275e-02,2.0271207940e-02,0.0000000000e+00,1.1474617069e+00,1.9245008795e-01,0.0000000000e+00,1.1781153916e+00,0.0000000000e+00,0.0000000000e+00,1.7857142857e+00,2.2321428571e-01,2.9914688420e+03,5.3419086463e-01,1.9770946907e+02,1.9824365994e+02,1.0000000000e+00,4.5000000000e+00,2.3958248488e+00,2.3958248488e-04,3.1921888688e+00,3.1924284512e+00,far_field,0,1,1,447024,48,48,48,9.3174823429e-219
69,6.9000000000e-03,1.0000000000e-04,0,0,0,0,-0.0000000000e+00,0.0000000000e+00,1.0485562025e-02,2.7715799033e-02,-3.5576455368e+00,0.0000000000e+00,0.0000000000e+00,-1.5280100568e+05,-1.4678075690e+05,-1.5352923284e+05,2.8353142366e+03,-0.0000000000e+00,1.3779024000e+04,-1.1089392520e+01,-1.0652478500e+01,-1.1142242937e+01,2.0577032427e-01,-0.0000000000e+00,-0.0000000000e+00,-0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,8.3703148613e-05,0.0000000000e+00,0.0000000000e+00,3.3276722653e-218,0.0000000000e+00,3.3276722653e-218,-1.9553349878e-03,1.8360718420e-02,2.0316053408e-02,0.0000000000e+00,1.1468399887e+00,1.9245008888e-01,0.0000000000e+00,1.1777430160e+00,0.0000000000e+00,0.0000000000e+00,1.7857142857e+00,2.2321428571e-01,2.9914688420e+03,5.3419086463e-01,1.9770946907e+02,1.9824365994e+02,1.0000000000e+00,4.5000000000e+00,2.3958248488e+00,2.3958248488e-04,3.1921888688e+00,3.1924284512e+00,far_field,0,1,1,450480,48,84,48,1.0870617641e-222
70,7.0000000000e-03,1.0000000000e-04,0,0,0,0,-0.0000000000e+00,0.0000000000e+00,1.0509324418e-02,2.7799502182e-02,-3.5545439433e+00,0.0000000000e+00,0.0000000000e+00,-1.5280133649e+05,-1.4676916991e+05,-1.5352923284e+05,2.8391546569e+03,-0.0000000000e+00,1.3779024000e+04,-1.1089416528e+01,-1.0651637584e+01,-1.1142242937e+01,2.0604903924e-01,-0.0000000000e+00,-0.0000000000e+00,-0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,1.0489813525e-04,0.0000000000e+00,0.0000000000e+00,3.8823634433e-222,0.0000000000e+00,3.8823634433e-222,-1.9668410714e-03,1.8393775214e-02,2.0360616285e-02,0.0000000000e+00,1.1463137119e+00,1.9245007806e-01,0.0000000000e+00,1.1774126683e+00,0.0000000000e+00,0.0000000000e+00,1.7857142857e+00,2.2321428571e-01,2.9914688420e+03,5.3419086463e-01,1.9770946907e+02,1.9824365994e+02,1.0000000000e+00,4.5000000000e+00,2.3958248488e+00,2.3958248488e-04,3.1921888688e+00,3.1924284512e+00,far_field,0,1,1,447024,48,48,48,8.6570579300e-226
71,7.1000000000e-03,1.0000000000e-04,0,0,0,0,-0.0000000000e+00,0.0000000000e+00,1.0532943098e-02,2.7904400317e-02,-3.5506697594e+00,0.0000000000e+00,0.0000000000e+00,-1.5280175054e+05,-1.4675471781e+05,-1.5352923284e+05,2.8439437619e+03,-0.0000000000e+00,1.3779024000e+04,-1.1089446578e+01,-1.0650588736e+01,-1.1142242937e+01,2.0639660414e-01,-0.0000000000e+00,-0.0000000000e+00,-0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,1.2597473236e-04,0.0000000000e+00,0.0000000000e+00,3.0918064036e-225,0.0000000000e+00,3.0918064036e-225,-1.9790149730e-03,1.8425888102e-02,2.0404903075e-02,0.0000000000e+00,1.1458812370e+00,1.9245006729e-01,0.0000000000e+00,1.1771274658e+00,0.0000000000e+00,0.0000000000e+00,1.7857142857e+00,2.2321428571e-01,2.9914688420e+03,5.3419086463e-01,1.9770946907e+02,1.9824365994e+02,1.0000000000e+00,4.5000000000e+00,2.3958248488e+00,2.3958248488e-04,3.1921888688e+00,3.1924284512e+00,far_field,0,1,1,450480,48,84,48,1.0099909291e-229
72,7.2000000000e-03,1.0000000000e-04,0,0,0,0,-0.0000000000e+00,0.0000000000e+00,1.0556421354e-02,2.8030375049e-02,-3.5460358086e+00,0.0000000000e+00,0.0000000000e+00,-1.5280224701e+05,-1.4673746243e+05,-1.5352923284e+05,2.8496604367e+03,-0.0000000000e+00,1.3779024000e+04,-1.1089482609e+01,-1.0649336443e+01,-1.1142242937e+01,2.0681148656e-01,-0.0000000000e+00,-0.0000000000e+00,-0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,1.4652101483e-04,0.0000000000e+00,0.0000000000e+00,3.6071104612e-229,0.0000000000e+00,3.6071104612e-229,-1.9918517097e-03,1.8457068354e-02,2.0448920064e-02,0.0000000000e+00,1.1455420229e+00,1.9245008485e-01,0.0000000000e+00,1.1768814923e+00,0.0000000000e+00,0.0000000000e+00,1.7857142857e+00,2.2321428571e-01,2.9914688420e+03,5.3419086463e-01,1.9770946907e+02,1.9824365994e+02,1.0000000000e+00,4.5000000000e+00,2.3958248488e+00,2.3958248488e-04,3.1921888688e+00,3.1924284512e+00,far_field,0,1,1,447024,48,48,48,8.0436225552e-233
73,7.3000000000e-03,1.0000000000e-04,0,0,0,0,-0.0000000000e+00,0.0000000000e+00,1.0579762362e-02,2.8176896064e-02,-3.5406714424e+00,0.0000000000e+00,0.0000000000e+00,-1.5280282340e+05,-1.4671752947e+05,-1.5352923284e+05,2.8562623222e+03,-0.0000000000e+00,1.3779024000e+04,-1.1089524439e+01,-1.0647889827e+01,-1.1142242937e+01,2.0729061232e-01,-0.0000000000e+00,-0.0000000000e+00,-0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,1.6607866185e-04,0.0000000000e+00,0.0000000000e+00,2.8727223412e-232,0.0000000000e+00,2.8727223412e-232,-2.0053307224e-03,1.8487342601e-02,2.0492673323e-02,0.0000000000e+00,1.1452965514e+00,1.9245008973e-01,0.0000000000e+00,1.1766693742e+00,0.0000000000e+00,0.0000000000e+00,1.7857142857e+00,2.2321428571e-01,2.9914688420e+03,5.3419086463e-01,1.9770946907e+02,1.9824365994e+02,1.0000000000e+00,4.5000000000e+00,2.3958248488e+00,2.3958248488e-04,3.1921888688e+00,3.1924284512e+00,far_field,0,1,1,450480,48,84,48,9.3840714105e-237
74,7.4000000000e-03,1.0000000000e-04,0,0,0,0,-0.0000000000e+00,0.0000000000e+00,1.0602969189e-02,2.8342974726e-02,-3.5346236932e+00,0.0000000000e+00,0.0000000000e+00,-1.5280347534e+05,-1.4669511180e+05,-1.5352923284e+05,2.8636847423e+03,-0.0000000000e+00,1.3779024000e+04,-1.1089571753e+01,-1.0646262885e+01,-1.1142242937e+01,2.0782928764e-01,-0.0000000000e+00,-0.0000000000e+00,-0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,1.8415257561e-04,0.0000000000e+00,0.0000000000e+00,3.3514540752e-236,0.0000000000e+00,3.3514540752e-236,-2.0194147434e-03,1.8516753969e-02,2.0536168713e-02,0.0000000000e+00,1.1451479006e+00,1.9245008501e-01,0.0000000000e+00,1.1764940513e+00,0.0000000000e+00,0.0000000000e+00,1.7857142857e+00,2.2321428571e-01,2.9914688420e+03,5.3419086463e-01,1.9770946907e+02,1.9824365994e+02,1.0000000000e+00,4.5000000000e+00,2.3958248488e+00,2.3958248488e-04,3.1921888688e+00,3.1924284512e+00,far_field,0,1,1,447024,48,48,48,7.4738015737e-240
75,7.5000000000e-03,1.0000000000e-04,0,0,0,0,-0.0000000000e+00,0.0000000000e+00,1.0626044793e-02,2.8527127301e-02,-3.5279578756e+00,0.0000000000e+00,0.0000000000e+00,-1.5280419652e+05,-1.4667047050e+05,-1.5352923284e+05,2.8718404331e+03,-0.0000000000e+00,1.3779024000e+04,-1.1089624092e+01,-1.0644474565e+01,-1.1142242937e+01,2.0842117940e-01,-0.0000000000e+00,-0.0000000000e+00,-0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,2.0022560118e-04,0.0000000000e+00,0.0000000000e+00,2.6692148477e-239,0.0000000000e+00,2.6692148477e-239,-2.0340492178e-03,1.8545362667e-02,2.0579411885e-02,0.0000000000e+00,1.1450951127e+00,1.9245006819e-01,0.0000000000e+00,1.1763575742e+00,0.0000000000e+00,0.0000000000e+00,1.7857142857e+00,2.2321428571e-01,2.9914688420e+03,5.3419086463e-01,1.9770946907e+02,1.9824365994e+02,1.0000000000e+00,4.5000000000e+00,2.3958248488e+00,2.3958248488e-04,3.1921888688e+00,3.1924284512e+00,far_field,0,1,1,450480,48,84,48,8.7191571606e-244
76,7.6000000000e-03,1.0000000000e-04,0,0,0,0,-0.0000000000e+00,0.0000000000e+00,1.0648992022e-02,2.8727352903e-02,-3.5207574872e+00,0.0000000000e+00,0.0000000000e+00,-1.5280497860e+05,-1.4664393290e+05,-1.5352923284e+05,2.8806202364e+03,-0.0000000000e+00,1.3779024000e+04,-1.1089680851e+01,-1.0642548624e+01,-1.1142242937e+01,2.0905836555e-01,-0.0000000000e+00,-0.0000000000e+00,-0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,2.1377858080e-04,0.0000000000e+00,0.0000000000e+00,3.1139847002e-243,0.0000000000e+00,3.1139847002e-243,-2.0491624186e-03,1.8573245866e-02,2.0622408285e-02,0.0000000000e+00,1.1451400830e+00,1.9245003916e-01,0.0000000000e+00,1.1762678146e+00,0.0000000000e+00,0.0000000000e+00,1.7857142857e+00,2.2321428571e-01,2.9914688420e+03,5.3419086463e-01,1.9770946907e+02,1.9824365994e+02,1.0000000000e+00,4.5000000000e+00,2.3958248488e+00,2.3958248488e-04,3.1921888688e+00,3.1924284512e+00,far_field,0,1,1,447024,48,48,48,6.9444682237e-247
77,7.7000000000e-03,1.0000000000e-04,0,0,0,0,-0.0000000000e+00,0.0000000000e+00,1.0671813618e-02,2.8941131483e-02,-3.5131232751e+00,0.0000000000e+00,0.0000000000e+00,-1.5280581127e+05,-1.4661588754e+05,-1.5352923284e+05,2.8898948789e+03,-0.0000000000e+00,1.3779024000e+04,-1.1089741282e+01,-1.0640513257e+01,-1.1142242937e+01,2.0973146421e-01,-0.0000000000e+00,-0.0000000000e+00,-0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,2.2431540491e-04,0.0000000000e+00,0.0000000000e+00,2.4801672228e-246,0.0000000000e+00,2.4801672228e-246,-2.0646663666e-03,1.8600496783e-02,2.0665163150e-02,0.0000000000e+00,1.1452892590e+00,1.9244999784e-01,0.0000000000e+00,1.1762341835e+00,0.0000000000e+00,0.0000000000e+00,1.7857142857e+00,2.2321428571e-01,2.9914688420e+03,5.3419086463e-01,1.9770946907e+02,1.9824365994e+02,1.0000000000e+00,4.5000000000e+00,2.3958248488e+00,2.3958248488e-04,3.1921888688e+00,3.1924284512e+00,far_field,0,1,1,450480,48,84,48,8.1015107630e-251
78,7.8000000000e-03,1.0000000000e-04,0,0,0,0,-0.0000000000e+00,0.0000000000e+00,1.0694512212e-02,2.9165446888e-02,-3.5051713828e+00,0.0000000000e+00,0.0000000000e+00,-1.5280668238e+05,-1.4658677547e+05,-1.5352923284e+05,2.8995178846e+03,-0.0000000000e+00,1.3779024000e+04,-1.1089804501e+01,-1.0638400475e+01,-1.1142242937e+01,2.1042984500e-01,-0.0000000000e+00,-0.0000000000e+00,-0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,2.3139197947e-04,0.0000000000e+00,0.0000000000e+00,2.8933967011e-250,0.0000000000e+00,2.8933967011e-250,-2.0804586192e-03,1.8627222892e-02,2.0707681512e-02,0.0000000000e+00,1.1455443563e+00,1.9245000460e-01,0.0000000000e+00,1.1762672556e+00,0.0000000000e+00,0.0000000000e+00,1.7857142857e+00,2.2321428571e-01,2.9914688420e+03,5.3419086463e-01,1.9770946907e+02,1.9824365994e+02,1.0000000000e+00,4.5000000000e+00,2.3958248488e+00,2.3958248488e-04,3.1921888688e+00,3.1924284512e+00,far_field,0,1,1,447024,48,48,48,6.4527244700e-254
79,7.9000000000e-03,1.0000000000e-04,0,0,0,0,-0.0000000000e+00,0.0000000000e+00,1.0717090329e-02,2.9396838868e-02,-3.4970305468e+00,0.0000000000e+00,0.0000000000e+00,-1.5280757816e+05,-1.4655707845e+05,-1.5352923284e+05,2.9093295819e+03,-0.0000000000e+00,1.3779024000e+04,-1.1089869512e+01,-1.0636245241e+01,-1.1142242937e+01,2.1114191992e-01,-0.0000000000e+00,-0.0000000000e+00,-0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,2.3464718938e-04,0.0000000000e+00,0.0000000000e+00,2.3045444536e-253,0.0000000000e+00,2.3045444536e-253,-2.0964249321e-03,1.8653543266e-02,2.0749968198e-02,0.0000000000e+00,1.1459077140e+00,1.9245004418e-01,0.0000000000e+00,1.1763783582e+00,0.0000000000e+00,0.0000000000e+00,1.7857142857e+00,2.2321428571e-01,2.9914688420e+03,5.3419086463e-01,1.9770946907e+02,1.9824365994e+02,1.0000000000e+00,4.5000000000e+00,2.3958248488e+00,2.3958248488e-04,3.1921888688e+00,3.1924284512e+00,far_field,0,1,1,450480,48,84,48,7.5277447447e-258
80,8.0000000000e-03,1.0000000000e-04,0,0,0,0,-0.0000000000e+00,0.0000000000e+00,1.0739550388e-02,2.9631486057e-02,-3.4888383965e+00,0.0000000000e+00,0.0000000000e+00,-1.5280848365e+05,-1.4652730402e+05,-1.5352923284e+05,2.9191620674e+03,-0.0000000000e+00,1.3779024000e+04,-1.1089935227e+01,-1.0634084389e+01,-1.1142242937e+01,2.1185550351e-01,-0.0000000000e+00,-0.0000000000e+00,-0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,2.3383313379e-04,0.0000000000e+00,0.0000000000e+00,2.6884802660e-257,0.0000000000e+00,2.6884802660e-257,-2.1124427168e-03,1.8679585115e-02,2.0792027832e-02,0.0000000000e+00,1.1463813947e+00,1.9245007142e-01,0.0000000000e+00,1.1765791311e+00,0.0000000000e+00,0.0000000000e+00,1.7857142857e+00,2.2321428571e-01,2.9914688420e+03,5.3419086463e-01,1.9770946907e+02,1.9824365994e+02,1.0000000000e+00,4.5000000000e+00,2.3958248488e+00,2.3958248488e-04,3.1921888688e+00,3.1924284512e+00,far_field,0,1,1,447024,48,48,48,5.9958834618e-261
81,8.1000000000e-03,1.0000000000e-04,0,0,0,0,-0.0000000000e+00,0.0000000000e+00,1.0761894701e-02,2.9865319191e-02,-3.4807369941e+00,0.0000000000e+00,0.0000000000e+00,-1.5280938308e+05,-1.4649796845e+05,-1.5352923284e+05,2.9288448831e+03,-0.0000000000e+00,1.3779024000e+04,-1.1090000503e+01,-1.0631955387e+01,-1.1142242937e+01,2.1255822496e-01,-0.0000000000e+00,-0.0000000000e+00,-0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,2.2884132233e-04,0.0000000000e+00,0.0000000000e+00,2.1413869506e-260,0.0000000000e+00,2.1413869506e-260,-2.1283851435e-03,1.8705479693e-02,2.0833864836e-02,0.0000000000e+00,1.1469666196e+00,1.9245008644e-01,0.0000000000e+00,1.1768810612e+00,0.0000000000e+00,0.0000000000e+00,1.7857142857e+00,2.2321428571e-01,2.9914688420e+03,5.3419086463e-01,1.9770946907e+02,1.9824365994e+02,1.0000000000e+00,4.5000000000e+00,2.3958248488e+00,2.3958248488e-04,3.1921888688e+00,3.1924284512e+00,far_field,0,1,1,450480,48,84,48,6.9947192024e-265
82,8.2000000000e-03,1.0000000000e-04,0,0,0,0,-0.0000000000e+00,0.0000000000e+00,1.0784125476e-02,3.0094160513e-02,-3.4728678440e+00,0.0000000000e+00,0.0000000000e+00,-1.5281026051e+05,-1.4646957838e+05,-1.5352923284e+05,2.9382110799e+03,-0.0000000000e+00,1.3779024000e+04,-1.1090064181e+01,-1.0629895004e+01,-1.1142242937e+01,2.1323796808e-01,-0.0000000000e+00,-0.0000000000e+00,-0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,2.1972134501e-04,0.0000000000e+00,0.0000000000e+00,2.4981140009e-264,0.0000000000e+00,2.4981140009e-264,-2.1441256585e-03,1.8731357782e-02,2.0875483440e-02,0.0000000000e+00,1.1476635042e+00,1.9245008973e-01,0.0000000000e+00,1.1772950032e+00,0.0000000000e+00,0.0000000000e+00,1.7857142857e+00,2.2321428571e-01,2.9914688420e+03,5.3419086463e-01,1.9770946907e+02,1.9824365994e+02,1.0000000000e+00,4.5000000000e+00,2.3958248488e+00,2.3958248488e-04,3.1921888688e+00,3.1924284512e+00,far_field,0,1,1,447024,48,48,48,5.5714534814e-268
83,8.3000000000e-03,1.0000000000e-04,0,0,0,0,-0.0000000000e+00,0.0000000000e+00,1.0806244825e-02,3.0313881858e-02,-3.4653666748e+00,0.0000000000e+00,0.0000000000e+00,-1.5281110035e+05,-1.4644261240e+05,-1.5352923284e+05,2.9471032755e+03,-0.0000000000e+00,1.3779024000e+04,-1.1090125132e+01,-1.0627937973e+01,-1.1142242937e+01,2.1388331101e-01,-0.0000000000e+00,-0.0000000000e+00,-0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,2.0668891730e-04,0.0000000000e+00,0.0000000000e+00,1.9898048148e-267,0.0000000000e+00,1.9898048148e-267,-2.1595426343e-03,1.8757345047e-02,2.0916887681e-02,0.0000000000e+00,1.1484708195e+00,1.9245008372e-01,0.0000000000e+00,1.1778306943e+00,0.0000000000e+00,0.0000000000e+00,1.7857142857e+00,2.2321428571e-01,2.9914688420e+03,5.3419086463e-01,1.9770946907e+02,1.9824365994e+02,1.0000000000e+00,4.5000000000e+00,2.3958248488e+00,2.3958248488e-04,3.1921888688e+00,3.1924284512e+00,far_field,0,1,1,450480,48,84,48,6.4995228585e-272
84,8.4000000000e-03,1.0000000000e-04,0,0,0,0,-0.0000000000e+00,0.0000000000e+00,1.0828254762e-02,3.0520570776e-02,-3.4583583486e+00,0.0000000000e+00,0.0000000000e+00,-1.5281188804e+05,-1.4641750377e+05,-1.5352923284e+05,2.9553792960e+03,-0.0000000000e+00,1.3779024000e+04,-1.1090182298e+01,-1.0626115737e+01,-1.1142242937e+01,2.1448393558e-01,-0.0000000000e+00,-0.0000000000e+00,-0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,1.9012120510e-04,0.0000000000e+00,0.0000000000e+00,2.3212581637e-271,0.0000000000e+00,2.3212581637e-271,-2.1745238361e-03,1.8783557579e-02,2.0958081415e-02,0.0000000000e+00,1.1494145491e+00,1.9245006522e-01,0.0000000000e+00,1.1784962742e+00,0.0000000000e+00,0.0000000000e+00,1.7857142857e+00,2.2321428571e-01,2.9914688420e+03,5.3419086463e-01,1.9770946907e+02,1.9824365994e+02,1.0000000000e+00,4.5000000000e+00,2.3958248488e+00,2.3958248488e-04,3.1921888688e+00,3.1924284512e+00,far_field,0,1,1,447024,48,48,48,5.1771232282e-275
85,8.5000000000e-03,1.0000000000e-04,0,0,0,0,-0.0000000000e+00,0.0000000000e+00,1.0850157209e-02,3.0710691981e-02,-3.4519522639e+00,0.0000000000e+00,0.0000000000e+00,-1.5281261059e+05,-1.4639462557e+05,-1.5352923284e+05,2.9629170097e+03,-0.0000000000e+00,1.3779024000e+04,-1.1090234736e+01,-1.0624455373e+01,-1.1142242937e+01,2.1503097822e-01,-0.0000000000e+00,-0.0000000000e+00,-0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,1.7053885685e-04,0.0000000000e+00,0.0000000000e+00,1.8489725815e-274,0.0000000000e+00,1.8489725815e-274,-2.1889703961e-03,1.8810097931e-02,2.0999068327e-02,0.0000000000e+00,1.1504873569e+00,1.9245008045e-01,0.0000000000e+00,1.1792978248e+00,0.0000000000e+00,0.0000000000e+00,1.7857142857e+00,2.2321428571e-01,2.9914688420e+03,5.3419086463e-01,1.9770946907e+02,1.9824365994e+02,1.0000000000e+00,4.5000000000e+00,2.3958248488e+00,2.3958248488e-04,3.1921888688e+00,3.1924284512e+00,far_field,0,1,1,450480,48,84,48,6.0394557198e-279
86,8.6000000000e-03,1.0000000000e-04,0,0,0,0,-0.0000000000e+00,0.0000000000e+00,1.0871954005e-02,3.0881230838e-02,-3.4462385901e+00,0.0000000000e+00,0.0000000000e+00,-1.5281325709e+05,-1.4637427916e+05,-1.5352923284e+05,2.9696180344e+03,-0.0000000000e+00,1.3779024000e+04,-1.1090281655e+01,-1.0622978751e+01,-1.1142242937e+01,2.1551729893e-01,-0.0000000000e+00,-0.0000000000e+00,-0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,1.4857596326e-04,0.0000000000e+00,0.0000000000e+00,2.1569484714e-278,0.0000000000e+00,2.1569484714e-278,-2.2028000250e-03,1.8837051915e-02,2.1039851940e-02,0.0000000000e+00,1.1516584962e+00,1.9245008936e-01,0.0000000000e+00,1.1802411512e+00,0.0000000000e+00,0.0000000000e+00,1.7857142857e+00,2.2321428571e-01,2.9914688420e+03,5.3419086463e-01,1.9770946907e+02,1.9824365994e+02,1.0000000000e+00,4.5000000000e+00,2.3958248488e+00,2.3958248488e-04,3.1921888688e+00,3.1924284512e+00,far_field,0,1,1,447024,48,48,48,4.8107483100e-282
