case,step,time_h,particle_id,previous_step,dense_component_label,component_cell_count,h_volume_nm3,equivalent_radius_nm,centroid_x_nm,centroid_y_nm,centroid_z_nm,wraps_periodic_x,wraps_periodic_y,wraps_periodic_z,overlap_parent_ids,overlap_parent_count,identity_event,unresolved_merge,unresolved_split,unresolved_new_component
E,1,0.00027525724870644004,6,0,6,6695,2101.813613697678,7.946365381619932,95.5,43.5,5.500000000000001,True,False,True,6,1,continuous_identity,False,False,False
E,10,0.0027525724870644005,1,1,1,6441,2056.328608607681,7.888624840302033,18.49570852911561,34.4987391848005,56.53132644523986,False,False,False,1,1,continuous_identity,False,False,False
E,10,0.0027525724870644005,2,1,2,11951,4782.59258834789,10.451812073588663,22.502249532012375,5.5008232840629265,22.496156602981987,False,True,False,2,1,continuous_identity,False,False,False
E,10,0.0027525724870644005,3,1,3,9449,3493.1737715186828,9.412620023921837,33.50396951743343,81.49980224364427,70.49809548728928,False,False,False,3,1,continuous_identity,False,False,False
E,10,0.0027525724870644005,4,1,4,11947,4782.12731319384,10.451473127289173,54.501007350331804,37.501941172891826,32.49564354409595,False,False,False,4,1,continuous_identity,False,False,False
E,10,0.0027525724870644005,5,1,5,9452,3494.643231494407,9.413939695780218,86.49309428639776,81.49900077304656,70.50293430867553,True,False,False,5,1,continuous_identity,False,False,False
E,10,0.0027525724870644005,6,1,6,6460,2060.4765727218905,7.893925509898297,95.50331551900526,43.50005141810722,5.485007142342057,True,False,True,6,1,continuous_identity,False,False,False
E,36,0.009909260953431842,1,10,1,6436,2052.728104131029,7.884017985412783,18.495845477486917,34.49359409066013,56.525930340783724,False,False,False,1,1,continuous_identity,False,False,False
E,36,0.009909260953431842,2,10,2,11974,4776.127372156378,10.447100284930826,22.500002275951758,5.501450973870355,22.492278335161565,False,True,False,2,1,continuous_identity,False,False,False
E,36,0.009909260953431842,3,10,3,9472,3492.1114051402756,9.411665718411445,33.50393595476408,81.50061637800289,70.50258502886648,False,False,False,3,1,continuous_identity,False,False,False
E,36,0.009909260953431842,4,10,4,11967,4775.776546885971,10.446844485183506,54.50095353982198,37.50092445285085,32.49927104970374,False,False,False,4,1,continuous_identity,False,False,False
E,36,0.009909260953431842,5,10,5,9474,3493.426407858895,9.412846934338676,86.49510121073584,81.50078817227053,70.49741544673772,True,False,False,5,1,continuous_identity,False,False,False
E,36,0.009909260953431842,6,10,6,6450,2056.646858322479,7.889031782897063,95.50048818465356,43.500216392048955,5.478041622935145,True,False,True,6,1,continuous_identity,False,False,False
E,363,0.09991838128043773,1,36,1,5922,1811.9970180620353,7.562922030958233,18.46732994421021,34.476445059664535,56.5981650340039,False,False,False,1,1,continuous_identity,False,False,False
E,363,0.09991838128043773,2,36,2,12021,4768.30916828491,10.441396768182067,22.49276424872787,5.515906554166102,22.49405056043776,False,True,False,2,1,continuous_identity,False,False,False
E,363,0.09991838128043773,3,36,3,9118,3306.8286262965757,9.242178663427492,33.495127236502896,81.50131319976846,70.49885458365348,False,False,False,3,1,continuous_identity,False,False,False
E,363,0.09991838128043773,4,36,4,11978,4747.286762944044,10.42602957056612,54.48906031899752,37.507052528007655,32.502924940021124,False,False,False,4,1,continuous_identity,False,False,False
E,363,0.09991838128043773,5,36,5,9131,3311.4954149914374,9.246524319630737,86.49576707708644,81.48678493887678,70.5042452349082,True,False,False,5,1,continuous_identity,False,False,False
E,363,0.09991838128043773,6,36,6,5961,1822.3012675170455,7.577230917397,95.52370155342915,43.51275103638151,5.4490187923716755,True,False,True,6,1,continuous_identity,False,False,False
E,3633,1.0000095845504966,1,363,,0,0.0,0.0,,,,False,False,False,1,1,later_coarsening_or_dissolution_candidate,False,False,False
E,3633,1.0000095845504966,2,363,1,16501,7221.571647253639,11.990787458930686,22.362767817794357,5.523447611814907,22.419727874767425,False,True,False,2,1,continuous_identity,False,False,False
E,3633,1.0000095845504966,3,363,2,7664,2606.576347473952,8.537432445796973,33.521616451746105,81.47553162766732,70.575200319777,False,False,False,3,1,continuous_identity,False,False,False
E,3633,1.0000095845504966,4,363,3,16316,7117.412755250902,11.932859147014026,54.547360913676776,37.66715218761436,32.63102050076233,False,False,False,4,1,continuous_identity,False,False,False
E,3633,1.0000095845504966,5,363,4,8579,3046.0586682665303,8.992557390206464,86.45022435329894,81.31421055347619,70.5513521043384,True,False,False,5,1,continuous_identity,False,False,False
E,3633,1.0000095845504966,6,363,,0,0.0,0.0,,,,False,False,False,6,1,later_coarsening_or_dissolution_candidate,False,False,False
E,10899,3.0000287536514896,2,3633,1,22141,10508.735905801997,13.587950503832142,22.281439143990145,5.071047113237039,22.225400300503097,False,True,False,2,1,continuous_identity,False,False,False
E,10899,3.0000287536514896,3,3633,,0,0.0,0.0,,,,False,False,False,3,1,later_coarsening_or_dissolution_candidate,False,False,False
E,10899,3.0000287536514896,4,3633,2,21091,9885.145519973645,13.31368117324588,54.622718850708544,38.01874927920505,32.943947265824036,False,False,False,4,1,continuous_identity,False,False,False
E,10899,3.0000287536514896,5,3633,,0,0.0,0.0,,,,False,False,False,5,1,later_coarsening_or_dissolution_candidate,False,False,False
E,21798,6.000057507302979,2,10899,1,22826,10931.640553136876,13.767832633681126,22.350543155176613,4.8916564227932815,22.047812951202303,False,True,False,2,1,continuous_identity,False,False,False
E,21798,6.000057507302979,4,10899,2,20361,9462.948626144693,13.121373292962641,54.57707271996223,38.28153668518038,33.159987138773765,False,False,False,4,1,continuous_identity,False,False,False
E,43596,12.000115014605958,2,21798,1,28319,14303.86859012122,15.058728412498713,22.538423120902262,4.7623836594656765,21.84114942172879,False,True,True,2,1,continuous_identity,False,False,False
E,43596,12.000115014605958,4,21798,2,14406,6073.946416348754,11.31863657730091,54.60095680524972,38.80050857724362,33.64929112191943,False,False,False,4,1,continuous_identity,False,False,False
E,87191,23.99995477196321,2,43596,1,38195,20583.02837735095,17.000964264894108,22.757992627224432,4.979682521173589,21.97708773621718,False,True,True,2,1,continuous_identity,False,False,False
E,87191,23.99995477196321,4,43596,,0,0.0,0.0,,,,False,False,False,4,1,later_coarsening_or_dissolution_candidate,False,False,False
E,174382,47.99990954392642,2,87191,1,38187,20583.036928708636,17.000966619282128,22.761418703389474,4.9801458244044605,21.975197293821573,False,True,True,2,1,continuous_identity,False,False,False
