age_h,step,particle_id,component_cell_count,equivalent_radius_nm,h_volume_nm3_tensor,weighted_centroid_x_nm,weighted_centroid_y_nm,weighted_centroid_z_nm,cov_xx_nm2,cov_xy_nm2,cov_xz_nm2,cov_yy_nm2,cov_yz_nm2,cov_zz_nm2,inertia_xx_nm5,inertia_xy_nm5,inertia_xz_nm5,inertia_yy_nm5,inertia_yz_nm5,inertia_zz_nm5,inertia_per_volume_xx_nm2,inertia_per_volume_xy_nm2,inertia_per_volume_xz_nm2,inertia_per_volume_yy_nm2,inertia_per_volume_yz_nm2,inertia_per_volume_zz_nm2,shape_eigenvalue_major_nm2,shape_eigenvalue_intermediate_nm2,shape_eigenvalue_minor_nm2,semi_axis_major_nm,semi_axis_intermediate_nm,semi_axis_minor_nm,aspect_ratio_major_minor,aspect_ratio_major_intermediate,aspect_ratio_intermediate_minor,triaxiality,major_axis_x,major_axis_y,major_axis_z,intermediate_axis_x,intermediate_axis_y,intermediate_axis_z,minor_axis_x,minor_axis_y,minor_axis_z,major_axis_angle_to_x_deg,major_axis_angle_to_y_deg,major_axis_angle_to_z_deg,closest_box_crystal_axis,misorientation_to_closest_box_axis_deg,major_axis_eigen_gap,major_axis_orientation_well_conditioned,source_phi
6.0,0,11,12887,10.815948947937764,5300.080859955393,18.644377597071916,118.94472108281452,210.27947550616827,24.182925910975776,-5.429989029420366e-06,3.086578109648386e-05,24.182905417652293,8.240308396337588e-06,24.182964968984972,256343.02391129953,0.02877938092459864,-0.1635911356170471,256343.13252757106,-0.04367430081155857,256342.81690069253,48.36587038663727,5.429989029420366e-06,-3.086578109648386e-05,48.365890879960745,-8.240308396337588e-06,48.36583132862807,24.182982244122066,24.182915943598143,24.18289810989281,10.99613164802106,10.996116574408926,10.99611251986192,1.0000017395383236,1.0000013708123254,1.0000003687254926,0.7880327010272595,0.475135187687875,0.06057252921245959,0.8778254508304103,0.7027572007800393,-0.626468623067554,-0.33714890043369,0.5295081398549137,0.7770894626853773,-0.34022506787528195,61.63184755115978,86.52732395043779,28.618848811693848,[001],28.618848811693848,2.7416190134552433e-06,0,/data/home/luozhiheng/tmp/pf_elastic_6h8h_highres_energy_v1_20260730/Results/chel_T380_cuda_246x246x246_dt0.02_steps7266_xB0.030/raw_fields_relax/phi_init.vtk
6.0,0,12,7603,8.487007737854597,2560.6628671921076,21.331132821454634,169.2474758184276,69.57672264798198,15.189712965154046,2.6846977738974084e-05,-3.954269488209701e-06,15.189733762026686,-1.2198065567795804e-05,15.189721062133735,77791.54189376773,-0.06874605899252406,0.01012555104532932,77791.48863998821,0.031235133551029328,77791.52116013251,30.379454824160423,-2.6846977738974084e-05,3.954269488209701e-06,30.379434027287783,1.2198065567795804e-05,30.379446727180735,15.189756453266957,15.189717302827905,15.189694033219606,8.714859853510829,8.714848622560206,8.714841947281547,1.0000020546820458,1.0000012887143666,1.000000765966692,0.6272093776758274,0.5174282041826904,0.7895593575097389,-0.3299455629116483,0.3088809413675687,0.18725104363478945,0.9324857160930492,0.7980354738833109,-0.5844083055762386,-0.14699086637389724,58.84010191287602,37.85564818008417,70.73452858370361,[010],37.85564818008417,2.5774237508612937e-06,0,/data/home/luozhiheng/tmp/pf_elastic_6h8h_highres_energy_v1_20260730/Results/chel_T380_cuda_246x246x246_dt0.02_steps7266_xB0.030/raw_fields_relax/phi_init.vtk
6.0,0,13,7841,8.613513495498145,2676.8844493698316,22.054641087633158,10.674355645598581,74.59847933673369,15.62255251502904,4.447984335261497e-06,2.0067851211315615e-05,15.622545431374444,-2.5224107954932145e-05,15.622535181122316,83639.47041089938,-0.011906740098102109,-0.05371931883983831,83639.48937302422,0.06752202233378372,83639.51681176474,31.245080612496754,-4.447984335261497e-06,-2.0067851211315615e-05,31.245087696151355,2.5224107954932145e-05,31.245097946403483,15.622572223117558,15.622553970440904,15.62250693396733,8.838148059157405,8.838142896118196,8.83812959114295,1.0000020895840307,1.0000005841769328,1.0000015054062183,0.27956676705124384,0.5466901149016494,-0.5240765173657165,0.6530495557112367,0.7444528766684129,0.6612269454374902,-0.09256803469627961,-0.3833012296992359,0.5367706498805878,0.7516365057245589,56.859763996187176,58.39390436036217,49.22807813020945,[001],49.22807813020945,1.1683528418364072e-06,0,/data/home/luozhiheng/tmp/pf_elastic_6h8h_highres_energy_v1_20260730/Results/chel_T380_cuda_246x246x246_dt0.02_steps7266_xB0.030/raw_fields_relax/phi_init.vtk
6.0,0,14,10722,9.952194980676753,4129.003369922714,24.148375027220965,170.9912441676966,208.5869394141117,20.594590759069153,1.533548823151183e-06,-2.7692264935154752e-05,20.594600958498887,-3.484021866063174e-06,20.594630578967834,170070.47582272702,-0.006332028258732247,0.11434145523804659,170070.43370924727,0.01438553802585927,170070.3114062312,41.18923153746672,-1.533548823151183e-06,2.7692264935154752e-05,41.18922133803698,3.484021866063174e-06,41.18919171756804,20.59464510283442,20.594600633480916,20.59457656022054,10.147572395118553,10.147561439449607,10.147555508648509,1.0000016640924043,1.0000010796356358,1.0000005844561375,0.6487840335325273,-0.4542734511734859,-0.0857645156416581,0.8867243536836473,-0.047403746718908,0.9962721013104683,0.07207485655507118,0.8896002002899617,0.009292362841400892,0.45664552514711415,62.98180346089882,85.08001106464008,27.535526467989143,[001],27.535526467989143,2.159267774821674e-06,0,/data/home/luozhiheng/tmp/pf_elastic_6h8h_highres_energy_v1_20260730/Results/chel_T380_cuda_246x246x246_dt0.02_steps7266_xB0.030/raw_fields_relax/phi_init.vtk
6.0,0,15,7338,8.362113511625997,2449.270688161513,27.573335962350985,77.46806653028393,30.302882013964766,14.76861893212993,-5.621600234165385e-06,-4.0533181841107926e-05,14.768631410607002,1.9065701287974972e-05,14.768729068768392,72344.99122779447,0.013768820674103177,0.09927673418134617,72344.96066462633,-0.04669706331388031,72344.72147335418,29.5373604793754,5.621600234165385e-06,4.0533181841107926e-05,29.537348000898323,-1.9065701287974972e-05,29.537250342736932,14.768745827817472,14.768627976626547,14.768605607061295,8.593237407350466,8.59320312125419,8.59319661332769,1.0000047472465268,1.0000039899087445,1.0000007573347607,0.8404689443663665,-0.3066588737531553,0.17108833192481265,0.9363167828398844,0.07875836208344886,0.9849001953381951,-0.15417109205268376,0.9485554572877534,-0.026464842753543605,0.3155030214556613,72.14200640487277,80.14889700623854,20.558067677109623,[001],20.558067677109623,7.97976973124185e-06,0,/data/home/luozhiheng/tmp/pf_elastic_6h8h_highres_energy_v1_20260730/Results/chel_T380_cuda_246x246x246_dt0.02_steps7266_xB0.030/raw_fields_relax/phi_init.vtk
6.0,0,16,10679,9.92283686235321,4092.570442273538,31.711988839381494,241.4966416444385,25.557631753801914,20.477882448600276,3.9401994388503093e-07,-6.779598060826186e-06,20.477918550015243,7.897316371013923e-06,20.477904448592334,167614.59064308813,-0.0016125543760101557,0.027745982634232245,167614.4428955043,-0.0323203235532945,167614.50060657092,40.95582299860757,-3.9401994388503093e-07,6.779598060826186e-06,40.9557868971926,-7.897316371013923e-06,40.955800998615516,20.477922239458803,20.47790285849386,20.477880349255198,10.118775182663859,10.11877039429541,10.118764833035502,1.0000010228153857,1.0000004732164345,1.000000549598691,0.462661034723185,-0.06347205007482112,0.9029609211030348,0.4250092632167657,-0.29286246916441583,-0.42397100267583265,0.8570181812802871,0.9540455298434246,-0.07007256132615675,0.2913536736253227,86.36087312628615,25.449961510474168,64.84875025471233,[010],25.449961510474168,9.464321973932296e-07,0,/data/home/luozhiheng/tmp/pf_elastic_6h8h_highres_energy_v1_20260730/Results/chel_T380_cuda_246x246x246_dt0.02_steps7266_xB0.030/raw_fields_relax/phi_init.vtk
6.0,0,17,9967,9.634351177035146,3745.8986849970074,32.97909439475091,51.33617639434735,223.89277643599522,19.349239659946484,-8.841503108798942e-06,-3.1033071049534866e-07,19.3492455998172,-2.2917724965676376e-05,19.349213901924085,144960.5085589826,0.03311937486864691,0.0011624674003587136,144960.4863088287,0.08584747581205023,144960.60504592484,38.698459501741276,8.841503108798942e-06,3.1033071049534866e-07,38.698453561870565,2.2917724965676376e-05,38.69848525976368,19.34926049587454,19.349237294337293,19.349201371475928,9.8359698291207,9.835963932004146,9.835954801511628,1.0000015278241283,1.0000005995463783,1.0000009282771936,0.39241899772314254,-0.3508335513092235,0.841216729598106,-0.41142463844551935,0.9291241993339094,0.2578948982653863,-0.26498762925994895,0.11680771159422904,0.4752311388082159,0.8720730033771057,69.46169269364536,32.731172836538306,65.70564017310673,[010],32.731172836538306,1.1990916785194963e-06,0,/data/home/luozhiheng/tmp/pf_elastic_6h8h_highres_energy_v1_20260730/Results/chel_T380_cuda_246x246x246_dt0.02_steps7266_xB0.030/raw_fields_relax/phi_init.vtk
6.0,0,18,9486,9.40995485462893,3490.207350815946,33.34006411211963,241.12132916761277,174.30942250402126,18.494331143779796,-1.6469661538261184e-05,-1.5206695086046815e-05,18.49434864039248,-1.8970511689391938e-05,18.494346666522155,129098.21625728474,0.05748253376628984,0.05307451897093732,129098.15519047854,0.06621101934705557,129098.16207969526,36.988695306914636,1.6469661538261184e-05,1.5206695086046815e-05,36.98867781030195,1.8970511689391938e-05,36.98867978417228,18.494366746433474,18.49435222341343,18.49430748084752,9.616227624810437,9.616223849155507,9.616212217096585,1.0000016022643328,1.0000003926338434,1.0000012096300144,0.24504980102558874,-0.06545297653543508,0.7496143308652159,-0.6586305966352812,0.7233213664736657,-0.41905013237939326,-0.5488198131950793,0.6874024357429358,0.5123234735148368,0.5147839836478711,86.24713782697773,41.44301892164809,48.804482252605666,[010],41.44301892164809,7.852672245743389e-07,0,/data/home/luozhiheng/tmp/pf_elastic_6h8h_highres_energy_v1_20260730/Results/chel_T380_cuda_246x246x246_dt0.02_steps7266_xB0.030/raw_fields_relax/phi_init.vtk
6.0,0,19,7799,8.588081054163968,2653.2429152795744,35.93087452307719,205.89719791058687,2.6877134352532472,15.535037339112902,-9.271464273117974e-07,1.4691046752601696e-05,15.535026803363275,4.272277348686302e-06,15.53501892195782,82436.3786981206,0.0024599446896917954,-0.038978915714381446,82436.40665202367,-0.011335389607511334,82436.42756330685,31.07004572532109,9.271464273117974e-07,-1.4691046752601696e-05,31.070056261070718,-4.272277348686302e-06,31.07006414247617,15.535045555713326,15.535027748043149,15.535009760677532,8.813355080703753,8.81335002937111,8.81334492706303,1.0000011520757224,1.0000005731455832,1.0000005789298072,0.49748993910327194,0.86884992325915,0.06874129823518582,0.4902799657027709,-0.17593356460748225,0.9685439567732548,0.1759829100864987,-0.46276040420186537,-0.23915943994529898,0.8536132441498182,29.67473302168087,86.05830524139095,60.641015432211034,[100],29.67473302168087,1.1462901807205695e-06,0,/data/home/luozhiheng/tmp/pf_elastic_6h8h_highres_energy_v1_20260730/Results/chel_T380_cuda_246x246x246_dt0.02_steps7266_xB0.030/raw_fields_relax/phi_init.vtk
6.0,0,20,7390,8.386965325696714,2471.1730092149746,37.55179053381865,232.47786679346171,111.3238979645069,14.851920278521323,-6.441523368232472e-06,-3.070152792441002e-05,14.85192764426129,1.2910497259445271e-05,14.851989056952398,73403.51722000916,0.015918118685803617,0.07586878714846189,73403.49901799136,-0.031904072363085054,73403.34725660668,29.703916701213686,6.441523368232472e-06,3.070152792441002e-05,29.703909335473714,-1.2910497259445271e-05,29.70384792278261,14.852003486742754,14.851925043608533,14.851908449383727,8.61742522066271,8.617402463506197,8.61739764934395,1.0000031994947758,1.0000026408371443,1.0000005586561562,0.8253926142417886,-0.3527617673576719,0.18606461090394644,0.9170273147839465,-0.012532816277635375,0.9790029246756896,-0.20346056618567965,0.9356292342626128,0.08326604377301344,0.34302288837269707,69.343669518994,79.27679214351382,23.5047067435226,[001],23.5047067435226,5.281653366910262e-06,0,/data/home/luozhiheng/tmp/pf_elastic_6h8h_highres_energy_v1_20260730/Results/chel_T380_cuda_246x246x246_dt0.02_steps7266_xB0.030/raw_fields_relax/phi_init.vtk
6.0,0,21,11294,10.190579841793355,4432.873082673113,41.29558763646456,125.07212624884914,93.69142741114656,21.555129597487863,2.313814185998517e-06,3.262859451248508e-05,21.555151919793506,-1.1044861355723137e-06,21.55512414532339,191102.3823556636,-0.010256844623420025,-0.14463841833985072,191102.28340371576,0.004896046860564156,191102.40652441676,43.11027606511689,-2.313814185998517e-06,-3.262859451248508e-05,43.110253742811246,1.1044861355723137e-06,43.110281517281365,21.555159731756596,21.555151899541872,21.555094031306282,10.381512349305519,10.381510463208587,10.38149652779075,1.000001524010987,1.0000001816784696,1.0000013423322736,0.11921097478156222,0.7333999857520895,0.12269057667648808,0.6686340428766889,-0.06270270571325365,0.9915944877667007,-0.11317571527024617,-0.6768994250219689,0.04107790434632097,0.7349284143230839,42.82781065635097,82.95259102451479,48.03827307868582,[100],42.82781065635097,3.6335683991020267e-07,0,/data/home/luozhiheng/tmp/pf_elastic_6h8h_highres_energy_v1_20260730/Results/chel_T380_cuda_246x246x246_dt0.02_steps7266_xB0.030/raw_fields_relax/phi_init.vtk
6.0,0,22,9310,9.327196013560068,3398.9276507346613,45.18153652640839,161.94256208439165,166.32294042167626,18.184133273945505,2.315556969831681e-05,1.8465056158938283e-06,18.184154209779134,5.804782204871733e-06,18.184107194282383,123613.08929541087,-0.07870410611612266,-0.006276138995098369,123613.01813602707,-0.019730034742631047,123613.17793829898,36.36826140406152,-2.315556969831681e-05,-1.8465056158938283e-06,36.36824046822789,-5.804782204871733e-06,36.36828748372464,18.184169706869785,18.18411854187662,18.184106429260602,9.535242447591404,9.535229032875042,9.53522585712069,1.0000017399137644,1.0000014068583267,1.0000003330549692,0.8085797459556034,0.5374153234943596,0.8380963232302374,0.09369804192943383,0.8411042708746536,-0.5246414447920659,-0.13151030348573836,0.06106042572624429,-0.14948547553006863,0.9868767486447734,57.492138550356714,33.060361334106524,84.62361114899394,[010],33.060361334106524,2.813710715855543e-06,0,/data/home/luozhiheng/tmp/pf_elastic_6h8h_highres_energy_v1_20260730/Results/chel_T380_cuda_246x246x246_dt0.02_steps7266_xB0.030/raw_fields_relax/phi_init.vtk
6.0,0,23,11898,10.435478442574592,4760.205535927986,53.203965300445866,181.03393120149696,122.24624897667617,22.56556914141518,-6.984165647623876e-07,3.4238248591204296e-05,22.565590601024258,9.147682158176818e-06,22.5655576176333,214833.54159324017,0.0033246063979657237,-0.16298110048432923,214833.43944109022,-0.043544847250262954,214833.59644881048,45.13114821865756,6.984165647623876e-07,-3.4238248591204296e-05,45.13112675904848,-9.147682158176818e-06,45.13115974243944,22.565601073759648,22.565588512264565,22.56552777404853,10.62205278506929,10.622049828602897,10.622035533279046,1.0000016241510574,1.0000002783329434,1.0000013458177395,0.1713716861140104,0.6351311760912615,0.4836702409355454,0.6022221244609686,-0.44074697610677727,0.8672204382222537,-0.23166962377992906,-0.6343110374332634,-0.11828697968480484,0.7639749329836572,50.57028576859587,61.07461310389875,52.97078808902929,[100],50.57028576859587,5.566656541591437e-07,0,/data/home/luozhiheng/tmp/pf_elastic_6h8h_highres_energy_v1_20260730/Results/chel_T380_cuda_246x246x246_dt0.02_steps7266_xB0.030/raw_fields_relax/phi_init.vtk
