base_case_tag,case_dir,radius_nominal,r_eff_nm,voxel_count,mean_h,DeltaG_surf_kBT,DeltaG_chem_kBT,DeltaG_el_kBT,DeltaG_total_kBT,is_saddle_candidate,warnings
cntcon_T400_xB0p050_strictref_exx_eyy_sm0p005,/data/home/luozhiheng/CUDA_STO_PF/Results/workflows/T400_xB0p050/raw/chel_T400_cuda_400x400x400_dt0.03_steps30000_r2.379nm_xB0.050/cntcon_T400_xB0p050_strictref_exx_eyy_sm0p005_r2p379465,2.379465,2.373276701808656,55993,0.000881752295,1516.4945587911373,-1401.0185327402828,203.1720278470078,318.6480456282086,0,
cntcon_T400_xB0p050_strictref_exx_eyy_sm0p005,/data/home/luozhiheng/CUDA_STO_PF/Results/workflows/T400_xB0p050/raw/chel_T400_cuda_400x400x400_dt0.03_steps30000_r2.479nm_xB0.050/cntcon_T400_xB0p050_strictref_exx_eyy_sm0p005_r2p479465,2.479465,2.4737662739194657,63411,0.00099766005,1647.0219547445508,-1585.1846685253568,229.8810533477576,291.71832854278347,0,
cntcon_T400_xB0p050_strictref_exx_eyy_sm0p005,/data/home/luozhiheng/CUDA_STO_PF/Results/workflows/T400_xB0p050/raw/chel_T400_cuda_400x400x400_dt0.03_steps30000_r2.579nm_xB0.050/cntcon_T400_xB0p050_strictref_exx_eyy_sm0p005_r2p579465,2.579465,2.574666135989833,71491,0.00112330464,1782.9423594409936,-1784.82169206395,258.83533751673974,256.95598836059037,0,
cntcon_T400_xB0p050_strictref_exx_eyy_sm0p005,/data/home/luozhiheng/CUDA_STO_PF/Results/workflows/T400_xB0p050/raw/chel_T400_cuda_400x400x400_dt0.03_steps30000_r2.679nm_xB0.050/cntcon_T400_xB0p050_strictref_exx_eyy_sm0p005_r2p679465,2.679465,2.673955590826189,80085,0.00125907877,1924.2581142165488,-2000.553558404138,290.12685354432443,213.831414859644,0,
cntcon_T400_xB0p050_strictref_exx_eyy_sm0p0075,/data/home/luozhiheng/CUDA_STO_PF/Results/workflows/T400_xB0p050/raw/chel_T400_cuda_400x400x400_dt0.03_steps30000_r1.732nm_xB0.050/cntcon_T400_xB0p050_strictref_exx_eyy_sm0p0075_r1p732283,1.732283,1.7255917885807766,21523,0.000340224172,801.9000087356104,-540.583078080298,88.28407105447607,349.6011421838358,0,
cntcon_T400_xB0p050_strictref_exx_eyy_sm0p0075,/data/home/luozhiheng/CUDA_STO_PF/Results/workflows/T400_xB0p050/raw/chel_T400_cuda_400x400x400_dt0.03_steps30000_r1.832nm_xB0.050/cntcon_T400_xB0p050_strictref_exx_eyy_sm0p0075_r1p832283,1.832283,1.8255230248936498,25483,0.000402611608,897.5571729856113,-639.710639535389,104.39053514658113,362.2369198469808,0,
cntcon_T400_xB0p050_strictref_exx_eyy_sm0p0075,/data/home/luozhiheng/CUDA_STO_PF/Results/workflows/T400_xB0p050/raw/chel_T400_cuda_400x400x400_dt0.03_steps30000_r1.932nm_xB0.050/cntcon_T400_xB0p050_strictref_exx_eyy_sm0p0075_r1p932283,1.932283,1.9251070462945308,29885,0.000472194402,998.5915378283112,-750.2709230478011,122.34197207211064,370.66242433023746,0,
cntcon_T400_xB0p050_strictref_exx_eyy_sm0p0075,/data/home/luozhiheng/CUDA_STO_PF/Results/workflows/T400_xB0p050/raw/chel_T400_cuda_400x400x400_dt0.03_steps30000_r2.032nm_xB0.050/cntcon_T400_xB0p050_strictref_exx_eyy_sm0p0075_r2p032283,2.032283,2.025548423197877,34811,0.000549365254,1105.0047256718906,-872.8878919291484,142.23837065437579,374.35512451012625,1,
cntcon_T400_xB0p050_strictref_exx_eyy_sm0p0075,/data/home/luozhiheng/CUDA_STO_PF/Results/workflows/T400_xB0p050/raw/chel_T400_cuda_400x400x400_dt0.03_steps30000_r2.132nm_xB0.050/cntcon_T400_xB0p050_strictref_exx_eyy_sm0p0075_r2p132283,2.132283,2.126243658654895,40265,0.000634516863,1216.7983754516074,-1008.185506736532,164.18027061929914,372.7930401657908,0,
cntcon_T400_xB0p050_strictref_exx_eyy_sm0p0075,/data/home/luozhiheng/CUDA_STO_PF/Results/workflows/T400_xB0p050/raw/chel_T400_cuda_400x400x400_dt0.03_steps30000_r2.232nm_xB0.050/cntcon_T400_xB0p050_strictref_exx_eyy_sm0p0075_r2p232283,2.232283,2.2255927696058504,46177,0.000728041928,1333.974261073858,-1156.7877280270525,188.26793624149474,365.454466527672,0,
cntcon_T400_xB0p050_strictref_exx_eyy_sm0p0075,/data/home/luozhiheng/CUDA_STO_PF/Results/workflows/T400_xB0p050/raw/chel_T400_cuda_400x400x400_dt0.03_steps30000_r2.332nm_xB0.050/cntcon_T400_xB0p050_strictref_exx_eyy_sm0p0075_r2p332283,2.332283,2.3263529398184013,52737,0.000830333147,1456.5341068638058,-1319.3185136032982,214.60218269817605,351.8176988262045,0,
cntcon_T400_xB0p050_strictref_exx_eyy_sm0p0075,/data/home/luozhiheng/CUDA_STO_PF/Results/workflows/T400_xB0p050/raw/chel_T400_cuda_400x400x400_dt0.03_steps30000_r2.432nm_xB0.050/cntcon_T400_xB0p050_strictref_exx_eyy_sm0p0075_r2p432283,2.432283,2.4258751034693855,59799,0.000941783221,1584.4797363090815,-1496.4018295313952,243.2841006178773,331.36213409704595,0,
cntcon_T400_xB0p050_strictref_exx_eyy_sm0p0075,/data/home/luozhiheng/CUDA_STO_PF/Results/workflows/T400_xB0p050/raw/chel_T400_cuda_400x400x400_dt0.03_steps30000_r2.532nm_xB0.050/cntcon_T400_xB0p050_strictref_exx_eyy_sm0p0075_r2p532283,2.532283,2.5266708836070277,67567,0.00106278485,1717.8131381681005,-1688.6616308594191,274.4150560804236,303.5666184732487,0,
cntcon_T400_xB0p050_strictref_exx_eyy_sm0p0075,/data/home/luozhiheng/CUDA_STO_PF/Results/workflows/T400_xB0p050/raw/chel_T400_cuda_400x400x400_dt0.03_steps30000_r2.632nm_xB0.050/cntcon_T400_xB0p050_strictref_exx_eyy_sm0p0075_r2p632283,2.632283,2.6262538269281204,75875,0.00119373073,1856.5361001198232,-1896.7218781444708,308.0961397143431,267.9105489904706,0,
cntcon_T400_xB0p050_strictref_exx_eyy_sm0p0075,/data/home/luozhiheng/CUDA_STO_PF/Results/workflows/T400_xB0p050/raw/chel_T400_cuda_400x400x400_dt0.03_steps30000_r2.732nm_xB0.050/cntcon_T400_xB0p050_strictref_exx_eyy_sm0p0075_r2p732283,2.732283,2.725959335636963,84849,0.00133501355,2000.650654994874,-2121.206537452677,344.42981940468405,223.8741490382717,0,
cntcon_T400_xB0p050_strictref_exx_eyy_sm0p01,/data/home/luozhiheng/CUDA_STO_PF/Results/workflows/T400_xB0p050/raw/chel_T400_cuda_400x400x400_dt0.03_steps30000_r1.798nm_xB0.050/cntcon_T400_xB0p050_strictref_exx_eyy_sm0p01_r1p798379,1.798379,1.7894253103182667,24001,0.0003806732,864.4236149264758,-604.8526461334076,110.09347894223427,369.66446425626356,0,
cntcon_T400_xB0p050_strictref_exx_eyy_sm0p01,/data/home/luozhiheng/CUDA_STO_PF/Results/workflows/T400_xB0p050/raw/chel_T400_cuda_400x400x400_dt0.03_steps30000_r1.898nm_xB0.050/cntcon_T400_xB0p050_strictref_exx_eyy_sm0p01_r1p898379,1.898379,1.8917660812251336,28359,0.00044777248,963.6160093549622,-711.4668666021018,129.30675829086897,381.45598367299783,0,
cntcon_T400_xB0p050_strictref_exx_eyy_sm0p01,/data/home/luozhiheng/CUDA_STO_PF/Results/workflows/T400_xB0p050/raw/chel_T400_cuda_400x400x400_dt0.03_steps30000_r1.998nm_xB0.050/cntcon_T400_xB0p050_strictref_exx_eyy_sm0p01_r1p998379,1.998379,1.991662944846481,33093,0.000522326677,1068.18405633982,-829.926225838347,150.63164733508714,388.8895880109657,0,
cntcon_T400_xB0p050_strictref_exx_eyy_sm0p01,/data/home/luozhiheng/CUDA_STO_PF/Results/workflows/T400_xB0p050/raw/chel_T400_cuda_400x400x400_dt0.03_steps30000_r2.098nm_xB0.050/cntcon_T400_xB0p050_strictref_exx_eyy_sm0p01_r2p098379,2.098379,2.092113977763112,38357,0.000604728489,1178.1291661917253,-960.8546816447313,174.17805114514206,391.4526623936177,1,
cntcon_T400_xB0p050_strictref_exx_eyy_sm0p01,/data/home/luozhiheng/CUDA_STO_PF/Results/workflows/T400_xB0p050/raw/chel_T400_cuda_400x400x400_dt0.03_steps30000_r2.198nm_xB0.050/cntcon_T400_xB0p050_strictref_exx_eyy_sm0p01_r2p198379,2.198379,2.191860284696051,44109,0.000695370617,1293.4528235932057,-1104.8761973328683,200.05725204780083,388.6336937496512,0,
cntcon_T400_xB0p050_strictref_exx_eyy_sm0p01,/data/home/luozhiheng/CUDA_STO_PF/Results/workflows/T400_xB0p050/raw/chel_T400_cuda_400x400x400_dt0.03_steps30000_r2.298nm_xB0.050/cntcon_T400_xB0p050_strictref_exx_eyy_sm0p01_r2p298379,2.298379,2.291665945074878,50413,0.000794645759,1414.1564774181202,-1262.614730705346,228.3788796620258,379.9206181051461,0,
cntcon_T400_xB0p050_strictref_exx_eyy_sm0p01,/data/home/luozhiheng/CUDA_STO_PF/Results/workflows/T400_xB0p050/raw/chel_T400_cuda_400x400x400_dt0.03_steps30000_r2.398nm_xB0.050/cntcon_T400_xB0p050_strictref_exx_eyy_sm0p01_r2p398379,2.398379,2.3927548952757127,57383,0.000902946614,1540.2417528291612,-1434.6942423192654,259.254491765863,364.8019223887642,0,
cntcon_T400_xB0p050_strictref_exx_eyy_sm0p01,/data/home/luozhiheng/CUDA_STO_PF/Results/workflows/T400_xB0p050/raw/chel_T400_cuda_400x400x400_dt0.03_steps30000_r2.498nm_xB0.050/cntcon_T400_xB0p050_strictref_exx_eyy_sm0p01_r2p498379,2.498379,2.4920443764082054,64827,0.00102066588,1671.710219898761,-1621.73869548624,292.7948197834979,342.7663689805296,0,
cntcon_T400_xB0p050_strictref_exx_eyy_sm0p01,/data/home/luozhiheng/CUDA_STO_PF/Results/workflows/T400_xB0p050/raw/chel_T400_cuda_400x400x400_dt0.03_steps30000_r2.598nm_xB0.050/cntcon_T400_xB0p050_strictref_exx_eyy_sm0p01_r2p598379,2.598379,2.592595927719393,72995,0.00114819626,1808.5634431903256,-1824.372048008858,329.11142149300053,313.30299571169746,0,
cntcon_T400_xB0p050_strictref_exx_eyy_sm0p01,/data/home/luozhiheng/CUDA_STO_PF/Results/workflows/T400_xB0p050/raw/chel_T400_cuda_400x400x400_dt0.03_steps30000_r2.698nm_xB0.050/cntcon_T400_xB0p050_strictref_exx_eyy_sm0p01_r2p698379,2.698379,2.6934897717601176,81853,0.00128593045,1950.8032572095392,-2043.218263198733,368.3161301237434,275.90111586489763,0,
cntcon_T400_xB0p050_strictref_exx_eyy_sm0p01,/data/home/luozhiheng/CUDA_STO_PF/Results/workflows/T400_xB0p050/raw/chel_T400_cuda_400x400x400_dt0.03_steps30000_r2.798nm_xB0.050/cntcon_T400_xB0p050_strictref_exx_eyy_sm0p01_r2p798379,2.798379,2.793108098967006,91275,0.00143426115,2098.4312761010424,-2278.9013016129666,410.52022800249375,230.05031817400285,0,
cntcon_T400_xB0p050_strictref_exx_s000,/data/home/luozhiheng/CUDA_STO_PF/Results/workflows/T400_xB0p050/raw/chel_T400_cuda_400x400x400_dt0.03_steps30000_r1.577nm_xB0.050/cntcon_T400_xB0p050_strictref_exx_s000_r1p576511,1.576511,1.5671159212692178,16121,0.000256448198,663.8180495131595,-407.47121344145563,44.544236657596166,300.89107327408635,0,
cntcon_T400_xB0p050_strictref_exx_s000,/data/home/luozhiheng/CUDA_STO_PF/Results/workflows/T400_xB0p050/raw/chel_T400_cuda_400x400x400_dt0.03_steps30000_r1.677nm_xB0.050/cntcon_T400_xB0p050_strictref_exx_s000_r1p676511,1.676511,1.6678819621482335,19435,0.000308409578,751.1484062366014,-490.03278641222096,53.75782384834535,314.87344421751226,0,
cntcon_T400_xB0p050_strictref_exx_s000,/data/home/luozhiheng/CUDA_STO_PF/Results/workflows/T400_xB0p050/raw/chel_T400_cuda_400x400x400_dt0.03_steps30000_r1.777nm_xB0.050/cntcon_T400_xB0p050_strictref_exx_s000_r1p776511,1.776511,1.7677920277162347,23141,0.000366954602,843.8609189216996,-583.0551294784427,64.15487241641749,324.96066378171736,0,
cntcon_T400_xB0p050_strictref_exx_s000,/data/home/luozhiheng/CUDA_STO_PF/Results/workflows/T400_xB0p050/raw/chel_T400_cuda_400x400x400_dt0.03_steps30000_r1.877nm_xB0.050/cntcon_T400_xB0p050_strictref_exx_s000_r1p876511,1.876511,1.8678504590875344,27297,0.000432475968,941.9578820778155,-687.1621976881958,75.806521241908,330.60220397270353,0,
cntcon_T400_xB0p050_strictref_exx_s000,/data/home/luozhiheng/CUDA_STO_PF/Results/workflows/T400_xB0p050/raw/chel_T400_cuda_400x400x400_dt0.03_steps30000_r1.977nm_xB0.050/cntcon_T400_xB0p050_strictref_exx_s000_r1p976511,1.976511,1.968730676649767,31963,0.000505366375,1045.4416563226232,-802.9779571076072,88.78422459665529,331.24792242829835,1,
cntcon_T400_xB0p050_strictref_exx_s000,/data/home/luozhiheng/CUDA_STO_PF/Results/workflows/T400_xB0p050/raw/chel_T400_cuda_400x400x400_dt0.03_steps30000_r2.077nm_xB0.050/cntcon_T400_xB0p050_strictref_exx_s000_r2p076511,2.076511,2.06846684478324,37071,0.000586018523,1154.3147785626315,-931.1263682937777,103.15949294456364,326.34790541091144,0,
cntcon_T400_xB0p050_strictref_exx_s000,/data/home/luozhiheng/CUDA_STO_PF/Results/workflows/T400_xB0p050/raw/chel_T400_cuda_400x400x400_dt0.03_steps30000_r2.177nm_xB0.050/cntcon_T400_xB0p050_strictref_exx_s000_r2p176511,2.176511,2.169571188174576,42777,0.000674825111,1268.5797251050622,-1072.2313862947822,119.00416729110215,315.3525036162041,0,
cntcon_T400_xB0p050_strictref_exx_s000,/data/home/luozhiheng/CUDA_STO_PF/Results/workflows/T400_xB0p050/raw/chel_T400_cuda_400x400x400_dt0.03_steps30000_r2.277nm_xB0.050/cntcon_T400_xB0p050_strictref_exx_s000_r2p276511,2.276511,2.26938787038555,48957,0.000772178837,1388.2391760911025,-1226.9169799312606,136.39038172192716,297.7125800792631,0,
cntcon_T400_xB0p050_strictref_exx_s000,/data/home/luozhiheng/CUDA_STO_PF/Results/workflows/T400_xB0p050/raw/chel_T400_cuda_400x400x400_dt0.03_steps30000_r2.377nm_xB0.050/cntcon_T400_xB0p050_strictref_exx_s000_r2p376511,2.376511,2.3703909981898086,55789,0.000878472401,1513.2959053153825,-1395.807101496775,155.39049922272852,272.8793035861223,0,
cntcon_T400_xB0p050_strictref_exx_s000,/data/home/luozhiheng/CUDA_STO_PF/Results/workflows/T400_xB0p050/raw/chel_T400_cuda_400x400x400_dt0.03_steps30000_r2.477nm_xB0.050/cntcon_T400_xB0p050_strictref_exx_s000_r2p476511,2.476511,2.470250232405378,63141,0.000994098502,1643.7525708829842,-1579.5257170574519,176.07746921502212,240.30432468714602,0,
cntcon_T400_xB0p050_strictref_exx_s000,/data/home/luozhiheng/CUDA_STO_PF/Results/workflows/T400_xB0p050/raw/chel_T400_cuda_400x400x400_dt0.03_steps30000_r2.577nm_xB0.050/cntcon_T400_xB0p050_strictref_exx_s000_r2p576511,2.576511,2.5713967304207976,71219,0.00111944984,1779.612136649938,-1778.6967844158796,198.52449095465641,199.43984345805015,0,
cntcon_T400_xB0p050_strictref_exx_s0p0025,/data/home/luozhiheng/CUDA_STO_PF/Results/workflows/T400_xB0p050/raw/chel_T400_cuda_400x400x400_dt0.03_steps30000_r1.534nm_xB0.050/cntcon_T400_xB0p050_strictref_exx_s0p0025_r1p533967,1.533967,1.5245594327761216,14843,0.000236241769,628.4531981668985,-375.3651658721787,28.37361904782687,281.46165133643007,0,
cntcon_T400_xB0p050_strictref_exx_s0p0025,/data/home/luozhiheng/CUDA_STO_PF/Results/workflows/T400_xB0p050/raw/chel_T400_cuda_400x400x400_dt0.03_steps30000_r1.634nm_xB0.050/cntcon_T400_xB0p050_strictref_exx_s0p0025_r1p633967,1.633967,1.6262296900885114,18015,0.000285521278,713.5324566544654,-453.66550717183304,34.58950826157083,294.4564577380868,0,
cntcon_T400_xB0p050_strictref_exx_s0p0025,/data/home/luozhiheng/CUDA_STO_PF/Results/workflows/T400_xB0p050/raw/chel_T400_cuda_400x400x400_dt0.03_steps30000_r1.734nm_xB0.050/cntcon_T400_xB0p050_strictref_exx_s0p0025_r1p733967,1.733967,1.7250036431628735,21501,0.00034121736,803.9996418085049,-542.1611578818502,41.642761175588326,303.481245096127,0,
cntcon_T400_xB0p050_strictref_exx_s0p0025,/data/home/luozhiheng/CUDA_STO_PF/Results/workflows/T400_xB0p050/raw/chel_T400_cuda_400x400x400_dt0.03_steps30000_r1.834nm_xB0.050/cntcon_T400_xB0p050_strictref_exx_s0p0025_r1p833967,1.833967,1.8269546398197913,25543,0.000403722716,899.8577422756642,-641.4760813138441,49.585691501513274,307.96735245721675,1,
cntcon_T400_xB0p050_strictref_exx_s0p0025,/data/home/luozhiheng/CUDA_STO_PF/Results/workflows/T400_xB0p050/raw/chel_T400_cuda_400x400x400_dt0.03_steps30000_r1.934nm_xB0.050/cntcon_T400_xB0p050_strictref_exx_s0p0025_r1p933967,1.933967,1.9259226514868106,29923,0.000473430042,1001.109942273016,-752.2342352704025,58.47063774159632,307.3463447380939,0,
cntcon_T400_xB0p050_strictref_exx_s0p0025,/data/home/luozhiheng/CUDA_STO_PF/Results/workflows/T400_xB0p050/raw/chel_T400_cuda_400x400x400_dt0.03_steps30000_r2.034nm_xB0.050/cntcon_T400_xB0p050_strictref_exx_s0p0025_r2p033967,2.033967,2.026362714108988,34853,0.000550732039,1107.7594342811726,-875.0595803086263,68.35014774108018,301.0499989529974,0,
cntcon_T400_xB0p050_strictref_exx_s0p0025,/data/home/luozhiheng/CUDA_STO_PF/Results/workflows/T400_xB0p050/raw/chel_T400_cuda_400x400x400_dt0.03_steps30000_r2.134nm_xB0.050/cntcon_T400_xB0p050_strictref_exx_s0p0025_r2p133967,2.133967,2.1267715900629725,40295,0.000636021406,1219.809589824094,-1010.5760797401298,79.27709437774615,288.510601701081,0,
cntcon_T400_xB0p050_strictref_exx_s0p0025,/data/home/luozhiheng/CUDA_STO_PF/Results/workflows/T400_xB0p050/raw/chel_T400_cuda_400x400x400_dt0.03_steps30000_r2.234nm_xB0.050/cntcon_T400_xB0p050_strictref_exx_s0p0025_r2p233967,2.233967,2.227647277688816,46305,0.000729690842,1337.2639704871385,-1159.4076913675,91.3044689734346,269.16074808695674,0,
cntcon_T400_xB0p050_strictref_exx_s0p0025,/data/home/luozhiheng/CUDA_STO_PF/Results/workflows/T400_xB0p050/raw/chel_T400_cuda_400x400x400_dt0.03_steps30000_r2.334nm_xB0.050/cntcon_T400_xB0p050_strictref_exx_s0p0025_r2p333967,2.333967,2.3274111547547305,52809,0.000832133046,1460.1260166570921,-1322.1783785023517,104.48587435188288,242.43351250050688,0,
cntcon_T400_xB0p050_strictref_exx_s0p0025,/data/home/luozhiheng/CUDA_STO_PF/Results/workflows/T400_xB0p050/raw/chel_T400_cuda_400x400x400_dt0.03_steps30000_r2.434nm_xB0.050/cntcon_T400_xB0p050_strictref_exx_s0p0025_r2p433967,2.433967,2.4283336847679116,59981,0.000943740716,1588.3994854897396,-1499.512098947272,118.87513920689547,207.76252574324675,0,
cntcon_T400_xB0p050_strictref_exx_s0p0025,/data/home/luozhiheng/CUDA_STO_PF/Results/workflows/T400_xB0p050/raw/chel_T400_cuda_400x400x400_dt0.03_steps30000_r2.534nm_xB0.050/cntcon_T400_xB0p050_strictref_exx_s0p0025_r2p533967,2.533967,2.5274683927791695,67631,0.00106490655,1722.0881699495358,-1692.0328132593627,134.52654672692975,164.58190341098646,0,
cntcon_T400_xB0p050_strictref_exx_s0p005,/data/home/luozhiheng/CUDA_STO_PF/Results/workflows/T400_xB0p050/raw/chel_T400_cuda_400x400x400_dt0.03_steps30000_r1.495nm_xB0.050/cntcon_T400_xB0p050_strictref_exx_s0p005_r1p495370,1.49537,1.487079999928458,13775,0.000218854069,597.2195048770272,-347.73780500586525,13.641477918763094,263.1231777838089,0,
cntcon_T400_xB0p050_strictref_exx_s0p005,/data/home/luozhiheng/CUDA_STO_PF/Results/workflows/T400_xB0p050/raw/chel_T400_cuda_400x400x400_dt0.03_steps30000_r1.595nm_xB0.050/cntcon_T400_xB0p050_strictref_exx_s0p005_r1p595370,1.59537,1.5856887885740878,16701,0.000265762009,680.2615475571602,-422.2699531867727,16.95774634676514,274.9493489745754,0,
cntcon_T400_xB0p050_strictref_exx_s0p005,/data/home/luozhiheng/CUDA_STO_PF/Results/workflows/T400_xB0p050/raw/chel_T400_cuda_400x400x400_dt0.03_steps30000_r1.695nm_xB0.050/cntcon_T400_xB0p050_strictref_exx_s0p005_r1p695370,1.69537,1.6877823108788317,20139,0.000318934953,768.698050608694,-506.7565837030557,20.755531199087425,282.6970228892271,0,
cntcon_T400_xB0p050_strictref_exx_s0p005,/data/home/luozhiheng/CUDA_STO_PF/Results/workflows/T400_xB0p050/raw/chel_T400_cuda_400x400x400_dt0.03_steps30000_r1.795nm_xB0.050/cntcon_T400_xB0p050_strictref_exx_s0p005_r1p795370,1.79537,1.7862385705000514,23873,0.000378765599,862.5329171766047,-601.8216516027891,25.06620637924706,285.7774774559712,1,
cntcon_T400_xB0p050_strictref_exx_s0p005,/data/home/luozhiheng/CUDA_STO_PF/Results/workflows/T400_xB0p050/raw/chel_T400_cuda_400x400x400_dt0.03_steps30000_r1.895nm_xB0.050/cntcon_T400_xB0p050_strictref_exx_s0p005_r1p895370,1.89537,1.888156979776695,28197,0.000445646646,961.7701220232073,-708.0891229520998,29.92114579075221,283.6021558737952,0,
cntcon_T400_xB0p050_strictref_exx_s0p005,/data/home/luozhiheng/CUDA_STO_PF/Results/workflows/T400_xB0p050/raw/chel_T400_cuda_400x400x400_dt0.03_steps30000_r1.995nm_xB0.050/cntcon_T400_xB0p050_strictref_exx_s0p005_r1p995370,1.99537,1.9879245356886264,32907,0.000519970794,1066.413799672573,-826.1829583080888,35.352136514074175,275.5829696089028,0,
cntcon_T400_xB0p050_strictref_exx_s0p005,/data/home/luozhiheng/CUDA_STO_PF/Results/workflows/T400_xB0p050/raw/chel_T400_cuda_400x400x400_dt0.03_steps30000_r2.095nm_xB0.050/cntcon_T400_xB0p050_strictref_exx_s0p005_r2p095370,2.09537,2.0880334643784892,38133,0.000602130741,1176.4683738726421,-956.7271127188307,41.390910539420716,261.1321606690639,0,
cntcon_T400_xB0p050_strictref_exx_s0p005,/data/home/luozhiheng/CUDA_STO_PF/Results/workflows/T400_xB0p050/raw/chel_T400_cuda_400x400x400_dt0.03_steps30000_r2.195nm_xB0.050/cntcon_T400_xB0p050_strictref_exx_s0p005_r2p195370,2.19537,2.188176897238541,43887,0.000692519188,1291.9381692088864,-1100.345552250453,48.06972321447487,239.66235669386973,0,
cntcon_T400_xB0p050_strictref_exx_s0p005,/data/home/luozhiheng/CUDA_STO_PF/Results/workflows/T400_xB0p050/raw/chel_T400_cuda_400x400x400_dt0.03_steps30000_r2.295nm_xB0.050/cntcon_T400_xB0p050_strictref_exx_s0p005_r2p295370,2.29537,2.2895122507202657,50271,0.000791528832,1412.8277939816192,-1257.6622374600556,55.421187973617776,210.58673622552553,0,
cntcon_T400_xB0p050_strictref_exx_s0p005,/data/home/luozhiheng/CUDA_STO_PF/Results/workflows/T400_xB0p050/raw/chel_T400_cuda_400x400x400_dt0.03_steps30000_r2.395nm_xB0.050/cntcon_T400_xB0p050_strictref_exx_s0p005_r2p395370,2.39537,2.3895816426991496,57155,0.000899552373,1539.1420245164502,-1429.3011233957145,63.478138612272836,173.31905625397113,0,
cntcon_T400_xB0p050_strictref_exx_s0p005,/data/home/luozhiheng/CUDA_STO_PF/Results/workflows/T400_xB0p050/raw/chel_T400_cuda_400x400x400_dt0.03_steps30000_r2.495nm_xB0.050/cntcon_T400_xB0p050_strictref_exx_s0p005_r2p495370,2.49537,2.4896330459159186,64639,0.00101698251,1670.8855462400577,-1615.8861761235555,72.27434546029585,127.27370730714286,0,
cntcon_T400_xB0p050_strictref_exx_s0p0075,/data/home/luozhiheng/CUDA_STO_PF/Results/workflows/T400_xB0p050/raw/chel_T400_cuda_400x400x400_dt0.03_steps30000_r1.460nm_xB0.050/cntcon_T400_xB0p050_strictref_exx_s0p0075_r1p460371,1.460371,1.449884531063655,12767,0.000203844142,569.5988429864243,-323.88849290595164,0.08869531984916974,245.79905365774457,0,
cntcon_T400_xB0p050_strictref_exx_s0p0075,/data/home/luozhiheng/CUDA_STO_PF/Results/workflows/T400_xB0p050/raw/chel_T400_cuda_400x400x400_dt0.03_steps30000_r1.560nm_xB0.050/cntcon_T400_xB0p050_strictref_exx_s0p0075_r1p560371,1.560371,1.5518020645014905,15653,0.000248652166,650.798813335361,-395.08407740678797,0.5828549590224821,256.2976046540426,0,
cntcon_T400_xB0p050_strictref_exx_s0p0075,/data/home/luozhiheng/CUDA_STO_PF/Results/workflows/T400_xB0p050/raw/chel_T400_cuda_400x400x400_dt0.03_steps30000_r1.660nm_xB0.050/cntcon_T400_xB0p050_strictref_exx_s0p0075_r1p660371,1.660371,1.6515311079240031,18869,0.000299587752,737.4006454322341,-476.01576369476624,1.192180788347128,262.5770680287242,0,
cntcon_T400_xB0p050_strictref_exx_s0p0075,/data/home/luozhiheng/CUDA_STO_PF/Results/workflows/T400_xB0p050/raw/chel_T400_cuda_400x400x400_dt0.03_steps30000_r1.760nm_xB0.050/cntcon_T400_xB0p050_strictref_exx_s0p0075_r1p760371,1.760371,1.7523796045343056,22541,0.000357043599,829.4091706929134,-567.3075095724744,1.9251016177241655,264.0267682410754,1,
cntcon_T400_xB0p050_strictref_exx_s0p0075,/data/home/luozhiheng/CUDA_STO_PF/Results/workflows/T400_xB0p050/raw/chel_T400_cuda_400x400x400_dt0.03_steps30000_r1.860nm_xB0.050/cntcon_T400_xB0p050_strictref_exx_s0p0075_r1p860371,1.860371,1.8517457134737199,26597,0.000421412408,926.8293389773302,-669.5832783515264,2.790431888881539,260.0364980175965,0,
cntcon_T400_xB0p050_strictref_exx_s0p0075,/data/home/luozhiheng/CUDA_STO_PF/Results/workflows/T400_xB0p050/raw/chel_T400_cuda_400x400x400_dt0.03_steps30000_r1.960nm_xB0.050/cntcon_T400_xB0p050_strictref_exx_s0p0075_r1p960371,1.960371,1.9532101285293524,31213,0.000493086876,1029.6664775137008,-783.4670305890228,3.796848317889826,249.9962979909634,0,
cntcon_T400_xB0p050_strictref_exx_s0p0075,/data/home/luozhiheng/CUDA_STO_PF/Results/workflows/T400_xB0p050/raw/chel_T400_cuda_400x400x400_dt0.03_steps30000_r2.060nm_xB0.050/cntcon_T400_xB0p050_strictref_exx_s0p0075_r2p060371,2.060371,2.053554676688852,36275,0.000572459703,1137.9259190392695,-909.5827240875523,4.953358162382947,233.2965668805488,0,
cntcon_T400_xB0p050_strictref_exx_s0p0075,/data/home/luozhiheng/CUDA_STO_PF/Results/workflows/T400_xB0p050/raw/chel_T400_cuda_400x400x400_dt0.03_steps30000_r2.160nm_xB0.050/cntcon_T400_xB0p050_strictref_exx_s0p0075_r2p160371,2.160371,2.1536302800719906,41841,0.000659923588,1251.613175334626,-1048.5543194042145,6.269409402088239,209.328281853461,0,
