step,registered_age_h,age_h,radius_bin_left_nm,radius_bin_right_nm,radius_bin_center_nm,count,number_fraction,n_of_R_nm^-4,M6_bin_contribution_nm^3
72660,26,26.000191704266665,10.0,12.0,11.0,0,0.0,0.0,0.0
72660,26,26.000191704266665,12.0,14.0,13.0,0,0.0,0.0,0.0
72660,26,26.000191704266665,14.0,16.0,15.0,3,0.21428571428571427,1.0075948469181301e-07,2.7605955465402996
72660,26,26.000191704266665,16.0,18.0,17.0,1,0.07142857142857142,3.3586494897271006e-08,1.7877193927923503
72660,26,26.000191704266665,18.0,20.0,19.0,5,0.35714285714285715,1.67932474486355e-07,15.082272296971373
72660,26,26.000191704266665,20.0,22.0,21.0,3,0.21428571428571427,1.0075948469181301e-07,16.774350726633237
72660,26,26.000191704266665,22.0,24.0,23.0,1,0.07142857142857142,3.3586494897271006e-08,7.690454294930558
72660,26,26.000191704266665,24.0,26.0,25.0,0,0.0,0.0,0.0
72660,26,26.000191704266665,26.0,28.0,27.0,0,0.0,0.0,0.0
72660,26,26.000191704266665,28.0,30.0,29.0,0,0.0,0.0,0.0
76293,27,27.00020128948,0.0,2.0,1.0,0,0.0,0.0,0.0
76293,27,27.00020128948,2.0,4.0,3.0,0,0.0,0.0,0.0
76293,27,27.00020128948,4.0,6.0,5.0,0,0.0,0.0,0.0
76293,27,27.00020128948,6.0,8.0,7.0,0,0.0,0.0,0.0
76293,27,27.00020128948,8.0,10.0,9.0,0,0.0,0.0,0.0
76293,27,27.00020128948,10.0,12.0,11.0,0,0.0,0.0,0.0
76293,27,27.00020128948,12.0,14.0,13.0,0,0.0,0.0,0.0
76293,27,27.00020128948,14.0,16.0,15.0,3,0.23076923076923078,1.0075948469181301e-07,2.3661963406984317
76293,27,27.00020128948,16.0,18.0,17.0,1,0.07692307692307693,3.3586494897271006e-08,1.7043927149077367
76293,27,27.00020128948,18.0,20.0,19.0,5,0.38461538461538464,1.67932474486355e-07,15.387815573947712
76293,27,27.00020128948,20.0,22.0,21.0,3,0.23076923076923078,1.0075948469181301e-07,17.662279105674674
76293,27,27.00020128948,22.0,24.0,23.0,1,0.07692307692307693,3.3586494897271006e-08,8.144335489854631
76293,27,27.00020128948,24.0,26.0,25.0,0,0.0,0.0,0.0
76293,27,27.00020128948,26.0,28.0,27.0,0,0.0,0.0,0.0
76293,27,27.00020128948,28.0,30.0,29.0,0,0.0,0.0,0.0
79926,28,28.000210874693334,0.0,2.0,1.0,0,0.0,0.0,0.0
79926,28,28.000210874693334,2.0,4.0,3.0,0,0.0,0.0,0.0
79926,28,28.000210874693334,4.0,6.0,5.0,0,0.0,0.0,0.0
79926,28,28.000210874693334,6.0,8.0,7.0,0,0.0,0.0,0.0
79926,28,28.000210874693334,8.0,10.0,9.0,0,0.0,0.0,0.0
79926,28,28.000210874693334,10.0,12.0,11.0,0,0.0,0.0,0.0
79926,28,28.000210874693334,12.0,14.0,13.0,0,0.0,0.0,0.0
79926,28,28.000210874693334,14.0,16.0,15.0,3,0.23076923076923078,1.0075948469181301e-07,1.9326262787524362
79926,28,28.000210874693334,16.0,18.0,17.0,1,0.07692307692307693,3.3586494897271006e-08,1.5971322453915144
79926,28,28.000210874693334,18.0,20.0,19.0,5,0.38461538461538464,1.67932474486355e-07,15.61502151270742
79926,28,28.000210874693334,20.0,22.0,21.0,2,0.15384615384615385,6.717298979454201e-08,10.504919836648872
79926,28,28.000210874693334,22.0,24.0,23.0,2,0.15384615384615385,6.717298979454201e-08,16.578108663855765
79926,28,28.000210874693334,24.0,26.0,25.0,0,0.0,0.0,0.0
79926,28,28.000210874693334,26.0,28.0,27.0,0,0.0,0.0,0.0
79926,28,28.000210874693334,28.0,30.0,29.0,0,0.0,0.0,0.0
83559,29,29.000220459906668,0.0,2.0,1.0,0,0.0,0.0,0.0
83559,29,29.000220459906668,2.0,4.0,3.0,0,0.0,0.0,0.0
83559,29,29.000220459906668,4.0,6.0,5.0,0,0.0,0.0,0.0
83559,29,29.000220459906668,6.0,8.0,7.0,0,0.0,0.0,0.0
83559,29,29.000220459906668,8.0,10.0,9.0,0,0.0,0.0,0.0
83559,29,29.000220459906668,10.0,12.0,11.0,0,0.0,0.0,0.0
83559,29,29.000220459906668,12.0,14.0,13.0,2,0.15384615384615385,6.717298979454201e-08,0.854312597793939
83559,29,29.000220459906668,14.0,16.0,15.0,1,0.07692307692307693,3.3586494897271006e-08,0.6422082517487675
83559,29,29.000220459906668,16.0,18.0,17.0,2,0.15384615384615385,6.717298979454201e-08,3.747016993218141
83559,29,29.000220459906668,18.0,20.0,19.0,4,0.3076923076923077,1.3434597958908403e-07,13.644472037250669
83559,29,29.000220459906668,20.0,22.0,21.0,2,0.15384615384615385,6.717298979454201e-08,10.947100832998816
83559,29,29.000220459906668,22.0,24.0,23.0,2,0.15384615384615385,6.717298979454201e-08,17.558483066848844
83559,29,29.000220459906668,24.0,26.0,25.0,0,0.0,0.0,0.0
83559,29,29.000220459906668,26.0,28.0,27.0,0,0.0,0.0,0.0
83559,29,29.000220459906668,28.0,30.0,29.0,0,0.0,0.0,0.0
87192,30,30.000230045120002,0.0,2.0,1.0,0,0.0,0.0,0.0
87192,30,30.000230045120002,2.0,4.0,3.0,0,0.0,0.0,0.0
87192,30,30.000230045120002,4.0,6.0,5.0,0,0.0,0.0,0.0
87192,30,30.000230045120002,6.0,8.0,7.0,0,0.0,0.0,0.0
87192,30,30.000230045120002,8.0,10.0,9.0,0,0.0,0.0,0.0
87192,30,30.000230045120002,10.0,12.0,11.0,0,0.0,0.0,0.0
87192,30,30.000230045120002,12.0,14.0,13.0,3,0.23076923076923078,1.0075948469181301e-07,1.068766139315047
87192,30,30.000230045120002,14.0,16.0,15.0,0,0.0,0.0,0.0
87192,30,30.000230045120002,16.0,18.0,17.0,2,0.15384615384615385,6.717298979454201e-08,3.592598986756145
87192,30,30.000230045120002,18.0,20.0,19.0,4,0.3076923076923077,1.3434597958908403e-07,14.05905827633469
87192,30,30.000230045120002,20.0,22.0,21.0,2,0.15384615384615385,6.717298979454201e-08,11.449065198959296
87192,30,30.000230045120002,22.0,24.0,23.0,2,0.15384615384615385,6.717298979454201e-08,18.651253267958268
87192,30,30.000230045120002,24.0,26.0,25.0,0,0.0,0.0,0.0
87192,30,30.000230045120002,26.0,28.0,27.0,0,0.0,0.0,0.0
87192,30,30.000230045120002,28.0,30.0,29.0,0,0.0,0.0,0.0
90825,31,31.000239630333333,0.0,2.0,1.0,0,0.0,0.0,0.0
90825,31,31.000239630333333,2.0,4.0,3.0,0,0.0,0.0,0.0
90825,31,31.000239630333333,4.0,6.0,5.0,0,0.0,0.0,0.0
90825,31,31.000239630333333,6.0,8.0,7.0,0,0.0,0.0,0.0
90825,31,31.000239630333333,8.0,10.0,9.0,0,0.0,0.0,0.0
90825,31,31.000239630333333,10.0,12.0,11.0,2,0.15384615384615385,6.717298979454201e-08,0.3116190126351744
90825,31,31.000239630333333,12.0,14.0,13.0,1,0.07692307692307693,3.3586494897271006e-08,0.35520402647249194
90825,31,31.000239630333333,14.0,16.0,15.0,0,0.0,0.0,0.0
90825,31,31.000239630333333,16.0,18.0,17.0,2,0.15384615384615385,6.717298979454201e-08,3.4378841601967554
90825,31,31.000239630333333,18.0,20.0,19.0,3,0.23076923076923078,1.0075948469181301e-07,10.184207256862708
90825,31,31.000239630333333,20.0,22.0,21.0,3,0.23076923076923078,1.0075948469181301e-07,16.429933871836084
90825,31,31.000239630333333,22.0,24.0,23.0,2,0.15384615384615385,6.717298979454201e-08,19.878925116231358
90825,31,31.000239630333333,24.0,26.0,25.0,0,0.0,0.0,0.0
90825,31,31.000239630333333,26.0,28.0,27.0,0,0.0,0.0,0.0
90825,31,31.000239630333333,28.0,30.0,29.0,0,0.0,0.0,0.0
94458,32,32.00024921554667,0.0,2.0,1.0,0,0.0,0.0,0.0
94458,32,32.00024921554667,2.0,4.0,3.0,0,0.0,0.0,0.0
94458,32,32.00024921554667,4.0,6.0,5.0,0,0.0,0.0,0.0
94458,32,32.00024921554667,6.0,8.0,7.0,0,0.0,0.0,0.0
94458,32,32.00024921554667,8.0,10.0,9.0,2,0.15384615384615385,6.717298979454201e-08,0.10012957408895048
94458,32,32.00024921554667,10.0,12.0,11.0,0,0.0,0.0,0.0
94458,32,32.00024921554667,12.0,14.0,13.0,1,0.07692307692307693,3.3586494897271006e-08,0.22125861623133797
94458,32,32.00024921554667,14.0,16.0,15.0,1,0.07692307692307693,3.3586494897271006e-08,1.122683019699825
94458,32,32.00024921554667,16.0,18.0,17.0,1,0.07692307692307693,3.3586494897271006e-08,2.1659453804994064
94458,32,32.00024921554667,18.0,20.0,19.0,2,0.15384615384615385,6.717298979454201e-08,6.148050998675675
94458,32,32.00024921554667,20.0,22.0,21.0,4,0.3076923076923077,1.3434597958908403e-07,21.843335264764253
94458,32,32.00024921554667,22.0,24.0,23.0,2,0.15384615384615385,6.717298979454201e-08,21.278509001092893
94458,32,32.00024921554667,24.0,26.0,25.0,0,0.0,0.0,0.0
94458,32,32.00024921554667,26.0,28.0,27.0,0,0.0,0.0,0.0
94458,32,32.00024921554667,28.0,30.0,29.0,0,0.0,0.0,0.0
98091,33,33.00025880076,0.0,2.0,1.0,0,0.0,0.0,0.0
98091,33,33.00025880076,2.0,4.0,3.0,0,0.0,0.0,0.0
98091,33,33.00025880076,4.0,6.0,5.0,0,0.0,0.0,0.0
98091,33,33.00025880076,6.0,8.0,7.0,0,0.0,0.0,0.0
98091,33,33.00025880076,8.0,10.0,9.0,0,0.0,0.0,0.0
98091,33,33.00025880076,10.0,12.0,11.0,1,0.09090909090909091,3.3586494897271006e-08,0.10460907520296983
98091,33,33.00025880076,12.0,14.0,13.0,0,0.0,0.0,0.0
98091,33,33.00025880076,14.0,16.0,15.0,1,0.09090909090909091,3.3586494897271006e-08,1.0028632832235211
98091,33,33.00025880076,16.0,18.0,17.0,1,0.09090909090909091,3.3586494897271006e-08,2.1593571237938374
98091,33,33.00025880076,18.0,20.0,19.0,2,0.18181818181818182,6.717298979454201e-08,6.382150469177332
98091,33,33.00025880076,20.0,22.0,21.0,4,0.36363636363636365,1.3434597958908403e-07,23.476841265614546
98091,33,33.00025880076,22.0,24.0,23.0,2,0.18181818181818182,6.717298979454201e-08,22.944153772573127
98091,33,33.00025880076,24.0,26.0,25.0,0,0.0,0.0,0.0
98091,33,33.00025880076,26.0,28.0,27.0,0,0.0,0.0,0.0
98091,33,33.00025880076,28.0,30.0,29.0,0,0.0,0.0,0.0
101724,34,34.000268385973335,0.0,2.0,1.0,0,0.0,0.0,0.0
101724,34,34.000268385973335,2.0,4.0,3.0,0,0.0,0.0,0.0
101724,34,34.000268385973335,4.0,6.0,5.0,0,0.0,0.0,0.0
101724,34,34.000268385973335,6.0,8.0,7.0,1,0.09090909090909091,3.3586494897271006e-08,0.014489042618184832
101724,34,34.000268385973335,8.0,10.0,9.0,0,0.0,0.0,0.0
101724,34,34.000268385973335,10.0,12.0,11.0,0,0.0,0.0,0.0
101724,34,34.000268385973335,12.0,14.0,13.0,0,0.0,0.0,0.0
101724,34,34.000268385973335,14.0,16.0,15.0,1,0.09090909090909091,3.3586494897271006e-08,0.8425024627316907
101724,34,34.000268385973335,16.0,18.0,17.0,1,0.09090909090909091,3.3586494897271006e-08,2.080662238726053
101724,34,34.000268385973335,18.0,20.0,19.0,2,0.18181818181818182,6.717298979454201e-08,6.3214821638999545
101724,34,34.000268385973335,20.0,22.0,21.0,3,0.2727272727272727,1.0075948469181301e-07,16.528915644280694
101724,34,34.000268385973335,22.0,24.0,23.0,3,0.2727272727272727,1.0075948469181301e-07,32.1229547616654
101724,34,34.000268385973335,24.0,26.0,25.0,0,0.0,0.0,0.0
101724,34,34.000268385973335,26.0,28.0,27.0,0,0.0,0.0,0.0
101724,34,34.000268385973335,28.0,30.0,29.0,0,0.0,0.0,0.0
105357,35,35.00027797118667,0.0,2.0,1.0,0,0.0,0.0,0.0
105357,35,35.00027797118667,2.0,4.0,3.0,0,0.0,0.0,0.0
105357,35,35.00027797118667,4.0,6.0,5.0,0,0.0,0.0,0.0
105357,35,35.00027797118667,6.0,8.0,7.0,0,0.0,0.0,0.0
105357,35,35.00027797118667,8.0,10.0,9.0,0,0.0,0.0,0.0
105357,35,35.00027797118667,10.0,12.0,11.0,0,0.0,0.0,0.0
105357,35,35.00027797118667,12.0,14.0,13.0,0,0.0,0.0,0.0
105357,35,35.00027797118667,14.0,16.0,15.0,1,0.1,3.3586494897271006e-08,0.6681292128514198
105357,35,35.00027797118667,16.0,18.0,17.0,1,0.1,3.3586494897271006e-08,1.9690062652089533
105357,35,35.00027797118667,18.0,20.0,19.0,2,0.2,6.717298979454201e-08,6.194380951797981
105357,35,35.00027797118667,20.0,22.0,21.0,3,0.3,1.0075948469181301e-07,16.942814533929432
105357,35,35.00027797118667,22.0,24.0,23.0,2,0.2,6.717298979454201e-08,20.78175035549737
105357,35,35.00027797118667,24.0,26.0,25.0,1,0.1,3.3586494897271006e-08,12.967633666254217
105357,35,35.00027797118667,26.0,28.0,27.0,0,0.0,0.0,0.0
105357,35,35.00027797118667,28.0,30.0,29.0,0,0.0,0.0,0.0
108990,36,36.0002875564,0.0,2.0,1.0,0,0.0,0.0,0.0
108990,36,36.0002875564,2.0,4.0,3.0,0,0.0,0.0,0.0
108990,36,36.0002875564,4.0,6.0,5.0,0,0.0,0.0,0.0
108990,36,36.0002875564,6.0,8.0,7.0,0,0.0,0.0,0.0
108990,36,36.0002875564,8.0,10.0,9.0,0,0.0,0.0,0.0
108990,36,36.0002875564,10.0,12.0,11.0,0,0.0,0.0,0.0
108990,36,36.0002875564,12.0,14.0,13.0,1,0.1,3.3586494897271006e-08,0.4829790847667051
108990,36,36.0002875564,14.0,16.0,15.0,0,0.0,0.0,0.0
108990,36,36.0002875564,16.0,18.0,17.0,1,0.1,3.3586494897271006e-08,1.8122551703262246
108990,36,36.0002875564,18.0,20.0,19.0,2,0.2,6.717298979454201e-08,5.970540523354034
108990,36,36.0002875564,20.0,22.0,21.0,3,0.3,1.0075948469181301e-07,17.1769735029488
108990,36,36.0002875564,22.0,24.0,23.0,1,0.1,3.3586494897271006e-08,8.442076351966143
108990,36,36.0002875564,24.0,26.0,25.0,2,0.2,6.717298979454201e-08,26.691761632760176
108990,36,36.0002875564,26.0,28.0,27.0,0,0.0,0.0,0.0
108990,36,36.0002875564,28.0,30.0,29.0,0,0.0,0.0,0.0
112623,37,37.00029714161333,0.0,2.0,1.0,0,0.0,0.0,0.0
112623,37,37.00029714161333,2.0,4.0,3.0,0,0.0,0.0,0.0
112623,37,37.00029714161333,4.0,6.0,5.0,0,0.0,0.0,0.0
112623,37,37.00029714161333,6.0,8.0,7.0,0,0.0,0.0,0.0
112623,37,37.00029714161333,8.0,10.0,9.0,0,0.0,0.0,0.0
112623,37,37.00029714161333,10.0,12.0,11.0,0,0.0,0.0,0.0
112623,37,37.00029714161333,12.0,14.0,13.0,1,0.1,3.3586494897271006e-08,0.31000401820372875
112623,37,37.00029714161333,14.0,16.0,15.0,0,0.0,0.0,0.0
112623,37,37.00029714161333,16.0,18.0,17.0,2,0.2,6.717298979454201e-08,3.8149374516961547
112623,37,37.00029714161333,18.0,20.0,19.0,1,0.1,3.3586494897271006e-08,3.5777182861841528
112623,37,37.00029714161333,20.0,22.0,21.0,3,0.3,1.0075948469181301e-07,17.454935226478547
112623,37,37.00029714161333,22.0,24.0,23.0,1,0.1,3.3586494897271006e-08,8.699888118982937
112623,37,37.00029714161333,24.0,26.0,25.0,2,0.2,6.717298979454201e-08,27.950707129742348
112623,37,37.00029714161333,26.0,28.0,27.0,0,0.0,0.0,0.0
112623,37,37.00029714161333,28.0,30.0,29.0,0,0.0,0.0,0.0
116256,38,38.000306726826665,0.0,2.0,1.0,0,0.0,0.0,0.0
116256,38,38.000306726826665,2.0,4.0,3.0,0,0.0,0.0,0.0
116256,38,38.000306726826665,4.0,6.0,5.0,0,0.0,0.0,0.0
116256,38,38.000306726826665,6.0,8.0,7.0,0,0.0,0.0,0.0
116256,38,38.000306726826665,8.0,10.0,9.0,0,0.0,0.0,0.0
116256,38,38.000306726826665,10.0,12.0,11.0,1,0.1,3.3586494897271006e-08,0.158151562180742
116256,38,38.000306726826665,12.0,14.0,13.0,0,0.0,0.0,0.0
116256,38,38.000306726826665,14.0,16.0,15.0,0,0.0,0.0,0.0
116256,38,38.000306726826665,16.0,18.0,17.0,2,0.2,6.717298979454201e-08,3.478958166551399
116256,38,38.000306726826665,18.0,20.0,19.0,1,0.1,3.3586494897271006e-08,3.5172897889158006
116256,38,38.000306726826665,20.0,22.0,21.0,3,0.3,1.0075948469181301e-07,17.79117348823715
116256,38,38.000306726826665,22.0,24.0,23.0,1,0.1,3.3586494897271006e-08,8.987098242310651
116256,38,38.000306726826665,24.0,26.0,25.0,2,0.2,6.717298979454201e-08,29.33730316793998
116256,38,38.000306726826665,26.0,28.0,27.0,0,0.0,0.0,0.0
116256,38,38.000306726826665,28.0,30.0,29.0,0,0.0,0.0,0.0
119889,39,39.00031631204,0.0,2.0,1.0,0,0.0,0.0,0.0
119889,39,39.00031631204,2.0,4.0,3.0,0,0.0,0.0,0.0
119889,39,39.00031631204,4.0,6.0,5.0,0,0.0,0.0,0.0
119889,39,39.00031631204,6.0,8.0,7.0,0,0.0,0.0,0.0
119889,39,39.00031631204,8.0,10.0,9.0,1,0.1,3.3586494897271006e-08,0.04271503414256411
119889,39,39.00031631204,10.0,12.0,11.0,0,0.0,0.0,0.0
119889,39,39.00031631204,12.0,14.0,13.0,0,0.0,0.0,0.0
119889,39,39.00031631204,14.0,16.0,15.0,0,0.0,0.0,0.0
119889,39,39.00031631204,16.0,18.0,17.0,2,0.2,6.717298979454201e-08,3.138322713621537
119889,39,39.00031631204,18.0,20.0,19.0,1,0.1,3.3586494897271006e-08,3.460914129973416
119889,39,39.00031631204,20.0,22.0,21.0,3,0.3,1.0075948469181301e-07,18.211889954947917
119889,39,39.00031631204,22.0,24.0,23.0,1,0.1,3.3586494897271006e-08,9.312504797276441
119889,39,39.00031631204,24.0,26.0,25.0,2,0.2,6.717298979454201e-08,30.88288946932882
119889,39,39.00031631204,26.0,28.0,27.0,0,0.0,0.0,0.0
119889,39,39.00031631204,28.0,30.0,29.0,0,0.0,0.0,0.0
123522,40,40.00032589725333,0.0,2.0,1.0,0,0.0,0.0,0.0
123522,40,40.00032589725333,2.0,4.0,3.0,0,0.0,0.0,0.0
123522,40,40.00032589725333,4.0,6.0,5.0,0,0.0,0.0,0.0
123522,40,40.00032589725333,6.0,8.0,7.0,0,0.0,0.0,0.0
123522,40,40.00032589725333,8.0,10.0,9.0,0,0.0,0.0,0.0
123522,40,40.00032589725333,10.0,12.0,11.0,0,0.0,0.0,0.0
123522,40,40.00032589725333,12.0,14.0,13.0,0,0.0,0.0,0.0
123522,40,40.00032589725333,14.0,16.0,15.0,0,0.0,0.0,0.0
123522,40,40.00032589725333,16.0,18.0,17.0,2,0.2222222222222222,6.717298979454201e-08,2.7987842023870293
123522,40,40.00032589725333,18.0,20.0,19.0,1,0.1111111111111111,3.3586494897271006e-08,3.41406342154415
123522,40,40.00032589725333,20.0,22.0,21.0,2,0.2222222222222222,6.717298979454201e-08,10.976407270971531
123522,40,40.00032589725333,22.0,24.0,23.0,2,0.2222222222222222,6.717298979454201e-08,17.459095038599948
123522,40,40.00032589725333,24.0,26.0,25.0,2,0.2222222222222222,6.717298979454201e-08,32.63143848972567
123522,40,40.00032589725333,26.0,28.0,27.0,0,0.0,0.0,0.0
123522,40,40.00032589725333,28.0,30.0,29.0,0,0.0,0.0,0.0
127155,41,41.00033548246667,0.0,2.0,1.0,0,0.0,0.0,0.0
127155,41,41.00033548246667,2.0,4.0,3.0,0,0.0,0.0,0.0
127155,41,41.00033548246667,4.0,6.0,5.0,0,0.0,0.0,0.0
127155,41,41.00033548246667,6.0,8.0,7.0,0,0.0,0.0,0.0
127155,41,41.00033548246667,8.0,10.0,9.0,0,0.0,0.0,0.0
127155,41,41.00033548246667,10.0,12.0,11.0,0,0.0,0.0,0.0
127155,41,41.00033548246667,12.0,14.0,13.0,0,0.0,0.0,0.0
127155,41,41.00033548246667,14.0,16.0,15.0,1,0.1111111111111111,3.3586494897271006e-08,0.9615454036866882
127155,41,41.00033548246667,16.0,18.0,17.0,1,0.1111111111111111,3.3586494897271006e-08,1.4237151120437619
127155,41,41.00033548246667,18.0,20.0,19.0,1,0.1111111111111111,3.3586494897271006e-08,3.302578113408565
127155,41,41.00033548246667,20.0,22.0,21.0,2,0.2222222222222222,6.717298979454201e-08,10.979801586587325
127155,41,41.00033548246667,22.0,24.0,23.0,2,0.2222222222222222,6.717298979454201e-08,17.788461144842938
127155,41,41.00033548246667,24.0,26.0,25.0,2,0.2222222222222222,6.717298979454201e-08,34.00333358320625
127155,41,41.00033548246667,26.0,28.0,27.0,0,0.0,0.0,0.0
127155,41,41.00033548246667,28.0,30.0,29.0,0,0.0,0.0,0.0
130788,42,42.00034506768,0.0,2.0,1.0,0,0.0,0.0,0.0
130788,42,42.00034506768,2.0,4.0,3.0,0,0.0,0.0,0.0
130788,42,42.00034506768,4.0,6.0,5.0,0,0.0,0.0,0.0
130788,42,42.00034506768,6.0,8.0,7.0,0,0.0,0.0,0.0
130788,42,42.00034506768,8.0,10.0,9.0,0,0.0,0.0,0.0
130788,42,42.00034506768,10.0,12.0,11.0,0,0.0,0.0,0.0
130788,42,42.00034506768,12.0,14.0,13.0,0,0.0,0.0,0.0
130788,42,42.00034506768,14.0,16.0,15.0,1,0.1111111111111111,3.3586494897271006e-08,0.7628156332112085
130788,42,42.00034506768,16.0,18.0,17.0,1,0.1111111111111111,3.3586494897271006e-08,1.2075098545936571
130788,42,42.00034506768,18.0,20.0,19.0,1,0.1111111111111111,3.3586494897271006e-08,3.186837546383845
130788,42,42.00034506768,20.0,22.0,21.0,2,0.2222222222222222,6.717298979454201e-08,10.987112153904185
130788,42,42.00034506768,22.0,24.0,23.0,2,0.2222222222222222,6.717298979454201e-08,18.133010729133538
130788,42,42.00034506768,24.0,26.0,25.0,2,0.2222222222222222,6.717298979454201e-08,35.462312163758305
130788,42,42.00034506768,26.0,28.0,27.0,0,0.0,0.0,0.0
130788,42,42.00034506768,28.0,30.0,29.0,0,0.0,0.0,0.0
134421,43,43.000354652893336,0.0,2.0,1.0,0,0.0,0.0,0.0
134421,43,43.000354652893336,2.0,4.0,3.0,0,0.0,0.0,0.0
134421,43,43.000354652893336,4.0,6.0,5.0,0,0.0,0.0,0.0
134421,43,43.000354652893336,6.0,8.0,7.0,0,0.0,0.0,0.0
134421,43,43.000354652893336,8.0,10.0,9.0,0,0.0,0.0,0.0
134421,43,43.000354652893336,10.0,12.0,11.0,0,0.0,0.0,0.0
134421,43,43.000354652893336,12.0,14.0,13.0,0,0.0,0.0,0.0
134421,43,43.000354652893336,14.0,16.0,15.0,2,0.2222222222222222,6.717298979454201e-08,1.5627749234449977
134421,43,43.000354652893336,16.0,18.0,17.0,0,0.0,0.0,0.0
134421,43,43.000354652893336,18.0,20.0,19.0,1,0.1111111111111111,3.3586494897271006e-08,3.0707003997779707
134421,43,43.000354652893336,20.0,22.0,21.0,2,0.2222222222222222,6.717298979454201e-08,11.011566250470587
134421,43,43.000354652893336,22.0,24.0,23.0,2,0.2222222222222222,6.717298979454201e-08,18.513468927873852
134421,43,43.000354652893336,24.0,26.0,25.0,2,0.2222222222222222,6.717298979454201e-08,37.04593190077424
134421,43,43.000354652893336,26.0,28.0,27.0,0,0.0,0.0,0.0
134421,43,43.000354652893336,28.0,30.0,29.0,0,0.0,0.0,0.0
138054,44,44.00036423810667,0.0,2.0,1.0,0,0.0,0.0,0.0
138054,44,44.00036423810667,2.0,4.0,3.0,0,0.0,0.0,0.0
138054,44,44.00036423810667,4.0,6.0,5.0,0,0.0,0.0,0.0
138054,44,44.00036423810667,6.0,8.0,7.0,0,0.0,0.0,0.0
138054,44,44.00036423810667,8.0,10.0,9.0,0,0.0,0.0,0.0
138054,44,44.00036423810667,10.0,12.0,11.0,0,0.0,0.0,0.0
138054,44,44.00036423810667,12.0,14.0,13.0,1,0.1111111111111111,3.3586494897271006e-08,0.3890229677427933
138054,44,44.00036423810667,14.0,16.0,15.0,1,0.1111111111111111,3.3586494897271006e-08,0.7811034806290597
138054,44,44.00036423810667,16.0,18.0,17.0,0,0.0,0.0,0.0
138054,44,44.00036423810667,18.0,20.0,19.0,1,0.1111111111111111,3.3586494897271006e-08,2.9553005191844934
138054,44,44.00036423810667,20.0,22.0,21.0,2,0.2222222222222222,6.717298979454201e-08,11.058494761043306
138054,44,44.00036423810667,22.0,24.0,23.0,2,0.2222222222222222,6.717298979454201e-08,18.93697154708151
138054,44,44.00036423810667,24.0,26.0,25.0,2,0.2222222222222222,6.717298979454201e-08,38.771307159799484
138054,44,44.00036423810667,26.0,28.0,27.0,0,0.0,0.0,0.0
138054,44,44.00036423810667,28.0,30.0,29.0,0,0.0,0.0,0.0
141687,45,45.000373823320004,0.0,2.0,1.0,0,0.0,0.0,0.0
141687,45,45.000373823320004,2.0,4.0,3.0,0,0.0,0.0,0.0
141687,45,45.000373823320004,4.0,6.0,5.0,0,0.0,0.0,0.0
141687,45,45.000373823320004,6.0,8.0,7.0,0,0.0,0.0,0.0
141687,45,45.000373823320004,8.0,10.0,9.0,0,0.0,0.0,0.0
141687,45,45.000373823320004,10.0,12.0,11.0,0,0.0,0.0,0.0
141687,45,45.000373823320004,12.0,14.0,13.0,1,0.1111111111111111,3.3586494897271006e-08,0.22554717344824715
141687,45,45.000373823320004,14.0,16.0,15.0,1,0.1111111111111111,3.3586494897271006e-08,0.5776952223006141
141687,45,45.000373823320004,16.0,18.0,17.0,0,0.0,0.0,0.0
141687,45,45.000373823320004,18.0,20.0,19.0,1,0.1111111111111111,3.3586494897271006e-08,2.8423716939305956
141687,45,45.000373823320004,20.0,22.0,21.0,2,0.2222222222222222,6.717298979454201e-08,11.135645464724663
141687,45,45.000373823320004,22.0,24.0,23.0,2,0.2222222222222222,6.717298979454201e-08,19.413596453667022
141687,45,45.000373823320004,24.0,26.0,25.0,1,0.1111111111111111,3.3586494897271006e-08,19.768223302714414
141687,45,45.000373823320004,26.0,28.0,27.0,1,0.1111111111111111,3.3586494897271006e-08,20.893191484726422
141687,45,45.000373823320004,28.0,30.0,29.0,0,0.0,0.0,0.0
145320,46,46.00038340853333,0.0,2.0,1.0,0,0.0,0.0,0.0
145320,46,46.00038340853333,2.0,4.0,3.0,0,0.0,0.0,0.0
145320,46,46.00038340853333,4.0,6.0,5.0,0,0.0,0.0,0.0
145320,46,46.00038340853333,6.0,8.0,7.0,0,0.0,0.0,0.0
145320,46,46.00038340853333,8.0,10.0,9.0,0,0.0,0.0,0.0
145320,46,46.00038340853333,10.0,12.0,11.0,1,0.1111111111111111,3.3586494897271006e-08,0.09101029409109933
145320,46,46.00038340853333,12.0,14.0,13.0,1,0.1111111111111111,3.3586494897271006e-08,0.3875269309162116
145320,46,46.00038340853333,14.0,16.0,15.0,0,0.0,0.0,0.0
145320,46,46.00038340853333,16.0,18.0,17.0,0,0.0,0.0,0.0
145320,46,46.00038340853333,18.0,20.0,19.0,1,0.1111111111111111,3.3586494897271006e-08,2.735104748207821
145320,46,46.00038340853333,20.0,22.0,21.0,2,0.2222222222222222,6.717298979454201e-08,11.256136656725115
145320,46,46.00038340853333,22.0,24.0,23.0,2,0.2222222222222222,6.717298979454201e-08,19.960030497080602
145320,46,46.00038340853333,24.0,26.0,25.0,0,0.0,0.0,0.0
145320,46,46.00038340853333,26.0,28.0,27.0,2,0.2222222222222222,6.717298979454201e-08,42.75082181859204
