step,registered_age_h,age_h,elapsed_physical_time_s,particle_count,particle_number_density_nm^-3,beta_volume_fraction,beta_volume_fraction_from_particle_h_volumes,beta_vf_particle_closure_abs,mean_radius_nm,std_radius_nm,median_radius_nm,radius_p10_nm,radius_p90_nm,Sv_spherical_equivalent_nm^-1,M6_integral_nm^3,mean_R6_nm^6,growing_count,shrinking_survivor_count,dissolved_count,shrinking_including_dissolved_count,stable_count,newly_resolved_count,growing_to_shrinking_ratio,matrix_xB,matrix_xAg,df_beta_dt_s^-1,dxAg_dt_s^-1,chemical_excess_energy_hat_mean,interface_gradient_energy_hat_mean,interface_double_well_energy_hat_mean,interface_energy_hat_mean,elastic_energy_hat_mean,total_excess_energy_hat_mean,chemical_excess_energy_J_m^-3,interface_energy_J_m^-3,elastic_energy_J_m^-3,total_excess_energy_J_m^-3,chemical_excess_energy_total_J,interface_energy_total_J,elastic_energy_total_J,total_excess_energy_total_J
50862,20,20.000134192986668,50400.483094752,20,1.34345979589084e-06,0.024624851659015342,0.024624631961116458,2.1969789888373614e-07,16.00414763250145,2.4197588881858385,16.535247743656356,13.157609045525495,18.993213074803744,0.004422989370441036,30.152990855587653,22444282.25378593,7,7,1,8,6,0,0.875,0.005510988781907064,0.005495845011803489,2.215304204185115e-09,-2.248867469782978e-09,-0.002833610198500676,0.0007048716198203045,0.0007384782446681263,0.0014433498644884307,0.0,-0.001390260334012245,-1428139.5400443405,727448.331702169,0.0,-700691.2083421715,-2.1260621931709533e-14,1.0829476757356962e-14,0.0,-1.0431145174352573e-14
54495,21,21.0001437782,54000.517601520005,20,1.34345979589084e-06,0.024617801825752596,0.024617583581802178,2.1824395041863953e-07,15.854698042973032,2.902254298947926,16.5550414278883,12.444846500296324,19.27025060057127,0.004385958733465003,31.549459468890408,23483739.197398275,8,7,0,7,5,0,1.1428571428571428,0.005518260480735343,0.005503076775189851,-3.1914780438166227e-09,3.2715899589573356e-09,-0.002833295273748186,0.0006989151256445081,0.0007323232316569451,0.001431238357301453,0.0,-0.001402056916446733,-1427980.8179690856,721344.1320799324,0.0,-706636.6858891534,-2.1258259046333427e-14,1.07386039282495e-14,0.0,-1.0519655118083929e-14
58128,22,22.000153363413332,57600.55210828799,20,1.34345979589084e-06,0.024601872796844674,0.02460165867808032,2.1411876435437072e-07,15.54396102982648,3.7599293877191364,16.587660010703395,11.394723406282154,19.583102766314884,0.004317707582507725,33.54575206294211,24969673.201644357,8,7,0,7,5,0,1.1428571428571428,0.0055346747290381335,0.005519400685291972,4.517482902320708e-09,-4.584534056185642e-09,-0.002832564769208961,0.0006879202898028612,0.0007210033576871566,0.0014089236474900178,0.0,-0.001423641121718943,-1427612.6436813164,710097.518334969,0.0,-717515.1253463473,-2.1252778059274563e-14,1.0571176309211509e-14,0.0,-1.0681601750063051e-14
61761,23,23.000162948626667,61200.586615056,18,1.209113816301756e-06,0.02465032801441678,0.0246501211237302,2.0689068657916976e-07,16.354417926447432,3.217776054150042,17.22023519232836,11.957453924484259,20.07197865866054,0.0042212611910609835,35.87864858501413,29673508.06953311,8,5,2,7,5,0,1.1428571428571428,0.0054850696651056055,0.005470067813590408,4.979064485511902e-09,-5.059088314765272e-09,-0.0028346332167360055,0.0006729510027492254,0.0007047640925327576,0.0013777150952819829,0.0,-0.0014569181214540226,-1428655.1412349467,694368.4080221194,0.0,-734286.7332128274,-2.1268297653635613e-14,1.0337018050647179e-14,0.0,-1.0931279602988434e-14
65394,24,24.00017253384,64800.621121824006,18,1.209113816301756e-06,0.024637722404763206,0.024637518143220204,2.042615430027095e-07,16.036378532384713,4.035355015453375,17.366839545703144,10.630576846896993,20.36950158488681,0.004154839229886096,38.18325029074752,31579533.51946332,8,5,0,5,5,0,1.6,0.0054980477291297685,0.005482974900280088,-7.967172220597551e-10,8.414850904493411e-10,-0.0028340769553257144,0.0006622597171079658,0.0006937391365632048,0.0013559988536711706,0.0,-0.0014780781016545438,-1428374.78548416,683423.42225027,0.0,-744951.36323389,-2.126412401551642e-14,1.0174080747940746e-14,0.0,-1.1090043267575674e-14
69027,25,25.000182119053335,68400.65562859201,17,1.141940826507214e-06,0.024644591595433675,0.024644394296546634,1.9729888704050902e-07,16.073308198866332,4.775040964871604,17.878903053344587,8.774157102151564,20.79349187806652,0.0040345493461071925,41.20801561277213,36085946.53613762,8,5,1,6,4,0,1.3333333333333333,0.005491161712577104,0.005476126564315505,9.724577252454137e-09,-9.860501198147451e-09,-0.0028343064923479705,0.0006431559221591801,0.0006736869011771452,0.0013168428233363253,0.0,-0.0015174636690116453,-1428490.4721433772,663688.7829615079,0.0,-764801.6891818693,-2.126584623540824e-14,9.880292435865858e-15,0.0,-1.138555379954238e-14
72660,26,26.000191704266665,72000.69013536,14,9.40421857123588e-07,0.024707740032108336,0.02470755311166128,1.8692044705462263e-07,17.736897206452827,3.8692405464249027,18.69270673848616,15.264899515660657,21.416675896592242,0.0038947387626245508,44.098522885122975,46892277.70609722,7,3,3,6,4,0,1.1666666666666667,0.005426663103468303,0.005411978611145372,1.5062817184667772e-08,-1.5332131216070872e-08,-0.0028368405642194903,0.0006214793191440366,0.0006501433174293681,0.001271622636573405,0.0,-0.0015652179276460854,-1429767.6443666231,640897.8088329961,0.0,-788869.8355336271,-2.128485941655668e-14,9.541004662637047e-15,0.0,-1.1743854753919631e-14
76293,27,27.00020128948,75600.724642128,13,8.732488673290461e-07,0.02475304491870156,0.02475286127268373,1.8364601783033008e-07,18.616164476200073,2.387738210778964,18.85756212117309,14.989538059178997,21.738381617068136,0.003865580915923488,45.265019225083186,51835188.01866023,1,3,1,4,9,0,0.25,0.0053801684382268405,0.005365734161435207,6.067250644508883e-09,-6.1934336613696154e-09,-0.0028385640344008264,0.0006170826707083505,0.000645149507261932,0.0012622321779702827,0.0,-0.0015763318564305437,-1430636.2733380166,636165.0176970224,0.0,-794471.2556409941,-2.1297790640461558e-14,9.47054790389444e-15,0.0,-1.1827242736567117e-14
79926,28,28.000210874693334,79200.759148896,13,8.732488673290461e-07,0.02475142465547122,0.024751242200544362,1.8245492685795006e-07,18.550348087523243,2.642630589989476,18.908819812211334,14.455955905926757,21.933887103413678,0.0038528080881267465,46.227808537356,52937725.162759416,0,4,0,4,9,0,0.0,0.005381828635740236,0.0053673854613527534,-5.359603405680586e-10,5.482888893993897e-10,-0.0028385013303533387,0.0006150269190708422,0.0006430215377620452,0.0012580484568328872,0.0,-0.0015804528735204515,-1430604.6704980826,634056.4222437751,0.0,-796548.2482543075,-2.1297320171006043e-14,9.439157378332057e-15,0.0,-1.1858162792673988e-14
83559,29,29.000220459906668,82800.793655664,13,8.732488673290461e-07,0.024749185967260955,0.02474900437535644,1.8159190451685903e-07,18.464055689050898,2.9467834958808097,18.9728736330894,13.807639039350779,22.1424085095939,0.003836413300268582,47.39359377985918,54272722.8777509,0,4,0,4,9,0,0.0,0.005384137431879992,0.005369681879278237,-7.534055022286185e-10,7.697646336666884e-10,-0.0028384154919532615,0.0006123922662809656,0.0006402912946123623,0.001252683560893328,0.0,-0.0015857319310599335,-1430561.4079444439,631352.5146902374,0.0,-799208.8932542065,-2.129667612413883e-14,9.398904479632622e-15,0.0,-1.1897771644506204e-14
87192,30,30.000230045120002,86400.82816243201,13,8.732488673290461e-07,0.024746000083859996,0.02474581851430431,1.8156955568573996e-07,18.346213590574198,3.3228350536106355,19.053124744996023,12.997012787954144,22.36552646123867,0.0038146845413567516,48.820741869323456,55907019.975472204,1,4,0,4,8,0,0.25,0.00538740087786599,0.005372927819839333,-1.119967686139448e-09,1.1459992539218152e-09,-0.002838291690560037,0.0006088998747303037,0.0006366776153366848,0.0012455774900669886,0.0,-0.0015927142004930482,-1430499.0120422586,627771.0549937623,0.0,-802727.9570484963,-2.1295747240336333e-14,9.34558751834462e-15,0.0,-1.1950159721991715e-14
90825,31,31.000239630333333,90000.8626692,13,8.732488673290461e-07,0.02474112212262782,0.024740942661540172,1.7946108764668733e-07,18.17364177815996,3.817525206240502,19.15474205639128,11.893690642171771,22.605697669055054,0.0037842874073707893,50.597773444234576,57941985.76975536,3,4,0,4,6,0,0.75,0.005392433225705855,0.005377933152995935,-1.90824350862706e-09,1.95614146247986e-09,-0.002838102989823488,0.0006040136933512482,0.0006316243418655775,0.0012356380352168258,0.0,-0.001602464954606662,-1430403.9068710378,622761.5697492802,0.0,-807642.3371217577,-2.12943314157391e-14,9.271011632117071e-15,0.0,-1.202331978362203e-14
94458,32,32.00024921554667,93600.897175968,13,8.732488673290461e-07,0.02473226059890325,0.0247320832220933,1.773768099483375e-07,17.879361568524295,4.565190927463933,19.287091245754063,10.170981738449113,22.867535341596284,0.0037366378022210037,52.87991185505235,60555374.11321581,3,4,0,4,6,0,0.75,0.005401561311639931,0.005387012173369428,-5.242811788049747e-10,5.858258079238246e-10,-0.0028377538176051448,0.0005963482473327219,0.0006237114770223379,0.0012200597243550596,0.0,-0.0016176940932500852,-1430227.924072993,614910.1010749501,0.0,-815317.8229980429,-2.1291711571087504e-14,9.154127320456313e-15,0.0,-1.2137584250631193e-14
98091,33,33.00025880076,97200.931682736,11,7.389028877399621e-07,0.024737347261957927,0.024737178478425857,1.6878353207086527e-07,19.408113526751023,3.541814711700347,20.47581501812203,15.691863034412533,23.474463700242936,0.0036140288889684714,56.06997498958533,75882739.01741432,6,2,2,4,3,0,1.5,0.005396673996792878,0.0053821511392428975,6.745220727032945e-09,-6.8547912852023465e-09,-0.0028378963094993844,0.0005769488258480017,0.0006033837549444328,0.0011803325807924346,0.0,-0.0016575637287069497,-1430299.7399876898,594887.6207193871,0.0,-835412.1192683027,-2.129278069001338e-14,8.856053936841789e-15,0.0,-1.243672675317159e-14
101724,34,34.000268385973335,100800.966189504,11,7.389028877399621e-07,0.024780826653649418,0.02478065989768836,1.667559610570024e-07,19.16245055361555,4.353286143531626,20.563254653572287,15.242729760474674,23.706895247714687,0.0035855349054529574,57.91100631392197,78374313.15372294,0,2,0,2,9,0,0.0,0.005351940615230156,0.005337657203042586,1.04597761007545e-08,-1.0676563864803235e-08,-0.0028394844527230762,0.0005725829363825163,0.0005983933142987827,0.0011709762506812989,0.0,-0.0016685082020417774,-1431100.1641724305,590172.0303433746,0.0,-840928.1338290558,-2.1304696553624465e-14,8.785853244711876e-15,0.0,-1.2518843308912588e-14
105357,35,35.00027797118667,104401.000696272,10,6.7172989794542e-07,0.024812658371749494,0.024812494460120422,1.6391162907178347e-07,20.297348509663063,2.7666687467841062,20.663856571552287,17.26991097450903,23.929506206015358,0.0035422411361318747,59.52371498553938,88612573.54719657,0,1,1,2,9,0,0.0,0.0053193895658463835,0.005305279142588889,4.258797957643635e-09,-4.32870054555151e-09,-0.00284059651675869,0.000565898310935138,0.0005910789132712325,0.0011569772242063707,0.0,-0.0016836192925523193,-1431660.6444463797,583116.5210000109,0.0,-848544.123446369,-2.131304038759201e-14,8.680818328669818e-15,0.0,-1.2632222058922193e-14
108990,36,36.0002875564,108001.03520304001,10,6.7172989794542e-07,0.02481149029285916,0.024811327005034068,1.6328782509109074e-07,20.229389151060946,3.0244443405491888,20.683398455380924,16.975706136683563,24.09950123340909,0.0035315937060583294,60.576586266122085,90179976.28422384,0,3,0,3,7,0,0.0,0.005320607135347186,0.005306490260375684,-4.5809703205063916e-10,4.692621727009387e-10,-0.0028405558511937126,0.0005641890129682832,0.0005893012778210567,0.00115349029078934,0.0,-0.0016870655604043726,-1431640.1490016312,581359.1065578273,0.0,-850281.0424438037,-2.1312735273217746e-14,8.654655812343555e-15,0.0,-1.265807946087419e-14
112623,37,37.00029714161333,111601.06970980798,10,6.7172989794542e-07,0.024809360041503838,0.02480919768614544,1.6235535839695392e-07,20.140061283757753,3.3387333073334498,20.707401949392526,16.6375166375873,24.27807134531452,0.0035180350987330062,61.80819023128787,92013457.22490077,0,3,0,3,7,0,0.0,0.005322786288257875,0.005308657862617779,-7.256240839956403e-10,7.382007815498101e-10,-0.0028404798669587196,0.0005620094980682294,0.0005870446526347331,0.0011490541507029625,0.0,-0.001691425716255757,-1431601.8529471946,579123.2919542931,0.0,-852478.5609929016,-2.1312165162306296e-14,8.621371383432876e-15,0.0,-1.2690793778873421e-14
116256,38,38.000306726826665,115201.10421657599,10,6.7172989794542e-07,0.0248062657493765,0.024806103931307815,1.6181806868423299e-07,20.013908670824755,3.750008348103335,20.73737765539451,16.236444251462782,24.466410461851584,0.0034998856116336997,63.269974416135724,94189605.98546499,0,3,0,3,7,0,0.0,0.0053259505633152186,0.005311805356948688,-1.1885594664260907e-09,1.2175705676866494e-09,-0.0028403686294664952,0.0005590921761447448,0.0005840259140179892,0.001143118090162734,0.0,-0.0016972505393037611,-1431545.7892511135,576131.517442018,0.0,-855414.2718090956,-2.1311330545650816e-14,8.576833027742206e-15,0.0,-1.2734497517908611e-14
119889,39,39.00031631204,118801.13872334399,10,6.7172989794542e-07,0.02480080233131888,0.024800641526980957,1.60804337921705e-07,19.80155153504166,4.388439268586735,20.775893743187716,15.71896985778581,24.666629239563903,0.0034723735196924913,65.0492360992907,96838381.46590301,0,3,0,3,7,0,0.0,0.005331599643898632,0.005317424454733973,2.6632480013146763e-09,-2.700197216783436e-09,-0.002840173493572421,0.0005546665303024175,0.0005794554507068681,0.0011341219810092854,0.0,-0.0017060515125631355,-1431447.4407605,571597.4784286799,0.0,-859849.9623318203,-2.1309866437965356e-14,8.509335079129138e-15,0.0,-1.2800531358836219e-14
123522,40,40.00032589725333,122401.173230112,9,6.04556908150878e-07,0.024825441318786123,0.024825284921284312,1.5639750181040135e-07,20.993113108283783,2.9739576342221263,20.993113042043575,16.838291416937235,24.90626374643864,0.0034153097574961917,67.27978842322833,111287767.15001565,0,2,1,3,7,0,0.0,0.005306405464601209,0.005292363750637689,4.720744057249267e-09,-4.799767751858676e-09,-0.0028410053972269854,0.0005457332875220329,0.0005698978601049984,0.0011156311476270312,0.0,-0.0017253742495999542,-1431866.7202024006,562278.0984040237,0.0,-869588.6217983769,-2.1316108224183043e-14,8.370598065142402e-15,0.0,-1.2945510159040641e-14
127155,41,41.00033548246667,126001.20773688001,9,6.04556908150878e-07,0.024834792014326316,0.02483463618673269,1.5582759362725573e-07,20.935627039158614,3.1909726066320077,21.017442982399764,16.424910701134163,25.077866325076346,0.0034071623666070403,68.45943494377553,113239025.17823888,0,2,0,2,7,0,0.0,0.005296857088239656,0.005282865795671646,1.0621718652551387e-09,-1.0779738870881951e-09,-0.002841306927962092,0.0005444582149212096,0.000568500218926368,0.0011129584338475775,0.0,-0.0017283484941145147,-1432018.6916928946,560931.0506591791,0.0,-871087.6410337155,-2.1318370614035853e-14,8.350544651575956e-15,0.0,-1.2967825962459896e-14
130788,42,42.00034506768,129601.24224364801,9,6.04556908150878e-07,0.024833089029520194,0.024832934005834115,1.5502368607908656e-07,20.862330219826717,3.4372054189039356,21.045609529062894,15.946575931359943,25.254407336213532,0.003396286511714513,69.73959808098473,115356548.14414917,0,2,0,2,7,0,0.0,0.00529860276834937,0.005284602264255864,-5.359586640556513e-10,5.44424546190281e-10,-0.002841249071651826,0.0005427116259961257,0.0005666881443405971,0.0011093997703367229,0.0,-0.0017318493013151032,-1431989.5321125204,559137.4842497084,0.0,-872852.0478628121,-2.1317936517229035e-14,8.323843943226416e-15,0.0,-1.299409257400262e-14
134421,43,43.000354652893336,133201.276750416,9,6.04556908150878e-07,0.02483093307495671,0.024830777996882537,1.5507807417380892e-07,20.77183574686529,3.7218997613447335,21.081994229755892,15.388160784457446,25.439402646112544,0.0033831473119558084,71.20444240234164,117779552.99548292,0,2,0,2,7,0,0.0,0.00530079778090365,0.005286785689976879,-6.904322271245463e-10,7.014153079556602e-10,-0.00284117421253666,0.0005406008278948767,0.0005645014400181121,0.001105102267912989,0.0,-0.0017360719446236708,-1431951.8031184766,556971.5430281465,0.0,-874980.26009033,-2.131737484810936e-14,8.291599714881262e-15,0.0,-1.3025775133228097e-14
138054,44,44.00036423810667,136801.31125718402,9,6.04556908150878e-07,0.02482811786983573,0.024827963747005573,1.5412283015797668e-07,20.656547075481615,4.060624869580764,21.128641279007308,14.721518746566215,25.63367753967386,0.0033668888887792106,72.89220043548065,120571280.30913027,0,2,0,2,7,0,0.0,0.005303679814482874,0.005289652502880296,-9.304392797028259e-10,9.507089956554584e-10,-0.002841077328943369,0.0005379897757269428,0.0005617946370838107,0.0010997844128107536,0.0,-0.0017412929161326155,-1431902.973787458,554291.3440566198,0.0,-877611.6297308382,-2.1316647928983562e-14,8.251699764324879e-15,0.0,-1.3064948164658686e-14
141687,45,45.000373823320004,140401.345763952,9,6.04556908150878e-07,0.02482423384792994,0.024824080448676532,1.5339925340737692e-07,20.502094713429145,4.482821459607058,21.188444591639342,13.898321006251344,25.838444195270664,0.0033459966318552543,74.85627079551199,123820056.94793956,0,2,0,2,7,0,0.0,0.005307679307847838,0.005293630860357387,-1.3713355527067763e-09,1.4050134770779395e-09,-0.0028409443976438126,0.0005346329649695812,0.0005583195596575356,0.0010929525246271166,0.0,-0.001747991873016696,-1431835.9764124816,550848.0724120667,0.0,-880987.9040004148,-2.1315650543350123e-14,8.200439999721804e-15,0.0,-1.3115210543628318e-14
145320,46,46.00038340853333,144001.38027072,9,6.04556908150878e-07,0.024818244159215526,0.024818092058481553,1.5210073397303736e-07,20.273979301876267,5.059923162490424,21.266203137637085,12.8175817688323,26.055763816663944,0.0033171693612720214,77.18063094561289,127664790.36966208,0,2,0,2,7,0,0.0,0.00531384978425346,0.005299768696880205,-2.674480656065725e-09,2.7403749792307725e-09,-0.002840737095172971,0.000529999850267695,0.0005535258995432343,0.0010835257498109294,0.0,-0.0017572113453620415,-1431731.4959671774,546096.9779047084,0.0,-885634.518062469,-2.1314095149647628e-14,8.129710759860808e-15,0.0,-1.318438438978682e-14
