step,age_h,temperature_K,matrix_xAg_6h_fixed,matrix_xAg_pf,kappa_L_no_dis_fixed_6h_matrix_W_mK,kappa_L_no_dis_pf_time_varying_matrix_W_mK,delta_kappa_PSD_W_mK,delta_kappa_PSD_plus_matrix_W_mK
21798,12.00005750730298,450,0.006203008315588036,0.0069855095023743262,1.6112451792199018,1.5964651977146553,-0.0010843005975618158,-0.015864282102808325
21798,12.00005750730298,500,0.006203008315588036,0.0069855095023743262,1.4671268206870489,1.4547949789800503,-0.00090533465746078789,-0.013237176364459424
21798,12.00005750730298,550,0.006203008315588036,0.0069855095023743262,1.3466857891792501,1.3362402189777187,-0.00076722689951003176,-0.011212797101041394
21798,12.00005750730298,600,0.006203008315588036,0.0069855095023743262,1.2445326068371529,1.2355711650628962,-0.00065843779922580836,-0.0096198795734825371
25431,13.000067091853477,300,0.006203008315588036,0.0069379930449437093,2.2839316323642924,2.2567487654626919,-0.0025403845840128447,-0.029723251485613389
25431,13.000067091853477,350,0.006203008315588036,0.0069379930449437093,2.0048378895996071,1.9836522341794396,-0.0020101697675944941,-0.023195825187761976
25431,13.000067091853477,400,0.006203008315588036,0.0069379930449437093,1.786465582515085,1.7694900493546322,-0.0016287674218766757,-0.018604300582329536
25431,13.000067091853477,450,0.006203008315588036,0.0069379930449437093,1.6109837563994303,1.5970767450984436,-0.0013457234180334066,-0.015252734719020111
25431,13.000067091853477,500,0.006203008315588036,0.0069379930449437093,1.4669020255579879,1.4553003610954931,-0.0011301297865218274,-0.012731794249016604
25431,13.000067091853477,550,0.006203008315588036,0.0069379930449437093,1.346490760914073,1.3366649589261639,-0.00096225516468706473,-0.010788057152596231
25431,13.000067091853477,600,0.006203008315588036,0.0069379930449437093,1.2443619928592757,1.2359331925666523,-0.00082905177710301814,-0.0092578520697264022
29064,14.000076676403973,300,0.006203008315588036,0.0068318822625362706,2.2833340804536122,2.2599857518210782,-0.0031379364946930721,-0.026486265127227071
29064,14.000076676403973,350,0.006203008315588036,0.0068318822625362706,2.0043493162296948,1.9861602086609922,-0.0024987431375067537,-0.020687850706209376
29064,14.000076676403973,400,0.006203008315588036,0.0068318822625362706,1.7860603076885728,1.771490912353813,-0.0020340422483888787,-0.01660343758314875
29064,14.000076676403973,450,0.006203008315588036,0.0068318822625362706,1.6106429345738642,1.598710505282475,-0.0016865452435994577,-0.013618974534988615
29064,14.000076676403973,500,0.006203008315588036,0.0068318822625362706,1.4666118212530375,1.4566597538048249,-0.0014203340914722418,-0.011372401539684773
29064,14.000076676403973,550,0.006203008315588036,0.0068318822625362706,1.3462409034718659,1.3378138652059877,-0.0012121126068942445,-0.0096391508727724506
29064,14.000076676403973,600,0.006203008315588036,0.0068318822625362706,1.2441447474376055,1.2369170634299045,-0.0010462971987732494,-0.0082739812064742679
32697,15.00008626095447,300,0.006203008315588036,0.0067448879252799392,2.2829249900820798,2.2627427645202971,-0.0035470268662254334,-0.023729252428008163
32697,15.00008626095447,350,0.006203008315588036,0.0067448879252799392,2.0040059855430763,1.9882890680154355,-0.0028420738241252685,-0.018558991351766085
32697,15.00008626095447,400,0.006203008315588036,0.0067448879252799392,1.7857703381672119,1.7731847650295873,-0.0023240117697498341,-0.014909584907374374
32697,15.00008626095447,450,0.006203008315588036,0.0067448879252799392,1.6103958423005333,1.6000905763376605,-0.0019336375169303199,-0.012238903479803165
32697,15.00008626095447,500,0.006203008315588036,0.0067448879252799392,1.4663992918924915,1.4578059951167706,-0.0016328634520181851,-0.010226160227739145
32697,15.00008626095447,550,0.006203008315588036,0.0067448879252799392,1.3460564561227553,1.3387811577754416,-0.0013965599560048503,-0.0086718583033185137
32697,15.00008626095447,600,0.006203008315588036,0.0067448879252799392,1.2439833336501949,1.2377443389454832,-0.0012077109861838853,-0.0074467056908955609
36330,16.000095845504966,300,0.006203008315588036,0.0066998670904765325,2.2827612152735401,2.2642106859384565,-0.0037108016747651185,-0.022261331009848728
36330,16.000095845504966,350,0.006203008315588036,0.0066998670904765325,2.0038293349830565,1.9893874141133125,-0.0030187243841450773,-0.017460645253889018
36330,16.000095845504966,400,0.006203008315588036,0.0066998670904765325,1.7855988734101793,1.7740369594818335,-0.002495476526782392,-0.014057390455128216
36330,16.000095845504966,450,0.006203008315588036,0.0066998670904765325,1.610236078167224,1.6007707616058975,-0.0020934016502396346,-0.011558718211566177
36330,16.000095845504966,500,0.006203008315588036,0.0066998670904765325,1.46625301284781,1.4583613320873867,-0.0017791424966997482,-0.0096708232571229846
36330,16.000095845504966,550,0.006203008315588036,0.0066998670904765325,1.3459234905528465,1.3392430488602391,-0.0015295255259135665,-0.0082099672185209638
36330,16.000095845504966,600,0.006203008315588036,0.0066998670904765325,1.2438627414519747,1.2381344901765925,-0.0013283031844040227,-0.0070565544597862573
39963,17.000105430055463,300,0.006203008315588036,0.0066532051736125546,2.2826233424214517,2.265789512233543,-0.0038486745268535572,-0.020682504714762295
39963,17.000105430055463,350,0.006203008315588036,0.0066532051736125546,2.0037097046231152,1.9906064835387696,-0.0031383547440864135,-0.016241575828431998
39963,17.000105430055463,400,0.006203008315588036,0.0066532051736125546,1.7854955314045893,1.7750067685770758,-0.0025988185323724267,-0.013087581359885858
39963,17.000105430055463,450,0.006203008315588036,0.0066532051736125546,1.6101465616488249,1.6015607397345777,-0.0021829181686388033,-0.010768740082885975
39963,17.000105430055463,500,0.006203008315588036,0.0066532051736125546,1.4661750485892837,1.4590172994653743,-0.0018571067552259901,-0.0090148558791354194
39963,17.000105430055463,550,0.006203008315588036,0.0066532051736125546,1.3458551553796467,1.3397964682630275,-0.0015978606991133848,-0.0076565478157326616
39963,17.000105430055463,600,0.006203008315588036,0.0066532051736125546,1.2438024574987736,1.2386076840545688,-0.0013885871376051462,-0.0065833605818099716
43596,18.00011501460596,300,0.006203008315588036,0.0066675039481570433,2.2827781430373664,2.2654097789820589,-0.0036938739109388941,-0.0210622379662464
43596,18.00011501460596,350,0.006203008315588036,0.0066675039481570433,2.0038065254561821,1.9902873954191416,-0.0030415339110194672,-0.016560663948059995
43596,18.00011501460596,400,0.006203008315588036,0.0066675039481570433,1.7855584776365379,1.7747368661822867,-0.002535872300423847,-0.013357483754675048
43596,18.00011501460596,450,0.006203008315588036,0.0066675039481570433,1.6101886434571833,1.6013303952885212,-0.0021408363602803959,-0.010999084528942493
43596,18.00011501460596,500,0.006203008315588036,0.0066675039481570433,1.4662037343981253,1.4588188872996855,-0.001828420946384357,-0.0092132680448242521
43596,18.00011501460596,550,0.006203008315588036,0.0066675039481570433,1.3458749492370266,1.3396240412934872,-0.0015780668417335608,-0.0078289747852728908
43596,18.00011501460596,600,0.006203008315588036,0.0066675039481570433,1.2438161874621705,1.2384566041038096,-0.001374857174208266,-0.0067344405325691081
47229,19.000124599156457,300,0.006203008315588036,0.0066424609369539226,2.2827555280329404,2.2663015152520916,-0.0037164889153649128,-0.020170501696213705
47229,19.000124599156457,350,0.006203008315588036,0.0066424609369539226,2.0037554220887626,1.9909501095533431,-0.0030926372784390033,-0.015897949813858503
47229,19.000124599156457,400,0.006203008315588036,0.0066424609369539226,1.7854969688407101,1.7752480564178881,-0.0025973810962516275,-0.012846293519073626
47229,19.000124599156457,450,0.006203008315588036,0.0066424609369539226,1.6101249276703793,1.601736334055937,-0.002204552147084371,-0.010593145761526701
47229,19.000124599156457,500,0.006203008315588036,0.0066424609369539226,1.4661415650178662,1.4591488422324659,-0.0018905903266435153,-0.0088833131120438225
47229,19.000124599156457,550,0.006203008315588036,0.0066424609369539226,1.3458159776692393,1.3398973991330121,-0.0016370384095207857,-0.0075556169457480227
47229,19.000124599156457,600,0.006203008315588036,0.0066424609369539226,1.2437610401718961,1.2386867011380356,-0.0014300044644826038,-0.0065043434983431681
50862,20.000134183706955,300,0.006203008315588036,0.0065932029847887283,2.2826572921353874,2.2680219640803387,-0.0038147248129178912,-0.018450052867966527
50862,20.000134183706955,350,0.006203008315588036,0.0065932029847887283,2.0036554572222474,1.9922678216607732,-0.0031926021449542041,-0.014580237706428356
50862,20.000134183706955,400,0.006203008315588036,0.0065932029847887283,1.7854024452329804,1.7762896399698467,-0.0026919047039812849,-0.011804709967115024
50862,20.000134183706955,450,0.006203008315588036,0.0065932029847887283,1.6100381146122276,1.6025803723607035,-0.0022913652052360955,-0.0097491074567601643
50862,20.000134183706955,500,0.006203008315588036,0.0065932029847887283,1.4660627838831726,1.4598466832887509,-0.0019693714613371327,-0.0081854720557588134
50862,20.000134183706955,550,0.006203008315588036,0.0065932029847887283,1.3457447896495984,1.3404840118564185,-0.0017082264291616855,-0.0069690042223415904
50862,20.000134183706955,600,0.006203008315588036,0.0065932029847887283,1.2436967444828897,1.2391867236505274,-0.0014943001534890588,-0.0060043209858513524
54495,21.000143768257452,300,0.006203008315588036,0.0066076795368715481,2.2828117757227111,2.2676326976528385,-0.003660241225594163,-0.018839319295466783
54495,21.000143768257452,350,0.006203008315588036,0.0066076795368715481,2.0037482391258115,1.9919377520361419,-0.0030998202413901055,-0.014910307331059691
54495,21.000143768257452,400,0.006203008315588036,0.0066076795368715481,1.7854597588386585,1.7760086936383439,-0.0026345910983032184,-0.012085656298617797
54495,21.000143768257452,450,0.006203008315588036,0.0066076795368715481,1.6100739926424421,1.602339491456412,-0.0022554871750215533,-0.0099899883610516937
54495,21.000143768257452,500,0.006203008315588036,0.0066076795368715481,1.4660851984025283,1.4596384546401704,-0.001946956941981437,-0.008393700704339313
54495,21.000143768257452,550,0.006203008315588036,0.0066076795368715481,1.3457584918468746,1.3403025400125679,-0.0016945242318855414,-0.0071504760661922351
54495,21.000143768257452,600,0.006203008315588036,0.0066076795368715481,1.2437046781048746,1.2390273501015177,-0.0014863665315041352,-0.0061636945348610972
58128,22.000153352807946,300,0.006203008315588036,0.0065680375946212417,2.2827960955536106,2.2690857001320581,-0.0036759213946946367,-0.017386316816247138
58128,22.000153352807946,350,0.006203008315588036,0.0065680375946212417,2.0037160322734788,1.9930499081185158,-0.0031320270937227335,-0.013798151248685775
58128,22.000153352807946,400,0.006203008315588036,0.0065680375946212417,1.7854215676191318,1.7768872775756579,-0.0026727823178298582,-0.011207072361303805
58128,22.000153352807946,450,0.006203008315588036,0.0065680375946212417,1.6100346184822589,1.6030510646227609,-0.0022948613352047342,-0.0092784151947027382
58128,22.000153352807946,500,0.006203008315588036,0.0065680375946212417,1.466046845464458,1.460226492288502,-0.0019853098800517444,-0.0078056630560077167
58128,22.000153352807946,550,0.006203008315588036,0.0065680375946212417,1.3457221299798456,1.3407966368412558,-0.0017308860989144748,-0.0066563792375042841
58128,22.000153352807946,600,0.006203008315588036,0.0065680375946212417,1.2436706728521638,1.2394483485991734,-0.0015203717842149356,-0.0057426960372053415
61761,23.000162937358443,300,0.006203008315588036,0.0065315122196698784,2.2827940834192231,2.2704379530003287,-0.0036779335290821891,-0.016034063947976573
61761,23.000162937358443,350,0.006203008315588036,0.0065315122196698784,2.0036860071893337,1.9940750506987934,-0.0031620521778679134,-0.012773008668408137
61761,23.000162937358443,400,0.006203008315588036,0.0065315122196698784,1.7853798926878066,1.7776908853384734,-0.0027144572491550889,-0.010403464598488288
61761,23.000162937358443,450,0.006203008315588036,0.0065315122196698784,1.6099889836218779,1.603697788035094,-0.0023404961955857395,-0.0086316917823696659
61761,23.000162937358443,500,0.006203008315588036,0.0065315122196698784,1.4660009556810001,1.4607581001197194,-0.0020311996635096197,-0.007274055224790299
61761,23.000162937358443,550,0.006203008315588036,0.0065315122196698784,1.3456777578534682,1.3412413014764402,-0.001775258225291898,-0.006211714602319951
61761,23.000162937358443,600,0.006203008315588036,0.0065315122196698784,1.2436286186166632,1.2398257550127003,-0.0015624260197155682,-0.0053652896236784375
65393,23.999897264660234,300,0.006203008315588036,0.0065419911906859753,2.2829997411331333,2.2702484023235048,-0.0034722758151719546,-0.016223614624800486
65393,23.999897264660234,350,0.006203008315588036,0.0065419911906859753,2.0038174441596244,1.9938992971711456,-0.0030306152075771919,-0.012948762196056007
65393,23.999897264660234,400,0.006203008315588036,0.0065419911906859753,1.7854673517176058,1.7775326995831082,-0.0026269982193558583,-0.01056165035385348
65393,23.999897264660234,450,0.006203008315588036,0.0065419911906859753,1.6100489805798668,1.6035568632648873,-0.002280499237596878,-0.0087726165525763289
65393,23.999897264660234,500,0.006203008315588036,0.0065419911906859753,1.4660430765055226,1.4606328203450387,-0.001989078838987135,-0.0073993349994709856
65393,23.999897264660234,550,0.006203008315588036,0.0065419911906859753,1.3457078449547604,1.341129761281189,-0.0017451711239997447,-0.0063232547975711206
65393,23.999897264660234,600,0.006203008315588036,0.0065419911906859753,1.243650378343784,1.239726130744276,-0.0015406662925947501,-0.0054649138921027962
65394,24.00017252190894,300,0.006203008315588036,0.0065420033285479434,2.2829998308100552,2.2702480372487126,-0.0034721861382500663,-0.016223979699592661
65394,24.00017252190894,350,0.006203008315588036,0.0065420033285479434,2.0038175026763829,1.993899001885769,-0.0030305566908186421,-0.012949057481432602
65394,24.00017252190894,400,0.006203008315588036,0.0065420033285479434,1.7854673915794153,1.7775324563287178,-0.0026269583575464495,-0.010561893608243889
65394,24.00017252190894,450,0.006203008315588036,0.0065420033285479434,1.6100490086598558,1.6035566596472264,-0.0022804711576078773,-0.0087728201702372832
65394,24.00017252190894,500,0.006203008315588036,0.0065420033285479434,1.4660430968210605,1.4606326475339051,-0.0019890585234492164,-0.0073995078106046108
65394,24.00017252190894,550,0.006203008315588036,0.0065420033285479434,1.345707859973049,1.3411296128481596,-0.001745156105711132,-0.0063234032306005439
65394,24.00017252190894,600,0.006203008315588036,0.0065420033285479434,1.2436503896428259,1.2397260019126122,-0.0015406549935528258,-0.0054650427237665777
69027,25.000182106459437,300,0.006203008315588036,0.0065083019202310452,2.2829921903958073,2.2714943021570759,-0.003479826552498011,-0.014977714791229335
69027,25.000182106459437,350,0.006203008315588036,0.0065083019202310452,2.0037903571538824,1.9948483937740897,-0.0030577022133191356,-0.01199966559311183
69027,25.000182106459437,400,0.006203008315588036,0.0065083019202310452,1.7854324449502317,1.7782795344457487,-0.0026619049867300237,-0.0098148154912129915
69027,25.000182106459437,450,0.006203008315588036,0.0065083019202310452,1.6100117284259969,1.6041597497642104,-0.0023177513914667269,-0.0081697300532532768
69027,25.000182106459437,500,0.006203008315588036,0.0065083019202310452,1.4660060868220615,1.4611296536305278,-0.0020260685224482433,-0.006902501713981879
69027,25.000182106459437,550,0.006203008315588036,0.0065083019202310452,1.3456723390908005,1.3415462245631793,-0.0017806769879595841,-0.0059067915155808226
69027,25.000182106459437,600,0.006203008315588036,0.0065083019202310452,1.2436168835498858,1.2400802425719915,-0.0015741610864929978,-0.0051108020643872987
72660,26.000191691009931,300,0.006203008315588036,0.0065039692321014284,2.283177638256082,2.2718372453717692,-0.0032943786922232654,-0.014634771576536032
72660,26.000191691009931,350,0.006203008315588036,0.0065039692321014284,2.0039024210579894,1.9950835336267299,-0.0029456383092121285,-0.01176452574047171
72660,26.000191691009931,400,0.006203008315588036,0.0065039692321014284,1.7855020853957486,1.7784479865193443,-0.0025922645412130851,-0.0096463634176173763
72660,26.000191691009931,450,0.006203008315588036,0.0065039692321014284,1.6100556012814262,1.6042846948605747,-0.0022738785360374436,-0.008044784956888984
72660,26.000191691009931,500,0.006203008315588036,0.0065039692321014284,1.4660337013063538,1.4612249815773695,-0.0019984540381559057,-0.0068071737671402399
72660,26.000191691009931,550,0.006203008315588036,0.0065039692321014284,1.3456893873986886,1.3416206766654775,-0.0017636286800715162,-0.00583233941328265
72660,26.000191691009931,600,0.006203008315588036,0.0065039692321014284,1.2436269064453103,1.2401395468965977,-0.0015641381910684871,-0.0050514977397810856
76293,27.000201275560428,300,0.006203008315588036,0.0064599518506295601,2.283181696770463,2.2734841492322437,-0.0032903201778422542,-0.01298786771606153
76293,27.000201275560428,350,0.006203008315588036,0.0064599518506295601,2.0038747076756613,1.9963348050573329,-0.0029733516915402269,-0.010513254309868714
76293,27.000201275560428,400,0.006203008315588036,0.0064599518506295601,1.7854606695039934,1.7794305092466638,-0.0026336804329682995,-0.0086638406902979082
76293,27.000201275560428,450,0.006203008315588036,0.0064599518506295601,1.6100090867350707,1.6050764517742224,-0.0023203930823929575,-0.0072530280432412386
76293,27.000201275560428,500,0.006203008315588036,0.0064599518506295601,1.4659863044154258,1.4618765006481766,-0.0020458509290839366,-0.0061556546963330572
76293,27.000201275560428,550,0.006203008315588036,0.0064599518506295601,1.3456431760157648,1.3421661176593431,-0.0018098400629953382,-0.0052868984194169855
76293,27.000201275560428,600,0.006203008315588036,0.0064599518506295601,1.2435828550652843,1.2406028240768379,-0.0016081895710944316,-0.0045882205595408898
79926,28.000210860110926,300,0.006203008315588036,0.0063948851556156171,2.2830127638659601,2.2757568041150336,-0.0034592530823451817,-0.010715212833271703
79926,28.000210860110926,350,0.006203008315588036,0.0063948851556156171,2.0037309004685162,1.9980905611187487,-0.0031171588986853571,-0.0087574982484528441
79926,28.000210860110926,400,0.006203008315588036,0.0063948851556156171,1.785337793652513,1.7808276169132931,-0.0027565562844487079,-0.0072667330236686478
79926,28.000210860110926,450,0.006203008315588036,0.0063948851556156171,1.6099033651101069,1.6062145877437544,-0.0024261147073567635,-0.0061148920737092993
79926,28.000210860110926,500,0.006203008315588036,0.0063948851556156171,1.4658946287197856,1.4628215514911276,-0.0021375266247241065,-0.0052106038533821231
79926,28.000210860110926,550,0.006203008315588036,0.0063948851556156171,1.3455630597407597,1.3429633724797754,-0.0018899563380003759,-0.0044896435989847383
79926,28.000210860110926,600,0.006203008315588036,0.0063948851556156171,1.2435123225382885,1.2412844374353615,-0.0016787220980902795,-0.0039066072010172093
83559,29.000220444661423,300,0.006203008315588036,0.0063979526577958292,2.2831231969060419,2.2757509248990435,-0.0033488200422633341,-0.010721092049261749
83559,29.000220444661423,350,0.006203008315588036,0.0063979526577958292,2.0038036982803669,1.9980729957634016,-0.0030443610868347015,-0.0087750636037999818
83559,29.000220444661423,400,0.006203008315588036,0.0063979526577958292,1.7853878313839431,1.7808054259753505,-0.002706518553018622,-0.0072889239616111823
83559,29.000220444661423,450,0.006203008315588036,0.0063979526577958292,1.6099389034755216,1.606191068653162,-0.0023905763419420634,-0.0061384111643016936
83559,29.000220444661423,500,0.006203008315588036,0.0063979526577958292,1.4659205389099483,1.4627982721599855,-0.0021116164345613697,-0.005233883184524224
83559,29.000220444661423,550,0.006203008315588036,0.0063979526577958292,1.3455823563401892,1.342941063831439,-0.0018706597385709234,-0.0045119522473211493
83559,29.000220444661423,600,0.006203008315588036,0.0063979526577958292,1.243526946762407,1.2412634114011032,-0.0016640978739717038,-0.0039276332352755627
87192,30.000230029211917,300,0.006203008315588036,0.0064067350863117652,2.28329906850903,2.2755949037277903,-0.0031729484392752916,-0.010877113220514989
87192,30.000230029211917,350,0.006203008315588036,0.0064067350863117652,2.0039201994071689,1.9979315300323874,-0.0029278599600326416,-0.0089165293348141272
87192,30.000230029211917,400,0.006203008315588036,0.0064067350863117652,1.7854683678053858,1.7806796935471367,-0.0026259821315759435,-0.0074146563898249696
87192,30.000230029211917,450,0.006203008315588036,0.0064067350863117652,1.6099964769287265,1.6060799411380002,-0.0023330028887371679,-0.0062495386794634289
87192,30.000230029211917,500,0.006203008315588036,0.0064067350863117652,1.4659628224705201,1.4627000121113785,-0.0020693328739895822,-0.0053321432331312479
87192,30.000230029211917,550,0.006203008315588036,0.0064067350863117652,1.345614104346162,1.3428539163640623,-0.0018389117325980919,-0.0045990997146978518
87192,30.000230029211917,600,0.006203008315588036,0.0064067350863117652,1.2435512254770282,1.2411857967795514,-0.0016398191593505196,-0.0040052478568273209
90825,31.000239613762414,300,0.006203008315588036,0.0063357800587641715,2.2831294299446956,2.2780974502623303,-0.0033425870036096761,-0.0083745666859749157
90825,31.000239613762414,350,0.006203008315588036,0.0063357800587641715,2.0037709245041455,1.9998603803081367,-0.0030771348630560524,-0.006987679059064833
90825,31.000239613762414,400,0.006203008315588036,0.0063357800587641715,1.7853380630254383,1.7822117158456328,-0.002756286911523409,-0.0058826340913289421
90825,31.000239613762414,450,0.006203008315588036,0.0063357800587641715,1.6098826783154601,1.6073261265000578,-0.0024468015020036038,-0.0050033533174058675
90825,31.000239613762414,500,0.006203008315588036,0.0063357800587641715,1.4658630524391043,1.4637335088373928,-0.0021691029054053956,-0.0042986465071168656
90825,31.000239613762414,550,0.006203008315588036,0.0063357800587641715,1.3455261765865896,1.3437248830920943,-0.0019268394921705401,-0.0037281329866658552
90825,31.000239613762414,600,0.006203008315588036,0.0063357800587641715,1.2434732984610382,1.2419297730353822,-0.0017177461753405954,-0.0032612716009965403
94458,32.000249198312915,300,0.006203008315588036,0.0063303157183719613,2.283143497189593,2.2783177257539275,-0.0033285197587122894,-0.0081542911943777163
94458,32.000249198312915,350,0.006203008315588036,0.0063303157183719613,2.0037779825647495,2.000027769268323,-0.0030700768024520819,-0.0068202900988785231
94458,32.000249198312915,400,0.006203008315588036,0.0063303157183719613,1.7853412537414941,1.7823431354912669,-0.002753096195467597,-0.0057512144456948189
94458,32.000249198312915,450,0.006203008315588036,0.0063303157183719613,1.6098836580035192,1.6074319977691596,-0.0024458218139444821,-0.0048974820483040915
