step,elapsed_physical_time_s,experimental_age_h,particle_count,beta_volume_fraction,mean_radius_nm,Sv_nm_inv,M6_nm3,far_field_matrix_xB,far_field_matrix_xAg,far4_matrix_xB,far4_matrix_xAg,far3_fraction,far4_fraction,far3_far4_xAg_delta,broad_matrix_xB,broad_matrix_xAg,canonical_inventory_code,mass_relative_error,phi_normalized_l1_from_initial,xB_mean_absolute_from_initial,phi_min,phi_max,xB_min,xB_max,finite,bounds
36330,36000.345043817877,16.000095845504966,19,0.023385153820559237,15.734316362249309,0.0041318799210883573,32.599631274905413,0.0067760052177515588,0.0067531238012992793,0.0067767497547306906,0.0067538636146976631,0.88260243746597689,0.82556659073431904,7.3981339838383869e-07,0.0067737660174403552,0.0067508986621709387,446608.08000000124,2.2156568137525533e-15,1.4991102196255561,0.00055274345955150727,-9.9999999999999995e-07,1.0000009999999999,0.0062524643530085956,0.0078136402262955918,1,1
39963,39600.379548199664,17.000105430055463,18,0.023400404108264845,15.844544373273035,0.0040180673274281672,36.535002811604173,0.006760770185207223,0.0067379912228756351,0.0067614786227028672,0.0067386952474132976,0.88600542112896841,0.8314915842991466,7.0402453766250928e-07,0.0067583531123057263,0.0067355891886957927,446608.08000000875,1.9028582047521926e-14,1.5333314438745886,0.00053674145631398245,-9.9999999999999995e-07,1.0000009999999999,0.0062372745497449511,0.0078898506987849591,1,1
43596,43200.414052581451,18.00011501460596,17,0.023393972480637175,15.743068578142307,0.0038635467660335875,41.617059310053492,0.0067691611259135523,0.0067463227264851029,0.0067705299726467816,0.0067476827210891125,0.89028736336342151,0.83873404171281452,1.3599946040096511e-06,0.0067652819507136985,0.0067424681489063653,446608.0800000669,1.4923100304392197e-13,1.5954332480840616,0.00054200779145348581,-9.9999999999999995e-07,1.0000009999999999,0.0062083964008010917,0.0085787048665657509,1,1
47229,46800.448556963245,19.000124599156457,13,0.023537012452992029,17.933678691081578,0.0036642547489674827,47.385465661148963,0.0066209994266381291,0.0065991512993824322,0.0066214483646053228,0.0065995974991684535,0.89772509265842215,0.85197887597555333,4.461997860213604e-07,0.0066192062523163534,0.0065973692037565633,446608.08000004076,9.0711596610104534e-14,1.6676349438593967,0.00039874131934808984,-9.9999999999999995e-07,1.0000009999999999,0.0061415492842871889,0.0073136902984196513,1,1
50862,50400.483061345032,20.000134183706955,13,0.023556262883898942,17.695096220700677,0.0036226693448938702,50.463017966023649,0.0066003395461212968,0.0065786267971220296,0.0066002066765857969,0.0065784950819223189,0.89862655418146486,0.85345285289061501,1.3171519971065526e-07,0.0065994694402586882,0.0065777614995665597,446608.08000002737,6.0735063247569986e-14,1.6753702719286265,0.00037939360792941455,-9.9999999999999995e-07,1.0000009999999999,0.0061289906991243556,0.0076315099926571482,1,1
54495,54000.517565726819,21.000143768257452,13,0.023538947918828275,17.1716198274225,0.0035419874282287865,54.47943548423391,0.006618896214626282,0.0065970596941106203,0.0066189371555220242,0.0065971008396862657,0.90041879672217306,0.85630978731956664,4.1145575645391841e-08,0.0066173344951043298,0.0065955067839770657,446608.08000005205,1.1599615083763367e-13,1.7028385342224037,0.000396028944779431,-9.9999999999999995e-07,1.0000009999999999,0.006109374216872179,0.0094603432764507906,1,1
58128,57600.552070108606,22.000153352807946,11,0.023614325361146379,18.730035175569856,0.0034350093235798319,58.981382246971421,0.0065414904408692522,0.0065201634102968553,0.006541591280894753,0.0065202637981255657,0.90449055467155903,0.8637946720534031,1.0038782871039237e-07,0.0065404126279309822,0.0065190918967151712,446608.080000035,7.7808653988839664e-14,1.7348860205032066,0.00032064610566879121,-9.9999999999999995e-07,1.0000009999999999,0.0060816733952743594,0.0076510523457935112,1,1
61761,61200.586574490393,23.000162937358443,11,0.023608281825516265,18.225661666332488,0.003369556387684801,62.806249972945089,0.0065478324242099145,0.0065264631862711215,0.0065478147247689184,0.0065264459518094399,0.90595915774743707,0.86611549885080452,1.7234461681565894e-08,0.0065466668223809815,0.0065253040203465864,446608.0800000921,2.05665085417737e-13,1.7457963668844902,0.00032610065458413848,-9.9999999999999995e-07,1.0000009999999999,0.0060599679277852812,0.0095882544310501878,1,1
65393,64799.630152776837,23.999897264660234,10,0.023645560376428353,19.194503715544034,0.0033103240519220694,66.408129985715902,0.0065096875313324035,0.0064885665825683116,0.0065098553210520185,0.0064887335183031226,0.90804205781498626,0.86988484400013544,1.6693573481104534e-07,0.0065086275666696369,0.0064875127141081831,446608.07999998634,3.1149528146285894e-14,1.7577104045795411,0.0002888123351059971,-9.9999999999999995e-07,1.0000009999999999,0.0060392117987469029,0.0075810178852380831,1,1
65394,64800.62107887218,24.00017252190894,10,0.023645557623858178,19.194411283291259,0.003310311437727048,66.409063164585646,0.0065096905871037261,0.0064885696183329036,0.0065098584734781077,0.0064887366501156386,0.90804259519890462,0.86988585159498233,1.6703178273499986e-07,0.0065086304705901906,0.0064875155989639402,446608.08000005106,1.1378049402388112e-13,1.7577134335624982,0.00028881498329175062,-9.9999999999999995e-07,1.0000009999999999,0.0060392053692240946,0.007581162542122653,1,1
69027,68400.655583253974,25.000182106459437,9,0.023624873092796896,18.700465035490506,0.003041862748996252,96.112954875207251,0.0065316712591750982,0.0065104060530175112,0.0065320696557697091,0.0065108022770642739,0.90962720602815783,0.87231180412141218,3.9622404676264295e-07,0.006529920444998661,0.0065086653042501956,446608.08000009938,2.2195667963650576e-13,1.7808704438672358,0.00030895622328347779,-9.9999999999999995e-07,1.0000009999999999,0.0060185899652957578,0.0099062773389169967,1,1
72660,72000.690087635754,26.000191691009931,8,0.023676888977294662,19.843524387272637,0.002973367244624203,101.37387500152809,0.0064774621823133283,0.0064565493566269049,0.0064773428044682755,0.006456431053122328,0.91189563789351957,0.87623356478458692,1.1830350457684574e-07,0.0064767515794251053,0.0064558423829718502,446608.08000006725,1.5001299956642286e-13,1.8015063940472082,0.00025704371179146771,-9.9999999999999995e-07,1.0000009999999999,0.0059914509055537316,0.0087677568477015425,1,1
76293,75600.724592017548,27.000201275560428,7,0.023713478681353158,21.532731473618277,0.0029225072079423374,105.64637695135862,0.0064403806200040332,0.0064197071260470515,0.0064405490300703284,0.0064198745958999864,0.91377285426631782,0.87940775724433828,1.6746985293490668e-07,0.0064394478093057657,0.0064187798127874731,446608.08000006393,1.425840326026643e-13,1.8132957546817701,0.00022055142495745346,-9.9999999999999995e-07,1.0000009999999999,0.0057419175659746717,0.0070241289752526921,1,1
79926,79200.759096399328,28.000210860110926,7,0.023712254127033892,21.308799567655399,0.0028968019603220745,109.56951448631101,0.0064420175420758551,0.0064213333002785897,0.0064422557040249,0.0064215701187816812,0.914446599353957,0.88032990804823774,2.3681850309150571e-07,0.0064407985042024014,0.0064201214281850594,446608.08000004268,9.5012577483859486e-14,1.8155407576146687,0.00022269096687437968,-9.9999999999999995e-07,1.0000009999999999,0.0047175469086224615,0.0071207454366459333,1,1
83559,82800.793600781122,29.000220444661423,7,0.02371074853349028,20.986311551422546,0.002861931252830015,114.34048214121799,0.0064437914903169424,0.0064230954409142159,0.0064440835854692206,0.0064233859152157706,0.91545466441180379,0.88177882943810604,2.9047430155464127e-07,0.0064423909530687976,0.0064217030526877612,446608.08000007313,1.6317660769518803e-13,1.8214823787909546,0.00022471788161069903,-9.9999999999999995e-07,1.0000009999999999,0.0052438500461095437,0.0073745378965539765,1,1
87192,86400.828105162902,30.000230029211917,7,0.023700792854765788,20.411007293353254,0.0028069476118995277,120.18578701179383,0.0064543735939093395,0.0064336088322526196,0.006454725897380529,0.0064339592421181792,0.9168387638665203,0.88385669153142055,3.5040986555955056e-07,0.0064526476042273311,0.0064318927898238598,446608.08000010729,2.3968193414652619e-13,1.8341641503256483,0.00023463589470395775,-9.9999999999999995e-07,1.0000009999999999,0.0055023633144880395,0.0081883907868743576,1,1
90825,90000.862609544696,31.000239613762414,6,0.023743846697916182,22.04047296990316,0.0027271969950150503,126.79605427835278,0.0064104461096399943,0.0063899633159367536,0.0064109288348491202,0.0063904432183317147,0.91953878219131191,0.88859352925276225,4.799023949611167e-07,0.0064087496664758615,0.0063882768523025489,446608.07999998529,3.3495517713788599e-14,1.8561823844241845,0.00019183732720731377,-9.9999999999999995e-07,1.0000009999999999,0.0056502055203151522,0.0079022872043310859,1,1
94458,93600.89711392649,32.000249198312915,5,0.023795736625401867,24.543343772437154,0.0026629262823925702,132.46787255968033,0.0063571695997020027,0.0063370260159243373,0.0063576022334102403,0.0063374560380094749,0.92189494198134525,0.89283429444447127,4.3002208513758661e-07,0.0063557964264745557,0.0063356610889760074,446608.08000000921,2.0071244077523128e-14,1.8743289592117036,0.00014079781278098419,-9.9999999999999995e-07,1.0000009999999999,0.0057249375238287567,0.0067966380124247711,1,1
98091,97200.93161830827,33.000258782863412,5,0.023808707314677404,24.429051778091832,0.0026522811838795308,135.69400386584485,0.0063434830189566934,0.0063234258500764751,0.006343729988562136,0.0063236713918204523,0.92219769064634927,0.89331471566748188,2.4554174397721507e-07,0.0063424983500742537,0.0063224469468765292,446608.08000007633,1.703449091514463e-13,1.8746976149365422,0.00012812557616380952,-9.9999999999999995e-07,1.0000009999999999,0.0057498413031381868,0.0068107717922989749,1,1
101724,100800.96612269006,34.000268367413909,5,0.023807371119116964,24.288865139199736,0.002638726713034026,139.13861935746951,0.0063449029277293564,0.0063248366971835109,0.006345162955127776,0.0063250952247686995,0.92254215373801562,0.89385297283470555,2.5852758518858654e-07,0.0063438739378603752,0.0063238137257691516,446608.07999998302,3.8578495110044453e-14,1.8744489751773599,0.00012952330038755452,-9.9999999999999995e-07,1.0000009999999999,0.0057680055518563381,0.0068391322725895086,1,1
105357,104401.00062707184,35.000277951964399,5,0.023805110861668949,24.122442855012018,0.002622909002056134,142.97961071389551,0.0063472885173420012,0.0063272071067753026,0.0063475691803490126,0.0063274861520129606,0.92296903808816,0.89449628855796792,2.7904523765796829e-07,0.0063461973823396465,0.0063261223513360531,446608.08000005782,1.2889909345889853e-13,1.8741335916201132,0.00013180043022495872,-9.9999999999999995e-07,1.0000009999999999,0.0057841703682748593,0.0068701502967820575,1,1
108989,108000.0442053583,36.000012279266194,5,0.023801845196882731,23.921490143685286,0.0026042301292034716,147.27534071743497,0.0063507203564358095,0.0063306171236704109,0.0063510280350670394,0.0063309230289323041,0.92340210235336539,0.89515518841486252,3.0590526189314821e-07,0.0063495467328498756,0.0063294503609087416,446608.08000009373,2.0931440252274121e-13,1.8737415455525783,0.00013503515339541593,-9.9999999999999995e-07,1.0000009999999999,0.005799592182415895,0.0069096062098900459,1,1
108990,108001.03513145364,36.000287536514904,5,0.023801844140923973,23.921428990016427,0.0026042245172508776,147.2765930425021,0.0063507214261656246,0.006330618186603576,0.0063510291143626879,0.0063309241013750159,0.92340216952635523,0.89515532276084209,3.0591477143994406e-07,0.0063495478085874666,0.0063294514297982255,446608.08000003913,8.7062279505100327e-14,1.8737414258070779,0.00013503619555493517,-9.9999999999999995e-07,1.0000009999999999,0.0057995982550905862,0.0069096197195967308,1,1
112623,111601.06963583542,37.000297121065394,5,0.023797352345552532,23.672274697903525,0.0025817308815199542,152.11153487334687,0.0063554385760029811,0.0063353053332686638,0.0063557836339171274,0.0063356484009124145,0.9239712590958945,0.89600962884504909,3.4306764375071491e-07,0.0063541564345962866,0.0063340306872097995,446608.08000005089,1.1338949576263067e-13,1.8732517041500323,0.00013945615963345884,-9.9999999999999995e-07,1.0000009999999999,0.0058088822251398968,0.0069655549328386194,1,1
116256,115201.10414021721,38.000306705615891,5,0.023791147493593116,23.351024305085158,0.0025538486454329441,157.59854953622613,0.0063619533142324092,0.0063417786001141079,0.0063623520405842815,0.0063421750231986247,0.92461262680245282,0.8969896155931617,3.9642308451680319e-07,0.0063605205819196485,0.0063403542447417064,446608.0800000712,1.5887562682143308e-13,1.8726727194733013,0.00014553157531373034,-9.9999999999999995e-07,1.0000009999999999,0.0058214544844784957,0.0070715407768184007,1,1
119889,118801.13864459899,39.000316290166388,5,0.023782096440355872,22.908067818611379,0.0025175412673516624,163.91029620747133,0.0063714650715884294,0.0063512297192916496,0.0063719426717128592,0.0063517045564592048,0.92540023010779382,0.89819409447316767,4.7483716755520461e-07,0.006369805784239172,0.006349580135495702,446608.08000013232,2.9572501825909077e-13,1.8735656735676367,0.00015435953175700412,-9.9999999999999995e-07,1.0000009999999999,0.0058277786696721229,0.0072706854600759719,1,1
123522,122401.17314898079,40.000325874716886,5,0.023767071158712613,22.20281324782767,0.0024651798343106961,171.35406527671398,0.0063872805474399167,0.0063669441016574015,0.0063878975183749949,0.0063675574986986451,0.92649998629671004,0.89989518326672457,6.1339704124363514e-07,0.0063852281234367562,0.0063649036732364873,446608.08000010235,2.2860365007776345e-13,1.8803036254303962,0.00016897562254172816,-9.9999999999999995e-07,1.0000009999999999,0.0058376968739402325,0.0077524291669240049,1,1
127155,126001.20765336258,41.000335459267383,4,0.023777882889553494,24.677839722321963,0.0023636932872896526,180.58059599288765,0.0063774809588131413,0.0063572071596931486,0.0063786346745531132,0.0063583538459512333,0.92960203496542204,0.90526694008760433,1.1466862580846934e-06,0.0063744251052462288,0.006354169813804449,446608.08000011509,2.5714652314904634e-13,1.9102802209624781,0.00015780144963124307,-9.9999999999999995e-07,1.0000009999999999,0.0058440760300809205,0.0080201964140631816,1,1
130788,129601.24215774436,42.00034504381788,3,0.023895216458662126,29.969786452802182,0.0023130291048304801,186.51029619949696,0.0062556513901679467,0.0062361454333843599,0.0062561073670538503,0.0062365986329654096,0.93162286719040099,0.90901398380432352,4.5319958104968888e-07,0.0062544424414365148,0.0062349437796529713,446608.08000013459,3.0080799565534664e-13,1.9337106613839052,4.6821620151442099e-05,-9.9999999999999995e-07,1.0000009999999999,0.0058438390156382702,0.0065813341648858249,1,1
134421,133201.27666212615,43.000354628368378,3,0.023915349289656905,29.954116518642081,0.0023125018777901351,187.96335396295265,0.0062344628788147125,0.0062150886550997797,0.0062346654487362759,0.0062152900247392411,0.93168661435771605,0.9091263642162497,2.0136963946142117e-07,0.0062338083997117051,0.0062144380236554978,446608.08000009245,2.0644708194023789e-13,1.9343377977838645,3.2976968713395745e-05,-9.9999999999999995e-07,1.0000009999999999,0.0058474959921054068,0.0065796511578311723,1,1
138054,136801.31116650795,44.000364212918875,3,0.023915807660013919,29.928525867770414,0.0023105805382656231,189.18201455560225,0.0062339802932005152,0.0062146090640148666,0.0062341785271593994,0.0062148061243510301,0.93179550177417303,0.90929134107918508,1.9706033616354035e-07,0.0062333389485659182,0.0062139714872385737,446608.08000014041,3.1384127103036164e-13,1.934133936127076,3.267944102952436e-05,-9.9999999999999995e-07,1.0000009999999999,0.0058517342933386805,0.0065812043791456595,1,1
141687,140401.34567088971,45.000373797469365,3,0.023915882537138496,29.901334308230943,0.0023085301976171783,190.45340137300275,0.0062339008667371817,0.0062145301294655184,0.0062340982151748697,0.0062147263095912999,0.93190835239702785,0.90945625076913073,1.9618012578152821e-07,0.0062332620405552786,0.0062138950569431486,446608.08000016294,3.6428004673166977e-13,1.9338948469426076,3.2635308359890751e-05,-9.9999999999999995e-07,1.0000009999999999,0.0058566896706742618,0.0065809208069610619,1,1
145320,144001.38017527151,46.000383382019862,3,0.023915897690875366,29.872591816458073,0.0023063662988193263,191.78486917957215,0.0062338819517881363,0.0062145113302846848,0.00623407906891705,0.0062147072804712112,0.93200622344315853,0.90960080704316859,1.9595018652639185e-07,0.0062332471356843448,0.0062138802442586114,446608.08000010194,2.2769132080151239e-13,1.9336323417651922,3.2619012319398554e-05,-9.9999999999999995e-07,1.0000009999999999,0.0058621175114187121,0.006582431042781626,1,1
148953,147601.4146796533,47.000392966570359,3,0.023915855288785166,29.842203051691396,0.0023040827314351089,193.17884434525934,0.0062339258051308053,0.0062145549091937912,0.0062341234062775284,0.0062147513404265595,0.93212464942416628,0.90978076348282821,1.9643123276829461e-07,0.0062332898087251653,0.0062139226512593505,446608.08000007301,1.6291594218768774e-13,1.933346252553181,3.264695886740417e-05,-9.9999999999999995e-07,1.0000009999999999,0.0058655107078026021,0.006585005197303183,1,1
152585,151200.45825793975,48.000127293872154,3,0.023915760044518092,29.810073433230375,0.0023016737371837417,194.63757967917365,0.0062340225542625392,0.0062146510551833603,0.0062342204200478701,0.006214847749487047,0.93221412384657254,0.90991860245788658,1.9669430368664254e-07,0.0062333877952660023,0.0062140200275727017,446608.08000007371,1.6447993523268955e-13,1.9330378870239211,3.2713270368844754e-05,-9.9999999999999995e-07,1.0000009999999999,0.0058691775466232646,0.0065878286997614307,1,1
