step,registered_age_h,age_h,elapsed_physical_time_s,particle_count,particle_number_density_nm^-3,beta_volume_fraction,beta_volume_fraction_from_particle_h_volumes,beta_vf_particle_closure_abs,mean_radius_nm,std_radius_nm,median_radius_nm,radius_p10_nm,radius_p90_nm,Sv_spherical_equivalent_nm^-1,M6_integral_nm^3,mean_R6_nm^6,growing_count,shrinking_survivor_count,dissolved_count,shrinking_including_dissolved_count,stable_count,newly_resolved_count,growing_to_shrinking_ratio,matrix_xB,matrix_xAg,df_beta_dt_s^-1,dxAg_dt_s^-1,chemical_excess_energy_hat_mean,interface_gradient_energy_hat_mean,interface_double_well_energy_hat_mean,interface_energy_hat_mean,elastic_energy_hat_mean,total_excess_energy_hat_mean_excluding_elastic,chemical_excess_energy_J_m^-3,interface_energy_J_m^-3,elastic_energy_J_m^-3,total_excess_energy_J_m^-3_excluding_elastic,chemical_excess_energy_total_J,interface_energy_total_J,elastic_energy_total_J,total_excess_energy_total_J_excluding_elastic
36330,16.0,16.0,36000.0,19,1.276286806096298e-06,0.023405298732171172,0.023405069920635617,2.2881153555545652e-07,15.834558425699775,2.9596529417054267,16.797885893474177,12.239131855056531,19.146724564697006,0.004161821338467003,30.581133936913325,23961020.196118776,9,8,3,11,2,0,0.8181818181818182,0.006752913686094808,0.006730189491730449,8.791759950686569e-09,-8.887869931164918e-09,-0.0027515602279599054,0.0006888212971333526,0.0007657420171449474,0.0014545633142782999,UNAVAILABLE_EXACT_RUNTIME_TRACE,-0.0012969969136816055,-1386786.3548917924,733099.9103962631,UNAVAILABLE_EXACT_RUNTIME_TRACE,-653686.4444955292,-2.06449997109474e-14,1.0913611447674904e-14,UNAVAILABLE_EXACT_RUNTIME_TRACE,-9.731388263272494e-15
39963,17.0,17.0,39600.0,18,1.209113816301756e-06,0.02340504425478264,0.023404820490597722,2.2376418491731886e-07,16.022097685829095,3.3022807381367283,17.18052410909305,12.073122459234845,19.644351800939408,0.004066153061197095,33.09351473515558,27370057.54873989,9,8,1,9,1,0,1.0,0.006753430238583063,0.0067307025734398744,4.836965562744689e-09,-4.86274828627246e-09,-0.0027515038070402625,0.0006744434850338143,0.0007496258045988924,0.0014240692896327065,UNAVAILABLE_EXACT_RUNTIME_TRACE,-0.001327434517407556,-1386757.9187482924,717730.9219748841,UNAVAILABLE_EXACT_RUNTIME_TRACE,-669026.9967734083,-2.0644576383899028e-14,1.0684814300661093e-14,UNAVAILABLE_EXACT_RUNTIME_TRACE,-9.959762083237934e-15
43596,18.0,18.0,43200.0,17,1.141940826507214e-06,0.023440124884222934,0.02343990883726789,2.1604695504481852e-07,16.286946642424535,3.4851233458686526,17.434785559105237,11.370942415209809,20.187401940580656,0.003980858096882629,35.7570014558626,31312481.895607844,9,7,1,8,1,0,1.125,0.0067176656868342295,0.006695177704069287,2.4591160568820704e-09,-2.4629060999975728e-09,-0.002754705641156772,0.000660363222489581,0.0007327486582849664,0.0013931118807745475,UNAVAILABLE_EXACT_RUNTIME_TRACE,-0.0013615937603822243,-1388371.6431430131,702128.387910372,UNAVAILABLE_EXACT_RUNTIME_TRACE,-686243.255232641,-2.0668599795684876e-14,1.0452540374604882e-14,UNAVAILABLE_EXACT_RUNTIME_TRACE,-1.0216059421079992e-14
47229,19.0,19.0,46800.0,17,1.141940826507214e-06,0.02342274989039219,0.023422540441664762,2.0944872742775789e-07,15.74579541516553,4.723041669075221,17.6358014744024,8.997445777740085,20.679800823528094,0.0038779177171999633,39.20893269805619,34335345.39436881,9,7,0,7,1,0,1.2857142857142858,0.00673557751322904,0.006712969649519892,4.740605812856179e-09,-4.738454287490253e-09,-0.0027530580595216117,0.0006425813387700702,0.0007122869234953106,0.0013548682622653806,UNAVAILABLE_EXACT_RUNTIME_TRACE,-0.001398189797256231,-1387541.2619988923,682853.6041817518,UNAVAILABLE_EXACT_RUNTIME_TRACE,-704687.6578171405,-2.065623796473674e-14,1.0165597902823073e-14,UNAVAILABLE_EXACT_RUNTIME_TRACE,-1.0490640061913669e-14
50862,20.0,20.0,50400.0,14,9.40421857123588e-07,0.0234742572460755,0.023474061344041543,1.959020339559192e-07,17.055362852397824,4.67417307840571,18.884619471909446,10.501960364891193,21.54968178587252,0.003695785016656368,43.435932373318636,46187710.381565906,9,4,3,7,1,0,1.2857142857142858,0.006683319833187653,0.0066610608331993575,2.0110064814937923e-08,-2.036893959250762e-08,-0.0027576872097314323,0.0006135901400814779,0.0006781850927020544,0.0012917752327835322,UNAVAILABLE_EXACT_RUNTIME_TRACE,-0.0014659119769479,-1389874.3537046418,651054.7173229003,UNAVAILABLE_EXACT_RUNTIME_TRACE,-738819.6363817416,-2.0690970551642366e-14,9.692209909284108e-15,UNAVAILABLE_EXACT_RUNTIME_TRACE,-1.0998760642358258e-14
54495,21.0,21.0,54000.0,12,8.060758775345041e-07,0.023567542357059743,0.023567353473672413,1.8888338733022425e-07,18.63038183694835,3.107689631580467,19.507898738598154,13.872232317716918,22.186689138251523,0.0036136691277111823,46.081565222627646,57167776.02075696,6,3,2,5,3,0,1.2,0.0065879425317355135,0.006566313284453837,1.249590403150504e-08,-1.2685925866026455e-08,-0.0027658990008176446,0.0006000663465390633,0.0006615381715801852,0.0012616045181192484,UNAVAILABLE_EXACT_RUNTIME_TRACE,-0.0015042944826983962,-1394013.096412093,635848.6771321011,UNAVAILABLE_EXACT_RUNTIME_TRACE,-758164.4192799916,-2.0752583749448656e-14,9.465838562150253e-15,UNAVAILABLE_EXACT_RUNTIME_TRACE,-1.1286745187298401e-14
58128,22.0,22.0,57600.0,12,8.060758775345041e-07,0.023564227755102335,0.023564041617234036,1.8613786829935197e-07,18.409165730717024,3.8086686605463984,19.659437488918783,12.685502254078873,22.445057423043416,0.0035797808320951812,47.84403250325276,59354254.1548203,3,3,0,3,6,0,1.0,0.006591373914622789,0.006569722166963967,2.644161861080622e-09,-2.6595867370046895e-09,-0.0027655889573923982,0.0005935978817283048,0.000654249039166282,0.0012478469208945869,UNAVAILABLE_EXACT_RUNTIME_TRACE,-0.0015177420364978114,-1393856.8345257686,628914.8481308718,UNAVAILABLE_EXACT_RUNTIME_TRACE,-764941.986394897,-2.0750257488747708e-14,9.362615093574007e-15,UNAVAILABLE_EXACT_RUNTIME_TRACE,-1.1387642395173703e-14
61761,23.0,23.0,61200.0,11,7.389028877399621e-07,0.023586580322459524,0.023586400397481583,1.7992497794092066e-07,19.124604087332486,3.4451846791792127,19.91896503853617,16.24951998534849,22.874898788083495,0.0035063233315749585,50.23026079223739,67979516.15248612,5,2,1,3,4,0,1.6666666666666667,0.006568667331942994,0.006547164259947403,4.999874625383051e-09,-5.033513603013673e-09,-0.002767504655905741,0.0005818555640347685,0.0006405980601249282,0.0012224536241596967,UNAVAILABLE_EXACT_RUNTIME_TRACE,-0.0015450510317460441,-1394822.3465764935,616116.6265764871,UNAVAILABLE_EXACT_RUNTIME_TRACE,-778705.7200000063,-2.0764631004854076e-14,9.172088788380063e-15,UNAVAILABLE_EXACT_RUNTIME_TRACE,-1.1592542216474013e-14
65394,24.0,24.0,64800.0,10,6.7172989794542e-07,0.023600226852405093,0.023600050926275876,1.7592612921654704e-07,20.063829412392856,2.2854147399674956,20.270506243149168,17.135197756517126,23.152084272906816,0.0034421584629990114,52.2077905166305,77721403.61224853,4,2,1,3,4,0,1.3333333333333333,0.006554894006316638,0.006533480869022269,6.7589764211948e-09,-6.856603777128879e-09,-0.0027686809139038327,0.0005716925168483465,0.0006290343202029828,0.0012007268370513296,UNAVAILABLE_EXACT_RUNTIME_TRACE,-0.0015679540768525032,-1395415.1806075317,605166.32587387,UNAVAILABLE_EXACT_RUNTIME_TRACE,-790248.8547336616,-2.0773456487132765e-14,9.009072362639447e-15,UNAVAILABLE_EXACT_RUNTIME_TRACE,-1.1764384124493318e-14
69027,25.0,25.0,68400.0,10,6.7172989794542e-07,0.023635244952692126,0.023635069959761962,1.7499293016379203e-07,20.009165713759373,2.5722581317553037,20.34153601377937,16.75671470833598,23.361098778558397,0.0034354295822554776,53.35553613857739,79430045.17406888,0,2,0,2,8,0,0.0,0.006518976203825941,0.006497796712752075,4.592838447019494e-09,-4.678610628329948e-09,-0.002771607209295769,0.0005704628597518457,0.0006274208772244801,0.0011978837369763257,UNAVAILABLE_EXACT_RUNTIME_TRACE,-0.001573723472319443,-1396890.0334850675,603733.4034360682,UNAVAILABLE_EXACT_RUNTIME_TRACE,-793156.6300489993,-2.0795412527530056e-14,8.987740538014927e-15,UNAVAILABLE_EXACT_RUNTIME_TRACE,-1.180767198951513e-14
72660,26.0,26.0,72000.0,10,6.7172989794542e-07,0.023633295289223633,0.023633121176682814,1.741125408190325e-07,19.917780848390212,2.935031384797384,20.41755625335583,16.29011297495623,23.57424451354116,0.0034214946581654516,54.577267301827455,81248828.5377198,1,2,0,2,7,0,0.5,0.006520987412772876,0.006499794872498293,-7.551528377686249e-10,7.732004658796857e-10,-0.002771435588534881,0.0005680290948078105,0.0006248135165744104,0.001192842611382221,UNAVAILABLE_EXACT_RUNTIME_TRACE,-0.00157859297715266,-1396803.5366215801,601192.6761366394,UNAVAILABLE_EXACT_RUNTIME_TRACE,-795610.8604849406,-2.079412485425912e-14,8.949916893314879e-15,UNAVAILABLE_EXACT_RUNTIME_TRACE,-1.184420796094424e-14
76293,27.0,27.0,75600.0,10,6.7172989794542e-07,0.023629807852260192,0.02362963507256679,1.7277969340326327e-07,19.778038243147595,3.4320816347446725,20.51293770876,15.713907637936806,23.803775530995427,0.0034013841407582435,56.09797333950184,83512693.88348702,1,2,0,2,7,0,0.5,0.006524579613397208,0.006503363756106409,-1.5780329278848169e-09,1.6199463430006963e-09,-0.0027711300473224764,0.0005647069376692561,0.0006212414013374979,0.001185948339006754,UNAVAILABLE_EXACT_RUNTIME_TRACE,-0.0015851817083157224,-1396649.543850528,597717.9628594039,UNAVAILABLE_EXACT_RUNTIME_TRACE,-798931.5809911242,-2.0791832373732005e-14,8.898189059138324e-15,UNAVAILABLE_EXACT_RUNTIME_TRACE,-1.1893643314593681e-14
79926,28.0,28.0,79200.0,10,6.7172989794542e-07,0.023621933452142863,0.023621761853692847,1.715984500154366e-07,19.504200842365332,4.293540174508811,20.6354911571388,14.926373490473642,24.054923797279077,0.003366761320683658,58.05233998213128,86422146.99642295,2,2,0,2,6,0,1.0,0.006532727277402027,0.006511458486167898,6.106714658380249e-09,-6.181998459829063e-09,-0.0027704403658385616,0.0005591949644094527,0.0006152811833649221,0.0011744761477743746,UNAVAILABLE_EXACT_RUNTIME_TRACE,-0.001595964218064187,-1396301.944382635,591935.9784782848,UNAVAILABLE_EXACT_RUNTIME_TRACE,-804365.9659043503,-2.0786657682699846e-14,8.812113027703603e-15,UNAVAILABLE_EXACT_RUNTIME_TRACE,-1.1974544654996245e-14
83559,29.0,29.0,82800.0,9,6.04556908150878e-07,0.02367377619780053,0.02367360819827578,1.6799952474999547e-07,20.699902813469595,2.8066089321927445,20.84243202832839,17.63453930613576,24.362770517918342,0.003315087539667345,60.21784485156858,99606578.04035899,2,1,1,2,6,0,1.0,0.006479779339498442,0.00645885336719564,7.164645816121832e-09,-7.267767324370482e-09,-0.002774776527688045,0.0005515522782138981,0.0006063610714143963,0.0011579133496282944,UNAVAILABLE_EXACT_RUNTIME_TRACE,-0.0016168631780597504,-1398487.3699547746,583588.3282126604,UNAVAILABLE_EXACT_RUNTIME_TRACE,-814899.0417421142,-2.0819191973325054e-14,8.68784209244887e-15,UNAVAILABLE_EXACT_RUNTIME_TRACE,-1.2131349880876183e-14
87192,30.0,30.0,86400.0,9,6.04556908150878e-07,0.02367351890201894,0.02367335212710322,1.667749157212295e-07,20.612533666454514,3.141093075729984,20.8604688282794,17.215516221361014,24.562452983577128,0.0033027801056746326,61.50718797800266,101739285.6631661,0,2,0,2,7,0,0.0,0.00648005833284119,0.0064591305614324305,-5.311866069980713e-10,5.393298482938305e-10,-0.0027747498855638657,0.0005496226189056897,0.0006042212429456894,0.001153843861851379,UNAVAILABLE_EXACT_RUNTIME_TRACE,-0.0016209060237124867,-1398473.9423241883,581537.306373095,UNAVAILABLE_EXACT_RUNTIME_TRACE,-816936.6359510933,-2.0818992077047882e-14,8.657308661588658e-15,UNAVAILABLE_EXACT_RUNTIME_TRACE,-1.2161683415459225e-14
90825,31.0,31.0,90000.0,9,6.04556908150878e-07,0.023669951654230144,0.023669785755287633,1.65898942510595e-07,20.484758995122156,3.584178384440898,20.88700409461203,16.69120759224129,24.77555879197801,0.003285524660919017,63.065578905683346,104317026.33020645,0,2,0,2,7,0,0.0,0.006483687724896994,0.0064627365421033554,-1.3923389498684062e-09,1.4266762646423491e-09,-0.002774448743058339,0.0005469317720587402,0.0006012428039927388,0.0011481745760514792,UNAVAILABLE_EXACT_RUNTIME_TRACE,-0.0016262741670068598,-1398322.1665014029,578679.9863299455,UNAVAILABLE_EXACT_RUNTIME_TRACE,-819642.1801714574,-2.081673260008773e-14,8.614771920974773e-15,UNAVAILABLE_EXACT_RUNTIME_TRACE,-1.2201960679112954e-14
94458,32.0,32.0,93600.0,9,6.04556908150878e-07,0.023663494061579887,0.023663329879645378,1.6418193450953855e-07,20.265969148060172,4.269594134277599,20.926675758993397,15.96156273453837,25.005603758497895,0.0032586860836515768,65.01157296721983,107535902.89137019,1,2,0,2,6,0,0.5,0.00649039712666008,0.006469402630537855,7.667894772379621e-10,-7.37919732974101e-10,-0.0027739056456449257,0.0005427758770500963,0.0005966282844182166,0.0011394041614683128,UNAVAILABLE_EXACT_RUNTIME_TRACE,-0.0016345014841766129,-1398048.4454050425,574259.6973800296,UNAVAILABLE_EXACT_RUNTIME_TRACE,-823788.7480250129,-2.0812657731644363e-14,8.548967362275869e-15,UNAVAILABLE_EXACT_RUNTIME_TRACE,-1.2263690369368493e-14
98091,33.0,33.0,97200.0,8,5.373839183563361e-07,0.023675472538466257,0.02367531321566031,1.5932280594821435e-07,21.573812228760065,2.7099277480532855,21.319941782070092,18.43916165022608,25.333625019805652,0.0031926203059945203,67.60384665733515,125801767.3176953,2,1,1,2,5,0,1.0,0.006478340213257853,0.006457423520025942,6.801685969757511e-09,-6.905584020166934e-09,-0.0027749096512472257,0.0005328945949500893,0.0005852968340626452,0.0011181914290127346,UNAVAILABLE_EXACT_RUNTIME_TRACE,-0.0016567182222344912,-1398554.4642286017,563568.4802224182,UNAVAILABLE_EXACT_RUNTIME_TRACE,-834985.9840061836,-2.0820190801485482e-14,8.389807896688405e-15,UNAVAILABLE_EXACT_RUNTIME_TRACE,-1.2430382904797078e-14
101724,34.0,34.0,100800.0,8,5.373839183563361e-07,0.02371246620056214,0.02371230647790078,1.5972266136088376e-07,21.53217956976475,2.921372401903449,21.31589475999361,18.110663569914283,25.53634138895997,0.0031885421310777384,68.93708813026004,128282752.37769261,0,2,0,2,6,0,0.0,0.006440354942311522,0.0064196824255926535,4.988074591570808e-09,-5.0886332946977415e-09,-0.0027778907010721724,0.0005324514304043526,0.0005845501301770663,0.001117001560581419,UNAVAILABLE_EXACT_RUNTIME_TRACE,-0.0016608891404907534,-1400056.9133403748,562968.7865330352,UNAVAILABLE_EXACT_RUNTIME_TRACE,-837088.1268073397,-2.0842557665255707e-14,8.380880295114957e-15,UNAVAILABLE_EXACT_RUNTIME_TRACE,-1.2461677370140751e-14
105357,35.0,35.0,104400.0,8,5.373839183563361e-07,0.023711386675525567,0.02371122743230773,1.592432178378067e-07,21.4668166269864,3.162823350656882,21.300615173542425,17.722886738276358,25.73906609241537,0.003179482986753131,70.24077983675667,130708749.25248587,0,2,0,2,6,0,0.0,0.006441464992365063,0.006420785360304118,-3.696097549722721e-10,3.7790680176597943e-10,-0.0027778010944876966,0.000531093099729709,0.0005830641354500316,0.0011141572351797404,UNAVAILABLE_EXACT_RUNTIME_TRACE,-0.0016636438593079562,-1400011.751621799,561535.2465305892,UNAVAILABLE_EXACT_RUNTIME_TRACE,-838476.5050912099,-2.084188534564162e-14,8.359539276845103e-15,UNAVAILABLE_EXACT_RUNTIME_TRACE,-1.2482346068796515e-14
108990,36.0,36.0,108000.0,8,5.373839183563361e-07,0.02370980501032634,0.023709646522538413,1.584877879282076e-07,21.385585412249906,3.442634472570522,21.28880623159546,17.275837537702753,25.952457957340627,0.003168457608368886,71.74380206786937,133505673.72262987,0,2,0,2,6,0,0.0,0.006443093426984991,0.0064224033545653685,-5.27254759925995e-10,5.431537719705705e-10,-0.0027776704771581054,0.0005294326531122624,0.0005812372523744379,0.0011106699054867003,UNAVAILABLE_EXACT_RUNTIME_TRACE,-0.0016670005716714052,-1399945.9204876851,559777.632365297,UNAVAILABLE_EXACT_RUNTIME_TRACE,-840168.2881223882,-2.0840905321761256e-14,8.333373787253705e-15,UNAVAILABLE_EXACT_RUNTIME_TRACE,-1.2507531534507552e-14
112623,37.0,37.0,111600.0,8,5.373839183563361e-07,0.0237075904412541,0.023707432579711144,1.578615429556618e-07,21.281184356596537,3.7774954368874614,21.281849187810963,16.74824686529476,26.177760178301344,0.0031547037345741875,73.48833144962968,136752010.87967804,0,2,0,2,6,0,0.0,0.006445400938493686,0.006424696067462306,-7.617022072273293e-10,7.843242080896368e-10,-0.0027774889162341023,0.0005273497081180736,0.000578938747779628,0.0011062884558977015,UNAVAILABLE_EXACT_RUNTIME_TRACE,-0.0016712004603364008,-1399854.4137819875,557569.3817724416,UNAVAILABLE_EXACT_RUNTIME_TRACE,-842285.032009546,-2.0839543067289964e-14,8.300499702005904e-15,UNAVAILABLE_EXACT_RUNTIME_TRACE,-1.2539043365284061e-14
116256,38.0,38.0,115200.0,8,5.373839183563361e-07,0.023704320754434304,0.023704163034252393,1.577201819112639e-07,21.138945233745964,4.201210675198767,21.281928898238665,16.09965139826259,26.416881701465158,0.0031367874238791417,75.53471378583421,140560056.23850396,0,2,0,2,6,0,0.0,0.006448777021004834,0.006428050488863614,-1.1987170646073421e-09,1.2241633209173346e-09,-0.0027772195230643397,0.000524627895088509,0.000575924205005829,0.0011005521000943379,UNAVAILABLE_EXACT_RUNTIME_TRACE,-0.0016766674229700019,-1399718.6396244273,554678.2584475463,UNAVAILABLE_EXACT_RUNTIME_TRACE,-845040.3811768809,-2.0837521806095914e-14,8.25745973410008e-15,UNAVAILABLE_EXACT_RUNTIME_TRACE,-1.258006207199583e-14
119889,39.0,39.0,118800.0,8,5.373839183563361e-07,0.023698959678388927,0.02369880362403543,1.5605435349855257e-07,20.920681385035802,4.802567774979296,21.292910708030632,15.230488362852626,26.673176207037876,0.0031113583903118326,77.98052331469704,145111382.47905034,1,2,0,2,5,0,0.5,0.006454271854773082,0.006433510043372911,-2.627989712663224e-09,2.6850161441258984e-09,-0.0027767746952329394,0.000520757886167607,0.0005716179394318836,0.0010923758255994907,UNAVAILABLE_EXACT_RUNTIME_TRACE,-0.0016843988696334487,-1399494.4463974014,550557.4161021434,UNAVAILABLE_EXACT_RUNTIME_TRACE,-848937.0302952582,-2.0834184255873543e-14,8.196113017837977e-15,UNAVAILABLE_EXACT_RUNTIME_TRACE,-1.263807123803557e-14
