trace_kind,solver,record_kind,step_or_event_id,time_start_s,time_end_s,dt_s,velocity_frozen_at_time_s,flux_donor_density_evaluated_at_time_s,matrix_xB,critical_radius_m,Rmin_m,Rmin_hex,first_cell_center_m,first_interior_face_m,G_Rmin_m_s,G_first_center_m_s,G_first_interior_face_m_s,FV_lower_face_velocity_m_s,FV_first_interior_face_velocity_m_s,beta_n_first_cell_per_m4,cohort_equivalent_first_cell_density_per_m4,J_N_lower_out_m3_s,J_beta_volume_lower_out_s,J_mol_B_lower_out_mol_m3_s,cumulative_number_crossed_Rmin_m3,cumulative_beta_volume_crossed_Rmin,cumulative_mol_B_equivalent_returned_mol_m3,Q_matrix_mol_m3,Q_beta_resolved_mol_m3,Q_total_mol_m3,inventory_relative_residual,boundary_direction,active_cohort_count,cohort_radius_before_event_m,cohort_initial_radius_m
canonical_native_policy,Eulerian_KWNSolver_frozen_78b6745,accepted_state,10,17.127859890432404,19.00574300701782,1.877883116585417,17.127859890432404,19.00574300701782,0.006206662102528866,8.782159158974422e-09,4.724027182871601e-10,0x1.03b4c5a5fbe5ep-31,4.727981588260222e-10,4.731939303816496e-10,-11767354.377280287,-3.768917256252018e-06,-1.8793897701807108e-06,-3.768917256252018e-06,-2.509236835331247e-06,22364979.640654717,2.7939336866916632e-67,84.29164686910406,3.7222909140680473e-26,9.076765866195342e-22,255.8192632685367,1.1296893045484964e-25,2.7547350692494245e-21,147.72519658918827,0.0,731.5467336438344,0.0,OUTFLOW,,,
canonical_native_policy,Eulerian_KWNSolver_frozen_78b6745,accepted_state,11,19.00574300701782,20.86615378816881,1.8604107811509907,19.00574300701782,20.86615378816881,0.006205388775936834,8.788400329572808e-09,4.724027182871601e-10,0x1.03b4c5a5fbe5ep-31,4.727981588260222e-10,4.731939303816496e-10,-11767369.454545023,-3.768922107165227e-06,-1.879392200063623e-06,-3.768922107165227e-06,-2.5092400722240217e-06,52109558.65931008,2.7939336866916632e-67,196.39661484675054,8.672808779415793e-26,2.114854978033064e-21,621.1976429109901,2.7431880001571066e-25,6.689234070952978e-21,147.69470081624047,0.0,731.5467336438344,0.0,OUTFLOW,,,
canonical_native_policy,Eulerian_KWNSolver_frozen_78b6745,accepted_state,12,20.86615378816881,22.724541545070384,1.8583877569015743,20.86615378816881,22.724541545070384,0.006204131899073459,8.794570836791191e-09,4.724027182871601e-10,0x1.03b4c5a5fbe5ep-31,4.727981588260222e-10,4.731939303816496e-10,-11767384.337031046,-3.768926895410927e-06,-1.8793945985555984e-06,-3.768926895410927e-06,-2.509243267300338e-06,114908827.07019049,2.7939336866916632e-67,433.08241865326704,1.9124774658858257e-25,4.663555477787378e-21,1426.0327074655436,6.297312708109473e-25,1.5355928474504313e-20,147.6645990857795,0.0,731.5467336438344,0.0,OUTFLOW,,,
canonical_native_policy,Eulerian_KWNSolver_frozen_78b6745,accepted_state,13,22.724541545070384,24.580936722758647,1.8563951776882617,22.724541545070384,24.580936722758647,0.0062028912284244645,8.800671513843159e-09,4.724027182871601e-10,0x1.03b4c5a5fbe5ep-31,4.727981588260222e-10,4.731939303816496e-10,-11767399.027621768,-3.7689316219168177e-06,-1.8793969661213338e-06,-3.7689316219168177e-06,-2.509246421179228e-06,241342640.07353467,2.7939336866916632e-67,909.6027671826238,4.0167753762752202e-25,9.794863020983736e-21,3114.614898075265,1.3754035146483744e-24,3.35390649527756e-20,147.63488556276172,0.0,731.5467336438344,0.0,OUTFLOW,,,
canonical_native_policy,Eulerian_KWNSolver_frozen_78b6745,accepted_state,14,24.580936722758647,26.435369199822574,1.8544324770639269,24.580936722758647,26.435369199822574,0.006201666524916289,8.80670318288457e-09,4.724027182871601e-10,0x1.03b4c5a5fbe5ep-31,4.727981588260222e-10,4.731939303816496e-10,-11767413.529148031,-3.7689362875936846e-06,-1.8793993032170527e-06,-3.7689362875936846e-06,-2.509249534468435e-06,485356894.402133,2.7939336866916632e-67,1829.2769472275406,8.078025774669011e-25,1.9698177899166064e-20,6506.885478558372,2.8734188493589444e-24,7.006800578797202e-20,147.60555451859284,0.0,731.5467336438344,0.0,OUTFLOW,,,
canonical_native_policy,Eulerian_KWNSolver_frozen_78b6745,accepted_state,15,26.435369199822574,28.27274503114896,1.8373758313263877,26.435369199822574,28.27274503114896,0.006200467424316222,8.812617929717923e-09,4.724027182871601e-10,0x1.03b4c5a5fbe5ep-31,4.727981588260222e-10,4.731939303816496e-10,-11767427.727514187,-3.768940855732743e-06,-1.8794015914548672e-06,-3.768940855732743e-06,-2.509252582673108e-06,932190965.4478278,2.7939336866916632e-67,3513.3683566433087,1.5514917073593274e-24,3.783295635980705e-20,12962.263583601696,5.724092214964285e-24,1.3958136543110745e-19,147.57683672146925,0.0,731.5467336438344,0.0,OUTFLOW,,,
canonical_native_policy,Eulerian_KWNSolver_frozen_78b6745,accepted_state,16,28.27274503114896,30.108256274771374,1.835511243622413,28.27274503114896,30.108256274771374,0.006199283568093377,8.818466405024404e-09,4.724027182871601e-10,0x1.03b4c5a5fbe5ep-31,4.727981588260222e-10,4.731939303816496e-10,-11767441.745374013,-3.768945365796245e-06,-1.8794038506019109e-06,-3.768945365796245e-06,-2.5092555921254177e-06,1730235108.43073,2.7939336866916632e-67,6521.153790187751,2.8797196880196967e-24,7.022165105268836e-20,24931.914686882228,1.1009850080805266e-23,2.6847399548404657e-19,147.5484840867456,0.0,731.5467336438344,0.0,OUTFLOW,,,
canonical_native_policy,Eulerian_KWNSolver_frozen_78b6745,accepted_state,17,30.108256274771374,31.941930344349235,1.8336740695778615,30.108256274771374,31.941930344349235,0.006198114735859426,8.824249377428824e-09,4.724027182871601e-10,0x1.03b4c5a5fbe5ep-31,4.727981588260222e-10,4.731939303816496e-10,-11767455.585337091,-3.76894981862379e-06,-1.8794060810787504e-06,-3.76894981862379e-06,-2.5092585633856083e-06,3113254647.8037963,2.7939336866916632e-67,11733.68667738374,5.181556765117102e-24,1.2635169755705094e-19,46447.67168775201,2.0511136361046242e-23,5.001618269415554e-19,147.52049133366472,0.0,731.5467336438344,0.0,OUTFLOW,,,
canonical_native_policy,Eulerian_KWNSolver_frozen_78b6745,accepted_state,18,31.941930344349238,33.773794159347986,1.8318638149987496,31.941930344349238,33.773794159347986,0.006196960711318145,8.829967604664782e-09,4.724027182871601e-10,0x1.03b4c5a5fbe5ep-31,4.727981588260222e-10,4.731939303816496e-10,-11767469.249964554,-3.7689542150393877e-06,-1.879408283298142e-06,-3.7689542150393877e-06,-2.5092614970035205e-06,5445163973.486678,2.7939336866916632e-67,20522.54977024941,9.06268929137612e-24,2.209926916378385e-19,84042.1880033828,3.711274894049482e-23,9.049903421320885e-19,147.492853279555,0.0,731.5467336438344,0.0,OUTFLOW,,,
canonical_native_policy,Eulerian_KWNSolver_frozen_78b6745,accepted_state,19,33.773794159347986,35.588989639483614,1.8151954801356271,33.773794159347986,35.588989639483614,0.006195830549783069,8.835575811362286e-09,4.724027182871601e-10,0x1.03b4c5a5fbe5ep-31,4.727981588260222e-10,4.731939303816496e-10,-11767482.632033823,-3.768958520545573e-06,-1.8794104399798755e-06,-3.768958520545573e-06,-2.5092643699598616e-06,9229576756.51128,2.7939336866916632e-67,34785.85221948275,1.5361315914940883e-23,3.745840160682017e-19,147185.30972485378,6.499654015823099e-23,1.5849335550301394e-18,147.46578678941603,0.0,731.5467336438344,0.0,OUTFLOW,,,
canonical_native_policy,Eulerian_KWNSolver_frozen_78b6745,accepted_state,20,35.588989639483614,37.402464029726104,1.813474390242491,35.588989639483614,37.402464029726104,0.006194714536583933,8.84112181061867e-09,4.724027182871601e-10,0x1.03b4c5a5fbe5ep-31,4.727981588260222e-10,4.731939303816496e-10,-11767495.846574817,-3.7689627721517225e-06,-1.879412569662409e-06,-3.7689627721517225e-06,-2.5092672069500594e-06,15283883558.247952,2.7939336866916632e-67,57604.32316388501,2.5437876312577e-23,6.202998442433856e-19,251649.27454981155,1.1112747739324547e-22,2.709831436836925e-18,147.4390592013326,0.0,731.5467336438344,0.0,OUTFLOW,,,
canonical_native_policy,Eulerian_KWNSolver_frozen_78b6745,accepted_state,21,37.402464029726104,39.214242075860575,1.8117780461344706,37.402464029726104,39.214242075860575,0.0061936124719848586,8.846606311655549e-09,4.724027182871601e-10,0x1.03b4c5a5fbe5ep-31,4.727981588260222e-10,4.731939303816496e-10,-11767508.89595258,-3.7689669706187564e-06,-1.8794146727268968e-06,-3.7689669706187564e-06,-2.5092700084818575e-06,24770558994.63366,2.7939336866916632e-67,93359.31469616226,4.122716090442403e-23,1.0053198299013396e-18,420795.63131847756,1.8582194242433427e-22,4.531247833995813e-18,147.4126657295293,0.0,731.5467336438344,0.0,OUTFLOW,,,
canonical_native_policy,Eulerian_KWNSolver_frozen_78b6745,accepted_state,22,39.214242075860575,41.0243480912442,1.8101060153836261,39.214242075860575,41.0243480912442,0.006192524159630933,8.852030015007023e-09,4.724027182871601e-10,0x1.03b4c5a5fbe5ep-31,4.727981588260222e-10,4.731939303816496e-10,-11767521.78249212,-3.768971116694717e-06,-1.8794167495480426e-06,-3.768971116694717e-06,-2.509272775054406e-06,39352693737.60961,2.7939336866916632e-67,148319.0029019262,6.549717527085498e-23,1.5971414877430559e-18,689268.7506669557,3.0437877337274456e-22,7.422243248378273e-18,147.3866016692723,0.0,731.5467336438344,0.0,OUTFLOW,,,
canonical_native_policy,Eulerian_KWNSolver_frozen_78b6745,accepted_state,23,41.0243480912442,42.81814953249671,1.79380144125251,41.0243480912442,42.81814953249671,0.006191458117264139,8.857350111250158e-09,4.724027182871601e-10,0x1.03b4c5a5fbe5ep-31,4.727981588260222e-10,4.731939303816496e-10,-11767534.405336158,-3.768975177930091e-06,-1.879418783871481e-06,-3.768975177930091e-06,-2.509275485014958e-06,61106915804.42272,2.7939336866916632e-67,230310.20069716516,1.0170421379991701e-22,2.4800461801047822e-18,1102399.5206126855,4.868159386684891e-22,1.1870953660623013e-17,147.36107100966717,0.0,731.5467336438344,0.0,OUTFLOW,,,
canonical_native_policy,Eulerian_KWNSolver_frozen_78b6745,accepted_state,24,42.81814953249671,44.61036014970635,1.792210617209644,42.81814953249671,44.61036014970635,0.006190405224462554,8.862611765944023e-09,4.724027182871601e-10,0x1.03b4c5a5fbe5ep-31,4.727981588260222e-10,4.731939303816496e-10,-11767546.872478213,-3.7689791890703834e-06,-1.8794207931016682e-06,-3.7689791890703834e-06,-2.509278161548318e-06,93300271657.64987,2.7939336866916632e-67,351646.4079718168,1.5528587683080727e-22,3.7866291992198606e-18,1732623.9464834095,7.651209358273709e-22,1.86573907149009e-17,147.33585532289783,0.0,731.5467336438344,0.0,OUTFLOW,,,
canonical_native_policy,Eulerian_KWNSolver_frozen_78b6745,accepted_state,25,44.61036014970635,46.40100233280011,1.790642183093762,44.61036014970635,46.40100233280011,0.00618936529959383,8.867815635556371e-09,4.724027182871601e-10,0x1.03b4c5a5fbe5ep-31,4.727981588260222e-10,4.731939303816496e-10,-11767559.186068965,-3.7689831508075476e-06,-1.8794227775852126e-06,-3.7689831508075476e-06,-2.5092808051162087e-06,140226981325.5708,2.7939336866916632e-67,528512.5743622376,2.3338938395334036e-22,5.691174716607095e-18,2679000.856431911,1.1830378118204886e-21,2.884824823381425e-17,147.3109502570702,0.0,731.5467336438344,0.0,OUTFLOW,,,
canonical_native_policy,Eulerian_KWNSolver_frozen_78b6745,accepted_state,26,46.40100233280011,48.19009809172628,1.7890957589261638,46.40100233280011,48.19009809172628,0.006188338164190158,8.872962367816655e-09,4.724027182871601e-10,0x1.03b4c5a5fbe5ep-31,4.727981588260222e-10,4.731939303816496e-10,-11767571.348221626,-3.7689870638214814e-06,-1.879424737662683e-06,-3.7689870638214814e-06,-2.509283416172309e-06,207668995904.9654,2.7939336866916632e-67,782700.9465109361,3.456381183481183e-22,8.428347883345566e-18,4079327.8003421207,1.8014175034803264e-21,4.392736968666212e-17,147.28635153613834,0.0,731.5467336438344,0.0,OUTFLOW,,,
canonical_native_policy,Eulerian_KWNSolver_frozen_78b6745,accepted_state,27,48.19009809172628,49.96323094844835,1.773132856722071,48.19009809172628,49.96323094844835,0.006187331837247542,8.878011460898877e-09,4.724027182871601e-10,0x1.03b4c5a5fbe5ep-31,4.727981588260222e-10,4.731939303816496e-10,-11767583.263984494,-3.7689908975627142e-06,-1.8794266580314693e-06,-3.7689908975627142e-06,-2.509285974331724e-06,302239047696.1695,2.7939336866916632e-67,1139135.0609485866,5.03038230330206e-22,1.2266532476534566e-17,6099165.605154159,2.6933711178661395e-21,6.567756145885392e-17,147.26225120341815,0.0,731.5467336438344,0.0,OUTFLOW,,,
canonical_native_policy,Eulerian_KWNSolver_frozen_78b6745,accepted_state,28,49.96323094844835,51.73489148851149,1.771660540063135,49.96323094844835,51.73489148851149,0.006186337747608795,8.883005607954688e-09,4.724027182871601e-10,0x1.03b4c5a5fbe5ep-31,4.727981588260222e-10,4.731939303816496e-10,-11767595.034847323,-3.76899468468425e-06,-1.879428555047868e-06,-3.76899468468425e-06,-2.5092885013829838e-06,434311726230.09644,2.7939336866916632e-67,1636916.942865983,7.228570433528246e-22,1.7626790298539946e-17,8999226.760190602,3.974028417681046e-21,9.690625027874483e-17,147.23844398748383,0.0,731.5467336438344,0.0,OUTFLOW,,,
canonical_native_policy,Eulerian_KWNSolver_frozen_78b6745,accepted_state,29,51.73489148851149,53.505100014508166,1.7702085259966798,51.73489148851149,53.505100014508166,0.006185355729922335,8.887945416643032e-09,4.724027182871601e-10,0x1.03b4c5a5fbe5ep-31,4.727981588260222e-10,4.731939303816496e-10,-11767606.66276802,-3.7689984258160196e-06,-1.8794304290274196e-06,-3.7689984258160196e-06,-2.5092909977464255e-06,616656487950.0052,2.7939336866916632e-67,2324175.0253596273,1.0263479123897642e-21,2.502738209636334e-17,13113501.205990765,5.7908782428322996e-21,1.4120993544910388e-16,147.2149259266224,0.0,731.5467336438344,0.0,OUTFLOW,,,
canonical_native_policy,Eulerian_KWNSolver_frozen_78b6745,accepted_state,30,53.505100014508166,55.25962974350252,1.7545297289943578,53.505100014508166,55.25962974350252,0.006184393435486638,8.89279210679391e-09,4.724027182871601e-10,0x1.03b4c5a5fbe5ep-31,4.727981588260222e-10,4.731939303816496e-10,-11767618.057148732,-3.769002091809346e-06,-1.879432265369188e-06,-3.769002091809346e-06,-2.5092934439718673e-06,862995661628.309,2.7939336866916632e-67,3252629.290163151,1.4363502082723739e-21,3.5025243441009875e-17,18820335.99297983,8.310997384493417e-21,2.0266276633162035e-16,147.19188025734252,0.0,731.5467336438344,0.0,OUTFLOW,,,
canonical_native_policy,Eulerian_KWNSolver_frozen_78b6745,accepted_state,31,55.25962974350252,57.01277627773794,1.7531465342354169,55.25962974350252,57.01277627773794,0.006183442698238805,8.897586523767824e-09,4.724027182871601e-10,0x1.03b4c5a5fbe5ep-31,4.727981588260222e-10,4.731939303816496e-10,-11767629.314682554,-3.7690057137739722e-06,-1.8794340796564315e-06,-3.7690057137739722e-06,-2.5092958608180615e-06,1195156781078.6243,2.7939336866916632e-67,4504548.40792546,1.989193500613218e-21,4.8506266931971466e-17,26717469.422630012,1.1798345076017096e-20,2.877013600921041e-16,147.16911141113826,0.0,731.5467336438344,0.0,OUTFLOW,,,
canonical_native_policy,Eulerian_KWNSolver_frozen_78b6745,accepted_state,32,57.01277627773794,58.76455836953129,1.751782091793343,57.01277627773794,58.76455836953129,0.00618250336476826,8.902329238220729e-09,4.724027182871601e-10,0x1.03b4c5a5fbe5ep-31,4.727981588260222e-10,4.731939303816496e-10,-11767640.437186,-3.7690092922943364e-06,-1.8794358721819023e-06,-3.7690092922943364e-06,-2.509298248674989e-06,1638823391483.6465,2.7939336866916632e-67,6176734.726368303,2.7276253821772912e-21,6.651284796452708e-17,37537762.70204006,1.6576550373636248e-20,4.04217376030536e-16,147.1466157124595,0.0,731.5467336438344,0.0,OUTFLOW,,,
canonical_native_policy,Eulerian_KWNSolver_frozen_78b6745,accepted_state,33,58.76455836953129,60.514994469096195,1.75043609956491,58.76455836953129,60.514994469096195,0.00618157528407622,8.907020814198451e-09,4.724027182871601e-10,0x1.03b4c5a5fbe5ep-31,4.727981588260222e-10,4.731939303816496e-10,-11767651.426447025,-3.7690128279456884e-06,-1.8794376432337504e-06,-3.7690128279456884e-06,-2.509300607926499e-06,2226141226662.4175,2.7939336866916632e-67,8390346.969250165,3.705149139868767e-21,9.034965836447529e-17,52224528.924890585,2.3062177182334414e-20,5.623686796150702e-16,147.12438954356173,0.0,731.5467336438344,0.0,OUTFLOW,,,
canonical_native_policy,Eulerian_KWNSolver_frozen_78b6745,accepted_state,34,60.514994469096195,62.2500583201211,1.7350638510249012,60.514994469096195,62.2500583201211,0.006180665670473941,8.911624521936299e-09,4.724027182871601e-10,0x1.03b4c5a5fbe5ep-31,4.727981588260222e-10,4.731939303816496e-10,-11767662.197042074,-3.7690162932441174e-06,-1.879439379044942e-06,-3.7690162932441174e-06,-2.5093029202332672e-06,2988994795898.3613,2.7939336866916632e-67,11265559.728403829,4.97483347122723e-21,1.213107725432766e-16,71770994.37120597,3.1693830903129506e-20,7.728506157948136e-16,147.10260567461023,0.0,731.5467336438344,0.0,OUTFLOW,,,
canonical_native_policy,Eulerian_KWNSolver_frozen_78b6745,accepted_state,35,62.2500583201211,63.98383919344492,1.7337808733238242,62.2500583201211,63.98383919344492,0.0061797668365224795,8.916179015749838e-09,4.724027182871601e-10,0x1.03b4c5a5fbe5ep-31,4.727981588260222e-10,4.731939303816496e-10,-11767672.839996932,-3.7690197174759797e-06,-1.8794410942853785e-06,-3.7690197174759797e-06,-2.5093052051373455e-06,3980003798170.3423,2.7939336866916632e-67,15000699.162477491,6.624258544131543e-21,1.6153182335905639e-16,97778919.66559416,4.3178843666896697e-20,1.052911401567868e-15,147.08108000114953,0.0,731.5467336438344,0.0,OUTFLOW,,,
canonical_native_policy,Eulerian_KWNSolver_frozen_78b6745,accepted_state,36,63.983839193444915,65.7163541558,1.7325149623550875,63.983839193444915,65.7163541558,0.006178878641938473,8.920684825782733e-09,4.724027182871601e-10,0x1.03b4c5a5fbe5ep-31,4.727981588260222e-10,4.731939303816496e-10,-11767683.356972672,-3.7690231011757044e-06,-1.8794427892227623e-06,-3.7690231011757044e-06,-2.509307462995344e-06,5257750572686.554,2.7939336866916632e-67,19816565.578026246,8.750929034957265e-21,2.1339045172906595e-16,132111416.03201543,5.833995915446773e-20,1.422613552012186e-15,147.0598091622196,0.0,731.5467336438344,0.0,OUTFLOW,,,
canonical_native_policy,Eulerian_KWNSolver_frozen_78b6745,accepted_state,37,65.7163541558,67.44762000618573,1.7312658503857217,65.7163541558,67.44762000618573,0.0061780009486125395,8.925142476034116e-09,4.724027182871601e-10,0x1.03b4c5a5fbe5ep-31,4.727981588260222e-10,4.731939303816496e-10,-11767693.74960463,-3.7690264448694395e-06,-1.8794444641206462e-06,-3.7690264448694395e-06,-2.5093096941583486e-06,6893430553201.778,2.7939336866916632e-67,25981499.00136792,1.1473343001215916e-20,2.797762198838283e-16,177092297.99491444,7.820336608223487e-20,1.9069805672470647e-15,147.03878984896414,0.0,731.5467336438344,0.0,OUTFLOW,,,
canonical_native_policy,Eulerian_KWNSolver_frozen_78b6745,accepted_state,38,67.44762000618573,69.1638034966336,1.7161834904478817,67.44762000618573,69.1638034966336,0.006177140563985387,8.929517160237249e-09,4.724027182871601e-10,0x1.03b4c5a5fbe5ep-31,4.727981588260222e-10,4.731939303816496e-10,-11767703.937286936,-3.7690297226232992e-06,-1.8794461059884248e-06,-3.7690297226232992e-06,-2.509311881321328e-06,8952047765350.775,2.7939336866916632e-67,33740504.76334144,1.4899693976994718e-20,3.633274153721066e-16,234997195.22913915,1.0377397489827894e-19,2.530517079135774e-15,147.01818508664462,0.0,731.5467336438344,0.0,OUTFLOW,,,
canonical_native_policy,Eulerian_KWNSolver_frozen_78b6745,accepted_state,39,69.1638034966336,70.87879567077879,1.7149921741451861,69.1638034966336,70.87879567077879,0.006176290244995045,8.933845480224498e-09,4.724027182871601e-10,0x1.03b4c5a5fbe5ep-31,4.727981588260222e-10,4.731939303816496e-10,-11767714.005783588,-3.7690329620307284e-06,-1.8794477286479985e-06,-3.7690329620307284e-06,-2.509314042896695e-06,11547236154000.242,2.7939336866916632e-67,43521876.27857727,1.9219114900734148e-20,4.686560243052537e-16,309636872.45101416,1.3673460654703514e-19,3.3342584931852805e-15,146.99782141442176,0.0,731.5467336438344,0.0,OUTFLOW,,,
