policy,requested_active_cfl,status,evaluation_mode,reason,accepted_steps,rejected_steps,runtime_s,estimated_48h_steps,estimated_48h_runtime_s,brute_force_active_rate_s_inv,brute_force_required_dt_s,brute_force_projected_48h_steps,brute_force_boundary_active,time_s,time_h,M0_m3,M1_m2,M2_m,M3_dimensionless,N_m0_m3,Rmean_number_m,Rmean_cubed_m3,mean_R3_m3,Sv_m_inv,f_beta,Rmean_m,Rmean3_m3,matrix_xB,beta_inventory_mol_m3,matrix_inventory_mol_m3,total_inventory_mol_m3,inventory_residual_mol_m3,inventory_relative_residual,critical_radius_m,cumulative_number_dissolution_m3,cumulative_beta_volume_dissolution,cumulative_mol_B_returned_mol_m3,first_cell_number_m3
current_implicit_policy,UNBOUNDED,PASS_EULERIAN_SHORT_RUN,accepted_short_trajectory,,249,0,4.806518707999999,NOT_PROJECTED_FROM_UNQUALIFIED_SHORT_RUN,NOT_PROJECTED_FROM_UNQUALIFIED_SHORT_RUN,,,,True,360.0,0.1,6.554105944533894e+21,61335938216242.77,586842.3608375099,0.005737723161855867,6.554105944533894e+21,9.358398954078057e-09,8.196051269963e-25,8.754394894457133e-25,7374478.598489646,0.02403411857815786,9.358398954078057e-09,8.196051269963e-25,0.006112797112487907,586.0693647286657,145.47736891516865,731.5467336438344,0.0,0.0,9.271165738267432e-09,5086566905596730.0,2.2462109212202165e-12,5.477360874979189e-08,7.93542441499716e-06
implicit_active_CFL_lte_4,4.0,BRUTE_FORCE_CFL_NOT_PRACTICAL,observed_physical_Rmin_active_CFL_bound,"Observed physical-Rmin active-tail state from current_implicit_policy requires dt <= 2.68926164790165125e-19 s for active CFL <= 4 at 1.48739710883880632e+19 s^-1, below configured min_dt_s=9.99999999999999980e-13 s.",0,0,0.0,NOT_PROJECTED_FROM_UNQUALIFIED_SHORT_RUN,NOT_PROJECTED_FROM_UNQUALIFIED_SHORT_RUN,1.4873971088388063e+19,2.6892616479016512e-19,6.425555510183643e+23,True,,,,,,,,,,,,,,,,,,,,,,,,,
implicit_active_CFL_lte_2,2.0,BLOCKED_BY_BRUTE_FORCE_CFL_NOT_PRACTICAL,observed_physical_Rmin_active_CFL_bound,active CFL <= 4 is already below min_dt at the observed physical-Rmin active-tail state; this tighter cap cannot be run by the current solver.,0,0,0.0,NOT_PROJECTED_FROM_UNQUALIFIED_SHORT_RUN,NOT_PROJECTED_FROM_UNQUALIFIED_SHORT_RUN,1.4873971088388063e+19,1.3446308239508256e-19,1.2851111020367286e+24,True,,,,,,,,,,,,,,,,,,,,,,,,,
implicit_active_CFL_lte_1,1.0,BLOCKED_BY_BRUTE_FORCE_CFL_NOT_PRACTICAL,observed_physical_Rmin_active_CFL_bound,active CFL <= 4 is already below min_dt at the observed physical-Rmin active-tail state; this tighter cap cannot be run by the current solver.,0,0,0.0,NOT_PROJECTED_FROM_UNQUALIFIED_SHORT_RUN,NOT_PROJECTED_FROM_UNQUALIFIED_SHORT_RUN,1.4873971088388063e+19,6.723154119754128e-20,2.570222204073457e+24,True,,,,,,,,,,,,,,,,,,,,,,,,,
implicit_active_CFL_lte_0.5,0.5,BLOCKED_BY_BRUTE_FORCE_CFL_NOT_PRACTICAL,observed_physical_Rmin_active_CFL_bound,active CFL <= 4 is already below min_dt at the observed physical-Rmin active-tail state; this tighter cap cannot be run by the current solver.,0,0,0.0,NOT_PROJECTED_FROM_UNQUALIFIED_SHORT_RUN,NOT_PROJECTED_FROM_UNQUALIFIED_SHORT_RUN,1.4873971088388063e+19,3.361577059877064e-20,5.140444408146914e+24,True,,,,,,,,,,,,,,,,,,,,,,,,,
implicit_active_CFL_lte_0.25,0.25,BLOCKED_BY_BRUTE_FORCE_CFL_NOT_PRACTICAL,observed_physical_Rmin_active_CFL_bound,active CFL <= 4 is already below min_dt at the observed physical-Rmin active-tail state; this tighter cap cannot be run by the current solver.,0,0,0.0,NOT_PROJECTED_FROM_UNQUALIFIED_SHORT_RUN,NOT_PROJECTED_FROM_UNQUALIFIED_SHORT_RUN,1.4873971088388063e+19,1.680788529938532e-20,1.0280888816293829e+25,True,,,,,,,,,,,,,,,,,,,,,,,,,
implicit_active_CFL_lte_0.125,0.125,BLOCKED_BY_BRUTE_FORCE_CFL_NOT_PRACTICAL,observed_physical_Rmin_active_CFL_bound,active CFL <= 4 is already below min_dt at the observed physical-Rmin active-tail state; this tighter cap cannot be run by the current solver.,0,0,0.0,NOT_PROJECTED_FROM_UNQUALIFIED_SHORT_RUN,NOT_PROJECTED_FROM_UNQUALIFIED_SHORT_RUN,1.4873971088388063e+19,8.40394264969266e-21,2.0561777632587658e+25,True,,,,,,,,,,,,,,,,,,,,,,,,,
