status,reason,reference_solver,same_physical_Rmin_contract,whole_domain_donor_bound_rate_s_inv,whole_domain_donor_bound_dt_s,whole_domain_donor_bound_projected_48h_steps,initial_global_face_index,initial_lower_boundary_velocity_m_s,implicit_ladder_status,actual_implicit_brute_force_policies
BRUTE_FORCE_DONOR_BOUND_NOT_PRACTICAL,"A whole-domain donor-bound SSPRK2 reference would require dt <= 6.72388328686019683e-20 s from the actual physical-Rmin lower face at the canonical initial state, or at least 2.56994347801493696e+24 accepted steps for 48 h.  It is therefore not implemented or relabelled as an active-only explicit proxy.",EXPLICIT_UPWIND_DONOR_BOUND_SSPRK2,True,1.4872358090364217e+19,6.723883286860197e-20,2.569943478014937e+24,0,-11767189.594675226,INCOMPLETE_DIAGNOSTIC_BUDGET,[]
