case_name,M_ratio,step,time_code,eta_max,eta_mean,eta_far_field,eta_max_minus_far,R_avg_nm,xB_min,xB_max,Y_min,Y_max,xBtot_initial,xBtot_final,xBtot_drift,xBtot_rel_drift,clipping_count_step,nan_inf_flag,eta_bulk_rhs_absmax,phi_chem_rhs_absmax,eta_bulk_rhs_absmax_over_phi_chem_rhs_absmax,eta_Ldt_bulk_absmax_over_phi_Ldt_chem_absmax
gp_eta_S218b_Mratio_1em3,0.001,1,0.0001,nan,nan,0.00024061125649,nan,nan,0.020903491602,0.029999996156,nan,nan,nan,nan,nan,7.0056730259e-05,0,0,0.00066941731419,1.087394004,0.16154425613,0.40301096067
gp_eta_S218b_Mratio_1em3,0.001,2,0.0002,nan,nan,0.00025877095241,nan,nan,0.021086136429,0.029999991413,nan,nan,nan,nan,nan,4.7288485179e-05,0,0,0.00067166729924,1.087557298,0.16116934186,0.40207564696
gp_eta_S218b_Mratio_1em3,0.001,3,0.0003,nan,nan,0.00026736013461,nan,nan,0.021327960667,0.029999982429,nan,nan,nan,nan,nan,2.6395181414e-05,0,0,0.0006734145674,1.0874453398,0.16065749194,0.40079871436
gp_eta_S218b_Mratio_1em3,0.001,4,0.0004,nan,nan,0.00026820824876,nan,nan,0.021601311726,0.030006964738,nan,nan,nan,nan,nan,7.8749549844e-06,0,0,0.00067511312563,1.0870171954,0.16016349297,0.39956631521
gp_eta_S218b_Mratio_1em3,0.001,5,0.0005,nan,nan,0.00026483309354,nan,nan,0.021866844907,0.03014243418,nan,nan,nan,nan,nan,-8.1575040481e-06,0,0,0.00067708724941,1.0862422175,0.15979905053,0.39865712599
gp_eta_S218b_Mratio_1em3,0.001,6,0.0006,nan,nan,0.00025987135381,nan,nan,0.022068734461,0.030280905698,nan,nan,nan,nan,nan,-2.1680542467e-05,0,0,0.00067959088693,1.0854859411,0.15958285671,0.39811777856
gp_eta_S218b_Mratio_1em3,0.001,7,0.0007,nan,nan,0.0002544689739,nan,nan,0.022222298871,0.030418430805,nan,nan,nan,nan,nan,-3.2747177838e-05,0,0,0.00068281712099,1.0844977659,0.15960539411,0.39817400353
gp_eta_S218b_Mratio_1em3,0.001,8,0.0008,nan,nan,0.00024912927599,nan,nan,0.022382376031,0.03055271353,nan,nan,nan,nan,nan,-4.1466079989e-05,0,0,0.00068690448937,1.0834532658,0.15987986812,0.39885874489
gp_eta_S218b_Mratio_1em3,0.001,9,0.0009,nan,nan,0.00024401690792,nan,nan,0.022573790578,0.030683261966,nan,nan,nan,nan,nan,-4.798288016e-05,0,0,0.00069194197042,1.0830605931,0.1603270387,0.39997431934
gp_eta_S218b_Mratio_1em3,0.001,10,0.001,nan,nan,0.00023911242482,nan,nan,0.022809824261,0.030811356868,nan,nan,nan,nan,nan,-5.2463148491e-05,0,0,0.0006979733738,1.0829179685,0.16102172416,0.40170737913
gp_eta_S218b_Mratio_1em3,0.001,11,0.0011,nan,nan,0.00023440421846,nan,nan,0.023089833341,0.030939871323,nan,nan,nan,nan,nan,-5.5078161801e-05,0,0,0.00070500150099,1.0830253703,0.16195555669,0.40403704874
gp_eta_S218b_Mratio_1em3,0.001,12,0.0012,nan,nan,0.00022988106212,nan,nan,0.023413033065,0.031072991981,nan,nan,nan,nan,nan,-5.5994442535e-05,0,0,0.00071299231491,1.0835260245,0.16309349282,0.40687590384
gp_eta_S218b_Mratio_1em3,0.001,13,0.0013,nan,nan,0.00022553499591,nan,nan,0.023790062166,0.031215891151,nan,nan,nan,nan,nan,-5.5367301615e-05,0,0,0.00072187932137,1.0845560821,0.16439183593,0.41011493268
gp_eta_S218b_Mratio_1em3,0.001,14,0.0014,nan,nan,0.00022135768283,nan,nan,0.024216174736,0.031374389938,nan,nan,nan,nan,nan,-5.3338106596e-05,0,0,0.00073156828234,1.0862385481,0.16580061832,0.41362947882
gp_eta_S218b_Mratio_1em3,0.001,15,0.0015,nan,nan,0.00021734110365,nan,nan,0.024697406634,0.031554640984,nan,nan,nan,nan,nan,-5.0034553863e-05,0,0,0.00074194230923,1.0887189918,0.16725984477,0.41726986981
gp_eta_S218b_Mratio_1em3,0.001,16,0.0016,nan,nan,0.00021347777617,nan,nan,0.025219249086,0.031762847869,nan,nan,nan,nan,nan,-4.5573015471e-05,0,0,0.00075286730985,1.0924227438,0.16866159264,0.42076686666
gp_eta_S218b_Mratio_1em3,0.001,17,0.0017,nan,nan,0.00020976068277,nan,nan,0.025772541025,0.032005028539,nan,nan,nan,nan,nan,-4.0061976478e-05,0,0,0.00076419768769,1.1027759864,0.16912442314,0.42192150855
gp_eta_S218b_Mratio_1em3,0.001,18,0.0018,nan,nan,0.00020618320395,nan,nan,0.026382514469,0.032286822662,nan,nan,nan,nan,nan,-3.3605726061e-05,0,0,0.00077578212318,1.1150679559,0.16933742937,0.42245290376
gp_eta_S218b_Mratio_1em3,0.001,19,0.0019,nan,nan,0.00020273905761,nan,nan,0.027039607782,0.032613337731,nan,nan,nan,nan,nan,-2.6307667419e-05,0,0,0.00078746921462,1.1273474705,0.16956061937,0.42300970485
gp_eta_S218b_Mratio_1em3,0.001,20,0.002,nan,nan,0.00019942224598,nan,nan,0.027709645846,0.032989025858,nan,nan,nan,nan,nan,-1.827286586e-05,0,0,0.00079911272865,1.1394732603,0.16977722117,0.42355007007
gp_eta_S218b_Mratio_1em3,0.001,21,0.0021,nan,nan,0.00019622701176,nan,nan,0.028228192387,0.033417582294,nan,nan,nan,nan,nan,-9.6096449931e-06,0,0,0.00081057621487,1.1513801497,0.16996340226,0.42401454354
gp_eta_S218b_Mratio_1em3,0.001,22,0.0022,nan,nan,0.00019314780455,nan,nan,0.028278083241,0.033901857504,nan,nan,nan,nan,nan,-4.3023109544e-07,0,0,0.000821736775,1.1628972609,0.17011606387,0.42439539462
gp_eta_S218b_Mratio_1em3,0.001,23,0.0023,nan,nan,0.00019017925759,nan,nan,0.028294226208,0.034443776755,nan,nan,nan,nan,nan,9.1495055472e-06,0,0,0.00083248784187,1.173886608,0.17023236485,0.42468553535
gp_eta_S218b_Mratio_1em3,0.001,24,0.0024,nan,nan,0.00018731617424,nan,nan,0.028294909929,0.035044264234,nan,nan,nan,nan,nan,1.9011070468e-05,0,0,0.00084274090537,1.1842667908,0.17030653759,0.42487057707
gp_eta_S218b_Mratio_1em3,0.001,25,0.0025,nan,nan,0.00018455352278,nan,nan,0.028266380581,0.035703172146,nan,nan,nan,nan,nan,2.9034979465e-05,0,0,0.00085242620932,1.1939491505,0.17034087257,0.42495623392
gp_eta_S218b_Mratio_1em3,0.001,26,0.0026,nan,nan,0.00018188643743,nan,nan,0.028203210914,0.036419218548,nan,nan,nan,nan,nan,3.9102836341e-05,0,0,0.00086149252187,1.2029337339,0.1703272886,0.42492234545
gp_eta_S218b_Mratio_1em3,0.001,27,0.0027,nan,nan,0.00017931022369,nan,nan,0.028144478168,0.037189940233,nan,nan,nan,nan,nan,4.9099677308e-05,0,0,0.00086990614061,1.2110589468,0.1702844202,0.42481539992
gp_eta_S218b_Mratio_1em3,0.001,28,0.0028,nan,nan,0.00017682036555,nan,nan,0.028096117738,0.038011668487,nan,nan,nan,nan,nan,5.8916377538e-05,0,0,0.00087764932713,1.2185199862,0.17019097941,0.42458228941
gp_eta_S218b_Mratio_1em3,0.001,29,0.0029,nan,nan,0.00017441253312,nan,nan,0.028059031524,0.038879535682,nan,nan,nan,nan,nan,6.8451946967e-05,0,0,0.00088471837326,1.2250873596,0.17007486728,0.42429261982
gp_eta_S218b_Mratio_1em3,0.001,30,0.003,nan,nan,0.00016224195384,nan,nan,0.028033935669,0.039787519557,nan,nan,nan,nan,nan,7.7615523321e-05,0,0,0.0008911214863,1.2310234497,0.16990493078,0.42386867238
gp_eta_S218b_Mratio_1em3,0.001,31,0.0031,nan,nan,0.00016010302795,nan,nan,0.028021332766,0.040728529713,nan,nan,nan,nan,nan,8.6327938738e-05,0,0,0.00089687665014,1.2365075745,0.16966485527,0.42326974636
gp_eta_S218b_Mratio_1em3,0.001,32,0.0032,nan,nan,0.0001580306109,nan,nan,0.02802148891,0.041694537818,nan,nan,nan,nan,nan,9.4522740701e-05,0,0,0.00090200958135,1.2421397599,0.16929943017,0.42235810565
gp_eta_S218b_Mratio_1em3,0.001,33,0.0033,nan,nan,0.00015602137791,nan,nan,0.028034417593,0.042676749499,nan,nan,nan,nan,nan,0.00010214664245,0,0,0.00090655185997,1.2495366442,0.1685814274,0.42056687521
gp_eta_S218b_Mratio_1em3,0.001,34,0.0034,nan,nan,0.00015407218625,nan,nan,0.028059872354,0.043665812487,nan,nan,nan,nan,nan,0.00010915940032,0,0,0.00091053927978,1.2561379034,0.16787109542,0.41879478142
gp_eta_S218b_Mratio_1em3,0.001,35,0.0035,nan,nan,0.00015218007123,nan,nan,0.028097349768,0.044652052481,nan,nan,nan,nan,nan,0.00011553316961,0,0,0.00091401043462,1.2620773152,0.16715902756,0.41701835705
gp_eta_S218b_Mratio_1em3,0.001,36,0.0036,nan,nan,0.00015034224076,nan,nan,0.02814610376,0.045625725885,nan,nan,nan,nan,nan,0.00012125144805,0,0,0.00091700553687,1.2680214051,0.16636637905,0.41504090491
gp_eta_S218b_Mratio_1em3,0.001,37,0.0037,nan,nan,0.00014855606884,nan,nan,0.028204901579,0.046577277151,nan,nan,nan,nan,nan,0.00012630771181,0,0,0.00091956545095,1.2734095184,0.16557666038,0.41307076193
gp_eta_S218b_Mratio_1em3,0.001,38,0.0038,nan,nan,0.00014681908826,nan,nan,0.028269034726,0.047497588088,nan,nan,nan,nan,nan,0.00013070387488,0,0,0.00092173091788,1.278309565,0.16478919799,0.41110624781
gp_eta_S218b_Mratio_1em3,0.001,39,0.0039,nan,nan,0.00014512898282,nan,nan,0.028327254975,0.048378207188,nan,nan,nan,nan,nan,0.00013444870244,0,0,0.00092354194405,1.2831825355,0.16395283674,0.40901974372
gp_eta_S218b_Mratio_1em3,0.001,40,0.004,nan,nan,0.00014348357924,nan,nan,0.028373829171,0.049211548604,nan,nan,nan,nan,nan,0.00013755627746,0,0,0.00092503732826,1.2876624345,0.16312259413,0.40694850405
gp_eta_S218b_Mratio_1em3,0.001,41,0.0041,nan,nan,0.00014188083896,nan,nan,0.028401960063,0.04999105277,nan,nan,nan,nan,nan,0.0001400446014,0,0,0.00092625430301,1.291820774,0.16229833042,0.40489218017
gp_eta_S218b_Mratio_1em3,0.001,42,0.0042,nan,nan,0.00014031885003,nan,nan,0.028398203973,0.050711303391,nan,nan,nan,nan,nan,0.00014193439237,0,0,0.00092722826944,1.2961321567,0.16142791766,0.40272072642
gp_eta_S218b_Mratio_1em3,0.001,43,0.0043,nan,nan,0.00013879581906,nan,nan,0.028338864806,0.051368098522,nan,nan,nan,nan,nan,0.00014324810032,0,0,0.00092799260867,1.3002503987,0.16055823295,0.40055108896
gp_eta_S218b_Mratio_1em3,0.001,44,0.0044,nan,nan,0.00013731006346,nan,nan,0.028264954786,0.051958476239,nan,nan,nan,nan,nan,0.00014400914638,0,0,0.00092857855576,1.3042603653,0.15968423097,0.39837068102
gp_eta_S218b_Mratio_1em3,0.001,45,0.0045,nan,nan,0.00013586000394,nan,nan,0.028197870982,0.052480697942,nan,nan,nan,nan,nan,0.00014424137765,0,0,0.00092901512493,1.3091655877,0.15868919717,0.39588833012
gp_eta_S218b_Mratio_1em3,0.001,46,0.0046,nan,nan,0.00013444415731,nan,nan,0.028138566246,0.052934194243,nan,nan,nan,nan,nan,0.00014396871629,0,0,0.00092932907783,1.3135527064,0.15775073871,0.39354712002
gp_eta_S218b_Mratio_1em3,0.001,47,0.0047,nan,nan,0.00013306112968,nan,nan,0.028087899928,0.053319479834,nan,nan,nan,nan,nan,0.00014321497115,0,0,0.00092954492774,1.3174455712,0.15686851525,0.39134620163
gp_eta_S218b_Mratio_1em3,0.001,48,0.0048,nan,nan,0.00013170960995,nan,nan,0.028046616726,0.053638044454,nan,nan,nan,nan,nan,0.00014200379821,0,0,0.00092968497475,1.3208703077,0.15604165209,0.3892833928
gp_eta_S218b_Mratio_1em3,0.001,49,0.0049,nan,nan,0.00013038836376,nan,nan,0.02801532714,0.053892227272,nan,nan,nan,nan,nan,0.00014035876581,0,0,0.00092976936728,1.3238545284,0.1552688588,0.38735547426
gp_eta_S218b_Mratio_1em3,0.001,50,0.005,nan,nan,0.00012909622771,nan,nan,0.02799449026,0.054085081747,nan,nan,nan,nan,nan,0.00013830350976,0,0,0.00092981618657,1.326426688,0.15454852524,0.38555842914
gp_eta_S218b_Mratio_1em3,0.001,51,0.0051,nan,nan,0.00012783210408,nan,nan,0.027984399609,0.054220237324,nan,nan,nan,nan,nan,0.00013586194507,0,0,0.00092984155046,1.3286155726,0.15387943853,0.38388923158
gp_eta_S218b_Mratio_1em3,0.001,52,0.0052,nan,nan,0.00012659495581,nan,nan,0.027985172813,0.054301763474,nan,nan,nan,nan,nan,0.0001330584985,0,0,0.00092985973363,1.3304499038,0.15325968877,0.38234311689
gp_eta_S218b_Mratio_1em3,0.001,53,0.0053,nan,nan,0.00012538380191,nan,nan,0.027996745753,0.054334040506,nan,nan,nan,nan,nan,0.00012991833517,0,0,0.0009298833009,1.3319580398,0.15268630569,0.38091267504
