case_name,M_ratio,step,time_code,eta_max,eta_mean,eta_far_field,eta_max_minus_far,R_avg_nm,xB_min,xB_max,Y_min,Y_max,xBtot_initial,xBtot_final,xBtot_drift,xBtot_rel_drift,clipping_count_step,nan_inf_flag,eta_bulk_rhs_absmax,phi_chem_rhs_absmax,eta_bulk_rhs_absmax_over_phi_chem_rhs_absmax,eta_Ldt_bulk_absmax_over_phi_Ldt_chem_absmax
gp_eta_S218b_Mratio_1em1,0.1,1,0.0001,nan,nan,6.190050503e-05,nan,nan,0.020898117861,0.029999996153,nan,nan,nan,nan,nan,-0.00035784732276,0,0,0.00066941731419,1.087394004,0.16154425613,36.673997421
gp_eta_S218b_Mratio_1em1,0.1,2,0.0002,nan,nan,3.2106143197e-05,nan,nan,0.021073213004,0.029999991413,nan,nan,nan,nan,nan,-0.00041087003511,0,0,0.00084018606186,1.0887094025,0.16063389666,36.467326374
gp_eta_S218b_Mratio_1em1,0.1,3,0.0003,nan,nan,1.7354245236e-05,nan,nan,0.021317877484,0.029999982432,nan,nan,nan,nan,nan,-0.00044269193498,0,0,0.00095956220358,1.0913979479,0.15965952157,36.246122411
gp_eta_S218b_Mratio_1em1,0.1,4,0.0004,nan,nan,1.041969932e-05,nan,nan,0.021631030913,0.030087185514,nan,nan,nan,nan,nan,-0.0004650440076,0,0,0.0010442121118,1.0954690566,0.15860160938,36.005953743
gp_eta_S218b_Mratio_1em1,0.1,5,0.0005,nan,nan,8.7929070856e-06,nan,nan,0.022016192497,0.030313254478,nan,nan,nan,nan,nan,-0.00048064835628,0,0,0.0011040744983,1.1006093623,0.15749597545,35.754951219
gp_eta_S218b_Mratio_1em1,0.1,6,0.0006,nan,nan,9.7639590463e-06,nan,nan,0.022477091254,0.030597378496,nan,nan,nan,nan,nan,-0.0004902059889,0,0,0.0011452220523,1.1065996937,0.15635619589,35.496196908
gp_eta_S218b_Mratio_1em1,0.1,7,0.0007,nan,nan,1.2180519473e-05,nan,nan,0.023011396344,0.030946198598,nan,nan,nan,nan,nan,-0.00049396918009,0,0,0.0011715727472,1.1132140736,0.15516223959,35.22514332
gp_eta_S218b_Mratio_1em1,0.1,8,0.0008,nan,nan,1.6050273414e-05,nan,nan,0.023613072294,0.031365387437,nan,nan,nan,nan,nan,-0.00049212938001,0,0,0.0011857733171,1.1203852662,0.15392972167,34.945335421
gp_eta_S218b_Mratio_1em1,0.1,9,0.0009,nan,nan,2.167124897e-05,nan,nan,0.024270775909,0.0318601099,nan,nan,nan,nan,nan,-0.00048491285812,0,0,0.0011896774553,1.1281333551,0.15263870343,34.652246698
gp_eta_S218b_Mratio_1em1,0.1,10,0.001,nan,nan,2.7874001588e-05,nan,nan,0.024967072766,0.032435646367,nan,nan,nan,nan,nan,-0.00047259525921,0,0,0.0011846221246,1.1365343912,0.15124202551,34.335170971
gp_eta_S218b_Mratio_1em1,0.1,11,0.0011,nan,nan,3.4409811283e-05,nan,nan,0.025675534861,0.033097983711,nan,nan,nan,nan,nan,-0.00045549297905,0,0,0.0011715971334,1.1456481647,0.14975566011,33.997734269
gp_eta_S218b_Mratio_1em1,0.1,12,0.0012,nan,nan,4.1020929093e-05,nan,nan,0.026346038921,0.033854248714,nan,nan,nan,nan,nan,-0.000433948807,0,0,0.001151354805,1.1555629369,0.14810443472,33.622870829
gp_eta_S218b_Mratio_1em1,0.1,13,0.0013,nan,nan,4.7463649491e-05,nan,nan,0.026890061212,0.034712907122,nan,nan,nan,nan,nan,-0.00040831745256,0,0,0.0011244842973,1.1663476029,0.14632148501,33.218103153
gp_eta_S218b_Mratio_1em1,0.1,14,0.0014,nan,nan,5.3524474707e-05,nan,nan,0.027268172675,0.035683668023,nan,nan,nan,nan,nan,-0.00037895294158,0,0,0.0010914643168,1.1780342691,0.14432352492,32.764523529
gp_eta_S218b_Mratio_1em1,0.1,15,0.0015,nan,nan,5.9029532631e-05,nan,nan,0.027535673248,0.036777018993,nan,nan,nan,nan,nan,-0.00034619880739,0,0,0.0010527024482,1.1906291732,0.14216379041,32.274217652
gp_eta_S218b_Mratio_1em1,0.1,16,0.0016,nan,nan,6.3848301217e-05,nan,nan,0.027737030209,0.038003277583,nan,nan,nan,nan,nan,-0.00031038183497,0,0,0.0010085663479,1.2040461265,0.13978506603,31.7341964
gp_eta_S218b_Mratio_1em1,0.1,17,0.0017,nan,nan,6.7893038502e-05,nan,nan,0.027894925468,0.039370984663,nan,nan,nan,nan,nan,-0.00027181017798,0,0,0.00095941038628,1.2181583218,0.13718963469,31.144978036
gp_eta_S218b_Mratio_1em1,0.1,18,0.0018,nan,nan,7.1115312218e-05,nan,nan,0.02801840159,0.040884396936,nan,nan,nan,nan,nan,-0.00023077684807,0,0,0.00090560032461,1.2326398011,0.1343870462,30.508730572
gp_eta_S218b_Mratio_1em1,0.1,19,0.0019,nan,nan,7.3500831011e-05,nan,nan,0.028118403529,0.042539792791,nan,nan,nan,nan,nan,-0.00018756968111,0,0,0.00084753795428,1.2471401067,0.13141245502,29.833434825
gp_eta_S218b_Mratio_1em1,0.1,20,0.002,nan,nan,7.5063516036e-05,nan,nan,0.028193301251,0.044320365692,nan,nan,nan,nan,nan,-0.00014248887547,0,0,0.00078568705581,1.2612786655,0.12821041215,29.106502684
gp_eta_S218b_Mratio_1em1,0.1,21,0.0021,nan,nan,7.5839486759e-05,nan,nan,0.028251431076,0.046189791908,nan,nan,nan,nan,nan,-9.5872750954e-05,0,0,0.00072060133842,1.2747159117,0.12482959724,28.33898547
gp_eta_S218b_Mratio_1em1,0.1,22,0.0022,nan,nan,7.5881403192e-05,nan,nan,0.028289279231,0.048085335569,nan,nan,nan,nan,nan,-4.8131235594e-05,0,0,0.00065295394878,1.287167315,0.12118726026,27.512097159
gp_eta_S218b_Mratio_1em1,0.1,23,0.0023,nan,nan,7.5253421561e-05,nan,nan,0.028308825514,0.049912738976,nan,nan,nan,nan,nan,2.1571822323e-07,0,0,0.00058356642376,1.2983774477,0.11725783583,26.620033865
