case_name,M_ratio,step,time_code,eta_max,eta_mean,eta_far_field,eta_max_minus_far,R_avg_nm,xB_min,xB_max,Y_min,Y_max,xBtot_initial,xBtot_final,xBtot_drift,xBtot_rel_drift,clipping_count_step,nan_inf_flag,eta_bulk_rhs_absmax,phi_chem_rhs_absmax,eta_bulk_rhs_absmax_over_phi_chem_rhs_absmax,eta_Ldt_bulk_absmax_over_phi_Ldt_chem_absmax
gp_eta_S218b_Mratio_10,10.0,1,0.0001,nan,nan,0.00051859260503,nan,nan,0.020892217799,0.029999996152,nan,nan,nan,nan,nan,-0.0034783117787,0,0,0.00066941731419,1.087394004,0.16154425613,366.73997421
gp_eta_S218b_Mratio_10,10.0,2,0.0002,nan,nan,0.0,nan,nan,0.021129456524,0.030619053029,nan,nan,nan,nan,nan,-0.0033982549975,0,0,0.0012491855458,1.10434808,0.15451273502,350.77691906
gp_eta_S218b_Mratio_10,10.0,3,0.0003,nan,nan,5.5596795144e-05,nan,nan,0.02150473762,0.03246378292,nan,nan,nan,nan,nan,-0.0024316857612,0,0,0.00089430749905,1.137132789,0.13910916689,315.80752854
gp_eta_S218b_Mratio_10,10.0,4,0.0004,nan,nan,0.0,nan,nan,0.022000839158,0.03589556562,nan,nan,nan,nan,nan,-0.00093573025495,0,0,0.00044928900984,1.1774148304,0.10968673649,249.01232565
gp_eta_S218b_Mratio_10,10.0,5,0.0005,nan,nan,1.5419098496e-07,nan,nan,0.022595774182,0.039638016241,nan,nan,nan,nan,nan,3.8956009705e-05,0,0,8.0130834361e-05,1.2147922192,0.050986706622,115.75071699
gp_eta_S218b_Mratio_10,10.0,6,0.0006,nan,nan,2.7633150632e-07,nan,nan,0.023265174921,0.043813514807,nan,nan,nan,nan,nan,0.00012566588362,0,0,2.8569930874e-08,1.2440378021,0.00034514027051,0.78354215086
gp_eta_S218b_Mratio_10,10.0,7,0.0007,nan,nan,0.0,nan,nan,0.023975228657,0.047891080277,nan,nan,nan,nan,nan,0.00012512723798,0,0,1.5638602149e-16,1.2657991005,3.7955266521e-13,8.6166563881e-10
gp_eta_S218b_Mratio_10,10.0,8,0.0008,nan,nan,3.7820978443e-13,nan,nan,0.024690341409,0.051307694379,nan,nan,nan,nan,nan,0.00012808880023,0,0,1.0764696226e-22,1.2807805932,1.7534409794e-18,3.9806856336e-15
gp_eta_S218b_Mratio_10,10.0,9,0.0009,nan,nan,0.0,nan,nan,0.02537181434,0.053515380051,nan,nan,nan,nan,nan,0.00013450992242,0,0,3.2360562542e-28,1.2896580536,7.0228543559e-25,1.5943379772e-21
gp_eta_S218b_Mratio_10,10.0,10,0.001,nan,nan,5.236672959e-19,nan,nan,0.025984044222,0.054150617483,nan,nan,nan,nan,nan,0.00014413717792,0,0,2.5215857788e-34,1.2929021611,3.5832642798e-30,8.1347754546e-27
gp_eta_S218b_Mratio_10,10.0,11,0.0011,nan,nan,0.0,nan,nan,0.026503150492,0.053193275247,nan,nan,nan,nan,nan,0.00015650490365,0,0,7.662899573e-40,1.2909495151,1.3428916644e-36,3.0486509775e-33
