replicate,snapshot_id,step,age_h,temperature_K,fixed_6h_matrix_xAg,pf_time_varying_matrix_xAg,kappa_L_no_dis_fixed_matrix_W_mK,kappa_L_no_dis_time_varying_matrix_W_mK,delta_kappa_PSD_W_mK,delta_kappa_PSD_plus_matrix_W_mK,delta_kappa_matrix_given_PSD_W_mK,reference_6h_full_psd_fixed_matrix_W_mK
A,A_step_065393,65393,24,600,0.006203008315588036,0.006541991190685975,1.243650378343784,1.239726130744276,-0.00154066629259475,-0.005464913892102796,-0.003924247599508046,1.245191044636379
A,A_step_108989,108989,36,300,0.006203008315588036,0.006331949085975584,2.283364684293937,2.278476134189758,-0.003107332654368022,-0.007995882758547346,-0.004888550104179323,2.286472016948305
A,A_step_108989,108989,36,350,0.006203008315588036,0.006331949085975584,2.003924461647488,2.000125562149076,-0.002923597719713733,-0.006722497218125234,-0.003798899498411501,2.006848059367202
A,A_step_108989,108989,36,400,0.006203008315588036,0.006331949085975584,1.785442319741886,1.782405338790738,-0.002652030195075206,-0.005689011146223333,-0.003036980951148127,1.788094349936962
A,A_step_108989,108989,36,450,0.006203008315588036,0.006331949085975584,1.609955668777909,1.607472266811213,-0.002373811039554585,-0.004857213006250527,-0.002483401966695942,1.612329479817464
A,A_step_108989,108989,36,500,0.006203008315588036,0.006331949085975584,1.465915388411659,1.463846824851453,-0.002116766932850345,-0.004185330493056805,-0.00206856356020646,1.46803215534451
A,A_step_108989,108989,36,550,0.006203008315588036,0.006331949085975584,1.345564412766138,1.343814733420089,-0.001888603312622195,-0.003638282658671388,-0.001749679346049193,1.34745301607876
A,A_step_108989,108989,36,600,0.006203008315588036,0.006331949085975584,1.243501644481271,1.242002371389106,-0.001689400155107323,-0.003188673247272344,-0.001499273092165021,1.245191044636379
A,A_step_152585,152585,48,300,0.006203008315588036,0.006300821530907528,2.284043126647099,2.280328018819537,-0.002428890301206188,-0.006143998128768313,-0.003715107827562125,2.286472016948305
A,A_step_152585,152585,48,350,0.006203008315588036,0.006300821530907528,2.004352206047388,2.001465844046538,-0.002495853319813168,-0.005382215320663519,-0.002886362000850351,2.006848059367202
A,A_step_152585,152585,48,400,0.006203008315588036,0.006300821530907528,1.785721477414914,1.783414416947631,-0.00237287252204732,-0.004679932989331004,-0.002307060467283684,1.788094349936962
A,A_step_152585,152585,48,450,0.006203008315588036,0.006300821530907528,1.610142291401496,1.608256024079883,-0.002187188415967212,-0.004073455737580334,-0.001886267321613122,1.612329479817464
A,A_step_152585,152585,48,500,0.006203008315588036,0.006300821530907528,1.466042097321389,1.464471099765692,-0.001990058023120245,-0.003561055578817696,-0.001570997555697451,1.46803215534451
A,A_step_152585,152585,48,550,0.006203008315588036,0.006300821530907528,1.345651103613441,1.344322413162905,-0.001801912465319466,-0.003130602915855762,-0.001328690450536296,1.34745301607876
A,A_step_152585,152585,48,600,0.006203008315588036,0.006300821530907528,1.243560925401161,1.242422482743013,-0.001630119235217498,-0.002768561893366162,-0.001138442658148664,1.245191044636379
