N_6h_m-3,R_6h_eq_median_nm,R_6h_eq_q05_nm,R_6h_eq_q25_nm,R_6h_eq_q75_nm,R_6h_eq_q95_nm,closest_radius_nm,equivalent_mode,matrix_xAg,minimum_absolute_mismatch_W_mK,multiple_root_probability,no_root_probability,reachable_kappa_max_W_mK,reachable_kappa_min_W_mK,root_count,root_sample_count,roots_nm,sample_count,summary_kind,target_identity,target_kappa_W_mK
7.6e+23,,,,,,8.420000000000005,E2,0.0066,0.0003499408088091238,,,2.3739098533588576,0.0021729123899393915,1,,8.42248083,,,T3_TA_NAQ_3.610e+21_MIN,0.784067517601117
1.68e+24,,,,,,6.380000000000004,E1,0.0069,0.00047630179799162953,,,2.3626489561500494,0.0009839911077798669,1,,6.37776981,,,T3_TA_NAQ_3.610e+21_MIN,0.784067517601117
1.68e+24,,,,,,6.4200000000000035,E2,0.0058,0.0013544468554826938,,,2.404865980604876,0.0009840228793706002,1,,6.41364478,,,T3_TA_NAQ_3.610e+21_MIN,0.784067517601117
1.68e+24,,,,,,6.400000000000004,E2,0.0062,0.00010369630113959971,,,2.3892154836195583,0.000984011325711727,1,,6.4004857,,,T3_TA_NAQ_3.610e+21_MIN,0.784067517601117
1.68e+24,,,,,,6.380000000000004,E2,0.0066,0.0015949060953628358,,,2.3739098523910656,0.0009839997724564622,1,,6.38745695,,,T3_TA_NAQ_3.610e+21_MIN,0.784067517601117
2.6e+24,,,,,,5.560000000000003,E1,0.0069,0.0023370800041029316,,,2.3626489551979275,0.0006360077503270821,1,,5.55108135,,,T3_TA_NAQ_3.610e+21_MIN,0.784067517601117
2.6e+24,,,,,,5.580000000000004,E2,0.0058,0.000996475640837935,,,2.4048659795929788,0.0006360210259298324,1,,5.5762005,,,T3_TA_NAQ_3.610e+21_MIN,0.784067517601117
2.6e+24,,,,,,5.560000000000003,E2,0.0062,0.0018387507899124689,,,2.389215482630149,0.0006360161983425257,1,,5.56699365,,,T3_TA_NAQ_3.610e+21_MIN,0.784067517601117
2.6e+24,,,,,,5.560000000000003,E2,0.0066,0.000558920856339129,,,2.373909851423273,0.0006360113708642458,1,,5.55787009,,,T3_TA_NAQ_3.610e+21_MIN,0.784067517601117
7.6e+23,,,,,,2.02,E1,0.0069,0.00011221958697049672,,,2.362648957102171,0.00217287016667425,1,,2.01853018,,,T3_TA_NAQ_3.610e+21_MAX,2.329933284703839
7.6e+23,,,,,,2.4000000000000004,E2,0.0058,0.00020740123679097167,,,2.404865981616773,0.0021730249972478632,1,,2.40156051,,,T3_TA_NAQ_3.610e+21_MAX,2.329933284703839
7.6e+23,,,,,,2.2800000000000002,E2,0.0062,0.0004892782164880316,,,2.3892154846089677,0.0021729686914235013,1,,2.28430121,,,T3_TA_NAQ_3.610e+21_MAX,2.329933284703839
7.6e+23,,,,,,2.14,E2,0.0066,0.0004994470222947633,,,2.3739098533588576,0.0021729123899393915,1,,2.14536963,,,T3_TA_NAQ_3.610e+21_MAX,2.329933284703839
1.68e+24,,,,,,1.7199999999999993,E1,0.0069,1.1377132050238714e-05,,,2.3626489561500494,0.0009839911077798669,1,,1.72011933,,,T3_TA_NAQ_3.610e+21_MAX,2.329933284703839
1.68e+24,,,,,,2.02,E2,0.0058,0.00033623422003259407,,,2.404865980604876,0.0009840228793706002,1,,2.02198605,,,T3_TA_NAQ_3.610e+21_MAX,2.329933284703839
1.68e+24,,,,,,1.929999999999999,E2,0.0062,4.8324258826060174e-05,,,2.3892154836195583,0.000984011325711727,1,,1.93033419,,,T3_TA_NAQ_3.610e+21_MAX,2.329933284703839
1.68e+24,,,,,,1.8199999999999992,E2,0.0066,0.00010487695190253277,,,2.3739098523910656,0.0009839997724564622,1,,1.82089261,,,T3_TA_NAQ_3.610e+21_MAX,2.329933284703839
2.6e+24,,,,,,1.5799999999999992,E1,0.0069,0.00016018347253998755,,,2.3626489551979275,0.0006360077503270821,1,,1.58150167,,,T3_TA_NAQ_3.610e+21_MAX,2.329933284703839
2.6e+24,,,,,,1.8499999999999992,E2,0.0058,0.00025472514175373107,,,2.4048659795929788,0.0006360210259298324,1,,1.84867677,,,T3_TA_NAQ_3.610e+21_MAX,2.329933284703839
2.6e+24,,,,,,1.7699999999999991,E2,0.0062,0.00033518375981289594,,,2.389215482630149,0.0006360161983425257,1,,1.76795393,,,T3_TA_NAQ_3.610e+21_MAX,2.329933284703839
2.6e+24,,,,,,1.6699999999999993,E2,0.0066,0.00014747285210914285,,,2.373909851423273,0.0006360113708642458,1,,1.67111553,,,T3_TA_NAQ_3.610e+21_MAX,2.329933284703839
7.6e+23,,,,,,9.460000000000006,E1,0.0069,0.0006787526770494212,,,2.362648957102171,0.00217287016667425,1,,9.46633775,,,T3_TA_NAQ_5.120e+21_MIN,0.6533693070410365
7.6e+23,,,,,,9.540000000000006,E2,0.0058,0.00035487306410186825,,,2.404865981616773,0.0021730249972478632,1,,9.53667565,,,T3_TA_NAQ_5.120e+21_MIN,0.6533693070410365
7.6e+23,,,,,,9.520000000000007,E2,0.0062,0.000972114563456028,,,2.3892154846089677,0.0021729686914235013,1,,9.51089343,,,T3_TA_NAQ_5.120e+21_MIN,0.6533693070410365
7.6e+23,,,,,,9.480000000000008,E2,0.0066,0.0005721103938247651,,,2.3739098533588576,0.0021729123899393915,1,,9.48534578,,,T3_TA_NAQ_5.120e+21_MIN,0.6533693070410365
1.68e+24,,,,,,7.0800000000000045,E1,0.0069,0.001262125443219131,,,2.3626489561500494,0.0009839911077798669,1,,7.07234292,,,T3_TA_NAQ_5.120e+21_MIN,0.6533693070410365
1.68e+24,,,,,,7.100000000000005,E2,0.0058,0.0015129559282023308,,,2.404865980604876,0.0009840228793706002,1,,7.10916294,,,T3_TA_NAQ_5.120e+21_MIN,0.6533693070410365
1.68e+24,,,,,,7.100000000000005,E2,0.0062,0.000713557422486466,,,2.3892154836195583,0.000984011325711727,1,,7.09566988,,,T3_TA_NAQ_5.120e+21_MIN,0.6533693070410365
1.68e+24,,,,,,7.0800000000000045,E2,0.0066,0.0003789910958972298,,,2.3739098523910656,0.0009839997724564622,1,,7.08229597,,,T3_TA_NAQ_5.120e+21_MIN,0.6533693070410365
2.6e+24,,,,,,6.120000000000004,E1,0.0069,0.0014343341651027464,,,2.3626489551979275,0.0006360077503270821,1,,6.1129976,,,T3_TA_NAQ_5.120e+21_MIN,0.6533693070410365
2.6e+24,,,,,,6.140000000000004,E2,0.0058,0.0003280790397011124,,,2.4048659795929788,0.0006360210259298324,1,,6.13839917,,,T3_TA_NAQ_5.120e+21_MIN,0.6533693070410365
2.6e+24,,,,,,6.120000000000004,E2,0.0062,0.0018687029842704428,,,2.389215482630149,0.0006360161983425257,1,,6.12909495,,,T3_TA_NAQ_5.120e+21_MIN,0.6533693070410365
2.6e+24,,,,,,6.120000000000004,E2,0.0066,2.71036654161394e-05,,,2.373909851423273,0.0006360113708642458,1,,6.11986785,,,T3_TA_NAQ_5.120e+21_MIN,0.6533693070410365
7.6e+23,,,,,,2.02,E1,0.0069,0.00011219637693171691,,,2.362648957102171,0.00217287016667425,1,,2.01853049,,,T3_TA_NAQ_5.120e+21_MAX,2.3299332614938004
7.6e+23,,,,,,2.4000000000000004,E2,0.0058,0.00020742444682975147,,,2.404865981616773,0.0021730249972478632,1,,2.40156068,,,T3_TA_NAQ_5.120e+21_MAX,2.3299332614938004
7.6e+23,,,,,,2.2800000000000002,E2,0.0062,0.0004893014265268114,,,2.3892154846089677,0.0021729686914235013,1,,2.28430141,,,T3_TA_NAQ_5.120e+21_MAX,2.3299332614938004
7.6e+23,,,,,,2.14,E2,0.0066,0.0004994702323335432,,,2.3739098533588576,0.0021729123899393915,1,,2.14536988,,,T3_TA_NAQ_5.120e+21_MAX,2.3299332614938004
1.68e+24,,,,,,1.7199999999999993,E1,0.0069,1.1400342089018523e-05,,,2.3626489561500494,0.0009839911077798669,1,,1.72011958,,,T3_TA_NAQ_5.120e+21_MAX,2.3299332614938004
1.68e+24,,,,,,2.02,E2,0.0058,0.0003362574300713739,,,2.404865980604876,0.0009840228793706002,1,,2.02198619,,,T3_TA_NAQ_5.120e+21_MAX,2.3299332614938004
1.68e+24,,,,,,1.929999999999999,E2,0.0062,4.834746886483998e-05,,,2.3892154836195583,0.000984011325711727,1,,1.93033435,,,T3_TA_NAQ_5.120e+21_MAX,2.3299332614938004
1.68e+24,,,,,,1.8199999999999992,E2,0.0066,0.00010490016194131258,,,2.3739098523910656,0.0009839997724564622,1,,1.82089281,,,T3_TA_NAQ_5.120e+21_MAX,2.3299332614938004
2.6e+24,,,,,,1.5799999999999992,E1,0.0069,0.00016020668257876736,,,2.3626489551979275,0.0006360077503270821,1,,1.58150189,,,T3_TA_NAQ_5.120e+21_MAX,2.3299332614938004
2.6e+24,,,,,,1.8499999999999992,E2,0.0058,0.00025470193171495126,,,2.4048659795929788,0.0006360210259298324,1,,1.84867689,,,T3_TA_NAQ_5.120e+21_MAX,2.3299332614938004
2.6e+24,,,,,,1.7699999999999991,E2,0.0062,0.00033516054977411613,,,2.389215482630149,0.0006360161983425257,1,,1.76795408,,,T3_TA_NAQ_5.120e+21_MAX,2.3299332614938004
2.6e+24,,,,,,1.6699999999999993,E2,0.0066,0.00014749606214792266,,,2.373909851423273,0.0006360113708642458,1,,1.67111571,,,T3_TA_NAQ_5.120e+21_MAX,2.3299332614938004
7.6e+23,,,,,,4.000000000000002,E1,0.0069,0.0028853881234263135,,,2.362648957102171,0.00217287016667425,1,,4.0088318,,,T3_TB_SIZE_ENVELOPE_MIN,1.9052375168212652
7.6e+23,,,,,,4.100000000000001,E2,0.0058,0.002939585651740906,,,2.404865981616773,0.0021730249972478632,1,,4.09131205,,,T3_TB_SIZE_ENVELOPE_MIN,1.9052375168212652
7.6e+23,,,,,,4.060000000000002,E2,0.0062,0.00044209002327999514,,,2.3892154846089677,0.0021729686914235013,1,,4.06132315,,,T3_TB_SIZE_ENVELOPE_MIN,1.9052375168212652
7.6e+23,,,,,,4.040000000000002,E2,0.0066,0.0028621625181888266,,,2.3739098533588576,0.0021729123899393915,1,,4.03133458,,,T3_TB_SIZE_ENVELOPE_MIN,1.9052375168212652
1.68e+24,,,,,,3.260000000000001,E1,0.0069,0.0027412649228821806,,,2.3626489561500494,0.0009839911077798669,1,,3.26638569,,,T3_TB_SIZE_ENVELOPE_MIN,1.9052375168212652
1.68e+24,,,,,,3.320000000000001,E2,0.0058,0.002043539409179118,,,2.404865980604876,0.0009840228793706002,1,,3.32458266,,,T3_TB_SIZE_ENVELOPE_MIN,1.9052375168212652
1.68e+24,,,,,,3.300000000000001,E2,0.0062,0.0015376775477768945,,,2.3892154836195583,0.000984011325711727,1,,3.30349445,,,T3_TB_SIZE_ENVELOPE_MIN,1.9052375168212652
1.68e+24,,,,,,3.280000000000001,E2,0.0066,0.0010089975060978418,,,2.3739098523910656,0.0009839997724564622,1,,3.28232448,,,T3_TB_SIZE_ENVELOPE_MIN,1.9052375168212652
2.6e+24,,,,,,2.940000000000001,E1,0.0069,0.0020913518970919753,,,2.3626489551979275,0.0006360077503270821,1,,2.93578725,,,T3_TB_SIZE_ENVELOPE_MIN,1.9052375168212652
2.6e+24,,,,,,2.980000000000001,E2,0.0058,0.0021684654364002576,,,2.4048659795929788,0.0006360210259298324,1,,2.98420367,,,T3_TB_SIZE_ENVELOPE_MIN,1.9052375168212652
2.6e+24,,,,,,2.960000000000001,E2,0.0062,0.003402238815997549,,,2.389215482630149,0.0006360161983425257,1,,2.9666915,,,T3_TB_SIZE_ENVELOPE_MIN,1.9052375168212652
2.6e+24,,,,,,2.940000000000001,E2,0.0066,0.0045459378945174045,,,2.373909851423273,0.0006360113708642458,1,,2.94907473,,,T3_TB_SIZE_ENVELOPE_MIN,1.9052375168212652
7.6e+23,,,,,,2.02,E1,0.0069,0.00011149562057166662,,,2.362648957102171,0.00217287016667425,1,,2.01853968,,,T3_TB_SIZE_ENVELOPE_MAX,2.3299325607374404
