CV48,CV6,J_abs,J_delta,J_relative,N48_equivalent,N6_equivalent,PF_coarsening_compatible,R48_nm,R48_over_R6,R6_nm,beta_inventory_h_volume_nm3,both_endpoints_within_5percent,classification,delta_kappa_W_mK,kappa48_W_mK,kappa6_W_mK,relative_change
0.0,0.0,0.3833481344519785,0.04422773269162017,0.05503169240481956,63.89591649892328,680363.7188805351,False,11.0,22.0,0.5,356237.61016735336,False,NON_PF_RESOLVED_MATHEMATICAL_DIAGNOSTIC,-0.030303905554842636,1.297455163287447,1.3277590688422896,-0.022823346694416075
0.0,0.0,0.38324643123202,0.044312646372705496,0.05510301872834431,55.91877364021822,680363.7188805351,False,11.5,23.0,0.5,356237.61016735336,False,NON_PF_RESOLVED_MATHEMATICAL_DIAGNOSTIC,-0.03050569201973019,1.2972533768225594,1.3277590688422896,-0.022975321905599155
0.0,0.0,0.38315650339168444,0.04438784994985306,0.05516617017572694,49.216125497723894,680363.7188805351,False,12.0,24.0,0.5,356237.61016735336,False,NON_PF_RESOLVED_MATHEMATICAL_DIAGNOSTIC,-0.030684242291285413,1.2970748265510041,1.3277590688422896,-0.02310979680827175
0.0,0.0,0.3830770073184261,0.0444544248324893,0.055222061281556975,43.54327800835425,680363.7188805351,False,12.5,25.0,0.5,356237.61016735336,False,NON_PF_RESOLVED_MATHEMATICAL_DIAGNOSTIC,-0.030842179917798473,1.296916888924491,1.3277590688422896,-0.023228747324385166
0.0,0.0,0.3830067966979824,0.04451329780715182,0.05527147515701951,38.70981559402225,680363.7188805351,False,13.0,26.0,0.5,356237.61016735336,False,NON_PF_RESOLVED_MATHEMATICAL_DIAGNOSTIC,-0.03098174756872174,1.2967773212735678,1.3277590688422896,-0.023333862517493927
0.0,0.0,0.382944887485569,0.04456526779848184,0.05531508634807319,34.566057962736124,680363.7188805351,False,13.5,27.0,0.5,356237.61016735336,False,NON_PF_RESOLVED_MATHEMATICAL_DIAGNOSTIC,-0.031104873933506916,1.2966541949087826,1.3277590688422896,-0.02342659497752716
0.0,0.0,0.3828904300736027,0.04461102726713786,0.05535347909020332,30.99324521139464,680363.7188805351,False,14.0,28.0,0.5,356237.61016735336,False,NON_PF_RESOLVED_MATHEMATICAL_DIAGNOSTIC,-0.03121322701748075,1.2965458418248088,1.3277590688422896,-0.02350820096050742
0.0,0.0,0.38284268699201013,0.044651179454633254,0.05538716200349554,27.896335187196488,680363.7188805351,False,14.5,29.0,0.5,356237.61016735336,False,NON_PF_RESOLVED_MATHEMATICAL_DIAGNOSTIC,-0.03130825694854722,1.2964508118937423,1.3277590688422896,-0.023579772628362288
0.0,0.0,0.38280101490172624,0.044686252383802715,0.055416580010574326,25.198656254834635,680363.7188805351,False,15.0,30.0,0.5,356237.61016735336,False,NON_PF_RESOLVED_MATHEMATICAL_DIAGNOSTIC,-0.03139123062180871,1.2963678382204809,1.3277590688422896,-0.023642264141475307
0.0,0.0,0.3827648499487673,0.04471671030386958,0.055442124069822164,22.837894628597063,680363.7188805351,False,15.5,31.0,0.5,356237.61016735336,False,NON_PF_RESOLVED_MATHEMATICAL_DIAGNOSTIC,-0.03146325993862287,1.2962958089036667,1.3277590688422896,-0.023696512926894613
0.0,0.0,0.3827336957703762,0.044742963107201945,0.05546413917646371,20.763052944352268,680363.7188805351,False,16.0,32.0,0.5,356237.61016735336,False,NON_PF_RESOLVED_MATHEMATICAL_DIAGNOSTIC,-0.03152532497836269,1.2962337438639269,1.3277590688422896,-0.023743257130113604
0.0,0.0,0.3827071136101587,0.04476537412441463,0.055482930980239674,18.93212340708838,680363.7188805351,False,16.5,33.0,0.5,356237.61016735336,False,NON_PF_RESOLVED_MATHEMATICAL_DIAGNOSTIC,-0.03157829313144256,1.296180775710847,1.3277590688422896,-0.023783150025084417
